colOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType,notesForOnt
,,,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
,,,http://purl.obolibrary.org/obo/EUPATH_0011795,Blood test,,Sample,Laboratory test,http://purl.obolibrary.org/obo/OGMS_0000056,,,,
,,,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,,Household,Household,http://purl.obolibrary.org/obo/PCO_0000024,,,,
,,,http://purl.obolibrary.org/obo/EUPATH_0032129,Raw virus data for nasopharyngeal/oropharyngeal swabs,,Sample,Raw test result for nasopharyngeal/oropharyngeal swabs,http://purl.obolibrary.org/obo/EUPATH_0032030,,,,
,,,http://purl.obolibrary.org/obo/EUPATH_0033373,Betacoronavirus in nasopharyngeal/oropharyngeal swabs,,Sample,Virus in nasopharyngeal/oropharyngeal swabs,http://purl.obolibrary.org/obo/EUPATH_0032028,,,,
,,,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,,
,,,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,,
,,,http://purl.obolibrary.org/obo/EUPATH_0032030,Raw test result for nasopharyngeal/oropharyngeal swabs,,Sample,Nasopharyngeal/oropharyngeal swabs microbiology test,http://purl.obolibrary.org/obo/EUPATH_0032025,,,,
,,,http://purl.obolibrary.org/obo/EUPATH_0032028,Virus in nasopharyngeal/oropharyngeal swabs,,Sample,Nasopharyngeal/oropharyngeal swabs microbiology test,http://purl.obolibrary.org/obo/EUPATH_0032025,,,,
,,,http://purl.obolibrary.org/obo/OGMS_0000056,Laboratory test,,Sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,,,,
,,,http://purl.obolibrary.org/obo/EUPATH_0032025,Nasopharyngeal/oropharyngeal swabs microbiology test,,Sample,Laboratory test,http://purl.obolibrary.org/obo/OGMS_0000056,,,,
,,,http://purl.obolibrary.org/obo/EUPATH_0032025,Nasopharyngeal/oropharyngeal swabs microbiology test,,Sample,Laboratory test,http://purl.obolibrary.org/obo/OGMS_0000056,,,,
,,,http://purl.obolibrary.org/obo/EUPATH_0000609,Sample,,Sample,,,,,,
,,,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation,,Observation,,,,,,
,,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,Participant,,,,,,
,,,http://purl.obolibrary.org/obo/PCO_0000024,Household,,Household,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
