"IRI","label","displayOrder","variable","dataFile","definition","category","parentLabel","parentIRI","codebookDescription","codebookValues","termType","replaces","unitLabel","unitIRI","hidden"
"http://purl.obolibrary.org/obo/EUPATH_0000307","Participant study details","","","","","Participant","Participant","http://purl.obolibrary.org/obo/EUPATH_0000096","","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000120","Age at enrollment","","age","hcq_azithro_non_randomized_reshaped","","Participant","Participant study details","http://purl.obolibrary.org/obo/EUPATH_0000307","","","variable","","years","http://purl.obolibrary.org/obo/UO_0000036",""
"http://purl.obolibrary.org/obo/EUPATH_0000609","Sample","","","","","Sample","","http://www.w3.org/2002/07/owl#Thing","","","","","","","yes"
"http://purl.obolibrary.org/obo/EUPATH_0044005","Severe acute respiratory syndrome coronavirus 2, by qRT-PCR","","pcr_dich","hcq_azithro_non_randomized_reshaped","SARS-CoV-2 presence based on qRT-PCR. Only participants at Marseille Center had daily testing performed.","Sample","Betacoronavirus in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0033373","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0044003","Hydroxychloroquine concentration (ug/mL)","","hydroxychloroquine.serum.concentration...g.ml","hcq_azithro_non_randomized_reshaped","","Sample","Blood test","http://purl.obolibrary.org/obo/EUPATH_0011795","","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0011795","Blood test","","","","","Sample","Laboratory test","http://purl.obolibrary.org/obo/OGMS_0000056","","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032025","Nasopharyngeal/oropharyngeal swabs microbiology test","","","","","Sample","Laboratory test","http://purl.obolibrary.org/obo/OGMS_0000056","","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032030","Raw test result for nasopharyngeal/oropharyngeal swabs","","","","","Sample","Nasopharyngeal/oropharyngeal swabs microbiology test","http://purl.obolibrary.org/obo/EUPATH_0032025","","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032028","Virus in nasopharyngeal/oropharyngeal swabs","","","","","Sample","Nasopharyngeal/oropharyngeal swabs microbiology test","http://purl.obolibrary.org/obo/EUPATH_0032025","","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032129","Raw virus data for nasopharyngeal/oropharyngeal swabs","","","","","Sample","Raw test result for nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032030","","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0044004","Severe acute respiratory syndrome coronavirus 2 Ct value, by qRT-PCR result","","pcr","hcq_azithro_non_randomized_reshaped","SARS-CoV-2 Ct values were only available for positive samples from participants at Marseille Center.","Sample","Raw virus data for nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032129","","","variable","","","",""
"http://purl.obolibrary.org/obo/OGMS_0000056","Laboratory test","","","","","Sample","Sample","http://purl.obolibrary.org/obo/EUPATH_0000609","","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033373","Betacoronavirus in nasopharyngeal/oropharyngeal swabs","","","","","Sample","Virus in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032028","","","","","","",""
