"STABLE_ID","LABEL","DEFINITION","PARENT_STABLE_ID","PARENT_LABEL","CATEGORY"
http://purl.obolibrary.org/obo/EUPATH_0035056,"Daily open defecation in compound, adult men",Whether adult men in the target child participant's compound practice open defecation daily. Assessed for the compound (multiple households sharing a common courtyard) at enrollment (when target children were in utero).,http://purl.obolibrary.org/obo/EUPATH_0035117,Community waste disposal,Community
http://purl.obolibrary.org/obo/EUPATH_0035057,"Daily open defecation in compound, adult women",Whether adult women in the target child participant's compound practice open defecation daily. Assessed for the compound (multiple households sharing a common courtyard) at enrollment (when target children were in utero).,http://purl.obolibrary.org/obo/EUPATH_0035117,Community waste disposal,Community
http://purl.obolibrary.org/obo/EUPATH_0035054,"Daily open defecation in compound, children 3-8 years",Whether children in the target child participant's compound  3-8 years of age  practice open defecation daily. Assessed for the compound (multiple households sharing a common courtyard) at enrollment (when target children were in utero).,http://purl.obolibrary.org/obo/EUPATH_0035117,Community waste disposal,Community
http://purl.obolibrary.org/obo/EUPATH_0035055,"Daily open defecation in compound, children 8-15 years",Whether children in the target child participant's compound  8-15 years of age  practice open defecation daily. Assessed for the compound (multiple households sharing a common courtyard) at enrollment (when target children were in utero).,http://purl.obolibrary.org/obo/EUPATH_0035117,Community waste disposal,Community
http://purl.obolibrary.org/obo/EUPATH_0035053,"Daily open defecation in compound, children <3 years",Whether children in the target child participant's compound  under 3 years of age  practice open defecation daily. Assessed for the compound (multiple households sharing a common courtyard) at enrollment (when target children were in utero).,http://purl.obolibrary.org/obo/EUPATH_0035117,Community waste disposal,Community
http://purl.obolibrary.org/obo/EUPATH_0030166,Dam,Presence or absence of different types of sources of water within 5km of the school,http://purl.obolibrary.org/obo/EUPATH_0030144,Water source type within 5 km of school,Community
http://purl.obolibrary.org/obo/EUPATH_0053035,Date of 8 weeks,Date of 8 weeks after first intervention,http://purl.obolibrary.org/obo/EUPATH_0035159,Community observation details,Community
http://purl.obolibrary.org/obo/EUPATH_0053039,Daytime land surface temperature,EA daytime land surface temperature,http://purl.obolibrary.org/obo/EUPATH_0035124,Community environment,Community
http://purl.obolibrary.org/obo/EUPATH_0061167,Delivery load,Number of deliveries at the facility per year. Used for facility matching,http://purl.obolibrary.org/obo/EUPATH_0051003,Health center level information,Community
http://purl.obolibrary.org/obo/EUPATH_0061168,Delivery load 2014-2015,Number of deliveries at the facility in 2014-2015,http://purl.obolibrary.org/obo/EUPATH_0051003,Health center level information,Community
http://purl.obolibrary.org/obo/EUPATH_0030147,Diagnostic test done in school,"Whether each school was examined with CCA test, KK test or both",http://purl.obolibrary.org/obo/EUPATH_0030143,School level information,Community
http://purl.obolibrary.org/obo/EUPATH_0061169,Distance to district hospital,,http://purl.obolibrary.org/obo/EUPATH_0051003,Health center level information,Community
http://purl.obolibrary.org/obo/EUPATH_0061768,District code,,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,Community
http://purl.obolibrary.org/obo/EUPATH_0050002,District in Niger,District of study area,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,Community
http://purl.obolibrary.org/obo/EUPATH_0044179,District in Uganda,"48 districts in Eastern and Western Uganda were included, covering a wide range of epidemiological settings with varying levels of malaria transmission and insecticide resistance.",http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,Community
http://purl.obolibrary.org/obo/EUPATH_0048254,District in Zimbabwe,,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,Community
http://purl.obolibrary.org/obo/EUPATH_0061170,District progress meeting 2 date,Date of district progress meeting 2,http://purl.obolibrary.org/obo/EUPATH_0061777,Health center administrative information,Community
http://purl.obolibrary.org/obo/EUPATH_0061171,District progress meeting 3 date,Date of district progress meeting 3,http://purl.obolibrary.org/obo/EUPATH_0061777,Health center administrative information,Community
http://purl.obolibrary.org/obo/EUPATH_0061172,District progress meeting 4 date,Date of district progress meeting 4,http://purl.obolibrary.org/obo/EUPATH_0061777,Health center administrative information,Community
http://purl.obolibrary.org/obo/EUPATH_0061173,District progress meeting date,Date of district progress meeting 1,http://purl.obolibrary.org/obo/EUPATH_0061777,Health center administrative information,Community
http://purl.obolibrary.org/obo/EUPATH_0053044,Duration of study,Time from 8 weeks post intervention to study end date,http://purl.obolibrary.org/obo/EUPATH_0035159,Community observation details,Community
http://purl.obolibrary.org/obo/EUPATH_0053045,Elevation,Cluster elevation,http://purl.obolibrary.org/obo/EUPATH_0035124,Community environment,Community
http://purl.obolibrary.org/obo/EUPATH_0053047,Enhanced vegetation Index,EA EVI for January-July 2017,http://purl.obolibrary.org/obo/EUPATH_0035124,Community environment,Community
http://purl.obolibrary.org/obo/EUPATH_0061055,Female literacy rate,Female literacy rate of the district reported by Uttar Pradesh Statistical Diary,http://purl.obolibrary.org/obo/EUPATH_0061050,Community level information,Community
http://purl.obolibrary.org/obo/EUPATH_0061178,Final coaching visit date,Date of final coaching visit,http://purl.obolibrary.org/obo/EUPATH_0061777,Health center administrative information,Community
http://purl.obolibrary.org/obo/EUPATH_0051004,First ANC visits count,Number of first antenatal care (ANC) visits performed during the study period at the clinic,http://purl.obolibrary.org/obo/EUPATH_0051003,Health center level information,Community
http://purl.obolibrary.org/obo/EUPATH_0051005,First ANC visits per provider count,"Number of first antenatal care (ANC) visits performed during the study period divided by the number of health providers who were qualified to perform rapid tests and administer injections (nurses, doctors, midwives) at the clinic",http://purl.obolibrary.org/obo/EUPATH_0051003,Health center level information,Community
http://purl.obolibrary.org/obo/EUPATH_0053052,First case date,,http://purl.obolibrary.org/obo/EUPATH_0053216,Community intervention,Community
http://purl.obolibrary.org/obo/EUPATH_0043203,GEOHASH 1,,http://purl.obolibrary.org/obo/EUPATH_0043212,Geolocation,Community
http://purl.obolibrary.org/obo/EUPATH_0043204,GEOHASH 2,,http://purl.obolibrary.org/obo/EUPATH_0043212,Geolocation,Community
http://purl.obolibrary.org/obo/EUPATH_0043205,GEOHASH 3,,http://purl.obolibrary.org/obo/EUPATH_0043212,Geolocation,Community
http://purl.obolibrary.org/obo/EUPATH_0043206,GEOHASH 4,,http://purl.obolibrary.org/obo/EUPATH_0043212,Geolocation,Community
http://purl.obolibrary.org/obo/EUPATH_0043207,GEOHASH 5,,http://purl.obolibrary.org/obo/EUPATH_0043212,Geolocation,Community
http://purl.obolibrary.org/obo/EUPATH_0043208,GEOHASH 6,,http://purl.obolibrary.org/obo/EUPATH_0043212,Geolocation,Community
http://purl.obolibrary.org/obo/EUPATH_0064402,Genotype or haplotype assessed,,http://purl.obolibrary.org/obo/EUPATH_0064414,Plasmodium in blood,Community
http://purl.obolibrary.org/obo/EUPATH_0053055,Geolocated cases count,(max) geolocated_cases,http://purl.obolibrary.org/obo/EUPATH_0035125,Community administrative information,Community
http://purl.obolibrary.org/obo/EUPATH_0053056,Geolocated cases proportion,(mean) proportion_cases_geolocated,http://purl.obolibrary.org/obo/EUPATH_0035125,Community administrative information,Community
http://purl.obolibrary.org/obo/EUPATH_0030149,Girls in school count,,http://purl.obolibrary.org/obo/EUPATH_0030143,School level information,Community
http://purl.obolibrary.org/obo/EUPATH_0025072,Health center,,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,Community
http://purl.obolibrary.org/obo/EUPATH_0051030,Health center ID,,http://purl.obolibrary.org/obo/EUPATH_0051003,Health center level information,Community
http://purl.obolibrary.org/obo/EUPATH_0061182,Health center matched pair IDs,Each health facility in the intervention arm was matched to one health facility in the control arm,http://purl.obolibrary.org/obo/EUPATH_0035125,Community administrative information,Community
http://purl.obolibrary.org/obo/EUPATH_0061184,"Health center population size, by HMIS",Total population served by the facility according to the HMIS system,http://purl.obolibrary.org/obo/EUPATH_0051003,Health center level information,Community
http://purl.obolibrary.org/obo/EUPATH_0061183,"Health center population size, by census","Population the facility serves, as reported by 2011 census data",http://purl.obolibrary.org/obo/EUPATH_0051003,Health center level information,Community
http://purl.obolibrary.org/obo/EUPATH_0051001,Health center type,Type of antenatal care clinic,http://purl.obolibrary.org/obo/EUPATH_0051003,Health center level information,Community
http://purl.obolibrary.org/obo/EUPATH_0061185,Health center type at matching,Facility category at time of matching,http://purl.obolibrary.org/obo/EUPATH_0061777,Health center administrative information,Community
http://purl.obolibrary.org/obo/EUPATH_0061186,Health center type change date,Date of facility's change to new category,http://purl.obolibrary.org/obo/EUPATH_0061777,Health center administrative information,Community
http://purl.obolibrary.org/obo/EUPATH_0044120,Health sub-district,"104 health sub-districts (each serving approximately 100,000 people) cover 48 districts in Eastern and Western Uganda.",http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,Community
http://purl.obolibrary.org/obo/EUPATH_0061189,High priority district,"The district was considered a high priority setting by Government of India and Uttar Pradesh, given high mortality rates or other concerns.",http://purl.obolibrary.org/obo/EUPATH_0061777,Health center administrative information,Community
http://purl.obolibrary.org/obo/EUPATH_0064403,Infected blood sample count,,http://purl.obolibrary.org/obo/EUPATH_0064414,Plasmodium in blood,Community
http://purl.obolibrary.org/obo/EUPATH_0053065,Intervention arm,,http://purl.obolibrary.org/obo/EUPATH_0035125,Community administrative information,Community
http://purl.obolibrary.org/obo/EUPATH_0030136,Irrigation canal,,http://purl.obolibrary.org/obo/EUPATH_0030144,Water source type within 5 km of school,Community
http://purl.obolibrary.org/obo/EUPATH_0030126,Island of Zanzibar,,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,Community
http://purl.obolibrary.org/obo/EUPATH_0063003,LLIN distribution date,Month and year LLINs were distributed as part of the LLINEUP2 study,http://purl.obolibrary.org/obo/EUPATH_0035125,Community administrative information,Community
http://purl.obolibrary.org/obo/EUPATH_0063003,LLIN distribution date,,http://purl.obolibrary.org/obo/EUPATH_0035125,Community administrative information,Community
http://purl.obolibrary.org/obo/EUPATH_0030137,Lake,,http://purl.obolibrary.org/obo/EUPATH_0030144,Water source type within 5 km of school,Community
http://purl.obolibrary.org/obo/OBI_0001620,Latitude,GPS coordinates (latitude and longitude) of schools for each village,http://purl.obolibrary.org/obo/EUPATH_0043212,Geolocation,Community
http://purl.obolibrary.org/obo/OBI_0001620,Latitude,Latitude,http://purl.obolibrary.org/obo/EUPATH_0043212,Geolocation,Community
http://purl.obolibrary.org/obo/OBI_0001620,Latitude,Location latitude,http://purl.obolibrary.org/obo/EUPATH_0043212,Geolocation,Community
http://purl.obolibrary.org/obo/OBI_0001620,Latitude,,http://purl.obolibrary.org/obo/EUPATH_0043212,Geolocation,Community
http://purl.obolibrary.org/obo/EUPATH_0053076,Local cases proportion,,http://purl.obolibrary.org/obo/EUPATH_0053217,Community malaria summary,Community
http://purl.obolibrary.org/obo/OBI_0001621,Longitude,GPS coordinates (latitude and longitude) of schools for each village,http://purl.obolibrary.org/obo/EUPATH_0043212,Geolocation,Community
http://purl.obolibrary.org/obo/OBI_0001621,Longitude,Location longitude,http://purl.obolibrary.org/obo/EUPATH_0043212,Geolocation,Community
http://purl.obolibrary.org/obo/OBI_0001621,Longitude,Longitude,http://purl.obolibrary.org/obo/EUPATH_0043212,Geolocation,Community
http://purl.obolibrary.org/obo/OBI_0001621,Longitude,,http://purl.obolibrary.org/obo/EUPATH_0043212,Geolocation,Community
http://purl.obolibrary.org/obo/EUPATH_0053078,Malaria cased covered R,,http://purl.obolibrary.org/obo/EUPATH_0053217,Community malaria summary,Community
http://purl.obolibrary.org/obo/EUPATH_0053079,Malaria cased covered T,,http://purl.obolibrary.org/obo/EUPATH_0053217,Community malaria summary,Community
http://purl.obolibrary.org/obo/EUPATH_0053087,Malaria cases count 2017 post 8 weeks window,EA 2017 local and imported cases post 8wk window,http://purl.obolibrary.org/obo/EUPATH_0053217,Community malaria summary,Community
http://purl.obolibrary.org/obo/EUPATH_0053089,Malaria cases count 4 weeks post intervention,(max) ea_local_cases_post_4wks,http://purl.obolibrary.org/obo/EUPATH_0053217,Community malaria summary,Community
http://purl.obolibrary.org/obo/EUPATH_0053090,Malaria cases count 8 weeks post intervention,EA 2017 local and imported cases post 8 week window,http://purl.obolibrary.org/obo/EUPATH_0053217,Community malaria summary,Community
http://purl.obolibrary.org/obo/EUPATH_0053088,Malaria cases covered,,http://purl.obolibrary.org/obo/EUPATH_0053217,Community malaria summary,Community
http://purl.obolibrary.org/obo/EUPATH_0053096,"Malaria incidence 2016, old population size","2016 local incidence using old pop size",http://purl.obolibrary.org/obo/EUPATH_0053217,Community malaria summary,Community
http://purl.obolibrary.org/obo/EUPATH_0053097,Malaria incidence 2017 4 weeks post intervention,,http://purl.obolibrary.org/obo/EUPATH_0053217,Community malaria summary,Community
http://purl.obolibrary.org/obo/EUPATH_0053098,Malaria incidence in study period,study period EA local incidence taking into account 8-week window,http://purl.obolibrary.org/obo/EUPATH_0053217,Community malaria summary,Community
http://purl.obolibrary.org/obo/EUPATH_0053230,Malaria local cases count,(max) ea_local_case_2016,http://purl.obolibrary.org/obo/EUPATH_0053217,Community malaria summary,Community
http://purl.obolibrary.org/obo/EUPATH_0053100,Malaria positive cases from MoHSS count,,http://purl.obolibrary.org/obo/EUPATH_0053217,Community malaria summary,Community
http://purl.obolibrary.org/obo/EUPATH_0053101,Malaria positive cases from MoHSS in 2016 count,,http://purl.obolibrary.org/obo/EUPATH_0053217,Community malaria summary,Community
http://purl.obolibrary.org/obo/EUPATH_0030171,Mapping unit,,http://purl.obolibrary.org/obo/EUPATH_0030143,School level information,Community
http://purl.obolibrary.org/obo/EUPATH_0030138,Marsh or swamp,,http://purl.obolibrary.org/obo/EUPATH_0030144,Water source type within 5 km of school,Community
http://purl.obolibrary.org/obo/EUPATH_0053103,Median households enrolled per intervention,(p 50) households_enrolled_per_intv,http://purl.obolibrary.org/obo/EUPATH_0035125,Community administrative information,Community
