IRI,label,variable,displayOrder,dataFile,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,repeated,is_temporal,mergeKey,dataSet,unitLabel,unitIRI,is_featured,hidden,scale,forceTostring,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth
http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,category,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0057514,Combination of opportunistic infection and CD4 cell count,base_2017_2019-send::ois_below_200cd4_above,,base_2017_2019-send,Whether tha participant has an opportunistic infection and whether their CD4 count is <200 (combines Ois_Yes_No and Below_200_Above),Participant,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,Whether tha participant has an opportunistic infection and whether their CD4 count is <200 (combines Ois_Yes_No and Below_200_Above),`No_OI>=200` = 0; `No_OI_<200` = 1; `Si_OI_>=200` = 2; `Si_OI_<200` = 3,variable,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0038271,Contributing cause of death,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000671,Death information,,,category,,,,Guatemala_cohort,,,,,,,,,
,Cryptococcus in blood,,,,,Sample,http://purl.obolibrary.org/obo/EUPATH_0033307,Eukaryota in blood,,,category,,,,Guatemala_cohort,,,,,,,,,
,Cryptococcus in cerebrospinal fluid,,,,,Sample,,Eukaryota in cerebrospinal fluid,,,category,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0057517,"Cryptococcus, by culture",base_2017_2019-send::isolator_crypto,,base_2017_2019-send,Blood sample cultured to test for Cryptococcus,Sample,,Cryptococcus in blood,Blood sample cultured to test for Cryptococcus,Negative = 0; Positive = 1; Not_done = 2,variable,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0057518,"Cryptococcus, by culture",base_2017_2019-send::csf_culture_crypto,,base_2017_2019-send,CSF sample cultured to test for Cryptococcus,Sample,,Cryptococcus in cerebrospinal fluid,CSF sample cultured to test for Cryptococcus,Negative = 0; Positive = 1; Not_done = 2,variable,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0057515,"Cryptococcus, by lateral flow assay",base_2017_2019-send::ag_serum_crypto,,base_2017_2019-send,"Cryptococcal antigen lateral flow assay (CrAg) (LFA, IMMY, Norman, Oklahoma, USA) done with serum (blood) sample result",Sample,,Cryptococcus in blood,"Cryptococcal antigen lateral flow assay (CrAg) (LFA, IMMY, Norman, Oklahoma, USA) done with serum (blood) sample result",Negative = 0; Positive = 1; Not_done = 2,variable,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0057516,"Cryptococcus, by lateral flow assay",base_2017_2019-send::ag_csf_crypto,,base_2017_2019-send,"Cryptococcal antigen lateral flow assay (CrAg) (LFA, IMMY, Norman, Oklahoma, USA) done with CSF sample result",Sample,,Cryptococcus in cerebrospinal fluid,"Cryptococcal antigen lateral flow assay (CrAg) (LFA, IMMY, Norman, Oklahoma, USA) done with CSF sample result",Negative = 0; Positive = 1; Not_done = 2,variable,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0057519,"Cryptococcus, by multiple methods",base_2017_2019-send::NO_Total_Crypto,,base_2017_2019-send,The patient was screened for Cryptococcus and was positive (yes) or negative (no) or not screened,Sample,,Cryptococcus in any sample,The patient was screened for Cryptococcus and was positive (yes) or negative (no) or not screened,No = 0; Yes = 1; Not_Screening = 2,variable,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0057579,"Cryptococcus, Histoplasma, and Mycobacterium, by multiple methods",base_2017_2019-send::full_screening,,base_2017_2019-send,"Was the patient screened for TB, NTM, Histo and Crypto?",Sample,,Any sample microbiology test,"Was the patient screened for TB, NTM, Histo and Crypto?",No = 0; Yes = 1,variable,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0057521,Date of HIV diagnosis,base_2017_2019-send::hiv_dto_date,,base_2017_2019-send,Date of HIV diagnosis,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Date of HIV diagnosis,NULL,variable,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0057523,Date return to clinic after discontinuing ART,base_2017_2019-send::return_date,,base_2017_2019-send,Date the patient returned to the clinic after discontinuing antiretroviral therapy,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Date the patient returned to the clinic after discontinuing antiretroviral therapy,NULL,variable,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0057524,Date stop ART,base_2017_2019-send::stop_arv_date,,base_2017_2019-send,Date stopped antiretroviral therapy,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Date stopped antiretroviral therapy,NULL,variable,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000671,Death information,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,,,category,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0057561,Death related to opportunistic infection,base_2017_2019-send::death_related_oi,,base_2017_2019-send,Death related to opportunistic infection,Participant,http://purl.obolibrary.org/obo/EUPATH_0000671,Death information,Death related to opportunistic infection,No = 0; Yes = 1,variable,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,category,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0057525,Department in Guatemala,base_2017_2019-send::department,,base_2017_2019-send,Department is an admininstrative unit in Guatemala,Household,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,Department of Guatemala,Alta_Verapaz = 1; Baja_Verapaz = 2; Chiapas = 3; Unknown = 4; Chimaltenango = 5; Chiquimula = 6; Copan = 7; `El Progreso` = 8; Escuintla = 9; Guatemala = 10; Huehuetenango = 11; Izabal = 12; Jalapa = 13; Jutiapa = 14; Omoa = 15; Peten = 16; Quetzaltenango = 17; Quiche = 18; Retalhuleu = 19; Sacatepequez = 20; `San Marcos` = 21; `San Pedro Sula` = 22; `Santa Rosa` = 23; Solola = 24; Suchitepequez = 25; Totonicapan = 26; Zacapa = 27,variable,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,category,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0057526,Died due to opportunistic infection,base_2017_2019-send::exitus_reason_grouped,,base_2017_2019-send,"The patient died due to an OI which was not screened, in some cases just by clinical criteria. We usually do not use this variable. We consider that if the patient tested positive for an OI of the screening, He or She died of the OI screened. (a bias)",Participant,http://purl.obolibrary.org/obo/EUPATH_0000671,Death information,"The patient died due to an OI which was not screened, in some cases just by clinical criteria. We usually do not use this variable. We consider that if the patient tested positive for an OI of the screening, He or She died of the OI screened. (a bias)",Death_by_othe_OI_NOT_Screened = 0; Dead = 1; Alive = 2,variable,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0057527,Diseminated histoplasmosis,base_2017_2019-send::NO_DH_No_Yes,,base_2017_2019-send,"For patients with histoplasmosis, did they have diseminated histoplasmosis?",Participant,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,"For patients with histoplasmosis, did they have diseminated histoplasmosis?",No = 0; Yes = 1,variable,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000342,Employment,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,category,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054076,Enrollment Date,base_2017_2019-send::first_sample_date,,base_2017_2019-send,Date of enrollment and when patient samples were taken to test for opportunistic infections,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Date of enrollment and when patient samples were taken to test for opportunistic infections,NULL,variable,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/OMRSE_00000205,Ethnicity,base_2017_2019-send::ethnic_group,,base_2017_2019-send,Ethnic group,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,Ethnic group,Ladino = 0; Mayan = 1; Other = 2; Unknown = 3,variable,,,,Guatemala_cohort,,,,,,,,,
,Eukaryota in any sample,,,,,Sample,,Any sample microbiology test,,,category,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0033307,Eukaryota in blood,,,,,Sample,http://purl.obolibrary.org/obo/OBI_0002649,Blood microbiology test,,,category,,,,Guatemala_cohort,,,,,,,,,
,Eukaryota in bone,,,,,Sample,http://purl.obolibrary.org/obo/EUPATH_0057505,Bone microbiology test,,,category,,,,Guatemala_cohort,,,,,,,,,
,Eukaryota in bone marrow,,,,,Sample,,Bone marrow microbiology test,,,category,,,,Guatemala_cohort,,,,,,,,,
,Eukaryota in bronchoalveolar lavage,,,,,Sample,,Bronchoalveolar lavage microbiology test,,,category,,,,Guatemala_cohort,,,,,,,,,
,Eukaryota in cerebrospinal fluid,,,,,Sample,http://purl.obolibrary.org/obo/OBI_0003240,Cerebrospinal fluid microbiology test,,,category,,,,Guatemala_cohort,,,,,,,,,
,Eukaryota in gastrointestinal sample,,,,,Sample,http://purl.obolibrary.org/obo/EUPATH_0057528,Gastrointestinal microbiology test,,,category,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0032003,Eukaryota in induced sputum,,,,,Sample,http://purl.obolibrary.org/obo/EUPATH_0032002,Induced sputum microbiology test,,,category,,,,Guatemala_cohort,,,,,,,,,
,Eukaryota in lymph,,,,,Sample,http://purl.obolibrary.org/obo/EUPATH_0057555,Lymph microbiology test,,,category,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0038595,Eukaryota in other sample,,,,,Sample,http://purl.obolibrary.org/obo/EUPATH_0038350,Other sample microbiology test,,,category,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0032011,Eukaryota in pleural fluid,,,,,Sample,http://purl.obolibrary.org/obo/OBI_0003283,Pleural fluid microbiology test,,,category,,,,Guatemala_cohort,,,,,,,,,
,Eukaryota in skin,,,,,Sample,http://purl.obolibrary.org/obo/EUPATH_0057581,Skin microbiology test,,,category,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0053050,Facility name,base_2017_2019-send::hiv_unit,,base_2017_2019-send,Health center name,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Health center name,Zacapa = 0; CFLAG = 1; Coatepeque = 2; Coban = 3; Cuilapa = 4; Elisa_Martinez = 5; Escuintla = 6; HRO = 7; Huehuetenango = 8; La_Amistad_Japon = 9; Malacatan = 10; Peten = 11; Retalhuleu = 12,variable,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0057528,Gastrointestinal microbiology test,,,base_2017_2019-send,,Sample,http://purl.obolibrary.org/obo/OGMS_0000056,Laboratory test,,,category,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,category,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0057538,Histoplasma capsulatum other sample type,base_2017_2019-send::pcr_histo_oth,,base_2017_2019-send,Other sample Histoplasma capsulatum PCR test result,Sample,http://purl.obolibrary.org/obo/EUPATH_0038350,Other sample microbiology test,Other sample Histoplasma capsulatum PCR test result,Not_other_sample = 0; Peritoneal_fluid = 1; Abscess = 2; Biopsy = 3; Secretion = 4; Ulcer = 5; Stool = 6; Gut = 7; `Sinovial Fluid` = 8,variable,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0057545,Histoplasma capsulatum PCR performed,base_2017_2019-send::pcr_histo_done,,base_2017_2019-send,PCR for histoplasma capsulatum performed,Sample,,Any sample eukaryote testing,PCR for histoplasma capsulatum performed,Not_done = 0; Done = 1,variable,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0057530,"Histoplasma capsulatum, by culture",base_2017_2019-send::isolator_histo,,base_2017_2019-send,Blood sample cultured to test for Histoplasma capsulatum,Sample,,Histoplasma in blood,Blood sample cultured to test for Histoplasma capsulatum,Negative = 0; Positive = 1; Not_done = 2,variable,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0057541,"Histoplasma capsulatum, by culture",base_2017_2019-send::culture_histo,,base_2017_2019-send,Sputum sample cultured to test for Histoplasma capsulatum,Sample,,Histoplasma in induced sputum,Sputum sample cultured to test for Histoplasma capsulatum,Negative = 0; Positive = 1; Not_done = 2,variable,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0057598,"Histoplasma capsulatum, by EIA",base_2017_2019-send::ag_histo,,base_2017_2019-send,"Detection of urine antigen of H. capsulatum by IgG monoclonal antibodies (Immuno-Mycologics (IMMY), Norman, Oklahoma, USA)",Sample,,Histoplasma in urine,"Detection of urine antigen of H. capsulatum by IgG monoclonal antibodies (Immuno-Mycologics (IMMY), Norman, Oklahoma, USA)",Negative = 0; Positive = 1; Not_done = 2,variable,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0057546,"Histoplasma capsulatum, by multiple methods",base_2017_2019-send::NO_Total_Histo,,base_2017_2019-send,The patient was screened for Histoplasma capsulatum and was positive (yes) or negative (no) or not screened,Sample,,Histoplasma in any sample,The patient was screened for Histoplasma capsulatum and was positive (yes) or negative (no) or not screened,No = 0; Yes = 1; Not_Screening = 2,variable,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0057531,"Histoplasma capsulatum, by PCR",base_2017_2019-send::pcr_histo_bone_marrow,,base_2017_2019-send,Bone marrow sample Histoplasma capsulatum PCR test result,Sample,,Histoplasma in bone marrow,Bone marrow sample Histoplasma capsulatum PCR test result,Negative = 0; Positive = 1; Not_done = 2,variable,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0057532,"Histoplasma capsulatum, by PCR",base_2017_2019-send::pcr_histo_bone,,base_2017_2019-send,Bone sample Histoplasma capsulatum PCR test result,Sample,,Histoplasma in bone,Bone sample Histoplasma capsulatum PCR test result,Negative = 0; Positive = 1; Not_done = 2,variable,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0057533,"Histoplasma capsulatum, by PCR",base_2017_2019-send::pcr_histo_bal,,base_2017_2019-send,Bronchoalveolar lavage sample Histoplasma capsulatum PCR test result,Sample,,Histoplasma in bronchoalveolar lavage,Bronchoalveolar lavage sample Histoplasma capsulatum PCR test result,Negative = 0; Positive = 1; Not_done = 2,variable,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0057534,"Histoplasma capsulatum, by PCR",base_2017_2019-send::pcr_histo_csf,,base_2017_2019-send,CSF (Cerebrospinal fluid) sample Histoplasma capsulatum  PCR test result,Sample,,Histoplasma in cerebrospinal fluid,CSF (Cerebrospinal fluid) sample Histoplasma capsulatum  PCR test result,Negative = 0; Positive = 1; Not_done = 2,variable,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0057535,"Histoplasma capsulatum, by PCR",base_2017_2019-send::pcr_histo_gi,,base_2017_2019-send,Gastrointestinal sample Histoplasma capsulatum PCR test result,Sample,,Histoplasma in gastrointestinal sample,Gastrointestinal sample Histoplasma capsulatum PCR test result,Negative = 0; Positive = 1; Not_done = 2,variable,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0057536,"Histoplasma capsulatum, by PCR",base_2017_2019-send::pcr_histo_lymph_node,,base_2017_2019-send,Lymph node sample Histoplasma capsulatum PCR test result,Sample,,Histoplasma in lymph,Lymph node sample Histoplasma capsulatum PCR test result,Negative = 0; Positive = 1; Not_done = 2,variable,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0057537,"Histoplasma capsulatum, by PCR",base_2017_2019-send::pcr_histo_oth_result,,base_2017_2019-send,Other sample type used for Histoplasma capsulatum PCR test,Sample,,Histoplasma in other sample,Other sample type used for Histoplasma capsulatum PCR test,Negative = 0; Positive = 1; Not_done = 2,variable,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0057539,"Histoplasma capsulatum, by PCR",base_2017_2019-send::pcr_histo_pleural_fluid,,base_2017_2019-send,Pleural fluid sample Histoplasma capsulatum PCR test result,Sample,,Histoplasma in pleural fluid,Pleural fluid sample Histoplasma capsulatum PCR test result,Negative = 0; Positive = 1; Not_done = 2,variable,,,,Guatemala_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0057540,"Histoplasma capsulatum, by PCR",base_2017_2019-send::pcr_histo_skin,,base_2017_2019-send,Skin sample Histoplasma capsulatum PCR test result,Sample,,Histoplasma in skin,Skin sample Histoplasma capsulatum PCR test result,Negative = 0; Positive = 1; Not_done = 2,variable,,,,Guatemala_cohort,,,,,,,,,
