variable	variable2	values	mappedTerm	valueOrder
jilindehealthcarepro_data_2021-12-15_0958::x14	jilindehealthcarepro_data_2021-12-15_0958::x14	1	Christian (Protestant) 	1
jilindehealthcarepro_data_2021-12-15_0958::x14	jilindehealthcarepro_data_2021-12-15_0958::x14	2	 Christian (Catholic)	2
jilindehealthcarepro_data_2021-12-15_0958::x14	jilindehealthcarepro_data_2021-12-15_0958::x14	3	 Muslim	3
jilindehealthcarepro_data_2021-12-15_0958::x14	jilindehealthcarepro_data_2021-12-15_0958::x14	77	"Other, Specify"	4
jilindehealthcarepro_data_2021-12-15_0958::x15	jilindehealthcarepro_data_2021-12-15_0958::x15	99	Refused	1
jilindehealthcarepro_data_2021-12-15_0958::x15	jilindehealthcarepro_data_2021-12-15_0958::x15	Adventist 	Adventist 	2
jilindehealthcarepro_data_2021-12-15_0958::x15	jilindehealthcarepro_data_2021-12-15_0958::x15	Atheist	Atheist	3
jilindehealthcarepro_data_2021-12-15_0958::x15	jilindehealthcarepro_data_2021-12-15_0958::x15	SDA	SDA	4
jilindehealthcarepro_data_2021-12-15_0958::x15	jilindehealthcarepro_data_2021-12-15_0958::x15	Seventh Day Adventist	Seventh Day Adventist	5
jilindehealthcarepro_data_2021-12-15_0958::x16	jilindehealthcarepro_data_2021-12-15_0958::x16	1	Secondary	1
jilindehealthcarepro_data_2021-12-15_0958::x16	jilindehealthcarepro_data_2021-12-15_0958::x16	2	Certificate	2
jilindehealthcarepro_data_2021-12-15_0958::x16	jilindehealthcarepro_data_2021-12-15_0958::x16	3	Diploma	3
jilindehealthcarepro_data_2021-12-15_0958::x16	jilindehealthcarepro_data_2021-12-15_0958::x16	4	Higher diploma	4
jilindehealthcarepro_data_2021-12-15_0958::x16	jilindehealthcarepro_data_2021-12-15_0958::x16	5	Bachelor's degree	5
jilindehealthcarepro_data_2021-12-15_0958::x16	jilindehealthcarepro_data_2021-12-15_0958::x16	6	Master's degree/PHD	6
jilindehealthcarepro_data_2021-12-15_0958::x18	jilindehealthcarepro_data_2021-12-15_0958::x18	1	Casual (locum)	1
jilindehealthcarepro_data_2021-12-15_0958::x18	jilindehealthcarepro_data_2021-12-15_0958::x18	2	 Permanent	2
jilindehealthcarepro_data_2021-12-15_0958::x18	jilindehealthcarepro_data_2021-12-15_0958::x18	3	Self-employment	3
jilindehealthcarepro_data_2021-12-15_0958::x18	jilindehealthcarepro_data_2021-12-15_0958::x18	4	Contract	4
jilindehealthcarepro_data_2021-12-15_0958::x18	jilindehealthcarepro_data_2021-12-15_0958::x18	5	None	5
jilindehealthcarepro_data_2021-12-15_0958::x19	jilindehealthcarepro_data_2021-12-15_0958::x19	1	Nurse	1
jilindehealthcarepro_data_2021-12-15_0958::x19	jilindehealthcarepro_data_2021-12-15_0958::x19	2	Clinical officer	2
jilindehealthcarepro_data_2021-12-15_0958::x19	jilindehealthcarepro_data_2021-12-15_0958::x19	3	Psychologist	3
jilindehealthcarepro_data_2021-12-15_0958::x19	jilindehealthcarepro_data_2021-12-15_0958::x19	4	Social worker	4
jilindehealthcarepro_data_2021-12-15_0958::x19	jilindehealthcarepro_data_2021-12-15_0958::x19	5	Doctor	5
jilindehealthcarepro_data_2021-12-15_0958::x19	jilindehealthcarepro_data_2021-12-15_0958::x19	6	HTC counselor	6
jilindehealthcarepro_data_2021-12-15_0958::x19	jilindehealthcarepro_data_2021-12-15_0958::x19	77	"Other, Specify"	7
jilindehealthcarepro_data_2021-12-15_0958::x20	jilindehealthcarepro_data_2021-12-15_0958::x20	Biomedical	Biomedical	1
jilindehealthcarepro_data_2021-12-15_0958::x20	jilindehealthcarepro_data_2021-12-15_0958::x20	CPAC	CPAC	2
jilindehealthcarepro_data_2021-12-15_0958::x20	jilindehealthcarepro_data_2021-12-15_0958::x20	Case manager	Case manager	3
jilindehealthcarepro_data_2021-12-15_0958::x20	jilindehealthcarepro_data_2021-12-15_0958::x20	HRIO	HRIO	4
jilindehealthcarepro_data_2021-12-15_0958::x20	jilindehealthcarepro_data_2021-12-15_0958::x20	HRIT/DATA Clerk	HRIT/DATA Clerk	5
jilindehealthcarepro_data_2021-12-15_0958::x20	jilindehealthcarepro_data_2021-12-15_0958::x20	Health Records and Information Officer	Health Records and Information Officer	6
jilindehealthcarepro_data_2021-12-15_0958::x20	jilindehealthcarepro_data_2021-12-15_0958::x20	Health records officer	Health records officer	7
jilindehealthcarepro_data_2021-12-15_0958::x20	jilindehealthcarepro_data_2021-12-15_0958::x20	Lab Technologist	Lab Technologist	8
jilindehealthcarepro_data_2021-12-15_0958::x20	jilindehealthcarepro_data_2021-12-15_0958::x20	Lab tech	Lab tech	9
jilindehealthcarepro_data_2021-12-15_0958::x20	jilindehealthcarepro_data_2021-12-15_0958::x20	Laboratory Technologist	Laboratory Technologist	10
jilindehealthcarepro_data_2021-12-15_0958::x20	jilindehealthcarepro_data_2021-12-15_0958::x20	M.L.O	M.L.O	11
jilindehealthcarepro_data_2021-12-15_0958::x20	jilindehealthcarepro_data_2021-12-15_0958::x20	Medical Laboratory Officer	Medical Laboratory Officer	12
jilindehealthcarepro_data_2021-12-15_0958::x20	jilindehealthcarepro_data_2021-12-15_0958::x20	Medical lab officer	Medical lab officer	13
jilindehealthcarepro_data_2021-12-15_0958::x20	jilindehealthcarepro_data_2021-12-15_0958::x20	Mentor mother team leader	Mentor mother team leader	14
jilindehealthcarepro_data_2021-12-15_0958::x20	jilindehealthcarepro_data_2021-12-15_0958::x20	Nutritionist	Nutritionist	15
jilindehealthcarepro_data_2021-12-15_0958::x20	jilindehealthcarepro_data_2021-12-15_0958::x20	Nutritionists	Nutritionists	16
jilindehealthcarepro_data_2021-12-15_0958::x20	jilindehealthcarepro_data_2021-12-15_0958::x20	PHARMTECH	PHARMTECH	17
jilindehealthcarepro_data_2021-12-15_0958::x20	jilindehealthcarepro_data_2021-12-15_0958::x20	Patient attendant	Patient attendant	18
jilindehealthcarepro_data_2021-12-15_0958::x20	jilindehealthcarepro_data_2021-12-15_0958::x20	Phamaceutical Technologist	Phamaceutical Technologist	19
jilindehealthcarepro_data_2021-12-15_0958::x20	jilindehealthcarepro_data_2021-12-15_0958::x20	Pharm Tech	Pharm Tech	20
jilindehealthcarepro_data_2021-12-15_0958::x20	jilindehealthcarepro_data_2021-12-15_0958::x20	Pharmaceutical Technician	Pharmaceutical Technician	21
jilindehealthcarepro_data_2021-12-15_0958::x20	jilindehealthcarepro_data_2021-12-15_0958::x20	Pharmaceutical Technologist	Pharmaceutical Technologist	22
jilindehealthcarepro_data_2021-12-15_0958::x20	jilindehealthcarepro_data_2021-12-15_0958::x20	Pharmaceutical technologist 	Pharmaceutical technologist 	23
jilindehealthcarepro_data_2021-12-15_0958::x20	jilindehealthcarepro_data_2021-12-15_0958::x20	Pharmacist	Pharmacist	24
jilindehealthcarepro_data_2021-12-15_0958::x20	jilindehealthcarepro_data_2021-12-15_0958::x20	Pharmacist 	Pharmacist 	25
jilindehealthcarepro_data_2021-12-15_0958::x20	jilindehealthcarepro_data_2021-12-15_0958::x20	Pharmacy	Pharmacy	26
jilindehealthcarepro_data_2021-12-15_0958::x20	jilindehealthcarepro_data_2021-12-15_0958::x20	Pharmacy Techician	Pharmacy Techician	27
jilindehealthcarepro_data_2021-12-15_0958::x20	jilindehealthcarepro_data_2021-12-15_0958::x20	Public Health officer	Public Health officer	28
jilindehealthcarepro_data_2021-12-15_0958::x22	jilindehealthcarepro_data_2021-12-15_0958::x22	0	No	1
jilindehealthcarepro_data_2021-12-15_0958::x22	jilindehealthcarepro_data_2021-12-15_0958::x22	1	Yes	2
jilindehealthcarepro_data_2021-12-15_0958::x22	jilindehealthcarepro_data_2021-12-15_0958::x22	99	Refused	3
jilindehealthcarepro_data_2021-12-15_0958::x23	jilindehealthcarepro_data_2021-12-15_0958::x23	0	No	1
jilindehealthcarepro_data_2021-12-15_0958::x23	jilindehealthcarepro_data_2021-12-15_0958::x23	1	Yes	2
jilindehealthcarepro_data_2021-12-15_0958::x23	jilindehealthcarepro_data_2021-12-15_0958::x23	99	Refused	3
jilindehealthcarepro_data_2021-12-15_0958::x24	jilindehealthcarepro_data_2021-12-15_0958::x24	0	No	1
jilindehealthcarepro_data_2021-12-15_0958::x24	jilindehealthcarepro_data_2021-12-15_0958::x24	1	Yes	2
jilindehealthcarepro_data_2021-12-15_0958::x24	jilindehealthcarepro_data_2021-12-15_0958::x24	99	Refused	3
jilindehealthcarepro_data_2021-12-15_0958::x25	jilindehealthcarepro_data_2021-12-15_0958::x25	0	No	1
jilindehealthcarepro_data_2021-12-15_0958::x25	jilindehealthcarepro_data_2021-12-15_0958::x25	1	Yes	2
jilindehealthcarepro_data_2021-12-15_0958::x25	jilindehealthcarepro_data_2021-12-15_0958::x25	99	Refused	3
jilindehealthcarepro_data_2021-12-15_0958::x26	jilindehealthcarepro_data_2021-12-15_0958::x26	0	No	1
jilindehealthcarepro_data_2021-12-15_0958::x26	jilindehealthcarepro_data_2021-12-15_0958::x26	1	Yes	2
jilindehealthcarepro_data_2021-12-15_0958::x26	jilindehealthcarepro_data_2021-12-15_0958::x26	99	Refused	3
jilindehealthcarepro_data_2021-12-15_0958::x27	jilindehealthcarepro_data_2021-12-15_0958::x27	0	No	1
jilindehealthcarepro_data_2021-12-15_0958::x27	jilindehealthcarepro_data_2021-12-15_0958::x27	1	Yes	2
jilindehealthcarepro_data_2021-12-15_0958::x27	jilindehealthcarepro_data_2021-12-15_0958::x27	99	Refused	3
jilindehealthcarepro_data_2021-12-15_0958::x28	jilindehealthcarepro_data_2021-12-15_0958::x28	0	No	1
jilindehealthcarepro_data_2021-12-15_0958::x28	jilindehealthcarepro_data_2021-12-15_0958::x28	1	Yes	2
jilindehealthcarepro_data_2021-12-15_0958::x28	jilindehealthcarepro_data_2021-12-15_0958::x28	99	Refused	3
jilindehealthcarepro_data_2021-12-15_0958::x29	jilindehealthcarepro_data_2021-12-15_0958::x29	0	No	1
jilindehealthcarepro_data_2021-12-15_0958::x29	jilindehealthcarepro_data_2021-12-15_0958::x29	1	Yes	2
jilindehealthcarepro_data_2021-12-15_0958::x29	jilindehealthcarepro_data_2021-12-15_0958::x29	99	Refused	3
jilindehealthcarepro_data_2021-12-15_0958::x30	jilindehealthcarepro_data_2021-12-15_0958::x30	1	A gas stove	1
jilindehealthcarepro_data_2021-12-15_0958::x30	jilindehealthcarepro_data_2021-12-15_0958::x30	2	A kerosene stove	2
jilindehealthcarepro_data_2021-12-15_0958::x30	jilindehealthcarepro_data_2021-12-15_0958::x30	3	An electric stove	3
jilindehealthcarepro_data_2021-12-15_0958::x30	jilindehealthcarepro_data_2021-12-15_0958::x30	4	Charcoal4	4
jilindehealthcarepro_data_2021-12-15_0958::x30	jilindehealthcarepro_data_2021-12-15_0958::x30	5	Firewood	5
jilindehealthcarepro_data_2021-12-15_0958::x31	jilindehealthcarepro_data_2021-12-15_0958::x31	1	Tenant 	1
jilindehealthcarepro_data_2021-12-15_0958::x31	jilindehealthcarepro_data_2021-12-15_0958::x31	2	 Own house	2
jilindehealthcarepro_data_2021-12-15_0958::x31	jilindehealthcarepro_data_2021-12-15_0958::x31	3	Stay with a friend/relative  with no rent contribution 	3
jilindehealthcarepro_data_2021-12-15_0958::x31	jilindehealthcarepro_data_2021-12-15_0958::x31	4	 Family house	4
jilindehealthcarepro_data_2021-12-15_0958::x33_1	jilindehealthcarepro_data_2021-12-15_0958::x33_1	0	No	1
jilindehealthcarepro_data_2021-12-15_0958::x33_1	jilindehealthcarepro_data_2021-12-15_0958::x33_1	1	Yes	2
jilindehealthcarepro_data_2021-12-15_0958::x33_2	jilindehealthcarepro_data_2021-12-15_0958::x33_2	0	No	1
jilindehealthcarepro_data_2021-12-15_0958::x33_2	jilindehealthcarepro_data_2021-12-15_0958::x33_2	1	Yes	2
jilindehealthcarepro_data_2021-12-15_0958::x33_3	jilindehealthcarepro_data_2021-12-15_0958::x33_3	0	No	1
jilindehealthcarepro_data_2021-12-15_0958::x33_3	jilindehealthcarepro_data_2021-12-15_0958::x33_3	1	Yes	2
jilindehealthcarepro_data_2021-12-15_0958::x33_4	jilindehealthcarepro_data_2021-12-15_0958::x33_4	0	No	1
jilindehealthcarepro_data_2021-12-15_0958::x33_4	jilindehealthcarepro_data_2021-12-15_0958::x33_4	1	Yes	2
jilindehealthcarepro_data_2021-12-15_0958::x33_5	jilindehealthcarepro_data_2021-12-15_0958::x33_5	0	No	1
jilindehealthcarepro_data_2021-12-15_0958::x33_5	jilindehealthcarepro_data_2021-12-15_0958::x33_5	1	Yes	2
jilindehealthcarepro_data_2021-12-15_0958::x33_6	jilindehealthcarepro_data_2021-12-15_0958::x33_6	0	No	1
jilindehealthcarepro_data_2021-12-15_0958::x33_6	jilindehealthcarepro_data_2021-12-15_0958::x33_6	1	Yes	2
jilindehealthcarepro_data_2021-12-15_0958::x33	jilindehealthcarepro_data_2021-12-15_0958::x33	4	Wood	4
jilindehealthcarepro_data_2021-12-15_0958::x33	jilindehealthcarepro_data_2021-12-15_0958::x33	5	Cardboard	5
jilindehealthcarepro_data_2021-12-15_0958::x33	jilindehealthcarepro_data_2021-12-15_0958::x33	6	Brick or Stones	6
jilindehealthcarepro_data_2021-12-15_0958::x34	jilindehealthcarepro_data_2021-12-15_0958::x34	1	1	1
jilindehealthcarepro_data_2021-12-15_0958::x34	jilindehealthcarepro_data_2021-12-15_0958::x34	2	2	2
jilindehealthcarepro_data_2021-12-15_0958::x35	jilindehealthcarepro_data_2021-12-15_0958::x35	1	 Strongly Agree 	1
jilindehealthcarepro_data_2021-12-15_0958::x35	jilindehealthcarepro_data_2021-12-15_0958::x35	2	 Agree 	2
jilindehealthcarepro_data_2021-12-15_0958::x35	jilindehealthcarepro_data_2021-12-15_0958::x35	3	 Neither agree nor disagree 	3
jilindehealthcarepro_data_2021-12-15_0958::x35	jilindehealthcarepro_data_2021-12-15_0958::x35	4	 Disagree 	4
jilindehealthcarepro_data_2021-12-15_0958::x35	jilindehealthcarepro_data_2021-12-15_0958::x35	5	 Strongly Disagree	5
jilindehealthcarepro_data_2021-12-15_0958::x36	jilindehealthcarepro_data_2021-12-15_0958::x36	1	 Strongly Agree 	1
jilindehealthcarepro_data_2021-12-15_0958::x36	jilindehealthcarepro_data_2021-12-15_0958::x36	2	 Agree 	2
jilindehealthcarepro_data_2021-12-15_0958::x36	jilindehealthcarepro_data_2021-12-15_0958::x36	3	 Neither agree nor disagree 	3
jilindehealthcarepro_data_2021-12-15_0958::x36	jilindehealthcarepro_data_2021-12-15_0958::x36	4	 Disagree 	4
jilindehealthcarepro_data_2021-12-15_0958::x36	jilindehealthcarepro_data_2021-12-15_0958::x36	5	 Strongly Disagree	5
jilindehealthcarepro_data_2021-12-15_0958::x37	jilindehealthcarepro_data_2021-12-15_0958::x37	1	 Strongly Agree 	1
jilindehealthcarepro_data_2021-12-15_0958::x37	jilindehealthcarepro_data_2021-12-15_0958::x37	2	 Agree 	2
jilindehealthcarepro_data_2021-12-15_0958::x37	jilindehealthcarepro_data_2021-12-15_0958::x37	3	 Neither agree nor disagree 	3
jilindehealthcarepro_data_2021-12-15_0958::x37	jilindehealthcarepro_data_2021-12-15_0958::x37	4	 Disagree 	4
jilindehealthcarepro_data_2021-12-15_0958::x37	jilindehealthcarepro_data_2021-12-15_0958::x37	5	 Strongly Disagree	5
jilindehealthcarepro_data_2021-12-15_0958::x38	jilindehealthcarepro_data_2021-12-15_0958::x38	1	 Strongly Agree 	1
jilindehealthcarepro_data_2021-12-15_0958::x38	jilindehealthcarepro_data_2021-12-15_0958::x38	2	 Agree 	2
jilindehealthcarepro_data_2021-12-15_0958::x38	jilindehealthcarepro_data_2021-12-15_0958::x38	3	 Neither agree nor disagree 	3
jilindehealthcarepro_data_2021-12-15_0958::x38	jilindehealthcarepro_data_2021-12-15_0958::x38	4	 Disagree 	4
jilindehealthcarepro_data_2021-12-15_0958::x38	jilindehealthcarepro_data_2021-12-15_0958::x38	5	 Strongly Disagree	5
jilindehealthcarepro_data_2021-12-15_0958::x39	jilindehealthcarepro_data_2021-12-15_0958::x39	1	 Strongly Agree 	1
jilindehealthcarepro_data_2021-12-15_0958::x39	jilindehealthcarepro_data_2021-12-15_0958::x39	2	 Agree 	2
jilindehealthcarepro_data_2021-12-15_0958::x39	jilindehealthcarepro_data_2021-12-15_0958::x39	3	 Neither agree nor disagree 	3
jilindehealthcarepro_data_2021-12-15_0958::x39	jilindehealthcarepro_data_2021-12-15_0958::x39	4	 Disagree 	4
jilindehealthcarepro_data_2021-12-15_0958::x39	jilindehealthcarepro_data_2021-12-15_0958::x39	5	 Strongly Disagree	5
jilindehealthcarepro_data_2021-12-15_0958::x40	jilindehealthcarepro_data_2021-12-15_0958::x40	1	 Strongly Agree 	1
jilindehealthcarepro_data_2021-12-15_0958::x40	jilindehealthcarepro_data_2021-12-15_0958::x40	2	 Agree 	2
jilindehealthcarepro_data_2021-12-15_0958::x40	jilindehealthcarepro_data_2021-12-15_0958::x40	3	 Neither agree nor disagree 	3
jilindehealthcarepro_data_2021-12-15_0958::x40	jilindehealthcarepro_data_2021-12-15_0958::x40	4	 Disagree 	4
jilindehealthcarepro_data_2021-12-15_0958::x40	jilindehealthcarepro_data_2021-12-15_0958::x40	5	 Strongly Disagree	5
jilindehealthcarepro_data_2021-12-15_0958::x41	jilindehealthcarepro_data_2021-12-15_0958::x41	1	 Strongly Agree 	1
jilindehealthcarepro_data_2021-12-15_0958::x41	jilindehealthcarepro_data_2021-12-15_0958::x41	2	 Agree 	2
jilindehealthcarepro_data_2021-12-15_0958::x41	jilindehealthcarepro_data_2021-12-15_0958::x41	3	 Neither agree nor disagree 	3
jilindehealthcarepro_data_2021-12-15_0958::x41	jilindehealthcarepro_data_2021-12-15_0958::x41	4	 Disagree 	4
jilindehealthcarepro_data_2021-12-15_0958::x41	jilindehealthcarepro_data_2021-12-15_0958::x41	5	 Strongly Disagree	5
jilindehealthcarepro_data_2021-12-15_0958::x42	jilindehealthcarepro_data_2021-12-15_0958::x42	1	 Strongly Agree 	1
jilindehealthcarepro_data_2021-12-15_0958::x42	jilindehealthcarepro_data_2021-12-15_0958::x42	2	 Agree 	2
jilindehealthcarepro_data_2021-12-15_0958::x42	jilindehealthcarepro_data_2021-12-15_0958::x42	3	 Neither agree nor disagree 	3
jilindehealthcarepro_data_2021-12-15_0958::x42	jilindehealthcarepro_data_2021-12-15_0958::x42	4	 Disagree 	4
jilindehealthcarepro_data_2021-12-15_0958::x42	jilindehealthcarepro_data_2021-12-15_0958::x42	5	 Strongly Disagree	5
jilindehealthcarepro_data_2021-12-15_0958::x43	jilindehealthcarepro_data_2021-12-15_0958::x43	1	 Strongly Agree 	1
jilindehealthcarepro_data_2021-12-15_0958::x43	jilindehealthcarepro_data_2021-12-15_0958::x43	2	 Agree 	2
jilindehealthcarepro_data_2021-12-15_0958::x43	jilindehealthcarepro_data_2021-12-15_0958::x43	3	 Neither agree nor disagree 	3
jilindehealthcarepro_data_2021-12-15_0958::x43	jilindehealthcarepro_data_2021-12-15_0958::x43	4	 Disagree 	4
jilindehealthcarepro_data_2021-12-15_0958::x43	jilindehealthcarepro_data_2021-12-15_0958::x43	5	 Strongly Disagree	5
jilindehealthcarepro_data_2021-12-15_0958::x44	jilindehealthcarepro_data_2021-12-15_0958::x44	1	 Strongly Agree 	1
jilindehealthcarepro_data_2021-12-15_0958::x44	jilindehealthcarepro_data_2021-12-15_0958::x44	2	 Agree 	2
jilindehealthcarepro_data_2021-12-15_0958::x44	jilindehealthcarepro_data_2021-12-15_0958::x44	3	 Neither agree nor disagree 	3
jilindehealthcarepro_data_2021-12-15_0958::x44	jilindehealthcarepro_data_2021-12-15_0958::x44	4	 Disagree 	4
jilindehealthcarepro_data_2021-12-15_0958::x44	jilindehealthcarepro_data_2021-12-15_0958::x44	5	 Strongly Disagree	5
jilindehealthcarepro_data_2021-12-15_0958::x45	jilindehealthcarepro_data_2021-12-15_0958::x45	1	 Strongly Agree 	1
jilindehealthcarepro_data_2021-12-15_0958::x45	jilindehealthcarepro_data_2021-12-15_0958::x45	2	 Agree 	2
jilindehealthcarepro_data_2021-12-15_0958::x45	jilindehealthcarepro_data_2021-12-15_0958::x45	3	 Neither agree nor disagree 	3
jilindehealthcarepro_data_2021-12-15_0958::x45	jilindehealthcarepro_data_2021-12-15_0958::x45	4	 Disagree 	4
jilindehealthcarepro_data_2021-12-15_0958::x45	jilindehealthcarepro_data_2021-12-15_0958::x45	5	 Strongly Disagree	5
jilindehealthcarepro_data_2021-12-15_0958::x46	jilindehealthcarepro_data_2021-12-15_0958::x46	1	 Strongly Agree 	1
jilindehealthcarepro_data_2021-12-15_0958::x46	jilindehealthcarepro_data_2021-12-15_0958::x46	2	 Agree 	2
jilindehealthcarepro_data_2021-12-15_0958::x46	jilindehealthcarepro_data_2021-12-15_0958::x46	3	 Neither agree nor disagree 	3
jilindehealthcarepro_data_2021-12-15_0958::x46	jilindehealthcarepro_data_2021-12-15_0958::x46	4	 Disagree 	4
jilindehealthcarepro_data_2021-12-15_0958::x46	jilindehealthcarepro_data_2021-12-15_0958::x46	5	 Strongly Disagree	5
jilindehealthcarepro_data_2021-12-15_0958::x47	jilindehealthcarepro_data_2021-12-15_0958::x47	1	 Strongly Agree 	1
jilindehealthcarepro_data_2021-12-15_0958::x47	jilindehealthcarepro_data_2021-12-15_0958::x47	2	 Agree 	2
jilindehealthcarepro_data_2021-12-15_0958::x47	jilindehealthcarepro_data_2021-12-15_0958::x47	3	 Neither agree nor disagree 	3
jilindehealthcarepro_data_2021-12-15_0958::x47	jilindehealthcarepro_data_2021-12-15_0958::x47	4	 Disagree 	4
jilindehealthcarepro_data_2021-12-15_0958::x47	jilindehealthcarepro_data_2021-12-15_0958::x47	5	 Strongly Disagree	5
jilindehealthcarepro_data_2021-12-15_0958::x48	jilindehealthcarepro_data_2021-12-15_0958::x48	1	 Strongly Agree 	1
jilindehealthcarepro_data_2021-12-15_0958::x48	jilindehealthcarepro_data_2021-12-15_0958::x48	2	 Agree 	2
jilindehealthcarepro_data_2021-12-15_0958::x48	jilindehealthcarepro_data_2021-12-15_0958::x48	3	 Neither agree nor disagree 	3
jilindehealthcarepro_data_2021-12-15_0958::x48	jilindehealthcarepro_data_2021-12-15_0958::x48	4	 Disagree 	4
jilindehealthcarepro_data_2021-12-15_0958::x48	jilindehealthcarepro_data_2021-12-15_0958::x48	5	 Strongly Disagree	5
jilindehealthcarepro_data_2021-12-15_0958::x49	jilindehealthcarepro_data_2021-12-15_0958::x49	0	0	1
jilindehealthcarepro_data_2021-12-15_0958::x49	jilindehealthcarepro_data_2021-12-15_0958::x49	1	1	2
jilindehealthcarepro_data_2021-12-15_0958::x49	jilindehealthcarepro_data_2021-12-15_0958::x49	2	2	3
jilindehealthcarepro_data_2021-12-15_0958::x50	jilindehealthcarepro_data_2021-12-15_0958::x50	0	No	1
jilindehealthcarepro_data_2021-12-15_0958::x50	jilindehealthcarepro_data_2021-12-15_0958::x50	1	Yes	2
jilindehealthcarepro_data_2021-12-15_0958::x51	jilindehealthcarepro_data_2021-12-15_0958::x51	0	No	1
jilindehealthcarepro_data_2021-12-15_0958::x51	jilindehealthcarepro_data_2021-12-15_0958::x51	1	Yes	2
jilindehealthcarepro_data_2021-12-15_0958::x52	jilindehealthcarepro_data_2021-12-15_0958::x52	0	No	1
jilindehealthcarepro_data_2021-12-15_0958::x52	jilindehealthcarepro_data_2021-12-15_0958::x52	1	Yes	2
jilindehealthcarepro_data_2021-12-15_0958::x53	jilindehealthcarepro_data_2021-12-15_0958::x53	0	No	1
jilindehealthcarepro_data_2021-12-15_0958::x53	jilindehealthcarepro_data_2021-12-15_0958::x53	1	Yes	2
jilindehealthcarepro_data_2021-12-15_0958::x54	jilindehealthcarepro_data_2021-12-15_0958::x54	0	No	1
jilindehealthcarepro_data_2021-12-15_0958::x54	jilindehealthcarepro_data_2021-12-15_0958::x54	1	Yes	2
jilindehealthcarepro_data_2021-12-15_0958::x55	jilindehealthcarepro_data_2021-12-15_0958::x55	0	No	1
jilindehealthcarepro_data_2021-12-15_0958::x55	jilindehealthcarepro_data_2021-12-15_0958::x55	1	Yes	2
jilindehealthcarepro_data_2021-12-15_0958::x56	jilindehealthcarepro_data_2021-12-15_0958::x56	0	No	1
jilindehealthcarepro_data_2021-12-15_0958::x56	jilindehealthcarepro_data_2021-12-15_0958::x56	1	Yes	2
jilindehealthcarepro_data_2021-12-15_0958::x57	jilindehealthcarepro_data_2021-12-15_0958::x57	0	No	1
jilindehealthcarepro_data_2021-12-15_0958::x57	jilindehealthcarepro_data_2021-12-15_0958::x57	1	Yes	2
jilindehealthcarepro_data_2021-12-15_0958::x58	jilindehealthcarepro_data_2021-12-15_0958::x58	0	No	1
jilindehealthcarepro_data_2021-12-15_0958::x58	jilindehealthcarepro_data_2021-12-15_0958::x58	1	Yes	2
