variable,dataFile,codebookDescription,suggested_IRI,suggested_label,parent_in_ontology,parent_IRI,score,,
admit_ctr1,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",E35: Health care utilization. To which hospital was the child admitted (health facility code for center of 1st choice). Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0010345,Admitted to hospital,Hospitalization,http://purl.obolibrary.org/obo/EUPATH_0000308,26.403568,,
admit_ctr1,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",E35: Health care utilization. To which hospital was the child admitted (health facility code for center of 1st choice). Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0015247,Health facility for diarrhea,Visited health facility,http://purl.obolibrary.org/obo/EUPATH_0010395,25.337421,,
admit_ctr1,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",E35: Health care utilization. To which hospital was the child admitted (health facility code for center of 1st choice). Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0015433,Last day of diarrhea in the past 2 weeks,Diarrheal episodes,http://purl.obolibrary.org/obo/EUPATH_0010016,24.208485,,
admit_ctr1,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",E35: Health care utilization. To which hospital was the child admitted (health facility code for center of 1st choice). Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0015428,1st day of diarrhea in the past 2 weeks,Diarrheal episodes,http://purl.obolibrary.org/obo/EUPATH_0010016,23.315355,,
admit_ctr1,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",E35: Health care utilization. To which hospital was the child admitted (health facility code for center of 1st choice). Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0010068,Health facility code,Death information,http://purl.obolibrary.org/obo/EUPATH_0000671,22.4665,,
admit_ctr1,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",E35: Health care utilization. To which hospital was the child admitted (health facility code for center of 1st choice). Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0010155,1st choice hospital or health center,Hospital Center,http://purl.obolibrary.org/obo/EUPATH_0010014,22.047848,,
admit_ctr1,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",E35: Health care utilization. To which hospital was the child admitted (health facility code for center of 1st choice). Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0015248,Health facility for dysentery,Visited health facility,http://purl.obolibrary.org/obo/EUPATH_0010395,20.861794,,
admit_ctr1,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",E35: Health care utilization. To which hospital was the child admitted (health facility code for center of 1st choice). Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0015249,Health facility for cough,Visited health facility,http://purl.obolibrary.org/obo/EUPATH_0010395,20.861794,,
admit_ctr1,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",E35: Health care utilization. To which hospital was the child admitted (health facility code for center of 1st choice). Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0015250,Health facility for fever,Visited health facility,http://purl.obolibrary.org/obo/EUPATH_0010395,20.861794,,
admit_ctr1,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",E35: Health care utilization. To which hospital was the child admitted (health facility code for center of 1st choice). Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0015251,Health facility for other,Visited health facility,http://purl.obolibrary.org/obo/EUPATH_0010395,20.861794,,
admit_ctr1_shc,gems1_huas_lite_data_6_sites.sas7bdat,NA: Health care utilization.,http://purl.obolibrary.org/obo/EUPATH_0010345,Admitted to hospital,Hospitalization,http://purl.obolibrary.org/obo/EUPATH_0000308,8.5655155,,
admit_ctr1_shc,gems1_huas_lite_data_6_sites.sas7bdat,NA: Health care utilization.,http://purl.obolibrary.org/obo/EUPATH_0010159,1st choice facility SHC,Hospital Center,http://purl.obolibrary.org/obo/EUPATH_0010014,6.565517,,
admit_ctr1_shc,gems1_huas_lite_data_6_sites.sas7bdat,NA: Health care utilization.,http://purl.obolibrary.org/obo/EUPATH_0010165,2nd choice facility SHC,Hospital Center,http://purl.obolibrary.org/obo/EUPATH_0010014,6.565517,,
admit_ctr1_shc,gems1_huas_lite_data_6_sites.sas7bdat,NA: Health care utilization.,http://purl.obolibrary.org/obo/EUPATH_0010171,3rd choice facility SHC,Hospital Center,http://purl.obolibrary.org/obo/EUPATH_0010014,6.565517,,
admit_ctr1_shc,gems1_huas_lite_data_6_sites.sas7bdat,NA: Health care utilization.,http://purl.obolibrary.org/obo/EUPATH_0010008,Current care expenses,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,6.0590515,,
admit_ctr1_shc,gems1_huas_lite_data_6_sites.sas7bdat,NA: Health care utilization.,http://purl.obolibrary.org/obo/EUPATH_0010013,Previous diarrheal care,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,6.0590515,,
admit_ctr1_shc,gems1_huas_lite_data_6_sites.sas7bdat,NA: Health care utilization.,http://purl.obolibrary.org/obo/EUPATH_0010380,Previously sought care,Previous diarrheal care,http://purl.obolibrary.org/obo/EUPATH_0010013,6.0590515,,
admit_ctr1_shc,gems1_huas_lite_data_6_sites.sas7bdat,NA: Health care utilization.,http://purl.obolibrary.org/obo/EUPATH_0015092,Seek outside care,Previously sought care,http://purl.obolibrary.org/obo/EUPATH_0010380,6.0590515,,
admit_ctr1_shc,gems1_huas_lite_data_6_sites.sas7bdat,NA: Health care utilization.,http://purl.obolibrary.org/obo/EUPATH_0010006,Previously sought care expenses,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,5.451735,,
admit_ctr1_shc,gems1_huas_lite_data_6_sites.sas7bdat,NA: Health care utilization.,http://purl.obolibrary.org/obo/EUPATH_0010068,Health facility code,Death information,http://purl.obolibrary.org/obo/EUPATH_0000671,5.015945,,
admit_ctr2,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",E35.1: Health care utilization. To which hospital was the child admitted (health facility code for center of 2nd choice). Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0010345,Admitted to hospital,Hospitalization,http://purl.obolibrary.org/obo/EUPATH_0000308,26.403568,,
admit_ctr2,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",E35.1: Health care utilization. To which hospital was the child admitted (health facility code for center of 2nd choice). Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0015247,Health facility for diarrhea,Visited health facility,http://purl.obolibrary.org/obo/EUPATH_0010395,25.337421,,
admit_ctr2,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",E35.1: Health care utilization. To which hospital was the child admitted (health facility code for center of 2nd choice). Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0015433,Last day of diarrhea in the past 2 weeks,Diarrheal episodes,http://purl.obolibrary.org/obo/EUPATH_0010016,24.208485,,
admit_ctr2,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",E35.1: Health care utilization. To which hospital was the child admitted (health facility code for center of 2nd choice). Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0010161,2nd choice hospital or health center,Hospital Center,http://purl.obolibrary.org/obo/EUPATH_0010014,24.092485,,
admit_ctr2,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",E35.1: Health care utilization. To which hospital was the child admitted (health facility code for center of 2nd choice). Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0010068,Health facility code,Death information,http://purl.obolibrary.org/obo/EUPATH_0000671,22.4665,,
admit_ctr2,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",E35.1: Health care utilization. To which hospital was the child admitted (health facility code for center of 2nd choice). Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0015428,1st day of diarrhea in the past 2 weeks,Diarrheal episodes,http://purl.obolibrary.org/obo/EUPATH_0010016,21.581783,,
admit_ctr2,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",E35.1: Health care utilization. To which hospital was the child admitted (health facility code for center of 2nd choice). Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0010163,2nd choice facility code,Hospital Center,http://purl.obolibrary.org/obo/EUPATH_0010014,21.302036,,
admit_ctr2,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",E35.1: Health care utilization. To which hospital was the child admitted (health facility code for center of 2nd choice). Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0015248,Health facility for dysentery,Visited health facility,http://purl.obolibrary.org/obo/EUPATH_0010395,20.861794,,
admit_ctr2,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",E35.1: Health care utilization. To which hospital was the child admitted (health facility code for center of 2nd choice). Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0015249,Health facility for cough,Visited health facility,http://purl.obolibrary.org/obo/EUPATH_0010395,20.861794,,
admit_ctr2,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",E35.1: Health care utilization. To which hospital was the child admitted (health facility code for center of 2nd choice). Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0015250,Health facility for fever,Visited health facility,http://purl.obolibrary.org/obo/EUPATH_0010395,20.861794,,
admit_ctr2_shc,gems1_huas_lite_data_6_sites.sas7bdat,NA: Health care utilization.,http://purl.obolibrary.org/obo/EUPATH_0010345,Admitted to hospital,Hospitalization,http://purl.obolibrary.org/obo/EUPATH_0000308,8.5655155,,
admit_ctr2_shc,gems1_huas_lite_data_6_sites.sas7bdat,NA: Health care utilization.,http://purl.obolibrary.org/obo/EUPATH_0010159,1st choice facility SHC,Hospital Center,http://purl.obolibrary.org/obo/EUPATH_0010014,6.565517,,
admit_ctr2_shc,gems1_huas_lite_data_6_sites.sas7bdat,NA: Health care utilization.,http://purl.obolibrary.org/obo/EUPATH_0010165,2nd choice facility SHC,Hospital Center,http://purl.obolibrary.org/obo/EUPATH_0010014,6.565517,,
admit_ctr2_shc,gems1_huas_lite_data_6_sites.sas7bdat,NA: Health care utilization.,http://purl.obolibrary.org/obo/EUPATH_0010171,3rd choice facility SHC,Hospital Center,http://purl.obolibrary.org/obo/EUPATH_0010014,6.565517,,
admit_ctr2_shc,gems1_huas_lite_data_6_sites.sas7bdat,NA: Health care utilization.,http://purl.obolibrary.org/obo/EUPATH_0010008,Current care expenses,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,6.0590515,,
admit_ctr2_shc,gems1_huas_lite_data_6_sites.sas7bdat,NA: Health care utilization.,http://purl.obolibrary.org/obo/EUPATH_0010013,Previous diarrheal care,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,6.0590515,,
admit_ctr2_shc,gems1_huas_lite_data_6_sites.sas7bdat,NA: Health care utilization.,http://purl.obolibrary.org/obo/EUPATH_0010380,Previously sought care,Previous diarrheal care,http://purl.obolibrary.org/obo/EUPATH_0010013,6.0590515,,
admit_ctr2_shc,gems1_huas_lite_data_6_sites.sas7bdat,NA: Health care utilization.,http://purl.obolibrary.org/obo/EUPATH_0015092,Seek outside care,Previously sought care,http://purl.obolibrary.org/obo/EUPATH_0010380,6.0590515,,
admit_ctr2_shc,gems1_huas_lite_data_6_sites.sas7bdat,NA: Health care utilization.,http://purl.obolibrary.org/obo/EUPATH_0010006,Previously sought care expenses,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,5.451735,,
admit_ctr2_shc,gems1_huas_lite_data_6_sites.sas7bdat,NA: Health care utilization.,http://purl.obolibrary.org/obo/EUPATH_0010068,Health facility code,Death information,http://purl.obolibrary.org/obo/EUPATH_0000671,5.015945,,
admit_ctr3,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",E35.2: Health care utilization. To which hospital was the child admitted (health facility code for center of 3rd choice). Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0010345,Admitted to hospital,Hospitalization,http://purl.obolibrary.org/obo/EUPATH_0000308,26.403568,,
admit_ctr3,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",E35.2: Health care utilization. To which hospital was the child admitted (health facility code for center of 3rd choice). Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0015247,Health facility for diarrhea,Visited health facility,http://purl.obolibrary.org/obo/EUPATH_0010395,25.337421,,
admit_ctr3,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",E35.2: Health care utilization. To which hospital was the child admitted (health facility code for center of 3rd choice). Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0010167,3rd choice hospital or health center,Hospital Center,http://purl.obolibrary.org/obo/EUPATH_0010014,24.274149,,
admit_ctr3,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",E35.2: Health care utilization. To which hospital was the child admitted (health facility code for center of 3rd choice). Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0015433,Last day of diarrhea in the past 2 weeks,Diarrheal episodes,http://purl.obolibrary.org/obo/EUPATH_0010016,24.208485,,
admit_ctr3,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",E35.2: Health care utilization. To which hospital was the child admitted (health facility code for center of 3rd choice). Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0010068,Health facility code,Death information,http://purl.obolibrary.org/obo/EUPATH_0000671,22.4665,,
admit_ctr3,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",E35.2: Health care utilization. To which hospital was the child admitted (health facility code for center of 3rd choice). Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0015428,1st day of diarrhea in the past 2 weeks,Diarrheal episodes,http://purl.obolibrary.org/obo/EUPATH_0010016,21.581783,,
admit_ctr3,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",E35.2: Health care utilization. To which hospital was the child admitted (health facility code for center of 3rd choice). Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0010169,3rd choice facility code,Hospital Center,http://purl.obolibrary.org/obo/EUPATH_0010014,21.520117,,
admit_ctr3,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",E35.2: Health care utilization. To which hospital was the child admitted (health facility code for center of 3rd choice). Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0015248,Health facility for dysentery,Visited health facility,http://purl.obolibrary.org/obo/EUPATH_0010395,20.861794,,
admit_ctr3,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",E35.2: Health care utilization. To which hospital was the child admitted (health facility code for center of 3rd choice). Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0015249,Health facility for cough,Visited health facility,http://purl.obolibrary.org/obo/EUPATH_0010395,20.861794,,
admit_ctr3,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",E35.2: Health care utilization. To which hospital was the child admitted (health facility code for center of 3rd choice). Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks,http://purl.obolibrary.org/obo/EUPATH_0015250,Health facility for fever,Visited health facility,http://purl.obolibrary.org/obo/EUPATH_0010395,20.861794,,
admit_ctr3_shc,gems1_huas_lite_data_6_sites.sas7bdat,NA: Health care utilization.,http://purl.obolibrary.org/obo/EUPATH_0010345,Admitted to hospital,Hospitalization,http://purl.obolibrary.org/obo/EUPATH_0000308,8.5655155,,
admit_ctr3_shc,gems1_huas_lite_data_6_sites.sas7bdat,NA: Health care utilization.,http://purl.obolibrary.org/obo/EUPATH_0010159,1st choice facility SHC,Hospital Center,http://purl.obolibrary.org/obo/EUPATH_0010014,6.565517,,
admit_ctr3_shc,gems1_huas_lite_data_6_sites.sas7bdat,NA: Health care utilization.,http://purl.obolibrary.org/obo/EUPATH_0010165,2nd choice facility SHC,Hospital Center,http://purl.obolibrary.org/obo/EUPATH_0010014,6.565517,,
admit_ctr3_shc,gems1_huas_lite_data_6_sites.sas7bdat,NA: Health care utilization.,http://purl.obolibrary.org/obo/EUPATH_0010171,3rd choice facility SHC,Hospital Center,http://purl.obolibrary.org/obo/EUPATH_0010014,6.565517,,
admit_ctr3_shc,gems1_huas_lite_data_6_sites.sas7bdat,NA: Health care utilization.,http://purl.obolibrary.org/obo/EUPATH_0010008,Current care expenses,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,6.0590515,,
admit_ctr3_shc,gems1_huas_lite_data_6_sites.sas7bdat,NA: Health care utilization.,http://purl.obolibrary.org/obo/EUPATH_0010013,Previous diarrheal care,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,6.0590515,,
admit_ctr3_shc,gems1_huas_lite_data_6_sites.sas7bdat,NA: Health care utilization.,http://purl.obolibrary.org/obo/EUPATH_0010380,Previously sought care,Previous diarrheal care,http://purl.obolibrary.org/obo/EUPATH_0010013,6.0590515,,
admit_ctr3_shc,gems1_huas_lite_data_6_sites.sas7bdat,NA: Health care utilization.,http://purl.obolibrary.org/obo/EUPATH_0015092,Seek outside care,Previously sought care,http://purl.obolibrary.org/obo/EUPATH_0010380,6.0590515,,
admit_ctr3_shc,gems1_huas_lite_data_6_sites.sas7bdat,NA: Health care utilization.,http://purl.obolibrary.org/obo/EUPATH_0010006,Previously sought care expenses,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,5.451735,,
admit_ctr3_shc,gems1_huas_lite_data_6_sites.sas7bdat,NA: Health care utilization.,http://purl.obolibrary.org/obo/EUPATH_0010068,Health facility code,Death information,http://purl.obolibrary.org/obo/EUPATH_0000671,5.015945,,
admit_spec,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat","E35.3: Health care utilization. If the facility was not coded, specify. Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks",http://purl.obolibrary.org/obo/EUPATH_0015433,Last day of diarrhea in the past 2 weeks,Diarrheal episodes,http://purl.obolibrary.org/obo/EUPATH_0010016,21.701275,,
admit_spec,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat","E35.3: Health care utilization. If the facility was not coded, specify. Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks",http://purl.obolibrary.org/obo/EUPATH_0015428,1st day of diarrhea in the past 2 weeks,Diarrheal episodes,http://purl.obolibrary.org/obo/EUPATH_0010016,19.074572,,
admit_spec,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat","E35.3: Health care utilization. If the facility was not coded, specify. Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks",http://purl.obolibrary.org/obo/EUPATH_0015247,Health facility for diarrhea,Visited health facility,http://purl.obolibrary.org/obo/EUPATH_0010395,17.345285,,
admit_spec,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat","E35.3: Health care utilization. If the facility was not coded, specify. Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks",http://purl.obolibrary.org/obo/EUPATH_0000450,Traveled in last 2 weeks,Travel details,http://purl.obolibrary.org/obo/EUPATH_0000340,16.349049,,
admit_spec,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat","E35.3: Health care utilization. If the facility was not coded, specify. Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks",http://purl.obolibrary.org/obo/EUPATH_0021096,Fever in last 2 weeks,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,16.349049,,
admit_spec,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat","E35.3: Health care utilization. If the facility was not coded, specify. Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks",http://purl.obolibrary.org/obo/EUPATH_0022030,Traveled in the 2 weeks before most recent malaria episode,Clinical history,http://purl.obolibrary.org/obo/OGMS_0000015,15.08585,,
admit_spec,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat","E35.3: Health care utilization. If the facility was not coded, specify. Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks",http://purl.obolibrary.org/obo/EUPATH_0021091,Antimalarial medication in last 2 weeks,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,14.983984,,
