"IRI","label","displayOrder","variable","dataFile","definition","category","parentLabel","parentIRI","codebookDescription","codebookValues","termType","replaces","unitLabel","unitIRI","is_featured","hidden"
"http://purl.obolibrary.org/obo/ENVO_01000579","Television","9","house_tele","gems1_huas_data.sas7bdat","","Household","Assets","http://purl.obolibrary.org/obo/EUPATH_0000144","B17: Household information. Multifilter: Does your house have:  A television. Must be functioning. Select all that apply.","0=No, 1=Yes","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000006","Floor material","1","floor","gems1_huas_data.sas7bdat","","Household","Dwelling characteristics","http://purl.obolibrary.org/obo/EUPATH_0000303","B16: Household information. What is the predominant floor inside the house.","1=Earth/sand, 10=Carpet, 2=Dung, 3=Other, specify, 4=Wood planks, 5=Palm/bamboo, 6=Parquet or polished wood, 7=Vinyl or asphalt strips, 8=Ceramic tile, 9=Cement","variable","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000025","Sleeping rooms in dwelling count","2","slp_rooms","gems1_huas_data.sas7bdat","","Household","Dwelling characteristics","http://purl.obolibrary.org/obo/EUPATH_0000303","B13: Household information. How many rooms in your household are used for sleeping.","","variable","","","","",""
"http://purl.obolibrary.org/obo/OBI_0001627","Country","1","site","gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_data.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat","","Household","Geographic location","http://purl.obolibrary.org/obo/GAZ_00000448","3. Site.","1=The Gambia, 2=Mali, 3=Mozambique, 4=Kenya, 5=India, 6=Bangladesh, 7=Pakistan","variable","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000303","Dwelling characteristics","2","","","","Household","Household","http://purl.obolibrary.org/obo/PCO_0000024","","","category","","","","",""
"http://purl.obolibrary.org/obo/GAZ_00000448","Geographic location","1","","","","Household","Household","http://purl.obolibrary.org/obo/PCO_0000024","","","category","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000304","Socioeconomic factors","3","","","","Household","Household","http://purl.obolibrary.org/obo/PCO_0000024","","","category","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000144","Assets","6","","","","Household","Socioeconomic factors","http://purl.obolibrary.org/obo/EUPATH_0000304","","","multifilter","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0010232","Children under 60 months in dwelling count","2","yng_chldrn","gems1_huas_data.sas7bdat","","Household","Socioeconomic factors","http://purl.obolibrary.org/obo/EUPATH_0000304","B14: Household information. How many children younger than 60 months live in this household.","","variable","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015470","Children under 60 months under interviewees care","1","prim_young","gems1_huas_data.sas7bdat","","Household","Socioeconomic factors","http://purl.obolibrary.org/obo/EUPATH_0000304","B15: Household information. How many children younger than 60 months in this household are under your primary care.","","variable","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000019","Persons living in house count","3","ppl_house","gems1_huas_data.sas7bdat","","Household","Socioeconomic factors","http://purl.obolibrary.org/obo/EUPATH_0000304","B12: Household information. How many people have been living regularly in your household for the past 6 months.","","variable","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0011932","Socioeconomic status","","","","","Household","Socioeconomic factors","http://purl.obolibrary.org/obo/EUPATH_0000304","","","category","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000143","Household wealth index, categorical","4","wiq","gems1_huas_data.sas7bdat","","Household","Socioeconomic status","http://purl.obolibrary.org/obo/EUPATH_0011932","","0, 1, 2, 3, 4","variable","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000014","Household wealth index, numerical","5","wealth_index","gems1_huas_data.sas7bdat","","Household","Socioeconomic status","http://purl.obolibrary.org/obo/EUPATH_0011932","","","variable","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000738","Observation","3","","","","Observation","","http://www.w3.org/2002/07/owl#Thing","","","category","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015497","Costs too much money","3","diff_cost","gems1_huas_data.sas7bdat","","Observation","Barriers to physical access to care","http://purl.obolibrary.org/obo/EUPATH_0015496","C23: Parents perception of illness and use of health care facility. Multifilter: Are there circumstances that sometimes make it difficult for you to reach your center of first choice? Costs too much money. Select all that apply.","0=No, 1=Yes","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015498","Flood","6","diff_flood","gems1_huas_data.sas7bdat","","Observation","Barriers to physical access to care","http://purl.obolibrary.org/obo/EUPATH_0015496","C23: Parents perception of illness and use of health care facility. Multifilter: Are there circumstances that sometimes make it difficult for you to reach your center of first choice? Flood. Select all that apply.","0=No, 1=Yes","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015499","Heavy rain","7","diff_rain","gems1_huas_data.sas7bdat","","Observation","Barriers to physical access to care","http://purl.obolibrary.org/obo/EUPATH_0015496","C23: Parents perception of illness and use of health care facility. Multifilter: Are there circumstances that sometimes make it difficult for you to reach your center of first choice? Heavy rain. Select all that apply.","0=No, 1=Yes","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015500","Lack of childcare","1","diff_chldcare","gems1_huas_data.sas7bdat","","Observation","Barriers to physical access to care","http://purl.obolibrary.org/obo/EUPATH_0015496","C23: Parents perception of illness and use of health care facility. Multifilter: Are there circumstances that sometimes make it difficult for you to reach your center of first choice? Lack of childcare for other children. Select all that apply.","0=No, 1=Yes, NA=NA","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015501","Lack of transport","2","diff_trnsprt","gems1_huas_data.sas7bdat","","Observation","Barriers to physical access to care","http://purl.obolibrary.org/obo/EUPATH_0015496","C23: Parents perception of illness and use of health care facility. Multifilter: Are there circumstances that sometimes make it difficult for you to reach your center of first choice? Lack of transport. Select all that apply.","0=No, 1=Yes","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015505","Never a problem","8","diff_noprob","gems1_huas_data.sas7bdat","","Observation","Barriers to physical access to care","http://purl.obolibrary.org/obo/EUPATH_0015496","C23.2: Parents perception of illness and use of health care facility. Multifilter: Are there circumstances that sometimes make it difficult for you to reach your center of first choice? Never a problem. Select all that apply.","0=No, 1=Yes, NA=NA","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015504","Other","9","diff_othr","gems1_huas_data.sas7bdat","","Observation","Barriers to physical access to care","http://purl.obolibrary.org/obo/EUPATH_0015496","C23.1: Parents perception of illness and use of health care facility. Multifilter: Are there circumstances that sometimes make it difficult for you to reach your center of first choice? Other, specify. Select all that apply.","0=No, 1=Yes","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015502","Political unrest","5","diff_politic","gems1_huas_data.sas7bdat","","Observation","Barriers to physical access to care","http://purl.obolibrary.org/obo/EUPATH_0015496","C23: Parents perception of illness and use of health care facility. Multifilter: Are there circumstances that sometimes make it difficult for you to reach your center of first choice? Political unrest. Select all that apply.","0=No, 1=Yes","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015503","Temporary relocation","4","diff_reloc","gems1_huas_data.sas7bdat","","Observation","Barriers to physical access to care","http://purl.obolibrary.org/obo/EUPATH_0015496","C23: Parents perception of illness and use of health care facility. Multifilter: Are there circumstances that sometimes make it difficult for you to reach your center of first choice? Temporary relocation. Select all that apply.","0=No, 1=Yes","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015599","Earnings loss, prior care","1","lose_earn","gems1_huas_data.sas7bdat","","Observation","Caregiver income lost  for previously sought care","http://purl.obolibrary.org/obo/EUPATH_0015598","F44: Health care expenses. Did you lose some earnings due to seeking or providing care during your child's illness. Only complete part F if the answer to E29 is ""yes"". Use local currency","0=NOT IN CODEBOOK, 1=No, 2=Yes, NA=NA","variable","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015603","Income days lost, prior care","3","dayslost_care","gems1_huas_data.sas7bdat","","Observation","Caregiver income lost  for previously sought care","http://purl.obolibrary.org/obo/EUPATH_0015598","F46: Health care expenses. How much time have you spent taking care of the child when otherwise you would have been doing productive unpaid activities (e.g. housework, taking care of other children, farming, studying, or attending school). Only complete part F if the answer to E29 is ""yes"". 1/2 morning or afternoon=0.25 days; morning or afternoon=0.5days; nything less than half a morning or afternoon=0 days","","variable","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015601","Other caregivers earnings loss, prior care","5","othrlose_earn","gems1_huas_data.sas7bdat","","Observation","Caregiver income lost  for previously sought care","http://purl.obolibrary.org/obo/EUPATH_0015598","F45: Health care expenses. Did other caregivers lose some earinings due to seeking or providing care during the child's illness. Only complete part F if the answer to E29 is ""yes"". Use local currency","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know, NA=NA","variable","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015604","Other caregivers income days lost, prior care","4","dayslost_othrcre","gems1_huas_data.sas7bdat","","Observation","Caregiver income lost  for previously sought care","http://purl.obolibrary.org/obo/EUPATH_0015598","F47: Health care expenses. How much time have other caregivers spent taking care of the child when otherwise they would have been doing productive unpaid activities (e.g. housework, taking care of other children, farming, studying, or attending school). Only complete part F if the answer to E29 is ""yes"". 1/2 morning or afternoon=0.25 days; morning or afternoon=0.5days; nything less than half a morning or afternoon=0 days","","variable","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015600","Total earnings loss, prior care","2","lose_total","gems1_huas_data.sas7bdat","","Observation","Caregiver income lost  for previously sought care","http://purl.obolibrary.org/obo/EUPATH_0015598","F44: Health care expenses. If yes, how much? (if lose_earn=2). Only complete part F if the answer to E29 is ""yes"". Use local currency","","variable","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015602","Total other caregivers earnings loss, prior care","6","othrlose_total","gems1_huas_data.sas7bdat","","Observation","Caregiver income lost  for previously sought care","http://purl.obolibrary.org/obo/EUPATH_0015598","F45: Health care expenses. If yes, how much? (if othrlose_earn=2). Only complete part F if the answer to E29 is ""yes"". Use local currency","","variable","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015606","Blood in stool","9","trt_blood","gems1_huas_data.sas7bdat","","Observation","Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness","http://purl.obolibrary.org/obo/EUPATH_0015605","G48: Health care attitudes. Multifilter: If your child had a diarrheal illness, what might you do? Would you seek treatment or advice within the first 7 days of your child's diarrheal illness if he/she had any of the following symptoms? Blood in stool. Section G: skip for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know, NA=NA","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015607","Coma/loss of consciousness","12","trt_coma","gems1_huas_data.sas7bdat","","Observation","Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness","http://purl.obolibrary.org/obo/EUPATH_0015605","G48: Health care attitudes. Multifilter: If your child had a diarrheal illness, what might you do? Would you seek treatment or advice within the first 7 days of your child's diarrheal illness if he/she had any of the following symptoms? Coma/loss of consciousness. Section G: skip for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know, NA=NA","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015608","Decreased urination","10","trt_decurin","gems1_huas_data.sas7bdat","","Observation","Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness","http://purl.obolibrary.org/obo/EUPATH_0015605","G48: Health care attitudes. Multifilter: If your child had a diarrheal illness, what might you do? Would you seek treatment or advice within the first 7 days of your child's diarrheal illness if he/she had any of the following symptoms? Decreased urination. Section G: skip for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know, NA=NA","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015609","Diarrhea and vomiting","15","trt_vomit","gems1_huas_data.sas7bdat","","Observation","Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness","http://purl.obolibrary.org/obo/EUPATH_0015605","G48: Health care attitudes. Multifilter: If your child had a diarrheal illness, what might you do? Would you seek treatment or advice within the first 7 days of your child's diarrheal illness if he/she had any of the following symptoms? Diarrhea and vomiting. Section G: skip for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know, NA=NA","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015610","Diarrhea with dehydration","14","trt_dehydr","gems1_huas_data.sas7bdat","","Observation","Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness","http://purl.obolibrary.org/obo/EUPATH_0015605","G48: Health care attitudes. Multifilter: If your child had a diarrheal illness, what might you do? Would you seek treatment or advice within the first 7 days of your child's diarrheal illness if he/she had any of the following symptoms? Diarrhea with dehydration. Section G: skip for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know, NA=NA","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015611","Diarrhea with fever","8","trt_fever","gems1_huas_data.sas7bdat","","Observation","Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness","http://purl.obolibrary.org/obo/EUPATH_0015605","G48: Health care attitudes. Multifilter: If your child had a diarrheal illness, what might you do? Would you seek treatment or advice within the first 7 days of your child's diarrheal illness if he/she had any of the following symptoms? Diarrhea with fever. Section G: skip for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know, NA=NA","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015612","Diarrhea with sunken eyes","7","trt_sunkeyes","gems1_huas_data.sas7bdat","","Observation","Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness","http://purl.obolibrary.org/obo/EUPATH_0015605","G48: Health care attitudes. Multifilter: If your child had a diarrheal illness, what might you do? Would you seek treatment or advice within the first 7 days of your child's diarrheal illness if he/she had any of the following symptoms? Diarrhea with sunken eyes. Section G: skip for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know, NA=NA","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015613","Diarrhea with wrinkled skin","6","trt_wrnkskin","gems1_huas_data.sas7bdat","","Observation","Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness","http://purl.obolibrary.org/obo/EUPATH_0015605","G48: Health care attitudes. Multifilter: If your child had a diarrheal illness, what might you do? Would you seek treatment or advice within the first 7 days of your child's diarrheal illness if he/she had any of the following symptoms? Diarrhea with wrinkled skin. Section G: skip for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know, NA=NA","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015614","Dry mouth","13","trt_dry","gems1_huas_data.sas7bdat","","Observation","Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness","http://purl.obolibrary.org/obo/EUPATH_0015605","G48: Health care attitudes. Multifilter: If your child had a diarrheal illness, what might you do? Would you seek treatment or advice within the first 7 days of your child's diarrheal illness if he/she had any of the following symptoms? Dry mouth. Section G: skip for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know, NA=NA","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015615","Frequent loose stools (7-10 per day)","2","trt_loose710","gems1_huas_data.sas7bdat","","Observation","Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness","http://purl.obolibrary.org/obo/EUPATH_0015605","G48: Health care attitudes. Multifilter: If your child had a diarrheal illness, what might you do? Would you seek treatment or advice within the first 7 days of your child's diarrheal illness if he/she had any of the following symptoms? Frequent loose stools (7-10 per day). Section G: skip for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015617","Frequent loose stools (<=6 per day)","1","trt_loosel6","gems1_huas_data.sas7bdat","","Observation","Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness","http://purl.obolibrary.org/obo/EUPATH_0015605","G48: Health care attitudes. Multifilter: If your child had a diarrheal illness, what might you do? Would you seek treatment or advice within the first 7 days of your child's diarrheal illness if he/she had any of the following symptoms? Frequent loose stools (6+ per day). Section G: skip for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015616","Frequent loose stools (>10 per day)","3","trt_looseg10","gems1_huas_data.sas7bdat","","Observation","Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness","http://purl.obolibrary.org/obo/EUPATH_0015605","G48: Health care attitudes. Multifilter: If your child had a diarrheal illness, what might you do? Would you seek treatment or advice within the first 7 days of your child's diarrheal illness if he/she had any of the following symptoms? Frequent loose stools (more than 10 per day). Section G: skip for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015618","Lethargy","11","trt_lethrgy","gems1_huas_data.sas7bdat","","Observation","Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness","http://purl.obolibrary.org/obo/EUPATH_0015605","G48: Health care attitudes. Multifilter: If your child had a diarrheal illness, what might you do? Would you seek treatment or advice within the first 7 days of your child's diarrheal illness if he/she had any of the following symptoms? Lethargy. Section G: skip for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know, NA=NA","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015619","Mucus/pus in stool","4","trt_mucus","gems1_huas_data.sas7bdat","","Observation","Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness","http://purl.obolibrary.org/obo/EUPATH_0015605","G48: Health care attitudes. Multifilter: If your child had a diarrheal illness, what might you do? Would you seek treatment or advice within the first 7 days of your child's diarrheal illness if he/she had any of the following symptoms? Mucus/pus in stool. Section G: skip for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015620","Rice/watery stool","5","trt_rice","gems1_huas_data.sas7bdat","","Observation","Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness","http://purl.obolibrary.org/obo/EUPATH_0015605","G48: Health care attitudes. Multifilter: If your child had a diarrheal illness, what might you do? Would you seek treatment or advice within the first 7 days of your child's diarrheal illness if he/she had any of the following symptoms? Rice watery stool. Section G: skip for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015670","Homemade fluid","1","trt_homefluid","gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat","","Observation","Diarrhea treament","http://purl.obolibrary.org/obo/EUPATH_0015669","","0, 1","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015671","Intravenous fluids","3","trt_iv","gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat","","Observation","Diarrhea treament","http://purl.obolibrary.org/obo/EUPATH_0015669","","0, 1","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015672","None prescribed or taken","4","trt_none","gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat","","Observation","Diarrhea treament","http://purl.obolibrary.org/obo/EUPATH_0015669","","0, 1","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015673","ORALITE or ORS","2","trt_ors","gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat","","Observation","Diarrhea treament","http://purl.obolibrary.org/obo/EUPATH_0015669","","0, 1","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015559","Antibiotics","1","hosptrt_ab","gems1_huas_data.sas7bdat","","Observation","Diarrhea treatment given in health center","http://purl.obolibrary.org/obo/EUPATH_0010390","E41.1: Health care utilization. Multifilter: Did the child receive any of the following from the hospital/health facility to treat the diarrhea? Antibiotics. Skip if E31 hspctr1/hspctr2/hspctr3=NA/blank. Check all that apply. Only complete for children who had diarrhea in the last 2 weeks.","0=No, 1=Yes, NA=NA","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015557","Don't know","7","hosptrt_dk","gems1_huas_data.sas7bdat","","Observation","Diarrhea treatment given in health center","http://purl.obolibrary.org/obo/EUPATH_0010390","E41: Health care utilization. Multifilter: Did the child receive any of the following from the hospital/health facility to treat the diarrhea? Don't know. Skip if E31 hspctr1/hspctr2/hspctr3=NA/blank. Check all that apply. Only complete for children who had diarrhea in the last 2 weeks.","0=No, 1=Yes, NA=NA","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015140","Intravenous fluids","4","hosptrt_intfld","gems1_huas_data.sas7bdat","","Observation","Diarrhea treatment given in health center","http://purl.obolibrary.org/obo/EUPATH_0010390","E41: Health care utilization. Multifilter: Did the child receive any of the following from the hospital/health facility to treat the diarrhea? Intravenous fluids. Skip if E31 hspctr1/hspctr2/hspctr3=NA/blank. Check all that apply. Only complete for children who had diarrhea in the last 2 weeks.","0=No, 1=Yes, NA=NA","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015558","Medicine by injection","5","hosptrt_medinj","gems1_huas_data.sas7bdat","","Observation","Diarrhea treatment given in health center","http://purl.obolibrary.org/obo/EUPATH_0010390","E41: Health care utilization. Multifilter: Did the child receive any of the following from the hospital/health facility to treat the diarrhea? Medicine by injection. Skip if E31 hspctr1/hspctr2/hspctr3=NA/blank. Check all that apply. Only complete for children who had diarrhea in the last 2 weeks.","0=No, 1=Yes, NA=NA","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015139","ORS","2","hosptrt_ors","gems1_huas_data.sas7bdat","","Observation","Diarrhea treatment given in health center","http://purl.obolibrary.org/obo/EUPATH_0010390","E41: Health care utilization. Multifilter: Did the child receive any of the following from the hospital/health facility to treat the diarrhea? ORS. Skip if E31 hspctr1/hspctr2/hspctr3=NA/blank. Check all that apply. Only complete for children who had diarrhea in the last 2 weeks.","0=No, 1=Yes, NA=NA","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015560","Other treatment","6","hosptrt_othr","gems1_huas_data.sas7bdat","","Observation","Diarrhea treatment given in health center","http://purl.obolibrary.org/obo/EUPATH_0010390","E41.3: Health care utilization. Multifilter: Did the child receive any of the following from the hospital/health facility to treat the diarrhea? Other treatment. Skip if E31 hspctr1/hspctr2/hspctr3=NA/blank. Check all that apply. Only complete for children who had diarrhea in the last 2 weeks.","0=No, 1=Yes, NA=NA","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015155","Zinc","3","hosptrt_zinc","gems1_huas_data.sas7bdat","","Observation","Diarrhea treatment given in health center","http://purl.obolibrary.org/obo/EUPATH_0010390","E41: Health care utilization. Multifilter: Did the child receive any of the following from the hospital/health facility to treat the diarrhea? Zinc  . Skip if E31 hspctr1/hspctr2/hspctr3=NA/blank. Check all that apply. Only complete for children who had diarrhea in the last 2 weeks.","0=No, 1=Yes, NA=NA","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015692","Antibiotics","1","hometrt_ab","gems1_huas_data.sas7bdat","","Observation","Diarrhea treatment prior to seeking care","http://purl.obolibrary.org/obo/EUPATH_0015691","E38.1: Health care utilization. Multifilter: When the child had diarrhea, was he/she given any of the following at home before seeking care outside of the house? Antibiotics. Check all that apply. Only complete for children who had diarrhea in the last 2 weeks","0=No, 1=Yes, NA=NA","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015693","Any other liquids","6","hometrt_othrliq","gems1_huas_data.sas7bdat","","Observation","Diarrhea treatment prior to seeking care","http://purl.obolibrary.org/obo/EUPATH_0015691","E38.3: Health care utilization. Multifilter: When the child had diarrhea, was he/she given any of the following at home before seeking care outside of the house? Any other liquids. Check all that apply. Only complete for children who had diarrhea in the last 2 weeks","0=No, 1=Yes, NA=NA","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015694","Home remedy or herbal medication","5","hometrt_herbal","gems1_huas_data.sas7bdat","","Observation","Diarrhea treatment prior to seeking care","http://purl.obolibrary.org/obo/EUPATH_0015691","E38: Health care utilization. Multifilter: When the child had diarrhea, was he/she given any of the following at home before seeking care outside of the house? Home remedy/herbal mediction. Check all that apply. Only complete for children who had diarrhea in the last 2 weeks","0=No, 1=Yes, NA=NA","value","","","","",""
