Country,Case source is DataSet13,0,K
,,3,Neither agree nor disagree [Sikubali wala kukataa]
,,,
baseline_women_q4e,e. The provider did not show me respect or act in respectful ways  [Mhudumu hakunipa heshima au kufanya vitu vilivyodhihirisha heshima.],1,Agree [Nakubali]
,,2,Disagree [Nakataa]
,,3,Neither agree nor disagree [Sikubali wala kukataa]
,,,
baseline_women_q4f,f. During this pregnancy I would be happy to receive care similar to what I received during my last pregnancy  [Kwa ujauzito wangu mwingine  nitafurahia kupata malezi sawia na niliyoyapata kwenye huu ujauzito uliopita.],1,Agree [Nakubali]
,,2,Disagree [Nakataa]
,,3,Neither agree nor disagree [Sikubali wala kukataa]
,,,
baseline_women_q4g,g. I would recommend to a friend to go to the same place for antenatal care  [Ningependekezea rafiki kuenda mahali pale kwa malezi ya ujauzito.],1,Agree [Nakubali]
,,2,Disagree [Nakataa]
,,3,Neither agree nor disagree [Sikubali wala kukataa]
,,,
baseline_women_q4h,h. I felt respected  [Nilihisi nimeheshimiwa.],1,Agree [Nakubali]
,,2,Disagree [Nakataa]
,,3,Neither agree nor disagree [Sikubali wala kukataa]
,,,
baseline_women_q4i,i. I had enough time with my provider  [Nilipata muda wa kutosha na mhudumu wangu.],1,Agree [Nakubali]
,,2,Disagree [Nakataa]
,,3,Neither agree nor disagree [Sikubali wala kukataa]
,,,
baseline_women_q4j,j. I am very satisfied with the antenatal care I received  [Niliridhika sana kwa malezi ya ujauzito niliyoyapokea.],1,Agree [Nakubali]
,,2,Disagree [Nakataa]
,,3,Neither agree nor disagree [Sikubali wala kukataa]
,,,
baseline_women_q5,5. Did you experience any problems during previous pregnancies or deliveries?  [Ulikumbwa na utata wowote wa kiafya katika ujauzito ziliopita au kujifungua?],1,Yes [Ndio]
,,2,No [La]
,,3,Not sure/Dont remember [sina uhakika/ sikumbuki]
,,,
baseline_women_q6,6. Where did you deliver your last baby?,1,At home
,,2,At a health facility
,,3,In transit to a facility
,,4,Other
,,,
baseline_women_q7,7. Where do you intend to deliver this baby?,1,At home
,,2,At a health facility
,,3,Not sure/Undecided
,,4,Other
,,,
baseline_women_q8___1,8. Before this pregnancy  did you use any of the following methods to delay or prevent getting pregnant? (choice=Lactational Amenorrhea Method (LAM)),0,Unchecked
,,1,Checked
,,,
baseline_women_q8___2,8. Before this pregnancy  did you use any of the following methods to delay or prevent getting pregnant? (choice=Standard days or rhythm method (cycle beads/calendar/billings method)),0,Unchecked
,,1,Checked
,,,
baseline_women_q8___3,8. Before this pregnancy  did you use any of the following methods to delay or prevent getting pregnant? (choice=Withdrawal),0,Unchecked
,,1,Checked
,,,
baseline_women_q8___4,8. Before this pregnancy  did you use any of the following methods to delay or prevent getting pregnant? (choice=Condoms),0,Unchecked
,,1,Checked
,,,
baseline_women_q8___5,8. Before this pregnancy  did you use any of the following methods to delay or prevent getting pregnant? (choice=Pills/Oral contraceptives),0,Unchecked
,,1,Checked
,,,
baseline_women_q8___6,8. Before this pregnancy  did you use any of the following methods to delay or prevent getting pregnant? (choice=Injectable),0,Unchecked
,,1,Checked
,,,
baseline_women_q8___7,8. Before this pregnancy  did you use any of the following methods to delay or prevent getting pregnant? (choice=Implants),0,Unchecked
,,1,Checked
,,,
baseline_women_q8___8,8. Before this pregnancy  did you use any of the following methods to delay or prevent getting pregnant? (choice=IUD),0,Unchecked
,,1,Checked
,,,
baseline_women_q8___9,8. Before this pregnancy  did you use any of the following methods to delay or prevent getting pregnant? (choice=Emergency contraception),0,Unchecked
,,1,Checked
,,,
baseline_women_q8___11,8. Before this pregnancy  did you use any of the following methods to delay or prevent getting pregnant? (choice=Other),0,Unchecked
,,1,Checked
,,,
baseline_women_q8___12,8. Before this pregnancy  did you use any of the following methods to delay or prevent getting pregnant? (choice=None),0,Unchecked
,,1,Checked
,,,
baseline_women_q9,9. Would you say that in the past  using contraception is mainly your decision  mainly your (husbands/partners) decision  or did you both decide together,1,Mainly respondent
,,2,Mainly husband/partner
,,3,Joint decision
,,4,Other
,,,
baseline_women_q10,10. If it was up to you  after you have this baby  would you want to delay getting pregnant again right away?,1,Yes
,,2,No
,,3,Not sure/undecided
,,,
baseline_women_q11,11. Do you think there are advantages to spacing pregnancies apart?,1,Yes
,,2,No
,,3,Not sure
,,,
baseline_women_q12___1,12. If yes  what are some advantages?  (choice=Mom will be healthier/ less likely to have problems),0,Unchecked
,,1,Checked
,,,
baseline_women_q12___2,12. If yes  what are some advantages?  (choice=Baby will be healthier/ less likely to have problems),0,Unchecked
,,1,Checked
,,,
baseline_women_q12___3,12. If yes  what are some advantages?  (choice=Easier to feed and/or take care of other children),0,Unchecked
,,1,Checked
,,,
baseline_women_q12___4,12. If yes  what are some advantages?  (choice=Saves money),0,Unchecked
,,1,Checked
,,,
baseline_women_q12___5,12. If yes  what are some advantages?  (choice=Other),0,Unchecked
,,1,Checked
,,,
pregnancy_spacing,13. How long should pregnancies be spaced apart for the best health of the mother and baby?,1,Knows the time
,,2,Dont know
,,3,No response
,,,
baseline_women_q13,Enter the time in months here,,
,,,
baseline_women_q14,14. When do you think it is best to first breastfeed your baby?,1,Immediately or within 1 hour of delivery
,,2,After the first milk has gone (when true milk comes in)
,,3,Other
,,,
baseline_desc_q15,15. At what age do you think it is best to start giving your baby fluids or food other than breastmilk?,1,Knows the age
,,2,Dont know
,,3,No response
,,,
baseline_women_q15_weeks,15.1. Weeks,,
,,,
baseline_women_q15_months,15.2. Months,,
,,,
baseline_women_q16,16. Have you ever heard of using the lactational amenorrhea method  LAM  as a way to delay pregnancy after you have a baby?  This method includes breastfeeding your baby.,1,Yes
,,2,No
,,3,Not sure
,,,
baseline_women_q17___1,17. Can you describe how to use the lactational amenorrhea method (LAM)? What criteria or conditions need to be met for it to be an effective way to prevent or delay pregnancy? (choice=Menstrual bleeding has not returned),0,Unchecked
,,1,Checked
,,,
baseline_women_q17___2,17. Can you describe how to use the lactational amenorrhea method (LAM)? What criteria or conditions need to be met for it to be an effective way to prevent or delay pregnancy? (choice=Baby is only breastfed/breastfed exclusively (no other food or liquids,0,Unchecked
,,1,Checked
,,,
baseline_women_q17___3,17. Can you describe how to use the lactational amenorrhea method (LAM)? What criteria or conditions need to be met for it to be an effective way to prevent or delay pregnancy? (choice=Baby is less than six months old),0,Unchecked
,,1,Checked
,,,
baseline_women_q17___4,17. Can you describe how to use the lactational amenorrhea method (LAM)? What criteria or conditions need to be met for it to be an effective way to prevent or delay pregnancy? (choice=Other),0,Unchecked
,,1,Checked
,,,
baseline_women_q18,18. After the birth of a child  can a woman become pregnant before her menstrual period has returned?,1,Yes
,,2,No
,,3,Dont know
,,,
baseline_women_q19___1,19. In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?  (choice=Standard days or rhythm method (cycle beads/calendar/billings method)),0,Unchecked
,,1,Checked
,,,
baseline_women_q19___2,19. In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?  (choice=Withdrawal),0,Unchecked
,,1,Checked
,,,
baseline_women_q19___3,19. In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?  (choice=Condoms),0,Unchecked
,,1,Checked
,,,
baseline_women_q19___4,19. In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?  (choice=Pill/oral contraceptives),0,Unchecked
,,1,Checked
,,,
baseline_women_q19___5,19. In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?  (choice=Injectable),0,Unchecked
,,1,Checked
,,,
baseline_women_q19___6,19. In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?  (choice=Implants),0,Unchecked
,,1,Checked
,,,
baseline_women_q19___7,19. In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?  (choice=IUD),0,Unchecked
,,1,Checked
,,,
baseline_women_q19___8,19. In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?  (choice=Emergency contraception),0,Unchecked
,,1,Checked
,,,
baseline_women_q19___10,19. In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?  (choice=Other),0,Unchecked
,,1,Checked
,,,
baseline_women_q19___11,19. In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?  (choice=None),0,Unchecked
,,1,Checked
,,,
baseline_women_q19___12,19. In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?  (choice=Dont know),0,Unchecked
,,1,Checked
,,,
baseline_women_q20___1,20. What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?  (choice=Pain (not otherwise specified)),0,Unchecked
,,1,Checked
,,,
baseline_women_q20___2,20. What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?  (choice=Headache),0,Unchecked
,,1,Checked
,,,
baseline_women_q20___3,20. What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?  (choice=Vision changes/blurred vision),0,Unchecked
,,1,Checked
,,,
baseline_women_q20___4,20. What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?  (choice=Nausea & vomiting),0,Unchecked
,,1,Checked
,,,
baseline_women_q20___5,20. What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?  (choice=Pain in abdomen),0,Unchecked
,,1,Checked
,,,
baseline_women_q20___6,20. What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?  (choice=Shortness of breath),0,Unchecked
,,1,Checked
,,,
baseline_women_q20___7,20. What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?  (choice=Fever),0,Unchecked
,,1,Checked
,,,
baseline_women_q20___8,20. What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?  (choice=Vaginal bleeding),0,Unchecked
,,1,Checked
,,,
baseline_women_q20___9,20. What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?  (choice=Leaking of fluids),0,Unchecked
,,1,Checked
,,,
baseline_women_q20___10,20. What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?  (choice=Change in colour or smell of vaginal discharge),0,Unchecked
,,1,Checked
,,,
baseline_women_q20___11,20. What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?  (choice=Painful urination),0,Unchecked
,,1,Checked
,,,
baseline_women_q20___12,20. What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?  (choice=Signs of Labor before its time for the baby to come),0,Unchecked
,,1,Checked
,,,
baseline_women_q20___13,20. What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?  (choice=Reduced or No fetal movement),0,Unchecked
,,1,Checked
,,,
baseline_women_q20___14,20. What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?  (choice=Other),0,Unchecked
,,1,Checked
,,,
baseline_women_q20___15,20. What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?  (choice=Dont know),0,Unchecked
,,1,Checked
,,,
baseline_women_q21___1,21. What are danger/warning signs for you  the mother  after the baby is born?  These are things that mean there might be a problem and that you should see a health care worker. (choice=Heavy bleeding),0,Unchecked
,,1,Checked
,,,
baseline_women_q21___2,21. What are danger/warning signs for you  the mother  after the baby is born?  These are things that mean there might be a problem and that you should see a health care worker. (choice=Severe abdominal (stomach) pain),0,Unchecked
,,1,Checked
,,,
baseline_women_q21___3,21. What are danger/warning signs for you  the mother  after the baby is born?  These are things that mean there might be a problem and that you should see a health care worker. (choice=Severe pain and/or read and hot breasts),0,Unchecked
,,1,Checked
,,,
baseline_women_q21___4,21. What are danger/warning signs for you  the mother  after the baby is born?  These are things that mean there might be a problem and that you should see a health care worker. (choice=Severe headache),0,Unchecked
,,1,Checked
,,,
baseline_women_q21___5,21. What are danger/warning signs for you  the mother  after the baby is born?  These are things that mean there might be a problem and that you should see a health care worker. (choice=Visual disturbances),0,Unchecked
,,1,Checked
,,,
baseline_women_q21___6,21. What are danger/warning signs for you  the mother  after the baby is born?  These are things that mean there might be a problem and that you should see a health care worker. (choice=Fever),0,Unchecked
,,1,Checked
,,,
baseline_women_q21___7,21. What are danger/warning signs for you  the mother  after the baby is born?  These are things that mean there might be a problem and that you should see a health care worker. (choice=Unexplained pain in chest or legs),0,Unchecked
,,1,Checked
,,,
baseline_women_q21___8,21. What are danger/warning signs for you  the mother  after the baby is born?  These are things that mean there might be a problem and that you should see a health care worker. (choice=Breathing difficulties),0,Unchecked
,,1,Checked
,,,
baseline_women_q21___9,21. What are danger/warning signs for you  the mother  after the baby is born?  These are things that mean there might be a problem and that you should see a health care worker. (choice=Difficult or painful urination),0,Unchecked
,,1,Checked
,,,
baseline_women_q21___10,21. What are danger/warning signs for you  the mother  after the baby is born?  These are things that mean there might be a problem and that you should see a health care worker. (choice=Other),0,Unchecked
,,1,Checked
,,,
baseline_women_q21___11,21. What are danger/warning signs for you  the mother  after the baby is born?  These are things that mean there might be a problem and that you should see a health care worker. (choice=Dont know),0,Unchecked
,,1,Checked
,,,
baseline_women_q22___1,22. What are danger/warning signs for your newborn? These are signs that there may be a problem and you need to seek care from a health care worker. (choice=Too hot or too cold),0,Unchecked
,,1,Checked
,,,
baseline_women_q22___2,22. What are danger/warning signs for your newborn? These are signs that there may be a problem and you need to seek care from a health care worker. (choice=Convulsions),0,Unchecked
,,1,Checked
,,,
baseline_women_q22___3,22. What are danger/warning signs for your newborn? These are signs that there may be a problem and you need to seek care from a health care worker. (choice=Little or no movement),0,Unchecked
,,1,Checked
,,,
baseline_women_q22___4,22. What are danger/warning signs for your newborn? These are signs that there may be a problem and you need to seek care from a health care worker. (choice=Feeding poorly or not at all),0,Unchecked
,,1,Checked
,,,
baseline_women_q22___5,22. What are danger/warning signs for your newborn? These are signs that there may be a problem and you need to seek care from a health care worker. (choice=Fast breathing or chest indrawing),0,Unchecked
,,1,Checked
,,,
baseline_women_q22___6,22. What are danger/warning signs for your newborn? These are signs that there may be a problem and you need to seek care from a health care worker. (choice=Not passing urine and/or stool),0,Unchecked
,,1,Checked
,,,
baseline_women_q22___7,22. What are danger/warning signs for your newborn? These are signs that there may be a problem and you need to seek care from a health care worker. (choice=Umbilical cord stump is bleeding; has foul odor; or redness around it),0,Unchecked
,,1,Checked
,,,
baseline_women_q22___8,22. What are danger/warning signs for your newborn? These are signs that there may be a problem and you need to seek care from a health care worker. (choice=Very small baby born at home),0,Unchecked
,,1,Checked
,,,
baseline_women_q22___9,22. What are danger/warning signs for your newborn? These are signs that there may be a problem and you need to seek care from a health care worker. (choice=Yellow palms or soles of feet),0,Unchecked
,,1,Checked
,,,
baseline_women_q22___10,22. What are danger/warning signs for your newborn? These are signs that there may be a problem and you need to seek care from a health care worker. (choice=Other),0,Unchecked
,,1,Checked
,,,
baseline_women_q22___11,22. What are danger/warning signs for your newborn? These are signs that there may be a problem and you need to seek care from a health care worker. (choice=Dont know),0,Unchecked
,,1,Checked
,,,
baseline_women_q23___1,23. What are the most important things you can do to help keep your newborn healthy? (choice=Keep warm (keep head and body covered; skin to skin with mom)),0,Unchecked
,,1,Checked
,,,
baseline_women_q23___2,23. What are the most important things you can do to help keep your newborn healthy? (choice=Feed only on breastmilk),0,Unchecked
,,1,Checked
,,,
baseline_women_q23___3,23. What are the most important things you can do to help keep your newborn healthy? (choice=Feed often/whenever baby wants),0,Unchecked
,,1,Checked
,,,
baseline_women_q23___4,23. What are the most important things you can do to help keep your newborn healthy? (choice=Do  not put anything on cord stump),0,Unchecked
,,1,Checked
,,,
baseline_women_q23___5,23. What are the most important things you can do to help keep your newborn healthy? (choice=Keep cord stump clean),0,Unchecked
,,1,Checked
,,,
baseline_women_q23___6,23. What are the most important things you can do to help keep your newborn healthy? (choice=Wash hands),0,Unchecked
,,1,Checked
,,,
baseline_women_q23___7,23. What are the most important things you can do to help keep your newborn healthy? (choice=Have baby immunized),0,Unchecked
,,1,Checked
,,,
baseline_women_q23___8,23. What are the most important things you can do to help keep your newborn healthy? (choice=Wait atleast 24 hours before bathing baby),0,Unchecked
,,1,Checked
,,,
baseline_women_q23___9,23. What are the most important things you can do to help keep your newborn healthy? (choice=Other),0,Unchecked
,,1,Checked
,,,
baseline_women_q23___10,23. What are the most important things you can do to help keep your newborn healthy? (choice=Dont know),0,Unchecked
,,1,Checked
,,,
baseline_women_q24,24. Could you ask your husband/partner to use a condom if you wanted him to?,1,Yes
,,2,No
,,3,Not sure/Depends
,,,
baseline_women_q25,25. Who will usually make decisions about health care for yourself and your newborn?,1,You
,,2,Your husband/partner
,,3,You and your husband/partner jointly
,,4,Someone else  specify
,,,
baseline_women_q26a,a. If I dont understand something a provider is telling me I will tell them and ask them to explain a different way,1,Agree
,,2,Disagree
,,3,Neither agree nor disagree
,,,
baseline_women_q26b,b. There are things I can do to help prevent problems and keep myself and my baby healthy,1,Agree
,,2,Disagree
,,3,Neither agree nor disagree
,,,
baseline_women_q26c,c. I will talk with my husband/family about how to keep myself and our baby healthy,1,Agree
,,2,Disagree
,,3,Neither agree nor disagree
,,,
baseline_women_q26d,d. I know how to recognize a problem with my pregnancy,1,Agree
,,2,Disagree
,,3,Neither agree nor disagree
,,,
baseline_women_q26e,e. I know what actions I will take if I think there is a problem with my pregnancy,1,Agree
,,2,Disagree
,,3,Neither agree nor disagree
,,,
baseline_women_q26f,f. I know how to recognize a problem with my newborn,1,Agree
,,2,Disagree
,,3,Neither agree nor disagree
,,,
baseline_women_q26g,g. I know what actions I will take if I think there is a problem with my newborn,1,Agree
,,2,Disagree
,,3,Neither agree nor disagree
,,,
baseline_women_q26h,h. I am good at making decisions related to the health of myself and my family,1,Agree
,,2,Disagree
,,3,Neither agree nor disagree
,,,
baseline_women_q27a,a. I can talk to others about difficult subjects,1,Agree
,,2,Disagree
,,,
baseline_women_q27b,b. I can let others know what I really think  even if it is different from them,1,Agree
,,2,Disagree
,,,
baseline_women_q27c,c.I like to make decisions for myself,1,Agree
,,2,Disagree
,,,
baseline_women_q27d,d. I am able to make decisions for myself,1,Agree
,,2,Disagree
,,,
baseline_survey_pregnant_women_complete,Complete?,0,Incomplete
,,1,Unverified
,,2,Complete
,,,
anc_survey_time,Date and Time of data collection - Data Quality Check,,
,,,
anc_survey_date,Date of data collection/ interview,,
,,,
attempts_done,How many attempts were made by phone to reach this participant,,
,,,
additional_strategies,Were additional strategies used to trace this participant?,0,No
,,1,Yes
,,,
person_lost,Is this person lost to follow up?,0,No
,,1,Yes
,,,
attend_meetings,1. Did woman attend any group meetings?,0,No
,,1,Yes
,,,
hiv_status_known,2. HIV status known,0,No
,,1,Yes
,,,
hiv_partner_tested,3. Partner HIV tested,0,No
,,1,Yes
,,,
grp_meetings_attended___1,4. Which group meetings did the woman attend? (choice=M1),0,Unchecked
,,1,Checked
,,,
grp_meetings_attended___2,4. Which group meetings did the woman attend? (choice=M2),0,Unchecked
,,1,Checked
,,,
grp_meetings_attended___3,4. Which group meetings did the woman attend? (choice=M3),0,Unchecked
,,1,Checked
,,,
grp_meetings_attended___4,4. Which group meetings did the woman attend? (choice=M4),0,Unchecked
,,1,Checked
,,,
grp_meetings_attended___5,4. Which group meetings did the woman attend? (choice=M5),0,Unchecked
,,1,Checked
,,,
meeting_1_date,Meeting 1 Date,,
,,,
meeting_2_date,Meeting 2 Date,,
,,,
meeting_3_date,Meeting 3 Date,,
,,,
meeting_4_date,Meeting 4 Date,,
,,,
meeting_5_date,Meeting 5 Date,,
,,,
have_llin,5. Woman has LLIN?,0,No
,,1,Yes
,,,
given_ifas,6. Given IFAS? (ever),0,No
,,1,Yes
,,,
meeting_1___1,7. For meeting 1  select all that apply (choice=Has IFA),0,Unchecked
,,1,Checked
,,,
meeting_1___2,7. For meeting 1  select all that apply (choice=Took IFA),0,Unchecked
,,1,Checked
,,,
meeting_1___3,7. For meeting 1  select all that apply (choice=Bed net),0,Unchecked
,,1,Checked
,,,
meeting_1___4,7. For meeting 1  select all that apply (choice=Gave SP),0,Unchecked
,,1,Checked
,,,
meeting_1___5,7. For meeting 1  select all that apply (choice=N/A  missed meeting),0,Unchecked
,,1,Checked
,,,
meeting_2___1,8. For meeting 2  select all that apply (choice=Has IFA),0,Unchecked
,,1,Checked
,,,
meeting_2___2,8. For meeting 2  select all that apply (choice=Took IFA),0,Unchecked
,,1,Checked
,,,
meeting_2___3,8. For meeting 2  select all that apply (choice=Bed net),0,Unchecked
,,1,Checked
,,,
meeting_2___4,8. For meeting 2  select all that apply (choice=Gave SP),0,Unchecked
,,1,Checked
,,,
meeting_2___5,8. For meeting 2  select all that apply (choice=N/A  missed meeting),0,Unchecked
,,1,Checked
,,,
meeting_3___1,9. For meeting 3  select all that apply (choice=Has IFA),0,Unchecked
,,1,Checked
,,,
meeting_3___2,9. For meeting 3  select all that apply (choice=Took IFA),0,Unchecked
,,1,Checked
,,,
meeting_3___3,9. For meeting 3  select all that apply (choice=Bed net),0,Unchecked
,,1,Checked
,,,
meeting_3___4,9. For meeting 3  select all that apply (choice=Gave SP),0,Unchecked
,,1,Checked
,,,
meeting_3___5,9. For meeting 3  select all that apply (choice=N/A  missed meeting),0,Unchecked
,,1,Checked
,,,
meeting_4___1,10. For meeting 4  select all that apply (choice=Has IFA),0,Unchecked
,,1,Checked
,,,
meeting_4___2,10. For meeting 4  select all that apply (choice=Took IFA),0,Unchecked
,,1,Checked
,,,
meeting_4___3,10. For meeting 4  select all that apply (choice=Bed net),0,Unchecked
,,1,Checked
,,,
meeting_4___4,10. For meeting 4  select all that apply (choice=Gave SP),0,Unchecked
,,1,Checked
,,,
meeting_4___5,10. For meeting 4  select all that apply (choice=N/A  missed meeting),0,Unchecked
,,1,Checked
,,,
meeting_5___1,11. For meeting 5  select all that apply (choice=Has IFA),0,Unchecked
,,1,Checked
,,,
meeting_5___2,11. For meeting 5  select all that apply (choice=Took IFA),0,Unchecked
,,1,Checked
,,,
meeting_5___3,11. For meeting 5  select all that apply (choice=Bed net),0,Unchecked
,,1,Checked
,,,
meeting_5___4,11. For meeting 5  select all that apply (choice=Gave SP),0,Unchecked
,,1,Checked
,,,
meeting_5___5,11. For meeting 5  select all that apply (choice=N/A  missed meeting),0,Unchecked
,,1,Checked
,,,
meeting_1_sys,12. Meeting 1: Systolic,,
,,,
meeting_1_dias,12. Meeting 1: Diastolic,,
,,,
meeting_2_sys,13. Meeting 2: Systolic,,
,,,
meeting_2_dias,13. Meeting 2: Diastolic,,
,,,
meeting_3_sys,14. Meeting 3: Systolic,,
,,,
meeting_3_dias,14. Meeting 3: Diastolic,,
,,,
meeting_4_sys,15. Meeting 4: Systolic,,
,,,
meeting_4_dias,15. Meeting 4: Diastolic,,
,,,
meeting_5_sys,16. Meeting 5: Systolic,,
,,,
meeting_5_dias,16. Meeting 5: Diastolic,,
,,,
bp_counseling,18. BP counseling,0,No
,,1,Yes
,,,
delivery_specified,19. Place of delivery specified?,0,No
,,1,Yes
