IRI,label,variable,displayOrder,definition,repeated,is_temporal,mergeKey,replaces,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMax,defaultBinWidth,forceStringType
http://purl.obolibrary.org/obo/EUPATH_0009283,Clindamycin,NICUDischarge.txt::w_Clindamycin,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009284,Clindamycin,NICUDischarge.txt::m_Clindamycin,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009285,Clindamycin,NICUDischarge.txt::c_Clindamycin,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009286,Meropenem,NICUDischarge.txt::w_Meropenem,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009287,Meropenem,NICUDischarge.txt::m_Meropenem,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009288,Meropenem,NICUDischarge.txt::c_Meropenem,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009289,Fluconazole,NICUDischarge.txt::w_Fluconazole,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009290,Fluconazole,NICUDischarge.txt::m_Fluconazole,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009291,Fluconazole,NICUDischarge.txt::c_Fluconazole,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009292,Cefepime,NICUDischarge.txt::w_Cefepime,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009293,Cefepime,NICUDischarge.txt::m_Cefepime,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009294,Cefepime,NICUDischarge.txt::c_Cefepime,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009295,Cefotaxime,NICUDischarge.txt::w_Cefotaxime,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009296,Cefotaxime,NICUDischarge.txt::m_Cefotaxime,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009297,Cefotaxime,NICUDischarge.txt::c_Cefotaxime,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009298,Sulfamethoxazole/Trimethoprim,NICUDischarge.txt::w_SulfamethoxazoleTrimethoprim,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009299,Sulfamethoxazole/Trimethoprim,NICUDischarge.txt::m_SulfamethoxazoleTrimethoprim,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009300,Sulfamethoxazole/Trimethoprim,NICUDischarge.txt::c_SulfamethoxazoleTrimethoprim,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009301,Ticarcillin/Clavulanate,NICUDischarge.txt::w_TicarcillinClavulanate,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009302,Ticarcillin/Clavulanate,NICUDischarge.txt::m_TicarcillinClavulanate,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009303,Ticarcillin/Clavulanate,NICUDischarge.txt::c_TicarcillinClavulanate,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009304,Ampicillin,NICUDischarge.txt::w_Ampicillin,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009305,Ampicillin,NICUDischarge.txt::m_Ampicillin,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009306,Ampicillin,NICUDischarge.txt::c_Ampicillin,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009307,Oxacillin,NICUDischarge.txt::w_Oxacillin,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009308,Oxacillin,NICUDischarge.txt::m_Oxacillin,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009309,Oxacillin,NICUDischarge.txt::c_Oxacillin,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009310,Cefazolin,NICUDischarge.txt::w_Cefazolin,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009311,Cefazolin,NICUDischarge.txt::m_Cefazolin,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009312,Cefazolin,NICUDischarge.txt::c_Cefazolin,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009313,Cefoxitin,NICUDischarge.txt::w_Cefoxitin,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009314,Cefoxitin,NICUDischarge.txt::m_Cefoxitin,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009315,Cefoxitin,NICUDischarge.txt::c_Cefoxitin,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009316,Amoxacillin,NICUDischarge.txt::w_Amoxacillin,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009317,Amoxacillin,NICUDischarge.txt::m_Amoxacillin,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009318,Amoxacillin,NICUDischarge.txt::c_Amoxacillin,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009319,Penicillin g,NICUDischarge.txt::w_PenicillinG,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009320,Penicillin g,NICUDischarge.txt::m_PenicillinG,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009321,Penicillin g,NICUDischarge.txt::c_PenicillinG,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009322,Metronidazole,NICUDischarge.txt::w_Metronidazole,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009323,Metronidazole,NICUDischarge.txt::m_Metronidazole,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009324,Metronidazole,NICUDischarge.txt::c_Metronidazole,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009325,Ampicillin sulbactam,NICUDischarge.txt::w_AmpicillinSulbactam,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009326,Ampicillin sulbactam,NICUDischarge.txt::m_AmpicillinSulbactam,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009327,Ampicillin sulbactam,NICUDischarge.txt::c_AmpicillinSulbactam,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009328,Number of antibiotics exposure in the week prior sample collection,NICUDischarge.txt::w_AllAbx,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009329,Number of antibiotics exposure in the month prior sample collection,NICUDischarge.txt::m_AllAbx,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009330,Cumulative all antibiotics exposure prior sample collection (days),NICUDischarge.txt::c_AllAbx,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/OBI_0001169,Age,NICUDischarge.txt::day_of_life,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/OBI_0003071,Subject ID,NICUDischarge.txt::subject_id,"","","","","","","","","",everywhere,"","","",yes
http://purl.obolibrary.org/obo/OBI_0100051,Sample type,NICUDischarge.txt::sample_type,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/PATO_0000047,Sex,NICUDischarge.txt::gender,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/UBERON_0000061,Host body site,NICUDischarge.txt::body_site,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/UBERON_0000463,Host body product,NICUDischarge.txt::body_product,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/UBERON_0000466,Host body habitat,NICUDischarge.txt::body_habitat,"","","","","","","","","","","","","",""
http://www.ebi.ac.uk/efo/EFO_0004344,Birth weight,NICUDischarge.txt::Birthweight,"","","","","","",g,http://purl.obolibrary.org/obo/UO_0000021,"","","","","",""
