IRI,label,variable,displayOrder,definition,repeated,is_temporal,mergeKey,replaces,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMax,defaultBinWidth,forceStringType
http://purl.obolibrary.org/obo/EUPATH_0009063,Age at first received cabbs,DiabImmune.txt::compound_cabbs,"","","","","","",months,http://purl.obolibrary.org/obo/UO_0000035,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009064,Age at first received carrot,DiabImmune.txt::compound_carrot,"","","","","","",months,http://purl.obolibrary.org/obo/UO_0000035,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009065,Age at first received corn,DiabImmune.txt::compound_corn,"","","","","","",months,http://purl.obolibrary.org/obo/UO_0000035,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009066,Age at first received cowsmilk,DiabImmune.txt::compound_cowsmilk,"","","","","","",months,http://purl.obolibrary.org/obo/UO_0000035,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009067,Age at first received egg,DiabImmune.txt::compound_egg,"","","","","","",months,http://purl.obolibrary.org/obo/UO_0000035,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009068,Age at first received fish,DiabImmune.txt::compound_fish,"","","","","","",months,http://purl.obolibrary.org/obo/UO_0000035,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009071,Age at first received milk products,DiabImmune.txt::compound_milkprod,"","","","","","",months,http://purl.obolibrary.org/obo/UO_0000035,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009072,Age at first received oat,DiabImmune.txt::compound_oat,"","","","","","",months,http://purl.obolibrary.org/obo/UO_0000035,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009073,Age at first received pear,DiabImmune.txt::compound_pear,"","","","","","",months,http://purl.obolibrary.org/obo/UO_0000035,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009074,Age at first received peas,DiabImmune.txt::compound_peas,"","","","","","",months,http://purl.obolibrary.org/obo/UO_0000035,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009075,Age at first received plum,DiabImmune.txt::compound_plum,"","","","","","",months,http://purl.obolibrary.org/obo/UO_0000035,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009076,Age at first received pork,DiabImmune.txt::compound_pork,"","","","","","",months,http://purl.obolibrary.org/obo/UO_0000035,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009077,Age at first received potato,DiabImmune.txt::compound_potato,"","","","","","",months,http://purl.obolibrary.org/obo/UO_0000035,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009078,Age at first received poultry,DiabImmune.txt::compound_poultry,"","","","","","",months,http://purl.obolibrary.org/obo/UO_0000035,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009079,Age at first received rice,DiabImmune.txt::compound_rice,"","","","","","",months,http://purl.obolibrary.org/obo/UO_0000035,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009080,Age at first received rye,DiabImmune.txt::compound_rye,"","","","","","",months,http://purl.obolibrary.org/obo/UO_0000035,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009083,Age at first received sweet potato,DiabImmune.txt::compound_sweetpota,"","","","","","",months,http://purl.obolibrary.org/obo/UO_0000035,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009084,Age at first received tomato,DiabImmune.txt::compound_tomato,"","","","","","",months,http://purl.obolibrary.org/obo/UO_0000035,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009086,Age at first received wheat,DiabImmune.txt::compound_wheat,"","","","","","",months,http://purl.obolibrary.org/obo/UO_0000035,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0011894,Height-for-age z-score,DiabImmune.txt::haz_last,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0011895,Weight-for-height z-score,DiabImmune.txt::waz_last,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0011928,Urban or rural site,DiabImmune.txt::birth_location,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/OBI_0001169,Age,DiabImmune.txt::age_at_collection_months,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/OBI_0003071,Subject ID,DiabImmune.txt::subject,"","","","","","","","","",everywhere,"","","",yes
http://purl.obolibrary.org/obo/OBI_0100051,Sample type,DiabImmune.txt::sample_type,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/PATO_0000047,Sex,DiabImmune.txt::gender,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/UBERON_0000061,Host body site,DiabImmune.txt::body_site,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/UBERON_0000463,Host body product,DiabImmune.txt::body_product,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/UBERON_0000466,Host body habitat,DiabImmune.txt::body_habitat,"","","","","","","","","","","","","",""
