IRI,label,variable,displayOrder,definition,repeated,is_temporal,mergeKey,replaces,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMax,defaultBinWidth,forceStringType
http://purl.obolibrary.org/obo/EUPATH_0009134,Ticarcillin-clavulanate administered,Resistome.txt::Ticarcillin-Clavulanate,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009135,Clindamycin administered,Resistome.txt::Clindamycin,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009136,Cefotaxime administered,Resistome.txt::Cefotaxime,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009137,Total antibiotic administered,Resistome.txt::Total_abx,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009139,Recent gentamicin administered,Resistome.txt::r_Gentamicin,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009140,Recent meropenem administered,Resistome.txt::r_Meropenem,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009141,Recent ticarcillin-clavulanate administered,Resistome.txt::r_Ticarcillin-Clavulanate,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009142,Recent vancomycin administered,Resistome.txt::r_Vancomycin,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009143,Recent ampicillin administered,Resistome.txt::r_Ampicillin,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009144,Recent cefazolin administered,Resistome.txt::r_Cefotaxime,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009145,Total recent antibiotic administered,Resistome.txt::r_TOTAL,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009146,Hospital room,Resistome.txt::Room,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009147,Hospital bed number,Resistome.txt::Bed_Number,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009149,Human milk fed,Resistome.txt::Human Milk,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009150,Maternal milk fed,Resistome.txt::Maternal Milk,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009151,Pasteurized fonor milk fed,Resistome.txt::Pasteurized Donor Milk,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009152,Formula without cows-milk-based fortifications fed,Resistome.txt::Formula without cows-milk-based fortifications,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009153,Formula with cows-milk-based fortifications fed,Resistome.txt::Formula with cows-milk-based fortifications,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009155,Vitamin A administered,Resistome.txt::Vitamin_A,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009156,Caffeine administered,Resistome.txt::Caffeine,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009157,Iron administered,Resistome.txt::Iron,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009158,Furosemide lasix administered,Resistome.txt::Furosemide_Lasix,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009160,Maternal ampicillin administered time,Resistome.txt::m_ampicillin,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009161,Maternal ceftriaxone administered time,Resistome.txt::m_ceftriaxone,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009162,Maternal azithromycin administered time,Resistome.txt::m_azithromycin,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009163,Maternal amoxicillin administered time,Resistome.txt::m_amoxicillin,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009164,Maternal cefazolin administered time,Resistome.txt::m_cefazolin,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009165,Maternal erythromycin administered time,Resistome.txt::m_erythromycin,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009166,Maternal gentamicin administered time,Resistome.txt::m_gentamicin,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009167,Maternal penicillin administered time,Resistome.txt::m_penicillin,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009168,Maternal vancomycin administered time,Resistome.txt::m_vancomycin,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009169,Maternal clindamycin administered time,Resistome.txt::m_clindamycin,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009170,Maternal cefotaxime administered time,Resistome.txt::m_cefotaxime,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009172,Group B Streptococcus infection,Resistome.txt::GBS,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009173,Pre-eclampsia,Resistome.txt::pre-eclampsia,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009174,Duration of membrane rupture,Resistome.txt::dur_membrane_rupture,"","","","","","",hours,http://purl.obolibrary.org/obo/UO_0000032,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009175,Chorioamnionitis,Resistome.txt::chorioamnionitis,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009176,Antenatal steroids,Resistome.txt::antenatal_steroids,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009177,Necrotizing enterocolitis,Resistome.txt::necrotizing_enterocolitis_status,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009180,Urine infected,Resistome.txt::urine,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009181,Tracheal infected,Resistome.txt::tracheal,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009183,Klebsiella positive,Resistome.txt::Klebsiella_species,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/EUPATH_0009184,Stenotrophomonas maltophilia positive,Resistome.txt::Stenotrophomonas_maltophilia,"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/IAO_0000414,Weight,Resistome.txt::Weight_to_use,"","","","","",EUPATH_0009022,g,http://purl.obolibrary.org/obo/UO_0000021,"","","","","",""
http://purl.obolibrary.org/obo/OBI_0001169,Age,Resistome.txt::Age at sample collection (days),"","","","","","",days,http://purl.obolibrary.org/obo/UO_0000033,"","","","","",""
http://purl.obolibrary.org/obo/OBI_0003071,Subject ID,Resistome.txt::subject_id,"","","","","","","","","",everywhere,"","","",yes
http://purl.obolibrary.org/obo/OBI_0100051,Sample type,Resistome.txt::sample_type,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/PATO_0000047,Sex,Resistome.txt::Sex,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/UBERON_0000061,Host body site,Resistome.txt::body_site,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/UBERON_0000463,Host body product,Resistome.txt::body_product,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/UBERON_0000466,Host body habitat,Resistome.txt::body_habitat,"","","","","","","","","","","","","",""
