"variable","dataFile","codebookDescription","suggested_IRI","suggested_label","parent_in_ontology","parent_IRI","score"
"caseid","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010049","Case ID","Administrative information","http://purl.obolibrary.org/obo/EUPATH_0010035","10.860541"
"caseid","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010049","Case ID","Administrative information","http://purl.obolibrary.org/obo/EUPATH_0010035","10.860541"
"caseid","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010049","Case ID","Administrative information","http://purl.obolibrary.org/obo/EUPATH_0010035","10.860541"
"enroll_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010042","Enrollment date, matched case","Matched case","http://purl.obolibrary.org/obo/EUPATH_0010002","11.350026"
"enroll_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010042","Enrollment date, matched case","Matched case","http://purl.obolibrary.org/obo/EUPATH_0010002","11.350026"
"enroll_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010042","Enrollment date, matched case","Matched case","http://purl.obolibrary.org/obo/EUPATH_0010002","11.350026"
"enroll_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0000151","Enrollment date","Participant study details","http://purl.obolibrary.org/obo/EUPATH_0000307","9.115836"
"enroll_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0000151","Enrollment date","Participant study details","http://purl.obolibrary.org/obo/EUPATH_0000307","9.115836"
"enroll_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0000151","Enrollment date","Participant study details","http://purl.obolibrary.org/obo/EUPATH_0000307","9.115836"
"enroll_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010424","Participant enrolled","Eligibility criteria","http://purl.obolibrary.org/obo/EUPATH_0010036","7.192057"
"enroll_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010424","Participant enrolled","Eligibility criteria","http://purl.obolibrary.org/obo/EUPATH_0010036","7.192057"
"enroll_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010424","Participant enrolled","Eligibility criteria","http://purl.obolibrary.org/obo/EUPATH_0010036","7.192057"
"enroll_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0000091","Visit date","Observation details","http://purl.obolibrary.org/obo/EUPATH_0000310","5.1895905"
"type","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0030002","Study type","Participant study details","http://purl.obolibrary.org/obo/EUPATH_0000307","11.758028"
"type","vida_enrl.csv","","http://purl.obolibrary.org/obo/PATO_0001895","Mating type","Organism under investigation","http://purl.obolibrary.org/obo/EUPATH_0000104","11.758028"
"type","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0030002","Study type","Participant study details","http://purl.obolibrary.org/obo/EUPATH_0000307","11.758028"
"type","vida_enrl.csv","","http://purl.obolibrary.org/obo/PATO_0001895","Mating type","Organism under investigation","http://purl.obolibrary.org/obo/EUPATH_0000104","11.758028"
"type","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0030002","Study type","Participant study details","http://purl.obolibrary.org/obo/EUPATH_0000307","11.758028"
"type","vida_enrl.csv","","http://purl.obolibrary.org/obo/PATO_0001895","Mating type","Organism under investigation","http://purl.obolibrary.org/obo/EUPATH_0000104","11.758028"
"type","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0009016","Pathogen type","Stool microbiology test","http://purl.obolibrary.org/obo/EUPATH_0000724","11.060055"
"type","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0009016","Pathogen type","Stool microbiology test","http://purl.obolibrary.org/obo/EUPATH_0000724","11.060055"
"type","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0009016","Pathogen type","Stool microbiology test","http://purl.obolibrary.org/obo/EUPATH_0000724","11.060055"
"type","vida_enrl.csv","","http://purl.obolibrary.org/obo/ENVO_01000744","Dwelling type","Dwelling characteristics; Dwelling chacteristics","http://purl.obolibrary.org/obo/EUPATH_0000303","10.066183"
"vida_case","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010002","Matched case","Participant","http://purl.obolibrary.org/obo/EUPATH_0000096","6.8585906"
"vida_case","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010049","Case ID","Administrative information","http://purl.obolibrary.org/obo/EUPATH_0010035","6.8585906"
"vida_case","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010002","Matched case","Participant","http://purl.obolibrary.org/obo/EUPATH_0000096","6.8585906"
"vida_case","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010049","Case ID","Administrative information","http://purl.obolibrary.org/obo/EUPATH_0010035","6.8585906"
"vida_case","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010002","Matched case","Participant","http://purl.obolibrary.org/obo/EUPATH_0000096","6.8585906"
"vida_case","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010049","Case ID","Administrative information","http://purl.obolibrary.org/obo/EUPATH_0010035","6.8585906"
"vida_case","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010405","Sex, matched case","Matched case","http://purl.obolibrary.org/obo/EUPATH_0010002","6.1016583"
"vida_case","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010405","Sex, matched case","Matched case","http://purl.obolibrary.org/obo/EUPATH_0010002","6.1016583"
"vida_case","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010405","Sex, matched case","Matched case","http://purl.obolibrary.org/obo/EUPATH_0010002","6.1016583"
"vida_case","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010042","Enrollment date, matched case","Matched case","http://purl.obolibrary.org/obo/EUPATH_0010002","5.495194"
"merck_case","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010002","Matched case","Participant","http://purl.obolibrary.org/obo/EUPATH_0000096","6.8585906"
"merck_case","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010049","Case ID","Administrative information","http://purl.obolibrary.org/obo/EUPATH_0010035","6.8585906"
"merck_case","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010002","Matched case","Participant","http://purl.obolibrary.org/obo/EUPATH_0000096","6.8585906"
"merck_case","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010049","Case ID","Administrative information","http://purl.obolibrary.org/obo/EUPATH_0010035","6.8585906"
"merck_case","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010002","Matched case","Participant","http://purl.obolibrary.org/obo/EUPATH_0000096","6.8585906"
"merck_case","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010049","Case ID","Administrative information","http://purl.obolibrary.org/obo/EUPATH_0010035","6.8585906"
"merck_case","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010405","Sex, matched case","Matched case","http://purl.obolibrary.org/obo/EUPATH_0010002","6.1016583"
"merck_case","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010405","Sex, matched case","Matched case","http://purl.obolibrary.org/obo/EUPATH_0010002","6.1016583"
"merck_case","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010405","Sex, matched case","Matched case","http://purl.obolibrary.org/obo/EUPATH_0010002","6.1016583"
"merck_case","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010042","Enrollment date, matched case","Matched case","http://purl.obolibrary.org/obo/EUPATH_0010002","5.495194"
"agegroup","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010367","Age group","Observation; Human or Animal","http://purl.obolibrary.org/obo/EUPATH_0000738; http://purl.obolibrary.org/obo/EUPATH_0000612","6.6896596"
"agegroup","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010367","Age group","Observation; Human or Animal","http://purl.obolibrary.org/obo/EUPATH_0000738; http://purl.obolibrary.org/obo/EUPATH_0000612","6.6896596"
"agegroup","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010367","Age group","Observation; Human or Animal","http://purl.obolibrary.org/obo/EUPATH_0000738; http://purl.obolibrary.org/obo/EUPATH_0000612","6.6896596"
"age","vida_enrl.csv","","http://purl.obolibrary.org/obo/OBI_0001169","Age; Age at visit; Age (years)","Observation; Observation details; Human or Animal; Sample source","http://purl.obolibrary.org/obo/EUPATH_0000738; http://purl.obolibrary.org/obo/EUPATH_0000310; http://purl.obolibrary.org/obo/EUPATH_0000612; http://purl.obolibrary.org/obo/EUPATH_0000611","14.014554"
"age","vida_enrl.csv","","http://purl.obolibrary.org/obo/OBI_0001169","Age; Age at visit; Age (years)","Observation; Observation details; Human or Animal; Sample source","http://purl.obolibrary.org/obo/EUPATH_0000738; http://purl.obolibrary.org/obo/EUPATH_0000310; http://purl.obolibrary.org/obo/EUPATH_0000612; http://purl.obolibrary.org/obo/EUPATH_0000611","14.014554"
"age","vida_enrl.csv","","http://purl.obolibrary.org/obo/OBI_0001169","Age; Age at visit; Age (years)","Observation; Observation details; Human or Animal; Sample source","http://purl.obolibrary.org/obo/EUPATH_0000738; http://purl.obolibrary.org/obo/EUPATH_0000310; http://purl.obolibrary.org/obo/EUPATH_0000612; http://purl.obolibrary.org/obo/EUPATH_0000611","14.014554"
"age","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015400","Age (months)","Observation; Human or Animal","http://purl.obolibrary.org/obo/EUPATH_0000738; http://purl.obolibrary.org/obo/EUPATH_0000612","12.435234"
"age","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015400","Age (months)","Observation; Human or Animal","http://purl.obolibrary.org/obo/EUPATH_0000738; http://purl.obolibrary.org/obo/EUPATH_0000612","12.435234"
"age","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015400","Age (months)","Observation; Human or Animal","http://purl.obolibrary.org/obo/EUPATH_0000738; http://purl.obolibrary.org/obo/EUPATH_0000612","12.435234"
"age","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0000120","Age at enrollment","Participant study details","http://purl.obolibrary.org/obo/EUPATH_0000307","11.105065"
"age","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0000120","Age at enrollment","Participant study details","http://purl.obolibrary.org/obo/EUPATH_0000307","11.105065"
"age","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0000120","Age at enrollment","Participant study details","http://purl.obolibrary.org/obo/EUPATH_0000307","11.105065"
"age","vida_enrl.csv","","http://www.ebi.ac.uk/efo/EFO_0005056","Age at death","Sample source","http://purl.obolibrary.org/obo/EUPATH_0000611","10.475862"
"gender","vida_enrl.csv","","http://purl.obolibrary.org/obo/PATO_0000047","Sex","Demographics; Participant; Human or Animal; Sample source","http://purl.obolibrary.org/obo/EUPATH_0010981; http://purl.obolibrary.org/obo/EUPATH_0000096; http://purl.obolibrary.org/obo/EUPATH_0000612; http://purl.obolibrary.org/obo/EUPATH_0000611","8.404036"
"gender","vida_enrl.csv","","http://purl.obolibrary.org/obo/PATO_0000047","Sex","Demographics; Participant; Human or Animal; Sample source","http://purl.obolibrary.org/obo/EUPATH_0010981; http://purl.obolibrary.org/obo/EUPATH_0000096; http://purl.obolibrary.org/obo/EUPATH_0000612; http://purl.obolibrary.org/obo/EUPATH_0000611","8.404036"
"gender","vida_enrl.csv","","http://purl.obolibrary.org/obo/PATO_0000047","Sex","Demographics; Participant; Human or Animal; Sample source","http://purl.obolibrary.org/obo/EUPATH_0010981; http://purl.obolibrary.org/obo/EUPATH_0000096; http://purl.obolibrary.org/obo/EUPATH_0000612; http://purl.obolibrary.org/obo/EUPATH_0000611","8.404036"
"gender","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010405","Sex, matched case","Matched case","http://purl.obolibrary.org/obo/EUPATH_0010002","7.605333"
"gender","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010405","Sex, matched case","Matched case","http://purl.obolibrary.org/obo/EUPATH_0010002","7.605333"
"gender","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010405","Sex, matched case","Matched case","http://purl.obolibrary.org/obo/EUPATH_0010002","7.605333"
"dob","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010406","Birth date, matched case","Matched case","http://purl.obolibrary.org/obo/EUPATH_0010002","7.605333"
"dob","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010406","Birth date, matched case","Matched case","http://purl.obolibrary.org/obo/EUPATH_0010002","7.605333"
"dob","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010406","Birth date, matched case","Matched case","http://purl.obolibrary.org/obo/EUPATH_0010002","7.605333"
"dob","vida_enrl.csv","","http://www.ebi.ac.uk/efo/EFO_0004950","Birth date","Demographics; Participant","http://purl.obolibrary.org/obo/EUPATH_0010981; http://purl.obolibrary.org/obo/EUPATH_0000096","4.770819"
"dob","vida_enrl.csv","","http://www.ebi.ac.uk/efo/EFO_0004950","Birth date","Demographics; Participant","http://purl.obolibrary.org/obo/EUPATH_0010981; http://purl.obolibrary.org/obo/EUPATH_0000096","4.770819"
"dob","vida_enrl.csv","","http://www.ebi.ac.uk/efo/EFO_0004950","Birth date","Demographics; Participant","http://purl.obolibrary.org/obo/EUPATH_0010981; http://purl.obolibrary.org/obo/EUPATH_0000096","4.770819"
"f2_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015440","Registration date","Administrative information","http://purl.obolibrary.org/obo/EUPATH_0010035","12.746477"
"f2_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015440","Registration date","Administrative information","http://purl.obolibrary.org/obo/EUPATH_0010035","12.746477"
"f2_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015440","Registration date","Administrative information","http://purl.obolibrary.org/obo/EUPATH_0010035","12.746477"
"f2_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010995","Hospitalized","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","6.6589236"
"f2_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010995","Hospitalized","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","6.6589236"
"f2_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010995","Hospitalized","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","6.6589236"
"f2_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010407","Qualified as DSS resident","Eligibility criteria","http://purl.obolibrary.org/obo/EUPATH_0010036","5.3802776"
"f2_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010407","Qualified as DSS resident","Eligibility criteria","http://purl.obolibrary.org/obo/EUPATH_0010036","5.3802776"
"f2_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010407","Qualified as DSS resident","Eligibility criteria","http://purl.obolibrary.org/obo/EUPATH_0010036","5.3802776"
"f2_date","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0000091","Visit date","Observation details","http://purl.obolibrary.org/obo/EUPATH_0000310","5.1895905"
"f2_cluster","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015440","Registration date","Administrative information","http://purl.obolibrary.org/obo/EUPATH_0010035","7.556887"
"f2_cluster","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015440","Registration date","Administrative information","http://purl.obolibrary.org/obo/EUPATH_0010035","7.556887"
"f2_cluster","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015440","Registration date","Administrative information","http://purl.obolibrary.org/obo/EUPATH_0010035","7.556887"
"f2_cluster","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010995","Hospitalized","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","6.6589236"
"f2_cluster","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010995","Hospitalized","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","6.6589236"
"f2_cluster","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010995","Hospitalized","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","6.6589236"
"f2_cluster","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010407","Qualified as DSS resident","Eligibility criteria","http://purl.obolibrary.org/obo/EUPATH_0010036","5.3802776"
"f2_cluster","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010407","Qualified as DSS resident","Eligibility criteria","http://purl.obolibrary.org/obo/EUPATH_0010036","5.3802776"
"f2_cluster","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010407","Qualified as DSS resident","Eligibility criteria","http://purl.obolibrary.org/obo/EUPATH_0010036","5.3802776"
"f2_cluster","vida_enrl.csv","","http://purl.obolibrary.org/obo/PATO_0000047","Sex","Demographics; Participant; Human or Animal; Sample source","http://purl.obolibrary.org/obo/EUPATH_0010981; http://purl.obolibrary.org/obo/EUPATH_0000096; http://purl.obolibrary.org/obo/EUPATH_0000612; http://purl.obolibrary.org/obo/EUPATH_0000611","2.616727"
"f2_age","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015440","Registration date","Administrative information","http://purl.obolibrary.org/obo/EUPATH_0010035","7.556887"
"f2_age","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015440","Registration date","Administrative information","http://purl.obolibrary.org/obo/EUPATH_0010035","7.556887"
"f2_age","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015440","Registration date","Administrative information","http://purl.obolibrary.org/obo/EUPATH_0010035","7.556887"
"f2_age","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010995","Hospitalized","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","6.6589236"
"f2_age","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010995","Hospitalized","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","6.6589236"
"f2_age","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010995","Hospitalized","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","6.6589236"
"f2_age","vida_enrl.csv","","http://purl.obolibrary.org/obo/OBI_0001169","Age; Age at visit; Age (years)","Observation; Observation details; Human or Animal; Sample source","http://purl.obolibrary.org/obo/EUPATH_0000738; http://purl.obolibrary.org/obo/EUPATH_0000310; http://purl.obolibrary.org/obo/EUPATH_0000612; http://purl.obolibrary.org/obo/EUPATH_0000611","6.0372376"
"f2_age","vida_enrl.csv","","http://purl.obolibrary.org/obo/OBI_0001169","Age; Age at visit; Age (years)","Observation; Observation details; Human or Animal; Sample source","http://purl.obolibrary.org/obo/EUPATH_0000738; http://purl.obolibrary.org/obo/EUPATH_0000310; http://purl.obolibrary.org/obo/EUPATH_0000612; http://purl.obolibrary.org/obo/EUPATH_0000611","6.0372376"
"f2_age","vida_enrl.csv","","http://purl.obolibrary.org/obo/OBI_0001169","Age; Age at visit; Age (years)","Observation; Observation details; Human or Animal; Sample source","http://purl.obolibrary.org/obo/EUPATH_0000738; http://purl.obolibrary.org/obo/EUPATH_0000310; http://purl.obolibrary.org/obo/EUPATH_0000612; http://purl.obolibrary.org/obo/EUPATH_0000611","6.0372376"
"f2_age","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0000579","Age (days)","Observation; Human or Animal","http://purl.obolibrary.org/obo/EUPATH_0000738; http://purl.obolibrary.org/obo/EUPATH_0000612","5.8161435"
"f2_gender","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015440","Registration date","Administrative information","http://purl.obolibrary.org/obo/EUPATH_0010035","7.556887"
"f2_gender","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015440","Registration date","Administrative information","http://purl.obolibrary.org/obo/EUPATH_0010035","7.556887"
"f2_gender","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015440","Registration date","Administrative information","http://purl.obolibrary.org/obo/EUPATH_0010035","7.556887"
"f2_gender","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010995","Hospitalized","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","6.6589236"
"f2_gender","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010995","Hospitalized","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","6.6589236"
"f2_gender","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010995","Hospitalized","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","6.6589236"
"f2_gender","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010407","Qualified as DSS resident","Eligibility criteria","http://purl.obolibrary.org/obo/EUPATH_0010036","5.3802776"
"f2_gender","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010407","Qualified as DSS resident","Eligibility criteria","http://purl.obolibrary.org/obo/EUPATH_0010036","5.3802776"
"f2_gender","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010407","Qualified as DSS resident","Eligibility criteria","http://purl.obolibrary.org/obo/EUPATH_0010036","5.3802776"
"f2_gender","vida_enrl.csv","","http://purl.obolibrary.org/obo/PATO_0000047","Sex","Demographics; Participant; Human or Animal; Sample source","http://purl.obolibrary.org/obo/EUPATH_0010981; http://purl.obolibrary.org/obo/EUPATH_0000096; http://purl.obolibrary.org/obo/EUPATH_0000612; http://purl.obolibrary.org/obo/EUPATH_0000611","2.616727"
"f2_hosp","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015440","Registration date","Administrative information","http://purl.obolibrary.org/obo/EUPATH_0010035","7.556887"
"f2_hosp","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015440","Registration date","Administrative information","http://purl.obolibrary.org/obo/EUPATH_0010035","7.556887"
"f2_hosp","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0015440","Registration date","Administrative information","http://purl.obolibrary.org/obo/EUPATH_0010035","7.556887"
"f2_hosp","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010995","Hospitalized","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","6.6589236"
"f2_hosp","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010995","Hospitalized","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","6.6589236"
"f2_hosp","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010995","Hospitalized","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","6.6589236"
"f2_hosp","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010407","Qualified as DSS resident","Eligibility criteria","http://purl.obolibrary.org/obo/EUPATH_0010036","5.3802776"
"f2_hosp","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010407","Qualified as DSS resident","Eligibility criteria","http://purl.obolibrary.org/obo/EUPATH_0010036","5.3802776"
"f2_hosp","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010407","Qualified as DSS resident","Eligibility criteria","http://purl.obolibrary.org/obo/EUPATH_0010036","5.3802776"
"f2_hosp","vida_enrl.csv","","http://purl.obolibrary.org/obo/PATO_0000047","Sex","Demographics; Participant; Human or Animal; Sample source","http://purl.obolibrary.org/obo/EUPATH_0010981; http://purl.obolibrary.org/obo/EUPATH_0000096; http://purl.obolibrary.org/obo/EUPATH_0000612; http://purl.obolibrary.org/obo/EUPATH_0000611","2.616727"
"f2_loose_stools","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010533","Loose stools in day","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","9.1684675"
"f2_loose_stools","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010533","Loose stools in day","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","9.1684675"
"f2_loose_stools","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010533","Loose stools in day","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","9.1684675"
"f2_loose_stools","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010240","Max loose stools per day","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","8.339571"
"f2_loose_stools","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010240","Max loose stools per day","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","8.339571"
"f2_loose_stools","vida_enrl.csv","","http://purl.obolibrary.org/obo/EUPATH_0010240","Max loose stools per day","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","8.339571"
