colOrder,variable,dataFile,IRI,label,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,notesForOnt,repeated,is_temporal,mergeKey,dataSet,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth
17,interview0::int_0_q1f,interview0,,Antenatal care visits count in this facility,How many times did you visit THIS facility to receive antenatal care for this pregnancy before today (excluding current visit)?,Participant,http://purl.obolibrary.org/obo/EUPATH_0047002,'Antenatal and postnatal care,,,variable,new term,yes,,,PPFP Choices KenyaPP,,,,,,,,
18,interview0::int_0_q2,interview0,http://purl.obolibrary.org/obo/OMRSE_00002045,'Education level,What is the highest level of school you completed?,Participant,,,What is the highest level of school you completed?,"0=No formal schooling, 1=Primary, 2=Secondary, 3=Post-secondary",variable,,,,,PPFP Choices KenyaPP,,,,,,,,
19,interview0::int_0_q3,interview0,http://purl.obolibrary.org/obo/APOLLO_SV_00000570,Employment status,Are you currently employed?,Participant,,,Are you currently employed?,"0=No, 1=Yes",variable,,,,,PPFP Choices KenyaPP,,,,,,,,
20,interview0::int_0_q4,interview0,http://purl.obolibrary.org/obo/EUPATH_0000374,Marital status,"Are you currently married, or living together with a man as if married?",Participant,,,"Are you currently married, or living together with a man as if married?","0=Not in a union, 1=Yes, currently married, 2=Yes, currently living with a man, 3=In a steady relationship but not married or living together",variable,,yes,,,PPFP Choices KenyaPP,,,,,,,,
21,interview0::int_0_q5,interview0,,Partner residing with you,Is your husband/partner living with you now or is he staying elsewhere?,Participant,http://purl.obolibrary.org/obo/EUPATH_0010037,'Individuals related to participant,Is your husband/partner living with you now or is he staying elsewhere?,"0=Living with me, 1=Staying elsewhere",variable,new term,,,,PPFP Choices KenyaPP,,,,,,,,
22,interview0::int_0_q6,interview0,,Partner currently employed,Is your husband/partner currently employed?,Participant,http://purl.obolibrary.org/obo/EUPATH_0010037,'Individuals related to participant,Is your husband/partner currently employed?,"0=No, 1=Yes",variable,new term,,,,PPFP Choices KenyaPP,,,,,,,,
23,interview0::int_0_q7,interview0,http://purl.obolibrary.org/obo/EUPATH_0048278,Religion,What is your religion?,Participant,,,What is your religion?,"0=None, 1=Muslim, 2=Christian, 3=Catholic, 77=Other",variable,,,,,PPFP Choices KenyaPP,,,,,,,,
24,interview0::pp_del_q7other,interview0,,Other religion specified,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,Other religion specify,,variable,new term,,,,PPFP Choices KenyaPP,,,,,,,,
25,interview0::int_0_q8,interview0,,"Payment source for antenatal care, delivery and postnatal care","How are you planning to pay for your antenatal care, delivery and postnatal care?",Participant,http://purl.obolibrary.org/obo/EUPATH_0047002,'Antenatal and postnatal care,"How are you planning to pay for your antenatal care, delivery and postnatal care?","0=Out of pocket, 1=Government insurance, 5=Private insurance, 6=NHIF, 7=Free Maternity Care/Linda Mama, 77=Other",variable,new term,,,,PPFP Choices KenyaPP,,,,,,,,
26,interview0::pp_del_q8other,interview0,,"Other payment source for antenatal care, delivery and postnatal care specified",,Participant,http://purl.obolibrary.org/obo/EUPATH_0047002,'Antenatal and postnatal care,Other specify,,variable,new term,,,,PPFP Choices KenyaPP,,,,,,,,
27,interview0::int_0_q9,interview0,,Pregnancies count,"Including this pregnancy, how many times have you been pregnant in your lifetime, irrespective of the outcome of the pregnancy?",Participant,http://purl.obolibrary.org/obo/ONTONEO_00000225,Obstetric history,"Including this pregnancy, how many times have you been pregnant in your lifetime, irrespective of the outcome of the pregnancy?",99=refused to answer,variable,new term,,,,PPFP Choices KenyaPP,,,,,,,,
28,interview0::int_0_q11_months,interview0,,Age (months) of youngest biological child,How old is your youngest child that you gave birth to?  (months),Participant,http://purl.obolibrary.org/obo/EUPATH_0010037,'Individuals related to participant,How old is your youngest child that you gave birth to?  (months),,variable,new term,,,,PPFP Choices KenyaPP,months,,,,,,,
29,interview0::int_0_q11_years,interview0,,Age (years) of youngest biological child,How old is your youngest child that you gave birth to?  (years),Participant,http://purl.obolibrary.org/obo/EUPATH_0010037,'Individuals related to participant,How old is your youngest child that you gave birth to?  (years),,variable,new term,,,,PPFP Choices KenyaPP,years,,,,,,,
30,interview0::int_0_q12,interview0,http://purl.obolibrary.org/obo/EUPATH_0020217,'Transit to health facility,How did you get to this facility today?,Household,,,How did you get to this facility today?,"0=Ambulance, 1=Minibus/Matatu, 2=Own car, 3=Walked, 5=Motorcycle, 6=Special Hire Taxi, 9=Rented/Borrowed Car, 10=Tuk tuk, 77=Other",variable,,yes,,,PPFP Choices KenyaPP,,,,,,,,
31,interview0::int_0_q12other,interview0,,Other transit to health facility specified,,Household,http://purl.obolibrary.org/obo/EUPATH_0010032,Dwelling environment,Other specify,,variable,new term,yes,,,PPFP Choices KenyaPP,,,,,,,,
32,interview0::pp_del_q13mins,interview0,http://purl.obolibrary.org/obo/EUPATH_0021236,'Transit time to health facility,,Household,,,How long did it take you to get to this health facility today (mins),,variable,,yes,,,PPFP Choices KenyaPP,minutes,,,,,,,
33,interview0::pp_del_q13hours,interview0,http://purl.obolibrary.org/obo/EUPATH_0021236,'Transit time to health facility,,Household,,,How long did it take you to get to this health facility today (hours),,variable,,yes,,,PPFP Choices KenyaPP,,,,,,,,
34,interview0::int_0_q14a,interview0,,Wanted pregnancy,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,"At the time that you found out about this pregnancy, even if you changed your mind afterwards, did you want this pregnancy now, earlier, later or not at all?","0=Now, 1=Earlier, 2=Later, 3=Not at all, 88=Not sure",variable,new term,yes,,,PPFP Choices KenyaPP,,,,,,,,
35,interview0::int_0_q14bmonths,interview0,,Wanted pregnancy after how long,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,How many months or years later would you have wanted to become pregnant? Months,,variable,,,,,PPFP Choices KenyaPP,months,,,,,,,
36,interview0::int_0_q14byears,interview0,,Wanted pregnancy after how long,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,How many months or years later would you have wanted to become pregnant? Years,,variable,,,,,PPFP Choices KenyaPP,,,,,,,,
37,interview0::int_0_q14c,interview0,,Want another child,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Would you like to have another child after the delivery of this child?,"0=No, 1=Yes, 2=It is up to God, 88=Don't know/Don't remember",variable,new term,yes,,,PPFP Choices KenyaPP,,,,,,,,
38,interview0::int_0_q15,interview0,,When want another child,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,"When would you like to become pregnant again after giving
birth?","44=Knows month and year, 0=Never, 1=My husband will decide, 2=Up to God, 3=My family will decide, 88=Don't know/Don't remember",variable,new term,yes,,,PPFP Choices KenyaPP,,,,,,,,
39,interview0::pp_del_q15month,interview0,,When to become pregnant again,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,When to become pregnant again: Months,,variable,,yes,,,PPFP Choices KenyaPP,months,,,,,,,
40,interview0::pp_del_q15year,interview0,,When to become pregnant again,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,When to become pregnant again: Years,,variable,,yes,,,PPFP Choices KenyaPP,,,,,,,,
41,interview0::int_0_q16,interview0,,Healthcare provider for ANC,What kind of health care provider was the MAIN provider who attended to you today during your antenatal care consultation?,Participant,http://purl.obolibrary.org/obo/EUPATH_0047002,'Antenatal and postnatal care,What kind of health care provider was the MAIN provider who attended to you today during your antenatal care consultation?,"1=Doctor, 2=Obgyn, 3=Nurse, 4=Midwife
5=Clinical Officer, 77=Other, 88=Don't know/Don't remember",variable,new term,,,,PPFP Choices KenyaPP,,,,,,,,
42,interview0::int_0_q16other,interview0,,Other healthcare provider for ANC specified,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047002,'Antenatal and postnatal care,Other specify,,variable,new term,,,,PPFP Choices KenyaPP,,,,,,,,
43,interview0::int_0_q17,interview0,,ANC without being seen by other people,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047002,'Antenatal and postnatal care,"Was your antenatal care consultation provided without you and the healthcare provider(s) being seen by other people, for example behind a screen?","0=No, 1=Yes, 88=Don't know/Don't remember",variable,new term,,,,PPFP Choices KenyaPP,,,,,,,,
44,interview0::int_0_q18,interview0,,ANC without being heard by other people,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047002,'Antenatal and postnatal care,Was your antenatal care consultation provided without you and the healthcare provider(s) being heard by other people?,"0=No, 1=Yes, 88=Don't know/Don't remember",variable,new term,,,,PPFP Choices KenyaPP,,,,,,,,
45,interview0::int_0_q19,interview0,,Comfortable with provider,"Overall, on a scale of 1 to 5, with 1 being least comfortable and 5 being most comfortable, how comfortable were you with the health care provider?",Participant,http://purl.obolibrary.org/obo/EUPATH_0047002,'Antenatal and postnatal care,"Overall, on a scale of 1 to 5, with 1 being least comfortable and 5 being most comfortable, how comfortable were you with the health care provider?","1=1, 2=2, 3=3, 4=4, 5=5, 88=Don't know/Don't remember, 99=Refused to answer",variable,new term,,,,PPFP Choices KenyaPP,,,,,,,,
46,interview0::int_0_q20,interview0,,Provider listened to concerns,"On a scale of 1 to 5, with 1 being very poorly and 5 being very well, how well did the health care provider listen to your questions and concerns?",Participant,http://purl.obolibrary.org/obo/EUPATH_0047002,'Antenatal and postnatal care,"On a scale of 1 to 5, with 1 being very poorly and 5 being very well, how well did the health care provider listen to your questions and concerns?","1=1, 2=2, 3=3, 4=4, 5=5, 88=Don't know/Don't remember, 99=Refused to answer",variable,new term,,,,PPFP Choices KenyaPP,,,,,,,,
47,interview0::int_0_q21,interview0,,Recommend ANC provider,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047002,'Antenatal and postnatal care,Would you recommend the healthcare provider you saw today to a friend?,"0=No, 1=Yes, 88=Don't know/Don't remember, 99=Refused to answer",variable,new term,,,,PPFP Choices KenyaPP,,,,,,,,
48,interview0::int_0_q22,interview0,,Choose same ANC for next pregnancy,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047002,'Antenatal and postnatal care,"If you were to become pregnant again, would you choose the same type of antenatal care for your next pregnancy","0=No, 1=Yes, 88=Don't know/Don't remember, 99=Refused to answer",variable,new term,,,,PPFP Choices KenyaPP,,,,,,,,
49,interview0::int_0_q23,interview0,,Provider asked about desire for more children,Did the healthcare provider ask if or when you wanted to have children after this pregnancy?,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Did the healthcare provider ask if or when you wanted to have children after this pregnancy?,"0=No, 1=Yes, 88=Don't know/Don't remember",variable,new term,,,,PPFP Choices KenyaPP,,,,,,,,
50,interview0::int_0_q24,interview0,,Provider counseled on family planning,Did the healthcare provider counsel you on family planning at this visit?,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Did the healthcare provider counsel you on family planning at this visit?,"0=No, 1=Yes, 88=Don't know/Don't remember",variable,new term,,,,PPFP Choices KenyaPP,,,,,,,,
,,,,FP method discussed by ANC provider,"During this antenatal care visit, what family planning methods did the healthcare provider or providers discuss with you?",Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,,,multifilter,"new multifilter term under ""Family planning""",,,,,,,,,,,,
51,interview0::int_0_q25___1,interview0,,Combined pill,,Participant,,FP method discussed by ANC provider,"During this antenatal care visit, what family planning methods did the healthcare provider or providers discuss with you? Combined pill",,value,,,,,PPFP Choices KenyaPP,,,,,,,,
52,interview0::int_0_q25___2,interview0,,Progestin only pill,,Participant,,FP method discussed by ANC provider,"During this antenatal care visit, what family planning methods did the healthcare provider or providers discuss with you?  Progestine only pill",,value,,,,,PPFP Choices KenyaPP,,,,,,,,
53,interview0::int_0_q25___3,interview0,,Male condom,,Participant,,FP method discussed by ANC provider,"During this antenatal care visit, what family planning methods did the healthcare provider or providers discuss with you? Male condom",,value,,,,,PPFP Choices KenyaPP,,,,,,,,
54,interview0::int_0_q25___4,interview0,,Female condom,,Participant,,FP method discussed by ANC provider,"During this antenatal care visit, what family planning methods did the healthcare provider or providers discuss with you? Female condom",,value,,,,,PPFP Choices KenyaPP,,,,,,,,
55,interview0::int_0_q25___5,interview0,,IUD,,Participant,,FP method discussed by ANC provider,"During this antenatal care visit, what family planning methods did the healthcare provider or providers discuss with you? IUD",,value,,,,,PPFP Choices KenyaPP,,,,,,,,
56,interview0::int_0_q25___6,interview0,,Injectables,,Participant,,FP method discussed by ANC provider,"During this antenatal care visit, what family planning methods did the healthcare provider or providers discuss with you? Injectables",,value,,,,,PPFP Choices KenyaPP,,,,,,,,
57,interview0::int_0_q25___7,interview0,,Implant,,Participant,,FP method discussed by ANC provider,"During this antenatal care visit, what family planning methods did the healthcare provider or providers discuss with you? Implant",,value,,,,,PPFP Choices KenyaPP,,,,,,,,
58,interview0::int_0_q25___8,interview0,,Breastfeeding,,Participant,,FP method discussed by ANC provider,"During this antenatal care visit, what family planning methods did the healthcare provider or providers discuss with you? Breastfeeding",,value,,,,,PPFP Choices KenyaPP,,,,,,,,
59,interview0::int_0_q25___9,interview0,,Male sterilization,,Participant,,FP method discussed by ANC provider,"During this antenatal care visit, what family planning methods did the healthcare provider or providers discuss with you? Male sterilization",,value,,,,,PPFP Choices KenyaPP,,,,,,,,
60,interview0::int_0_q25___10,interview0,,Female sterilization,,Participant,,FP method discussed by ANC provider,"During this antenatal care visit, what family planning methods did the healthcare provider or providers discuss with you? Female sterilization",,value,,,,,PPFP Choices KenyaPP,,,,,,,,
61,interview0::int_0_q25___11,interview0,,Emergency contraception,,Participant,,FP method discussed by ANC provider,"During this antenatal care visit, what family planning methods did the healthcare provider or providers discuss with you? Emergency contraception",,value,,,,,PPFP Choices KenyaPP,,,,,,,,
62,interview0::int_0_q25___77,interview0,,Other,,Participant,,FP method discussed by ANC provider,"During this antenatal care visit, what family planning methods did the healthcare provider or providers discuss with you? Other",,value,,,,,PPFP Choices KenyaPP,,,,,,,,
63,interview0::int_0_q25___88,interview0,,Don't know/don't remember,,Participant,,FP method discussed by ANC provider,"During this antenatal care visit, what family planning methods did the healthcare provider or providers discuss with you? Don't know/don't remember",,value,,,,,PPFP Choices KenyaPP,,,,,,,,
64,interview0::int_0_q25other,interview0,,Other FP method discussed by ANC provider specified,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Other specify,,variable,new term,,,,PPFP Choices KenyaPP,,,,,,,,
65,interview0::int_0_q26,interview0,,FP counseling on previous visits ,Did the healthcare provider counsel you on family planning in previous visits to this health facility?,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Did the healthcare provider counsel you on family planning in previous visits to this health facility?,"0=No, 1=Yes, 88=Don't know/Don't remember",variable,new term,,,,PPFP Choices KenyaPP,,,,,,,,
66,interview0::int_0_q27a,interview0,,Provider talked about reasons for spacing ,Did the healthcare provider talk to you about the reasons for spacing or waiting to have your next pregnancy?,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Did the healthcare provider talk to you about the reasons for spacing or waiting to have your next pregnancy?,"0=No, 1=Yes, 88=Don't know/Don't remember",variable,new term,,,,PPFP Choices KenyaPP,,,,,,,,
67,interview0::int_0_27b_months,interview0,,Provider suggestion for how long to wait until next pregnancy,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,How long did the provider suggest you wait to become pregnant again? Months,,variable,,,,,PPFP Choices KenyaPP,months,,,,,,,
68,interview0::int_0_27b_years,interview0,,Provider suggestion for how long to wait until next pregnancy,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,How long did the provider suggest you wait to become pregnant again? Years,44= did not suggest a period,variable,,,,,PPFP Choices KenyaPP,,,,,,,,
69,interview0::int_0_q28,interview0,,Provider discussed postpartum fertility,Did the healthcare provider tell you about when you might become fertile again after you have given birth?,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Did the healthcare provider tell you about when you might become fertile again after you have given birth?,"0=No, 1=Yes, 88=Don't know/Don't remember",variable,new term,,,,PPFP Choices KenyaPP,,,,,,,,
70,interview0::int_0_q28b_weeks,interview0,,Postpartum fertility return,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,How many weeks or months after you have given birth did the provider tell you might become fertile again? (weeks),,variable,,,,,PPFP Choices KenyaPP,,,,,,,,
71,interview0::int_0_q28b_months,interview0,,Postpartum fertility return,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,How many weeks or months after you have given birth did the provider tell you might become fertile again? (months),,variable,,,,,PPFP Choices KenyaPP,months,,,,,,,
72,interview0::int_0_q28b_years,interview0,,Postpartum fertility return,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,How many weeks or months after you have given birth did the provider tell you might become fertile again? (years),44= did not suggest a period,variable,,,,,PPFP Choices KenyaPP,,,,,,,,
73,interview0::int_0_q29,interview0,,Provider asked whether FP planned after delivery,Did the healthcare provider ask if you planned to use a family planning method immediately after delivery?,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Did the healthcare provider ask if you planned to use a family planning method immediately after delivery?,"0=No, 1=Yes, 88=Don't know/Don't remember",variable,new term,,,,PPFP Choices KenyaPP,,,,,,,,
74,interview0::int_0_q30,interview0,,Provider asked which FP planned after delivery,Did the health care provider ask you which family planning method(s) you chose to use after delivery?,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Did the health care provider ask you which family planning method(s) you chose to use after delivery?,"0=No, 1=Yes, 88=Don't know/Don't remember",variable,new term,,,,PPFP Choices KenyaPP,,,,,,,,
75,interview0::int_0_q31,interview0,,FP discussion without being seen by other people,"When the health care provider talked with you about these topics, did the healthcare provider talk with you without being seen by other people, for example behind a screen?",Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,"When the health care provider talked with you about these topics, did the healthcare provider talk with you without being seen by other people, for example behind a screen?","0=No, 1=Yes, 88=Don't know/Don't remember",variable,new term,,,,PPFP Choices KenyaPP,,,,,,,,
76,interview0::int_0_q32,interview0,,FP discussion without being heard by other people,"When the health care provider talked with you about these topics, did the healthcare provider talk with you without being heard by other people?",Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,"When the health care provider talked with you about these topics, did the healthcare provider talk with you without being heard by other people?","0=No, 1=Yes, 88=Don't know/Don't remember",variable,new term,,,,PPFP Choices KenyaPP,,,,,,,,
77,interview0::int_0_q33,interview0,,Plan to initate FP at childbirth facility,Do you plan to initiate use of a method of family planning while you are at the facility for your childbirth visit?,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Do you plan to initiate use of a method of family planning while you are at the facility for your childbirth visit?,"0=No, 1=Yes, 88=Don't know/Don't remember",variable,new term,,,,PPFP Choices KenyaPP,,,,,,,,
,,,,FP method planned to initiate at childbirth facility,Which family planning method do you plan to start using while you are at the facility for your childbirth visit?,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,,,multifilter,"new multifilter term under ""Family planning""",,,,,,,,,,,,
78,interview0::int_0_q34___1,interview0,,Combined pill,,Participant,,FP method planned to initiate at childbirth facility,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
79,interview0::int_0_q34___2,interview0,,Progestin only pill,,Participant,,FP method planned to initiate at childbirth facility,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
80,interview0::int_0_q34___3,interview0,,Male condom,,Participant,,FP method planned to initiate at childbirth facility,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
81,interview0::int_0_q34___4,interview0,,Female condom,,Participant,,FP method planned to initiate at childbirth facility,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
82,interview0::int_0_q34___5,interview0,,IUD,,Participant,,FP method planned to initiate at childbirth facility,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
83,interview0::int_0_q34___6,interview0,,Injectables,,Participant,,FP method planned to initiate at childbirth facility,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
84,interview0::int_0_q34___7,interview0,,Implant,,Participant,,FP method planned to initiate at childbirth facility,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
85,interview0::int_0_q34___8,interview0,,Breastfeeding,,Participant,,FP method planned to initiate at childbirth facility,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
86,interview0::int_0_q34___9,interview0,,Male sterilization,,Participant,,FP method planned to initiate at childbirth facility,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
87,interview0::int_0_q34___10,interview0,,Female sterilization,,Participant,,FP method planned to initiate at childbirth facility,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
88,interview0::int_0_q34___11,interview0,,Emergency contraception,,Participant,,FP method planned to initiate at childbirth facility,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
89,interview0::int_0_q34___12,interview0,,Avoid sex,,Participant,,FP method planned to initiate at childbirth facility,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
90,interview0::int_0_q34___77,interview0,,Other,,Participant,,FP method planned to initiate at childbirth facility,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
91,interview0::int_0_q34___88,interview0,,Don't know/don't remember,,Participant,,FP method planned to initiate at childbirth facility,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
92,interview0::int_0_q34___99,interview0,,Refused to answer,,Participant,,FP method planned to initiate at childbirth facility,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
93,interview0::int_0_q34a_other,interview0,,Other FP method planned to initiate at childbirth facility specified,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Other specify,,variable,new term,,,,PPFP Choices KenyaPP,,,,,,,,
,,,,How to use breastfeeding to prevent pregnancy,Please tell me how breastfeeding must be performed to prevent pregnancy.,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,,,multifilter,"new multifilter term under ""Family planning""",,,,,,,,,,,,
94,interview0::int_0_q34b___0,interview0,,Breastfeeding ,,Participant,,How to use breastfeeding to prevent pregnancy,Can you tell me what you mean when you say you will use breastfeeding? Please tell me how breastfeeding must be performed to prevent pregnancy.,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
95,interview0::int_0_q34b___1,interview0,,Infant is <6 months old,,Participant,,How to use breastfeeding to prevent pregnancy,Can you tell me what you mean when you say you will use breastfeeding? Please tell me how breastfeeding must be performed to prevent pregnancy.,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
96,interview0::int_0_q34b___2,interview0,,Menses not returned,,Participant,,How to use breastfeeding to prevent pregnancy,Can you tell me what you mean when you say you will use breastfeeding? Please tell me how breastfeeding must be performed to prevent pregnancy.,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
97,interview0::int_0_q34b___3,interview0,,Exclusively breastfeeding,,Participant,,How to use breastfeeding to prevent pregnancy,Can you tell me what you mean when you say you will use breastfeeding? Please tell me how breastfeeding must be performed to prevent pregnancy.,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
98,interview0::int_0_q34b___77,interview0,,Other,,Participant,,How to use breastfeeding to prevent pregnancy,Can you tell me what you mean when you say you will use breastfeeding? Please tell me how breastfeeding must be performed to prevent pregnancy.,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
100,interview0::int_0_q34c,interview0,,Plan to use other FP method after breastfeeding,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Do you plan to use any other family planning method when you are no longer able to use breastfeeding as a family planning method?,"0=No, 1=Yes, 99=Refused to answer",variable,new term,,,,PPFP Choices KenyaPP,,,,,,,,
,,,,FP method planned after breastfeeding,What family planning method do you plan to use after using breastfeeding to prevent pregnancy?,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,,,multifilter,"new multifilter term under ""Family planning""",,,,,,,,,,,,
101,interview0::int_0_q34d___1,interview0,,Combined pill,,Participant,,FP method planned after breastfeeding,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
102,interview0::int_0_q34d___2,interview0,,Progestin only pill,,Participant,,FP method planned after breastfeeding,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
103,interview0::int_0_q34d___3,interview0,,Male condom,,Participant,,FP method planned after breastfeeding,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
104,interview0::int_0_q34d___4,interview0,,Female condom,,Participant,,FP method planned after breastfeeding,,,value,,,,,PPFP Choices KenyaPP,,,,,,,,
