variable	variable2	values	mappedTerm
vil_ck4	vil_ck4	14	Solomoni
vil_ck4	vil_ck4	15	Temani
vil_ck4	vil_ck4	16	Zimphonje
vil_ck4	vil_ck4	17	Mtiza
vil_ck4	vil_ck4	18	Ntefula
vil_ck4	vil_ck4	19	Mazongoza
vil_ck4	vil_ck4	20	Mwansambo
vil_ck4	vil_ck4	21	Thanganyika
vil_ck4	vil_ck4	22	Samama
vil_ck4	vil_ck4	23	Kuntasa
vil_ck4	vil_ck4	24	Che Zimba
vil_ck4	vil_ck4	25	
vil_ck4	vil_ck4	26	
vil_ck4	vil_ck4	27	
vil_ck4	vil_ck4	28	
vil_ck4	vil_ck4	29	
vil_ck4	vil_ck4	30	
vil_ck4	vil_ck4	31	
vil_ck4	vil_ck4	32	
vil_ck4	vil_ck4	33	
vil_ck4	vil_ck4	34	
vil_ck4	vil_ck4	35	
vil_ck4	vil_ck4	36	
vil_ck4	vil_ck4	37	
vil_ck5	vil_ck5	1	Kameza
vil_ck5	vil_ck5	2	Malola Yard
vil_ck5	vil_ck5	3	Mdala/Chatha
vil_ck5	vil_ck5	4	Singano DCA lines
vil_ck5	vil_ck5	5	Singano Police Quarters
cl_zone	cl_zone	-9	Unknown
cl_zone	cl_zone	1	Zone 1
cl_zone	cl_zone	2	Zone 2
cl_zone	cl_zone	3	Zone 3
cl_zone	cl_zone	4	Zone 4
cl_zone	cl_zone	5	Zone 5
vil_cl1	vil_cl1	1	Chemusa 4 square
vil_cl1	vil_cl1	10	Chemusa Msika wanjala Four ways
vil_cl1	vil_cl1	11	Chemusa Msika wanjala Maranatha
vil_cl1	vil_cl1	12	Chemusa Msika wanjala Proper (Mibawa)
vil_cl1	vil_cl1	13	Mbayani
vil_cl1	vil_cl1	2	Chemusa Anyamata Manda
vil_cl1	vil_cl1	3	Chemusa Anyamata proper
vil_cl1	vil_cl1	4	Chemusa Chinangwa 1
vil_cl1	vil_cl1	5	Chemusa Chinangwa 2 Kayange
vil_cl1	vil_cl1	6	Chemusa Magasa Kachere
vil_cl1	vil_cl1	7	Chemusa Magasa Mai Musa
vil_cl1	vil_cl1	8	Chemusa Magasa Mbwelera
vil_cl1	vil_cl1	9	Chemusa Magasa proper
vil_cl2	vil_cl2	1	Chirimba
vil_cl2	vil_cl2	3	Suya 1 A Mboni
vil_cl2	vil_cl2	4	Suya 1 B Mlambe
vil_cl2	vil_cl2	5	Suya 1 Kwaboti
vil_cl2	vil_cl2	6	Suya 2 Kwamfumu
vil_cl2	vil_cl2	7	Suya 2 Mboni
vil_cl2	vil_cl2	8	Suya 2 Namatete
vil_cl3	vil_cl3	1	Chibwana 1 Maxwell 2 (SDA Area)
vil_cl3	vil_cl3	2	Chibwana 1 Maxwell Four Ways
vil_cl3	vil_cl3	3	Chibwana 1 Maxwell Likhubula
vil_cl3	vil_cl3	4	Chibwana 1 Maxwell Taiwan
vil_cl3	vil_cl3	5	Chibwana 1 rural (Mindano)
vil_cl3	vil_cl3	6	Chibwana Sonkey
vil_cl3	vil_cl3	7	Chilomoni Admarc
vil_cl3	vil_cl3	8	Chilomoni Bwanoni
vil_cl3	vil_cl3	9	Chilomoni Central
vil_cl3	vil_cl3	10	Chilomoni Desilva
vil_cl3	vil_cl3	11	Chilomoni Govt
vil_cl3	vil_cl3	12	Khola 1
vil_cl3	vil_cl3	13	Lumbira A Zambia
vil_cl3	vil_cl3	14	Lumbira B
vil_cl3	vil_cl3	15	Mulunguzi A Hema
vil_cl3	vil_cl3	16	Mulunguzi A Mangochi
vil_cl3	vil_cl3	17	Mulunguzi A Nandolo
vil_cl3	vil_cl3	18	Mulunguzi A Sosola
vil_cl3	vil_cl3	19	Mulunguzi A Waterboard
vil_cl3	vil_cl3	20	Mulunguzi B Ground
vil_cl3	vil_cl3	21	Segelege A, B & C
vil_cl4	vil_cl4	1	Chigwaja village
vil_cl4	vil_cl4	2	Chimwanga
vil_cl4	vil_cl4	3	Jeweta 1 & 2
vil_cl4	vil_cl4	4	Pensulo A & B
vil_cl4	vil_cl4	6	Zinganguwo
vil_cl4	vil_cl4	7	Pitala
vil_cl4	vil_cl4	8	Chitakale
vil_cl4	vil_cl4	9	
vil_cl5	vil_cl5	1	Khola 2 (Sanjika)
vil_cl5	vil_cl5	2	Namiwawa
vil_cl5	vil_cl5	3	Chilomoni fargo (lumbira)
mp_zone	mp_zone	-9	Unknown
mp_zone	mp_zone	1	Zone 1
mp_zone	mp_zone	2	Zone 2
mp_zone	mp_zone	3	Zone 3
mp_zone	mp_zone	4	Zone 4
vil_mp1	vil_mp1	1	Beni A
vil_mp1	vil_mp1	2	Beni B
vil_mp1	vil_mp1	3	Chikunje
vil_mp1	vil_mp1	4	Chilunduka
vil_mp1	vil_mp1	5	Disi Lundu
vil_mp1	vil_mp1	6	Duncan
vil_mp1	vil_mp1	7	Jasamu
vil_mp1	vil_mp1	8	Kabango
vil_mp1	vil_mp1	9	Kalitsiro
vil_mp1	vil_mp1	10	Kamtukule
vil_mp1	vil_mp1	11	Kuloya
vil_mp1	vil_mp1	12	Linolo
vil_mp1	vil_mp1	13	Makanjira
vil_mp1	vil_mp1	14	Mandevu
vil_mp1	vil_mp1	15	Manyenje
vil_mp1	vil_mp1	16	Mbinda
vil_mp1	vil_mp1	17	Mkoka
vil_mp1	vil_mp1	18	Mlanga
vil_mp1	vil_mp1	19	Mpagaja
vil_mp1	vil_mp1	20	Mtelera
vil_mp1	vil_mp1	21	somba I
vil_mp1	vil_mp1	22	somba II
vil_mp1	vil_mp1	23	Pemba
vil_mp1	vil_mp1	24	Robean
vil_mp1	vil_mp1	25	Somanje
vil_mp1	vil_mp1	26	
vil_mp1	vil_mp1	27	
vil_mp1	vil_mp1	28	
vil_mp1	vil_mp1	29	
vil_mp1	vil_mp1	30	
vil_mp1	vil_mp1	31	
vil_mp1	vil_mp1	32	
vil_mp1	vil_mp1	33	
vil_mp1	vil_mp1	34	
vil_mp1	vil_mp1	35	
vil_mp2	vil_mp2	1	Chamba
vil_mp2	vil_mp2	2	Davide
vil_mp2	vil_mp2	3	John
vil_mp2	vil_mp2	4	Khudu
vil_mp2	vil_mp2	5	Khunju
vil_mp2	vil_mp2	6	Kuluwenda
vil_mp2	vil_mp2	7	Malekano
vil_mp2	vil_mp2	8	Mboola
vil_mp2	vil_mp2	9	Mpingo
vil_mp2	vil_mp2	10	Mwambula
vil_mp2	vil_mp2	11	Mwembere
vil_mp2	vil_mp2	12	Sanganiza
vil_mp2	vil_mp2	13	Scott
vil_mp2	vil_mp2	14	Solomoni
vil_mp2	vil_mp2	15	Tambala
vil_mp2	vil_mp2	17	
vil_mp3	vil_mp3	1	Binali
vil_mp3	vil_mp3	2	Chikoja
vil_mp3	vil_mp3	3	Gombe
vil_mp3	vil_mp3	4	Jana
vil_mp3	vil_mp3	5	Kanyasulu
vil_mp3	vil_mp3	6	Kumbokola
vil_mp3	vil_mp3	7	Mabala
vil_mp3	vil_mp3	8	Malonga
vil_mp3	vil_mp3	9	Maluwa
vil_mp3	vil_mp3	10	Mang'oma
vil_mp3	vil_mp3	11	Matowa
vil_mp3	vil_mp3	12	Mbande
vil_mp3	vil_mp3	13	Mbendera
vil_mp3	vil_mp3	14	Mphande
vil_mp3	vil_mp3	15	Mwamadi
vil_mp3	vil_mp3	16	Nambaja
vil_mp3	vil_mp3	17	Namonde
vil_mp3	vil_mp3	18	Pasonje
vil_mp3	vil_mp3	19	Sankweche
vil_mp3	vil_mp3	20	Sukali
vil_mp3	vil_mp3	21	Suweja
vil_mp3	vil_mp3	22	
vil_mp4	vil_mp4	1	Chikaonda
vil_mp4	vil_mp4	2	Chunga
vil_mp4	vil_mp4	3	Kambalame
vil_mp4	vil_mp4	4	Kapuchi
vil_mp4	vil_mp4	5	Kumwambe
vil_mp4	vil_mp4	6	Lomosi
vil_mp4	vil_mp4	7	Luwayo
vil_mp4	vil_mp4	8	Matanga
vil_mp4	vil_mp4	9	Mkwapatira
vil_mp4	vil_mp4	10	Mmanga
vil_mp4	vil_mp4	11	Mwangata
vil_mp4	vil_mp4	12	Mwengo
vil_mp4	vil_mp4	13	Ndile
vil_mp4	vil_mp4	14	Njowe
vil_mp4	vil_mp4	15	
nd_zone	nd_zone	-9	Unknown
nd_zone	nd_zone	1	Zone 1
nd_zone	nd_zone	2	Zone 2
nd_zone	nd_zone	3	Zone 3
nd_zone	nd_zone	4	Zone 4
vil_nd1	vil_nd1	1	Nyambabwe (Magalasi PTC Superior)
vil_nd1	vil_nd1	2	Newlines (mtamballika)
vil_nd2	vil_nd2	1	Chakana
vil_nd2	vil_nd2	2	Golio / Mulanga
vil_nd2	vil_nd2	3	Matope
vil_nd2	vil_nd2	4	Mpembu
vil_nd2	vil_nd2	5	Mtambalika (proper)
vil_nd2	vil_nd2	6	Makata (somanje)
vil_nd3	vil_nd3	1	Gamulani
vil_nd3	vil_nd3	2	George
vil_nd3	vil_nd3	3	Majiga
vil_nd3	vil_nd3	4	Zambia
vil_nd3	vil_nd3	5	Nyambabwe B (Police lines)
vil_nd3	vil_nd3	6	
vil_nd3	vil_nd3	7	
vil_nd3	vil_nd3	8	
vil_nd4	vil_nd4	1	Gaisi (mbayani)
vil_nd4	vil_nd4	2	Likhubula (mbayani)
vil_nd4	vil_nd4	3	Mangochi (mbayani)
vil_nd4	vil_nd4	4	Mateme (mbayani)
vil_nd4	vil_nd4	5	Mwachande (chirimba)
vil_nd4	vil_nd4	6	Ndalama (mbayani)
vil_nd4	vil_nd4	7	Suya (chirimba)
vil_nd4	vil_nd4	8	
zn_zone	zn_zone	-9	Unknown
zn_zone	zn_zone	1	Zone 1
zn_zone	zn_zone	2	Zone 2
zn_zone	zn_zone	3	Zone 3
zn_zone	zn_zone	4	Zone 4
vil_zn1	vil_zn1	1	Chitawira
vil_zn1	vil_zn1	2	Manja
vil_zn1	vil_zn1	3	Naperi
vil_zn1	vil_zn1	4	Nkolokosa
vil_zn1	vil_zn1	5	Mount pleasant
vil_zn1	vil_zn1	6	Sunnyside
vil_zn1	vil_zn1	7	Moneymen
vil_zn2	vil_zn2	1	Chatha
vil_zn2	vil_zn2	2	Chilobwe
vil_zn2	vil_zn2	3	Chimwankhunda
vil_zn2	vil_zn2	4	Soche Quarry
vil_zn2	vil_zn2	5	Zingwangwa
vil_zn3	vil_zn3	1	Baluti
vil_zn3	vil_zn3	2	Kampala
vil_zn3	vil_zn3	3	Manase Chiwandira
vil_zn3	vil_zn3	4	Manase Sunani
vil_zn3	vil_zn3	8	Nancholi
vil_zn4	vil_zn4	1	Bismark
vil_zn4	vil_zn4	2	Chingondo
vil_zn4	vil_zn4	3	Chuma
vil_zn4	vil_zn4	4	Kajombo
vil_zn4	vil_zn4	5	Nkoma
vil_zn4	vil_zn4	6	Songolo
vil_zn4	vil_zn4	7	Chinzukira
vil_zn4	vil_zn4	8	Daniel
vil_zn4	vil_zn4	9	Kachulu A & B
vil_zn4	vil_zn4	10	Kadammanja
vil_zn4	vil_zn4	11	Kambango
vil_zn4	vil_zn4	12	Milambo
vil_zn4	vil_zn4	13	Monjeza
vil_zn4	vil_zn4	14	Msusa
vil_zn4	vil_zn4	15	
vil_zn4	vil_zn4	16	
prevcase_ses	prevcase_ses	-9	Unknown
prevcase_ses	prevcase_ses	0	No
prevcase_ses	prevcase_ses	1	Yes
prevcase_ses	prevcase_ses	3	
hhcase_ses	hhcase_ses	-9	Unknown
hhcase_ses	hhcase_ses	0	No
hhcase_ses	hhcase_ses	1	Yes
rdtres	rdtres	0	Negative
rdtres	rdtres	1	Positive
rdtres	rdtres	3	Not done
thicksmres1r	thicksmres1r	-9	Not done
thicksmres1r	thicksmres1r	0	Negative
thicksmres1r	thicksmres1r	1	Positive
thicksmwbc1r	thicksmwbc1r	-9	Not done
thicksmwbc1r	thicksmwbc1r	1	100 WBC
thicksmwbc1r	thicksmwbc1r	2	200 WBC
thicksmpara1r	thicksmpara1r	-6	:::UNDEF:::
thicksmpd1r	thicksmpd1r	-240	:::UNDEF:::
thicksm100para1r	thicksm100para1r	-6	:::UNDEF:::
thicksm100pd1r	thicksm100pd1r	-480	:::UNDEF:::
thicksmnd1r	thicksmnd1r	-6	:::UNDEF:::
feverdur_units	feverdur_units	1	Days
feverdur_units	feverdur_units	2	Weeks
chilldur_units	chilldur_units	1	Days
bpaindur_units	bpaindur_units	1	Days
bpaindur_units	bpaindur_units	2	Weeks
headdur_units	headdur_units	1	Days
headdur_units	headdur_units	2	Weeks
coughdur_units	coughdur_units	1	Days
coughdur_units	coughdur_units	2	Weeks
dbreathdur_units	dbreathdur_units	1	Days
sthroatdur_units	sthroatdur_units	1	Days
sthroatdur_units	sthroatdur_units	2	Weeks
rnosedur_units	rnosedur_units	1	Days
rnosedur_units	rnosedur_units	2	Weeks
otherdur_units	otherdur_units	1	Days
otherdur_units	otherdur_units	2	Weeks
treatp	treatp	-9	Unknown
treatp	treatp	0	No
treatp	treatp	1	Yes
treatspoth	treatspoth	AMOXYCILIN	Amoxicillin
treatspoth	treatspoth	AMOXYLL	Amoxicillin
treatspoth	treatspoth	MAGNESIUM TRISILICATE	Magnesium trisilicate
treatspoth	treatspoth	MAGNISIUM TRISCATE	Magnesium trisilicate
treatspoth	treatspoth	NYSATIN ORAL DROPS	Nystatin oral drops
treatspoth	treatspoth	NYSTATIN ORAL DROPS	Nystatin oral drops
maptaken	maptaken	0	No
maptaken	maptaken	1	Yes
maptaken	maptaken	2	Not taken
consent	consent	-9	Unknown
consent	consent	0	No
consent	consent	1	Yes
mccrel	mccrel	1	Mother
mccrel	mccrel	2	Father
mccrel	mccrel	3	Grandmother
mccrel	mccrel	4	Aunt
mccrel	mccrel	5	Other
mccrel	mccrel	6	Self
mccrel	mccrel	7	Husband
mccrel	mccrel	8	Wife
mccrelsp	mccrelsp	Bother	Brother
mccrelsp	mccrelsp	Brother	Brother
mccrelsp	mccrelsp	Brother in law	Brother-in-law
mccrelsp	mccrelsp	Brother In law	Brother-in-law
mccrelsp	mccrelsp	Children	Child
mccrelsp	mccrelsp	Cousin	Cousin
mccrelsp	mccrelsp	Daughter	Daughter
mccrelsp	mccrelsp	DAUGHTER	Daughter
mccrelsp	mccrelsp	Daughter in law	Daughter-in-law
mccrelsp	mccrelsp	Elder brother	Brother
mccrelsp	mccrelsp	Elder sister	Sister
mccrelsp	mccrelsp	Father in law	Father-in-law
mccrelsp	mccrelsp	Friend	Friend
mccrelsp	mccrelsp	Grand daughter	Granddaughter
mccrelsp	mccrelsp	Grand paper	Grandfather
mccrelsp	mccrelsp	Grandfather	Grandfather
mccrelsp	mccrelsp	Grandpa	Grandfather
mccrelsp	mccrelsp	Her child	Child
mccrelsp	mccrelsp	Her daughter	Daughter
mccrelsp	mccrelsp	In law	In-law
mccrelsp	mccrelsp	In low	In-law
mccrelsp	mccrelsp	In-law	In-law
mccrelsp	mccrelsp	Inlaw	In-law
mccrelsp	mccrelsp	Inlow	In-law
mccrelsp	mccrelsp	Nephew	Nephew
mccrelsp	mccrelsp	Niece	Niece
mccrelsp	mccrelsp	Sister	Sister
mccrelsp	mccrelsp	Sister in \n Law	Sister-in-law
mccrelsp	mccrelsp	Sister in :nl: Law	Sister-in-law
mccrelsp	mccrelsp	Sister in -law	Sister-in-law
mccrelsp	mccrelsp	Sister in law	Sister-in-law
mccrelsp	mccrelsp	Sister in-law	Sister-in-law
mccrelsp	mccrelsp	Sister inlaw	Sister-in-law
mccrelsp	mccrelsp	Sisters	Sister
mccrelsp	mccrelsp	Son	Son
mccrelsp	mccrelsp	Step mother	Stepmother
mccrelsp	mccrelsp	Step son	Stepson
mccrelsp	mccrelsp	Uncle	Uncle
mccrelsp	mccrelsp	Unlce	Uncle
mccmarital	mccmarital	-9	Unknown
mccmarital	mccmarital	1	Married with spouse in the household
mccmarital	mccmarital	2	Living with a partner in the household not married
mccmarital	mccmarital	3	Married with spouse living elsewhere
mccmarital	mccmarital	4	Single/never married
mccmarital	mccmarital	5	Divorced
mccmarital	mccmarital	6	Widowed
mccmarital	mccmarital	7	:::UNDEF:::
mccmaritalsp	mccmaritalsp	Child	Other - Child
mccmaritalsp	mccmaritalsp	Not married Other - Not married
mccmaritalsp	mccmaritalsp	Schooling	Other - Student
mccmaritalsp	mccmaritalsp	She come for specific time she lives in town with her husband.	Other - She come for a specific time she lives in town with her husband
mccmaritalsp	mccmaritalsp	Still in school	Other - Student
mccmaritalsp	mccmaritalsp	Student	Other - Student
netpos	netpos	-9	Unknown
netpos	netpos	0	No
netpos	netpos	1	Yes
last_net	last_net	-9	Unknown
last_net	last_net	0	No
last_net	last_net	1	Yes
net_obtain	net_obtain	-9	Unknown
net_obtain	net_obtain	0	Less than a month
net_obtain	net_obtain	1	1 month to 3 years ago
net_obtain	net_obtain	2	More than 3 years ago
net_obtainsp	net_obtainsp	-7	:::UNDEF:::
net_obtainsp	net_obtainsp	October 2011	6
net_sorc	net_sorc	-9	Unknown
net_sorc	net_sorc	1	Government clinic/hospital
net_sorc	net_sorc	2	CHAM facility
net_sorc	net_sorc	3	Neighborhood Health Committee (NHC)
net_sorc	net_sorc	4	Community Health Worker (CHW)/Agent
net_sorc	net_sorc	5	Retail shop
net_sorc	net_sorc	6	Workplace
net_sorc	net_sorc	7	Campaign
net_sorc	net_sorc	8	:::UNDEF:::
net_sorcother	net_sorcother	FRIEND	Other - Friend
net_sorcother	net_sorcother	From a friend	Other - Friend
net_sorcother	net_sorcother	Gift from a relative	Other - Relative
net_sorcother	net_sorcother	NGO	Other - NGO
net_sorcother	net_sorcother	Private hospital	Other - Private hospital
net_sorcother	net_sorcother	she was given by a friend	Other - Friend
net_sorcother	net_sorcother	Well wisher	Other - Well wisher
net_typ	net_typ	-9	Unknown
net_typ	net_typ	0	No
net_typ	net_typ	1	Yes
net_treat	net_treat	-9	Unknown
net_treat	net_treat	0	No
net_treat	net_treat	1	Yes
net_soak	net_soak	-9	Unknown
net_soak	net_soak	0	Less than a month
net_soak	net_soak	1	1 month to 2 years ago
net_soak	net_soak	2	More than 2 years ago
net_soaksp	net_soaksp	-7	:::UNDEF:::
mosnet	mosnet	-9	Unknown
mosnet	mosnet	0	No
mosnet	mosnet	1	Yes
fever	fever	-9	Unknown
fever	fever	0	No
fever	fever	1	Yes
feverst	feverst	-7	:::UNDEF:::
antimal	antimal	-9	Unknown
antimal	antimal	0	No
antimal	antimal	1	Yes
away	away	-9	Unknown
away	away	0	No
away	away	1	Yes
reason_travel	reason_travel	1	Business
reason_travel	reason_travel	2	Funeral
reason_travel	reason_travel	3	Attend field in home village
reason_travel	reason_travel	4	:::UNDEF:::
reason_travelsp	reason_travelsp	Guardian to husbund	Other - Guardian to husband
reason_travelsp	reason_travelsp	Hospitalized at Queens	Other - Illness
reason_travelsp	reason_travelsp	The condition of her illness deteriorated hence the visit.	Other - Illness
reason_travelsp	reason_travelsp	To attend wedding ceremony	Other - Wedding
reason_travelsp	reason_travelsp	To chart	Other - To chart
reason_travelsp	reason_travelsp	Visiting brother	Other - Visit relatives
reason_travelsp	reason_travelsp	Visiting relatives	Other - Visit relatives
reason_travelsp	reason_travelsp	Wedding	Other - Wedding
reason_travelsp	reason_travelsp	Wedding ceremony	Other - Wedding
tr1district	tr1district	1	Balaka
tr1district	tr1district	11	Lilongwe
tr1district	tr1district	12	Machinga
tr1district	tr1district	13	Mangochi
tr1district	tr1district	15	Mulanje
tr1district	tr1district	16	Mwanza
tr1district	tr1district	17	Mzimba
tr1district	tr1district	2	Blantyre
tr1district	tr1district	22	Ntcheu
tr1district	tr1district	26	Salima
tr1district	tr1district	27	Thyolo
tr1district	tr1district	28	Zomba
tr1district	tr1district	3	Chikwawa
tr1district	tr1district	4	Chiradzulu
tr1district	tr1district	6	Dedza
tr1district	tr1district	8	Karonga
tr1areatp	tr1areatp	1	Urban
tr1areatp	tr1areatp	2	Rural
tr1net	tr1net	-9	Unknown
tr1net	tr1net	0	No
tr1net	tr1net	1	Yes
tr1itn	tr1itn	-9	Unknown
tr1itn	tr1itn	0	No
tr1itn	tr1itn	1	Yes
tmhouse	tmhouse	1	< 1 week
tmhouse	tmhouse	2	1-2 weeks
tmhouse	tmhouse	3	>2 weeks
fammal	fammal	-9	Unknown
fammal	fammal	0	No
fammal	fammal	1	Yes
other_treat	other_treat	-9	Unknown
other_treat	other_treat	0	No
other_treat	other_treat	1	Yes
mctedu	mctedu	0	None
mctedu	mctedu	1	Standard 1-4
mctedu	mctedu	2	Standard 5-8
mctedu	mctedu	3	Form 1-2
mctedu	mctedu	4	Form 3-4
mctedu	mctedu	5	University/College
mctearn	mctearn	-9	Unknown
mctearn	mctearn	0	Adult patient/mother/caretaker doesn't earn money
mctearn	mctearn	1	Working for wages
mctearn	mctearn	2	Vending/selling items
mctearn	mctearn	3	Farming
mctearn	mctearn	4	:::UNDEF:::
mctearnsp	mctearnsp	CASUAL LABOR	Other - Casual labor
mctearnsp	mctearnsp	Client still in school	Other - Student
mctearnsp	mctearnsp	Collection of house rentals 	Other - House rentals
mctearnsp	mctearnsp	Do general piece work whenever available	Other - Piece work
mctearnsp	mctearnsp	Doesn't earn any money,since she is a student	Other - Student
mctearnsp	mctearnsp	Hair dresser	Other - Hair dresser
mctearnsp	mctearnsp	Housewife	Other - Housewife
mctearnsp	mctearnsp	Just finished school	Other - Student
