colOrder,variable,dataFile,keepDiscard,definition,category,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,uniqueVar,dataSet,variable_dataFile,type,example,dateTime,formatCode,values,uniqueValueCount,percentMissing,flag
1,case_id,dim_baby_outcomes_noconflict_var,discard,,,primary key for case,0,,,,NA,dim_baby_outcomes_noconflict_var::case_id,BetterBirth,case_id,dbl,18420,NA,NA,1217 to 324949,161759,0,duplicated variable
2,site_id,dim_baby_outcomes_noconflict_var,discard,,,foreign key to dim_sites,0,,,,NA,dim_baby_outcomes_noconflict_var::site_id,BetterBirth,site_id,int,641,NA,NA,100 to 642,120,0,duplicated variable
3,arm_name,dim_baby_outcomes_noconflict_var,keep,,,which arm the site is in (control; intervention),0,,,,NA,dim_baby_outcomes_noconflict_var::arm_name,BetterBirth,arm_name,chr,control,NA,NA,"control, intervention",2,0,duplicated variable
5,baby_dead_day_0_sbr_1,dim_baby_outcomes_noconflict_var,discard,,,"Did the baby die on Day 0, according to the SBR?",Y/N (1/0),,,,NA,dim_baby_outcomes_noconflict_var::baby_dead_day_0_sbr,BetterBirth,baby_dead_day_0_sbr_1,int,0,NA,NA,0 to 1,2,0,NA
5,baby_dead_day_0_sbr_2,dim_baby_outcomes_noconflict_var,discard,,,"Did the baby die on Day 0, according to the SBR?",Y/N (1/0),,,,NA,dim_baby_outcomes_noconflict_var::baby_dead_day_0_sbr,BetterBirth,baby_dead_day_0_sbr_2,int,0,NA,NA,0 to 1,2,0,NA
5,baby_dead_day_0_sbr_3,dim_baby_outcomes_noconflict_var,discard,,,"Did the baby die on Day 0, according to the SBR?",Y/N (1/0),,,,NA,dim_baby_outcomes_noconflict_var::baby_dead_day_0_sbr,BetterBirth,baby_dead_day_0_sbr_3,int,0,NA,NA,0 to 1,2,0,NA
6,baby_dead_day_0_fu_1,dim_baby_outcomes_noconflict_var,discard,,,"Did the baby die on Day 0, according to Follow Up?",Y/N (1/0),,,,NA,dim_baby_outcomes_noconflict_var::baby_dead_day_0_fu,BetterBirth,baby_dead_day_0_fu_1,int,NA,NA,NA,0 to 1,2,0,NA
6,baby_dead_day_0_fu_2,dim_baby_outcomes_noconflict_var,discard,,,"Did the baby die on Day 0, according to Follow Up?",Y/N (1/0),,,,NA,dim_baby_outcomes_noconflict_var::baby_dead_day_0_fu,BetterBirth,baby_dead_day_0_fu_2,int,NA,NA,NA,0 to 1,2,0,NA
6,baby_dead_day_0_fu_3,dim_baby_outcomes_noconflict_var,discard,,,"Did the baby die on Day 0, according to Follow Up?",Y/N (1/0),,,,NA,dim_baby_outcomes_noconflict_var::baby_dead_day_0_fu,BetterBirth,baby_dead_day_0_fu_3,int,NA,NA,NA,0 to 1,2,0,NA
7,baby_dead_day_0_demog_1,dim_baby_outcomes_noconflict_var,discard,,,"Did the baby die on Day 0, according to Demographic data? (Pending addition to table)",Y/N (1/0),,,,NA,dim_baby_outcomes_noconflict_var::baby_dead_day_0_demog,BetterBirth,baby_dead_day_0_demog_1,int,NA,NA,NA,1 to 1,1,0,NA
7,baby_dead_day_0_demog_2,dim_baby_outcomes_noconflict_var,discard,,,"Did the baby die on Day 0, according to Demographic data? (Pending addition to table)",Y/N (1/0),,,,NA,dim_baby_outcomes_noconflict_var::baby_dead_day_0_demog,BetterBirth,baby_dead_day_0_demog_2,int,NA,NA,NA,1 to 1,1,0,NA
7,baby_dead_day_0_demog_3,dim_baby_outcomes_noconflict_var,discard,,,"Did the baby die on Day 0, according to Demographic data? (Pending addition to table)",Y/N (1/0),,,,NA,dim_baby_outcomes_noconflict_var::baby_dead_day_0_demog,BetterBirth,baby_dead_day_0_demog_3,int,NA,NA,NA,1 to 1,1,0,NA
8,baby_dead_day_0_1,dim_baby_outcomes_noconflict_var,keep,,,"Did the baby die on Day 0? If SBR has value, used it; then use FU value; then if baby alive day 7, set alive day 0 (0 = No; 1 = Yes)",Y/N (1/0),,,,NA,dim_baby_outcomes_noconflict_var::baby_dead_day_0,BetterBirth,baby_dead_day_0_1,int,0,NA,NA,0 to 1,2,0,duplicated variable
8,baby_dead_day_0_2,dim_baby_outcomes_noconflict_var,keep,,,"Did the baby die on Day 0? If SBR has value, used it; then use FU value; then if baby alive day 7, set alive day 0 (0 = No; 1 = Yes)",Y/N (1/0),,,,NA,dim_baby_outcomes_noconflict_var::baby_dead_day_0,BetterBirth,baby_dead_day_0_2,int,0,NA,NA,0 to 1,2,0,duplicated variable
8,baby_dead_day_0_3,dim_baby_outcomes_noconflict_var,keep,,,"Did the baby die on Day 0? If SBR has value, used it; then use FU value; then if baby alive day 7, set alive day 0 (0 = No; 1 = Yes)",Y/N (1/0),,,,NA,dim_baby_outcomes_noconflict_var::baby_dead_day_0,BetterBirth,baby_dead_day_0_3,int,0,NA,NA,0 to 1,2,0,duplicated variable
9,baby_dead_day_7_fu_1,dim_baby_outcomes_noconflict_var,discard,,,"Did the baby die on Day 7, according to Follow Up?",Y/N (1/0),,,,NA,dim_baby_outcomes_noconflict_var::baby_dead_day_7_fu,BetterBirth,baby_dead_day_7_fu_1,int,0,NA,NA,0 to 1,2,0,NA
9,baby_dead_day_7_fu_2,dim_baby_outcomes_noconflict_var,discard,,,"Did the baby die on Day 7, according to Follow Up?",Y/N (1/0),,,,NA,dim_baby_outcomes_noconflict_var::baby_dead_day_7_fu,BetterBirth,baby_dead_day_7_fu_2,int,0,NA,NA,0 to 1,2,0,NA
9,baby_dead_day_7_fu_3,dim_baby_outcomes_noconflict_var,discard,,,"Did the baby die on Day 7, according to Follow Up?",Y/N (1/0),,,,NA,dim_baby_outcomes_noconflict_var::baby_dead_day_7_fu,BetterBirth,baby_dead_day_7_fu_3,int,0,NA,NA,0 to 1,2,0,NA
10,baby_dead_day_7_1,dim_baby_outcomes_noconflict_var,keep,,,"Did the baby die on Day 7, according to Follow Up? (0 = No; 1 = Yes)",Y/N (1/0),,,,NA,dim_baby_outcomes_noconflict_var::baby_dead_day_7,BetterBirth,baby_dead_day_7_1,int,0,NA,NA,0 to 1,2,0,duplicated variable
10,baby_dead_day_7_2,dim_baby_outcomes_noconflict_var,keep,,,"Did the baby die on Day 7, according to Follow Up? (0 = No; 1 = Yes)",Y/N (1/0),,,,NA,dim_baby_outcomes_noconflict_var::baby_dead_day_7,BetterBirth,baby_dead_day_7_2,int,0,NA,NA,0 to 1,2,0,duplicated variable
10,baby_dead_day_7_3,dim_baby_outcomes_noconflict_var,keep,,,"Did the baby die on Day 7, according to Follow Up? (0 = No; 1 = Yes)",Y/N (1/0),,,,NA,dim_baby_outcomes_noconflict_var::baby_dead_day_7,BetterBirth,baby_dead_day_7_3,int,0,NA,NA,0 to 1,2,0,duplicated variable
11,baby_days_since_admission,dim_baby_outcomes_noconflict_var,keep,,,How many days after admission did follow-up occur?,0,,,,NA,dim_baby_outcomes_noconflict_var::baby_days_since_admission,BetterBirth,baby_days_since_admission,int,7,NA,NA,7 to 41,35,0,NA
12,baby_sbr_consent,dim_baby_outcomes_noconflict_var,keep,,,Did the baby's mother consent to the study in the SBR? (0 = No; 1 = Yes),Y/N (1/0),,,,NA,dim_baby_outcomes_noconflict_var::baby_sbr_consent,BetterBirth,baby_sbr_consent,int,1,NA,NA,0 to 1,2,0,NA
13,baby_consent_retract,dim_baby_outcomes_noconflict_var,keep,,,Did the baby's mother retract consent during follow-up? (0 = No; 1 = Yes),Y/N (1/0),,,,NA,dim_baby_outcomes_noconflict_var::baby_consent_retract,BetterBirth,baby_consent_retract,int,0,NA,NA,0 to 1,2,0,NA
14,baby_sbr_only,dim_baby_outcomes_noconflict_var,keep,,,Does the baby only have data from the SBR (mothers who do not consent; lost to follow-up; pending follow-up (won't exist after study ends)) (0 = No; 1 = Yes),Y/N (1/0),,,,NA,dim_baby_outcomes_noconflict_var::baby_sbr_only,BetterBirth,baby_sbr_only,int,0,NA,NA,0 to 1,2,0,NA
15,baby_death_day_0_location_1,dim_baby_outcomes_noconflict_var,keep,,,"If the baby died on Day 0, did it die at the BB Facility or the Referral Faciltiy? (may not be known)",0,,,,NA,dim_baby_outcomes_noconflict_var::baby_death_day_0_location,BetterBirth,baby_death_day_0_location_1,chr,Referral Facility,NA,NA,", BB Facility, Referral Facility",2,0.970947834,NA
15,baby_death_day_0_location_2,dim_baby_outcomes_noconflict_var,keep,,,"If the baby died on Day 0, did it die at the BB Facility or the Referral Faciltiy? (may not be known)",0,,,,NA,dim_baby_outcomes_noconflict_var::baby_death_day_0_location,BetterBirth,baby_death_day_0_location_2,chr,Referral Facility,NA,NA,", BB Facility, Referral Facility",2,0.970947834,NA
15,baby_death_day_0_location_3,dim_baby_outcomes_noconflict_var,keep,,,"If the baby died on Day 0, did it die at the BB Facility or the Referral Faciltiy? (may not be known)",0,,,,NA,dim_baby_outcomes_noconflict_var::baby_death_day_0_location,BetterBirth,baby_death_day_0_location_3,chr,Referral Facility,NA,NA,", BB Facility, Referral Facility",2,0.970947834,NA
16,baby_death_day_0_type_1,dim_baby_outcomes_noconflict_var,keep,,,"If the baby died on Day 0, was it stillborn or dead after? (may not be known)",0,,,,NA,dim_baby_outcomes_noconflict_var::baby_death_day_0_type,BetterBirth,baby_death_day_0_type_1,chr,stillborn,NA,NA,", dead after, stillborn",2,0.979999386,NA
16,baby_death_day_0_type_2,dim_baby_outcomes_noconflict_var,keep,,,"If the baby died on Day 0, was it stillborn or dead after? (may not be known)",0,,,,NA,dim_baby_outcomes_noconflict_var::baby_death_day_0_type,BetterBirth,baby_death_day_0_type_2,chr,stillborn,NA,NA,", dead after, stillborn",2,0.979999386,NA
16,baby_death_day_0_type_3,dim_baby_outcomes_noconflict_var,discard,,,"If the baby died on Day 0, was it stillborn or dead after? (may not be known)",0,,,,NA,dim_baby_outcomes_noconflict_var::baby_death_day_0_type,BetterBirth,baby_death_day_0_type_3,chr,stillborn,NA,NA,", dead after, stillborn",2,0.979999386,NA
17,baby_baseline_outcomes_data,dim_baby_outcomes_noconflict_var,keep,,,Indicates if data is part of baseline outcomes (and thus not included in most analyses),Y/N (1/0),,,,NA,dim_baby_outcomes_noconflict_var::baby_baseline_outcomes_data,BetterBirth,baby_baseline_outcomes_data,int,0,NA,NA,0 to 1,2,0,NA
17,baby_baseline_outcomes_data_3,dim_baby_outcomes_noconflict_var,discard,,,Indicates if data is part of baseline outcomes (and thus not included in most analyses),Y/N (1/0),,,,NA,dim_baby_outcomes_noconflict_var::baby_baseline_outcomes_data,BetterBirth,baby_baseline_outcomes_data_3,int,0,NA,NA,0 to 1,2,0,NA
18,baby_weight,dim_baby_outcomes_noconflict_var,keep,,,the baby's weight - comes from the SBR; if null in SBR then the demographic data; only assigned to baby number 1,0,,,,NA,dim_baby_outcomes_noconflict_var::baby_weight,BetterBirth,baby_weight,int,3000,NA,NA,500 to 6500,295,0,NA
19,baby_referred,dim_baby_outcomes_noconflict_var,keep,,,Was the baby referred? includes mother referred before birth; baby referred after; baby and mom referred after (0 = No; 1 = Yes),0,,,,NA,dim_baby_outcomes_noconflict_var::baby_referred,BetterBirth,baby_referred,int,NA,NA,NA,1 to 1,1,0,NA
20,baby_death_conflict_1,dim_baby_outcomes_noconflict_var,keep,,,Indicates if the day 0 death data was found to be conflicted,0,,,,NA,dim_baby_outcomes_noconflict_var::baby_death_conflict,BetterBirth,baby_death_conflict,int,NA,NA,NA,0 to 2,3,0,NA
20,baby_death_conflict_2,dim_baby_outcomes_noconflict_var,keep,,,Indicates if the day 0 death data was found to be conflicted,0,,,,NA,dim_baby_outcomes_noconflict_var::baby_death_conflict,BetterBirth,baby_death_conflict,int,NA,NA,NA,0 to 2,3,0,NA
20,baby_death_conflict_3,dim_baby_outcomes_noconflict_var,discard,,,Indicates if the day 0 death data was found to be conflicted,0,,,,NA,dim_baby_outcomes_noconflict_var::baby_death_conflict,BetterBirth,baby_death_conflict,int,NA,NA,NA,0 to 2,3,0,NA
21,baby_site_moved_omit_data,dim_baby_outcomes_noconflict_var,keep,,,Indicates if data is from sites who moved (and thus not included in most analyses),0,,,,NA,dim_baby_outcomes_noconflict_var::baby_site_moved_omit_data,BetterBirth,baby_site_moved_omit_data,int,0,NA,NA,0 to 1,2,0,NA
22,pair_name,dim_baby_outcomes_noconflict_var,keep,,,pair to which the site belongs,NA,,,,NA,dim_baby_outcomes_noconflict_var::pair_name,BetterBirth,pair_name,chr,P3-P29,NA,NA,>10 unique values,60,0,duplicated variable
23,baby_low_birth_weight,dim_baby_outcomes_noconflict_var,discard,,,Was the baby low birth weight (<2500 grams); only baby number 1 (0 = No; 1 = Yes),0,,,,Use version from dim_mom_outcomes. Same data,dim_baby_outcomes_noconflict_var::baby_low_birth_weight,BetterBirth,baby_low_birth_weight,int,0,NA,NA,0 to 1,2,0,duplicated variable
24,baby_preterm,dim_baby_outcomes_noconflict_var,keep,,,Was the baby pre term (< 37 weeks) (0 = No; 1 = Yes),0,,,,NA,dim_baby_outcomes_noconflict_var::baby_preterm,BetterBirth,baby_preterm,int,0,NA,NA,0 to 1,2,0,duplicated variable
1,site_id,dim_fada_single_row,discard,,,foreign key to dim_sites,0,,,,NA,dim_fada_single_row::site_id,BetterBirth,site_id,int,212,NA,NA,100 to 223,30,0,duplicated variable
2,fada_date_admission,dim_fada_single_row,keep,,,E. Date of Admission,NA,,,,NA,dim_fada_single_row::fada_date_admission,BetterBirth,fada_date_admission,chr,11/8/15,date?,%Y-%m-%d,>10 unique values,640,0,duplicated variable
3,fada_op1_assisted_by_doctor,dim_fada_single_row,keep,,,1a. Assisted with woman's care (check all that apply) -> Doctor,NA,,,,NA,dim_fada_single_row::fada_op1_assisted_by_doctor,BetterBirth,fada_op1_assisted_by_doctor,int,0,NA,NA,0 to 1,2,0,duplicated variable
4,fada_op1_assisted_by_nurse,dim_fada_single_row,keep,,,1a. Assisted with woman's care (check all that apply) -> Nurse,NA,,,,NA,dim_fada_single_row::fada_op1_assisted_by_nurse,BetterBirth,fada_op1_assisted_by_nurse,int,1,NA,NA,0 to 1,2,0,duplicated variable
5,fada_op1_assisted_by_anm,dim_fada_single_row,keep,,,1a. Assisted with woman's care (check all that apply) -> ANM,NA,,,,NA,dim_fada_single_row::fada_op1_assisted_by_anm,BetterBirth,fada_op1_assisted_by_anm,int,0,NA,NA,0 to 1,2,0,duplicated variable
6,fada_op1_assisted_by_others,dim_fada_single_row,keep,,,1a. Assisted with woman's care (check all that apply) -> Others,NA,,,,NA,dim_fada_single_row::fada_op1_assisted_by_others,BetterBirth,fada_op1_assisted_by_others,int,0,NA,NA,0 to 1,2,0,duplicated variable
7,fada_op1_maternal_temp,dim_fada_single_row,keep,,,1b. Was maternal temperature obtained?,NA,,,,NA,dim_fada_single_row::fada_op1_maternal_temp,BetterBirth,fada_op1_maternal_temp,int,0,NA,NA,0 to 1,2,0,duplicated variable
8,fada_op1_maternal_temp_value,dim_fada_single_row,keep,,,1b(i). What was the maternal temperature?,NA,,,,NA,dim_fada_single_row::fada_op1_maternal_temp_value,BetterBirth,fada_op1_maternal_temp_value,int,NA,NA,NA,92 to 444,9,0,duplicated variable
9,fada_op1_maternal_bp,dim_fada_single_row,keep,,,1c. Was maternal blood pressure obtained?,NA,,,,NA,dim_fada_single_row::fada_op1_maternal_bp,BetterBirth,fada_op1_maternal_bp,int,0,NA,NA,0 to 1,2,0,duplicated variable
10,fada_op1_maternal_bp_sys,dim_fada_single_row,keep,,,1c(i). What was the systolic blood pressure?,NA,,,,NA,dim_fada_single_row::fada_op1_maternal_bp_sys,BetterBirth,fada_op1_maternal_bp_sys,int,NA,NA,NA,86 to 444,55,0,duplicated variable
11,fada_op1_maternal_bp_dia,dim_fada_single_row,keep,,,1c(ii). What was the diastolic blood pressure?,NA,,,,NA,dim_fada_single_row::fada_op1_maternal_bp_dia,BetterBirth,fada_op1_maternal_bp_dia,int,NA,NA,NA,40 to 444,49,0,duplicated variable
12,fada_op1_partograph_started,dim_fada_single_row,keep,,,1d. Was partograph started?,NA,,,,NA,dim_fada_single_row::fada_op1_partograph_started,BetterBirth,fada_op1_partograph_started,int,0,NA,NA,0 to 1,2,0,duplicated variable
13,fada_op1_cl_picked_up,dim_fada_single_row,keep,,,1e. Was the paper checklist picked up during care ?,NA,,,,NA,dim_fada_single_row::fada_op1_cl_picked_up,BetterBirth,fada_op1_cl_picked_up,int,0,NA,NA,0 to 1,2,0,duplicated variable
14,fada_op1_cl_used_after_care,dim_fada_single_row,keep,,,1f. Was the paper checklist picked up after the care was given?,NA,,,,NA,dim_fada_single_row::fada_op1_cl_used_after_care,BetterBirth,fada_op1_cl_used_after_care,int,0,NA,NA,0 to 1,2,0,duplicated variable
15,fada_op1_cl_poster_used,dim_fada_single_row,keep,,,1g. Was the checklist poster observed during care?,NA,,,,NA,dim_fada_single_row::fada_op1_cl_poster_used,BetterBirth,fada_op1_cl_poster_used,int,0,NA,NA,0 to 1,2,0,duplicated variable
16,fada_op1_birth_companion_present,dim_fada_single_row,keep,,,1h. Was a birth companion present?,NA,,,,NA,dim_fada_single_row::fada_op1_birth_companion_present,BetterBirth,fada_op1_birth_companion_present,int,1,NA,NA,0 to 1,2,0,duplicated variable
17,fada_op2_assisted_by_doctor,dim_fada_single_row,keep,,,2a. Assisted with woman's care (check all that apply) -> Doctor,NA,,,,NA,dim_fada_single_row::fada_op2_assisted_by_doctor,BetterBirth,fada_op2_assisted_by_doctor,int,0,NA,NA,0 to 1,2,0,duplicated variable
18,fada_op2_assisted_by_nurse,dim_fada_single_row,keep,,,2a. Assisted with woman's care (check all that apply) -> Nurse,NA,,,,NA,dim_fada_single_row::fada_op2_assisted_by_nurse,BetterBirth,fada_op2_assisted_by_nurse,int,1,NA,NA,0 to 1,2,0,duplicated variable
19,fada_op2_assisted_by_anm,dim_fada_single_row,keep,,,2a. Assisted with woman's care (check all that apply) -> ANM,NA,,,,NA,dim_fada_single_row::fada_op2_assisted_by_anm,BetterBirth,fada_op2_assisted_by_anm,int,0,NA,NA,0 to 1,2,0,duplicated variable
