Term Ontology ID	Display Label	Term Parent Ontology ID	Term Parent display Label	Data Dictionary ID	Data Dictionary Label	Term Type
EUPATH_0000089	Asymptomatic parasitemia	OGMS_0000073	Diagnosis	PRISM_0100026	diagnosis of asymptomatic parasitemia	variable
DOID_13250	Diarrhea	EUPATH_0000309	Symptoms	PRISM_0100027	Diarrhea	variable
EUPATH_0000194	Discparity	EUPATH_0000324	Mosquito Parity	PRISM_0100028	discparity	variable
EUPATH_0000054	Subcounty in Uganda	GAZ_00000448	Geographic location	PRISM_0100029	DISTRICT	variable
EUPATH_0000161	Joint pains duration	EUPATH_0000309	Symptoms	PRISM_0100030	djointpains	variable
EUPATH_0000032	Date of birth	EUPATH_0000307	Participant Study Details	PRISM_0100031	DOB	variable
EUPATH_0000321	Diagnosis at discharge	EUPATH_0000308	Hospitalization	PRISM_0100032	Diagnosis at discharge	variable
ICEMR_0100001	Easting coordinate	GAZ_00000448	Geographic location	PRISM_0100033	easting	variable
EUPATH_0000015	Eaves	EUPATH_0000303	Physical Characteristics	PRISM_0100034	eaves	variable
EUPATH_0000151	Enrollment date	EUPATH_0000307	Participant Study Details	PRISM_0100035	enrollperiod	variable
SYMP_0019177	Fatigue	EUPATH_0000309	Symptoms	PRISM_0100036	Fatigue	variable
EUPATH_0000164	Subjective fever duration	EUPATH_0000309	Symptoms	PRISM_0100037	fduration	variable
EUPATH_0000097	Febrile	EUPATH_0000309	Symptoms	PRISM_0100038	febrile	variable
EUPATH_0000192	Fed A. funestus	EUPATH_0000322	Anopheles funestus	PRISM_0100039	fedfunes	variable
EUPATH_0000193	Fed A. gambiae	EUPATH_0000323	Anopheles gambiae sl	PRISM_0100040	fedgamb	variable
EUPATH_0000200	Anopheles Other	EUPATH_0000313	Individual Entomogical Measurement	PRISM_0100041	femotherano	variable
EUPATH_0000100	Fever (subjective)	EUPATH_0000309	Symptoms	PRISM_0100042	fever	variable
EUPATH_0000006	Floor material	EUPATH_0000303	Physical Characteristics	PRISM_0100043	floortype	variable
EUPATH_0000158	Fatigue duration	EUPATH_0000309	Symptoms	PRISM_0100044	fmduration	variable
EUPATH_0000023	Cooking fuel	EUPATH_0000302	Facilities	PRISM_0100045	FUELTYPE	variable
EUPATH_0000202	Unable to assess A. funestus	EUPATH_0000322	Anopheles funestus	PRISM_0100046	funesunableassess	variable
EUPATH_0000033	G6PD Genotype	EUPATH_0000306	Participant Genotype	PRISM_0100047	G6PD	variable
EUPATH_0000203	Unable to assess A. gambiae	EUPATH_0000323	Anopheles gambiae sl	PRISM_0100048	gambiaeunableassess	variable
EUPATH_0000207	Gametocytes present	OGMS_0000018	Laboratory Findings	PRISM_0100049	gametocytes	variable
PATO_0000047	Sex	EUPATH_0000096	Participant	PRISM_0100050	gender	variable
EUPATH_0000197	Gravid A. funestus	EUPATH_0000322	Anopheles funestus	PRISM_0100051	gravidfunes	variable
EUPATH_0000198	Gravid A. gambiae	EUPATH_0000323	Anopheles gambiae sl	PRISM_0100052	gravidgamb	variable
EUPATH_0000035	HbS Genotype	EUPATH_0000306	Participant Genotype	PRISM_0100053	hbs	variable
EUPATH_0000159	Headache duration	EUPATH_0000309	Symptoms	PRISM_0100054	hduration	variable
HP_0002315	Headache	EUPATH_0000309	Symptoms	PRISM_0100055	Headache	variable
IAO_0000408	Height	EUPATH_0000309	Physical Examination	PRISM_0100056	height	variable
EUPATH_0000047	Hemoglobin	OGMS_0000018	Laboratory Findings	PRISM_0100057	hemoglobin	variable
EUPATH_0000094	Household ID	EUPATH_0000307	Participant Study Details	PRISM_0100058	hhid	variable
EUPATH_0000027	# meals / day	EUPATH_0000304	Socioeconomic Factors	PRISM_0100059	HHMEALS	variable
EUPATH_0000028	# meat meals / week	EUPATH_0000304	Socioeconomic Factors	PRISM_0100060	HHNUMT	variable
EUPATH_0000029	Food problems / week	EUPATH_0000304	Socioeconomic Factors	PRISM_0100061	HHPSF	variable
EUPATH_0000025	# rooms	EUPATH_0000303	Physical Characteristics	PRISM_0100062	HHROOMS	variable
EUPATH_0000201	# sleeping places	EUPATH_0000303	Physical Characteristics	PRISM_0100063	HHSPACES	variable
EUPATH_0000002	Dwelling type	EUPATH_0000301	Dwelling Summary	PRISM_0100064	housetype	variable
EUPATH_0000216	ITN last night	EUPATH_0000310	Visit Details	PRISM_0100065	itnlastnight	variable
HP_0000952	Jaundice	EUPATH_0000309	Symptoms	PRISM_0100066	Jaundice	variable
EUPATH_0000160	Jaundice duration	EUPATH_0000309	Symptoms	PRISM_0100067	jduration	variable
SYMP_0000064	Joint pains	EUPATH_0000309	Symptoms	PRISM_0100068	jointpains	variable
EUPATH_0000152	Last date observed	EUPATH_0000307	Participant Study Details	PRISM_0100069	lastdate	variable
EUPATH_0000090	Symptomatic malaria	OGMS_0000073	Diagnosis	PRISM_0100070	Malaria	variable
EUPATH_0000058	Malaria medication	EUPATH_0000057	Medication	PRISM_0100071	malaria medication	variable
EUPATH_0000162	Muscle aches duration	EUPATH_0000309	Symptoms	PRISM_0100072	mduration	variable
EUPATH_0000091	Date of visit	EUPATH_0000310	Visit Details	PRISM_0100073	monthyear	variable
EUPATH_0000252	Muscle aches	EUPATH_0000309	Symptoms	PRISM_0100074	muscleaches	variable
EUPATH_0000318	Admitting hospital	EUPATH_0000308	Hospitalization	PRISM_0100075	NOH	variable
EUPATH_0000059	Non-malaria medication	EUPATH_0000057	Medication	PRISM_0100076	non-malaria medication	variable
ICEMR_0100002	Northing coordinate	GAZ_00000448	Geographic location	PRISM_0100077	northing	variable
EUPATH_0000195	Nulliparous	EUPATH_0000324	Mosquito Parity	PRISM_0100078	nulliparous	variable
EUPATH_0000134	Num Collections	EUPATH_0000312	Aggregated Entomological Measurement	PRISM_0100079	num collections	variable
EUPATH_0000026	# acres	EUPATH_0000304	Socioeconomic Factors	PRISM_0100080	NUMALAND	variable
EUPATH_0000218	Total Anopheles positive	EUPATH_0000325	Sporozoite Testing	PRISM_0100081	numberpositive	variable
EUPATH_0000217	Total Anopheles tested	EUPATH_0000325	Sporozoite Testing	PRISM_0100082	numbertested	variable
EUPATH_0000019	# residents in dwelling	EUPATH_0000303	Socioeconomic Factors	PRISM_0100083	NUMPEOP	variable
EUPATH_0000092	Asexual parasite density	OGMS_0000018	Laboratory Findings	PRISM_0100084	parasitedensity	variable
EUPATH_0000196	Parous	EUPATH_0000324	Mosquito Parity	PRISM_0100085	parous	variable
OGMS_0000015	Other medical complaint	EUPATH_0000309	Symptoms	PRISM_0100086	rfa	variable
EUPATH_0000003	Roof material	EUPATH_0000303	Physical Characteristics	PRISM_0100087	rooftype	variable
OBI_0100051	Specimen type	OGMS_0000018	Laboratory Findings	PRISM_0100088	sample_type	variable
EUPATH_0000219	Time of screening	EUPATH_0000307	Participant Study Details	PRISM_0100089	screening	variable
EUPATH_0000163	Seizures duration	EUPATH_0000309	Symptoms	PRISM_0100090	sduration	variable
SYMP_0000124	Seizures	EUPATH_0000309	Symptoms	PRISM_0100091	seizure	variable
OBI_0400065	Lighting source	EUPATH_0000302	Facilities	PRISM_0100092	SENERGY	variable
EUPATH_0000046	Severe malaria criteria	EUPATH_0000316	Malaria severity and basis	PRISM_0100093	sevmalcat	variable
ENVO_00003064	Drinking water source	EUPATH_0000302	Facilities	PRISM_0100094	SWATER	variable
EUPATH_0000110	Temperature	EUPATH_0000309	Physical Examination	PRISM_0100095	temperature	variable
EUPATH_0000143	Categorical household wealth index	EUPATH_0000301	Dwelling Summary	PRISM_0100096	tertile	variable
ICEMR_0100003	Human waste disposal	EUPATH_0000302	Facilities	PRISM_0100097	TFACLTY	variable
EUPATH_0000138	Observation period	EUPATH_0000307	Participant Study Details	PRISM_0100098	Total Observation Period	variable
EUPATH_0000121	Total clinical visits	EUPATH_0000305	Aggregated  Visit Details	PRISM_0100099	Total Visits	variable
EUPATH_0000123	Total visits with asymptomatic parasitemia	EUPATH_0000305	Aggregated  Visit Details	PRISM_0100100	Total Visits With Asymp Para	variable
EUPATH_0000122	Total visits with malaria	EUPATH_0000305	Aggregated  Visit Details	PRISM_0100101	Total Visits With Malaria Dx	variable
EUPATH_0000135	# Female Anopheles collected	EUPATH_0000313	Individual Entomogical Measurement	PRISM_0100102	Total_anopheles	variable
EUPATH_0000136	# A. funestus	EUPATH_0000322	Anopheles funestus	PRISM_0100103	Total_funestus	variable
EUPATH_0000137	# A. gambiae	EUPATH_0000323	Anopheles gambiae sl	PRISM_0100104	Total_gambiae	variable
EUPATH_0000204	Unfed A. funestus	EUPATH_0000322	Anopheles funestus	PRISM_0100105	unfedfunes	variable
EUPATH_0000205	Unfed A. gambiae	EUPATH_0000323	Anopheles gambiae sl	PRISM_0100106	unfedgamb	variable
EUPATH_0000165	Vomiting duration	EUPATH_0000309	Symptoms	PRISM_0100107	vduration	variable
EUPATH_0000139	Clinical visits per year	EUPATH_0000305	Aggregated  Visit Details	PRISM_0100108	Visits Per Year	variable
EUPATH_0000140	Total with asymptomatic parasitemia per year	EUPATH_0000305	Aggregated  Visit Details	PRISM_0100109	Visits Per Year W/ Asymp Para	variable
EUPATH_0000141	Visits with malaria per year	EUPATH_0000305	Aggregated  Visit Details	PRISM_0100110	Visits Per Year W/Malaria	variable
HP_0002013	Vomiting	EUPATH_0000309	Symptoms	PRISM_0100111	Vomiting	variable
EUPATH_0000009	Wall material	EUPATH_0000303	Physical Characteristics	PRISM_0100112	walltype	variable
EUPATH_0000014	Numerical household wealth index	EUPATH_0000301	Dwelling Summary	PRISM_0100113	wealth_index	variable
IAO_0000414	Weight	EUPATH_0000309	Physical Examination	PRISM_0100114	weight	variable
EUPATH_0000208	Reason for withdrawal	EUPATH_0000307	Participant Study Details	PRISM_0100115	withdrawnreason	variable
EUPATH_0000144	Assets	EUPATH_0000304	Socioeconomic Factors	PRISM_0100116	Assets	variable
EUPATH_0000311	Visit type	EUPATH_0000328	Visit	PRISM_0100117	visittype	variable
EUPATH_0000317	Other diagnosis	OGMS_0000073	Diagnosis	PRISM_0100118	dxcode	variable
EUPATH_0000482	LAMP	OGMS_0000073	Diagnosis	PRISM_0100121	LAMP		variable
ENVO_00003097	borehole	ENVO_00003064	Drinking water source	PRISM_1000001	borehole	value
EUPATH_0000254	open public well	ENVO_00003064	Drinking water source	PRISM_1000002	open public well	value
EUPATH_0000255	open well in yard/compound	ENVO_00003064	Drinking water source	PRISM_1000003	open well in yard/compound	value
EUPATH_0000256	pipe into dwelling	ENVO_00003064	Drinking water source	PRISM_1000004	pipe into dwelling	value
EUPATH_0000257	piped into yard/compound	ENVO_00003064	Drinking water source	PRISM_1000005	piped into yard/compound	value
ENVO_00002228	pond/lake	ENVO_00003064	Drinking water source	PRISM_1000006	pond/lake	value
EUPATH_0000258	protected public well	ENVO_00003064	Drinking water source	PRISM_1000007	protected public well	value
EUPATH_0000259	protected spring	ENVO_00003064	Drinking water source	PRISM_1000008	protected spring	value
EUPATH_0000260	protected well in yard/compound	ENVO_00003064	Drinking water source	PRISM_1000009	protected well in yard/compound	value
ENVO_00003096	public tap	ENVO_00003064	Drinking water source	PRISM_1000010	public tap	value
ENVO_01000599	river/stream	ENVO_00003064	Drinking water source	PRISM_1000011	river/stream	value
EUPATH_0000261	unprotected spring	ENVO_00003064	Drinking water source	PRISM_1000012	unprotected spring	value
EUPATH_0000262	water truck	ENVO_00003064	Drinking water source	PRISM_1000013	water truck	value
ENVO_01000550	composting  toilet	ICEMR_0100003	Human waste disposal	PRISM_1000014	composting  toilet	value
EUPATH_0000149	covered pit latrine no slab	ICEMR_0100003	Human waste disposal	PRISM_1000015	covered pit latrine no slab	value
ENVO_01000533	covered pit latrine w/slab	ICEMR_0100003	Human waste disposal	PRISM_1000016	covered pit latrine w/slab	value
ENVO_01000527	flush toilet	ICEMR_0100003	Human waste disposal	PRISM_1000017	flush toilet	value
EUPATH_0000229	no facility/bush/field	ICEMR_0100003	Human waste disposal	PRISM_1000018	no facility/bush/field	value
EUPATH_0000221	uncovered pit latrine no slab	ICEMR_0100003	Human waste disposal	PRISM_1000019	uncovered pit latrine no slab	value
EUPATH_0000220	uncovered pit latrine w/slab	ICEMR_0100003	Human waste disposal	PRISM_1000020	uncovered pit latrine w/slab	value
EUPATH_0000230	uses neighbours	ICEMR_0100003	Human waste disposal	PRISM_1000021	uses neighbours	value
ENVO_01000530	vip latrine	ICEMR_0100003	Human waste disposal	PRISM_1000022	vip latrine	value
EUPATH_0000013	modern	EUPATH_0000002	Dwelling type	PRISM_1000023	modern	value
EUPATH_0000012	traditional	EUPATH_0000002	Dwelling type	PRISM_1000024	traditional	value
ICEMR_1000001	roof metal	EUPATH_0000003	Roof material	PRISM_1000025	metal	value
ENVO_01000473	thatch	EUPATH_0000003	Roof material	PRISM_1000026	thatch	value
ENVO_01000514	tiles	EUPATH_0000003	Roof material	PRISM_1000027	tiles	value
ENVO_01000475	bricks	EUPATH_0000006	Floor material	PRISM_1000028	bricks	value
ICEMR_1000002	floor concrete	EUPATH_0000006	Floor material	PRISM_1000029	cememt/concrete	value
ENVO_00002003	earth and dung	EUPATH_0000006	Floor material	PRISM_1000030	earth and dung	value
ENVO_01000017	earth or sand	EUPATH_0000006	Floor material	PRISM_1000031	earth or sand	value
ICEMR_1000003	floor wood	EUPATH_0000006	Floor material	PRISM_1000032	parquet or polished wood	value
ENVO_00001995	stones	EUPATH_0000006	Floor material	PRISM_1000033	stones	value
ICEMR_1000004	wall cement	EUPATH_0000009	Wall material	PRISM_1000034	cement	value
ICEMR_1000005	wall metal	EUPATH_0000009	Wall material	PRISM_1000035	metal	value
ENVO_01000001	mud	EUPATH_0000009	Wall material	PRISM_1000036	mud	value
ICEMR_1000006	wall wood	EUPATH_0000009	Wall material	PRISM_1000037	wood	value
EUPATH_0000017	closed	EUPATH_0000015	Eaves	PRISM_1000038	closed	value
EUPATH_0000016	open	EUPATH_0000015	Eaves	PRISM_1000039	open	value
EUPATH_0000226	no airbricks	EUPATH_0000018	Air bricks	PRISM_1000040	no airbricks	value
EUPATH_0000214	screened airbricks	EUPATH_0000018	Air bricks	PRISM_1000041	screened airbricks	value
EUPATH_0000222	unscreened airbricks	EUPATH_0000018	Air bricks	PRISM_1000042	unscreened airbricks	value
ENVO_01000560	charcoal	EUPATH_0000023	Cooking fuel	PRISM_1000043	charcoal	value
EUPATH_0000228	doesn't cook at home	EUPATH_0000023	Cooking fuel	PRISM_1000044	doesn't cook at home	value
EUPATH_0000227	eats in restaurants	EUPATH_0000023	Cooking fuel	PRISM_1000045	eats in restaurants	value
ICEMR_1000007	cooking fuel wood	EUPATH_0000023	Cooking fuel	PRISM_1000046	firewood	value
ICEMR_1000008	no complicated malaria	EUPATH_0000036	Basis of complicated diagnosis	PRISM_1000047	no complicated malaria	value
EUPATH_0000042	only danger signs	EUPATH_0000036	Basis of complicated diagnosis	PRISM_1000048	only danger signs	value
EUPATH_0000041	only parasite density > 500,000	EUPATH_0000036	Basis of complicated diagnosis	PRISM_1000049	only parasite density > 500,000	value
EUPATH_0000043	severe malaria	EUPATH_0000036	Basis of complicated diagnosis	PRISM_1000050	severe malaria	value
SYMP_0000596	generalized convulsions	EUPATH_0000046	Severe malaria criteria	PRISM_1000051	generalized convulsions	value
SYMP_0000642	respiratory distress	EUPATH_0000046	Severe malaria criteria	PRISM_1000052	respiratory distress	value
EUPATH_0000215	severe anemia	EUPATH_0000046	Severe malaria criteria	PRISM_1000053	severe anemia	value
GAZ_00237250	Kihihi	EUPATH_0000054	Subcounty in Uganda	PRISM_1000054	Kihihi	value
GAZ_00236889	Nagongera	EUPATH_0000054	Subcounty in Uganda	PRISM_1000055	Nagongera	value
GAZ_00236721	Walukuba	EUPATH_0000054	Subcounty in Uganda	PRISM_1000056	Walukuba	value
DRON_00021246	chloroquine injection	EUPATH_0000058	Malaria medication	PRISM_1000057	chloroquine injection	value
DRON_00021247	chloroquine tablets	EUPATH_0000058	Malaria medication	PRISM_1000058	chloroquine tablets	value
EUPATH_0000063	coartem (artemether-lumefantrine)	EUPATH_0000058	Malaria medication	PRISM_1000059	coartem (artemether-lumefantrine)	value
EUPATH_0000225	first	EUPATH_0000143	Categorical household wealth index	PRISM_1000060	1	value
EUPATH_0000224	second	EUPATH_0000143	Categorical household wealth index	PRISM_1000061	2	value
EUPATH_0000223	third	EUPATH_0000143	Categorical household wealth index	PRISM_1000062	3	value
EUPATH_0000167	Bank account	EUPATH_0000144	Assets	PRISM_1000063	BANKACCO	value
EUPATH_0000168	Bed	EUPATH_0000144	Assets	PRISM_1000064	BED	value
EUPATH_0000169	Bicycle	EUPATH_0000144	Assets	PRISM_1000065	BICYCLE	value
EUPATH_0000171	Car	EUPATH_0000144	Assets	PRISM_1000066	CAR	value
EUPATH_0000166	Cart	EUPATH_0000144	Assets	PRISM_1000067	CART	value
EUPATH_0000172	Cassette	EUPATH_0000144	Assets	PRISM_1000068	CASSETTE	value
EUPATH_0000173	Chair	EUPATH_0000144	Assets	PRISM_1000069	CHAIR	value
EUPATH_0000174	Clock	EUPATH_0000144	Assets	PRISM_1000070	CLOCK	value
EUPATH_0000175	Cupboard	EUPATH_0000144	Assets	PRISM_1000071	CUPBOARD	value
EUPATH_0000176	Electric	EUPATH_0000144	Assets	PRISM_1000072	ELECTRIC	value
EUPATH_0000182	Fridge	EUPATH_0000144	Assets	PRISM_1000073	FRIDGE	value
EUPATH_0000179	Boat with motor	EUPATH_0000144	Assets	PRISM_1000074	MBOAT	value
EUPATH_0000178	Mobile phone	EUPATH_0000144	Assets	PRISM_1000075	MOBILE	value
EUPATH_0000170	Boat without motor	EUPATH_0000144	Assets	PRISM_1000076	NOMBOAT	value
EUPATH_0000177	Fixed phone	EUPATH_0000144	Assets	PRISM_1000077	PHONE	value
EUPATH_0000181	Radio	EUPATH_0000144	Assets	PRISM_1000078	RADIO_OWNED	value
EUPATH_0000180	Motorbike / scooter	EUPATH_0000144	Assets	PRISM_1000079	SCOOTER	value
EUPATH_0000183	Sofa	EUPATH_0000144	Assets	PRISM_1000080	SOFA	value
EUPATH_0000184	Table	EUPATH_0000144	Assets	PRISM_1000081	Table_present	value
EUPATH_0000185	TV	EUPATH_0000144	Assets	PRISM_1000082	TV_OWNED	value
EUPATH_0000186	Watch	EUPATH_0000144	Assets	PRISM_1000083	WATCH	value
EUPATH_0000234	death	EUPATH_0000208	Reason for withdrawal	PRISM_1000084	death	value
EUPATH_0000235	inability to comply with protocol	EUPATH_0000208	Reason for withdrawal	PRISM_1000085	inability to comply with protocol	value
EUPATH_0000236	moved out of area	EUPATH_0000208	Reason for withdrawal	PRISM_1000086	moved out of area	value
EUPATH_0000237	reached 11 years of age	EUPATH_0000208	Reason for withdrawal	PRISM_1000087	reached 11 years of age	value
EUPATH_0000238	unable to be located for > 120 days	EUPATH_0000208	Reason for withdrawal	PRISM_1000088	unable to be located for > 120 days	value
EUPATH_0000233	Unknown	EUPATH_0000208	Reason for withdrawal	PRISM_1000089	Unknown	value
EUPATH_0000239	withdrawal of all children under care	EUPATH_0000208	Reason for withdrawal	PRISM_1000090	withdrawal of all children under care	value
EUPATH_0000240	withdrawal of informed consent	EUPATH_0000208	Reason for withdrawal	PRISM_1000091	withdrawal of informed consent	value
EUPATH_0000232	after initial screening	EUPATH_0000219	Time of screening	PRISM_1000092	after initial screening	value
EUPATH_0000231	during initial screening	EUPATH_0000219	Time of screening	PRISM_1000093	during initial screening	value
OBIB_0000036	buffy coat	OBI_0100051	Specimen type	PRISM_1000094	buffy coat	value
EUPATH_0000127	filter paper	OBI_0100051	Specimen type	PRISM_1000095	filter paper	value
EUPATH_0000128	pbmc	OBI_0100051	Specimen type	PRISM_1000096	pbmc	value
EUPATH_0000129	pellet	OBI_0100051	Specimen type	PRISM_1000097	pellet	value
OBI_0100016	plasma	OBI_0100051	Specimen type	PRISM_1000098	plasma	value
ENVO_01000574	candles	OBI_0400065	Lighting source	PRISM_1000099	candles	value
ENVO_01000572	electricity	OBI_0400065	Lighting source	PRISM_1000100	electricity	value
ENVO_01000567	paraffin - hurricane lamp	OBI_0400065	Lighting source	PRISM_1000101	paraffin - hurricane lamp	value
ENVO_01000597	paraffin - pressure lamp	OBI_0400065	Lighting source	PRISM_1000102	paraffin - pressure lamp	value
ENVO_01000562	paraffin - wick lamp	OBI_0400065	Lighting source	PRISM_1000103	paraffin - wick lamp	value
EUPATH_0000253	solar	OBI_0400065	Lighting source	PRISM_1000104	solar	value
ENVO_01000573	torch/battery powered lamp	OBI_0400065	Lighting source	PRISM_1000105	torch/battery powered lamp	value
HP_0011848	Abdominal colic	EUPATH_0000317	Other diagnosis	PRISM_1000106	Abdominal colic	value
HP_0002027	Abdominal pain - unspecified	EUPATH_0000317	Other diagnosis	PRISM_1000107	Abdominal pain - unspecified	value
DOID_9667	Abruptio placenta	EUPATH_0000317	Other diagnosis	PRISM_1000108	Abruptio placenta	value
SYMP_0000672	Abscess	EUPATH_0000317	Other diagnosis	PRISM_1000109	Abscess	value
DOID_9452	Acute Fatty Liver	EUPATH_0000317	Other diagnosis	PRISM_1000110	Acute Fatty Liver	value
DOID_0060310	Acute Uvulitis	EUPATH_0000317	Other diagnosis	PRISM_1000111	Acute Uvulitis	value
DOID_0060311	Adenoid hypertrophy	EUPATH_0000317	Other diagnosis	PRISM_1000112	Adenoid hypertrophy	value
DOID_4481	Allergic rhinitis	EUPATH_0000317	Other diagnosis	PRISM_1000113	Allergic rhinitis	value
DOID_13938	Amenorrhea, secondary	EUPATH_0000317	Other diagnosis	PRISM_1000114	Amenorrhea, secondary	value
DOID_2355	Anaemia	EUPATH_0000317	Other diagnosis	PRISM_1000115	Anaemia - general	value
DOID_2355	Anaemia	EUPATH_0000317	Other diagnosis	PRISM_1000116	Anaemia - HIV related	value
DOID_3128	Anal fissure	EUPATH_0000317	Other diagnosis	PRISM_1000117	Anal fissure	value
