Term Ontology ID	Display Label	Term Parent Ontology ID	Term Parent Display Label	Data Dictionary ID	Data Dictionary Label	Column Name	Term Type
DOID_13250	Diarrhea	EUPATH_0000309	Symptoms	PRISM_0000054	Diarrhea		variable
EUPATH_0000194	Discparity	EUPATH_0000324	Mosquito Parity	PRISM_0000055	discparity		variable
EUPATH_0000054	Subcounty in Uganda	GAZ_00000448	Geographic location	PRISM_0000056	DISTRICT		variable
EUPATH_0000161	Joint pains duration	EUPATH_0000309	Symptoms	PRISM_0000057	djointpains		variable
EUPATH_0000032	Date of birth	EUPATH_0000307	Participant Study Details	PRISM_0000058	DOB		variable
EUPATH_0000321	Diagnosis at discharge	EUPATH_0000308	Hospitalization	PRISM_0000059	Diagnosis at discharge		variable
EUPATH_0000333	Easting coordinate	GAZ_00000448	Geographic location	PRISM_0000060	easting		variable
EUPATH_0000015	Eaves	EUPATH_0000303	Physical Characteristics	PRISM_0000061	eaves		variable
EUPATH_0000151	Enrollment date	EUPATH_0000307	Participant Study Details	PRISM_0000062	enrollperiod		variable
SYMP_0019177	Fatigue	EUPATH_0000309	Symptoms	PRISM_0000063	Fatigue		variable
EUPATH_0000164	Subjective fever duration	EUPATH_0000309	Symptoms	PRISM_0000064	fduration		variable
EUPATH_0000097	Febrile	EUPATH_0000309	Symptoms	PRISM_0000065	febrile		variable
EUPATH_0000192	Fed A. funestus	EUPATH_0000322	Anopheles funestus	PRISM_0000066	fedfunes		variable
EUPATH_0000193	Fed A. gambiae	EUPATH_0000323	Anopheles gambiae sl	PRISM_0000067	fedgamb		variable
EUPATH_0000200	Anopheles Other	EUPATH_0000313	Individual Entomogical Measurement	PRISM_0000068	femotherano		variable
EUPATH_0000100	Fever (subjective)	EUPATH_0000309	Symptoms	PRISM_0000069	fever		variable
EUPATH_0000006	Floor material	EUPATH_0000303	Physical Characteristics	PRISM_0000070	floortype		variable
EUPATH_0000158	Fatigue duration	EUPATH_0000309	Symptoms	PRISM_0000071	fmduration		variable
EUPATH_0000023	Cooking fuel	EUPATH_0000302	Facilities	PRISM_0000072	FUELTYPE		variable
EUPATH_0000202	Unable to assess A. funestus	EUPATH_0000322	Anopheles funestus	PRISM_0000073	funesunableassess		variable
EUPATH_0000033	G6PD Genotype	EUPATH_0000306	Participant Genotype	PRISM_0000074	G6PD		variable
EUPATH_0000203	Unable to assess A. gambiae	EUPATH_0000323	Anopheles gambiae sl	PRISM_0000075	gambiaeunableassess		variable
EUPATH_0000207	Gametocytes present (microscopy)	OGMS_0000018	Laboratory Findings	PRISM_0000076	gametocytes		variable
PATO_0000047	Sex	EUPATH_0000096	Participant	PRISM_0000077	gender		variable
EUPATH_0000197	Gravid A. funestus	EUPATH_0000322	Anopheles funestus	PRISM_0000078	gravidfunes		variable
EUPATH_0000198	Gravid A. gambiae	EUPATH_0000323	Anopheles gambiae sl	PRISM_0000079	gravidgamb		variable
EUPATH_0000035	HbS Genotype	EUPATH_0000306	Participant Genotype	PRISM_0000080	hbs		variable
EUPATH_0000159	Headache duration	EUPATH_0000309	Symptoms	PRISM_0000081	hduration		variable
HP_0002315	Headache	EUPATH_0000309	Symptoms	PRISM_0000082	Headache		variable
IAO_0000408	Height	OGMS_0000083	Physical Examination	PRISM_0000083	height		variable
EUPATH_0000047	Hemoglobin	OGMS_0000018	Laboratory Findings	PRISM_0000084	hemoglobin		variable
EUPATH_0000094	Household ID	EUPATH_0000307	Participant Study Details	PRISM_0000085	hhid		variable
EUPATH_0000027	# meals / day	EUPATH_0000304	Socioeconomic Factors	PRISM_0000086	HHMEALS		variable
EUPATH_0000028	# meat meals / week	EUPATH_0000304	Socioeconomic Factors	PRISM_0000087	HHNUMT		variable
EUPATH_0000029	Food problems / week	EUPATH_0000304	Socioeconomic Factors	PRISM_0000088	HHPSF		variable
EUPATH_0000025	# rooms	EUPATH_0000303	Physical Characteristics	PRISM_0000089	HHROOMS		variable
EUPATH_0000201	# sleeping places	EUPATH_0000303	Physical Characteristics	PRISM_0000090	HHSPACES		variable
EUPATH_0000002	Dwelling type	EUPATH_0000301	Dwelling Summary	PRISM_0000091	housetype		variable
EUPATH_0000216	ITN last night	EUPATH_0000310	Visit Details	PRISM_0000092	itnlastnight		variable
HP_0000952	Jaundice	EUPATH_0000309	Symptoms	PRISM_0000093	Jaundice		variable
EUPATH_0000160	Jaundice duration	EUPATH_0000309	Symptoms	PRISM_0000094	jduration		variable
SYMP_0000064	Joint pains	EUPATH_0000309	Symptoms	PRISM_0000095	jointpains		variable
EUPATH_0000152	Last date observed	EUPATH_0000307	Participant Study Details	PRISM_0000096	lastdate		variable
EUPATH_0000090	Symptomatic malaria	OGMS_0000073	Diagnosis	PRISM_0000097	Malaria		variable
EUPATH_0000058	Malaria medication	EUPATH_0000057	Medication	PRISM_0000098	malaria medication		variable
EUPATH_0000162	Muscle aches duration	EUPATH_0000309	Symptoms	PRISM_0000099	mduration		variable
EUPATH_0000091	Date of visit	EUPATH_0000310	Visit Details	PRISM_0000100	monthyear		variable
EUPATH_0000252	Muscle aches	EUPATH_0000309	Symptoms	PRISM_0000101	muscleaches		variable
EUPATH_0000318	Admitting hospital	EUPATH_0000308	Hospitalization	PRISM_0000102	NOH		variable
EUPATH_0000059	Non-malaria medication	EUPATH_0000057	Medication	PRISM_0000103	non-malaria medication		variable
EUPATH_0000334	Northing coordinate	GAZ_00000448	Geographic location	PRISM_0000104	northing		variable
EUPATH_0000195	Nulliparous	EUPATH_0000324	Mosquito Parity	PRISM_0000105	nulliparous		variable
EUPATH_0000134	Num Collections	EUPATH_0000312	Aggregated Entomological Measurement	PRISM_0000106	num collections		variable
EUPATH_0000026	# acres	EUPATH_0000304	Socioeconomic Factors	PRISM_0000107	NUMALAND		variable
EUPATH_0000218	Total Anopheles positive	EUPATH_0000325	Sporozoite Testing	PRISM_0000108	numberpositive		variable
EUPATH_0000217	Total Anopheles tested	EUPATH_0000325	Sporozoite Testing	PRISM_0000109	numbertested		variable
EUPATH_0000019	# residents in dwelling	EUPATH_0000304	Socioeconomic Factors	PRISM_0000110	NUMPEOP		variable
EUPATH_0000092	Asexual parasite density	OGMS_0000018	Laboratory Findings	PRISM_0000111	parasitedensity		variable
EUPATH_0000196	Parous	EUPATH_0000324	Mosquito Parity	PRISM_0000112	parous		variable
OGMS_0000015	Other medical complaint	EUPATH_0000309	Symptoms	PRISM_0000113	rfa		variable
EUPATH_0000003	Roof material	EUPATH_0000303	Physical Characteristics	PRISM_0000114	rooftype		variable
OBI_0100051	Specimen type	OGMS_0000018	Laboratory Findings	PRISM_0000115	sample_type		variable
EUPATH_0000219	Time of screening	EUPATH_0000307	Participant Study Details	PRISM_0000116	screening		variable
EUPATH_0000163	Seizures duration	EUPATH_0000309	Symptoms	PRISM_0000117	sduration		variable
SYMP_0000124	Seizures	EUPATH_0000309	Symptoms	PRISM_0000118	seizure		variable
OBI_0400065	Lighting source	EUPATH_0000302	Facilities	PRISM_0000119	SENERGY		variable
EUPATH_0000046	Severe malaria criteria	EUPATH_0000316	Malaria severity and basis	PRISM_0000120	sevmalcat		variable
ENVO_00003064	Drinking water source	EUPATH_0000302	Facilities	PRISM_0000121	SWATER		variable
EUPATH_0000110	Temperature	OGMS_0000083	Physical Examination	PRISM_0000122	temperature		variable
EUPATH_0000143	Categorical household wealth index	EUPATH_0000301	Dwelling Summary	PRISM_0000123	tertile		variable
EUPATH_0000335	Human waste disposal	EUPATH_0000302	Facilities	PRISM_0000124	TFACLTY		variable
EUPATH_0000138	Observation period	EUPATH_0000307	Participant Study Details	PRISM_0000125	Total Observation Period		variable
EUPATH_0000121	Total visits	EUPATH_0000305	Aggregated Visit Details	PRISM_0000126	Total Visits		variable
EUPATH_0000123	Total visits with microscopic parasitemia	EUPATH_0000305	Aggregated Visit Details	PRISM_0000127	Total Visits With Asymp Para		variable
EUPATH_0000122	Total visits with malaria	EUPATH_0000305	Aggregated Visit Details	PRISM_0000128	Total Visits With Malaria Dx		variable
EUPATH_0000135	# Female Anopheles collected	EUPATH_0000313	Individual Entomogical Measurement	PRISM_0000129	Total_anopheles		variable
EUPATH_0000136	# A. funestus	EUPATH_0000322	Anopheles funestus	PRISM_0000130	Total_funestus		variable
EUPATH_0000137	# A. gambiae	EUPATH_0000323	Anopheles gambiae sl	PRISM_0000131	Total_gambiae		variable
EUPATH_0000204	Unfed A. funestus	EUPATH_0000322	Anopheles funestus	PRISM_0000132	unfedfunes		variable
EUPATH_0000205	Unfed A. gambiae	EUPATH_0000323	Anopheles gambiae sl	PRISM_0000133	unfedgamb		variable
EUPATH_0000165	Vomiting duration	EUPATH_0000309	Symptoms	PRISM_0000134	vduration		variable
EUPATH_0000139	Visits per year	EUPATH_0000305	Aggregated Visit Details	PRISM_0000135	Visits Per Year		variable
EUPATH_0000140	Visits with microscopic parasitemia per year	EUPATH_0000305	Aggregated Visit Details	PRISM_0000136	Visits Per Year W/ Asymp Para		variable
EUPATH_0000141	Visits with malaria per year	EUPATH_0000305	Aggregated Visit Details	PRISM_0000137	Visits Per Year W/Malaria		variable
HP_0002013	Vomiting	EUPATH_0000309	Symptoms	PRISM_0000138	Vomiting		variable
EUPATH_0000009	Wall material	EUPATH_0000303	Physical Characteristics	PRISM_0000139	walltype		variable
EUPATH_0000014	Numerical household wealth index	EUPATH_0000301	Dwelling Summary	PRISM_0000140	wealth_index		variable
IAO_0000414	Weight	OGMS_0000083	Physical Examination	PRISM_0000141	weight		variable
EUPATH_0000208	Reason for withdrawal	EUPATH_0000307	Participant Study Details	PRISM_0000142	withdrawnreason		variable
EUPATH_0000144	Assets	EUPATH_0000304	Socioeconomic Factors	PRISM_0000143	Assets		variable
EUPATH_0000311	Visit type	EUPATH_0000328	Visit	PRISM_0000144	visittype		variable
EUPATH_0000317	Other diagnosis	OGMS_0000073	Diagnosis	PRISM_0000145	dxcode		variable
EUPATH_0000336	# non scheduled visits	EUPATH_0000305	Aggregated Visit Details	PRISM_0000146	number of non scheduled clinical visits		variable
EUPATH_0000337	# scheduled visits	EUPATH_0000305	Aggregated Visit Details	PRISM_0000147	number of scheduled clinical visits		variable
EUPATH_0000338	Malaria diagnosis and parasite status	EUPATH_0000328	Visit	PRISM_0000148	malariacat		variable
EUPATH_0000484	Asymptomatic parasitemia	OGMS_0000073	Diagnosis	PRISM_0000149	Asymptomatic parasitemia		variable
EUPATH_0000485	Submicroscopic parasitemia	OGMS_0000073	Diagnosis	PRISM_0000150	Submicroscopic parasitemia		variable
EUPATH_0000487	Submicroscopic parasites present (LAMP)	OGMS_0000018	Laboratory Findings	PRISM_0000151	Submicroscopic parasites present (LAMP)		variable
EUPATH_0000488	Blood smear not performed	OGMS_0000018	Laboratory Findings	PRISM_0000152	Blood smear not performed		variable
EUPATH_0000489	Negative blood smear and negative LAMP	OGMS_0000018	Laboratory Findings	PRISM_0000153	Negative blood smear and negative LAMP		variable
EUPATH_0000490	Negative blood smear and LAMP not done	OGMS_0000018	Laboratory Findings	PRISM_0000154	Negative blood smear and LAMP not done		variable
EUPATH_0000486	Total visits with asymptomatic parasitemia	EUPATH_0000305	Aggregated Visit Details	PRISM_0000155	Total visits with asymptomatic parasitemia		variable
EUPATH_0000491	Visits with asymptomatic parasitemia per year	EUPATH_0000305	Aggregated Visit Details	PRISM_0000156	Visits with asymptomatic parasitemia per year		variable
ENVO_00003097	borehole	ENVO_00003064	Drinking water source	PRISM_0000157	borehole		value
EUPATH_0000254	open public well	ENVO_00003064	Drinking water source	PRISM_0000158	open public well		value
EUPATH_0000255	open well in yard/compound	ENVO_00003064	Drinking water source	PRISM_0000159	open well in yard/compound		value
EUPATH_0000256	pipe into dwelling	ENVO_00003064	Drinking water source	PRISM_0000160	pipe into dwelling		value
EUPATH_0000257	piped into yard/compound	ENVO_00003064	Drinking water source	PRISM_0000161	piped into yard/compound		value
ENVO_00002228	pond/lake	ENVO_00003064	Drinking water source	PRISM_0000162	pond/lake		value
EUPATH_0000258	protected public well	ENVO_00003064	Drinking water source	PRISM_0000163	protected public well		value
EUPATH_0000259	protected spring	ENVO_00003064	Drinking water source	PRISM_0000164	protected spring		value
EUPATH_0000260	protected well in yard/compound	ENVO_00003064	Drinking water source	PRISM_0000165	protected well in yard/compound		value
ENVO_00003096	public tap	ENVO_00003064	Drinking water source	PRISM_0000166	public tap		value
ENVO_01000599	river/stream	ENVO_00003064	Drinking water source	PRISM_0000167	river/stream		value
EUPATH_0000261	unprotected spring	ENVO_00003064	Drinking water source	PRISM_0000168	unprotected spring		value
EUPATH_0000262	water truck	ENVO_00003064	Drinking water source	PRISM_0000169	water truck		value
ENVO_01000550	composting  toilet	EUPATH_0000335	Human waste disposal	PRISM_0000170	composting  toilet		value
EUPATH_0000149	covered pit latrine no slab	EUPATH_0000335	Human waste disposal	PRISM_0000171	covered pit latrine no slab		value
ENVO_01000533	covered pit latrine w/slab	EUPATH_0000335	Human waste disposal	PRISM_0000172	covered pit latrine w/slab		value
ENVO_01000527	flush toilet	EUPATH_0000335	Human waste disposal	PRISM_0000173	flush toilet		value
EUPATH_0000229	no facility/bush/field	EUPATH_0000335	Human waste disposal	PRISM_0000174	no facility/bush/field		value
EUPATH_0000221	uncovered pit latrine no slab	EUPATH_0000335	Human waste disposal	PRISM_0000175	uncovered pit latrine no slab		value
EUPATH_0000220	uncovered pit latrine w/slab	EUPATH_0000335	Human waste disposal	PRISM_0000176	uncovered pit latrine w/slab		value
EUPATH_0000230	uses neighbours	EUPATH_0000335	Human waste disposal	PRISM_0000177	uses neighbours		value
ENVO_01000530	vip latrine	EUPATH_0000335	Human waste disposal	PRISM_0000178	vip latrine		value
EUPATH_0000013	modern	EUPATH_0000002	Dwelling type	PRISM_0000179	modern		value
EUPATH_0000012	traditional	EUPATH_0000002	Dwelling type	PRISM_0000180	traditional		value
ICEMR_0000151	metal	EUPATH_0000003	Roof material	PRISM_0000181	metal		value
ENVO_01000473	thatch	EUPATH_0000003	Roof material	PRISM_0000182	thatch		value
ENVO_01000514	tiles	EUPATH_0000003	Roof material	PRISM_0000183	tiles		value
ENVO_01000475	bricks	EUPATH_0000006	Floor material	PRISM_0000184	bricks		value
ICEMR_0000152	concrete	EUPATH_0000006	Floor material	PRISM_0000185	cememt/concrete		value
ENVO_00002003	earth and dung	EUPATH_0000006	Floor material	PRISM_0000186	earth and dung		value
ENVO_01000017	earth or sand	EUPATH_0000006	Floor material	PRISM_0000187	earth or sand		value
ICEMR_0000153	wood	EUPATH_0000006	Floor material	PRISM_0000188	parquet or polished wood		value
ENVO_00001995	stones	EUPATH_0000006	Floor material	PRISM_0000189	stones		value
ICEMR_0000154	cement	EUPATH_0000009	Wall material	PRISM_0000190	cement		value
ICEMR_0000151	metal	EUPATH_0000009	Wall material	PRISM_0000191	metal		value
ENVO_01000001	mud	EUPATH_0000009	Wall material	PRISM_0000192	mud		value
ICEMR_0000153	wood	EUPATH_0000009	Wall material	PRISM_0000193	wood		value
EUPATH_0000017	closed	EUPATH_0000015	Eaves	PRISM_0000194	closed		value
EUPATH_0000016	open	EUPATH_0000015	Eaves	PRISM_0000195	open		value
EUPATH_0000226	no airbricks	EUPATH_0000018	Air bricks	PRISM_0000196	no airbricks		value
EUPATH_0000214	screened airbricks	EUPATH_0000018	Air bricks	PRISM_0000197	screened airbricks		value
EUPATH_0000222	unscreened airbricks	EUPATH_0000018	Air bricks	PRISM_0000198	unscreened airbricks		value
ENVO_01000560	charcoal	EUPATH_0000023	Cooking fuel	PRISM_0000199	charcoal		value
EUPATH_0000228	doesn't cook at home	EUPATH_0000023	Cooking fuel	PRISM_0000200	doesn't cook at home		value
EUPATH_0000227	eats in restaurants	EUPATH_0000023	Cooking fuel	PRISM_0000201	eats in restaurants		value
ICEMR_0000153	wood	EUPATH_0000023	Cooking fuel	PRISM_0000202	firewood		value
ICEMR_0000155	no complicated malaria	EUPATH_0000036	Basis of complicated diagnosis	PRISM_0000203	no complicated malaria		value
EUPATH_0000042	only danger signs	EUPATH_0000036	Basis of complicated diagnosis	PRISM_0000204	only danger signs		value
EUPATH_0000041	only parasite density > 500,000	EUPATH_0000036	Basis of complicated diagnosis	PRISM_0000205	only parasite density > 500,000		value
EUPATH_0000043	severe malaria	EUPATH_0000036	Basis of complicated diagnosis	PRISM_0000206	severe malaria		value
SYMP_0000596	generalized convulsions	EUPATH_0000046	Severe malaria criteria	PRISM_0000207	generalized convulsions		value
SYMP_0000642	respiratory distress	EUPATH_0000046	Severe malaria criteria	PRISM_0000208	respiratory distress		value
EUPATH_0000215	severe anemia	EUPATH_0000046	Severe malaria criteria	PRISM_0000209	severe anemia		value
GAZ_00237250	Kihihi	EUPATH_0000054	Subcounty in Uganda	PRISM_0000210	Kihihi		value
GAZ_00236889	Nagongera	EUPATH_0000054	Subcounty in Uganda	PRISM_0000211	Nagongera		value
GAZ_00236721	Walukuba	EUPATH_0000054	Subcounty in Uganda	PRISM_0000212	Walukuba		value
DRON_00021246	chloroquine injection	EUPATH_0000058	Malaria medication	PRISM_0000213	chloroquine injection		value
DRON_00021247	chloroquine tablets	EUPATH_0000058	Malaria medication	PRISM_0000214	chloroquine tablets		value
EUPATH_0000063	coartem (artemether-lumefantrine)	EUPATH_0000058	Malaria medication	PRISM_0000215	coartem (artemether-lumefantrine)		value
EUPATH_0000225	first	EUPATH_0000143	Categorical household wealth index	PRISM_0000216	1		value
EUPATH_0000224	second	EUPATH_0000143	Categorical household wealth index	PRISM_0000217	2		value
EUPATH_0000223	third	EUPATH_0000143	Categorical household wealth index	PRISM_0000218	3		value
EUPATH_0000167	Bank account	EUPATH_0000144	Assets	PRISM_0000219	BANKACCO		value
EUPATH_0000168	Bed	EUPATH_0000144	Assets	PRISM_0000220	BED		value
EUPATH_0000169	Bicycle	EUPATH_0000144	Assets	PRISM_0000221	BICYCLE		value
EUPATH_0000171	Car	EUPATH_0000144	Assets	PRISM_0000222	CAR		value
EUPATH_0000166	Cart	EUPATH_0000144	Assets	PRISM_0000223	CART		value
EUPATH_0000172	Cassette	EUPATH_0000144	Assets	PRISM_0000224	CASSETTE		value
EUPATH_0000173	Chair	EUPATH_0000144	Assets	PRISM_0000225	CHAIR		value
EUPATH_0000174	Clock	EUPATH_0000144	Assets	PRISM_0000226	CLOCK		value
EUPATH_0000175	Cupboard	EUPATH_0000144	Assets	PRISM_0000227	CUPBOARD		value
EUPATH_0000176	Electric	EUPATH_0000144	Assets	PRISM_0000228	ELECTRIC		value
EUPATH_0000182	Fridge	EUPATH_0000144	Assets	PRISM_0000229	FRIDGE		value
EUPATH_0000179	Boat with motor	EUPATH_0000144	Assets	PRISM_0000230	MBOAT		value
EUPATH_0000178	Mobile phone	EUPATH_0000144	Assets	PRISM_0000231	MOBILE		value
EUPATH_0000170	Boat without motor	EUPATH_0000144	Assets	PRISM_0000232	NOMBOAT		value
EUPATH_0000177	Fixed phone	EUPATH_0000144	Assets	PRISM_0000233	PHONE		value
EUPATH_0000181	Radio	EUPATH_0000144	Assets	PRISM_0000234	RADIO_OWNED		value
EUPATH_0000180	Motorbike / scooter	EUPATH_0000144	Assets	PRISM_0000235	SCOOTER		value
EUPATH_0000183	Sofa	EUPATH_0000144	Assets	PRISM_0000236	SOFA		value
EUPATH_0000184	Table	EUPATH_0000144	Assets	PRISM_0000237	Table_present		value
EUPATH_0000185	TV	EUPATH_0000144	Assets	PRISM_0000238	TV_OWNED		value
EUPATH_0000186	Watch	EUPATH_0000144	Assets	PRISM_0000239	WATCH		value
EUPATH_0000234	death	EUPATH_0000208	Reason for withdrawal	PRISM_0000240	death		value
EUPATH_0000235	inability to comply with protocol	EUPATH_0000208	Reason for withdrawal	PRISM_0000241	inability to comply with protocol		value
EUPATH_0000236	moved out of area	EUPATH_0000208	Reason for withdrawal	PRISM_0000242	moved out of area		value
EUPATH_0000237	reached 11 years of age	EUPATH_0000208	Reason for withdrawal	PRISM_0000243	reached 11 years of age		value
EUPATH_0000238	unable to be located for > 120 days	EUPATH_0000208	Reason for withdrawal	PRISM_0000244	unable to be located for > 120 days		value
EUPATH_0000233	Unknown	EUPATH_0000208	Reason for withdrawal	PRISM_0000245	Unknown		value
EUPATH_0000239	withdrawal of all children under care	EUPATH_0000208	Reason for withdrawal	PRISM_0000246	withdrawal of all children under care		value
EUPATH_0000240	withdrawal of informed consent	EUPATH_0000208	Reason for withdrawal	PRISM_0000247	withdrawal of informed consent		value
EUPATH_0000232	after initial screening	EUPATH_0000219	Time of screening	PRISM_0000248	after initial screening		value
EUPATH_0000231	during initial screening	EUPATH_0000219	Time of screening	PRISM_0000249	during initial screening		value
OBIB_0000036	buffy coat	OBI_0100051	Specimen type	PRISM_0000250	buffy coat		value
EUPATH_0000127	filter paper	OBI_0100051	Specimen type	PRISM_0000251	filter paper		value
EUPATH_0000128	pbmc	OBI_0100051	Specimen type	PRISM_0000252	pbmc		value
EUPATH_0000129	pellet	OBI_0100051	Specimen type	PRISM_0000253	pellet		value
OBI_0100016	plasma	OBI_0100051	Specimen type	PRISM_0000254	plasma		value
ENVO_01000574	candles	OBI_0400065	Lighting source	PRISM_0000255	candles		value
ENVO_01000572	electricity	OBI_0400065	Lighting source	PRISM_0000256	electricity		value
ENVO_01000567	paraffin - hurricane lamp	OBI_0400065	Lighting source	PRISM_0000257	paraffin - hurricane lamp		value
ENVO_01000597	paraffin - pressure lamp	OBI_0400065	Lighting source	PRISM_0000258	paraffin - pressure lamp		value
ENVO_01000562	paraffin - wick lamp	OBI_0400065	Lighting source	PRISM_0000259	paraffin - wick lamp		value
EUPATH_0000253	solar	OBI_0400065	Lighting source	PRISM_0000260	solar		value
ENVO_01000573	torch/battery powered lamp	OBI_0400065	Lighting source	PRISM_0000261	torch/battery powered lamp		value
