colOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType,notesForOnt
12,226plate042::heartrate,226plate042,http://www.ebi.ac.uk/efo/EFO_0004326,Heart rate (bpm),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,3.4 Heart Rate,,variable,
12,126plate313::heartrt,126plate313,http://www.ebi.ac.uk/efo/EFO_0004326,Heart rate (bpm),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,,,variable,
12,226plate102::heartrate,226plate102,http://www.ebi.ac.uk/efo/EFO_0004326,Heart rate (bpm),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,3.4 Heart Rate,,variable,
12,226plate082::heartrate,226plate082,http://www.ebi.ac.uk/efo/EFO_0004326,Heart rate (bpm),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,3.4 Heart Rate,,variable,
12,226plate032::heartrate,226plate032,http://www.ebi.ac.uk/efo/EFO_0004326,Heart rate (bpm),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,3.4 Heart Rate,,variable,
12,126plate092::heartrt,126plate092,http://www.ebi.ac.uk/efo/EFO_0004326,Heart rate (bpm),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,,,variable,
12,126plate037::heartrt,126plate037,http://www.ebi.ac.uk/efo/EFO_0004326,Heart rate (bpm),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,,,variable,
12,126plate413::heartrt,126plate413,http://www.ebi.ac.uk/efo/EFO_0004326,Heart rate (bpm),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,,,variable,
12,226plate052::heartrate,226plate052,http://www.ebi.ac.uk/efo/EFO_0004326,Heart rate (bpm),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,3.4 Heart Rate,,variable,
12,226plate022::heartrate,226plate022,http://www.ebi.ac.uk/efo/EFO_0004326,Heart rate (bpm),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,3.4 Heart Rate,,variable,
12,126plate033::heartrt,126plate033,http://www.ebi.ac.uk/efo/EFO_0004326,Heart rate (bpm),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,,,variable,
12,126plate053::heartrt,126plate053,http://www.ebi.ac.uk/efo/EFO_0004326,Heart rate (bpm),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,,,variable,
12,126plate023::heartrt,126plate023,http://www.ebi.ac.uk/efo/EFO_0004326,Heart rate (bpm),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,,,variable,
12,126plate003::heartrt,126plate003,http://www.ebi.ac.uk/efo/EFO_0004326,Heart rate (bpm),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,,,variable,
12,126plate402::heartrt,126plate402,http://www.ebi.ac.uk/efo/EFO_0004326,Heart rate (bpm),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,,,variable,
12,226plate004::heartrate,226plate004,http://www.ebi.ac.uk/efo/EFO_0004326,Heart rate (bpm),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,3.4 Heart Rate,,variable,
12,226plate012::heartrate,226plate012,http://www.ebi.ac.uk/efo/EFO_0004326,Heart rate (bpm),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,3.4 Heart Rate,,variable,
12,226plate221::heartrate,226plate221,http://www.ebi.ac.uk/efo/EFO_0004326,Heart rate (bpm),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,3.4 Heart Rate,,variable,
14,226plate004::height,226plate004,http://purl.obolibrary.org/obo/EUPATH_0010075,Height (cm),,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,7.6 Height,,variable,
14,226plate222::hemoglobin,226plate222,http://purl.obolibrary.org/obo/EUPATH_0000047,Hemoglobin (g/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,1c./6.1c Hemoglobin value,,variable,
11,126plate403::hemoglobin,126plate403,http://purl.obolibrary.org/obo/EUPATH_0000047,Hemoglobin (g/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,1c./6.1c Hemoglobin value,,variable,
11,126plate315::hemoglobin,126plate315,http://purl.obolibrary.org/obo/EUPATH_0000047,Hemoglobin (g/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,1c./6.1c Hemoglobin value,,variable,
15,226plate119::hemoglobin,226plate119,http://purl.obolibrary.org/obo/EUPATH_0000047,Hemoglobin (g/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,1c./6.1c Hemoglobin value,,variable,
15,226plate113::hemoglobin,226plate113,http://purl.obolibrary.org/obo/EUPATH_0000047,Hemoglobin (g/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,1c./6.1c Hemoglobin value,,variable,
14,226plate212::hemoglobin,226plate212,http://purl.obolibrary.org/obo/EUPATH_0000047,Hemoglobin (g/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,1c./6.1c Hemoglobin value,,variable,
12,126plate024::hemoglobin,126plate024,http://purl.obolibrary.org/obo/EUPATH_0000047,Hemoglobin (g/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,1c./6.1c Hemoglobin value,,variable,
15,226plate202::hemoglobin,226plate202,http://purl.obolibrary.org/obo/EUPATH_0000047,Hemoglobin (g/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,1c./6.1c Hemoglobin value,,variable,
12,126plate314::hemoglobin,126plate314,http://purl.obolibrary.org/obo/EUPATH_0000047,Hemoglobin (g/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,1c./6.1c Hemoglobin value,,variable,
11,126plate038::hemoglobin,126plate038,http://purl.obolibrary.org/obo/EUPATH_0000047,Hemoglobin (g/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,1c./6.1c Hemoglobin value,,variable,
9,126plate004::hemoglobin,126plate004,http://purl.obolibrary.org/obo/EUPATH_0000047,Hemoglobin (g/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,1c./6.1c Hemoglobin value,,variable,
14,226plate023::hemoglobin,226plate023,http://purl.obolibrary.org/obo/EUPATH_0000047,Hemoglobin (g/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,1c./6.1c Hemoglobin value,,variable,
11,126plate034::hemoglobin,126plate034,http://purl.obolibrary.org/obo/EUPATH_0000047,Hemoglobin (g/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,1c./6.1c Hemoglobin value,,variable,
15,226plate114::hemoglobin,226plate114,http://purl.obolibrary.org/obo/EUPATH_0000047,Hemoglobin (g/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,1c./6.1c Hemoglobin value,,variable,
11,126plate054::hemoglobin,126plate054,http://purl.obolibrary.org/obo/EUPATH_0000047,Hemoglobin (g/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,1c./6.1c Hemoglobin value,,variable,
11,126plate093::hemoglobin,126plate093,http://purl.obolibrary.org/obo/EUPATH_0000047,Hemoglobin (g/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,1c./6.1c Hemoglobin value,,variable,
14,226plate153::hemoglobin,226plate153,http://purl.obolibrary.org/obo/EUPATH_0000047,Hemoglobin (g/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,1c./6.1c Hemoglobin value,,variable,
14,226plate033::hemoglobin,226plate033,http://purl.obolibrary.org/obo/EUPATH_0000047,Hemoglobin (g/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,1c./6.1c Hemoglobin value,,variable,
13,226plate044::hemoglobin,226plate044,http://purl.obolibrary.org/obo/EUPATH_0000047,Hemoglobin (g/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,1c./6.1c Hemoglobin value,,variable,
13,226plate014::hemoglobin,226plate014,http://purl.obolibrary.org/obo/EUPATH_0000047,Hemoglobin (g/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,1c./6.1c Hemoglobin value,,variable,
15,226plate055::hemoglobin,226plate055,http://purl.obolibrary.org/obo/EUPATH_0000047,Hemoglobin (g/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,1c./6.1c Hemoglobin value,,variable,
11,126plate304::hemoglobin,126plate304,http://purl.obolibrary.org/obo/EUPATH_0000047,Hemoglobin (g/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,1c./6.1c Hemoglobin value,,variable,
