IRI,label,variable,displayOrder,dataFile,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,repeated,is_temporal,mergeKey,dataSet,unitLabel,unitIRI,is_featured,hidden,scale,forceTostring,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth
http://purl.obolibrary.org/obo/EUPATH_0054009,Age of first female sexual partner,jilinde_coh_2022aug::partner_age_1_sex,5,jilinde_coh_2022aug,"How old was this girl or woman (with whom you first had sex)? If you don't know exactly, it is fine to estimate/guess. [For men, including transgender men, only]",Participant,http://purl.obolibrary.org/obo/EUPATH_0053598,Sexual behavior,"39. How old was this girl or woman (with whom you first had sex)? If you don't know exactly, it is fine to estimate/guess.",,variable,,,,Jilinde_prospective_cohort,years,http://purl.obolibrary.org/obo/UO_0000036,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054010,Age of first male sexual partner,jilinde_coh_2022aug::age_man_1_sex,8,jilinde_coh_2022aug,"How old was this boy or man (with whom you first had sex)? If you don't know exactly, it is fine to estimate/guess",Participant,http://purl.obolibrary.org/obo/EUPATH_0053598,Sexual behavior,"42. How old was this boy or man (with whom you first had sex)? If you don't know exactly, it is fine to estimate/guess.",,variable,,,,Jilinde_prospective_cohort,years,http://purl.obolibrary.org/obo/UO_0000036,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054013,Age of most recent partner,jilinde_coh_2022aug::part1_age,18,jilinde_coh_2022aug,"About how old was most recent partner the first time you had sex with most recent partner? (in years) If you don't know for certain, it is fine to estimate",Participant,http://purl.obolibrary.org/obo/EUPATH_0053598,Sexual behavior,"52. About how old was [part1_name] the first time you had sex with [part1_name] ? (in years).  If you don't know for certain, it is fine to estimate.",,variable,yes,,,Jilinde_prospective_cohort,years,http://purl.obolibrary.org/obo/UO_0000036,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054011,Age of second recent partner,jilinde_coh_2022aug::part2_age,32,jilinde_coh_2022aug,"About how old was second recent partner the first time you had sex with second recent partner? (in years) If you don't know for certain, it is fine to estimate",Participant,http://purl.obolibrary.org/obo/EUPATH_0053598,Sexual behavior,67. About how old was [part2_name] the first time you had sex with [part2_name]? (in years),,variable,yes,,,Jilinde_prospective_cohort,years,http://purl.obolibrary.org/obo/UO_0000036,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054012,Age of third recent partner,jilinde_coh_2022aug::part3_age,46,jilinde_coh_2022aug,"About how old was third recent partner the first time you had sex with third recent partner? (in years) If you don't know for certain, it is fine to estimate",Participant,http://purl.obolibrary.org/obo/EUPATH_0053598,Sexual behavior,82. About how old was [part3_name] the first time you had sex with [part3_name]?,,variable,yes,,,Jilinde_prospective_cohort,years,http://purl.obolibrary.org/obo/UO_0000036,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054295,Agree to take offered PrEP previously,jilinde_coh_2022aug::agree_take_prep,4,jilinde_coh_2022aug,"When previously offered PrEP, did you agree to take it?",Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,"19. When previously offered PrEP, did you agree to take it?",,variable,,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054014,Agree to take PrEP,jilinde_coh_2022aug::agree_prep,9,jilinde_coh_2022aug,"Based upon your offer of PrEP today, did you agree to start/ continue taking it?",Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,"23. Based upon your offer of PrEP today, did you agree to start/ continue taking it?",,variable,,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054016,Allergic reaction to latex,jilinde_coh_2022aug::csw_no_condom_use_allergy,9,jilinde_coh_2022aug,What are the reasons you don't use a condom with some or all of your clients? (choice=Allergic reaction to latex),Participant,http://purl.obolibrary.org/obo/EUPATH_0054243,Reason to have condomless sex with clients,106. What are the reasons you don't use a condom with some or all of your clients? (choice=Allergic reaction to latex),,value,yes,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054017,Allergic reaction to latex,jilinde_coh_2022aug::whyno_condom_use_allergy,9,jilinde_coh_2022aug,What are the reasons you don't use a condom with some or all of your partners? (choice=Allergic reaction to latex),Participant,http://purl.obolibrary.org/obo/EUPATH_0054245,Reason to have condomless sex with partners (AGYW),116. What are the reasons you don't use a condom with some or all of your partners? (choice=Allergic reaction to latex),,value,yes,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054109,Anal sex with most recent partner in last 6 months,jilinde_coh_2022aug::part1anal_sex,23,jilinde_coh_2022aug,Did you and most recent partner have anal sex in the last 6 months?,Participant,http://purl.obolibrary.org/obo/EUPATH_0053598,Sexual behavior,58. Did you and [part1_name] have anal sex in the last 6 months?,,variable,yes,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054107,Anal sex with second recent partner in last 6 months,jilinde_coh_2022aug::part2anal_sex,37,jilinde_coh_2022aug,Did you and second recent partner have anal sex in the last 6 months?,Participant,http://purl.obolibrary.org/obo/EUPATH_0053598,Sexual behavior,73. Did you and [part2_name] have anal sex in the last 6 months?,,variable,yes,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054108,Anal sex with third recent partner in last 6 months,jilinde_coh_2022aug::part3anal_sex,51,jilinde_coh_2022aug,Did you and third recent partner have anal sex in the last 6 months?,Participant,http://purl.obolibrary.org/obo/EUPATH_0053598,Sexual behavior,88. Did you and [part3_name] have anal sex in the last 6 months?,,variable,yes,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054148,Anticipated change in sexual behavior upon starting PrEP,,16,jilinde_coh_2022aug,"Once you start taking PrEP, how do you think your sexual behaviors may change?",Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,,multifilter,,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054021,Attending classes,jilinde_coh_2022aug::in_school,10,jilinde_coh_2022aug,Are you attending classes at a school or university?,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,112. Are you attending classes at a school or university?,,variable,,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054023,Away from home >1 week in last 6 months,jilinde_coh_2022aug::away_home_week,2,jilinde_coh_2022aug,"In the last 6 months, have you been away from your home for more than one week at a time?",Participant,http://purl.obolibrary.org/obo/EUPATH_0022068,Relocation,"15. In the last 6 months, have you been away from your home for more than one week at a time?",,variable,yes,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054203,Been offered PrEP before today,jilinde_coh_2022aug::offered_prep,2,jilinde_coh_2022aug,"Prior to today, have you ever been offered oral PrEP before?",Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,"17. Prior to today, have you ever been offered oral PrEP before?",,variable,,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054027,Believe in no longer using condoms after taking PrEP,jilinde_coh_2022aug::prep_no_condom,14,jilinde_coh_2022aug,Do you believe that if you are taking PrEP that you no longer need to use a condom?,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,29. Do you believe that if you are taking PrEP that you no longer need to use a condom?,,variable,,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054028,Benefit anticipated from PrEP,jilinde_coh_2022aug::how_prep_benefit,11,jilinde_coh_2022aug,In what ways do you think you'll benefit from PrEP?,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,25. In what ways do you think you'll benefit from PrEP?,,variable,,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054029,Benefits from taking PrEP,jilinde_coh_2022aug::prep_benefit,44,jilinde_coh_2022aug,In what ways do you think you are benefiting from taking oral PrEP?,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,16. In what ways do you think you are benefiting from taking oral PrEP?,,variable,yes,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054031,Bothered by any of the following problems over the last two weeks,,17,jilinde_coh_2022aug,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054344,Sex work,,,multifilter,,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0047691,Calendar or rhythm method,jilinde_coh_2022aug::current_contra_natural,7,jilinde_coh_2022aug,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047689,Current contraceptive method(s),"14. What forms of contraception do you currently use, if any? (choice=Natural birth Control)",,value,yes,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054033,Challenges you experienced to taking PrEP daily as recommended,,40,jilinde_coh_2022aug,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,,multifilter,yes,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054328,Change in sexual behaviors since starting PrEP,,47,jilinde_coh_2022aug,In what ways have your sexual behaviors changed since you started taking PrEP?,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,,multifilter,yes,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054035,Change in sexual behaviors since starting PrEP specified,jilinde_coh_2022aug::ways_changed_behaviour_specify,48,jilinde_coh_2022aug,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,Other specify,,variable,yes,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0031056,Cluster number,jilinde_coh_2022aug::cluster,2,jilinde_coh_2022aug,"In this study, sites were clustered for administrative reasons based on geographic location: Nairobi cluster, lake cluster and coast cluster",Household,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,Cluster,,variable,,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0051255,Combined pill,jilinde_coh_2022aug::current_contra_pills,1,jilinde_coh_2022aug,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047689,Current contraceptive method(s),"14. What forms of contraception do you currently use, if any? (choice=Pills)",,value,yes,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054047,Condom use during sexual intercourse in last month,jilinde_coh_2022aug::condom_use,10,jilinde_coh_2022aug,"With this/these sexual partners that you had in the last 1 month, how often did you use a condom during sexual intercourse for the entire time? If you started using a condom but the condom broke, indicate 'Sometimes' as you answer",Participant,http://purl.obolibrary.org/obo/EUPATH_0053598,Sexual behavior,"44. With this/these sexual partners that you had in the last 1 month, how often did you use a condom during sexual intercourse for the entire time?  If you started using a condom but the condom broke, indicate 'Sometimes' as you answer.",,variable,yes,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054048,Condomless sex with clients,jilinde_coh_2022aug::csw_condom_use,11,jilinde_coh_2022aug,Do you currently have sex with some or all of your clients without a condom?,Participant,http://purl.obolibrary.org/obo/EUPATH_0054344,Sex work,105. Do you currently have sex with some or all of your clients without a condom?,,variable,,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0047693,Condoms,jilinde_coh_2022aug::current_contra_condoms,3,jilinde_coh_2022aug,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047689,Current contraceptive method(s),"14. What forms of contraception do you currently use, if any? (choice=Condoms)",,value,yes,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054051,Condoms,jilinde_coh_2022aug::service_received_agyw_condoms,3,jilinde_coh_2022aug,What services have you received from this/these organizations? (choice=Condoms),Participant,http://purl.obolibrary.org/obo/EUPATH_0054312,Services received by AGYW,111. What services have you received from this/these organizations? (choice=Condoms),,value,yes,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054049,Condoms,jilinde_coh_2022aug::service_received_msm_condoms,3,jilinde_coh_2022aug,What services have you received from this/these organizations? (choice=Condoms),Participant,http://purl.obolibrary.org/obo/EUPATH_0054314,Services received by MSM,96. What services have you received from this/these organizations? (choice=Condoms),,value,yes,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054050,Condoms,jilinde_coh_2022aug::service_received_csw_condoms,3,jilinde_coh_2022aug,What services have you received from this/these organizations? (choice=Condoms),Participant,http://purl.obolibrary.org/obo/EUPATH_0054317,Services received by sex workers,100. What services have you received from this/these organizations? (choice=Condoms),,value,yes,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054052,Condoms are not always available,jilinde_coh_2022aug::csw_no_condom_use_available,6,jilinde_coh_2022aug,What are the reasons you don't use a condom with some or all of your clients? (choice=Condoms are not always available),Participant,http://purl.obolibrary.org/obo/EUPATH_0054243,Reason to have condomless sex with clients,106. What are the reasons you don't use a condom with some or all of your clients? (choice=Condoms are not always available),,value,yes,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054053,Condoms are not always available,jilinde_coh_2022aug::whyno_condom_use_available,6,jilinde_coh_2022aug,What are the reasons you don't use a condom with some or all of your partners? (choice=Condoms are not always available),Participant,http://purl.obolibrary.org/obo/EUPATH_0054245,Reason to have condomless sex with partners (AGYW),116. What are the reasons you don't use a condom with some or all of your partners? (choice=Condoms are not always available),,value,yes,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054055,Continuing to take PrEP,jilinde_coh_2022aug::continue_prep,21,jilinde_coh_2022aug,Are you continuing to take PrEP now?,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,3. Are you continuing to take PrEP now?,,variable,yes,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0051287,County in Kenya,jilinde_coh_2022aug::county,1,jilinde_coh_2022aug,,Household,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,County,,variable,,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0047689,Current contraceptive method(s),,1,jilinde_coh_2022aug,"What forms of contraception do you currently use, if any? (Asked of females only)",Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,,,multifilter,,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054022,Customers per day count,jilinde_coh_2022aug::csw_customer_day,10,jilinde_coh_2022aug,"On average, how many customers do you have in a typical day?",Participant,http://purl.obolibrary.org/obo/EUPATH_0054344,Sex work,"104. On average, how many customers do you have in a typical day?",,variable,,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054037,Data verification form complete,jilinde_coh_2022aug::data_verification_form_complete,5,jilinde_coh_2022aug,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Complete?,,variable,,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054059,Date of starting PrEP when offered previously,jilinde_coh_2022aug::when_start_prep,5,jilinde_coh_2022aug,When did you start taking PrEP (date)?,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,20. When did you start taking PrEP (date)?,,variable,,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054060,Date of stopping PrEP,jilinde_coh_2022aug::when_stop_prep_2,28,jilinde_coh_2022aug,When did you stop taking PrEP (date)?,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,21a. When did you stop taking PrEP (date)?,,variable,yes,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054061,Date of stopping PrEP >7 days after starting it,jilinde_coh_2022aug::first_stop_prep,23,jilinde_coh_2022aug,On what date did you first stop taking PrEP (for more than 7 day) after starting it?,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,4. On what date did you first stop taking PrEP (for more than 7 day) after starting it?,,variable,yes,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054058,Date previously offered PrEP,jilinde_coh_2022aug::when_offered_prep,3,jilinde_coh_2022aug,When were you previously offered PrEP?,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,18. When were you previously offered PrEP?,,variable,,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054304,Days per week PrEP was taken in last month,jilinde_coh_2022aug::average_take_of_pills,39,jilinde_coh_2022aug,"On average over the past 1 month, how many days per week did you take the oral PrEP pill?",Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,"13. On average over the past 1 month, how many days per week did you take the oral PrEP pill?",,variable,yes,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,,1,jilinde_coh_2022aug,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,category,,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054038,Demographics form complete,jilinde_coh_2022aug::demographics_form_complete,7,jilinde_coh_2022aug,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Complete?,,variable,yes,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054063,Don't believe I am at risk of HIV,jilinde_coh_2022aug::decline_risk,1,jilinde_coh_2022aug,Why did you decline the offer of PrEP today? (choice=Do not believe I am at risk of HIV),Participant,http://purl.obolibrary.org/obo/EUPATH_0054241,Reason for declining the offer of PrEP today,30. Why did you decline the offer of PrEP today? (choice=Do not believe I am at risk of HIV),,value,yes,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054064,Don't believe PrEP will decrease my risk of HIV,jilinde_coh_2022aug::decline_decrease,2,jilinde_coh_2022aug,Why did you decline the offer of PrEP today? (choice=Do not believe PrEP will decrease my risk of HIV),Participant,http://purl.obolibrary.org/obo/EUPATH_0054241,Reason for declining the offer of PrEP today,30. Why did you decline the offer of PrEP today? (choice=Do not believe PrEP will decrease my risk of HIV),,value,yes,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054065,Don't believe that I can adhere to a daily medication,jilinde_coh_2022aug::decline_adhere,3,jilinde_coh_2022aug,Why did you decline the offer of PrEP today? (choice=Do not believe that I can adhere to a daily medication),Participant,http://purl.obolibrary.org/obo/EUPATH_0054241,Reason for declining the offer of PrEP today,30. Why did you decline the offer of PrEP today? (choice=Do not believe that I can adhere to a daily medication),,value,yes,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054067,Don't know,jilinde_coh_2022aug::change_sex_prep_dk,6,jilinde_coh_2022aug,"Once you start taking PrEP, how do you think your sexual behaviors may change? (choice=Don't know)",Participant,http://purl.obolibrary.org/obo/EUPATH_0054148,Anticipated change in sexual behavior upon starting PrEP,"28. Once you start taking PrEP, how do you think your sexual behaviors may change? (choice=Dont know)",,value,,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054068,Don't know,jilinde_coh_2022aug::risk_medium_dk,7,jilinde_coh_2022aug,Why do you say that your risk of HIV is high or medium? (choice=Dont Know),Participant,http://purl.obolibrary.org/obo/EUPATH_0054235,Reason for saying you are at high or medium risk of HIV,34. Why do you say that your risk of HIV is high or medium?  (choice=Dont Know),,value,yes,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054069,Don't know,jilinde_coh_2022aug::risk_low_dk,8,jilinde_coh_2022aug,Why do you say you are at low or no risk of HIV? (choice=Dont Know),Participant,http://purl.obolibrary.org/obo/EUPATH_0054237,Reason for saying you are at low or no risk of HIV,35. Why do you say you are at low or no risk of HIV?  (choice=Dont Know),,value,yes,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0051314,Don't know/Don't remember,jilinde_coh_2022aug::current_contra_dk,10,jilinde_coh_2022aug,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047689,Current contraceptive method(s),"14. What forms of contraception do you currently use, if any? (choice=Dont know)",,value,yes,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054066,Don't want to test for HIV as frequently as required,jilinde_coh_2022aug::decline_test,5,jilinde_coh_2022aug,Why did you decline the offer of PrEP today? (choice=Do not want to test for HIV as frequently as required),Participant,http://purl.obolibrary.org/obo/EUPATH_0054241,Reason for declining the offer of PrEP today,30. Why did you decline the offer of PrEP today? (choice=Do not want to test for HIV as frequently as required),,value,yes,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/OMRSE_00002045,Education level,jilinde_coh_2022aug::education_level,9,jilinde_coh_2022aug,What is the highest level of education that you completed?,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,5. What is the highest level of education that you completed?,,variable,,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0047698,Emergency pill,jilinde_coh_2022aug::current_contra_ec,4,jilinde_coh_2022aug,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047689,Current contraceptive method(s),"14. What forms of contraception do you currently use, if any? (choice=Emergency Contraception)",,value,yes,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000342,Employment,,6,jilinde_coh_2022aug,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,category,,,,Jilinde_prospective_cohort,,,,,,,,,
http://purl.obolibrary.org/obo/APOLLO_SV_00000570,Employment status,jilinde_coh_2022aug::employ_status,1,jilinde_coh_2022aug,Primary employment status,Participant,http://purl.obolibrary.org/obo/EUPATH_0000342,Employment,6. I would like to ask you about your employment status.  Are you now PRIMARILY,,variable,yes,,,Jilinde_prospective_cohort,,,,,,,,,
