IRI,label,displayOrder,variable,dataFile,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType,replaces
http://purl.obolibrary.org/obo/ENVO_01000588,Sofa,,BC3_Household_Survey_Data::sofa,BC3_Household_Survey_Data,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,sofa set?,"1=Yes, 2=No, -9=Skipped",value,
http://purl.obolibrary.org/obo/ENVO_01000595,Cupboard,,BC3_Household_Survey_Data::cupboard,BC3_Household_Survey_Data,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,cupboard?,"1=Yes, 2=No, -9=Skipped",value,
http://purl.obolibrary.org/obo/ENVO_01000596,Clock,,BC3_Household_Survey_Data::clock,BC3_Household_Survey_Data,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,clock?,"1=Yes, 2=No, -9=Skipped",value,
http://purl.obolibrary.org/obo/ENVO_01000614,Bicycle,,BC3_Household_Survey_Data::bicycle,BC3_Household_Survey_Data,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,a bicycle?,"1=Yes, 2=No, -9=Skipped",value,
http://purl.obolibrary.org/obo/ENVO_01000615,Motorcycle or scooter,,BC3_Household_Survey_Data::scooter,BC3_Household_Survey_Data,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,a motorcycle or motor scooter?,"1=Yes, 2=No, -9=Skipped",value,
http://purl.obolibrary.org/obo/ENVO_01000744,Dwelling type,,BC3_Household_Survey_Data::housetype,BC3_Household_Survey_Data,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,Housetype dichotomous,"0=Traditional, 1=Mordern",variable,
http://purl.obolibrary.org/obo/EUPATH_0000003,Roof material,,BC3_Household_Survey_Data::othermmr | BC3_Household_Survey_Data::mmroof,BC3_Household_Survey_Data,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,specify other material of the roof | main material of the roof.,"Thatched,mud,wood/planks,iron sheets,asbestos,other, skipped",variable,
http://purl.obolibrary.org/obo/EUPATH_0000006,Floor material,,BC3_Household_Survey_Data::othermmf | BC3_Household_Survey_Data::mmfloor,BC3_Household_Survey_Data,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,main material of the floor | specify other material of the floor,"Earth or sand, earth and dung, parquet or polished wood, cement, stones, others, skipped",variable,
http://purl.obolibrary.org/obo/EUPATH_0000009,Wall material,,BC3_Household_Survey_Data::othermme | BC3_Household_Survey_Data::mmewalls,BC3_Household_Survey_Data,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,main material of the exterior walls. | specify other material of the exterior walls,"mud and poles, burnt bricks with plaster/cement",variable,
http://purl.obolibrary.org/obo/EUPATH_0000015,Eaves,,BC3_Household_Survey_Data::eavesdich,BC3_Household_Survey_Data,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,Whether eaves present,"1=Eaves present, 2=Eaves not present",variable,
http://purl.obolibrary.org/obo/EUPATH_0000018,Air bricks,,BC3_Household_Survey_Data::airbrick,BC3_Household_Survey_Data,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,observation: does the room have airbricks?,"1=Yes, 2=No, -9=Skipped",variable,
http://purl.obolibrary.org/obo/EUPATH_0000023,Cooking fuel,,BC3_Household_Survey_Data::fueltype,BC3_Household_Survey_Data,,Household,Dwelling facilities,http://purl.obolibrary.org/obo/EUPATH_0000302,what type of fuel does your household mainly use for cooking?,"-9=skipped,2=natural gas, 3=biogas, 5=charcoal, 6=firewood, 7=starw/shrubs/grass",variable,
http://purl.obolibrary.org/obo/EUPATH_0000025,Sleeping rooms in dwelling,,BC3_Household_Survey_Data::hhrooms,BC3_Household_Survey_Data,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,how many rooms in your household  are used for sleeping?if there are 15 or more,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000026,Acres,,BC3_Household_Survey_Data::numaland,BC3_Household_Survey_Data,,Household,Socioeconomic factors,http://purl.obolibrary.org/obo/EUPATH_0000304,how many acres of agricultural land do members of this household own?,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000027,Meals per day,,BC3_Household_Survey_Data::hhmeals,BC3_Household_Survey_Data,,Household,Food security,http://purl.obolibrary.org/obo/EUPATH_0011683,how many meals does your household usually have per day?,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000028,Meat meals per week,,BC3_Household_Survey_Data::hhnumt,BC3_Household_Survey_Data,,Household,Food security,http://purl.obolibrary.org/obo/EUPATH_0011683,"in the past week, on how many days did the household eat meat?",,variable,
http://purl.obolibrary.org/obo/EUPATH_0000029,Food problems per week,,BC3_Household_Survey_Data::hhpsf,BC3_Household_Survey_Data,,Household,Food security,http://purl.obolibrary.org/obo/EUPATH_0011683,how often in the last year did you have problems in  satisfying the  food needs,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000047,Hemoglobin (g/dL),,BC-3 mothers expanded database FINAL::anyhb | BC-3 mothers expanded database FINAL::hb | BC-3 mothers delivery database FINAL_long::hb | BC-3 mothers expanded database FINAL::hemocue,BC-3 mothers delivery database FINAL_long | BC-3 mothers expanded database FINAL,Hemoglobin results,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,Hemoglobin | Hemoglobin level (from CBC or hemocue) | Hemoglobin g/dL at enrollment | Urgent Hb(hemocue) | hemoglobin result | hemocue,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000048,"Plasmodium asexual stages, by microscopy",,BC-3 mothers delivery database FINAL_long::motherbsdich | BC-3 mothers expanded database FINAL::bsdich,BC-3 mothers delivery database FINAL_long | BC-3 mothers expanded database FINAL,Was the blood smear positive or negative,Sample,Plasmodium in blood,http://purl.obolibrary.org/obo/EUPATH_0033308,Blood smear dichotomized | Blood smear results dichotomized | maternal peripheral BS dichotomized,"0,1,2 | 0=Negative BS, 1=Positive Bs",variable,
http://purl.obolibrary.org/obo/EUPATH_0000090,Malaria diagnosis,,BC-3 mothers all visits database FINAL::mstatus | BC-3 mothers delivery database FINAL_long::mstatus,BC-3 mothers delivery database FINAL_long | BC-3 mothers all visits database FINAL,Was the participant diagnosed with malaria,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Malaria status,"0=No malaria
1=Uncomplicated(AL)
2=Complicated malaria(Quinine)
3=AL treatment failure
4=Quinine/artesunate treatment failure (quinine+clinda)",variable,
http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,,,Participant,,http://www.w3.org/2002/07/owl#Thing,,,category,
http://purl.obolibrary.org/obo/EUPATH_0000097,Febrile,,BC-3 mothers all visits database FINAL::febrile,BC-3 mothers all visits database FINAL,Whether participant had a fever (subjective) or elevated temperature,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,Whether mother was febrile | Whether woman was febrile,"0 = No,
1=Yes | 0=No,1=Yes",variable,
http://purl.obolibrary.org/obo/EUPATH_0000100,Subjective fever,,BC-3 mothers expanded database FINAL::fever,BC-3 mothers expanded database FINAL,Whether participant has a fever or not,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,Fever,"0 = No,
1=Yes | 0 = No,1 = Yes",variable,
http://purl.obolibrary.org/obo/EUPATH_0000110,Temperature (C),,BC-3 mothers expanded database FINAL::temp,BC-3 mothers expanded database FINAL,Participant's temperature taken,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,Temperature,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000113,Age at visit (years),,BC-3 mothers expanded database FINAL::age,BC-3 mothers expanded database FINAL,Age in years,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,Age in years,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000120,Age at enrollment,,BC-3 enrollment database FINAL::age,BC-3 enrollment database FINAL,,Participant,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307,Age at enrollment in years,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000127,Filter paper sample,,BC-3 mothers delivery database FINAL_long::fpvblood | BC-3 mothers all visits database FINAL::filterpap,BC-3 mothers delivery database FINAL_long | BC-3 mothers all visits database FINAL,,Sample,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,filter paper | Filter paper from venous blood,"0=Not made, 1=Made | 0=Not Indicated,
1=Collected, 2=Forgot to collect, 3=Declined",variable,
http://purl.obolibrary.org/obo/EUPATH_0000143,"Household wealth index, categorical",,BC3_Household_Survey_Data::wealthcat,BC3_Household_Survey_Data,,Household,Socioeconomic status,http://purl.obolibrary.org/obo/EUPATH_0011932,Wealth index categories,"1=poorest,2=middle,3=least poor",variable,
http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,,,,,Household,Socioeconomic factors,http://purl.obolibrary.org/obo/EUPATH_0000304,,,multifilter,
http://purl.obolibrary.org/obo/EUPATH_0000151,Enrollment date,,BC-3 mothers expanded database FINAL::enrolldate,BC-3 mothers expanded database FINAL,The date the participant was enrolled,Participant,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307,Date of Enrollment | Date of enrollment,date | Date,variable,
http://purl.obolibrary.org/obo/EUPATH_0000152,Last date observed,,BC-3 mothers expanded database FINAL::enddate,BC-3 mothers expanded database FINAL,,Participant,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307,Last day in the study,Date,variable,
http://purl.obolibrary.org/obo/EUPATH_0000154,Abdominal pain duration (days),,BC-3 mothers all visits database FINAL::abdpaindur,BC-3 mothers all visits database FINAL,,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,Abdominal Duration,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000155,Anorexia duration (days),,BC-3 mothers all visits database FINAL::anorexdur,BC-3 mothers all visits database FINAL,,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,Anorexia Duration,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000156,Cough duration (days),,BC-3 mothers all visits database FINAL::coughdur,BC-3 mothers all visits database FINAL,,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,Cough Duration,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000157,Diarrhea duration (days),,BC-3 mothers all visits database FINAL::diarrdur,BC-3 mothers all visits database FINAL,,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,Diarrhea Duration,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000158,Fatigue duration (days),,BC-3 mothers all visits database FINAL::fatigdur,BC-3 mothers all visits database FINAL,,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,Fatigue Duration,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000159,Headache duration (days),,BC-3 enrollment database FINAL::headdur | BC-3 mothers all visits database FINAL::headdur,BC-3 mothers all visits database FINAL | BC-3 enrollment database FINAL,,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,Headache Duration,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000165,Vomiting duration (days),,BC-3 mothers all visits database FINAL::vomdur,BC-3 mothers all visits database FINAL,,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,Vomiting Duration,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000166,Animal-drawn cart,,BC3_Household_Survey_Data::cart,BC3_Household_Survey_Data,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,an animal-drawn cart?,"1=Yes, 2=No, -9=Skipped",value,
http://purl.obolibrary.org/obo/EUPATH_0000167,Bank account,,BC3_Household_Survey_Data::bankacco,BC3_Household_Survey_Data,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,a bank account?,"1=Yes, 2=No, -9=Skipped",value,
http://purl.obolibrary.org/obo/EUPATH_0000170,Boat without a motor,,BC3_Household_Survey_Data::nomboat,BC3_Household_Survey_Data,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,a boat without a  motor?,"1=Yes, 2=No, -9=Skipped",value,
http://purl.obolibrary.org/obo/EUPATH_0000171,Car or truck,,BC3_Household_Survey_Data::car,BC3_Household_Survey_Data,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,a car or truck?,"1=Yes, 2=No, -9=Skipped",value,
http://purl.obolibrary.org/obo/EUPATH_0000179,Boat with a motor,,BC3_Household_Survey_Data::mboat,BC3_Household_Survey_Data,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,a boat with a motor?,"1=Yes, 2=No, -9=Skipped",value,
http://purl.obolibrary.org/obo/EUPATH_0000186,Watch,,BC3_Household_Survey_Data::watch,BC3_Household_Survey_Data,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,a watch?,"1=Yes, 2=No, -9=Skipped",value,
http://purl.obolibrary.org/obo/EUPATH_0000201,Sleeping places count,,BC3_Household_Survey_Data::hhspaces,BC3_Household_Survey_Data,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,"how many sleeping spaces like mats, mattresses,  or beds are available in your household",,variable,
http://purl.obolibrary.org/obo/EUPATH_0000207,"Plasmodium gametocytes, by microscopy",,BC-3 mothers all visits database FINAL::game | BC-3 mothers delivery database FINAL_long::perigame,BC-3 mothers delivery database FINAL_long | BC-3 mothers all visits database FINAL,Were gametocytes present or not,Sample,Plasmodium in blood,http://purl.obolibrary.org/obo/EUPATH_0033308,gametocytes3 | gametocytes2 | Peripheral Gametocytes | Gametocytes | gametocytes1,"0 = Absent,1 = Present | 0=Absent, 1=Present",variable,
http://purl.obolibrary.org/obo/EUPATH_0000208,Reason for withdrawal,,Individual level database FINAL::withdrawalreason | BC-3 mothers expanded database FINAL::withdrawalreason | BC-3 children individual level database FINAL::withdrawalreason,BC-3 mothers expanded database FINAL | Individual level database FINAL | BC-3 children individual level database FINAL,,Participant,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307,Reason for study withdrawal,"1=Participant unable to be located for > 60 days
2=Participant moved out of study area
3=Participant death (complete Death CRF)
4=Withdrawal of informed consent
5=Inability to comply with the study schedule and procedures
6=At the discretion of the site investigator if the study is not in the best interest of the participant
7=Subject or parent/guardian judged by the site investigator to be at significant risk ..
8=Women found to have become HIV-infected during pregnancy or at delivery (infants excluded from study)
9=Participant completed the study",variable,
http://purl.obolibrary.org/obo/EUPATH_0000216,ITN last night,,BC-3 mothers expanded database FINAL::itn,BC-3 mothers expanded database FINAL,Did the woman sleep under an ITN last night,Observation,Personal vector intervention,http://purl.obolibrary.org/obo/EUPATH_0021097,Did the woman sleep under an ITN last night | Slept under ITN last night,"0 = No,
1=Yes | 0=No,1=Yes",variable,
http://purl.obolibrary.org/obo/EUPATH_0000302,Dwelling facilities,,,,,Household,Household,http://purl.obolibrary.org/obo/PCO_0000024,,,category,
http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,,,,,Household,Household,http://purl.obolibrary.org/obo/PCO_0000024,,,category,
http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,,,,,Household,Household,http://purl.obolibrary.org/obo/PCO_0000024,,,category,
http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details,,,,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,category,
http://purl.obolibrary.org/obo/EUPATH_0000308,Hospitalization,,,,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,category,
http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,,,,"No signs of severe malaria, including cerebral malaria, >3 convulsions in 24h, respiratory distress, or severe anemia with hemoglobin < 5 mg/dL, were identified in any participant at any time.",Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,category,
http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,,,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,category,
http://purl.obolibrary.org/obo/EUPATH_0000311,Visit type,,BC-3 mothers all visits database FINAL::visittype | BC-3 mothers expanded database FINAL::visittype | BC-3 mothers delivery database FINAL_long::visittype| BC-3 childs all visit database FINAL::visittype | BC-3 children individual level database FINAL::visittype | BC-3 childs deaths FINAL::visittype | BC-3 childs hospitalizations FINAL::visittype,BC-3 mothers all visits database FINAL | BC-3 mothers expanded database FINAL | BC-3 mothers delivery database FINAL_long | BC-3 childs all visit database FINAL | BC-3 children individual level database FINAL | BC-3 childs deaths FINAL | BC-3 childs hospitalizations FINAL,"Whether the visit was enrollment, routine, or non routine",Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,Type of visit,"0=Non-routine visit,
1=Routine visit | 2 = Enrollment visit | 0=Non-routine visit, 1=Routine visit | 0=Non-routine visit,
1=Routine visit(1,4,6,8 nad every 4 weeks thereafter)","variable | variable, derived",
http://purl.obolibrary.org/obo/EUPATH_0000335,Human waste facilities,,BC3_Household_Survey_Data::otherfcy | BC3_Household_Survey_Data::tfaclty,BC3_Household_Survey_Data,,Household,Waste disposal,http://purl.obolibrary.org/obo/EUPATH_0000596,what kind of toilet facility do members of your household usually use? | specify other kind of toilet facilities,"Covered pit latrine with slab, VIP latrine, covered pit latrine no slab, uncovered pit latrine with slab, uncovered pit latrine no slab,no facility/bush/field",variable,
http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,,,,,Household,Household,http://purl.obolibrary.org/obo/PCO_0000024,,,category,
http://purl.obolibrary.org/obo/EUPATH_0000345,Education level,,BC3_Household_Survey_Data::educ,BC3_Household_Survey_Data,What is the participant's highest level of education,Participant,Demographics,http://purl.obolibrary.org/obo/EUPATH_0010981,Eduction Level,"0=None,
1=Primary,
2=Olevel,
3=A level,
4=Tertiary,
5=University | 0=none,1=Primary, 2=O level, 3= A level, 4= Tertiary, 5=University",variable,
http://purl.obolibrary.org/obo/EUPATH_0000414,Fever duration (days),,BC-3 mothers all visits database FINAL::feverdur,BC-3 mothers all visits database FINAL,,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,Fever Duration,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000423,"Plasmodium species, by microscopy",,BC-3 mothers delivery database FINAL_long::perispecies | BC-3 mothers all visits database FINAL::species,BC-3 mothers delivery database FINAL_long | BC-3 mothers all visits database FINAL,What was the type of malaria parasite the participant had,Sample,Plasmodium in blood,http://purl.obolibrary.org/obo/EUPATH_0033308,Species,"0=Plasmodium Falciparum,
1=Plasmodium Malariae,
2=Plasmodium Ovale,
3=Plasmodium vivax, 4=Mixed,
9=Unknown | 0=Plasmodium Falciparum,
1=Plasmodium Malariae,
2=Plasmodium Ovale,
3=Plasmodium vivax
9=Unknown",variable,
http://purl.obolibrary.org/obo/EUPATH_0000441,Sprayed in the last 12 months,,BC3_Household_Survey_Data::gpspray,BC3_Household_Survey_Data,,Household,Household vector intervention,http://purl.obolibrary.org/obo/EUPATH_0000341,did you grant them permission to spray the interior walls of your dwelling?,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000537,"Plasmodium (per uL blood), by microscopy",,BC-3 mothers all visits database FINAL::pardens | BC-3 mothers delivery database FINAL_long::peribs,BC-3 mothers delivery database FINAL_long | BC-3 mothers all visits database FINAL,,Sample,Plasmodium in blood,http://purl.obolibrary.org/obo/EUPATH_0033308,Peripheral blood smear | peribs,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000581,Delivery mode,,BC-3 mothers delivery database FINAL_long::mod,BC-3 mothers delivery database FINAL_long,,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042001,Mode of delivery,"1=Vaginal, 
2=Cesarean",variable,
http://purl.obolibrary.org/obo/EUPATH_0000596,Waste disposal,,,,,Household,Dwelling facilities,http://purl.obolibrary.org/obo/EUPATH_0000302,,,category,
http://purl.obolibrary.org/obo/EUPATH_0000609,Sample,,,,,Sample,,http://www.w3.org/2002/07/owl#Thing,,,category,
http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,,,,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,category,
http://purl.obolibrary.org/obo/EUPATH_0000731,Household water,,,,,Household,Household,http://purl.obolibrary.org/obo/PCO_0000024,,,category,
http://purl.obolibrary.org/obo/EUPATH_0000732,Weight (kg),,BC-3 mothers expanded database FINAL::weight,BC-3 mothers expanded database FINAL,Weight of participant in kilograms,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Weight(kg) | Weight (kg),,variable,
http://purl.obolibrary.org/obo/EUPATH_0000738,Observation,,,,,Observation,,http://www.w3.org/2002/07/owl#Thing,,,category,
http://purl.obolibrary.org/obo/EUPATH_0000740,Malaria treatment,,BC-3 mothers expanded database FINAL::treatment,BC-3 mothers expanded database FINAL,,Observation,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,Antimalarial treatment,"0=No malaria,1=Uncomplicated(AL),2=Complicated malaria(Quinine),3=AL treatment failure,4=Quinine/artesunate treatment failure",variable,
http://purl.obolibrary.org/obo/EUPATH_0004991,Observation date,,BC-3 mothers expanded database FINAL::date | BC-3 mothers expanded database FINAL::enrolldate | BC-3 mothers all visits database FINAL::date | BC3_Household_Survey_Data::visdate | BC-3 mothers delivery database FINAL_long::dod | BC-3 childs hospitalizations FINAL::datehosp | BC-3 childs all visit database FINAL::date,BC-3 mothers delivery database FINAL_long | BC-3 mothers all visits database FINAL | BC3_Household_Survey_Data | BC-3 mothers expanded database FINAL | BC-3 childs hospitalizations FINAL | BC-3 childs all visit database FINAL,Visit date,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,Date of observation,Date,variable,
http://purl.obolibrary.org/obo/EUPATH_0010032,Dwelling environment,,,,,Household,Household,http://purl.obolibrary.org/obo/PCO_0000024,,,category,
http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,,,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,category,
http://purl.obolibrary.org/obo/EUPATH_0010075,Height (cm),,BC-3 enrollment database FINAL::height,BC-3 enrollment database FINAL,Height of participant in centimeters,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,Height(cm),,variable,
http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,,,,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,category,
http://purl.obolibrary.org/obo/EUPATH_0010995,Hospitalized,,BC-3 mothers all visits database FINAL::mhosp,BC-3 mothers all visits database FINAL,,Observation,Hospitalization,http://purl.obolibrary.org/obo/EUPATH_0000308,was the mother hospitalized today,"0=No,
1=Yes",variable,
http://purl.obolibrary.org/obo/EUPATH_0011473,Urine sample collection process,,,,,Sample,Sample collection,http://purl.obolibrary.org/obo/OBI_0000659,,,category,
http://purl.obolibrary.org/obo/EUPATH_0011482,Blood sample collection process,,,,,Sample,Sample collection,http://purl.obolibrary.org/obo/OBI_0000659,,,category,
http://purl.obolibrary.org/obo/EUPATH_0011683,Food security,,,,,Household,Socioeconomic factors,http://purl.obolibrary.org/obo/EUPATH_0000304,,,category,
http://purl.obolibrary.org/obo/EUPATH_0011795,Blood test,,,,,Sample,Laboratory test,http://purl.obolibrary.org/obo/OGMS_0000056,,,category,
http://purl.obolibrary.org/obo/EUPATH_0011797,Urine test,,,,,Sample,Laboratory test,http://purl.obolibrary.org/obo/OGMS_0000056,,,category,
http://purl.obolibrary.org/obo/EUPATH_0011880,Antibiotic administration,,,,,Observation,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,,,category,
http://purl.obolibrary.org/obo/EUPATH_0011932,Socioeconomic status,,,,,Household,Socioeconomic factors,http://purl.obolibrary.org/obo/EUPATH_0000304,,,category,
http://purl.obolibrary.org/obo/EUPATH_0015457,Study arm,,BC-3 mothers expanded database FINAL::txarm,BC-3 mothers expanded database FINAL,,Participant,Administrative information,http://purl.obolibrary.org/obo/EUPATH_0010035,Mothers Treatment Assignment,"0=SP, 1=DP",variable,
http://purl.obolibrary.org/obo/EUPATH_0020004,Aggregated illness data,,,,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,category,
