variable	variable2	values	mappedTerm	valueOrder
jilindequestionnaire_data_2022-02-01_0550::x13	jilindequestionnaire_data_2022-02-01_0550::x13	1	English	
jilindequestionnaire_data_2022-02-01_0550::x13	jilindequestionnaire_data_2022-02-01_0550::x13	2	Kiswahili	
jilindequestionnaire_data_2022-02-01_0550::x14	jilindequestionnaire_data_2022-02-01_0550::x14	1	Male	
jilindequestionnaire_data_2022-02-01_0550::x14	jilindequestionnaire_data_2022-02-01_0550::x14	2	Female	
jilindequestionnaire_data_2022-02-01_0550::x15	jilindequestionnaire_data_2022-02-01_0550::x15	1	Homosexual/Gay	
jilindequestionnaire_data_2022-02-01_0550::x15	jilindequestionnaire_data_2022-02-01_0550::x15	2	Bisexual	
jilindequestionnaire_data_2022-02-01_0550::x15	jilindequestionnaire_data_2022-02-01_0550::x15	3	Heterosexual/Straight	
jilindequestionnaire_data_2022-02-01_0550::x15	jilindequestionnaire_data_2022-02-01_0550::x15	4	Transgender Male	
jilindequestionnaire_data_2022-02-01_0550::x15	jilindequestionnaire_data_2022-02-01_0550::x15	5	Transgender Female	
jilindequestionnaire_data_2022-02-01_0550::x15	jilindequestionnaire_data_2022-02-01_0550::x15	96	Other	
jilindequestionnaire_data_2022-02-01_0550::x16	jilindequestionnaire_data_2022-02-01_0550::x16	Female sexual worker	Female sexual worker	
jilindequestionnaire_data_2022-02-01_0550::x16	jilindequestionnaire_data_2022-02-01_0550::x16	Intersex	Intersex	
jilindequestionnaire_data_2022-02-01_0550::x17	jilindequestionnaire_data_2022-02-01_0550::x17	1	1	
jilindequestionnaire_data_2022-02-01_0550::x17	jilindequestionnaire_data_2022-02-01_0550::x17	2	2	
jilindequestionnaire_data_2022-02-01_0550::x17	jilindequestionnaire_data_2022-02-01_0550::x17	3	3	
jilindequestionnaire_data_2022-02-01_0550::x17	jilindequestionnaire_data_2022-02-01_0550::x17	4	4	
jilindequestionnaire_data_2022-02-01_0550::x17	jilindequestionnaire_data_2022-02-01_0550::x17	5	5	
jilindequestionnaire_data_2022-02-01_0550::x17	jilindequestionnaire_data_2022-02-01_0550::x17	6	6	
jilindequestionnaire_data_2022-02-01_0550::x17	jilindequestionnaire_data_2022-02-01_0550::x17	7	7	
jilindequestionnaire_data_2022-02-01_0550::x17	jilindequestionnaire_data_2022-02-01_0550::x17	8	8	
jilindequestionnaire_data_2022-02-01_0550::x17	jilindequestionnaire_data_2022-02-01_0550::x17	9	9	
jilindequestionnaire_data_2022-02-01_0550::x17	jilindequestionnaire_data_2022-02-01_0550::x17	10	10	
jilindequestionnaire_data_2022-02-01_0550::x17	jilindequestionnaire_data_2022-02-01_0550::x17	11	11	
jilindequestionnaire_data_2022-02-01_0550::x17	jilindequestionnaire_data_2022-02-01_0550::x17	12	12	
jilindequestionnaire_data_2022-02-01_0550::x17	jilindequestionnaire_data_2022-02-01_0550::x17	15	15	
jilindequestionnaire_data_2022-02-01_0550::x17	jilindequestionnaire_data_2022-02-01_0550::x17	17	17	
jilindequestionnaire_data_2022-02-01_0550::x17	jilindequestionnaire_data_2022-02-01_0550::x17	82	82	
jilindequestionnaire_data_2022-02-01_0550::x17	jilindequestionnaire_data_2022-02-01_0550::x17	85	85	
jilindequestionnaire_data_2022-02-01_0550::x20	jilindequestionnaire_data_2022-02-01_0550::x20	1	None	
jilindequestionnaire_data_2022-02-01_0550::x20	jilindequestionnaire_data_2022-02-01_0550::x20	2	Nursery/kindergarten	
jilindequestionnaire_data_2022-02-01_0550::x20	jilindequestionnaire_data_2022-02-01_0550::x20	3	Primary	
jilindequestionnaire_data_2022-02-01_0550::x20	jilindequestionnaire_data_2022-02-01_0550::x20	4	Secondary	
jilindequestionnaire_data_2022-02-01_0550::x20	jilindequestionnaire_data_2022-02-01_0550::x20	5	Tertiary/Vocational	
jilindequestionnaire_data_2022-02-01_0550::x20	jilindequestionnaire_data_2022-02-01_0550::x20	6	College/University	
jilindequestionnaire_data_2022-02-01_0550::x20	jilindequestionnaire_data_2022-02-01_0550::x20	7	Adult education	
jilindequestionnaire_data_2022-02-01_0550::x21	jilindequestionnaire_data_2022-02-01_0550::x21	Masters	Masters	
jilindequestionnaire_data_2022-02-01_0550::x22	jilindequestionnaire_data_2022-02-01_0550::x22	1	Single/Not married	
jilindequestionnaire_data_2022-02-01_0550::x22	jilindequestionnaire_data_2022-02-01_0550::x22	2	Married	
jilindequestionnaire_data_2022-02-01_0550::x22	jilindequestionnaire_data_2022-02-01_0550::x22	3	Cohabiting	
jilindequestionnaire_data_2022-02-01_0550::x22	jilindequestionnaire_data_2022-02-01_0550::x22	4	Divorced	
jilindequestionnaire_data_2022-02-01_0550::x22	jilindequestionnaire_data_2022-02-01_0550::x22	5	Separated	
jilindequestionnaire_data_2022-02-01_0550::x22	jilindequestionnaire_data_2022-02-01_0550::x22	6	Widowed	
jilindequestionnaire_data_2022-02-01_0550::x22	jilindequestionnaire_data_2022-02-01_0550::x22	7	In a relationship	
jilindequestionnaire_data_2022-02-01_0550::x23	jilindequestionnaire_data_2022-02-01_0550::x23	1	Living with You	
jilindequestionnaire_data_2022-02-01_0550::x23	jilindequestionnaire_data_2022-02-01_0550::x23	2	Staying Elsewhere	
jilindequestionnaire_data_2022-02-01_0550::x24	jilindequestionnaire_data_2022-02-01_0550::x24	1	Yes	
jilindequestionnaire_data_2022-02-01_0550::x24	jilindequestionnaire_data_2022-02-01_0550::x24	2	No	
jilindequestionnaire_data_2022-02-01_0550::x25	jilindequestionnaire_data_2022-02-01_0550::x25	0	0	
jilindequestionnaire_data_2022-02-01_0550::x25	jilindequestionnaire_data_2022-02-01_0550::x25	1	1	
jilindequestionnaire_data_2022-02-01_0550::x25	jilindequestionnaire_data_2022-02-01_0550::x25	2	2	
jilindequestionnaire_data_2022-02-01_0550::x25	jilindequestionnaire_data_2022-02-01_0550::x25	3	3	
jilindequestionnaire_data_2022-02-01_0550::x25	jilindequestionnaire_data_2022-02-01_0550::x25	4	4	
jilindequestionnaire_data_2022-02-01_0550::x25	jilindequestionnaire_data_2022-02-01_0550::x25	5	5	
jilindequestionnaire_data_2022-02-01_0550::x25	jilindequestionnaire_data_2022-02-01_0550::x25	6	6	
jilindequestionnaire_data_2022-02-01_0550::x25	jilindequestionnaire_data_2022-02-01_0550::x25	7	7	
jilindequestionnaire_data_2022-02-01_0550::x25	jilindequestionnaire_data_2022-02-01_0550::x25	9	9	
jilindequestionnaire_data_2022-02-01_0550::x25	jilindequestionnaire_data_2022-02-01_0550::x25	12	12	
jilindequestionnaire_data_2022-02-01_0550::x25	jilindequestionnaire_data_2022-02-01_0550::x25	18	18	
jilindequestionnaire_data_2022-02-01_0550::x25	jilindequestionnaire_data_2022-02-01_0550::x25	30	30	
jilindequestionnaire_data_2022-02-01_0550::x25	jilindequestionnaire_data_2022-02-01_0550::x25	31	31	
jilindequestionnaire_data_2022-02-01_0550::x25	jilindequestionnaire_data_2022-02-01_0550::x25	32	32	
jilindequestionnaire_data_2022-02-01_0550::x25	jilindequestionnaire_data_2022-02-01_0550::x25	101	101	
jilindequestionnaire_data_2022-02-01_0550::x25	jilindequestionnaire_data_2022-02-01_0550::x25	20202	20202	
jilindequestionnaire_data_2022-02-01_0550::x25	jilindequestionnaire_data_2022-02-01_0550::x25	30329	30329	
jilindequestionnaire_data_2022-02-01_0550::x26	jilindequestionnaire_data_2022-02-01_0550::x26	1	1	
jilindequestionnaire_data_2022-02-01_0550::x26	jilindequestionnaire_data_2022-02-01_0550::x26	2	2	
jilindequestionnaire_data_2022-02-01_0550::x27	jilindequestionnaire_data_2022-02-01_0550::x27	1	1	
jilindequestionnaire_data_2022-02-01_0550::x27	jilindequestionnaire_data_2022-02-01_0550::x27	2	2	
jilindequestionnaire_data_2022-02-01_0550::x27	jilindequestionnaire_data_2022-02-01_0550::x27	3	3	
jilindequestionnaire_data_2022-02-01_0550::x27	jilindequestionnaire_data_2022-02-01_0550::x27	4	4	
jilindequestionnaire_data_2022-02-01_0550::x27	jilindequestionnaire_data_2022-02-01_0550::x27	5	5	
jilindequestionnaire_data_2022-02-01_0550::x27	jilindequestionnaire_data_2022-02-01_0550::x27	6	6	
jilindequestionnaire_data_2022-02-01_0550::x27	jilindequestionnaire_data_2022-02-01_0550::x27	7	7	
jilindequestionnaire_data_2022-02-01_0550::x27	jilindequestionnaire_data_2022-02-01_0550::x27	8	8	
jilindequestionnaire_data_2022-02-01_0550::x27	jilindequestionnaire_data_2022-02-01_0550::x27	9	9	
jilindequestionnaire_data_2022-02-01_0550::x27	jilindequestionnaire_data_2022-02-01_0550::x27	10	10	
jilindequestionnaire_data_2022-02-01_0550::x27	jilindequestionnaire_data_2022-02-01_0550::x27	11	11	
jilindequestionnaire_data_2022-02-01_0550::x27	jilindequestionnaire_data_2022-02-01_0550::x27	16	16	
jilindequestionnaire_data_2022-02-01_0550::x27	jilindequestionnaire_data_2022-02-01_0550::x27	20	20	
jilindequestionnaire_data_2022-02-01_0550::x27	jilindequestionnaire_data_2022-02-01_0550::x27	22	22	
jilindequestionnaire_data_2022-02-01_0550::x27	jilindequestionnaire_data_2022-02-01_0550::x27	95	95	
jilindequestionnaire_data_2022-02-01_0550::x29	jilindequestionnaire_data_2022-02-01_0550::x29	1	Roman Catholic	
jilindequestionnaire_data_2022-02-01_0550::x29	jilindequestionnaire_data_2022-02-01_0550::x29	2	Protestant/ Other Christian	
jilindequestionnaire_data_2022-02-01_0550::x29	jilindequestionnaire_data_2022-02-01_0550::x29	3	Seventh Day Adventist	
jilindequestionnaire_data_2022-02-01_0550::x29	jilindequestionnaire_data_2022-02-01_0550::x29	4	Muslim	
jilindequestionnaire_data_2022-02-01_0550::x29	jilindequestionnaire_data_2022-02-01_0550::x29	6	No religion	
jilindequestionnaire_data_2022-02-01_0550::x29	jilindequestionnaire_data_2022-02-01_0550::x29	96	Other	
jilindequestionnaire_data_2022-02-01_0550::x30	jilindequestionnaire_data_2022-02-01_0550::x30	Christian attending any church	Christian attending any church	
jilindequestionnaire_data_2022-02-01_0550::x30	jilindequestionnaire_data_2022-02-01_0550::x30	Pagan	Pagan	
jilindequestionnaire_data_2022-02-01_0550::x31	jilindequestionnaire_data_2022-02-01_0550::x31	1	Strongly religious/born again	
jilindequestionnaire_data_2022-02-01_0550::x31	jilindequestionnaire_data_2022-02-01_0550::x31	2	Somewhat Religious	
jilindequestionnaire_data_2022-02-01_0550::x31	jilindequestionnaire_data_2022-02-01_0550::x31	3	Not at all religious	
jilindequestionnaire_data_2022-02-01_0550::x32	jilindequestionnaire_data_2022-02-01_0550::x32	1	Never	
jilindequestionnaire_data_2022-02-01_0550::x32	jilindequestionnaire_data_2022-02-01_0550::x32	2	Somewhat	
jilindequestionnaire_data_2022-02-01_0550::x32	jilindequestionnaire_data_2022-02-01_0550::x32	3	Often/Frequently	
jilindequestionnaire_data_2022-02-01_0550::x32	jilindequestionnaire_data_2022-02-01_0550::x32	4	Always	
jilindequestionnaire_data_2022-02-01_0550::x32	jilindequestionnaire_data_2022-02-01_0550::x32	98	Don't Know	
jilindequestionnaire_data_2022-02-01_0550::x33	jilindequestionnaire_data_2022-02-01_0550::x33	1	Yes	
jilindequestionnaire_data_2022-02-01_0550::x33	jilindequestionnaire_data_2022-02-01_0550::x33	2	No	
jilindequestionnaire_data_2022-02-01_0550::x33	jilindequestionnaire_data_2022-02-01_0550::x33	98	Don't Know	
jilindequestionnaire_data_2022-02-01_0550::x34	jilindequestionnaire_data_2022-02-01_0550::x34	1	Yes	
jilindequestionnaire_data_2022-02-01_0550::x34	jilindequestionnaire_data_2022-02-01_0550::x34	2	No	
jilindequestionnaire_data_2022-02-01_0550::x35	jilindequestionnaire_data_2022-02-01_0550::x35	1	Yes	
jilindequestionnaire_data_2022-02-01_0550::x35	jilindequestionnaire_data_2022-02-01_0550::x35	2	No	
jilindequestionnaire_data_2022-02-01_0550::x36	jilindequestionnaire_data_2022-02-01_0550::x36	1	Yes	
jilindequestionnaire_data_2022-02-01_0550::x36	jilindequestionnaire_data_2022-02-01_0550::x36	2	No	
jilindequestionnaire_data_2022-02-01_0550::x37	jilindequestionnaire_data_2022-02-01_0550::x37	1	Yes	
jilindequestionnaire_data_2022-02-01_0550::x37	jilindequestionnaire_data_2022-02-01_0550::x37	2	No	
jilindequestionnaire_data_2022-02-01_0550::x38	jilindequestionnaire_data_2022-02-01_0550::x38	1	Yes	
jilindequestionnaire_data_2022-02-01_0550::x38	jilindequestionnaire_data_2022-02-01_0550::x38	2	No	
jilindequestionnaire_data_2022-02-01_0550::x39	jilindequestionnaire_data_2022-02-01_0550::x39	1	Yes	
jilindequestionnaire_data_2022-02-01_0550::x39	jilindequestionnaire_data_2022-02-01_0550::x39	2	No	
jilindequestionnaire_data_2022-02-01_0550::x40	jilindequestionnaire_data_2022-02-01_0550::x40	1	Yes	
jilindequestionnaire_data_2022-02-01_0550::x40	jilindequestionnaire_data_2022-02-01_0550::x40	2	No	
jilindequestionnaire_data_2022-02-01_0550::x41	jilindequestionnaire_data_2022-02-01_0550::x41	1	Yes	
jilindequestionnaire_data_2022-02-01_0550::x41	jilindequestionnaire_data_2022-02-01_0550::x41	2	No	
jilindequestionnaire_data_2022-02-01_0550::x42	jilindequestionnaire_data_2022-02-01_0550::x42	1	Gas stove	
jilindequestionnaire_data_2022-02-01_0550::x42	jilindequestionnaire_data_2022-02-01_0550::x42	2	Kerosene stove	
jilindequestionnaire_data_2022-02-01_0550::x42	jilindequestionnaire_data_2022-02-01_0550::x42	3	Electricity stove	
jilindequestionnaire_data_2022-02-01_0550::x42	jilindequestionnaire_data_2022-02-01_0550::x42	4	Charcoal	
jilindequestionnaire_data_2022-02-01_0550::x42	jilindequestionnaire_data_2022-02-01_0550::x42	5	Firewood	
jilindequestionnaire_data_2022-02-01_0550::x42	jilindequestionnaire_data_2022-02-01_0550::x42	96	Other	
jilindequestionnaire_data_2022-02-01_0550::x43	jilindequestionnaire_data_2022-02-01_0550::x43	Does not cook	Doesn't cook	
jilindequestionnaire_data_2022-02-01_0550::x43	jilindequestionnaire_data_2022-02-01_0550::x43	Doesn't  cook	Doesn't cook	
jilindequestionnaire_data_2022-02-01_0550::x43	jilindequestionnaire_data_2022-02-01_0550::x43	Doesn't cook	Doesn't cook	
jilindequestionnaire_data_2022-02-01_0550::x43	jilindequestionnaire_data_2022-02-01_0550::x43	Doesn't cook in the house	Doesn't cook in the house	
jilindequestionnaire_data_2022-02-01_0550::x43	jilindequestionnaire_data_2022-02-01_0550::x43	Don't cook	Doesn't cook	
jilindequestionnaire_data_2022-02-01_0550::x43	jilindequestionnaire_data_2022-02-01_0550::x43	Eat at a food hotel	Eat at a food hotel	
jilindequestionnaire_data_2022-02-01_0550::x43	jilindequestionnaire_data_2022-02-01_0550::x43	Eat from a hotel	Eat from a hotel	
jilindequestionnaire_data_2022-02-01_0550::x43	jilindequestionnaire_data_2022-02-01_0550::x43	Eats outside	Eat outside	
jilindequestionnaire_data_2022-02-01_0550::x43	jilindequestionnaire_data_2022-02-01_0550::x43	I buy food	I buy food	
jilindequestionnaire_data_2022-02-01_0550::x43	jilindequestionnaire_data_2022-02-01_0550::x43	Respondent doesn't cook she lives in a guest	Respondent doesn't cook she lives in a guest	
jilindequestionnaire_data_2022-02-01_0550::x43	jilindequestionnaire_data_2022-02-01_0550::x43	"She doesn't cook her cooking items were stolen, she eats at her aunt's place"	"She doesn't cook her cooking items were stolen, she eats at her aunt's place"	
jilindequestionnaire_data_2022-02-01_0550::x44	jilindequestionnaire_data_2022-02-01_0550::x44	1	Piped water into dwelling	
jilindequestionnaire_data_2022-02-01_0550::x44	jilindequestionnaire_data_2022-02-01_0550::x44	2	Piped water in to the Compound/Plot	
jilindequestionnaire_data_2022-02-01_0550::x44	jilindequestionnaire_data_2022-02-01_0550::x44	3	Public tap	
jilindequestionnaire_data_2022-02-01_0550::x44	jilindequestionnaire_data_2022-02-01_0550::x44	4	Open well in compound	
jilindequestionnaire_data_2022-02-01_0550::x44	jilindequestionnaire_data_2022-02-01_0550::x44	5	Open public well	
jilindequestionnaire_data_2022-02-01_0550::x44	jilindequestionnaire_data_2022-02-01_0550::x44	6	Covered well in compound	
jilindequestionnaire_data_2022-02-01_0550::x44	jilindequestionnaire_data_2022-02-01_0550::x44	7	Covered public well	
jilindequestionnaire_data_2022-02-01_0550::x44	jilindequestionnaire_data_2022-02-01_0550::x44	8	Spring	
jilindequestionnaire_data_2022-02-01_0550::x44	jilindequestionnaire_data_2022-02-01_0550::x44	9	River/stream	
jilindequestionnaire_data_2022-02-01_0550::x44	jilindequestionnaire_data_2022-02-01_0550::x44	10	Pond/lake	
jilindequestionnaire_data_2022-02-01_0550::x44	jilindequestionnaire_data_2022-02-01_0550::x44	11	Dam	
jilindequestionnaire_data_2022-02-01_0550::x44	jilindequestionnaire_data_2022-02-01_0550::x44	12	Borehole	
jilindequestionnaire_data_2022-02-01_0550::x44	jilindequestionnaire_data_2022-02-01_0550::x44	13	Rain water	
jilindequestionnaire_data_2022-02-01_0550::x44	jilindequestionnaire_data_2022-02-01_0550::x44	14	Bottled water	
jilindequestionnaire_data_2022-02-01_0550::x44	jilindequestionnaire_data_2022-02-01_0550::x44	15	Water vendors	
jilindequestionnaire_data_2022-02-01_0550::x44	jilindequestionnaire_data_2022-02-01_0550::x44	96	Other	
jilindequestionnaire_data_2022-02-01_0550::x45	jilindequestionnaire_data_2022-02-01_0550::x45	A public water tank	A public water tank	
jilindequestionnaire_data_2022-02-01_0550::x45	jilindequestionnaire_data_2022-02-01_0550::x45	Piped water from our neighbor	Piped water from our neighbor	
jilindequestionnaire_data_2022-02-01_0550::x45	jilindequestionnaire_data_2022-02-01_0550::x45	Public water tank	Public water tank	
jilindequestionnaire_data_2022-02-01_0550::x46	jilindequestionnaire_data_2022-02-01_0550::x46	1	Flush toilet	
jilindequestionnaire_data_2022-02-01_0550::x46	jilindequestionnaire_data_2022-02-01_0550::x46	2	Traditional pit latrine	
jilindequestionnaire_data_2022-02-01_0550::x46	jilindequestionnaire_data_2022-02-01_0550::x46	3	Ventilated/Improved pit/VIP toilet	
jilindequestionnaire_data_2022-02-01_0550::x46	jilindequestionnaire_data_2022-02-01_0550::x46	4	No facility/Bush/Field	
jilindequestionnaire_data_2022-02-01_0550::x46	jilindequestionnaire_data_2022-02-01_0550::x46	96	Other	
jilindequestionnaire_data_2022-02-01_0550::x47	jilindequestionnaire_data_2022-02-01_0550::x47	Eco-toilet.	Eco-toilet.	
jilindequestionnaire_data_2022-02-01_0550::x47	jilindequestionnaire_data_2022-02-01_0550::x47	Kewasco toilets	Kewasco toilets	
jilindequestionnaire_data_2022-02-01_0550::x47	jilindequestionnaire_data_2022-02-01_0550::x47	Public flush toilet	Public flush toilet	
jilindequestionnaire_data_2022-02-01_0550::x47	jilindequestionnaire_data_2022-02-01_0550::x47	Public toilet	Public toilet	
jilindequestionnaire_data_2022-02-01_0550::x47	jilindequestionnaire_data_2022-02-01_0550::x47	Shared	Shared	
jilindequestionnaire_data_2022-02-01_0550::x47	jilindequestionnaire_data_2022-02-01_0550::x47	Shared facility	Shared facility	
jilindequestionnaire_data_2022-02-01_0550::x47	jilindequestionnaire_data_2022-02-01_0550::x47	Shared flush toilet	Shared flush toilet	
jilindequestionnaire_data_2022-02-01_0550::x47	jilindequestionnaire_data_2022-02-01_0550::x47	Shared toilet	Shared toilet	
jilindequestionnaire_data_2022-02-01_0550::x48	jilindequestionnaire_data_2022-02-01_0550::x48	1	Bricks/Cement/Stone	
jilindequestionnaire_data_2022-02-01_0550::x48	jilindequestionnaire_data_2022-02-01_0550::x48	2	Clay/Mud	
jilindequestionnaire_data_2022-02-01_0550::x48	jilindequestionnaire_data_2022-02-01_0550::x48	3	Wood	
jilindequestionnaire_data_2022-02-01_0550::x48	jilindequestionnaire_data_2022-02-01_0550::x48	4	Iron sheets	
jilindequestionnaire_data_2022-02-01_0550::x48	jilindequestionnaire_data_2022-02-01_0550::x48	96	Other	
jilindequestionnaire_data_2022-02-01_0550::x49	jilindequestionnaire_data_2022-02-01_0550::x49	Clay then plastered with cement/roughcast	Clay then plastered with cement/roughcast	
jilindequestionnaire_data_2022-02-01_0550::x49	jilindequestionnaire_data_2022-02-01_0550::x49	Clay/mud plastered with cement	Clay/mud plastered with cement	
jilindequestionnaire_data_2022-02-01_0550::x49	jilindequestionnaire_data_2022-02-01_0550::x49	Clay/mud plustered with cement	Clay/mud plustered with cement	
jilindequestionnaire_data_2022-02-01_0550::x49	jilindequestionnaire_data_2022-02-01_0550::x49	Clay/mud with rough cast wall made of cement	Clay/mud with rough cast wall made of cement	
jilindequestionnaire_data_2022-02-01_0550::x49	jilindequestionnaire_data_2022-02-01_0550::x49	Clay/mud with roughcast	Clay/mud with roughcast	
jilindequestionnaire_data_2022-02-01_0550::x49	jilindequestionnaire_data_2022-02-01_0550::x49	Mud/clay plastered  with cement	Mud/clay plastered with cement	
jilindequestionnaire_data_2022-02-01_0550::x49	jilindequestionnaire_data_2022-02-01_0550::x49	Plaster	Plaster	
jilindequestionnaire_data_2022-02-01_0550::x49	jilindequestionnaire_data_2022-02-01_0550::x49	Timber	Timber	
jilindequestionnaire_data_2022-02-01_0550::x50	jilindequestionnaire_data_2022-02-01_0550::x50	1	Cement	
jilindequestionnaire_data_2022-02-01_0550::x50	jilindequestionnaire_data_2022-02-01_0550::x50	2	Earth/sand/dung	
jilindequestionnaire_data_2022-02-01_0550::x50	jilindequestionnaire_data_2022-02-01_0550::x50	3	Wooden planks	
jilindequestionnaire_data_2022-02-01_0550::x50	jilindequestionnaire_data_2022-02-01_0550::x50	4	Tiles/linoleum/parquet	
jilindequestionnaire_data_2022-02-01_0550::x52	jilindequestionnaire_data_2022-02-01_0550::x52	1	Parental/relative support	
jilindequestionnaire_data_2022-02-01_0550::x52	jilindequestionnaire_data_2022-02-01_0550::x52	2	Farming	
jilindequestionnaire_data_2022-02-01_0550::x52	jilindequestionnaire_data_2022-02-01_0550::x52	3	Private sector employment	
jilindequestionnaire_data_2022-02-01_0550::x52	jilindequestionnaire_data_2022-02-01_0550::x52	4	Civil service/government	
jilindequestionnaire_data_2022-02-01_0550::x52	jilindequestionnaire_data_2022-02-01_0550::x52	5	Spousal support	
jilindequestionnaire_data_2022-02-01_0550::x52	jilindequestionnaire_data_2022-02-01_0550::x52	6	Casual work	
jilindequestionnaire_data_2022-02-01_0550::x52	jilindequestionnaire_data_2022-02-01_0550::x52	7	Domestic work	
jilindequestionnaire_data_2022-02-01_0550::x52	jilindequestionnaire_data_2022-02-01_0550::x52	8	Jua kali/Informal sector	
jilindequestionnaire_data_2022-02-01_0550::x52	jilindequestionnaire_data_2022-02-01_0550::x52	9	Business/self-employed	
jilindequestionnaire_data_2022-02-01_0550::x52	jilindequestionnaire_data_2022-02-01_0550::x52	11	Sex Work	
jilindequestionnaire_data_2022-02-01_0550::x52	jilindequestionnaire_data_2022-02-01_0550::x52	12	No income	
jilindequestionnaire_data_2022-02-01_0550::x52	jilindequestionnaire_data_2022-02-01_0550::x52	96	Other	
jilindequestionnaire_data_2022-02-01_0550::x53	jilindequestionnaire_data_2022-02-01_0550::x53	6000	6000	
jilindequestionnaire_data_2022-02-01_0550::x53	jilindequestionnaire_data_2022-02-01_0550::x53	Boyfriend	Boyfriend	
jilindequestionnaire_data_2022-02-01_0550::x53	jilindequestionnaire_data_2022-02-01_0550::x53	DJ	DJ	
jilindequestionnaire_data_2022-02-01_0550::x53	jilindequestionnaire_data_2022-02-01_0550::x53	Fisherman	Fisherman	
jilindequestionnaire_data_2022-02-01_0550::x53	jilindequestionnaire_data_2022-02-01_0550::x53	Football buck FC	Football buck FC	
jilindequestionnaire_data_2022-02-01_0550::x53	jilindequestionnaire_data_2022-02-01_0550::x53	Operate Boda Boda	Operate Boda Boda	
jilindequestionnaire_data_2022-02-01_0550::x53	jilindequestionnaire_data_2022-02-01_0550::x53	Saloonist	Saloonist	
jilindequestionnaire_data_2022-02-01_0550::x53	jilindequestionnaire_data_2022-02-01_0550::x53	Sex Work	Sex Work	
jilindequestionnaire_data_2022-02-01_0550::x53	jilindequestionnaire_data_2022-02-01_0550::x53	Sports	Sports	
jilindequestionnaire_data_2022-02-01_0550::x55	jilindequestionnaire_data_2022-02-01_0550::x55	1	Yes	
jilindequestionnaire_data_2022-02-01_0550::x55	jilindequestionnaire_data_2022-02-01_0550::x55	2	No	
