IRI,label,variable,displayOrder,dataFile,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,repeated,is_temporal,mergeKey,dataSet,replaces,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth,forceStringType
http://purl.obolibrary.org/obo/EUPATH_0027052,Co-trimoxazole in last 2 weeks last date used,3_observations_passive_case_dete::g22_date_last_used,12,3_observations_passive_case_dete,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Date last used,,variable,yes,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027104,Tetracycline in last 2 weeks treatment duration,3_observations_passive_case_dete::g31_duration,13,3_observations_passive_case_dete,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Duration of treatment,"-99, -99, Don't know
-77, -77, Missing",variable,yes,,,West Africa ICEMR,,days,http://purl.obolibrary.org/obo/UO_0000033,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027102,Tetracycline in last 2 weeks doses per day,3_observations_passive_case_dete::g33_doses_day,14,3_observations_passive_case_dete,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,# Doses/Day,"-99, -99, Don't know
-88, -88, Not applicable
-77, -77, Missing",variable,yes,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027103,Tetracycline in last 2 weeks last date used,3_observations_passive_case_dete::g32_date_last_used,15,3_observations_passive_case_dete,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Date last used,,variable,yes,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027066,Other antibiotics in last 2 weeks treatment duration,3_observations_passive_case_dete::g41_duration,16,3_observations_passive_case_dete,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Duration of treatment,"-99, -99, Don't know
-77, -77, Missing",variable,yes,,,West Africa ICEMR,,days,http://purl.obolibrary.org/obo/UO_0000033,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027063,Other antibiotics in last 2 weeks doses per day,3_observations_passive_case_dete::g43_doses_day,17,3_observations_passive_case_dete,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,# Doses/Day,"-99, -99, Don't know
-88, -88, Not applicable
-77, -77, Missing",variable,yes,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027064,Other antibiotics in last 2 weeks last date used,3_observations_passive_case_dete::g42_date_last_used,18,3_observations_passive_case_dete,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Date last used,,variable,yes,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027065,Other antibiotics in last 2 weeks specified,3_observations_passive_case_dete::g44_other_antibiotic,19,3_observations_passive_case_dete,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,"If other in G.4, specify:",,variable,yes,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027016,Fever or malaria in last 6 months count,2_observations_cross::b21,2,2_observations_cross,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,"B.2.1 If yes, how many","-99, -99, Does not know
-88, -88, Skip; no episodes
-77, -77, Missing in the form",variable,yes,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027032,Antimalarial in last 2 weeks,3_observations_passive_case_dete::antimalaria,20,3_observations_passive_case_dete,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Antimalaria treatment,"1, no, Yes
0, no, No
-77, yes, Missing on the form",variable,yes,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027099,Sulfadoxine/pyrimethamine in last 2 weeks treatment duration,3_observations_passive_case_dete::h11_duration,21,3_observations_passive_case_dete,Duration of taking sulfadoxine/pyrimethamine (SP) in the last two weeks,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Duration of treatment,"-99, -99, Don't know
-77, -77, Missing",variable,yes,,,West Africa ICEMR,,days,http://purl.obolibrary.org/obo/UO_0000033,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027097,Sulfadoxine/pyrimethamine in last 2 weeks doses per day,3_observations_passive_case_dete::h13_doses_day,22,3_observations_passive_case_dete,Number of sulfadoxine/pyrimethamine (SP) doses per day in the last two weeks,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,# Doses/Day,"-99, -99, Don't know
-88, -88, Not applicable
-77, -77, Missing",variable,yes,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027098,Sulfadoxine/pyrimethamine in last 2 weeks last date used,3_observations_passive_case_dete::h12_date_last_used,23,3_observations_passive_case_dete,Last date of taking sulfadoxine/pyrimethamine (SP) in the last two weeks,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Date last used,,variable,yes,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027041,Artemether/lumefantrine in last 2 weeks treatment duration,3_observations_passive_case_dete::h21_duration,24,3_observations_passive_case_dete,Duration of taking artemether/lumefantrine (AL) in the last two weeks,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Duration of treatment,"-99, -99, Don't know
-77, -77, Missing",variable,yes,,,West Africa ICEMR,,days,http://purl.obolibrary.org/obo/UO_0000033,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027039,Artemether/lumefantrine in last 2 weeks doses per day,3_observations_passive_case_dete::h23_doses_day,25,3_observations_passive_case_dete,Number of artemether/lumefantrine (AL) doses per day in the last two weeks,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,# Doses/Day,"-99, -99, Don't know
-88, -88, Not applicable
-77, -77, Missing",variable,yes,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027040,Artemether/lumefantrine in last 2 weeks last date used,3_observations_passive_case_dete::h22_date_last_used,26,3_observations_passive_case_dete,Last date of taking artemether/lumefantrine (AL) in the last two weeks,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Date last used,,variable,yes,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027094,Quinine in last 2 weeks treatment duration,3_observations_passive_case_dete::h31_duration,27,3_observations_passive_case_dete,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Duration of treatment,"-99, -99, Don't know
-77, -77, Missing",variable,yes,,,West Africa ICEMR,,days,http://purl.obolibrary.org/obo/UO_0000033,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027092,Quinine in last 2 weeks doses per day,3_observations_passive_case_dete::h33_doses_day,28,3_observations_passive_case_dete,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,# Doses/Day,"-99, -99, Don't know
-88, -88, Not applicable
-77, -77, Missing",variable,yes,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027093,Quinine in last 2 weeks last date used,3_observations_passive_case_dete::h32_date_last_used,29,3_observations_passive_case_dete,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Date last used,,variable,yes,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027017,Month of fever or malaria in last 6 months,2_observations_cross::b22,3,2_observations_cross,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,"B.2.2 If yes, at which month","1, no, Jan
2, no, Feb
3, no, Mar
4, no, Apr
5, no, May
6, no, Jun
7, no, Jul
8, no, Aug
9, no, Sep
10, no, Oct
11, no, Nov
12, no, Dec
-88, no, no episode
-99, no, patient does not know
-77, no, missing in the form",variable,yes,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027047,Artesunate/sulfadoxine/pyrimethamine in last 2 weeks treatment duration,3_observations_passive_case_dete::h41_duration,30,3_observations_passive_case_dete,Duration of taking artesunate/sulfadoxine/pyrimethamine (ASP) in the last two weeks,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Duration of treatment,"-99, -99, Don't know
-77, -77, Missing",variable,yes,,,West Africa ICEMR,,days,http://purl.obolibrary.org/obo/UO_0000033,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027045,Artesunate/sulfadoxine/pyrimethamine in last 2 weeks doses per day,3_observations_passive_case_dete::h43_doses_day,31,3_observations_passive_case_dete,Number of artesunate/sulfadoxine/pyrimethamine (ASP) doses per day in the last two weeks,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,# Doses/Day,"-99, -99, Don't know
-88, -88, Not applicable
-77, -77, Missing",variable,yes,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027046,Artesunate/sulfadoxine/pyrimethamine in last 2 weeks last date used,3_observations_passive_case_dete::h42_date_last_used,32,3_observations_passive_case_dete,Last date of taking artesunate/sulfadoxine/pyrimethamine (ASP) in the last two weeks,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Date last used,,variable,yes,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027028,Amodiaquine/artesunate in last 2 weeks treatment duration,3_observations_passive_case_dete::h51_duration,33,3_observations_passive_case_dete,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Duration of treatment,"-99, -99, Don't know
-77, -77, Missing",variable,yes,,,West Africa ICEMR,,days,http://purl.obolibrary.org/obo/UO_0000033,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027026,Amodiaquine/artesunate in last 2 weeks doses per day,3_observations_passive_case_dete::h53_doses_day,34,3_observations_passive_case_dete,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,# Doses/Day,"-99, -99, Don't know
-88, -88, Not applicable
-77, -77, Missing",variable,yes,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027027,Amodiaquine/artesunate in last 2 weeks last date used,3_observations_passive_case_dete::h52_date_last_used,35,3_observations_passive_case_dete,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Date last used,,variable,yes,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027023,Amodiaquine in last 2 weeks treatment duration,3_observations_passive_case_dete::h71_duration,36,3_observations_passive_case_dete,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Duration of treatment,"-99, -99, Don't know
-77, -77, Missing",variable,yes,,,West Africa ICEMR,,days,http://purl.obolibrary.org/obo/UO_0000033,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027021,Amodiaquine in last 2 weeks doses per day,3_observations_passive_case_dete::h73_doses_day,37,3_observations_passive_case_dete,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,# Doses/Day,"-99, -99, Don't know
-88, -88, Not applicable
-77, -77, Missing",variable,yes,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027022,Amodiaquine in last 2 weeks last date used,3_observations_passive_case_dete::h72_date_last_used,38,3_observations_passive_case_dete,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Date last used,,variable,yes,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027073,Other antimalarial in last 2 weeks treatment duration,3_observations_passive_case_dete::h91_duration,39,3_observations_passive_case_dete,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Duration of treatment,"-99, -99, Don't know
-77, -77, Missing",variable,yes,,,West Africa ICEMR,,days,http://purl.obolibrary.org/obo/UO_0000033,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027018,Fever or malaria in last 6 months diagnostic method,2_observations_cross::b23,4,2_observations_cross,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,"B.2.3 If yes, how was the diagnosis made ?","1, no, Blood test
0, no, No blood test
-99, no, Does not know
-88, no, No malaria
-77, no, Missing in the form",variable,yes,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027070,Other antimalarial in last 2 weeks doses per day,3_observations_passive_case_dete::h93_doses_day,40,3_observations_passive_case_dete,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,# Doses/Day,"-99, -99, Don't know
-88, -88, Not applicable
-77, -77, Missing",variable,yes,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027071,Other antimalarial in last 2 weeks last date used,3_observations_passive_case_dete::h92_date_last_used,41,3_observations_passive_case_dete,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Date last used,,variable,yes,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027072,Other antimalarial in last 2 weeks specified,3_observations_passive_case_dete::h94_other_antimalarial,42,3_observations_passive_case_dete,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,"If other in H9.4, specify:",,variable,yes,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027036,Antipyretics in last 2 weeks treatment duration,3_observations_passive_case_dete::i11_duration,43,3_observations_passive_case_dete,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Duration of treatment,"-99, -99, Don't know
-77, -77, Missing",variable,yes,,,West Africa ICEMR,,days,http://purl.obolibrary.org/obo/UO_0000033,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027034,Antipyretics in last 2 weeks doses per day,3_observations_passive_case_dete::i13_doses_day,44,3_observations_passive_case_dete,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,# Doses/Day,"-99, -99, Don't know
-88, -88, Not applicable
-77, -77, Missing",variable,yes,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027035,Antipyretics in last 2 weeks last date used,3_observations_passive_case_dete::i12_date_last_used,45,3_observations_passive_case_dete,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Date last used,,variable,yes,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027082,Other treatment in last 2 weeks specified,3_observations_passive_case_dete::j14_other,46,3_observations_passive_case_dete,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,J.1.4 Other Antibiotic,,variable,yes,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027080,Other treatment in last 2 weeks duration,3_observations_passive_case_dete::j11_duration,47,3_observations_passive_case_dete,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Duration of treatment,"-99, -99, Don't know
-77, -77, Missing",variable,yes,,,West Africa ICEMR,,days,http://purl.obolibrary.org/obo/UO_0000033,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027079,Other treatment in last 2 weeks doses per day,3_observations_passive_case_dete::j13_doses_day,48,3_observations_passive_case_dete,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,# Doses/Day,"-99, -99, Don't know
-88, -88, Not applicable
-77, -77, Missing",variable,yes,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027081,Other treatment in last 2 weeks last date used,3_observations_passive_case_dete::j12_date_last_used,49,3_observations_passive_case_dete,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Date last used,,variable,yes,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027106,Treatment in last 2 weeks,3_observations_passive_case_dete::no_treatment_2weeks,5,3_observations_passive_case_dete,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,No Treatment in the last two weeks,,variable,yes,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027030,Antibiotics in last 2 weeks,3_observations_passive_case_dete::antibiotic,6,3_observations_passive_case_dete,,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Antibiotic,"1, no, Yes
0, no, No
-77, yes, Missing on the form",variable,yes,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027086,Penicillin derivatives in last 2 weeks treatment duration,3_observations_passive_case_dete::g11_duration,7,3_observations_passive_case_dete,"Duration of taking penicillin derivatives, including amoxicillin, penicillin, ampicillin, and gentamicin, in the last two weeks",Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Duration of treatment,"-99, -99, Don't know
-77, -77, Missing",variable,yes,,,West Africa ICEMR,,days,http://purl.obolibrary.org/obo/UO_0000033,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027084,Penicillin derivatives in last 2 weeks doses per day,3_observations_passive_case_dete::g13_doses_day,8,3_observations_passive_case_dete,"Number of penicillin derivatives, including amoxicillin, penicillin, ampicillin, and gentamicin, doses per day in the last two weeks",Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,# Doses/Day,"-99, -99, Don't know
-88, -88, Not applicable
-77, -77, Missing",variable,yes,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027085,Penicillin derivatives in last 2 weeks last date used,3_observations_passive_case_dete::g12_date_last_used,9,3_observations_passive_case_dete,"Last date of taking penicillin derivatives, including amoxicillin, penicillin, ampicillin, and gentamicin, in the last two weeks",Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Date last used,,variable,yes,,,West Africa ICEMR,,,,,,,,,,
http://www.ebi.ac.uk/efo/EFO_0004950,Birth date,3_observations_passive_case_dete::dob | 1_participants::dob | 2_observations_cross::dob,1,2_observations_cross | 1_participants | 3_observations_passive_case_dete,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,Date of birth,,variable,,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/PATO_0000047,Sex,2_observations_cross::gender | 3_observations_passive_case_dete::gender | 1_participants::gender,2,3_observations_passive_case_dete | 1_participants | 2_observations_cross,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,Gender,"1, no, Male
2, no, Female
-77, no, Missing",variable,,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/OMRSE_00000205,Ethnicity,1_participants::ethnicity | 2_observations_cross::ethnicity | 3_observations_passive_case_dete::ethnicity,3,3_observations_passive_case_dete | 2_observations_cross | 1_participants,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,Ethnic Group,"1, no, Wolof
2, no, S<U+00E9>r<U+00E8>re
3, no, Peulh/Fula
4, no, Bambara
5, no, Sarakhol<U+00E9>/Serehule
6, no, Soc<U+00E9>/Mandinka/Malinke
7, no, Diola/Jola
8, no, Maure
9, no, Bozo/somono
10, no, Dogon
66, no, Other
-99, no, Unknown
-77, no, Missing",variable,,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0027056,Mild malaria,3_observations_passive_case_dete::mild_malaria1,1,3_observations_passive_case_dete,,Participant,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,Mild malaria,"1, no, Yes
0, no, No
-77, yes, Missing on the form",variable,yes,,,West Africa ICEMR,,,,yes,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000043,Severe malaria,3_observations_passive_case_dete::severe_malaria1,2,3_observations_passive_case_dete,,Participant,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,Severe malaria,"1, no, Yes
0, no, No
-77, yes, Missing on the form",variable,yes,,,West Africa ICEMR,,,,yes,,,,,,
http://purl.obolibrary.org/obo/BFO_0000015,Observation type,2_observations_cross::visit,1,2_observations_cross,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,Visit,"-1, no, SCREENING
4, no, HOUSEHOLD
9, no, FOLLOW UP",variable,yes,,,West Africa ICEMR,,,,yes,,,,,,
http://purl.obolibrary.org/obo/OBI_0001508,Study timepoint,3_observations_passive_case_dete::viscrf3_1 | 2_observations_cross::viscrf3_1,2,2_observations_cross | 3_observations_passive_case_dete,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,Visit,"1, no, SLIDE ENROLLMENT
0, no, SLIDE PCD
2, no, VISIT 2
3, no, VISIT 3
4, no, VISIT 4
5, no, VISIT 5
6, no, VISIT 6
7, no, VISIT 7
8, no, VISIT 8
9, no, VISIT 9
10, no, VISIT 10",variable,yes,,,West Africa ICEMR,,,,yes,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0004991,Observation date,3_observations_passive_case_dete::dov | 2_observations_cross::dov | 1_participants::dov,3,1_participants | 3_observations_passive_case_dete | 2_observations_cross,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,Date of visit,,variable,yes,yes,,West Africa ICEMR,,,,yes,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0022053,Present at visit,2_observations_cross::b1,4,2_observations_cross,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,Is the patient present in the village/quarter?,"1, no, Yes
0, no, No
-77, no, Missing in the form",variable,yes,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/UBERON_0009097,Pregnant,1_participants::pregnant | 2_observations_cross::pregnant,,1_participants | 2_observations_cross,,Participant,http://purl.obolibrary.org/obo/EUPATH_0042002,Obstetrics,Is  the subject pregnant?,"1, no, Yes
0, no, No
-88, no, Cannot be pregnant (due to age or gender)
-77, no, Missing",variable,yes,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,1,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,category,,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0042002,Obstetrics,,10,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,category,,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0021097,Personal vector intervention,,11,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,category,,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,2,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,category,,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,,3,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,category,,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,,4,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,category,,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,,5,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,category,,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/OGMS_0000083,Physical examination,,6,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,category,,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,,7,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,category,,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,8,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,category,,,,West Africa ICEMR,,,,,,,,,,
http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,,9,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,category,,,,West Africa ICEMR,,,,,,,,,,
