"colOrder","variable","dataFile","IRI","label","definition","category","parentIRI","parentLabel","codebookDescription","codebookValues","termType","notesForOnt","repeated","is_temporal","mergeKey","dataSet","unitLabel","unitIRI","is_featured","hidden","scale","defaultDisplayRangeMin","defaultDisplayRangeMax","defaultBinWidth"
"43","2_observations_cross::gamete1","2_observations_cross","http://purl.obolibrary.org/obo/EUPATH_0027010","Plasmodium falciparum gametocytes, by microscopy","","Sample","","","Presence of <b>P. falciparum</b> gametocytes","1, no, Yes
0, no, No
-88, no, N/A
-77, no, Missing on the form","variable","","","","","West Africa ICEMR","","","","","","","",""
"176","3_oservations_passive_case_dete::gamete1","3_oservations_passive_case_dete","http://purl.obolibrary.org/obo/EUPATH_0027010","Plasmodium falciparum gametocytes, by microscopy","","Sample","","","Presence of P Falciparum gametocytes","1, no, Yes
0, no, No
-88, no, N/A
-77, no, Missing on the form","variable","","","","","West Africa ICEMR","","","","","","","",""
"17","1_participants::gender","1_participants","http://purl.obolibrary.org/obo/PATO_0000047","Sex","","Participant","http://purl.obolibrary.org/obo/EUPATH_0010981","Demographics","Gender","1, no, Male
2, no, Female
-77, no, Missing","variable","","","","","West Africa ICEMR","","","","","","","",""
"8","2_observations_cross::gender","2_observations_cross","http://purl.obolibrary.org/obo/PATO_0000047","Sex","","Participant","http://purl.obolibrary.org/obo/EUPATH_0010981","Demographics","Gender","1, no, Male
2, no, Female
-77, no, Missing","variable","","","","","West Africa ICEMR","","","","","","","",""
"8","3_oservations_passive_case_dete::gender","3_oservations_passive_case_dete","http://purl.obolibrary.org/obo/PATO_0000047","Sex","","Participant","http://purl.obolibrary.org/obo/EUPATH_0010981","Demographics","Gender","1, no, Male
2, no, Female
-77, no, Missing","variable","","","","","West Africa ICEMR","","","","","","","",""
"70","3_oservations_passive_case_dete::h11_duration","3_oservations_passive_case_dete","","Sulfadoxine/pyrimethamine in last 2 weeks treatment duration","Duration of taking sulfadoxine/pyrimethamine (SP) in the last two weeks","Participant","http://purl.obolibrary.org/obo/OGMS_0000015","Clinical history","Duration of treatment","-99, -99, Don't know
-77, -77, Missing","variable","","yes","","","West Africa ICEMR","days","","","","","","",""
"71","3_oservations_passive_case_dete::h12_date_last_used","3_oservations_passive_case_dete","","Sulfadoxine/pyrimethamine in last 2 weeks last date used","Last date of taking sulfadoxine/pyrimethamine (SP) in the last two weeks","Participant","http://purl.obolibrary.org/obo/OGMS_0000015","Clinical history","Date last used","","variable","","yes","","","West Africa ICEMR","","","","","","","",""
"73","3_oservations_passive_case_dete::h13_doses_day","3_oservations_passive_case_dete","","Sulfadoxine/pyrimethamine in last 2 weeks doses per day","Number of sulfadoxine/pyrimethamine (SP) doses per day in the last two weeks","Participant","http://purl.obolibrary.org/obo/OGMS_0000015","Clinical history","# Doses/Day","-99, -99, Don't know
-88, -88, Not applicable
-77, -77, Missing","variable","","yes","","","West Africa ICEMR","","","","","","","",""
"74","3_oservations_passive_case_dete::h21_duration","3_oservations_passive_case_dete","","Artemether/lumefantrine in last 2 weeks treatment duration","Duration of taking artemether/lumefantrine (AL) in the last two weeks","Participant","http://purl.obolibrary.org/obo/OGMS_0000015","Clinical history","Duration of treatment","-99, -99, Don't know
-77, -77, Missing","variable","","yes","","","West Africa ICEMR","days","","","","","","",""
"75","3_oservations_passive_case_dete::h22_date_last_used","3_oservations_passive_case_dete","","Artemether/lumefantrine in last 2 weeks last date used","Last date of taking artemether/lumefantrine (AL) in the last two weeks","Participant","http://purl.obolibrary.org/obo/OGMS_0000015","Clinical history","Date last used","","variable","","yes","","","West Africa ICEMR","","","","","","","",""
"77","3_oservations_passive_case_dete::h23_doses_day","3_oservations_passive_case_dete","","Artemether/lumefantrine in last 2 weeks doses per day","Number of artemether/lumefantrine (AL) doses per day in the last two weeks","Participant","http://purl.obolibrary.org/obo/OGMS_0000015","Clinical history","# Doses/Day","-99, -99, Don't know
-88, -88, Not applicable
-77, -77, Missing","variable","","yes","","","West Africa ICEMR","","","","","","","",""
"78","3_oservations_passive_case_dete::h31_duration","3_oservations_passive_case_dete","","Quinine in last 2 weeks treatment duration","","Participant","http://purl.obolibrary.org/obo/OGMS_0000015","Clinical history","Duration of treatment","-99, -99, Don't know
-77, -77, Missing","variable","","yes","","","West Africa ICEMR","days","","","","","","",""
"79","3_oservations_passive_case_dete::h32_date_last_used","3_oservations_passive_case_dete","","Quinine in last 2 weeks last date used","","Participant","http://purl.obolibrary.org/obo/OGMS_0000015","Clinical history","Date last used","","variable","","yes","","","West Africa ICEMR","","","","","","","",""
"81","3_oservations_passive_case_dete::h33_doses_day","3_oservations_passive_case_dete","","Quinine in last 2 weeks doses per day","","Participant","http://purl.obolibrary.org/obo/OGMS_0000015","Clinical history","# Doses/Day","-99, -99, Don't know
-88, -88, Not applicable
-77, -77, Missing","variable","","yes","","","West Africa ICEMR","","","","","","","",""
"82","3_oservations_passive_case_dete::h41_duration","3_oservations_passive_case_dete","","Artesunate/sulfadoxine/pyrimethamine in last 2 weeks treatment duration","Duration of taking artesunate/sulfadoxine/pyrimethamine (ASP) in the last two weeks","Participant","http://purl.obolibrary.org/obo/OGMS_0000015","Clinical history","Duration of treatment","-99, -99, Don't know
-77, -77, Missing","variable","","yes","","","West Africa ICEMR","days","","","","","","",""
"83","3_oservations_passive_case_dete::h42_date_last_used","3_oservations_passive_case_dete","","Artesunate/sulfadoxine/pyrimethamine in last 2 weeks last date used","Last date of taking artesunate/sulfadoxine/pyrimethamine (ASP) in the last two weeks","Participant","http://purl.obolibrary.org/obo/OGMS_0000015","Clinical history","Date last used","","variable","","yes","","","West Africa ICEMR","","","","","","","",""
"85","3_oservations_passive_case_dete::h43_doses_day","3_oservations_passive_case_dete","","Artesunate/sulfadoxine/pyrimethamine in last 2 weeks doses per day","Number of artesunate/sulfadoxine/pyrimethamine (ASP) doses per day in the last two weeks","Participant","http://purl.obolibrary.org/obo/OGMS_0000015","Clinical history","# Doses/Day","-99, -99, Don't know
-88, -88, Not applicable
-77, -77, Missing","variable","","yes","","","West Africa ICEMR","","","","","","","",""
"86","3_oservations_passive_case_dete::h51_duration","3_oservations_passive_case_dete","","Amodiaquine/artesunate in last 2 weeks treatment duration","","Participant","http://purl.obolibrary.org/obo/OGMS_0000015","Clinical history","Duration of treatment","-99, -99, Don't know
-77, -77, Missing","variable","","yes","","","West Africa ICEMR","days","","","","","","",""
"87","3_oservations_passive_case_dete::h52_date_last_used","3_oservations_passive_case_dete","","Amodiaquine/artesunate in last 2 weeks last date used","","Participant","http://purl.obolibrary.org/obo/OGMS_0000015","Clinical history","Date last used","","variable","","yes","","","West Africa ICEMR","","","","","","","",""
"89","3_oservations_passive_case_dete::h53_doses_day","3_oservations_passive_case_dete","","Amodiaquine/artesunate in last 2 weeks doses per day","","Participant","http://purl.obolibrary.org/obo/OGMS_0000015","Clinical history","# Doses/Day","-99, -99, Don't know
-88, -88, Not applicable
-77, -77, Missing","variable","","yes","","","West Africa ICEMR","","","","","","","",""
"93","3_oservations_passive_case_dete::h71_duration","3_oservations_passive_case_dete","","Amodiaquine in last 2 weeks treatment duration","","Participant","http://purl.obolibrary.org/obo/OGMS_0000015","Clinical history","Duration of treatment","-99, -99, Don't know
-77, -77, Missing","variable","","yes","","","West Africa ICEMR","days","","","","","","",""
"94","3_oservations_passive_case_dete::h72_date_last_used","3_oservations_passive_case_dete","","Amodiaquine in last 2 weeks last date used","","Participant","http://purl.obolibrary.org/obo/OGMS_0000015","Clinical history","Date last used","","variable","","yes","","","West Africa ICEMR","","","","","","","",""
"95","3_oservations_passive_case_dete::h73_doses_day","3_oservations_passive_case_dete","","Amodiaquine in last 2 weeks doses per day","","Participant","http://purl.obolibrary.org/obo/OGMS_0000015","Clinical history","# Doses/Day","-99, -99, Don't know
-88, -88, Not applicable
-77, -77, Missing","variable","","yes","","","West Africa ICEMR","","","","","","","",""
"99","3_oservations_passive_case_dete::h91_duration","3_oservations_passive_case_dete","","Other antimalarial in last 2 weeks treatment duration","","Participant","http://purl.obolibrary.org/obo/OGMS_0000015","Clinical history","Duration of treatment","-99, -99, Don't know
-77, -77, Missing","variable","","yes","","","West Africa ICEMR","days","","","","","","",""
"100","3_oservations_passive_case_dete::h92_date_last_used","3_oservations_passive_case_dete","","Other antimalarial in last 2 weeks last date used","","Participant","http://purl.obolibrary.org/obo/OGMS_0000015","Clinical history","Date last used","","variable","","yes","","","West Africa ICEMR","","","","","","","",""
"101","3_oservations_passive_case_dete::h93_doses_day","3_oservations_passive_case_dete","","Other antimalarial in last 2 weeks doses per day","","Participant","http://purl.obolibrary.org/obo/OGMS_0000015","Clinical history","# Doses/Day","-99, -99, Don't know
-88, -88, Not applicable
-77, -77, Missing","variable","","yes","","","West Africa ICEMR","","","","","","","",""
"102","3_oservations_passive_case_dete::h94_other_antimalarial","3_oservations_passive_case_dete","","Other antimalarial in last 2 weeks specified","","Participant","http://purl.obolibrary.org/obo/OGMS_0000015","Clinical history","If other in H9.4, specify:","","variable","","yes","","","West Africa ICEMR","","","","","","","",""
"39","1_participants::hbsample","1_participants","http://purl.obolibrary.org/obo/EUPATH_0027005","Hemoglobin measurement performed","","Sample","http://purl.obolibrary.org/obo/EUPATH_0027019","Blood tests performed","Sample taken for hemoglobin measurement","1, no, Yes
0, no, No
-77, no, Missing","variable","","yes","","","West Africa ICEMR","","","","","","","",""
"25","2_observations_cross::hbsample","2_observations_cross","http://purl.obolibrary.org/obo/EUPATH_0027005","Hemoglobin measurement performed","","Sample","http://purl.obolibrary.org/obo/EUPATH_0027019","Blood tests performed","Sample taken for hemoglobin measurement","1, no, Yes
0, no, No
-77, no, Missing","variable","","","","","West Africa ICEMR","","","","","","","",""
"36","3_oservations_passive_case_dete::hbsample","3_oservations_passive_case_dete","http://purl.obolibrary.org/obo/EUPATH_0027005","Hemoglobin measurement performed","","Sample","http://purl.obolibrary.org/obo/EUPATH_0027019","Blood tests performed","Sample taken for hemoglobin measurement","1, no, Yes
0, no, No
-77, no, Missing","variable","","","","","West Africa ICEMR","","","","","","","",""
"1","1_participants::hc","1_participants","http://purl.obolibrary.org/obo/EUPATH_0025072","Health center","","Household","http://purl.obolibrary.org/obo/GAZ_00000448","Geographic location","Health Center of the point of enrollment","1, no, SLAP de This
2, no, Medina Fall Post1
3, no, Medina Fall Post2
4, no, Gambissara HC
5, no, Cscom Dangassa
6, no, Cscom Kolia Bambana
7, no, Not in a HC
-77, no, Missing","variable","","","","","West Africa ICEMR","","","","","","","",""
"1","2_observations_cross::hc","2_observations_cross","http://purl.obolibrary.org/obo/EUPATH_0025072","Health center","","Household","http://purl.obolibrary.org/obo/GAZ_00000448","Geographic location","Health Center of the point of enrollment","","variable","","","","","West Africa ICEMR","","","","","","","",""
"1","3_oservations_passive_case_dete::hc","3_oservations_passive_case_dete","http://purl.obolibrary.org/obo/EUPATH_0025072","Health center","","Household","http://purl.obolibrary.org/obo/GAZ_00000448","Geographic location","","","variable","","","","","West Africa ICEMR","","","","","","","",""
"14","3_oservations_passive_case_dete::headache","3_oservations_passive_case_dete","http://purl.obolibrary.org/obo/EUPATH_0024090","Headache","","Participant","","","Headache","1, no, Yes
0, no, No
-77, yes, Missing on the form","value","","yes","","","West Africa ICEMR","","","","","","","",""
"24","3_oservations_passive_case_dete::heart_rate","3_oservations_passive_case_dete","http://www.ebi.ac.uk/efo/EFO_0004326","Heart rate","","Participant","","","Heart rate","-77, -77, Missing on the form","variable","","yes","","","West Africa ICEMR","bpm","","","","","","",""
"40","1_participants::hemoglobin","1_participants","http://purl.obolibrary.org/obo/EUPATH_0000047","Hemoglobin","","Sample","http://purl.obolibrary.org/obo/EUPATH_0011795","Blood test","Hemoglobin result","-99, -99, Unknown
-88, -88, Skip
-77, -77, Missing","variable","","yes","","","West Africa ICEMR","","","","","","","",""
"26","2_observations_cross::hemoglobin","2_observations_cross","http://purl.obolibrary.org/obo/EUPATH_0000047","Hemoglobin","","Sample","http://purl.obolibrary.org/obo/EUPATH_0011795","Blood test","Hemoglobin result","-99, -99, Unknown
-88, -88, Skip
-77, -77, Missing","variable","","","","","West Africa ICEMR","","","","","","","",""
