"colOrder","variable","dataFile","IRI","label","definition","category","parentIRI","parentLabel","codebookDescription","codebookValues","termType","notesForOnt","repeated","is_temporal","mergeKey","dataSet","unitLabel","unitIRI","is_featured","hidden","scale","defaultDisplayRangeMin","defaultDisplayRangeMax","defaultBinWidth","forceStringType"
"14","proptested","monthly data for all sites through july 2022","","Tested for malaria proportion","Of those suspected of malaria, the proportion who were tested","Community","EUPATH_0053217","'Community malaria summary","Propotion of those suspected of malaria who where tested","","variable","","","","","UMSP aggregated","","","","","","","","",""
"15","tprnum","monthly data for all sites through july 2022","","Malaria positive count","Number of patients suspected of malaria who tested positive (test positivity rate numerator)","Community","EUPATH_0053217","'Community malaria summary","Number of patients suspected of malaria who tested positive (test positivity rate numerator)","","variable","","","","","UMSP aggregated","","","","","","","","",""
"16","tpr","monthly data for all sites through july 2022","","Malaria test positivity rate","Test positivity rate (TPR) is the number of people who tested positive for malaria out of all those who were tested for malaria","Community","EUPATH_0053217","'Community malaria summary","Test positivity rate (number who tested positive of all those tested)","","variable","","","","","UMSP aggregated","","","","","","","","",""
"17","rdt","monthly data for all sites through july 2022","","Tested for malaria by RDT count","Number of patients tested by RDT","Community","EUPATH_0053217","'Community malaria summary","Number of people tested by RDT","","variable","","","","","UMSP aggregated","","","","","","","","",""
"18","proprdt","monthly data for all sites through july 2022","","Tested for malaria by RDT proportion","Of the patients tested for malaria, the proportion tested by RDT","Community","EUPATH_0053217","'Community malaria summary","Of the people tested for malaria, the proportion tested by RDT","","variable","","","","","UMSP aggregated","","","","","","","","",""
"19","tprdenomca","monthly data for all sites through july 2022","","Tested for malaria in target area count","Of those suspected of malaria and living within the defined target area, number tested for malaria (test positivity rate denominator)","Community","EUPATH_0053217","'Community malaria summary","Of those suspected of malaria, number tested for malaria (test positivity rate denominator) from within the catchment area","","variable","","","","","UMSP aggregated","","","","","","","","",""
"20","tprnumca","monthly data for all sites through july 2022","","Malaria positive in target area count","Number of patients in target area suspected of malaria who tested positive (test positivity rate numerator)","Community","EUPATH_0053217","'Community malaria summary","Number of patients suspected of malaria who tested positive (test positivity rate numerator) within the catchement area","","variable","","","","","UMSP aggregated","","","","","","","","",""
"21","tprca","monthly data for all sites through july 2022","","Malaria test positivity rate in target area","Test positivity rate (TPR) is the number of people who tested positive for malaria out of all those who were tested for malaria in the target area","Community","EUPATH_0053217","'Community malaria summary","Test positivity rate (number who tested positive of all those tested) within the catchment area","","variable","","","","","UMSP aggregated","","","yes","","","","","",""
"22","rdtca","monthly data for all sites through july 2022","","Tested for malaria by RDT in target area count","Number of patients tested by RDT in the target area","Community","EUPATH_0053217","'Community malaria summary","Number of people tested by RDT within the catchment area","","variable","","","","","UMSP aggregated","","","","","","","","",""
"23","proprdtca","monthly data for all sites through july 2022","","Tested for malaria by RDT in target area proportion","Of the patients tested for malaria, the proportion tested by RDT in the target area","Community","EUPATH_0053217","'Community malaria summary","Of the people tested for malaria, the proportion tested by RDT","","variable","","","","","UMSP aggregated","","","","","","","","",""
"24","totaladj","monthly data for all sites through july 2022","","Adjusted malaria positive in target area count","Adjusted number of patients witihin the target area who tested positive for malaria. Adjusted for missing data on village and malaria testing","Community","EUPATH_0053217","'Community malaria summary","Adjusted number of patients witihin the catchment area who tested positive for malaria. Adjusted for missing data on village and malaria testing","","variable","","","","","UMSP aggregated","","","","","","","","",""
"25","targetpopulation","monthly data for all sites through july 2022","EUPATH_0053133","Population","Population of target area","Community","","","Catchment area population","","variable","","","","","UMSP aggregated","","","","","","","","",""
"27","mi1000","monthly data for all sites through july 2022","","Malaria incidence rate per 1000 people","","Community","EUPATH_0053217","'Community malaria summary","Malaria incidence rate per 1000 people","","variable","","","","","UMSP aggregated","","","yes","","","","","",""
"28","year","monthly data for all sites through july 2022","","Community data collection year","","Community","EUPATH_0035159","'Community observation details","Year of data collection","","variable","","","","","UMSP aggregated","","","","","","","","",""
"29","month","monthly data for all sites through july 2022","","Community data collection month","","Community","EUPATH_0035159","'Community observation details","Month of data collection","","variable","","","","","UMSP aggregated","","","","","","","","",""
