# version-2		
drug	Amodiaquine	Amodiaquine
site	Dak Drong, Thuan An	Dak Drong, Thuan An
site	DakLak Province	DakLak Province
site	DakLak Provincial MCC, Dak Lak	DakLak Provincial MCC, Dak Lak
site	Dak Nong	Dak Nong
site	Dak Pling HC, Gia Lai	Dak Pling HC, Gia Lai
site	Damazin	Damazin
site	Dande	Dande
site	Dangassa	Dangassa
site	Daraweesh	Daraweesh
site	Darien	Darien
site	Davao del Norte	Davao del Norte
site	D, Binh Phuoc	D, Binh Phuoc
site	D'Djamena	D'Djamena
site	Delhi, Uttar Pradesh, Madhya Pradesh, Assam	Delhi, Uttar Pradesh, Madhya Pradesh, Assam
site	Deschappelles	Deschappelles
site	Dhalai, Tripura	Dhalai, Tripura
site	Dhamar	Dhamar
site	Dielmo	Dielmo
site	Dighinala upazilla, Baghaichara, Pujgang, Panchari upazilla	Dighinala upazilla, Baghaichara, Pujgang, Panchari upazilla
site	Dili, Suai	Dili, Suai
site	{{Dili, Suai, Liqui.a, Same, Viqueque, Lospalos}}	Dili, Suai, Liquiça, Same, Viqueque, Lospalos
site	Dilla	Dilla
site	Dinalupiham	Dinalupiham
site	Dodoma	Dodoma
site	Dodowa	Dodowa
site	Doha	Doha
site	Dondo	Dondo
site	Dongnasan HC, Nong, Savannakhet	Dongnasan HC, Nong, Savannakhet
site	Douala, Buea	Douala, Buea
site	Dreikikir	Dreikikir
site	Dreikikir, Wosera, Liksul	Dreikikir, Wosera, Liksul
site	Duase	Duase
site	Ea Le HC, Dak Lak	Ea Le HC, Dak Lak
site	Eastern	Eastern
site	East Sepik Province	East Sepik Province
site	East Sepik Province, Madang	East Sepik Province, Madang
site	East Sepik Province, Madang Province, Simbu	East Sepik Province, Madang Province, Simbu
site	Ejeda, Ihosy, Maevatanana, Mian- drivazo, Tsiroanomandidy, Moramanga, Farafangana and Andapa	Ejeda, Ihosy, Maevatanana, Mian- drivazo, Tsiroanomandidy, Moramanga, Farafangana and Andapa
site	El Bagre	El Bagre
site	Elfau	Elfau
site	Esmeraldas city	Esmeraldas city
site	Fana	Fana
site	Farafenni	Farafenni
site	Farafenni Hospital	Farafenni Hospital
site	Fort-Liberte	Fort-Liberte
site	Fougamou	Fougamou
site	Franceville	Franceville
site	Freetown	Freetown
site	Fukayosi	Fukayosi
site	Fungurume	Fungurume
site	Gabi	Gabi
site	Gadaref	Gadaref
site	Garoua	Garoua
site	Gaua Island, Pentecost Island	Gaua Island, Pentecost Island
site	Gaya	Gaya
site	Gaza Province	Gaza Province
site	Gedaref	Gedaref
site	Gedarif Hospital	Gedarif Hospital
site	Gedarif State	Gedarif State
site	Gem	Gem
site	Georgetown	Georgetown
site	Gezira	Gezira
site	Ghaziabad district	Ghaziabad district
site	Gia Lai	Gia Lai
site	Gia Lai Province	Gia Lai Province
site	Gia Lai Provincial MCC, Gia Lai	Gia Lai Provincial MCC, Gia Lai
site	Goa	Goa
site	Goa, Assam, Uttar Pradesh	Goa, Assam, Uttar Pradesh
site	GrandâAnse Department	GrandâAnse Department
site	Guediawaye	Guediawaye
site	Gujarat	Gujarat
site	Gulu	Gulu
site	Hailakandi	Hailakandi
site	Hainan	Hainan
site	Hainan Island	Hainan Island
site	Hajer	Hajer
site	Haj Yousif	Haj Yousif
site	Hanura	Hanura
site	Harare	Harare
site	Harper	Harper
site	Henan	Henan
site	Hodeidah	Hodeidah
site	Hodh El Gharbi	Hodh El Gharbi
site	Hohoe	Hohoe
site	Hpa-An, Kayin	Hpa-An, Kayin
site	Hpa-An, Myanmar (Burma)	Hpa-An, Myanmar (Burma)
site	Hpasawng, Kayah	Hpasawng, Kayah
site	Htee Maw Kel, Kawkareik	Htee Maw Kel, Kawkareik
site	Huaykong HC, Paksong, Champasak	Huaykong HC, Paksong, Champasak
site	Huye District	Huye District
site	Ibadan	Ibadan
site	Iganga	Iganga
site	Igombe health centre	Igombe health centre
site	Iguhu	Iguhu
site	Ihosy, Maevatanana, Miandrivazo, Tsiroanomandidy, Saharevo, and Moramanga	Ihosy, Maevatanana, Miandrivazo, Tsiroanomandidy, Saharevo, and Moramanga
site	Iquitos	Iquitos
site	Iringa	Iringa
site	Itaituba	Itaituba
site	Jalalabad	Jalalabad
site	Jalalabad, Asadabad, Maimaneh, Taloqan	Jalalabad, Asadabad, Maimaneh, Taloqan
site	Jaldega	Jaldega
site	Jalpaiguri District	Jalpaiguri District
site	Jangalmahal	Jangalmahal
site	Jeremie	Jeremie
site	Jhapa, Banke	Jhapa, Banke
site	Jharkhand	Jharkhand
site	Jimma	Jimma
site	Jinja	Jinja
site	{{Jos. Santos Guardiola}}	José Santos Guardiola
site	Juba	Juba
site	Kabarole	Kabarole
site	Kabobo, Kanyawegi	Kabobo, Kanyawegi
site	Kabugao	Kabugao
site	Kachin State	Kachin State
site	Kagera	Kagera
site	Kagera (Muleba district)	Kagera (Muleba district)
site	Kakamega	Kakamega
site	Kalabakan	Kalabakan
site	Kalay, Sagaing	Kalay, Sagaing
site	Kale, Sagaing	Kale, Sagaing
site	Kaleum DH, Kaleum, Sekong	Kaleum DH, Kaleum, Sekong
site	Kalima	Kalima
site	Kalinga	Kalinga
site	Kamina	Kamina
site	Kampala	Kampala
site	Kampala, Jinja	Kampala, Jinja
site	Kampala, Kakira	Kampala, Kakira
site	Kampala Wakiso	Kampala Wakiso
site	Kampong Seila	Kampong Seila
site	Kampong Speu	Kampong Speu
site	Kanchanaburi	Kanchanaburi
site	Kanchanaburi Province	Kanchanaburi Province
site	Kanchanaburi, Ranong	Kanchanaburi, Ranong
site	Kanchanaburi, Tak, Ratchaburi, Ranong and Chantaburi Provinces	Kanchanaburi, Tak, Ratchaburi, Ranong and Chantaburi Provinces
site	Kangaba, Kela	Kangaba, Kela
site	Kanungu	Kanungu
site	Kapolowe	Kapolowe
site	Kaporo	Kaporo
site	Karachi	Karachi
site	Karamoja	Karamoja
site	Karawa	Karawa
site	Karbi Anglong	Karbi Anglong
site	Karemo	Karemo
site	Karen State	Karen State
site	Karimui	Karimui
site	Karimui, South Wosera	Karimui, South Wosera
site	Kassala City	Kassala City
site	Katana	Katana
site	Kawkareik, Karen	Kawkareik, Karen
site	Kayah State	Kayah State
site	Kayin	Kayin
site	Kayin State	Kayin State
site	Kayin State (Burma)	Kayin State (Burma)
site	Kayin State, Hpa-An	Kayin State, Hpa-An
site	Kayin State, Kawkareik	Kayin State, Kawkareik
site	Kedougou Region	Kedougou Region
site	Keng Yai HC, Xaysetha, Attapeu	Keng Yai HC, Xaysetha, Attapeu
site	Keningau	Keningau
site	Kericho	Kericho
site	Khamis Bani Saad	Khamis Bani Saad
site	Khane Chue, Mae Ramat, Tak	Khane Chue, Mae Ramat, Tak
site	Khanh Hoa	Khanh Hoa
site	Khartoum	Khartoum
site	Khaw Ra War Khee, Kayin State	Khaw Ra War Khee, Kayin State
site	Khong DH, Khong, Champasak	Khong DH, Khong, Champasak
site	Khon Khar	Khon Khar
site	Khonsai HC, Vapy, Salavan	Khonsai HC, Vapy, Salavan
site	Khunhan, Si Sa Ket	Khunhan, Si Sa Ket
site	Kibaha District	Kibaha District
site	Kidal	Kidal
site	Kilifi	Kilifi
site	Kinshasa	Kinshasa
site	Kisangani	Kisangani
site	Kisian	Kisian
site	Kisii	Kisii
site	Kisoro	Kisoro
site	Kisumu	Kisumu
site	Kisumu, Kisii, and Kericho District Hospitals, and Chulaimbo Sub-District Hospital	Kisumu, Kisii, and Kericho District Hospitals, and Chulaimbo Sub-District Hospital
site	Kisumu, Kisii, Kericho	Kisumu, Kisii, Kericho
site	Kita	Kita
site	Kobenni	Kobenni
site	Koh Gnek	Koh Gnek
site	Kokap	Kokap
site	Kolkata	Kolkata
site	Kombewa	Kombewa
site	{{Kom.}}	Komé
site	Kon Tum Province	Kon Tum Province
site	Korogwe	Korogwe
site	Kota Kinabalu	Kota Kinabalu
site	Kota Marudu	Kota Marudu
site	Koula-Moutou	Koula-Moutou
site	Koutiala	Koutiala
site	Kuarmunda	Kuarmunda
site	Kudat	Kudat
site	Kumasi	Kumasi
site	Kumbungu District	Kumbungu District
site	Kuna Yala	Kuna Yala
site	Kutai	Kutai
site	Kwamasimba	Kwamasimba
site	Kwee Nya Htee, Kawkareik	Kwee Nya Htee, Kawkareik
site	Kyaikmaraw, Mon	Kyaikmaraw, Mon
site	Kyarinn Seikgyi, Karen	Kyarinn Seikgyi, Karen
site	Kyat Chan, Kawkareik	Kyat Chan, Kawkareik
site	Kyaukme, Shan State	Kyaukme, Shan State
site	Kyauk Ta Kar, Kawkareik	Kyauk Ta Kar, Kawkareik
site	Kyeikdon	Kyeikdon
site	Lafia	Lafia
site	Lagos	Lagos
site	Lahj, Governorate	Lahj, Governorate
site	Laiza	Laiza
site	{{Lambar.n.}}	Lambaréné
site	Langue	Langue
site	Lastourville	Lastourville
site	Lautem	Lautem
site	Lay Phoe	Lay Phoe
site	Lazan City	Lazan City
site	L'Cay Jacmel	L'Cay Jacmel
site	Leogane	Leogane
site	Les Cayes	Les Cayes
site	Libreville	Libreville
site	Liksul	Liksul
site	Lilongwe	Lilongwe
site	Limun village	Limun village
site	Linga Linga	Linga Linga
site	Linga Linga, Furvela	Linga Linga, Furvela
site	Lira, Gulu	Lira, Gulu
site	{{Littoral, Ou.m.}}	Littoral, Ouémé
site	Lohit	Lohit
site	Lome	Lome
site	Lon Si, Kawkareik	Lon Si, Kawkareik
site	Lopola, Ouesso, Thanry	Lopola, Ouesso, Thanry
site	Loreto	Loreto
site	Lower Hpar Yar, Kawkareik	Lower Hpar Yar, Kawkareik
site	Luanda	Luanda
site	Luang Namtha	Luang Namtha
site	Lubumbashi	Lubumbashi
site	Lunda Sul	Lunda Sul
site	Lundu	Lundu
site	Lunglei, Mizoram	Lunglei, Mizoram
site	Lusaka	Lusaka
site	Luzizila	Luzizila
site	Macha	Macha
site	Maciana	Maciana
site	Madang	Madang
site	Madhya Pradesh	Madhya Pradesh
site	Mae Charao, Mae Ramat, Tak	Mae Charao, Mae Ramat, Tak
site	Mae Hongson	Mae Hongson
site	Mae Hong Son	Mae Hong Son
site	Mae La,Tha Song Yang, Tak	Mae La,Tha Song Yang, Tak
site	Mae Sot	Mae Sot
site	Mae Sot, Tak	Mae Sot, Tak
site	Mae Tao Clinic, Mae Sot	Mae Tao Clinic, Mae Sot
site	Mae Tao, Mae Sot	Mae Tao, Mae Sot
site	Mahajanga	Mahajanga
site	Maharashtra	Maharashtra
site	Maharasthtra	Maharasthtra
site	Maharastra	Maharastra
site	Maiduguri	Maiduguri
site	Maihar, Jabalpur	Maihar, Jabalpur
site	{{Mak.l.k.l.}}	Makélékélé
site	Makindye	Makindye
site	Malabo	Malabo
site	Malindi	Malindi
site	Malita Province	Malita Province
site	Malo	Malo
site	Manado	Manado
site	Manaus	Manaus
site	Mangaluru	Mangaluru
site	Manhica	Manhica
site	Mankush	Mankush
site	Ma Noi HC, Ninh Thuan	Ma Noi HC, Ninh Thuan
site	Maputo	Maputo
site	Masafu	Masafu
site	Masasi	Masasi
site	Matanga	Matanga
site	Mawker-Thai	Mawker-Thai
site	Maw Laik, Sagaing	Maw Laik, Sagaing
site	Mawzaah	Mawzaah
site	Mbarara	Mbarara
site	Mbeya	Mbeya
site	Mbeya (Kyela and Rungwe districts)	Mbeya (Kyela and Rungwe districts)
site	Mbeya, Matema	Mbeya, Matema
site	Mbita	Mbita
site	Mbour, Bambey, Fatick	Mbour, Bambey, Fatick
site	Mbour, Fatick, Bambey	Mbour, Fatick, Bambey
site	Mel Ze Li	Mel Ze Li
site	Memut	Memut
site	Me Ta Bwe, Kawkareik	Me Ta Bwe, Kawkareik
site	Metahara	Metahara
site	METF-02, Kayin	METF-02, Kayin
site	METF-03, Kayin	METF-03, Kayin
site	METF-04, Kayin	METF-04, Kayin
site	METF-05, Kayin	METF-05, Kayin
site	METF-06, Kayin	METF-06, Kayin
site	METF-07, Kayin	METF-07, Kayin
site	METF-08, Kayin	METF-08, Kayin
site	METF-09, Kayin	METF-09, Kayin
site	METF-10, Kayin	METF-10, Kayin
site	METF-11, Kayin	METF-11, Kayin
site	METF-12, Kayin	METF-12, Kayin
site	METF-13, Kayin	METF-13, Kayin
site	METF-14, Kayin	METF-14, Kayin
site	METF-15, Kayin	METF-15, Kayin
site	METF-16, Kayin	METF-16, Kayin
site	METF-17, Kayin	METF-17, Kayin
site	METF-18, Kayin	METF-18, Kayin
site	METF-19, Kayin	METF-19, Kayin
site	METF-20, Kayin	METF-20, Kayin
site	METF-21, Kayin	METF-21, Kayin
site	METF-23, Kayin	METF-23, Kayin
site	METF-24, Kayin	METF-24, Kayin
site	METF-25, Kayin	METF-25, Kayin
site	METF-26, Kayin	METF-26, Kayin
site	METF-27, Kayin	METF-27, Kayin
site	METF-30, Kayin	METF-30, Kayin
site	METF-31, Kayin	METF-31, Kayin
site	METF-32, Kayin	METF-32, Kayin
site	METF-35, Kayin	METF-35, Kayin
site	METF-36, Kayin	METF-36, Kayin
site	METF-37, Kayin	METF-37, Kayin
site	METF-39, Kayin	METF-39, Kayin
site	METF-42, Kayin	METF-42, Kayin
site	METF-45, Kayin	METF-45, Kayin
site	METF-46, Kayin	METF-46, Kayin
site	METF-48, Kayin	METF-48, Kayin
site	METF-49, Kayin	METF-49, Kayin
site	METF-50, Kayin	METF-50, Kayin
site	METF-51, Kayin	METF-51, Kayin
site	METF-53, Kayin	METF-53, Kayin
site	METF-54, Kayin	METF-54, Kayin
site	Met Ka War, Kawkareik	Met Ka War, Kawkareik
site	Mfou	Mfou
site	Micheweni, Kivunge	Micheweni, Kivunge
site	Micheweni, North A	Micheweni, North A
site	Mindanao	Mindanao
site	Minna	Minna
site	Miragoane	Miragoane
site	Mitsoudje, Mitasoumiouli	Mitsoudje, Mitasoumiouli
site	Miwani	Miwani
site	Miyobo	Miyobo
site	Mkokola	Mkokola
site	Mkokola, Kwamasimba	Mkokola, Kwamasimba
site	Mkuzi	Mkuzi
site	Mlimba	Mlimba
site	Moatize	Moatize
site	Monrovia	Monrovia
site	Montepuez	Montepuez
site	Mopti, Bandiagara	Mopti, Bandiagara
site	Morong	Morong
site	Moroni	Moroni
site	Moroni, Foumbouni, Fomboni, Wanani, Domoni, Pomoni	Moroni, Foumbouni, Fomboni, Wanani, Domoni, Pomoni
site	Mounlapamok DH, Mounlapamok, Champasak	Mounlapamok DH, Mounlapamok, Champasak
site	Mpemba, Madziabango	Mpemba, Madziabango
site	Mpumalanga	Mpumalanga
site	Msambweni	Msambweni
site	Mtwara	Mtwara
site	Mtwara (Tandahimba and Mtwara-Urban)	Mtwara (Tandahimba and Mtwara-Urban)
site	Mubende	Mubende
site	Mubuga	Mubuga
site	Muheza	Muheza
site	Multiple	Multiple
site	Multiple sites	Multiple sites
site	Multisite	Multisite
site	Mutengene	Mutengene
site	Muzaffargarh	Muzaffargarh
site	Mwanza	Mwanza
site	Mwanza (Misungwi district)	Mwanza (Misungwi district)
site	Mweka	Mweka
site	Myaing Thar Yar, Kawkareik	Myaing Thar Yar, Kawkareik
site	Myawaddy, Kawkareik, Hlaingbwe, Hpapun	Myawaddy, Kawkareik, Hlaingbwe, Hpapun
site	Myitkyina, Kachin State	Myitkyina, Kachin State
site	Myitkyinar	Myitkyinar
site	Nachantai HC, Phalanxay, Savannakhet	Nachantai HC, Phalanxay, Savannakhet
site	Nadee HC, Mounlapamok, Champasak	Nadee HC, Mounlapamok, Champasak
site	Nafang HC, Khong, Champasak	Nafang HC, Khong, Champasak
site	Nairobi	Nairobi
site	Nakapong HC, Phalanxay, Savannakhet	Nakapong HC, Phalanxay, Savannakhet
site	Nakong HC, Nong, Savannakhet	Nakong HC, Nong, Savannakhet
site	Nangahar	Nangahar
site	Nanoro	Nanoro
site	Napong Village	Napong Village
site	Narathiwat	Narathiwat
site	Narino	Narino
site	Narino, Cordoba, Guaviare	Narino, Cordoba, Guaviare
site	Nathong HC, Phine, Savannakhet	Nathong HC, Phine, Savannakhet
site	Navrongo	Navrongo
site	Nchelenge	Nchelenge
site	Ndirande	Ndirande
site	New Britain	New Britain
site	Ngamiland	Ngamiland
site	Ngonamanga	Ngonamanga
site	Nhacra, Pefin	Nhacra, Pefin
site	Nhacra, Placc	Nhacra, Placc
site	Niamey	Niamey
site	Nias	Nias
site	Nias archipelago	Nias archipelago
site	Nias Island	Nias Island
site	Nicobar, Andaman	Nicobar, Andaman
site	Nimba county	Nimba county
site	Ninh Thuan	Ninh Thuan
site	Nioro-du-Sahel	Nioro-du-Sahel
site	Nippes	Nippes
site	Nong DH, Nong, Savannakhet	Nong DH, Nong, Savannakhet
site	Nong Distric, Savannakhet	Nong Distric, Savannakhet
site	Nong nga HC, Mounlapamok, Champasak	Nong nga HC, Mounlapamok, Champasak
site	North: Bokeo, Huaphanh, Luangphrabang, Luangnamtha, Phongsaly, Oudomxay, Vientiane, Xiengkhuang and 	North: Bokeo, Huaphanh, Luangphrabang, Luangnamtha, Phongsaly, Oudomxay, Vientiane, Xiengkhuang and 
site	North Coast Madang	North Coast Madang
site	northeast (Antsiranana, Andapa)	northeast (Antsiranana, Andapa)
site	North Lakhimpur	North Lakhimpur
site	northwest (Antsohihy, Analalava, Mahajunga, Maevatanana)	northwest (Antsohihy, Analalava, Mahajunga, Maevatanana)
site	Northwestern border	Northwestern border
site	Northwestern border of Thailand	Northwestern border of Thailand
site	Nothern Pacific	Nothern Pacific
site	Nouna	Nouna
site	Nuba Montains	Nuba Montains
site	Nyanyano, Okyereko, Buduatta,  Apam, Kasoa, Achimota and Maamobi	Nyanyano, Okyereko, Buduatta,  Apam, Kasoa, Achimota and Maamobi
site	Odisha	Odisha
site	Omo Nada, Bala Wajo, Arba Minch, Harar	Omo Nada, Bala Wajo, Arba Minch, Harar
site	Orissa	Orissa
site	Osogbo	Osogbo
site	Ouagadougou	Ouagadougou
site	Ouelessebougou	Ouelessebougou
site	Ouidah	Ouidah
site	Padre Cocha	Padre Cocha
site	Pagaza	Pagaza
site	Pahang	Pahang
site	Pailin	Pailin
site	Pailin, Kampong Seila, Chumkiri, Memut, Rattanakiri	Pailin, Kampong Seila, Chumkiri, Memut, Rattanakiri
site	Pajudone HC, Ta Oy, Salavan	Pajudone HC, Ta Oy, Salavan
site	Pakpong HC, Paksong, Champasak	Pakpong HC, Paksong, Champasak
site	Pakse PH, Pakse, Champasak	Pakse PH, Pakse, Champasak
site	Paksong DH, Paksong, Champasak	Paksong DH, Paksong, Champasak
site	Palai HC, Pathoumphone, Champasak	Palai HC, Pathoumphone, Champasak
site	Palawan	Palawan
site	Palawan Island	Palawan Island
site	Paletwa, Chin	Paletwa, Chin
site	Palmeira	Palmeira
site	Panaji	Panaji
site	Panaji, Sonapur, Ghaziabad	Panaji, Sonapur, Ghaziabad
site	Panama City	Panama City
site	Paragominas	Paragominas
site	Parakou	Parakou
site	Paramaribou	Paramaribou
site	Pathoumphone DH, Pathoumphone, Champasak	Pathoumphone DH, Pathoumphone, Champasak
site	{{Peixoto de Azevedo, Apiac.s}}	Peixoto de Azevedo, Apiacás
site	Phapho HC, Pathoumphone, Champasak	Phapho HC, Pathoumphone, Champasak
site	Phaung Byin, Sagaing	Phaung Byin, Sagaing
site	Phine DH, Phine, Savannakhet	Phine DH, Phine, Savannakhet
site	Phonsa arth HC, Khong, Champasak	Phonsa arth HC, Khong, Champasak
site	Phop Phra, Tak	Phop Phra, Tak
site	Phouhome HC, Phouvong, Attapeu	Phouhome HC, Phouvong, Attapeu
site	Phoutang HC, Ta Oy, Salavan	Phoutang HC, Ta Oy, Salavan
site	Phouvong DH, Phouvong, Attapeu	Phouvong DH, Phouvong, Attapeu
site	Phuoc Chien HC, Ninh Thuan	Phuoc Chien HC, Ninh Thuan
site	Phuoc Long	Phuoc Long
site	Phuoc Thang HC, Ninh Thuan	Phuoc Thang HC, Ninh Thuan
site	Phu Rieng	Phu Rieng
site	Phusing	Phusing
site	Phusing, Khun Han	Phusing, Khun Han
site	Pignon	Pignon
site	Pikine	Pikine
site	Pointe-Noire	Pointe-Noire
site	Port-au-Prince	Port-au-Prince
site	Port Blair	Port Blair
site	{{Port Bou.t}}	Port Bouët
site	Port-de-Paix	Port-de-Paix
site	Porto-Novo	Porto-Novo
site	Porto Velho	Porto Velho
site	Prachuapkhirikhan	Prachuapkhirikhan
site	Preah Vihear	Preah Vihear
site	Puducherry	Puducherry
site	Puerto Cabezas	Puerto Cabezas
site	Puerto Lempira	Puerto Lempira
site	Punia	Punia
site	Pursat	Pursat
site	Pursat, Pailin	Pursat, Pailin
site	Pursat, Preah Vihear, Ratanakiri	Pursat, Preah Vihear, Ratanakiri
site	Purulia	Purulia
site	Purulia, Bankura, Midnapore, Kolkata	Purulia, Bankura, Midnapore, Kolkata
site	Purworejo	Purworejo
site	Pyaung Ma Htein,	Pyaung Ma Htein,
site	Pyay	Pyay
site	Pyin oo Lwin	Pyin oo Lwin
site	Quagadougou	Quagadougou
site	Rajasthan	Rajasthan
site	{{Ram.n Villeda Morales}}	Ramón Villeda Morales
site	Ranchi	Ranchi
site	Rangamati	Rangamati
site	Ranong	Ranong
site	Ranong, Chiengmai	Ranong, Chiengmai
site	Ratanakiri	Ratanakiri
site	Rattanakiri	Rattanakiri
site	Raurkela	Raurkela
site	Rishabdev	Rishabdev
site	Rizal	Rizal
site	{{Rond.nia, Marab.}}	Rondônia, Marabá
site	Roseaux	Roseaux
site	Rosita	Rosita
site	Ruhuha	Ruhuha
site	Rukungiri	Rukungiri
site	Sabang Municipality	Sabang Municipality
site	Sagaing State	Sagaing State
site	Saharevo	Saharevo
