variable	variable2	values	mappedTerm
g4_desired_method	groupanc_followup::g4_desired_method	5	Pill/Oral contraceptives
g4_desired_method	groupanc_followup::g4_desired_method	6	IUD
g4_desired_method	groupanc_followup::g4_desired_method	8	Sterilization
g4_desired_method	groupanc_followup::g4_desired_method	9	Standard days or rhythm method
g4_desired_method	groupanc_followup::g4_desired_method	10	Other
g4_desired_method	groupanc_followup::g4_desired_method	11	LAM
chose_method_g5	groupanc_followup::chose_method_g5	0	No
chose_method_g5	groupanc_followup::chose_method_g5	1	Yes
g5_desired_method	groupanc_followup::g5_desired_method	1	Injectable
g5_desired_method	groupanc_followup::g5_desired_method	2	Implants
g5_desired_method	groupanc_followup::g5_desired_method	3	Withdrawal
g5_desired_method	groupanc_followup::g5_desired_method	4	Condoms
g5_desired_method	groupanc_followup::g5_desired_method	5	Pill/Oral contraceptives
g5_desired_method	groupanc_followup::g5_desired_method	6	IUD
g5_desired_method	groupanc_followup::g5_desired_method	8	Sterilization
g5_desired_method	groupanc_followup::g5_desired_method	9	Standard days or rhythm method
g5_desired_method	groupanc_followup::g5_desired_method	10	Other
g5_desired_method	groupanc_followup::g5_desired_method	11	LAM
lam_chosen	groupanc_followup::lam_chosen	0	No
lam_chosen	groupanc_followup::lam_chosen	1	Yes
lam_chosen	groupanc_followup::lam_chosen	3	N/A
transition_method	groupanc_followup::transition_method	1	Injectable
transition_method	groupanc_followup::transition_method	2	Implants
transition_method	groupanc_followup::transition_method	5	Pill/Oral contraceptives
transition_method	groupanc_followup::transition_method	6	IUD
transition_method	groupanc_followup::transition_method	10	Other
data_extraction_complete	groupanc_followup::data_extraction_complete	0	Incomplete
data_extraction_complete	groupanc_followup::data_extraction_complete	1	Unverified
data_extraction_complete	groupanc_followup::data_extraction_complete	2	Complete
birth_classification	groupanc_followup::birth_classification	1	Live birth
birth_classification	groupanc_followup::birth_classification	2	Still birth
birth_classification	groupanc_followup::birth_classification	3	Miscarriage
know_due_date	groupanc_followup::know_due_date	1	Yes
know_due_date	groupanc_followup::know_due_date	2	No
know_due_date	groupanc_followup::know_due_date	3	Not sure
know_due_date_how	groupanc_followup::know_due_date_how	1	Provider told me
know_due_date_how	groupanc_followup::know_due_date_how	2	Other
baby_premature	groupanc_followup::baby_premature	1	Yes
baby_premature	groupanc_followup::baby_premature	2	No
baby_premature	groupanc_followup::baby_premature	3	Not sure
baby_alive	groupanc_followup::baby_alive	1	Yes
baby_alive	groupanc_followup::baby_alive	2	No
consent_to_continue	groupanc_followup::consent_to_continue	1	Yes
consent_to_continue	groupanc_followup::consent_to_continue	2	No
danger_signs___1	groupanc_followup::danger_signs___1	0	No
