variable	variable2	values	mappedTerm
meeting_3___3	groupanc_followup::meeting_3___3	0	Unchecked
meeting_3___3	groupanc_followup::meeting_3___3	1	Checked
meeting_3___4	groupanc_followup::meeting_3___4	0	Unchecked
meeting_3___4	groupanc_followup::meeting_3___4	1	Checked
meeting_3___5	groupanc_followup::meeting_3___5	0	Unchecked
meeting_3___5	groupanc_followup::meeting_3___5	1	Checked
meeting_4___1	groupanc_followup::meeting_4___1	0	Unchecked
meeting_4___1	groupanc_followup::meeting_4___1	1	Checked
meeting_4___2	groupanc_followup::meeting_4___2	0	Unchecked
meeting_4___2	groupanc_followup::meeting_4___2	1	Checked
meeting_4___3	groupanc_followup::meeting_4___3	0	Unchecked
meeting_4___3	groupanc_followup::meeting_4___3	1	Checked
meeting_4___4	groupanc_followup::meeting_4___4	0	Unchecked
meeting_4___4	groupanc_followup::meeting_4___4	1	Checked
meeting_4___5	groupanc_followup::meeting_4___5	0	Unchecked
meeting_4___5	groupanc_followup::meeting_4___5	1	Checked
meeting_5___1	groupanc_followup::meeting_5___1	0	Unchecked
meeting_5___1	groupanc_followup::meeting_5___1	1	Checked
meeting_5___2	groupanc_followup::meeting_5___2	0	Unchecked
meeting_5___2	groupanc_followup::meeting_5___2	1	Checked
meeting_5___3	groupanc_followup::meeting_5___3	0	Unchecked
meeting_5___3	groupanc_followup::meeting_5___3	1	Checked
meeting_5___4	groupanc_followup::meeting_5___4	0	Unchecked
meeting_5___4	groupanc_followup::meeting_5___4	1	Checked
meeting_5___5	groupanc_followup::meeting_5___5	0	Unchecked
meeting_5___5	groupanc_followup::meeting_5___5	1	Checked
bp_counseling	groupanc_followup::bp_counseling	0	No
bp_counseling	groupanc_followup::bp_counseling	1	Yes
delivery_specified	groupanc_followup::delivery_specified	0	No
delivery_specified	groupanc_followup::delivery_specified	1	Yes
plan_transport	groupanc_followup::plan_transport	0	No
plan_transport	groupanc_followup::plan_transport	1	Yes
plan_transport	groupanc_followup::plan_transport	3	N/A
plan_emergency_cash	groupanc_followup::plan_emergency_cash	0	No
plan_emergency_cash	groupanc_followup::plan_emergency_cash	1	Yes
plan_emergency_cash	groupanc_followup::plan_emergency_cash	3	N/A
plan_companion	groupanc_followup::plan_companion	0	No
plan_companion	groupanc_followup::plan_companion	1	Yes
plan_companion	groupanc_followup::plan_companion	3	N/A
plan_decision_maker	groupanc_followup::plan_decision_maker	0	No
plan_decision_maker	groupanc_followup::plan_decision_maker	1	Yes
plan_decision_maker	groupanc_followup::plan_decision_maker	3	N/A
fp_desired_mtng4	groupanc_followup::fp_desired_mtng4	0	No
