colOrder,variable,dataFile,IRI,label,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,notesForOnt,repeated,is_temporal,mergeKey,dataSet,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth
36,ea_level_dataset::ea_cases_covered_t,ea_level_dataset,,"Cluster study arm, TPE intv",cases covered by a TPE intv,Community,http://purl.obolibrary.org/obo/EUPATH_0035125,Community administrative information,cases covered by a TPE intv,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
12,ea_level_dataset::constituency | individual_deidentified_forclinepidb::constituency |sdss_index_deidentified_forclinepidb::constituency,ea_level_dataset,,Constituency,constituency- from EA data,Community,http://purl.obolibrary.org/obo/EUPATH_0035125,Community administrative information,constituency- from EA data,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
91,ea_level_dataset::cumulative_incidence_2012_2016,ea_level_dataset,,"Cumulative incidence,  2012-2016",,Community,http://purl.obolibrary.org/obo/EUPATH_0030001,Village level information,,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
92,ea_level_dataset::cumulative_incidence_2014,ea_level_dataset,,"Cumulative incidence,  2013-2014",Cumulative incidence 2013-2014,Community,http://purl.obolibrary.org/obo/EUPATH_0030001,Village level information,Cumulative incidence 2013-2014,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
42,sdss_index_deidentified_forclinepidb::active_case,sdss_index_deidentified_forclinepidb,,Active case,Active case?-derived,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Active case?-derived,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
90,ea_level_dataset::cumulative_incidence_2016,ea_level_dataset,,"Cumulative incidence, over 2013, 2014, and 2016","Cumulative incidence over 2013, 2014, and 2016",Community,http://purl.obolibrary.org/obo/EUPATH_0030001,Village level information,"Cumulative incidence over 2013, 2014, and 2016",,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
73,ea_level_dataset::date_first_intervention_2016,ea_level_dataset,,Date of first intervention in 2016,(min) date_first_intervention_2016,Community,http://purl.obolibrary.org/obo/EUPATH_0035159,Community observation details,(min) date_first_intervention_2016,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
22,ea_level_dataset::eight_wks_post_intervention,ea_level_dataset,,Date of first intv after 8 weeks,Date eight weeks after first intv date in EA,Community,http://purl.obolibrary.org/obo/EUPATH_0035159,Community observation details,Date eight weeks after first intv date in EA,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
21,ea_level_dataset::first_intervention_date_2017,ea_level_dataset,,Date of first intv in 2017,Date of first intv in EA,Community,http://purl.obolibrary.org/obo/EUPATH_0035159,Community observation details,Date of first intv in EA,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
28,ea_level_dataset::ea_time_days,ea_level_dataset,,Days from post 8weeks to study end date,Days from post 8wks to study end date,Community,http://purl.obolibrary.org/obo/EUPATH_0035159,Community observation details,Days from post 8wks to study end date,,variable,,,,,Namibia_RACD_rfMDA_RAVC,days,http://purl.obolibrary.org/obo/UO_0000033,,,,,,
17,ea_level_dataset::medianlstmedianealag2_fixed,ea_level_dataset,,Daytime land surface temperature,EA daytime land surface temp,Community,http://purl.obolibrary.org/obo/EUPATH_0030001,Village level information,EA daytime land surface temp,,variable,,,,,Namibia_RACD_rfMDA_RAVC,C,http://purl.obolibrary.org/obo/UO_0000027|UO_0000027,,,,,,
15,ea_level_dataset::medianevimedianealag2,ea_level_dataset,,EA EVI for January-July 2017,EA EVI for January-July 2017,Community,,,EA EVI for January-July 2017,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
29,sdss_index_deidentified_forclinepidb::imported_from,sdss_index_deidentified_forclinepidb,,Country imported from,Country imported from- derived,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Country imported from- derived,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
27,sdss_index_deidentified_forclinepidb::travcountry1,sdss_index_deidentified_forclinepidb,http://purl.obolibrary.org/obo/EUPATH_0000445,Country visited,Country travelled to,Participant,http://purl.obolibrary.org/obo/OMRSE_00000142,Travel detail,Country travelled to,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
16,ea_level_dataset::medianndwimedianealag2,ea_level_dataset,,EA NDWI,EA NDWI,Community,,,EA NDWI,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
13,ea_level_dataset::elevmedianea,ea_level_dataset,,Elevation,EA elevation,Community,http://purl.obolibrary.org/obo/EUPATH_0043212,Geolocation,EA elevation,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
51,ea_level_dataset::proportion_male_enrolled,ea_level_dataset,,Enrolled proportion for male,(max) proportion_male_enrolled,Community,http://purl.obolibrary.org/obo/EUPATH_0035125,Community administrative information,(max) proportion_male_enrolled,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
43,ea_level_dataset::geolocated_cases,ea_level_dataset,,Geographic cases,(max) geolocated_cases,Community,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,(max) geolocated_cases,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
44,ea_level_dataset::proportion_cases_geolocated,ea_level_dataset,,Geographic cases proportion,(mean) proportion_cases_geolocated,Community,http://purl.obolibrary.org/obo/EUPATH_0035125,Community administrative information,(mean) proportion_cases_geolocated,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
24,sdss_index_deidentified_forclinepidb::sleptnet,sdss_index_deidentified_forclinepidb,http://purl.obolibrary.org/obo/EUPATH_0025013,Bednet last night,Did you sleep under your bed net last night?,Participant,http://purl.obolibrary.org/obo/EUPATH_0021097,Personal vector intervention,Did you sleep under your bed net last night?,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
10,ea_level_dataset::ea_ha,ea_level_dataset,,HA,HA,Community,,,HA,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
46,ea_level_dataset::med_households_enrolled_per_intv,ea_level_dataset,,"Households enrolled per intv, median",(p 50) households_enrolled_per_intv,Community,http://purl.obolibrary.org/obo/EUPATH_0035125,Community administrative information,(p 50) households_enrolled_per_intv,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
84,ea_level_dataset::incidence_cases2013,ea_level_dataset,,Incidence in 2013,2013 incidence,Community,http://purl.obolibrary.org/obo/EUPATH_0030001,Village level information,2013 incidence,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
86,ea_level_dataset::incidence_cases2014,ea_level_dataset,,Incidence in 2014,2014 incidence,Community,http://purl.obolibrary.org/obo/EUPATH_0030001,Village level information,2014 incidence,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
80,ea_level_dataset::ea_incidence_2017_post_4wk,ea_level_dataset,,"Incidence in 2017, post 4 weeks",,Community,http://purl.obolibrary.org/obo/EUPATH_0030001,Village level information,,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
47,ea_level_dataset::med_indivs_enrolled_per_intv,ea_level_dataset,,Individual enrolled per intv,(p 50) individuals_enrolled_per_intv,Community,http://purl.obolibrary.org/obo/EUPATH_0035125,Community administrative information,(p 50) individuals_enrolled_per_intv,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
5,sdss_index_deidentified_forclinepidb::latitude_combined,sdss_index_deidentified_forclinepidb,http://purl.obolibrary.org/obo/OBI_0001620,Latitude,Longitude- from tablet GPS,Community,http://purl.obolibrary.org/obo/EUPATH_0043212,Geolocation,Longitude- from tablet GPS,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
79,ea_level_dataset::ea_local_cases_post_4wks,ea_level_dataset,,"Local cases, post 4weeks",(max) ea_local_cases_post_4wks,Community,http://purl.obolibrary.org/obo/EUPATH_0030001,Village level information,(max) ea_local_cases_post_4wks,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
27,ea_level_dataset::ea_local_cases_post_8wks,ea_level_dataset,,"Local cases, post 8weeks",EA 2017 local cases post 8wk window,Community,http://purl.obolibrary.org/obo/EUPATH_0030001,Village level information,EA 2017 local cases post 8wk window,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
31,ea_level_dataset::ea_incidence_rate,ea_level_dataset,,Local incidence after 8-week window,study period EA local incidence taking into account 8-week window,Community,http://purl.obolibrary.org/obo/EUPATH_0030001,Village level information,study period EA local incidence taking into account 8-week window,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
39,sdss_index_deidentified_forclinepidb::pop_size,sdss_index_deidentified_forclinepidb,,Population size,EA population size- from EA data,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,EA population size- from EA data,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
38,sdss_index_deidentified_forclinepidb::sq_km,sdss_index_deidentified_forclinepidb,,"Area, square kilometers ",EA square kilometers- from EA data,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,EA square kilometers- from EA data,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
37,sdss_index_deidentified_forclinepidb::sq_m,sdss_index_deidentified_forclinepidb,,"Area, square meters ",EA square meters- from EA data,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,EA square meters- from EA data,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
36,sdss_index_deidentified_forclinepidb::ea_subtype,sdss_index_deidentified_forclinepidb,,Cluster subtype,EA subtype- from EA data,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,EA subtype- from EA data,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
70,ea_level_dataset::ea_incidence_2016,ea_level_dataset,,"Local incidence in 2016, using old population size",2016 local incidence using old pop size,Community,http://purl.obolibrary.org/obo/EUPATH_0030001,Village level information,2016 local incidence using old pop size,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
4,sdss_index_deidentified_forclinepidb::longitude_combined,sdss_index_deidentified_forclinepidb,http://purl.obolibrary.org/obo/OBI_0001621,Longitude,Longitude- from tablet GPS,Community,http://purl.obolibrary.org/obo/EUPATH_0043212,Geolocation,Longitude- from tablet GPS,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
6,sdss_index_deidentified_forclinepidb::facility,sdss_index_deidentified_forclinepidb,http://purl.obolibrary.org/obo/EUPATH_0050506,Facility type,Facility,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,Facility,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
17,sdss_index_deidentified_forclinepidb::first_case_yn,sdss_index_deidentified_forclinepidb,,First/original index case of intervention,First/original index case of intervention- derived,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,First/original index case of intervention- derived,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
52,ea_level_dataset::mean_ea_hh_size,ea_level_dataset,,"Households size, mean",(mean) mean_ea_hh_size,Community,http://purl.obolibrary.org/obo/EUPATH_0035125,Community administrative information,(mean) mean_ea_hh_size,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
30,sdss_index_deidentified_forclinepidb::has_gr,sdss_index_deidentified_forclinepidb,,GR code,Has GR code- derived,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Has GR code- derived,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
22,sdss_index_deidentified_forclinepidb::spray,sdss_index_deidentified_forclinepidb,http://purl.obolibrary.org/obo/EUPATH_0000441,Sprayed in the last 12 months,Has this home been sprayed in the past year?,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,Has this home been sprayed in the past year?,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
32,sdss_index_deidentified_forclinepidb::has_visit_date,sdss_index_deidentified_forclinepidb,,Has visit date,Has visit date-derived,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Has visit date-derived,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
28,sdss_index_deidentified_forclinepidb::imported,sdss_index_deidentified_forclinepidb,,Imported from outside Namibia- derived from travel history,Imported from outside Namibia- derived from travel history,Participant,http://purl.obolibrary.org/obo/OMRSE_00000142,Travel detail,Imported from outside Namibia- derived from travel history,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
45,ea_level_dataset::median_time_to_int,ea_level_dataset,,Median time of intervention,(max) median_time_to_int,Community,http://purl.obolibrary.org/obo/EUPATH_0030001,Village level information,(max) median_time_to_int,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
16,sdss_index_deidentified_forclinepidb::intcode,sdss_index_deidentified_forclinepidb,,Intervention arm- derived,Intervention arm- derived,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Intervention arm- derived,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
40,sdss_index_deidentified_forclinepidb::int_arm,sdss_index_deidentified_forclinepidb,,intervention arm- derived,intervention arm- derived,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,intervention arm- derived,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
14,ea_level_dataset::meanprecmedianealag2,ea_level_dataset,,Monthly rainfall for November 2016 - April 2017,"EA monthly rainfall for November 2016 - April 2017, mm",Community,http://purl.obolibrary.org/obo/EUPATH_0035124,Community environment,"EA monthly rainfall for November 2016 - April 2017, mm",,variable,,,,,Namibia_RACD_rfMDA_RAVC,mm,http://purl.obolibrary.org/obo/UO_0000016,,,,,,
18,ea_level_dataset::ea_pop_update,ea_level_dataset,,Population,EA population,Community,http://purl.obolibrary.org/obo/EUPATH_0030001,Village level information,EA population,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
21,sdss_index_deidentified_forclinepidb::nationality,sdss_index_deidentified_forclinepidb,http://purl.obolibrary.org/obo/EUPATH_0000424,Nationality,Nationality,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,Nationality,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
43,sdss_index_deidentified_forclinepidb::occ_clean,sdss_index_deidentified_forclinepidb,,"Occupation, cleaned",Occupation cleaned,Participant,http://purl.obolibrary.org/obo/EUPATH_0000342,Employment,Occupation cleaned,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
31,sdss_index_deidentified_forclinepidb::outside_studyarea,sdss_index_deidentified_forclinepidb,,Outside study area based on comments,Outside study area based on comments & mapping-derived,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Outside study area based on comments & mapping-derived,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
23,sdss_index_deidentified_forclinepidb::ownnet,sdss_index_deidentified_forclinepidb,,Personal bednet,Own net?,Participant,http://purl.obolibrary.org/obo/EUPATH_0021097,Personal vector intervention,Own net?,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
32,ea_level_dataset::lp,ea_level_dataset,,Population offset for IRR-log of population,population offset for IRR-log of population,Community,http://purl.obolibrary.org/obo/EUPATH_0030001,Village level information,population offset for IRR-log of population,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
25,sdss_index_deidentified_forclinepidb::preg,sdss_index_deidentified_forclinepidb,http://purl.obolibrary.org/obo/EUPATH_0042002,Pregnant,Pregnant,Participant,http://purl.obolibrary.org/obo/EUPATH_0042002,Obstetrics,Pregnant?,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
19,ea_level_dataset::old_pop_size,ea_level_dataset,,"Population size, old",,Community,http://purl.obolibrary.org/obo/EUPATH_0030001,Village level information,,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
18,sdss_index_deidentified_forclinepidb::visit_date,sdss_index_deidentified_forclinepidb,,RACD or TPE Intervention date,RACD or TPE Intervention date- pulled from individual dataset if index received,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,RACD or TPE Intervention date- pulled from individual dataset if index received,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
19,sdss_index_deidentified_forclinepidb::ravc_date,sdss_index_deidentified_forclinepidb,,RAVC Intervention date- pulled from RAVC dataset if index received RAVC interven,RAVC Intervention date- pulled from RAVC dataset if index received RAVC interven,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,RAVC Intervention date- pulled from RAVC dataset if index received RAVC interven,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
2,sdss_index_deidentified_forclinepidb::recid,sdss_index_deidentified_forclinepidb,,RecID (index case unique identifier)-autogenerated,RecID (index case unique identifier)-autogenerated,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,RecID (index case unique identifier)-autogenerated,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
64,endline_individual_cross_sectional_forclinepidb::age_group,endline_individual_cross_sectional_forclinepidb,http://purl.obolibrary.org/obo/EUPATH_0010367,Age group,Age group-derived,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation detail,Age group-derived,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
49,individual_deidentified_forclinepidb::age_under_6mo,individual_deidentified_forclinepidb,,Age<6 months,Age under 6 months?,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation detail,Age under 6 months?,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
20,individual_deidentified_forclinepidb::occupation |endline_individual_cross_sectional_forclinepidb::occupation |individual_deidentified_forclinepidb::citizenship |endline_individual_cross_sectional_forclinepidb::citizenship,individual_deidentified_forclinepidb,http://purl.obolibrary.org/obo/EUPATH_0000359,Occupation,Occupation,Participant,http://purl.obolibrary.org/obo/EUPATH_0000342,Employment,,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
5,endline_individual_cross_sectional_forclinepidb::arm,endline_individual_cross_sectional_forclinepidb,,Intervention arm,Intervention arm- from geolocation,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Intervention arm- from geolocation,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
45,individual_deidentified_forclinepidb::dose_direct,individual_deidentified_forclinepidb,,Was dose #1 directly observed?,Was dose #1 directly observed?,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Was dose #1 directly observed?,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
8,individual_deidentified_forclinepidb::ea |ravc_data_deidentified::ea | sdss_index_deidentified_forclinepidb::ea,individual_deidentified_forclinepidb,,EA ID,EA ID- from geolocation,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,EA ID- from geolocation,,variable,,,,,Namibia_RACD_rfMDA_RAVC,,,,,,,,
