ID	Name	EuPathDBLabel	Definition	EupathDefinition	Synonyms	URI
CHEBI_16670	peptide		Amide derived from two or more amino carboxylic acid molecules (the same or different) by formation of a covalent bond from the carbonyl carbon of one to the nitrogen atom of another with formal loss of water. The term is usually applied to structures formed from alpha-amino acids, but it includes those derived from any amino carboxylic acid. X = OH, OR, NH2, NHR, etc.			http://purl.obolibrary.org/obo/CHEBI_16670
CHEBI_16991	deoxyribonucleic acid		High molecular weight, linear polymers, composed of nucleotides containing deoxyribose and linked by phosphodiester bonds; DNA contain the genetic information of organisms.			http://purl.obolibrary.org/obo/CHEBI_16991
CHEBI_23367	molecular entity		Any constitutionally or isotopically distinct atom, molecule, ion, ion pair, radical, radical ion, complex, conformer etc., identifiable as a separately distinguishable entity.			http://purl.obolibrary.org/obo/CHEBI_23367
CHEBI_33521	metal atom		An atom of an element that exhibits typical metallic properties, being typically shiny, with high electrical and thermal conductivity.			http://purl.obolibrary.org/obo/CHEBI_33521
CHEBI_33696	nucleic acid		A macromolecule made up of nucleotide units and hydrolysable into certain pyrimidine or purine bases (usually adenine, cytosine, guanine, thymine, uracil), D-ribose or 2-deoxy-D-ribose and phosphoric acid.			http://purl.obolibrary.org/obo/CHEBI_33696
CHEBI_33697	ribonucleic acid		High molecular weight, linear polymers, composed of nucleotides containing ribose and linked by phosphodiester bonds; RNA is central to the synthesis of proteins.			http://purl.obolibrary.org/obo/CHEBI_33697
CHEBI_33839	macromolecule		A macromolecule is a molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass.		polymer	http://purl.obolibrary.org/obo/CHEBI_33839
CHEBI_3638	chloroquine		An aminoquinoline that is quinoline which is substituted at position 4 by a [5-(diethylamino)pentan-2-yl]amino group at at position 7 by chlorine. It is used for the treatment of malaria, hepatic amoebiasis, lupus erythematosus, light-sensitive skin eruptions, and rheumatoid arthritis.			http://purl.obolibrary.org/obo/CHEBI_3638
CL_0000000	cell		A material entity of anatomical origin (part of or deriving from an organism) that has as its parts a maximally connected cell compartment surrounded by a plasma membrane.			http://purl.obolibrary.org/obo/CL_0000000
CL_0000010	cultured cell		A cell in vitro that is or has been maintained or propagated as part of a cell culture.			http://purl.obolibrary.org/obo/CL_0000010
CL_0000232	erythrocyte		A red blood cell. In mammals, mature erythrocytes are biconcave disks containing hemoglobin whose function is to transport oxygen.			http://purl.obolibrary.org/obo/CL_0000232
CL_0000578	experimentally modified cell in vitro		A cell in vitro that has undergone physical changes as a consequence of a deliberate and specific experimental procedure.			http://purl.obolibrary.org/obo/CL_0000578
DOID_0014667	disease of metabolism		A disease that involving errors in metabolic processes of building or degradation of molecules.			http://purl.obolibrary.org/obo/DOID_0014667
DOID_0050117	disease by infectious agent		A disease that is the consequence of the presence of pathogenic microbial agents, including pathogenic viruses, pathogenic bacteria, fungi, protozoa, multicellular parasites, and aberrant proteins known as prions.			http://purl.obolibrary.org/obo/DOID_0050117
DOID_0050134	cutaneous mycosis		A fungal infectious disease that results_in infection of the keratinized layers located_in skin, located_in hair or located_in nail, which extends deeper into the epidermis, has_material_basis_in Fungi and results_in_formation_of skin lesions.			http://purl.obolibrary.org/obo/DOID_0050134
DOID_0050155	sensory system disease		A nervous system disease which is located in a part of the nervous system responsible for processing sensory information that consists of sensory receptors, neural pathways, and parts of the brain involved in sensory perception. Commonly recognized sensory systems are those for vision, hearing, somatic sensation (touch), taste and olfaction (smell).			http://purl.obolibrary.org/obo/DOID_0050155
DOID_0050161	lower respiratory tract disease		A respiratory system disease which involves the lower respiratory tract.			http://purl.obolibrary.org/obo/DOID_0050161
DOID_0050288	penicilliosis		An opportunistic mycosis that has_material_basis_in Penicillium marneffei, results_in systemic infection and has_symptom fever, has_symptom anemia, has_symptom weight loss, has_symptom lymphadenopathy, has_symptom hepatosplenomegaly, has_symptom respiratory signs, and has_symptom skin lesions.			http://purl.obolibrary.org/obo/DOID_0050288
DOID_0050338	primary bacterial infectious disease		A bacterial infectious disease that results_in infection by bacteria as a result of their presence or activity within the normal, healthy host, and their intrinsic virulence is, in part, a necessary consequence of their need to reproduce and spread.			http://purl.obolibrary.org/obo/DOID_0050338
DOID_0050486	exanthem					http://purl.obolibrary.org/obo/DOID_0050486
DOID_0060158	acquired metabolic disease		A disease of metabolism that has _material_basis_in enzyme deficiency or accumulation of enzymes or toxins which interfere with normal function due to an endocrine organ disease, organ malfunction, inadequate intake, dietary deficiency, or malabsorption.			http://purl.obolibrary.org/obo/DOID_0060158
DOID_0060312	angular cheilitis		A cheilitis characterized by inflammation of one or both of the corners of the mouth.			http://purl.obolibrary.org/obo/DOID_0060312
DOID_0060320	inguinal hernia		An intestinal disease characterized by a protrusion of abdominal cavity contests through the inguinal canal.			http://purl.obolibrary.org/obo/DOID_0060320
DOID_0060322	mastoiditis		A middle ear disease characterized by an inflammation of the mucosal lining of the mastoid antrum and the mastoid air cell system inside the mastoid process.			http://purl.obolibrary.org/obo/DOID_0060322
DOID_0060324	dental abscess		A tooth disease characterized by a localized collection of pus associated with a tooth.			http://purl.obolibrary.org/obo/DOID_0060324
DOID_10003	sensorineural hearing loss					http://purl.obolibrary.org/obo/DOID_10003
DOID_10264	mumps		A viral infectious disease that results_in inflammation located_in salivary gland, has_material_basis_in Mumps virus, which is transmitted_by droplet spread of saliva or mucus from the mouth, nose, or throat of an infected person, or transmitted_by contaminated fomites. The infection has_symptom fever, has_symptom headache, has_symptom muscle aches, has_symptom tiredness, has_symptom loss of appetite, has_symptom swollen and tender salivary glands under the ears or jaw on one or both sides of the face.			http://purl.obolibrary.org/obo/DOID_10264
DOID_10301	parotitis		A parotid disease characterized by the inflammation of one or both parotid glands.			http://purl.obolibrary.org/obo/DOID_10301
DOID_10456	tonsillitis		An upper respiratory tract disease which involves inflammation of the tonsils resulting from bacterial (Group A streptococcus) and viral (Epstein-Barr virus, adenovirus) infections. Symptoms include a severe sore throat (which may be experienced as referred pain to the ears), painful/difficult swallowing, coughing, headache, myalgia (muscle aches), fever and chills. Tonsillitis is characterized by signs of red, swollen tonsils which may have a purulent exudative coating of white patches (i.e. pus). Swelling of the cheeks and neck may occur.			http://purl.obolibrary.org/obo/DOID_10456
DOID_10459	common cold		An upper respiratory tract disease which involves inflammation of the mucous membranes of the nose, throat, eyes, and eustachian tubes with watery then purulent discharge. This is an acute contagious disease caused by rhinoviruses, human parainfluenza viruses, human respiratory syncytial virus, influenza viruses, adenoviruses, enteroviruses, or metapneumovirus.			http://purl.obolibrary.org/obo/DOID_10459
DOID_10754	otitis media		A otitis which involves inflammation of the middle ear.			http://purl.obolibrary.org/obo/DOID_10754
DOID_1091	tooth disease					http://purl.obolibrary.org/obo/DOID_1091
DOID_11162	respiratory failure		A lung disease characterized by inadequate gas exchange by the respiratory system.			http://purl.obolibrary.org/obo/DOID_11162
DOID_11338	tetanus		A primary bacterial infectious disease that results_in prolonged contraction of skeletal muscle fibers, has_material_basis_in Clostridium tetani, which produces tetanospasmin, a neurotoxin, which is carried to the brain and spinal cord, where it binds irreversibly to receptors inhibiting neurotransmission. Damaged upper motor neurons cannot control reflex responses to afferent sensory stimuli.			http://purl.obolibrary.org/obo/DOID_11338
DOID_1176	bronchial disease		A lower respiratory tract disease that affects the airways leading into the lungs, which is caused due to inflammation of the bronchi and bronchioles, infection, or blockage.			http://purl.obolibrary.org/obo/DOID_1176
DOID_1227	neutropenia					http://purl.obolibrary.org/obo/DOID_1227
DOID_12328	marasmus					http://purl.obolibrary.org/obo/DOID_12328
DOID_12365	malaria		A parasitic protozoa infectious disease characterized as a vector-borne infectious disease caused by the presence of protozoan parasites of the genus Plasmodium in the red blood cells, transmitted from an infected to an uninfected individual by the bite of anopheline mosquitoes, and characterized by periodic attacks of chills and fever that coincide with mass destruction of blood cells and the release of toxic substances by the parasite at the end of each reproductive cycle.			http://purl.obolibrary.org/obo/DOID_12365
DOID_12384	dysentery		An intestinal infectious disease that involves inflammation of the intestines, especially colon, due to chemical irritants, bacteria, protozoa, or parasitic worms, which results in severe diarrhea with passage of mucus and blood.			http://purl.obolibrary.org/obo/DOID_12384
DOID_1285	rectal disease					http://purl.obolibrary.org/obo/DOID_1285
DOID_13117	paronychia		Paronychia is a nail infectious disease where there is an often-tender bacterial or fungal hand infection or foot infection due to either bacteria or fungus (Candida albicans) where the nail and skin meet at the side or the base of a finger or toe nail. The infection can start suddenly (acute paronychia) or gradually (chronic paronychia). Puss is usually present, along with gradual thickening and browning discoloration of the nail plate.			http://purl.obolibrary.org/obo/DOID_13117
DOID_13148	acute cystitis		A cystitis characterized by a sudden onset or severe symptoms.			http://purl.obolibrary.org/obo/DOID_13148
DOID_13250	diarrhea		A gastrointestinal system disease described as the condition of having frequent loose or liquid bowel movements. Acute diarrhea is a common cause of death in developing countries and the second most common cause of infant deaths worldwide. The loss of fluids through diarrhea can cause severe dehydration which is one cause of death in diarrhea sufferers. Along with water, sufferers also lose dangerous amounts of important salts, electrolytes, and other nutrients. There are at least four types of diarrhea: secretory diarrhea, osmotic diarrhea, motility-related diarrhea, and inflammatory diarrhea.			http://purl.obolibrary.org/obo/DOID_13250
DOID_13258	typhoid fever		A primary bacterial infectious disease that is a communicable systemic illness, has_material_basis_in Salmonella enterica subsp enterica serovar Typhi, which is transmitted_by ingestion of food or water contaminated with the feces of an infected person. The infection has_symptom fever, has_symptom diarrhea, has_symptom prostration, has_symptom headache, has_symptom splenomegaly, has_symptom liver enlargement, has_symptom eruption of rose-colored spots, and has_symptom leukopenia.			http://purl.obolibrary.org/obo/DOID_13258
DOID_1398	parasitic infectious disease		A disease by infectious agent that is carried out by a parasite which by definition is a pathogen that simultaneously injures and derives sustenance from its host.			http://purl.obolibrary.org/obo/DOID_1398
DOID_14069	cerebral malaria		A malaria that involves neurologic damage resulting from blockage of the blood vessels, caused due to the infection of the red blood cells by Plasmodium species.			http://purl.obolibrary.org/obo/DOID_14069
DOID_1456	glossitis					http://purl.obolibrary.org/obo/DOID_1456
DOID_1492	eye and adnexa disease		A sensory system disease that is located_in the eye or the adnexa of the eye.			http://purl.obolibrary.org/obo/DOID_1492
DOID_1498	cholera		A primary bacterial infectious disease that is described as an acute, diarrheal illness caused by infection of the intestine with the bacterium Vibrio cholerae, which is characterized by profuse watery diarrhea, vomiting, leg cramps, circulatory collapse and shock.			http://purl.obolibrary.org/obo/DOID_1498
DOID_1508	candidiasis		An opportunistic mycosis that involves fungal infection of the mouth, throat, skin, scalp, vagina, fingers, nails, bronchi, lungs, heart and brain by Candida species, of which Candida albicans is the most common. Systemic Candida infections are usually confined to severely immunocompromised persons.			http://purl.obolibrary.org/obo/DOID_1508
DOID_1555	urticaria		A skin disease characterized by skin rash notable for pale red, raised and itchy bumps, located_in the upper dermis.			http://purl.obolibrary.org/obo/DOID_1555
DOID_1564	fungal infectious disease		A disease by infectious agent that results_in infection, has_material_basis_in Fungi, which pass the resistance barriers of the human or animal body.			http://purl.obolibrary.org/obo/DOID_1564
DOID_1579	respiratory system disease		A disease of anatomical entity that located_in the respiratory system which extends from the nasal sinuses to the diaphragm.			http://purl.obolibrary.org/obo/DOID_1579
DOID_16	integumentary system disease		A disease of anatomical entity that is located_in the integumentary system comprising the skin and its appendages.			http://purl.obolibrary.org/obo/DOID_16
DOID_1602	lymphadenitis					http://purl.obolibrary.org/obo/DOID_1602
DOID_17	musculoskeletal system disease		A disease of anatomical entity that occurs in the muscular and/or skeletal system.			http://purl.obolibrary.org/obo/DOID_17
DOID_2089	constipation		A bowel dysfunction disease characterized by infrequent or difficult evacuation of feces.			http://purl.obolibrary.org/obo/DOID_2089
DOID_216	dental caries					http://purl.obolibrary.org/obo/DOID_216
DOID_2176	carbuncle					http://purl.obolibrary.org/obo/DOID_2176
DOID_2275	pharyngitis		An upper respiratory tract disease involving inflammation of the throat or pharynx resulting from bacterial, viral, fungal infections or irritants like pollutants or chemical substances and smoking. The infection is often referred to as "sore throat". The symptoms include pain during swallowing, enlarged tonsils coated with a white discharge, runny nose, cough and slight fever.			http://purl.obolibrary.org/obo/DOID_2275
DOID_2321	dyspepsia					http://purl.obolibrary.org/obo/DOID_2321
DOID_2326	gastroenteritis		A gastrointestinal system infectious disease that involves inflammation of the lining of the stomach and small and large intestines, which is caused by viruses, bacteria, or parasites. Chemicals and drugs also cause gastroenteritis. The symptoms include diarrhea, loss of appetite, nausea, vomiting, cramps, and discomfort in the abdomen.			http://purl.obolibrary.org/obo/DOID_2326
DOID_2355	anemia		A hematopoietic system disease that is characterized by a decrease in the normal number of red blood cells.			http://purl.obolibrary.org/obo/DOID_2355
DOID_2473	opportunistic mycosis		A systemic mycosis that results_in fungal infection located_in human body of immunocompromised individuals, has_material_basis_in Fungi. The organisms invade via the respiratory tract, alimentary tract, or intravascular devices.			http://purl.obolibrary.org/obo/DOID_2473
DOID_26	pancreas disease		An endocrine system disease that is located_in the pancreas.			http://purl.obolibrary.org/obo/DOID_26
DOID_2723	dermatitis		A skin disease characterized by itchy, erythematous, vesicular, weeping and crusting patches of skin.			http://purl.obolibrary.org/obo/DOID_2723
DOID_2742	auditory system disease					http://purl.obolibrary.org/obo/DOID_2742
DOID_2789	parasitic protozoa infectious disease		A parasitic infectious disease that is caused by parasitic protozoa which are microorganisms classified as unicellular eukaryotes.			http://purl.obolibrary.org/obo/DOID_2789
DOID_2841	asthma		A bronchial disease that is characterized by chronic inflammation and narrowing of the airways, which is caused by a combination of environmental and genetic factors. The disease has_symptom recurring periods of wheezing (a whistling sound while breathing), has_symptom chest tightness, has_symptom shortness of breath, has_symptom mucus production and has_symptom coughing. The symptoms appear due to a variety of triggers such as allergens, irritants, respiratory infections, weather changes, exercise, stress, reflux disease, medications, foods and emotional anxiety.			http://purl.obolibrary.org/obo/DOID_2841
DOID_2914	immune system disease		A disease of anatomical entity that is located_in the immune system.			http://purl.obolibrary.org/obo/DOID_2914
DOID_2942	bronchiolitis		A lung disease that is an inflammation of the bronchioles, the smallest air passages of the lungs. It is caused by viruses and bacteria. The disease has_symptom cough, has_symptom wheezing, has_symptom shortness of breath, has_symptom fever, has_symptom nasal flaring in infants and has_symptom bluish skin due to lack of oxygen.			http://purl.obolibrary.org/obo/DOID_2942
DOID_3087	gingivitis					http://purl.obolibrary.org/obo/DOID_3087
DOID_3128	anus disease					http://purl.obolibrary.org/obo/DOID_3128
DOID_3342	bone inflammation disease		A bone disease that results_in inflammation of the located_in bone.			http://purl.obolibrary.org/obo/DOID_3342
DOID_3388	periodontal disease					http://purl.obolibrary.org/obo/DOID_3388
DOID_3488	cellulitis		A skin disease where there is a diffuse infection of connective tissue with severe inflammation of dermal and subcutaneous layers of the skin. Cellulitis can be caused by normal skin flora or by exogenous bacteria, and often occurs where the skin has previously been broken: cracks in the skin, cuts, blisters, burns, insect bites, surgical wounds, or sites of intravenous catheter insertion.			http://purl.obolibrary.org/obo/DOID_3488
DOID_37	skin disease		An integumentary system disease that is located_in skin.			http://purl.obolibrary.org/obo/DOID_37
DOID_4	disease		A disease is a disposition (i) to undergo pathological processes that (ii) exists in an organism because of one or more disorders in that organism.			http://purl.obolibrary.org/obo/DOID_4
DOID_403	mouth disease		A gastrointestinal system disease that is located_in the mouth.			http://purl.obolibrary.org/obo/DOID_403
DOID_4223	pyoderma		Pyoderma is a skin infectious disease where the infection is pyogenic causing the formation of pus.			http://purl.obolibrary.org/obo/DOID_4223
DOID_4337	tinea capitis		A dermatophytosis that results_in contagious fungal infection located_in scalp, located_in hair of head, located_in eyebrow or located_in eyelash, has_material_basis_in Ascomycota fungi that belong to a group called dermatophytes and has_symptom itching of the scalp, has_symptom pus filled lesions on the scalp, and has_symptom patches of hair loss, sometimes with a 'black dot' pattern.			http://purl.obolibrary.org/obo/DOID_4337
DOID_4409	folliculitis					http://purl.obolibrary.org/obo/DOID_4409
DOID_4481	allergic rhinitis		A rhinitis that is an allergic inflammation and irritation of the nasal airways involving sneezing, runny nose, nasal congestion, itching and tearing of the eyes caused by exposure to an allergen such as pollen, dust, mold, animal dander and droppings of cockroaches or house dust mites.			http://purl.obolibrary.org/obo/DOID_4481
DOID_4989	pancreatitis					http://purl.obolibrary.org/obo/DOID_4989
DOID_5295	intestinal disease		A gastrointestinal system disease that is located_in the intestine.			http://purl.obolibrary.org/obo/DOID_5295
DOID_5330	dental pulp disease					http://purl.obolibrary.org/obo/DOID_5330
DOID_552	pneumonia		A lung disease that involves lung parenchyma or alveolar inflammation and abnormal alveolar filling with fluid (consolidation and exudation). It results from a variety of causes including infection with bacteria, viruses, fungi or parasites, and chemical or physical injury to the lungs. It is accompanied by fever, chills, cough, and difficulty in breathing.			http://purl.obolibrary.org/obo/DOID_552
DOID_5614	eye disease		An eye and adnexa disease that is located_in the eye.			http://purl.obolibrary.org/obo/DOID_5614
DOID_6195	conjunctivitis		Conjunctivitis is a conjunctival disease described as a inflammation of the conjunctiva, the outermost layer of the eye and the inner surface of the eyelids, which is most commonly due to an allergic reaction or an infection (usually viral, but sometimes bacterial. Fungal infections are rare and occur mainly in people who use corticosteroid eye drops for a long time or have eye injuries involving vegetable matter. Newborns are particularly susceptible to eye infections, which they acquire from organisms in the mother's birth canal (neonatal conjunctivitis.			http://purl.obolibrary.org/obo/DOID_6195
DOID_6196	reactive arthritis		An arthritis that is an autoimmune disease which develops due to an infection located elsewhere in the body.			http://purl.obolibrary.org/obo/DOID_6196
DOID_7	disease of anatomical entity		A disease that manifests in a defined anatomical structure.			http://purl.obolibrary.org/obo/DOID_7
DOID_74	hematopoietic system disease		An immune system disease that has_material_basis_in hematopoietic cells.			http://purl.obolibrary.org/obo/DOID_74
DOID_750	peptic ulcer disease					http://purl.obolibrary.org/obo/DOID_750
DOID_77	gastrointestinal system disease		A disease of anatomical entity that is located_in the gastrointestinal tract.			http://purl.obolibrary.org/obo/DOID_77
DOID_824	periodontitis					http://purl.obolibrary.org/obo/DOID_824
DOID_8295	scabies		A mite infestation that is a contagious ectoparasite skin infection caused by human itch mite Sarcoptes scabiei type hominis, which burrows into the upper layer of the skin but never below the stratum corneum causing severe itching and a rash found on the hands, folds of the wrist, elbow or knee, penis, breast, and shoulder blades.			http://purl.obolibrary.org/obo/DOID_8295
DOID_848	arthritis		A bone inflammation disease that involves a response to irritation or injury, characterized by joint pain, swelling, stiffness located_in joint and/or redness located_in skin over the joint.			http://purl.obolibrary.org/obo/DOID_848
DOID_850	lung disease		A lower respiratory tract disease in which the function of the lungs is adversely affected by narrowing or blockage of the airways resulting in poor air flow, a loss of elasticity in the lungs that produces a decrease in the total volume of air that the lungs are able to hold, and clotting, scarring, or inflammation of the blood vessels that affect the ability of the lungs to take up oxygen and to release carbon dioxide.			http://purl.obolibrary.org/obo/DOID_850
DOID_8504	impetigo		A pyoderma consisting of three forms of skin lesions having either a thick, adherent, recurrent, dirty yellow crust with an erythematous margin (common or superficial impetigo) or lessions which are superficial, thin-walled, and bullous as found in bullous impetigo. The lesions in bullous (staphylococcal) impetigo, which are always caused by S aureus, are superficial, thin-walled, and bullous.			http://purl.obolibrary.org/obo/DOID_8504
DOID_8506	bullous pemphigoid		An autoimmune disease of skin and connective tissue characterized by large blisters.			http://purl.obolibrary.org/obo/DOID_8506
DOID_8536	herpes zoster		A viral infectious disease that results_in infection located_in nerve fiber, has_material_basis_in Human herpesvirus 3, which reactivates after appearing as chickenpox in childhood. The virus is transmitted_by direct contact with the rash, which can develop into chickenpox in newly-infected individuals. The infection has_symptom rash which is followed by blisters, has_symptom headache, has_symptom fever, has_symptom malaise, has_symptom itching, has_symptom burning pain, and has_symptom paresthesia.			http://purl.obolibrary.org/obo/DOID_8536
DOID_8566	herpes simplex		A viral infectious disease that results_in_formation_of lesions, located_in mouth, located_in face, located_in genitalia, or located_in hands, has_material_basis_in Human herpesvirus 1 or has_material_basis_in Human herpesvirus 2, which are transmitted_by direct contact with an active lesion or body fluid of an infected person.			http://purl.obolibrary.org/obo/DOID_8566
DOID_8622	measles		A viral infectious disease that results_in infection located_in skin, has_material_basis_in Measles virus, which is transmitted_by contact with oronasal secretions, or semen of an infected person. The infection has_symptom fever, has_symptom cough, has_symptom coryza, has_symptom conjunctivitis, and has_symptom maculopapular, erythematous rash.			http://purl.obolibrary.org/obo/DOID_8622
DOID_863	nervous system disease		A disease of anatomical entity that is located_in the central nervous system or located_in the peripheral nervous system.			http://purl.obolibrary.org/obo/DOID_863
DOID_8659	chickenpox		A viral infectious disease that results_in infection located_in skin, has_material_basis_in Human herpesvirus 3, which is transmitted_by direct contact with secretions from the rash, or transmitted_by droplet spread of respiratory secretions. The infection has_symptom anorexia, has_symptom myalgia, has_symptom nausea, has_symptom fever, has_symptom headache, has_symptom sore throat, and has_symptom blisters.			http://purl.obolibrary.org/obo/DOID_8659
DOID_8672	viral exanthem					http://purl.obolibrary.org/obo/DOID_8672
DOID_876	pyomyositis					http://purl.obolibrary.org/obo/DOID_876
DOID_883	parasitic helminthiasis infectious disease		A parasitic infectious disease that occurs when part of the body is infested with parasitic worms such as cestodes, nematodes and trematodes.			http://purl.obolibrary.org/obo/DOID_883
DOID_9065	leishmaniasis		A parasitic protozoa infectious disease that involves infection caused by protozoan parasite of the genus Leishmania, which is transmitted by the bite of sand fly (subfamily Phlebotominae).			http://purl.obolibrary.org/obo/DOID_9065
DOID_9111	cutaneous leishmaniasis		A leishmaniasis that involves skin infection caused by Leishmania species, resulting in one or more cutaneous lesions.			http://purl.obolibrary.org/obo/DOID_9111
DOID_9146	visceral leishmaniasis		A leishmaniasis that is the most severe form of the disease caused by protozoan parasites of the Leishmania genus, resulting in the infection of the internal organs such as liver, spleen and bone marrow. The symptoms include fever, weight loss, and an enlarged spleen and liver.			http://purl.obolibrary.org/obo/DOID_9146
DOID_9181	amebiasis		A parasitic protozoa infectious disease that involves infection caused by the amoeba Entamoeba histolytica. Amebic invasion of the intestinal lining causes dysentery, colitis or diarrhea. The infection can also spread through the blood to the liver and, rarely, to the lungs, brain or other organs.			http://purl.obolibrary.org/obo/DOID_9181
DOID_9307	rectal prolapse					http://purl.obolibrary.org/obo/DOID_9307
DOID_934	viral infectious disease		A disease by infectious agent that results_in infection, has_material_basis_in Viruses.			http://purl.obolibrary.org/obo/DOID_934
DOID_9368	keratoconjunctivitis					http://purl.obolibrary.org/obo/DOID_9368
DOID_9463	otitis externa		An external ear disease that involves inflammation of the outer ear and ear canal. It can be caused by active bacterial or fungal infection.			http://purl.obolibrary.org/obo/DOID_9463
DOID_9471	meningitis		Meningitis is a nervous system infectious disease characterized as an inflammation of the pia-arachnoid meninges. It can be caused by growth of bacteria, fungi, or parasites within the subarachnoid space or by the growth of bacteria or viruses within the meningeal or ependymal cells. Meningitis is a diffuse infection caused by a variety of different agents.			http://purl.obolibrary.org/obo/DOID_9471
