ID,Label,unitLabel,unitIRI,dataset
EUPATH_0032575,"Coronavirus 229 copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032577,"Coronavirus 43 copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032579,"Coronavirus 63 copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032581,"Coronavirus HKU copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032583,"Cytomegalovirus copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032585,"Human bocavirus copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032587,"Human metapneumovirus A/B copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032589,"Human respiratory syncytial viruses A/B copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032591,"Influenza A copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032593,"Influenza B copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032595,"Influenza C copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032597,"Parainfluenza 1 copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032599,"Parainfluenza 2 copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032601,"Parainfluenza 3 copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032603,"Parainfluenza 4 copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032605,"Parechovirus/Enterovirus copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032607,"Rhinovirus copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032660,"Chlamydophila pneumoniae copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032662,"Haemophilus influenzae copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032664,"Haemophilus influenzae type B copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032668,"Moraxella catarrhalis (Branhamella catarrhalis) copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032676,"Streptococcus pneumoniae copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032678,"Pneumocystis jiroveci copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032680,"Adenovirus copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032690,"Cytomegalovirus copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032694,"Human metapneumonoviruses A/B copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032750,"Bordetella pertussis copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032752,"Chlamydophila pneumoniae copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032754,"Haemophilus influenzae copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032756,"Haemophilus influenzae type B copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032758,"Legionella copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032760,"Moraxella catarrhalis (Branhamella catarrhalis) copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032762,"Mycoplasma pneumoniae copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032764,"Salmonella copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032766,"Staphylococcus aureus copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032768,"Streptococcus pneumoniae copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032771,"Pneumocystis jiroveci copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032773,"Adenovirus copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032775,"Coronavirus 229 copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032777,"Coronavirus 43 copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032779,"Coronavirus 63 copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032781,"Coronavirus HKU copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032783,"Cytomegalovirus copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032785,"Human bocavirus copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032787,"Human metapneumonoviruses A/B copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032789,"Human respiratory syncytial viruses A/B copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032791,"Influenza A copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032793,"Influenza B copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032795,"Influenza C copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032797,"Parainfluenza 1 copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032799,"Parainfluenza 2 copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032801,"Parainfluenza 3 copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032803,"Parainfluenza 4 copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032805,"Parechovirus/Enterovirus copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0032807,"Rhinovirus copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0033018,"Haemophilus influenzae copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0033024,"Moraxella catarrhalis (Branhamella catarrhalis) copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0033030,"Staphylococcus aureus copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0033032,"Streptococcus pneumoniae copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0033046,"Cytomegalovirus copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0033048,"Human bocavirus copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0033052,"Human respiratory syncytial viruses A/B copies, by multiplexed qPCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,gates_perch
EUPATH_0057600,"HIV, by RT-PCR result",/mL,http://purl.obolibrary.org/obo/NCIT_C103452,general_guatemala_oi_cohort
EUPATH_0022061,"Plasmodium vivax copies, by qPCR result",/rxn,http://purl.obolibrary.org/obo/EUPATH_0022272,icemr_amazonia_peru
EUPATH_0022062,"Plasmodium falciparum copies, by qPCR result",/rxn,http://purl.obolibrary.org/obo/EUPATH_0022272,icemr_amazonia_peru
CMO_0000027,White blood cells,/uL,http://purl.obolibrary.org/obo/UO_0000316,general_promote
EFO_0004309,Platelets,/uL,http://purl.obolibrary.org/obo/UO_0000316,general_promote
EUPATH_0000092,"Plasmodium asexual stages, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,gates_gamin
EUPATH_0000092,"Plasmodium asexual stages, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,gates_llineup
EUPATH_0000092,"Plasmodium asexual stages, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_llineup2
EUPATH_0000092,"Plasmodium asexual stages, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_prism
EUPATH_0000092,"Plasmodium asexual stages, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_prism2
EUPATH_0000092,"Plasmodium asexual stages, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_prism2_border_cohort
EUPATH_0000092,"Plasmodium asexual stages, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_sw_pacific
EUPATH_0000537,"Plasmodium, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,general_kalifabougou
EUPATH_0000537,"Plasmodium, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,general_promote
EUPATH_0000537,"Plasmodium, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_amazonia_peru_cx
EUPATH_0000537,"Plasmodium, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_malawi
EUPATH_0000537,"Plasmodium, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_south_asia
EUPATH_0000546,"Plasmodium falciparum gametocytes, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,gates_nectar1
EUPATH_0000546,"Plasmodium falciparum gametocytes, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_amazonia_peru
EUPATH_0000546,"Plasmodium falciparum gametocytes, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_india_behavior
EUPATH_0000546,"Plasmodium falciparum gametocytes, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_india_cohort
EUPATH_0000546,"Plasmodium falciparum gametocytes, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_india_cx
EUPATH_0000546,"Plasmodium falciparum gametocytes, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_india_fever_surv
EUPATH_0000546,"Plasmodium falciparum gametocytes, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_west_africa
EUPATH_0000547,"Plasmodium vivax gametocytes, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_amazonia_peru
EUPATH_0000547,"Plasmodium vivax gametocytes, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_india_cohort
EUPATH_0000547,"Plasmodium vivax gametocytes, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_india_cx
EUPATH_0000547,"Plasmodium vivax gametocytes, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_india_fever_surv
EUPATH_0000550,"Plasmodium falciparum asexual stages, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,gates_nectar1
EUPATH_0000550,"Plasmodium falciparum asexual stages, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_amazonia_peru
EUPATH_0000550,"Plasmodium falciparum asexual stages, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_india_behavior
EUPATH_0000550,"Plasmodium falciparum asexual stages, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_india_cohort
EUPATH_0000550,"Plasmodium falciparum asexual stages, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_india_cx
EUPATH_0000550,"Plasmodium falciparum asexual stages, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_india_fever_surv
EUPATH_0000550,"Plasmodium falciparum asexual stages, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_west_africa
EUPATH_0000551,"Plasmodium vivax asexual stages, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_amazonia_peru
EUPATH_0000551,"Plasmodium vivax asexual stages, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_india_cohort
EUPATH_0000551,"Plasmodium vivax asexual stages, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_india_cx
EUPATH_0000551,"Plasmodium vivax asexual stages, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_india_fever_surv
EUPATH_0020166,"Plasmodium, by qPCR result",/uL,http://purl.obolibrary.org/obo/UO_0000316,general_promote
EUPATH_0020166,"Plasmodium, by qPCR result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_amazonia_peru_cx
EUPATH_0020166,"Plasmodium, by qPCR result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_prism2
EUPATH_0020166,"Plasmodium, by qPCR result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_prism2_border_cohort
EUPATH_0020193,"Plasmodium male gametocytes, by qPCR result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_prism2
EUPATH_0020194,"Plasmodium female gametocytes, by qPCR result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_prism2
EUPATH_0020195,"Plasmodium gametocytes, by qPCR result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_prism2
EUPATH_0022247,"Plasmodium vivax, by qPCR calculation",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_amazonia_brazil
EUPATH_0022247,"Plasmodium vivax, by qPCR calculation",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_amazonia_peru
EUPATH_0022260,"Plasmodium falciparum, by FTA qPCR",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_amazonia_brazil
EUPATH_0022261,"Plasmodium vivax, by FTA qPCR",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_amazonia_brazil
EUPATH_0022263,"Plasmodium falciparum, by venous blood qPCR",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_amazonia_brazil
EUPATH_0022264,"Plasmodium falciparum, by qPCR calculation",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_amazonia_brazil
EUPATH_0022264,"Plasmodium falciparum, by qPCR calculation",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_amazonia_peru
EUPATH_0022296,"Plasmodium copies, by qPCR result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_amazonia_peru_cx
EUPATH_0023018,"Plasmodium gametocytes, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,gates_gamin
EUPATH_0023018,"Plasmodium gametocytes, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_amazonia_peru_cx
EUPATH_0023018,"Plasmodium gametocytes, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_prism2
EUPATH_0023018,"Plasmodium gametocytes, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_prism2_border_cohort
EUPATH_0023018,"Plasmodium gametocytes, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_south_asia
EUPATH_0023018,"Plasmodium gametocytes, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,icemr_sw_pacific
EUPATH_0041028,Neutrophils,/uL,http://purl.obolibrary.org/obo/UO_0000316,general_promote
EUPATH_0042312,Neutrophils,/uL,http://purl.obolibrary.org/obo/UO_0000316,general_promote
EUPATH_0042322,"Plasmodium, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,general_promote
EUPATH_0042323,Platelets,/uL,http://purl.obolibrary.org/obo/UO_0000316,general_promote
EUPATH_0042350,White blood cells,/uL,http://purl.obolibrary.org/obo/UO_0000316,general_promote
EUPATH_0042378,"Plasmodium, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,general_promote
EUPATH_0042386,"Plasmodium, by microscopy result",/uL,http://purl.obolibrary.org/obo/UO_0000316,general_promote
EUPATH_0057508,CD4 cells,/uL,http://purl.obolibrary.org/obo/UO_0000316,general_guatemala_oi_cohort
EUPATH_0057512,CD4 cells categorization,/uL,http://purl.obolibrary.org/obo/UO_0000316,general_guatemala_oi_cohort
EUPATH_0057522,HIV viral load measurement date,/uL,http://purl.obolibrary.org/obo/UO_0000316,general_guatemala_oi_cohort
EUPATH_0064201,"Plasmodium gametocytes, by qRT-PCR result",/uL,http://purl.obolibrary.org/obo/UO_0000316,gates_nectar1
EUPATH_0010492,"Fever at episode, max temp",C,http://purl.obolibrary.org/obo/UO_0000027,gates_maled
EUPATH_0038715,"Temperature, 2nd",C,http://purl.obolibrary.org/obo/UO_0000027,gates_sip
EUPATH_0042340,Child temperature,C,http://purl.obolibrary.org/obo/UO_0000027,general_promote
EUPATH_0048285,Mean maximum temperature,C,http://purl.obolibrary.org/obo/UO_0000027,gates_shine
EUPATH_0048286,Mean minimum temperature,C,http://purl.obolibrary.org/obo/UO_0000027,gates_shine
EUPATH_0053039,Daytime land surface temperature,C,http://purl.obolibrary.org/obo/UO_0000027,gates_namibia
OBI_0003072,Axillary temperature,C,http://purl.obolibrary.org/obo/UO_0000027,gates_gems
OBI_0003072,Axillary temperature,C,http://purl.obolibrary.org/obo/UO_0000027,gates_gems1a
OBI_0003072,Axillary temperature,C,http://purl.obolibrary.org/obo/UO_0000027,gates_vida
OBI_0003073,Temperature,C,http://purl.obolibrary.org/obo/UO_0000027,gates_crypto
OBI_0003073,Temperature,C,http://purl.obolibrary.org/obo/UO_0000027,gates_gamin
OBI_0003073,Temperature,C,http://purl.obolibrary.org/obo/UO_0000027,gates_maled
OBI_0003073,Temperature,C,http://purl.obolibrary.org/obo/UO_0000027,gates_nectar1
OBI_0003073,Temperature,C,http://purl.obolibrary.org/obo/UO_0000027,gates_perch
OBI_0003073,Temperature,C,http://purl.obolibrary.org/obo/UO_0000027,gates_provide
OBI_0003073,Temperature,C,http://purl.obolibrary.org/obo/UO_0000027,gates_sip
OBI_0003073,Temperature,C,http://purl.obolibrary.org/obo/UO_0000027,general_kalifabougou
OBI_0003073,Temperature,C,http://purl.obolibrary.org/obo/UO_0000027,general_promote
OBI_0003073,Temperature,C,http://purl.obolibrary.org/obo/UO_0000027,icemr_amazonia_peru
OBI_0003073,Temperature,C,http://purl.obolibrary.org/obo/UO_0000027,icemr_amazonia_peru_cx
OBI_0003073,Temperature,C,http://purl.obolibrary.org/obo/UO_0000027,icemr_india_cohort
OBI_0003073,Temperature,C,http://purl.obolibrary.org/obo/UO_0000027,icemr_india_cx
OBI_0003073,Temperature,C,http://purl.obolibrary.org/obo/UO_0000027,icemr_india_daman
OBI_0003073,Temperature,C,http://purl.obolibrary.org/obo/UO_0000027,icemr_india_fever_surv
OBI_0003073,Temperature,C,http://purl.obolibrary.org/obo/UO_0000027,icemr_india_meghalaya
OBI_0003073,Temperature,C,http://purl.obolibrary.org/obo/UO_0000027,icemr_india_severe_malaria
OBI_0003073,Temperature,C,http://purl.obolibrary.org/obo/UO_0000027,icemr_malawi
OBI_0003073,Temperature,C,http://purl.obolibrary.org/obo/UO_0000027,icemr_myanmar
OBI_0003073,Temperature,C,http://purl.obolibrary.org/obo/UO_0000027,icemr_prism
OBI_0003073,Temperature,C,http://purl.obolibrary.org/obo/UO_0000027,icemr_prism2
OBI_0003073,Temperature,C,http://purl.obolibrary.org/obo/UO_0000027,icemr_prism2_border_cohort
OBI_0003073,Temperature,C,http://purl.obolibrary.org/obo/UO_0000027,icemr_southeast_asia
OBI_0003073,Temperature,C,http://purl.obolibrary.org/obo/UO_0000027,icemr_southern_africa
OBI_0003073,Temperature,C,http://purl.obolibrary.org/obo/UO_0000027,icemr_sub_saharan_africa_kenya_cohort
OBI_0003073,Temperature,C,http://purl.obolibrary.org/obo/UO_0000027,icemr_west_africa
EUPATH_0010779,"Norovirus GII, by qRT-PCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_maled
EUPATH_0010780,"Norovirus GI, by qRT-PCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_maled
EUPATH_0010781,"Norovirus, by qRT-PCR result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_provide
EUPATH_0011854,"Blastocystis, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_crypto
EUPATH_0011854,"Blastocystis, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_maled
EUPATH_0011855,"Clostridium difficile, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_crypto
EUPATH_0011855,"Clostridium difficile, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_maled
EUPATH_0011855,"Clostridium difficile, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_provide
EUPATH_0011855,"Clostridium difficile, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_vida
EUPATH_0011856,"Entamoeba, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_crypto
EUPATH_0011856,"Entamoeba, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_maled
EUPATH_0011857,"EPEC eae, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_crypto
EUPATH_0011857,"EPEC eae, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_maled
EUPATH_0011857,"EPEC eae, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_provide
EUPATH_0011857,"EPEC eae, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_vida
EUPATH_0011858,"ETEC CFA1, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_crypto
EUPATH_0011858,"ETEC CFA1, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_maled
EUPATH_0011858,"ETEC CFA1, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_vida
EUPATH_0011859,"ETEC CS1, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_crypto
EUPATH_0011859,"ETEC CS1, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_maled
EUPATH_0011859,"ETEC CS1, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_vida
EUPATH_0011860,"ETEC CS2, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_crypto
EUPATH_0011860,"ETEC CS2, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_maled
EUPATH_0011860,"ETEC CS2, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_vida
EUPATH_0011861,"ETEC CS3, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_crypto
EUPATH_0011861,"ETEC CS3, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_maled
EUPATH_0011861,"ETEC CS3, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_vida
EUPATH_0011862,"ETEC CS5, by TAC result",Ct value,http://purl.obolibrary.org/obo/EUPATH_0015721,gates_crypto
