displayOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType
5,,,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,,,
1,pastyear_num_dx,,http://purl.obolibrary.org/obo/EUPATH_0000426,Malaria diagnoses in the past year (count),This variable was only collected at the first visit.,,Clinical history,http://purl.obolibrary.org/obo/OGMS_0000015,,,
5,,,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,
2,mx_species_chk___3,,http://purl.obolibrary.org/obo/EUPATH_0021029,Plasmodium vivax,,,"Plasmodium species, by microscopy",http://purl.obolibrary.org/obo/EUPATH_0000423,,,value
1,,,http://purl.obolibrary.org/obo/EUPATH_0000423,"Plasmodium species, by microscopy",,,Plasmodium in blood,http://purl.obolibrary.org/obo/EUPATH_0033308,,,multifilter
,cen_type_of_roof___1,,http://purl.obolibrary.org/obo/EUPATH_0021008,Thatched,,,Roof material,http://purl.obolibrary.org/obo/EUPATH_0000003,,,value
3,,,http://purl.obolibrary.org/obo/EUPATH_0000003,Roof material,,,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,,,multifilter
5,mx_counts2_sexual_pv,,http://purl.obolibrary.org/obo/EUPATH_0000547,"Plasmodium vivax gametocytes (per uL blood), by microscopy",,,Plasmodium in blood,http://purl.obolibrary.org/obo/EUPATH_0033308,,,"variable, derived"
,,,http://purl.obolibrary.org/obo/EUPATH_0033308,Plasmodium in blood,,,Eukaryota in blood,http://purl.obolibrary.org/obo/EUPATH_0033307,,,
2,redcap_event_name,,http://purl.obolibrary.org/obo/EUPATH_0015467,Household observation type,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,,,
5,cen_water_supply___4,,http://purl.obolibrary.org/obo/EUPATH_0021079,Stream or river,,,Water source,http://purl.obolibrary.org/obo/EUPATH_0021093,,,value
,,,http://purl.obolibrary.org/obo/EUPATH_0021093,Water source,,,Household water,http://purl.obolibrary.org/obo/EUPATH_0000731,,,multifilter
2,rdt_op_chk___2,,http://purl.obolibrary.org/obo/EUPATH_0021058,Pan Plasmodium,,,"Plasmodium species, by OptiMAL RDT",http://purl.obolibrary.org/obo/EUPATH_0000438,,,value
8,,,http://purl.obolibrary.org/obo/EUPATH_0000438,"Plasmodium species, by OptiMAL RDT",,,Plasmodium in blood,http://purl.obolibrary.org/obo/EUPATH_0033308,,,multifilter
10,pastyear_treatdrugs_chk___10,,http://purl.obolibrary.org/obo/EUPATH_0021037,Other,,,Antimalarial medications used,http://purl.obolibrary.org/obo/EUPATH_0000430,,,value
4,,,http://purl.obolibrary.org/obo/EUPATH_0000413,Fever treatment location,Type of healthcare facility where treated for fever in the last two weeks,,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,,,multifilter
3,,,http://purl.obolibrary.org/obo/EUPATH_0021098,Immediate clinical history,,,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,
7,bednet_chk___1,,http://purl.obolibrary.org/obo/EUPATH_0021016,None,,,Personal bednet treatment,http://purl.obolibrary.org/obo/EUPATH_0000344,,,value
3,,,http://purl.obolibrary.org/obo/EUPATH_0000342,Employment,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,
,,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,,,,,
22,manifestations_chk___3,,http://purl.obolibrary.org/obo/HP_0000952,Jaundice,,,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
,,,http://purl.obolibrary.org/obo/EUPATH_0033307,Eukaryota in blood,,,Blood microbiology test,http://purl.obolibrary.org/obo/EUPATH_0020005,,,
3,DIASTOLIC_BP,,http://purl.obolibrary.org/obo/EUPATH_0021087,Diastolic blood pressure (mmHg),,,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,,,"variable, derived"
5,,,http://purl.obolibrary.org/obo/OGMS_0000083,Physical examination,,,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,
6,repellent_chk___6,,http://purl.obolibrary.org/obo/EUPATH_0021066,Can't remember,,,Personal mosquito repellent,http://purl.obolibrary.org/obo/EUPATH_0000439,,,value
2,state_birth,,http://purl.obolibrary.org/obo/EUPATH_0000442,State of birth,,,Demographics,http://purl.obolibrary.org/obo/EUPATH_0010981,,,
2,pastyear_treatwhere_chk___2,,http://purl.obolibrary.org/obo/EUPATH_0021045,Private doctor,,,Where treated,http://purl.obolibrary.org/obo/EUPATH_0000431,,,value
5,,,http://purl.obolibrary.org/obo/EUPATH_0000431,Where treated,Where treated for the most recent malaria episode within the last year. This variable was only collected at the first visit.,,Days since last malaria diagnosis,http://purl.obolibrary.org/obo/EUPATH_0000427,,,multifilter
8,symptoms_chk___7,,http://purl.obolibrary.org/obo/SYMP_0000614,Cough,,,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
2,fever_2wk_where_chk___2,,http://purl.obolibrary.org/obo/EUPATH_0021024,Private practice,,,Fever treatment location,http://purl.obolibrary.org/obo/EUPATH_0000413,,,value
5,cen_bednet_count_4,,http://purl.obolibrary.org/obo/EUPATH_0000400,Long-lasting ITN bednet count,,,Household vector intervention,http://purl.obolibrary.org/obo/EUPATH_0000341,,,
9,,,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,,,
1,state,,http://purl.obolibrary.org/obo/EUPATH_0021095,State,,,Geographic location,http://purl.obolibrary.org/obo/GAZ_00000448,,,
3,,,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,,,
,,,http://purl.obolibrary.org/obo/EUPATH_0011795,Blood test,,,Laboratory test,http://purl.obolibrary.org/obo/OGMS_0000056,,,
,cen_typical_healthcare___1,,http://purl.obolibrary.org/obo/EUPATH_0021074,Public,,,Typical healthcare,http://purl.obolibrary.org/obo/EUPATH_0000451,,,value
,,,http://purl.obolibrary.org/obo/EUPATH_0000451,Typical healthcare,Typical healthcare source,,Socioeconomic factors,http://purl.obolibrary.org/obo/EUPATH_0000304,,,multifilter
1,travel_2wk_yn,,http://purl.obolibrary.org/obo/EUPATH_0000450,Traveled in last 2 weeks,,,Travel details,http://purl.obolibrary.org/obo/EUPATH_0000340,,,
1,rdt_fv_chk___1,,http://purl.obolibrary.org/obo/EUPATH_0021053,Plasmodium falciparum,,,"Plasmodium species, by FalciVax RDT",http://purl.obolibrary.org/obo/EUPATH_0000437,,,value
7,,,http://purl.obolibrary.org/obo/EUPATH_0000437,"Plasmodium species, by FalciVax RDT",,,Plasmodium in blood,http://purl.obolibrary.org/obo/EUPATH_0033308,,,multifilter
5,pastyear_treatdrugs_chk___5,,http://purl.obolibrary.org/obo/CHEBI_63609,Mefloquine,,,Antimalarial medications used,http://purl.obolibrary.org/obo/EUPATH_0000430,,,value
3,pastyear_treatdate,,http://purl.obolibrary.org/obo/EUPATH_0000429,Antimalarial treatment date,Date of most recent treatment with antimalarials within the last year. This variable was only collected at the first visit.,,Days since last malaria diagnosis,http://purl.obolibrary.org/obo/EUPATH_0000427,,,
2,pastyear_num_mo,,http://purl.obolibrary.org/obo/EUPATH_0000427,Days since last malaria diagnosis,This variable was only collected at the first visit.,,Clinical history,http://purl.obolibrary.org/obo/OGMS_0000015,,,
1,pastyear_dx_chk___1,,http://purl.obolibrary.org/obo/EUPATH_0021032,Plasmodium falciparum,,,Plasmodium species in last year,http://purl.obolibrary.org/obo/EUPATH_0000425,,,value
1,,,http://purl.obolibrary.org/obo/EUPATH_0000425,Plasmodium species in last year,This variable was only collected at the first visit.,,Days since last malaria diagnosis,http://purl.obolibrary.org/obo/EUPATH_0000427,,,multifilter
,cen_type_of_roof___4,,http://purl.obolibrary.org/obo/EUPATH_0021011,Cement,,,Roof material,http://purl.obolibrary.org/obo/EUPATH_0000003,,,value
2,mx_counts1_asexual_pf,,http://purl.obolibrary.org/obo/EUPATH_0000550,"Plasmodium falciparum asexual stages (per uL blood), by microscopy",,,Plasmodium in blood,http://purl.obolibrary.org/obo/EUPATH_0033308,,,"variable, derived"
14,symptoms_chk___1,,http://purl.obolibrary.org/obo/HP_0002315,Headache,,,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
,samples_chk___4,,http://purl.obolibrary.org/obo/EUPATH_0021082,Microvette sample (100 uL),,,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,,,
,,,http://purl.obolibrary.org/obo/OBI_0000655,Blood sample,Types of blood samples obtained,,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,,,multifilter
7,repellent_chk___1,,http://purl.obolibrary.org/obo/EUPATH_0021061,None,,,Personal mosquito repellent,http://purl.obolibrary.org/obo/EUPATH_0000439,,,value
6,sid,,http://purl.obolibrary.org/obo/EUPATH_0000095,Participant ID,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,
4,pastyear_treatdrugs_chk___4,,http://purl.obolibrary.org/obo/EUPATH_0021040,Chloroquine/primaquine,,,Antimalarial medications used,http://purl.obolibrary.org/obo/EUPATH_0000430,,,value
3,bednet_chk___4,,http://purl.obolibrary.org/obo/EUPATH_0021019,"Regular ITN, treated less than 6 months ago",,,Personal bednet treatment,http://purl.obolibrary.org/obo/EUPATH_0000344,,,value
1,sprayed_chk___2,,http://purl.obolibrary.org/obo/EUPATH_0021140,Indoor,,,Insecticide spraying in last 12 months,http://purl.obolibrary.org/obo/EUPATH_0021138,,,value
4,education_rad,,http://purl.obolibrary.org/obo/EUPATH_0000345,Education level,The highest level of education completed,,Demographics,http://purl.obolibrary.org/obo/EUPATH_0010981,,,
,fever_48hr_yn,,http://purl.obolibrary.org/obo/EUPATH_0021090,Fever in last 48hrs,,,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,,,
7,,,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,,,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,
,cen_resident_status___2,,http://purl.obolibrary.org/obo/EUPATH_0021069,Temporary,,,Resident status,http://purl.obolibrary.org/obo/EUPATH_0000440,,,value
7,,,http://purl.obolibrary.org/obo/EUPATH_0000440,Resident status,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,,,multifilter
2,travel_2wk_country,,http://purl.obolibrary.org/obo/EUPATH_0000445,Country visited,,,Travel details,http://purl.obolibrary.org/obo/EUPATH_0000340,,,
5,pcr_species_chk___1,,http://purl.obolibrary.org/obo/EUPATH_0021048,Negative,,,"Plasmodium species, by qPCR",http://purl.obolibrary.org/obo/EUPATH_0000433,,,value
3,nationality,,http://purl.obolibrary.org/obo/EUPATH_0000424,Nationality,Country of birth,,Demographics,http://purl.obolibrary.org/obo/EUPATH_0010981,,,
4,mx_species_chk___1,,http://purl.obolibrary.org/obo/EUPATH_0021027,Negative,,,"Plasmodium species, by microscopy",http://purl.obolibrary.org/obo/EUPATH_0000423,,,value
3,pastyear_treatdrugs_chk___3,,http://purl.obolibrary.org/obo/CHEBI_3638,Chloroquine,,,Antimalarial medications used,http://purl.obolibrary.org/obo/EUPATH_0000430,,,value
3,cen_building_material___3,,http://purl.obolibrary.org/obo/EUPATH_0021006,Concrete,,,Building material,http://purl.obolibrary.org/obo/EUPATH_0000001,,,value
1,,,http://purl.obolibrary.org/obo/EUPATH_0000001,Building material,,,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,,,multifilter
3,cen_animals_nonpets_count,,http://purl.obolibrary.org/obo/EUPATH_0000395,Livestock count,,,Dwelling environment,http://purl.obolibrary.org/obo/EUPATH_0010032,,,
,cen_household_size,,http://purl.obolibrary.org/obo/EUPATH_0000019,Persons living in house,,,Socioeconomic factors,http://purl.obolibrary.org/obo/EUPATH_0000304,,,
8,,,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,,,
3,cen_water_supply___2,,http://purl.obolibrary.org/obo/EUPATH_0021077,Bore well,,,Water source,http://purl.obolibrary.org/obo/EUPATH_0021093,,,value
,rdt_fv_chk___4,,http://purl.obolibrary.org/obo/EUPATH_0021056,FalciVax RDT performed,,,Microbiology tests performed,http://purl.obolibrary.org/obo/EUPATH_0011800,,,
,pcr_dna_source_rad,,http://purl.obolibrary.org/obo/EUPATH_0000432,PCR DNA sample source,Type of sample used for Plasmodium species identification by PCR,,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,,,
4,pastyear_dx_chk___4,,http://purl.obolibrary.org/obo/EUPATH_0021035,Can't remember,,,Plasmodium species in last year,http://purl.obolibrary.org/obo/EUPATH_0000425,,,value
2,existing_illness_list,,http://purl.obolibrary.org/obo/EUPATH_0000411,Type of existing illness,,,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,,,
9,symptoms_chk___11,,http://purl.obolibrary.org/obo/DOID_13250,Diarrhea,,,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
1,cen_animals___2,,http://purl.obolibrary.org/obo/EUPATH_0021014,Livestock,,,Animals on property,http://purl.obolibrary.org/obo/EUPATH_0000343,,,value
2,,,http://purl.obolibrary.org/obo/EUPATH_0000343,Animals on property,,,Dwelling environment,http://purl.obolibrary.org/obo/EUPATH_0010032,,,multifilter
26,manifestations_chk___6,,http://purl.obolibrary.org/obo/SYMP_0000007,Spontaneous bleeding,,,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
,samples_chk___3,,http://purl.obolibrary.org/obo/EUPATH_0000127,Filter paper sample,,,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,,,
1,date,,http://purl.obolibrary.org/obo/EUPATH_0021085,Household data collection date,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,,,
1,cen_date,,http://purl.obolibrary.org/obo/EUPATH_0021085,Household data collection date,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,,,
3,repellent_chk___4,,http://purl.obolibrary.org/obo/EUPATH_0021064,Cream or spray,,,Personal mosquito repellent,http://purl.obolibrary.org/obo/EUPATH_0000439,,,value
4,symptoms_chk___3,,http://purl.obolibrary.org/obo/SYMP_0000099,Aches or pains,,,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
9,pastyear_treatdrugs_chk___9,,http://purl.obolibrary.org/obo/EUPATH_0021043,Tetracycline/doxycycline,,,Antimalarial medications used,http://purl.obolibrary.org/obo/EUPATH_0000430,,,value
1,cen_larvicide_in_use,,http://purl.obolibrary.org/obo/EUPATH_0000419,Larvicide frequency,,,Household vector intervention,http://purl.obolibrary.org/obo/EUPATH_0000341,,,
5,bednet_chk___7,,http://purl.obolibrary.org/obo/EUPATH_0021022,Electric bat,,,Personal bednet treatment,http://purl.obolibrary.org/obo/EUPATH_0000344,,,value
21,manifestations_chk___2,,http://purl.bioontology.org/ontology/SNOMEDCT/371632003,Coma,,,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
19,symptoms_chk___5,,http://purl.obolibrary.org/obo/HP_0002013,Vomiting,,,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
,weight,,http://purl.obolibrary.org/obo/EUPATH_0000732,Weight (kg),,,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,,,
4,,,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,,,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,
11,symptoms_chk___17,,http://purl.obolibrary.org/obo/HP_0030766,Ear pain,,,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
20,manifestations_chk___1,,http://purl.bioontology.org/ontology/SNOMEDCT/40541001,Acute pulmonary edema,,,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
4,,,http://purl.obolibrary.org/obo/EUPATH_0000306,Participant genotype,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,
6,symptoms_chk___15,,http://purl.obolibrary.org/obo/HP_0100749,Chest pain,,,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
5,travel_2wk_taluk,,http://purl.obolibrary.org/obo/EUPATH_0000448,Taluk visited,,,Travel details,http://purl.obolibrary.org/obo/EUPATH_0000340,,,
3,pcr_species_chk___4,,http://purl.obolibrary.org/obo/EUPATH_0021051,Plasmodium malariae,,,"Plasmodium species, by qPCR",http://purl.obolibrary.org/obo/EUPATH_0000433,,,value
3,mx_species_chk___4,,http://purl.obolibrary.org/obo/EUPATH_0021030,Plasmodium malariae,,,"Plasmodium species, by microscopy",http://purl.obolibrary.org/obo/EUPATH_0000423,,,value
,cen_type_of_roof___2,,http://purl.obolibrary.org/obo/EUPATH_0021009,Tin,,,Roof material,http://purl.obolibrary.org/obo/EUPATH_0000003,,,value
4,cen_bednet_count_2,,http://purl.obolibrary.org/obo/EUPATH_0000398,"ITN bednet count, treated less than 6 months ago",,,Household vector intervention,http://purl.obolibrary.org/obo/EUPATH_0000341,,,
2,cen_water_supply___5,,http://purl.obolibrary.org/obo/EUPATH_0021080,Public tank or pump,,,Water source,http://purl.obolibrary.org/obo/EUPATH_0021093,,,value
8,,,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,
3,rdt_op_chk___3,,http://purl.obolibrary.org/obo/EUPATH_0021059,Negative,,,"Plasmodium species, by OptiMAL RDT",http://purl.obolibrary.org/obo/EUPATH_0000438,,,value
,cen_poverty_line,,http://purl.obolibrary.org/obo/EUPATH_0000435,Poverty line,,,Socioeconomic factors,http://purl.obolibrary.org/obo/EUPATH_0000304,,,
11,pastyear_treatdrugs_chk___11,,http://purl.obolibrary.org/obo/EUPATH_0021038,Can't remember,,,Antimalarial medications used,http://purl.obolibrary.org/obo/EUPATH_0000430,,,value
,fever_48hr_numdays,,http://purl.obolibrary.org/obo/EUPATH_0000414,Fever duration (days),"If the participant had a fever in the last 2 days, the number of days they were febrile.",,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,,,
1,bednet_chk___2,,http://purl.obolibrary.org/obo/EUPATH_0021017,Untreated,,,Personal bednet treatment,http://purl.obolibrary.org/obo/EUPATH_0000344,,,value
1,manifestations_yn,,http://purl.obolibrary.org/obo/EUPATH_0021088,Any signs,,,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
5,repellent_chk___7,,http://purl.obolibrary.org/obo/EUPATH_0021067,Fastcard,,,Personal mosquito repellent,http://purl.obolibrary.org/obo/EUPATH_0000439,,,value
4,suppressant_now_yn,,http://purl.obolibrary.org/obo/EUPATH_0000443,On fever suppressant,On fever suppressant at visit,,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,,,
9,,,http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,,,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,
3,pastyear_treatwhere_chk___3,,http://purl.obolibrary.org/obo/EUPATH_0021046,Self-treated,,,Where treated,http://purl.obolibrary.org/obo/EUPATH_0000431,,,value
3,fever_2wk_where_chk___3,,http://purl.obolibrary.org/obo/EUPATH_0021025,Self-treated,,,Fever treatment location,http://purl.obolibrary.org/obo/EUPATH_0000413,,,value
2,cen_bednet_count_5,,http://purl.obolibrary.org/obo/EUPATH_0000401,Untreated bednet count,,,Household vector intervention,http://purl.obolibrary.org/obo/EUPATH_0000341,,,
1,cen_building_material___1,,http://purl.obolibrary.org/obo/EUPATH_0021004,Mud,,,Building material,http://purl.obolibrary.org/obo/EUPATH_0000001,,,value
5,symptoms_chk___6,,http://purl.obolibrary.org/obo/SYMP_0000523,Anorexia,,,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
3,fever_2wk_yn,,http://purl.obolibrary.org/obo/EUPATH_0021096,Fever in last 2 weeks,,,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,,,
,cen_typical_healthcare___2,,http://purl.obolibrary.org/obo/EUPATH_0021075,Private,,,Typical healthcare,http://purl.obolibrary.org/obo/EUPATH_0000451,,,value
2,rdt_fv_chk___2,,http://purl.obolibrary.org/obo/EUPATH_0021054,Plasmodium vivax,,,"Plasmodium species, by FalciVax RDT",http://purl.obolibrary.org/obo/EUPATH_0000437,,,value
2,pastyear_dx_chk___2,,http://purl.obolibrary.org/obo/EUPATH_0021033,Plasmodium vivax,,,Plasmodium species in last year,http://purl.obolibrary.org/obo/EUPATH_0000425,,,value
3,drugs_2wk_comply_yn,,http://purl.obolibrary.org/obo/EUPATH_0000409,Took antimalarial medication as advised,Took antimalarial medications as advised in the last 2 weeks.,,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,,,
,cen_type_of_roof___5,,http://purl.obolibrary.org/obo/EUPATH_0021012,Tile,,,Roof material,http://purl.obolibrary.org/obo/EUPATH_0000003,,,value
4,mx_counts2_asexual_pv,,http://purl.obolibrary.org/obo/EUPATH_0000551,"Plasmodium vivax asexual stages (per uL blood), by microscopy",,,Plasmodium in blood,http://purl.obolibrary.org/obo/EUPATH_0033308,,,"variable, derived"
,occupation_rad,,http://purl.obolibrary.org/obo/EUPATH_0000359,Occupation,,,Employment,http://purl.obolibrary.org/obo/EUPATH_0000342,,,
,samples_chk___5,,http://purl.obolibrary.org/obo/EUPATH_0021083,Vacutainer sample (5 mL),,,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,,,
10,symptoms_chk___8,,http://purl.obolibrary.org/obo/SYMP_0000610,Dizziness,,,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,,,value
1,repellent_chk___2,,http://purl.obolibrary.org/obo/EUPATH_0021062,Coils,,,Personal mosquito repellent,http://purl.obolibrary.org/obo/EUPATH_0000439,,,value
7,pastyear_treatdrugs_chk___7,,http://purl.obolibrary.org/obo/EUPATH_0021041,Pyrimethamine/sulphadoxine,,,Antimalarial medications used,http://purl.obolibrary.org/obo/EUPATH_0000430,,,value
6,illnow_yn,,http://purl.obolibrary.org/obo/EUPATH_0000417,Ill now,Ill at time of visit,,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,
4,bednet_chk___5,,http://purl.obolibrary.org/obo/EUPATH_0021020,Long-lasting ITN,,,Personal bednet treatment,http://purl.obolibrary.org/obo/EUPATH_0000344,,,value
