entity,label,displayOrder,plabel
http://purl.obolibrary.org/obo/EUPATH_0021116,IgG,1,"Dengue, by Dengue Duo Test RDT"
http://purl.obolibrary.org/obo/EUPATH_0021117,Negative,4,"Dengue, by Dengue Duo Test RDT"
http://purl.obolibrary.org/obo/EUPATH_0000036,Malaria-related diagnosis,,Diagnosis
http://purl.obolibrary.org/obo/EUPATH_0000359,Occupation,,Employment
http://purl.obolibrary.org/obo/NCBITaxon_5820,Plasmodium,,Eukaryota
http://purl.obolibrary.org/obo/EUPATH_0021023,Clinic,1,Fever treatment location
http://purl.obolibrary.org/obo/EUPATH_0021024,Private practice,2,Fever treatment location
http://purl.obolibrary.org/obo/EUPATH_0021025,Self-treated,3,Fever treatment location
http://purl.obolibrary.org/obo/EUPATH_0021026,Not treated,4,Fever treatment location
http://purl.obolibrary.org/obo/EUPATH_0021134,Missing,5,Fever treatment location
http://purl.obolibrary.org/obo/EUPATH_0000411,Type of existing illness,2,Immediate clinical history
http://purl.obolibrary.org/obo/EUPATH_0000412,Existing illness,1,Immediate clinical history
http://purl.obolibrary.org/obo/EUPATH_0000413,Fever treatment location,4,Immediate clinical history
http://purl.obolibrary.org/obo/EUPATH_0021096,Fever in last 2 weeks,3,Immediate clinical history
http://purl.obolibrary.org/obo/EUPATH_0021099,Visited other health facility,7,Immediate clinical history
http://purl.obolibrary.org/obo/EUPATH_0021100,Other health facility name,8,Immediate clinical history
http://purl.obolibrary.org/obo/EUPATH_0021101,Medication from outside source,9,Immediate clinical history
http://purl.obolibrary.org/obo/EUPATH_0021102,Other medication taken,10,Immediate clinical history
http://purl.obolibrary.org/obo/EUPATH_0021105,Malaria treatment completed,6,Immediate clinical history
http://purl.obolibrary.org/obo/EUPATH_0021106,Good health at last visit,5,Immediate clinical history
http://purl.obolibrary.org/obo/EUPATH_0011795,Blood test,,Laboratory test
http://purl.obolibrary.org/obo/EUPATH_0020005,Blood microbiology test,,Laboratory test
http://purl.obolibrary.org/obo/EUPATH_0011802,Microscopy,,Microbiology tests performed
http://purl.obolibrary.org/obo/EUPATH_0021056,FalciVax RDT performed,,Microbiology tests performed
http://purl.obolibrary.org/obo/EUPATH_0021031,Microscopy performed,,Microscopy
http://purl.obolibrary.org/obo/BFO_0000015,Observation type,1,Observation
http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,7,Observation
http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,2,Observation
http://purl.obolibrary.org/obo/EUPATH_0000340,Travel details,10,Observation
http://purl.obolibrary.org/obo/EUPATH_0000417,Ill now,6,Observation
http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,4,Observation
http://purl.obolibrary.org/obo/EUPATH_0021098,Immediate clinical history,3,Observation
http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,8,Observation
http://purl.obolibrary.org/obo/OGMS_0000083,Physical examination,5,Observation
http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,9,Observation
http://purl.obolibrary.org/obo/EUPATH_0000191,Days since enrollment,,Observation details
http://purl.obolibrary.org/obo/EUPATH_0004991,Observation date,,Observation details
http://purl.obolibrary.org/obo/EUPATH_0023052,Time of observation,,Observation details
http://purl.obolibrary.org/obo/OBI_0001169,Age,,Observation details
http://purl.obolibrary.org/obo/EUPATH_0000095,Participant ID,,Participant
http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details,,Participant
http://purl.obolibrary.org/obo/EUPATH_0000342,Employment,,Participant
http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,,Participant
http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,,Participant
http://purl.obolibrary.org/obo/EUPATH_0021104,Study completion status,,Participant study details
http://purl.obolibrary.org/obo/EUPATH_0000110,Temperature (C),3,Physical examination
http://purl.obolibrary.org/obo/EUPATH_0021086,Systolic blood pressure (mmHg),1,Physical examination
http://purl.obolibrary.org/obo/EUPATH_0021087,Diastolic blood pressure (mmHg),2,Physical examination
http://purl.obolibrary.org/obo/EUPATH_0000423,"Plasmodium species, by microscopy",1,Plasmodium
http://purl.obolibrary.org/obo/EUPATH_0000433,"Plasmodium species, by PCR",6,Plasmodium
http://purl.obolibrary.org/obo/EUPATH_0000437,"Plasmodium species, by FalciVax RDT",7,Plasmodium
http://purl.obolibrary.org/obo/EUPATH_0000546,"Plasmodium falciparum gametocyte density (per uL blood), by microscopy",3,Plasmodium
http://purl.obolibrary.org/obo/EUPATH_0000547,"Plasmodium vivax gametocyte density (per uL blood), by microscopy",5,Plasmodium
http://purl.obolibrary.org/obo/EUPATH_0000550,"Plasmodium falciparum asexual stage density (per uL blood), by microscopy",2,Plasmodium
http://purl.obolibrary.org/obo/EUPATH_0000551,"Plasmodium vivax asexual stage density (per uL blood), by microscopy",4,Plasmodium
http://purl.obolibrary.org/obo/EUPATH_0021032,Plasmodium falciparum,1,Plasmodium species in last year
http://purl.obolibrary.org/obo/EUPATH_0021033,Plasmodium vivax,3,Plasmodium species in last year
http://purl.obolibrary.org/obo/EUPATH_0021034,Plasmodium malariae,2,Plasmodium species in last year
http://purl.obolibrary.org/obo/EUPATH_0021035,Can't remember,4,Plasmodium species in last year
http://purl.obolibrary.org/obo/EUPATH_0021130,Missing,5,Plasmodium species in last year
http://purl.obolibrary.org/obo/EUPATH_0021053,Plasmodium falciparum,1,"Plasmodium species, by FalciVax RDT"
http://purl.obolibrary.org/obo/EUPATH_0021054,Plasmodium vivax,2,"Plasmodium species, by FalciVax RDT"
http://purl.obolibrary.org/obo/EUPATH_0021055,Negative,3,"Plasmodium species, by FalciVax RDT"
http://purl.obolibrary.org/obo/EUPATH_0021133,Missing,4,"Plasmodium species, by FalciVax RDT"
http://purl.obolibrary.org/obo/EUPATH_0021048,Negative,5,"Plasmodium species, by PCR"
http://purl.obolibrary.org/obo/EUPATH_0021049,Plasmodium falciparum,1,"Plasmodium species, by PCR"
http://purl.obolibrary.org/obo/EUPATH_0021050,Plasmodium vivax,4,"Plasmodium species, by PCR"
http://purl.obolibrary.org/obo/EUPATH_0021051,Plasmodium malariae,2,"Plasmodium species, by PCR"
http://purl.obolibrary.org/obo/EUPATH_0021052,Plasmodium ovale,3,"Plasmodium species, by PCR"
http://purl.obolibrary.org/obo/EUPATH_0021027,Negative,4,"Plasmodium species, by microscopy"
http://purl.obolibrary.org/obo/EUPATH_0021028,Plasmodium falciparum,1,"Plasmodium species, by microscopy"
http://purl.obolibrary.org/obo/EUPATH_0021029,Plasmodium vivax,3,"Plasmodium species, by microscopy"
http://purl.obolibrary.org/obo/EUPATH_0021030,Plasmodium malariae,2,"Plasmodium species, by microscopy"
http://purl.obolibrary.org/obo/EUPATH_0021127,"Scrub typhus OD value, by DetectTM IgM ELISA result",,Raw bacteria data
http://purl.obolibrary.org/obo/EUPATH_0011843,Raw bacteria data,,Raw test result
http://purl.obolibrary.org/obo/EUPATH_0011844,Raw virus data,,Raw test result
http://purl.obolibrary.org/obo/EUPATH_0021108,"Chikungunya OD value, by SD Bioline IgM ELISA result",1,Raw virus data
http://purl.obolibrary.org/obo/EUPATH_0021109,"Chikungunya OD cutoff value, SD Bioline IgM ELISA",2,Raw virus data
http://purl.obolibrary.org/obo/EUPATH_0021121,"Dengue OD value, by Panbio Dengue IgM capture ELISA result",3,Raw virus data
http://purl.obolibrary.org/obo/EUPATH_0021122,"Dengue OD cutoff value, Panbio Dengue IgM capture ELISA",4,Raw virus data
http://purl.obolibrary.org/obo/EUPATH_0021124,"Dengue OD value, by Panbio Dengue Early ELISA result",5,Raw virus data
http://purl.obolibrary.org/obo/EUPATH_0021125,"Dengue OD cutoff value, Panbio Dengue Early ELISA",6,Raw virus data
http://purl.obolibrary.org/obo/EUPATH_0021137,"Salmonella typhi, by PCR",,Salmonella
http://purl.obolibrary.org/obo/OBI_0000655,Blood sample,,Sample
http://purl.obolibrary.org/obo/OBI_0000659,Sample collection,,Sample
http://purl.obolibrary.org/obo/OGMS_0000056,Laboratory test,,Sample
http://purl.obolibrary.org/obo/OBI_0001619,Sample collection date,,Sample collection
http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms,,Signs and symptoms
http://purl.obolibrary.org/obo/EUPATH_0021090,Fever in last 48hrs,,Signs and symptoms
http://purl.bioontology.org/ontology/MEDDRA/10015958,Eye pain,11,Symptoms
http://purl.obolibrary.org/obo/DOID_0050486,Rash,16,Symptoms
http://purl.obolibrary.org/obo/DOID_13250,Diarrhea,8,Symptoms
http://purl.obolibrary.org/obo/EUPATH_0021089,Any symptoms,1,Symptoms
http://purl.obolibrary.org/obo/EUPATH_0021135,Missing,20,Symptoms
http://purl.obolibrary.org/obo/HP_0000975,Sweating,18,Symptoms
http://purl.obolibrary.org/obo/HP_0000980,Paleness,15,Symptoms
http://purl.obolibrary.org/obo/HP_0001744,Splenomegaly,17,Symptoms
http://purl.obolibrary.org/obo/HP_0002013,Vomiting,19,Symptoms
http://purl.obolibrary.org/obo/HP_0002027,Abdominal pain,2,Symptoms
http://purl.obolibrary.org/obo/HP_0002315,Headache,13,Symptoms
http://purl.obolibrary.org/obo/HP_0003419,Lower back pain,14,Symptoms
http://purl.obolibrary.org/obo/HP_0030766,Ear pain,10,Symptoms
http://purl.obolibrary.org/obo/HP_0100749,Chest pain,5,Symptoms
http://purl.obolibrary.org/obo/SYMP_0000099,Aches or pains,3,Symptoms
http://purl.obolibrary.org/obo/SYMP_0000523,Anorexia,4,Symptoms
http://purl.obolibrary.org/obo/SYMP_0000610,Dizziness,9,Symptoms
http://purl.obolibrary.org/obo/SYMP_0000614,Cough,7,Symptoms
http://purl.obolibrary.org/obo/SYMP_0019174,Chills,6,Symptoms
http://purl.obolibrary.org/obo/SYMP_0019177,Fatigue,12,Symptoms
http://purl.obolibrary.org/obo/EUPATH_0000445,Country visited,2,Travel details
http://purl.obolibrary.org/obo/EUPATH_0000446,District visited,4,Travel details
http://purl.obolibrary.org/obo/EUPATH_0000447,State visited,3,Travel details
http://purl.obolibrary.org/obo/EUPATH_0000448,Taluk visited,5,Travel details
http://purl.obolibrary.org/obo/EUPATH_0000449,Village visited,6,Travel details
http://purl.obolibrary.org/obo/EUPATH_0000450,Traveled in last 2 weeks,1,Travel details
http://purl.obolibrary.org/obo/EUPATH_0000410,Took antimalarial medication,2,Treatment
http://purl.obolibrary.org/obo/EUPATH_0000443,On fever suppressant,4,Treatment
http://purl.obolibrary.org/obo/EUPATH_0021091,Antimalarial medication in last 2 weeks,3,Treatment
http://purl.obolibrary.org/obo/EUPATH_0021103,Medication provided,1,Treatment
http://purl.obolibrary.org/obo/EUPATH_0021126,"Scrub typhus, by DetectTM IgM ELISA",,Typhus
http://purl.obolibrary.org/obo/NCBITaxon_12637,Dengue,,Virus
http://purl.obolibrary.org/obo/NCBITaxon_37124,Chikungunya,,Virus
http://purl.obolibrary.org/obo/EUPATH_0021044,Clinic or hospital,1,Where treated
http://purl.obolibrary.org/obo/EUPATH_0021045,Private doctor,2,Where treated
http://purl.obolibrary.org/obo/EUPATH_0021046,Self-treated,3,Where treated
http://purl.obolibrary.org/obo/EUPATH_0021047,Can't remember,4,Where treated
http://purl.obolibrary.org/obo/EUPATH_0021131,Missing,5,Where treated
