displayOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType
8,,,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,category
9,,,http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,category
10,,,http://purl.obolibrary.org/obo/EUPATH_0000340,Travel details,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,category
11,,,http://purl.obolibrary.org/obo/EUPATH_0021097,Personal vector intervention,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,category
,age_fu,,http://purl.obolibrary.org/obo/EUPATH_0000113,Age at visit (years),,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,,,variable
,date,,http://purl.obolibrary.org/obo/EUPATH_0000091,Visit date,,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,,,variable
,days,,http://purl.obolibrary.org/obo/EUPATH_0000191,Days since enrollment,,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,,,variable
1,,,http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,category
2,,,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,category
3,,,http://purl.obolibrary.org/obo/EUPATH_0000342,Employment,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,category
4,,,http://purl.obolibrary.org/obo/EUPATH_0000306,Participant genotype,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,category
5,,,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,category
6,sid,,http://purl.obolibrary.org/obo/EUPATH_0000095,Participant ID,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,variable
,gpd_rad,,http://purl.obolibrary.org/obo/EUPATH_0000033,G6PD genotype,"In this study, glucose-6-phosphate dehydrogenase (G6PD) deficiency was not identified in any of the participants who were genotyped",Participant,Participant genotype,http://purl.obolibrary.org/obo/EUPATH_0000306,,,variable
,age_en,,http://purl.obolibrary.org/obo/EUPATH_0000120,Age at enrollment,,Participant,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307,,,variable
1,bednet_chk___2,,http://purl.obolibrary.org/obo/EUPATH_0021017,Untreated,,Observation,Personal bednet treatment,http://purl.obolibrary.org/obo/EUPATH_0000344,,,value
2,bednet_chk___3,,http://purl.obolibrary.org/obo/EUPATH_0021018,"Regular ITN, treated more than 6 months ago",,Observation,Personal bednet treatment,http://purl.obolibrary.org/obo/EUPATH_0000344,,,value
3,bednet_chk___4,,http://purl.obolibrary.org/obo/EUPATH_0021019,"Regular ITN, treated less than 6 months ago",,Observation,Personal bednet treatment,http://purl.obolibrary.org/obo/EUPATH_0000344,,,value
4,bednet_chk___5,,http://purl.obolibrary.org/obo/EUPATH_0021020,Long-lasting ITN,,Observation,Personal bednet treatment,http://purl.obolibrary.org/obo/EUPATH_0000344,,,value
5,bednet_chk___7,,http://purl.obolibrary.org/obo/EUPATH_0021022,Electric bat,,Observation,Personal bednet treatment,http://purl.obolibrary.org/obo/EUPATH_0000344,,,value
6,bednet_chk___6,,http://purl.obolibrary.org/obo/EUPATH_0021021,Other,,Observation,Personal bednet treatment,http://purl.obolibrary.org/obo/EUPATH_0000344,,,value
7,bednet_chk___1,,http://purl.obolibrary.org/obo/EUPATH_0021016,None,,Observation,Personal bednet treatment,http://purl.obolibrary.org/obo/EUPATH_0000344,,,value
1,repellent_chk___2,,http://purl.obolibrary.org/obo/EUPATH_0021062,Coils,,Observation,Personal mosquito repellent,http://purl.obolibrary.org/obo/EUPATH_0000439,,,value
2,repellent_chk___3,,http://purl.obolibrary.org/obo/EUPATH_0021063,Vapor or liquidizer,,Observation,Personal mosquito repellent,http://purl.obolibrary.org/obo/EUPATH_0000439,,,value
3,repellent_chk___4,,http://purl.obolibrary.org/obo/EUPATH_0021064,Cream or spray,,Observation,Personal mosquito repellent,http://purl.obolibrary.org/obo/EUPATH_0000439,,,value
4,repellent_chk___5,,http://purl.obolibrary.org/obo/EUPATH_0021065,Mat,,Observation,Personal mosquito repellent,http://purl.obolibrary.org/obo/EUPATH_0000439,,,value
5,repellent_chk___7,,http://purl.obolibrary.org/obo/EUPATH_0021067,Fastcard,,Observation,Personal mosquito repellent,http://purl.obolibrary.org/obo/EUPATH_0000439,,,value
6,repellent_chk___6,,http://purl.obolibrary.org/obo/EUPATH_0021066,Can't remember,,Observation,Personal mosquito repellent,http://purl.obolibrary.org/obo/EUPATH_0000439,,,value
7,repellent_chk___1,,http://purl.obolibrary.org/obo/EUPATH_0021061,None,,Observation,Personal mosquito repellent,http://purl.obolibrary.org/obo/EUPATH_0000439,,,value
,,,http://purl.obolibrary.org/obo/EUPATH_0000439,Personal mosquito repellent,This variable was only collected at the first visit.,Observation,Personal vector intervention,http://purl.obolibrary.org/obo/EUPATH_0021097,,,multifilter
,,,http://purl.obolibrary.org/obo/EUPATH_0000344,Personal bednet treatment,This variable was only collected at the first visit.,Observation,Personal vector intervention,http://purl.obolibrary.org/obo/EUPATH_0021097,,,multifilter
1,temp_celsius,,http://purl.obolibrary.org/obo/EUPATH_0000110,Temperature (C),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,,,variable
2,SYSTOLIC_BP,,http://purl.obolibrary.org/obo/EUPATH_0021086,Systolic blood pressure (mmHg),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,,,"variable, derived"
3,DIASTOLIC_BP,,http://purl.obolibrary.org/obo/EUPATH_0021087,Diastolic blood pressure (mmHg),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,,,"variable, derived"
1,,,http://purl.obolibrary.org/obo/EUPATH_0000423,"Plasmodium species, by microscopy",,Sample,Plasmodium in blood,http://purl.obolibrary.org/obo/EUPATH_0033308,,,multifilter
2,mx_counts1_asexual_pf,,http://purl.obolibrary.org/obo/EUPATH_0000550,"Plasmodium falciparum asexual stages (per uL blood), by microscopy",,Sample,Plasmodium in blood,http://purl.obolibrary.org/obo/EUPATH_0033308,,,"variable, derived"
3,mx_counts1_sexual_pf,,http://purl.obolibrary.org/obo/EUPATH_0000546,"Plasmodium falciparum gametocytes (per uL blood), by microscopy",,Sample,Plasmodium in blood,http://purl.obolibrary.org/obo/EUPATH_0033308,,,"variable, derived"
4,mx_counts2_asexual_pv,,http://purl.obolibrary.org/obo/EUPATH_0000551,"Plasmodium vivax asexual stages (per uL blood), by microscopy",,Sample,Plasmodium in blood,http://purl.obolibrary.org/obo/EUPATH_0033308,,,"variable, derived"
5,mx_counts2_sexual_pv,,http://purl.obolibrary.org/obo/EUPATH_0000547,"Plasmodium vivax gametocytes (per uL blood), by microscopy",,Sample,Plasmodium in blood,http://purl.obolibrary.org/obo/EUPATH_0033308,,,"variable, derived"
6,,,http://purl.obolibrary.org/obo/EUPATH_0000433,"Plasmodium species, by qPCR",,Sample,Plasmodium in blood,http://purl.obolibrary.org/obo/EUPATH_0033308,,,multifilter
7,,,http://purl.obolibrary.org/obo/EUPATH_0000437,"Plasmodium species, by FalciVax RDT",,Sample,Plasmodium in blood,http://purl.obolibrary.org/obo/EUPATH_0033308,,,multifilter
8,,,http://purl.obolibrary.org/obo/EUPATH_0000438,"Plasmodium species, by OptiMAL RDT",,Sample,Plasmodium in blood,http://purl.obolibrary.org/obo/EUPATH_0033308,,,multifilter
1,pastyear_dx_chk___1,,http://purl.obolibrary.org/obo/EUPATH_0021032,Plasmodium falciparum,,Participant,Plasmodium species in last year,http://purl.obolibrary.org/obo/EUPATH_0000425,,,value
2,pastyear_dx_chk___2,,http://purl.obolibrary.org/obo/EUPATH_0021033,Plasmodium vivax,,Participant,Plasmodium species in last year,http://purl.obolibrary.org/obo/EUPATH_0000425,,,value
3,pastyear_dx_chk___3,,http://purl.obolibrary.org/obo/EUPATH_0021034,Plasmodium malariae,,Participant,Plasmodium species in last year,http://purl.obolibrary.org/obo/EUPATH_0000425,,,value
4,pastyear_dx_chk___4,,http://purl.obolibrary.org/obo/EUPATH_0021035,Can't remember,,Participant,Plasmodium species in last year,http://purl.obolibrary.org/obo/EUPATH_0000425,,,value
1,rdt_fv_chk___1,,http://purl.obolibrary.org/obo/EUPATH_0021053,Plasmodium falciparum,,Sample,"Plasmodium species, by FalciVax RDT",http://purl.obolibrary.org/obo/EUPATH_0000437,,,value
2,rdt_fv_chk___2,,http://purl.obolibrary.org/obo/EUPATH_0021054,Plasmodium vivax,,Sample,"Plasmodium species, by FalciVax RDT",http://purl.obolibrary.org/obo/EUPATH_0000437,,,value
3,rdt_fv_chk___3,,http://purl.obolibrary.org/obo/EUPATH_0021055,Negative,,Sample,"Plasmodium species, by FalciVax RDT",http://purl.obolibrary.org/obo/EUPATH_0000437,,,value
1,mx_species_chk___2,,http://purl.obolibrary.org/obo/EUPATH_0021028,Plasmodium falciparum,,Sample,"Plasmodium species, by microscopy",http://purl.obolibrary.org/obo/EUPATH_0000423,,,value
2,mx_species_chk___3,,http://purl.obolibrary.org/obo/EUPATH_0021029,Plasmodium vivax,,Sample,"Plasmodium species, by microscopy",http://purl.obolibrary.org/obo/EUPATH_0000423,,,value
3,mx_species_chk___4,,http://purl.obolibrary.org/obo/EUPATH_0021030,Plasmodium malariae,,Sample,"Plasmodium species, by microscopy",http://purl.obolibrary.org/obo/EUPATH_0000423,,,value
4,mx_species_chk___1,,http://purl.obolibrary.org/obo/EUPATH_0021027,Negative,,Sample,"Plasmodium species, by microscopy",http://purl.obolibrary.org/obo/EUPATH_0000423,,,value
1,rdt_op_chk___1,,http://purl.obolibrary.org/obo/EUPATH_0021057,Plasmodium falciparum,,Sample,"Plasmodium species, by OptiMAL RDT",http://purl.obolibrary.org/obo/EUPATH_0000438,,,value
2,rdt_op_chk___2,,http://purl.obolibrary.org/obo/EUPATH_0021058,Pan Plasmodium,,Sample,"Plasmodium species, by OptiMAL RDT",http://purl.obolibrary.org/obo/EUPATH_0000438,,,value
3,rdt_op_chk___3,,http://purl.obolibrary.org/obo/EUPATH_0021059,Negative,,Sample,"Plasmodium species, by OptiMAL RDT",http://purl.obolibrary.org/obo/EUPATH_0000438,,,value
1,pcr_species_chk___2,,http://purl.obolibrary.org/obo/EUPATH_0021049,Plasmodium falciparum,,Sample,"Plasmodium species, by qPCR",http://purl.obolibrary.org/obo/EUPATH_0000433,,,value
2,pcr_species_chk___3,,http://purl.obolibrary.org/obo/EUPATH_0021050,Plasmodium vivax,,Sample,"Plasmodium species, by qPCR",http://purl.obolibrary.org/obo/EUPATH_0000433,,,value
3,pcr_species_chk___4,,http://purl.obolibrary.org/obo/EUPATH_0021051,Plasmodium malariae,,Sample,"Plasmodium species, by qPCR",http://purl.obolibrary.org/obo/EUPATH_0000433,,,value
