source_id	name	definition	synonyms	Uri	is_obslete
ICEMR_0102075	Responsible of treated bednets			http://purl.obolibrary.org/obo/ICEMR_0102075	FALSE
ICEMR_0102076	Contact W/ Malaria			http://purl.obolibrary.org/obo/ICEMR_0102076	FALSE
ICEMR_0102077	Participant present			http://purl.obolibrary.org/obo/ICEMR_0102077	FALSE
OGMS_0000015	clinical history			http://purl.obolibrary.org/obo/OGMS_0000015	FALSE
OGMS_0000018	laboratory finding			http://purl.obolibrary.org/obo/OGMS_0000018	FALSE
OGMS_0000083	Physical Examination			http://purl.obolibrary.org/obo/OGMS_0000083	FALSE
PATO_0000047	biological sex			http://purl.obolibrary.org/obo/PATO_0000047	FALSE
SYMP_0000487	Rash			http://purl.obolibrary.org/obo/SYMP_0000487	FALSE
SYMP_0000523	anorexia			http://purl.obolibrary.org/obo/SYMP_0000523	FALSE
SYMP_0000610	Dizziness			http://purl.obolibrary.org/obo/SYMP_0000610	FALSE
SYMP_0000614	cough			http://purl.obolibrary.org/obo/SYMP_0000614	FALSE
SYMP_0019174	Chills			http://purl.obolibrary.org/obo/SYMP_0019174	FALSE
UBERON_0009097	Pregnant			http://purl.obolibrary.org/obo/UBERON_0009097	FALSE
http://www.w3.org/2002/07/owl#Thing	Thing			http://www.w3.org/2002/07/owl#Thing	FALSE
subClassOf	is a	is a relation		http://www.w3.org/2000/01/rdf-schema#subClassOf	FALSE
synonymOf	synonym	term in data dictionary		http://purl.obolibrary.org/obo/eupath/icemr.owl#synonymOf	FALSE
