variable	variable2	values	mappedTerm	valueOrder
agg_follow_up::hysterectomy_7days	agg_follow_up::hysterectomy_7days	NA	:::UNDEF:::	
agg_follow_up::stroke	agg_follow_up::stroke	0	No	
agg_follow_up::stroke	agg_follow_up::stroke	1	Yes	
agg_follow_up::stroke	agg_follow_up::stroke	2	Unknown	
agg_follow_up::stroke	agg_follow_up::stroke	3	Refused to answer	
agg_follow_up::stroke	agg_follow_up::stroke	NA	:::UNDEF:::	
agg_follow_up::stroke_7days	agg_follow_up::stroke_7days	0	No	
agg_follow_up::stroke_7days	agg_follow_up::stroke_7days	1	Yes	
agg_follow_up::stroke_7days	agg_follow_up::stroke_7days	NA	:::UNDEF:::	
agg_follow_up::bleeding	agg_follow_up::bleeding	0	No	
agg_follow_up::bleeding	agg_follow_up::bleeding	1	Yes	
agg_follow_up::bleeding	agg_follow_up::bleeding	2	Unknown	
agg_follow_up::bleeding	agg_follow_up::bleeding	3	Refused to answer	
agg_follow_up::bleeding	agg_follow_up::bleeding	NA	:::UNDEF:::	
agg_follow_up::bleeding_amount	agg_follow_up::bleeding_amount	0	No	
agg_follow_up::bleeding_amount	agg_follow_up::bleeding_amount	1	Yes	
agg_follow_up::bleeding_amount	agg_follow_up::bleeding_amount	2	Unknown	
agg_follow_up::bleeding_amount	agg_follow_up::bleeding_amount	NA	:::UNDEF:::	
agg_follow_up::bleeding_7days	agg_follow_up::bleeding_7days	0	No	
agg_follow_up::bleeding_7days	agg_follow_up::bleeding_7days	1	Yes	
agg_follow_up::bleeding_7days	agg_follow_up::bleeding_7days	2	Unknown	
agg_follow_up::bleeding_7days	agg_follow_up::bleeding_7days	NA	:::UNDEF:::	
agg_follow_up::baby_return	agg_follow_up::baby_return	0	No	
agg_follow_up::baby_return	agg_follow_up::baby_return	1	Yes	
agg_follow_up::baby_return	agg_follow_up::baby_return	2	Unknown	
agg_follow_up::baby_return	agg_follow_up::baby_return	3	Refused to answer	
agg_follow_up::baby_return	agg_follow_up::baby_return	99	Unable to complete call	
agg_follow_up::baby_return	agg_follow_up::baby_return	NA	:::UNDEF:::	
agg_follow_up::baby_return_7days	agg_follow_up::baby_return_7days	0	No	
agg_follow_up::baby_return_7days	agg_follow_up::baby_return_7days	1	Yes	
agg_follow_up::baby_return_7days	agg_follow_up::baby_return_7days	NA	:::UNDEF:::	
agg_follow_up::mother_return	agg_follow_up::mother_return	0	No	
agg_follow_up::mother_return	agg_follow_up::mother_return	1	Yes	
agg_follow_up::mother_return	agg_follow_up::mother_return	2	Unknown	
agg_follow_up::mother_return	agg_follow_up::mother_return	3	Refused to answer	
agg_follow_up::mother_return	agg_follow_up::mother_return	99	Unable to complete call	
agg_follow_up::mother_return	agg_follow_up::mother_return	NA	:::UNDEF:::	
agg_follow_up::mother_return_7days	agg_follow_up::mother_return_7days	0	No	
agg_follow_up::mother_return_7days	agg_follow_up::mother_return_7days	1	Yes	
agg_follow_up::mother_return_7days	agg_follow_up::mother_return_7days	2	Unknown	
agg_follow_up::mother_return_7days	agg_follow_up::mother_return_7days	NA	:::UNDEF:::	
agg_follow_up::patient_facility_satis	agg_follow_up::patient_facility_satis	1	Very satisfied	1
agg_follow_up::patient_facility_satis	agg_follow_up::patient_facility_satis	2	Somewhat satisfied	2
agg_follow_up::patient_facility_satis	agg_follow_up::patient_facility_satis	3	Somewhat unsatisfied	3
agg_follow_up::patient_facility_satis	agg_follow_up::patient_facility_satis	4	Very unsatisfied	4
agg_follow_up::patient_facility_satis	agg_follow_up::patient_facility_satis	5	No response	5
agg_follow_up::patient_facility_satis	agg_follow_up::patient_facility_satis	NA	:::UNDEF:::	
agg_follow_up::patient_recommend_fac	agg_follow_up::patient_recommend_fac	1	Very likely	1
agg_follow_up::patient_recommend_fac	agg_follow_up::patient_recommend_fac	2	Somewhat likely	2
agg_follow_up::patient_recommend_fac	agg_follow_up::patient_recommend_fac	3	Somewhat unlikely	3
agg_follow_up::patient_recommend_fac	agg_follow_up::patient_recommend_fac	4	Very unlikely	4
agg_follow_up::patient_recommend_fac	agg_follow_up::patient_recommend_fac	5	No response	5
agg_follow_up::patient_recommend_fac	agg_follow_up::patient_recommend_fac	NA	:::UNDEF:::	
agg_follow_up::pexp_danger_signs_resp	agg_follow_up::pexp_danger_signs_resp	0	No	
agg_follow_up::pexp_danger_signs_resp	agg_follow_up::pexp_danger_signs_resp	1	At least one danger sign named for mother or baby	
agg_follow_up::pexp_danger_signs_resp	agg_follow_up::pexp_danger_signs_resp	2	No response	
agg_follow_up::pexp_danger_signs_resp	agg_follow_up::pexp_danger_signs_resp	NA	:::UNDEF:::
agg_follow_up::datatype	agg_follow_up::datatype	Observed birth and outcome data	Observed birth and outcome data
agg_follow_up::datatype	agg_follow_up::datatype	Outcome data	Outcome data	
dim_baby_outcomes_noconflict_var::baby_dead_day_7_1	dim_baby_outcomes_noconflict_var::baby_dead_day_7_1	0	No
dim_baby_outcomes_noconflict_var::baby_dead_day_7_1	dim_baby_outcomes_noconflict_var::baby_dead_day_7_1	1	Yes
dim_baby_outcomes_noconflict_var::baby_dead_day_7_1	dim_baby_outcomes_noconflict_var::baby_dead_day_7_1	NA	:::UNDEF:::
dim_baby_outcomes_noconflict_var::baby_baseline_outcomes_data	dim_baby_outcomes_noconflict_var::baby_baseline_outcomes_data	0	No
dim_baby_outcomes_noconflict_var::baby_baseline_outcomes_data	dim_baby_outcomes_noconflict_var::baby_baseline_outcomes_data	1	Yes
dim_baby_outcomes_noconflict_var::baby_baseline_outcomes_data	dim_baby_outcomes_noconflict_var::baby_baseline_outcomes_data	NA	:::UNDEF:::
dim_baby_outcomes_noconflict_var::baby_consent_retract	dim_baby_outcomes_noconflict_var::baby_consent_retract	0	No
dim_baby_outcomes_noconflict_var::baby_consent_retract	dim_baby_outcomes_noconflict_var::baby_consent_retract	1	Yes
dim_baby_outcomes_noconflict_var::baby_consent_retract	dim_baby_outcomes_noconflict_var::baby_consent_retract	NA	:::UNDEF:::
dim_baby_outcomes_noconflict_var::baby_days_since_admission	dim_baby_outcomes_noconflict_var::baby_days_since_admission	NA	:::UNDEF:::
dim_baby_outcomes_noconflict_var::baby_low_birth_weight	dim_baby_outcomes_noconflict_var::baby_low_birth_weight	0	No
dim_baby_outcomes_noconflict_var::baby_low_birth_weight	dim_baby_outcomes_noconflict_var::baby_low_birth_weight	1	Yes
dim_baby_outcomes_noconflict_var::baby_low_birth_weight	dim_baby_outcomes_noconflict_var::baby_low_birth_weight	NA	:::UNDEF:::
dim_baby_outcomes_noconflict_var::baby_preterm	dim_baby_outcomes_noconflict_var::baby_preterm	0	No
dim_baby_outcomes_noconflict_var::baby_preterm	dim_baby_outcomes_noconflict_var::baby_preterm	1	Yes
dim_baby_outcomes_noconflict_var::baby_preterm	dim_baby_outcomes_noconflict_var::baby_preterm	NA	:::UNDEF:::
dim_baby_outcomes_noconflict_var::baby_referred	dim_baby_outcomes_noconflict_var::baby_referred	0	No
dim_baby_outcomes_noconflict_var::baby_referred	dim_baby_outcomes_noconflict_var::baby_referred	1	Yes
dim_baby_outcomes_noconflict_var::baby_referred	dim_baby_outcomes_noconflict_var::baby_referred	NA	:::UNDEF:::
dim_baby_outcomes_noconflict_var::baby_sbr_consent	dim_baby_outcomes_noconflict_var::baby_sbr_consent	0	No
dim_baby_outcomes_noconflict_var::baby_sbr_consent	dim_baby_outcomes_noconflict_var::baby_sbr_consent	1	Yes
dim_baby_outcomes_noconflict_var::baby_sbr_consent	dim_baby_outcomes_noconflict_var::baby_sbr_consent	NA	:::UNDEF:::
dim_baby_outcomes_noconflict_var::baby_sbr_only	dim_baby_outcomes_noconflict_var::baby_sbr_only	0	No
dim_baby_outcomes_noconflict_var::baby_sbr_only	dim_baby_outcomes_noconflict_var::baby_sbr_only	1	Yes
dim_baby_outcomes_noconflict_var::baby_sbr_only	dim_baby_outcomes_noconflict_var::baby_sbr_only	NA	:::UNDEF:::
dim_baby_outcomes_noconflict_var::baby_site_moved_omit_data	dim_baby_outcomes_noconflict_var::baby_site_moved_omit_data	0	No
dim_baby_outcomes_noconflict_var::baby_site_moved_omit_data	dim_baby_outcomes_noconflict_var::baby_site_moved_omit_data	1	Yes
dim_baby_outcomes_noconflict_var::baby_site_moved_omit_data	dim_baby_outcomes_noconflict_var::baby_site_moved_omit_data	NA	:::UNDEF:::
dim_baby_outcomes_noconflict_var::baby_dead_day_0_1	dim_baby_outcomes_noconflict_var::baby_dead_day_0_1	0	No
dim_baby_outcomes_noconflict_var::baby_dead_day_0_1	dim_baby_outcomes_noconflict_var::baby_dead_day_0_1	1	Yes
dim_baby_outcomes_noconflict_var::baby_dead_day_0_1	dim_baby_outcomes_noconflict_var::baby_dead_day_0_1	NA	:::UNDEF:::
dim_baby_outcomes_noconflict_var::baby_dead_day_0_2	dim_baby_outcomes_noconflict_var::baby_dead_day_0_2	0	No
dim_baby_outcomes_noconflict_var::baby_dead_day_0_2	dim_baby_outcomes_noconflict_var::baby_dead_day_0_2	1	Yes
dim_baby_outcomes_noconflict_var::baby_dead_day_0_2	dim_baby_outcomes_noconflict_var::baby_dead_day_0_2	NA	:::UNDEF:::
dim_baby_outcomes_noconflict_var::baby_dead_day_0_3	dim_baby_outcomes_noconflict_var::baby_dead_day_0_3	0	No
dim_baby_outcomes_noconflict_var::baby_dead_day_0_3	dim_baby_outcomes_noconflict_var::baby_dead_day_0_3	1	Yes
dim_baby_outcomes_noconflict_var::baby_dead_day_0_3	dim_baby_outcomes_noconflict_var::baby_dead_day_0_3	NA	:::UNDEF:::	
dim_baby_outcomes_noconflict_var::baby_dead_day_7_1	dim_baby_outcomes_noconflict_var::baby_dead_day_7_1	0	No
dim_baby_outcomes_noconflict_var::baby_dead_day_7_1	dim_baby_outcomes_noconflict_var::baby_dead_day_7_1	1	Yes
dim_baby_outcomes_noconflict_var::baby_dead_day_7_1	dim_baby_outcomes_noconflict_var::baby_dead_day_7_1	NA	:::UNDEF:::
dim_baby_outcomes_noconflict_var::baby_dead_day_7_2	dim_baby_outcomes_noconflict_var::baby_dead_day_7_2	0	No
dim_baby_outcomes_noconflict_var::baby_dead_day_7_2	dim_baby_outcomes_noconflict_var::baby_dead_day_7_2	1	Yes
dim_baby_outcomes_noconflict_var::baby_dead_day_7_2	dim_baby_outcomes_noconflict_var::baby_dead_day_7_2	NA	:::UNDEF:::
dim_baby_outcomes_noconflict_var::baby_dead_day_7_3	dim_baby_outcomes_noconflict_var::baby_dead_day_7_3	0	No
dim_baby_outcomes_noconflict_var::baby_dead_day_7_3	dim_baby_outcomes_noconflict_var::baby_dead_day_7_3	1	Yes
dim_baby_outcomes_noconflict_var::baby_dead_day_7_3	dim_baby_outcomes_noconflict_var::baby_dead_day_7_3	NA	:::UNDEF:::
dim_baby_outcomes_noconflict_var::baby_death_day_0_type_1	dim_baby_outcomes_noconflict_var::baby_death_day_0_type_1	dead after	Death after delivery
dim_baby_outcomes_noconflict_var::baby_death_day_0_type_1	dim_baby_outcomes_noconflict_var::baby_death_day_0_type_1	stillborn	Stillbirth
dim_baby_outcomes_noconflict_var::baby_death_day_0_type_1	dim_baby_outcomes_noconflict_var::baby_death_day_0_type_1	NA	:::UNDEF:::	
dim_baby_outcomes_noconflict_var::baby_death_day_0_type_2	dim_baby_outcomes_noconflict_var::baby_death_day_0_type_2	dead after	Death after delivery
dim_baby_outcomes_noconflict_var::baby_death_day_0_type_2	dim_baby_outcomes_noconflict_var::baby_death_day_0_type_2	stillborn	Stillbirth
dim_baby_outcomes_noconflict_var::baby_death_day_0_type_2	dim_baby_outcomes_noconflict_var::baby_death_day_0_type_2	NA	:::UNDEF:::	
dim_baby_outcomes_noconflict_var::baby_death_day_0_type_3	dim_baby_outcomes_noconflict_var::baby_death_day_0_type_3	dead after	Death after delivery
dim_baby_outcomes_noconflict_var::baby_death_day_0_type_3	dim_baby_outcomes_noconflict_var::baby_death_day_0_type_3	stillborn	Stillbirth
dim_baby_outcomes_noconflict_var::baby_death_day_0_type_3	dim_baby_outcomes_noconflict_var::baby_death_day_0_type_3	NA	:::UNDEF:::	
dim_baby_outcomes_noconflict_var::baby_death_day_0_location_1	dim_baby_outcomes_noconflict_var::baby_death_day_0_location_1	BB Facility	BetterBirth facility
dim_baby_outcomes_noconflict_var::baby_death_day_0_location_1	dim_baby_outcomes_noconflict_var::baby_death_day_0_location_1	Referral Facility	Referral facility
dim_baby_outcomes_noconflict_var::baby_death_day_0_location_1	dim_baby_outcomes_noconflict_var::baby_death_day_0_location_1	NA	:::UNDEF:::
dim_baby_outcomes_noconflict_var::baby_death_day_0_location_2	dim_baby_outcomes_noconflict_var::baby_death_day_0_location_2	BB Facility	BetterBirth facility
dim_baby_outcomes_noconflict_var::baby_death_day_0_location_2	dim_baby_outcomes_noconflict_var::baby_death_day_0_location_2	Referral Facility	Referral facility
dim_baby_outcomes_noconflict_var::baby_death_day_0_location_2	dim_baby_outcomes_noconflict_var::baby_death_day_0_location_2	NA	:::UNDEF:::
dim_baby_outcomes_noconflict_var::baby_death_day_0_location_3	dim_baby_outcomes_noconflict_var::baby_death_day_0_location_3	BB Facility	BetterBirth facility
dim_baby_outcomes_noconflict_var::baby_death_day_0_location_3	dim_baby_outcomes_noconflict_var::baby_death_day_0_location_3	Referral Facility	Referral facility
dim_baby_outcomes_noconflict_var::baby_death_day_0_location_3	dim_baby_outcomes_noconflict_var::baby_death_day_0_location_3	NA	:::UNDEF:::

dim_fada_single_row::fada_op1_assisted_by_doctor	dim_fada_single_row::fada_op1_assisted_by_doctor	0	No	
dim_fada_single_row::fada_op1_assisted_by_doctor	dim_fada_single_row::fada_op1_assisted_by_doctor	1	Yes	
dim_fada_single_row::fada_op1_assisted_by_doctor	dim_fada_single_row::fada_op1_assisted_by_doctor	NA	:::UNDEF:::	
dim_fada_single_row::fada_op1_assisted_by_nurse	dim_fada_single_row::fada_op1_assisted_by_nurse	0	No	
dim_fada_single_row::fada_op1_assisted_by_nurse	dim_fada_single_row::fada_op1_assisted_by_nurse	1	Yes	
dim_fada_single_row::fada_op1_assisted_by_nurse	dim_fada_single_row::fada_op1_assisted_by_nurse	NA	:::UNDEF:::	
dim_fada_single_row::fada_op1_assisted_by_anm	dim_fada_single_row::fada_op1_assisted_by_anm	0	No	
dim_fada_single_row::fada_op1_assisted_by_anm	dim_fada_single_row::fada_op1_assisted_by_anm	1	Yes	
dim_fada_single_row::fada_op1_assisted_by_anm	dim_fada_single_row::fada_op1_assisted_by_anm	NA	:::UNDEF:::	
dim_fada_single_row::fada_op1_assisted_by_others	dim_fada_single_row::fada_op1_assisted_by_others	0	No	
dim_fada_single_row::fada_op1_assisted_by_others	dim_fada_single_row::fada_op1_assisted_by_others	1	Yes	
dim_fada_single_row::fada_op1_assisted_by_others	dim_fada_single_row::fada_op1_assisted_by_others	NA	:::UNDEF:::	
dim_fada_single_row::fada_op1_maternal_temp	dim_fada_single_row::fada_op1_maternal_temp	0	No	
dim_fada_single_row::fada_op1_maternal_temp	dim_fada_single_row::fada_op1_maternal_temp	1	Yes	
dim_fada_single_row::fada_op1_maternal_temp	dim_fada_single_row::fada_op1_maternal_temp	NA	:::UNDEF:::	
dim_fada_single_row::fada_op1_maternal_temp_value	dim_fada_single_row::fada_op1_maternal_temp_value	444	:::UNDEF:::	
dim_fada_single_row::fada_op1_maternal_temp_value	dim_fada_single_row::fada_op1_maternal_temp_value	NA	:::UNDEF:::	
dim_fada_single_row::fada_op1_maternal_bp	dim_fada_single_row::fada_op1_maternal_bp	0	No	
dim_fada_single_row::fada_op1_maternal_bp	dim_fada_single_row::fada_op1_maternal_bp	1	Yes	
dim_fada_single_row::fada_op1_maternal_bp	dim_fada_single_row::fada_op1_maternal_bp	NA	:::UNDEF:::	
dim_fada_single_row::fada_op1_maternal_bp_sys	dim_fada_single_row::fada_op1_maternal_bp_sys	NA	:::UNDEF:::			
dim_fada_single_row::fada_op1_maternal_bp_dia	dim_fada_single_row::fada_op1_maternal_bp_dia	NA	:::UNDEF:::	
dim_fada_single_row::fada_op1_partograph_started	dim_fada_single_row::fada_op1_partograph_started	0	No	
dim_fada_single_row::fada_op1_partograph_started	dim_fada_single_row::fada_op1_partograph_started	1	Yes	
dim_fada_single_row::fada_op1_partograph_started	dim_fada_single_row::fada_op1_partograph_started	NA	:::UNDEF:::	
dim_fada_single_row::fada_op1_cl_picked_up	dim_fada_single_row::fada_op1_cl_picked_up	0	No	
dim_fada_single_row::fada_op1_cl_picked_up	dim_fada_single_row::fada_op1_cl_picked_up	1	Yes	
dim_fada_single_row::fada_op1_cl_picked_up	dim_fada_single_row::fada_op1_cl_picked_up	NA	:::UNDEF:::	
dim_fada_single_row::fada_op1_cl_used_after_care	dim_fada_single_row::fada_op1_cl_used_after_care	0	No	
dim_fada_single_row::fada_op1_cl_used_after_care	dim_fada_single_row::fada_op1_cl_used_after_care	1	Yes	
dim_fada_single_row::fada_op1_cl_used_after_care	dim_fada_single_row::fada_op1_cl_used_after_care	NA	:::UNDEF:::	
dim_fada_single_row::fada_op1_cl_poster_used	dim_fada_single_row::fada_op1_cl_poster_used	0	No	
dim_fada_single_row::fada_op1_cl_poster_used	dim_fada_single_row::fada_op1_cl_poster_used	1	Yes	
dim_fada_single_row::fada_op1_cl_poster_used	dim_fada_single_row::fada_op1_cl_poster_used	NA	:::UNDEF:::	
dim_fada_single_row::fada_op1_birth_companion_present	dim_fada_single_row::fada_op1_birth_companion_present	0	No	
dim_fada_single_row::fada_op1_birth_companion_present	dim_fada_single_row::fada_op1_birth_companion_present	1	Yes	
dim_fada_single_row::fada_op1_birth_companion_present	dim_fada_single_row::fada_op1_birth_companion_present	NA	:::UNDEF:::	
dim_fada_single_row::fada_op2_assisted_by_doctor	dim_fada_single_row::fada_op2_assisted_by_doctor	0	No	
dim_fada_single_row::fada_op2_assisted_by_doctor	dim_fada_single_row::fada_op2_assisted_by_doctor	1	Yes	
dim_fada_single_row::fada_op2_assisted_by_doctor	dim_fada_single_row::fada_op2_assisted_by_doctor	NA	:::UNDEF:::	
dim_fada_single_row::fada_op2_assisted_by_nurse	dim_fada_single_row::fada_op2_assisted_by_nurse	0	No	
dim_fada_single_row::fada_op2_assisted_by_nurse	dim_fada_single_row::fada_op2_assisted_by_nurse	1	Yes	
dim_fada_single_row::fada_op2_assisted_by_nurse	dim_fada_single_row::fada_op2_assisted_by_nurse	NA	:::UNDEF:::	
dim_fada_single_row::fada_op2_assisted_by_anm	dim_fada_single_row::fada_op2_assisted_by_anm	0	No	
dim_fada_single_row::fada_op2_assisted_by_anm	dim_fada_single_row::fada_op2_assisted_by_anm	1	Yes	
dim_fada_single_row::fada_op2_assisted_by_anm	dim_fada_single_row::fada_op2_assisted_by_anm	NA	:::UNDEF:::	
dim_fada_single_row::fada_op2_assisted_by_others	dim_fada_single_row::fada_op2_assisted_by_others	0	No	
dim_fada_single_row::fada_op2_assisted_by_others	dim_fada_single_row::fada_op2_assisted_by_others	1	Yes	
dim_fada_single_row::fada_op2_assisted_by_others	dim_fada_single_row::fada_op2_assisted_by_others	NA	:::UNDEF:::	
dim_fada_single_row::fada_op2_oxytocin_administered	dim_fada_single_row::fada_op2_oxytocin_administered	0	No	
dim_fada_single_row::fada_op2_oxytocin_administered	dim_fada_single_row::fada_op2_oxytocin_administered	1	Yes	
dim_fada_single_row::fada_op2_oxytocin_administered	dim_fada_single_row::fada_op2_oxytocin_administered	NA	:::UNDEF:::	
dim_fada_single_row::fada_op2_mother_oxytocin_im	dim_fada_single_row::fada_op2_mother_oxytocin_im	0	No	
dim_fada_single_row::fada_op2_mother_oxytocin_im	dim_fada_single_row::fada_op2_mother_oxytocin_im	1	Yes	
dim_fada_single_row::fada_op2_mother_oxytocin_im	dim_fada_single_row::fada_op2_mother_oxytocin_im	NA	:::UNDEF:::	
dim_fada_single_row::fada_op2_mother_oxytocin_iv	dim_fada_single_row::fada_op2_mother_oxytocin_iv	0	No	
dim_fada_single_row::fada_op2_mother_oxytocin_iv	dim_fada_single_row::fada_op2_mother_oxytocin_iv	1	Yes	
dim_fada_single_row::fada_op2_mother_oxytocin_iv	dim_fada_single_row::fada_op2_mother_oxytocin_iv	NA	:::UNDEF:::	
