"colOrder","variable","dataFile","IRI","label","definition","category","parentIRI","parentLabel","codebookDescription","codebookValues","termType","notesForOnt","repeated","is_temporal","mergeKey","dataSet","unitLabel","unitIRI","is_featured","hidden","scale","defaultDisplayRangeMin","defaultDisplayRangeMax","defaultBinWidth","forceStringType"
"29","syph02_prevpreg","syphilis_to_share","","Previous pregnancies count categorization","","Participant","ONTONEO_00000225","'Obstetric history","If parity, excluding this pregnancy is 0 then SYPH02_PrevPreg=1.  Otherwise if the woman<U+2019>s parity is 1 to three then SYPH02_PrevPreg=2.  Otherwise if the parity is 3 or more then SYPH02_PrevPreg=3","1: None; 2. One to three; 3. Three or more","variable","","","","","Preventing Congenital Syphilis","","","","","","","","",""
"5","syph02_07_e2_c2","syphilis_to_share","","Spontaneous abortions and stillbirths count","Number of previous pregnancies which resulted in miscarriage or stillbirth","Participant","ONTONEO_00000225","'Obstetric history","Number of previous pregnancy/es which resulted in miscarriage or stillbirth","(numeric)","variable","","","","","Preventing Congenital Syphilis","","","","","","","","",""
"30","syph02_prevabor","syphilis_to_share","","Spontaneous abortions and stillbirths count categorization","","Participant","ONTONEO_00000225","'Obstetric history","If the woman had a pregnancy/ies which resulted in a live birth then SYPH02_PrevAbor =1.  Otherwise, if woman had  at leaste pregnancy which resulted in miscarriage or stillbirth then SYPH02_PrevAbor=2","1: None; 2. One or more","variable","","","","","Preventing Congenital Syphilis","","","","","","","","",""
"6","syph02_08_e2_c2","syphilis_to_share","EUPATH_0042130","'Preterm births count","Number of previous preterm births (defined as fewer than 37 weeks of gestation)","Participant","ONTONEO_00000225","'Obstetric history","Number of previous preterm birth (defined as fewer than 37 weeks of gestation)","(numeric)","variable","","","","","Preventing Congenital Syphilis","","","","","","","","",""
"31","syph02_prevpret","syphilis_to_share","","Preterm births count categorization","","Participant","ONTONEO_00000225","'Obstetric history","If woman did not have a live birth which resulted in a preterm birth defined as fewer than 37 weeks of gestation, then SYPH02_PrevPret=1. Otherwise, if woman had a pregnancy/ies which resulted in a preterm birth defined as fewer than 37 weeks of gestation, then SYPH02_PrevPret=2","1: None; 2. One or more","variable","","","","","Preventing Congenital Syphilis","","","","","","","","",""
"7","syph02_09_e2_c2","syphilis_to_share","","Low birth weight at live births count","Number of previous live births which resulted in a low birth weight (defined as 2500 g or less)","Participant","ONTONEO_00000225","'Obstetric history","Number of previous live birth/s which resulted in a low birth weight (defined as 2500 g or less) .","(numeric)","variable","","","","","Preventing Congenital Syphilis","","","","","","","","",""
"32","syph02_prevlb","syphilis_to_share","","Low birth weight at live births count categorization","","Participant","ONTONEO_00000225","'Obstetric history","If woman did not have a live birth which resulted in a low birth weight (defined as 2500 g or less), then SYPH02_PrevLB=1. Otherwise, if woman had a live birth/s which resulted  in a low birth weight (defined as 2500 g or less), then SYPH02_PrevLB=2","1: None; 2. One or more","variable","","","","","Preventing Congenital Syphilis","","","","","","","","",""
"8","syph02_10_e2_c2","syphilis_to_share","","Congenital anomalies at live births count","Number of previous live births with congenital anomalies","Participant","ONTONEO_00000225","'Obstetric history","Number of previous live birth/s with congenital anomalies","(numeric)","variable","","","","","Preventing Congenital Syphilis","","","","","","","","",""
"33","syph02_prevcong","syphilis_to_share","","Congenital anomalies at live births count categorization","","Participant","ONTONEO_00000225","'Obstetric history","If woman did not have a previous live birth/s with congenital anomalies then, SYPH02_PrevCong=1, If woman had a previous live birth/s with congenital anomalies then, SYPH02_PrevCong=2","1: None; 2. One or more","variable","","","","","Preventing Congenital Syphilis","","","","","","","","",""
"9","syph02_12_e2_c2","syphilis_to_share","ONTONEO_00000255","'Gestational age","Best estimated gestational age in weeks at the time of first visit ","Participant","EUPATH_0042004","Pregnancy","Best estimated gestational age at the time of first visit (weeks)","(numeric)","variable","","","","","Preventing Congenital Syphilis","weeks","","","","","","","",""
"34","syph02_gestage","syphilis_to_share","","Gestational age categorization","","Participant","EUPATH_0042004","Pregnancy","If best estimated gestational age at the time of first visit (weeks) is Equal or less than 20, then SYPH02_GestAge=1, otherwise If best estimated gestational age at the time of first visit (weeks) is 20 or more, then SYPH02_GestAge=2","1: Equal or less than 20; 2. 20 or more","variable","","","","","Preventing Congenital Syphilis","","","","","","","","",""
"","","","EUPATH_0042161","'Medical history","","Participant","","","","","multifilter","","","","","Preventing Congenital Syphilis","","","","","","","","",""
"10","syph02_15_e2_c2","syphilis_to_share","","Syphilis","Whether the participant had a previous syphilis infection","Participant","EUPATH_0042161","'Medical history","If woman had a previous syphilis infection, then SYPH02_15_E2_C2=1. Otherwise, if woman did not have a previous syphilis infection, then SYPH02_15_E2_C2=2. Otherwise, if woman did not know if she have had a previous syphilis infection then SYPH02_15_E2_C2=3","1. Yes; 2. No; 3. Don't know","value","","","","","Preventing Congenital Syphilis","","","","","","","","",""
"11","syph02_22_e2_c2","syphilis_to_share","EUPATH_0042044","Syphilis test performed","Whether the participant was screened for syphilis during the first prenatal visit","Sample","EUPATH_0021158","Blood bacteria testing","If woman was screened for syphilis during the first prenatal visit, then SYPH02_22_E2_C2=1. Otherwise, if woman was not screened for syphilis during the first prenatal visit, then SYPH02_22_E2_C2=2. Otherwise, if the syphilis screening status at the first prenatal visit is unknown then SYPH02_22_E2_C2=3.","1. Yes; 2. No; 3. Unknown","variable","","","","","Preventing Congenital Syphilis","","","yes","","","","","",""
"12","syph02_24_e2_c2","syphilis_to_share","EUPATH_0042153","Treponema pallidum, by rapid test","In Kinshasa, Alere Determine Syphilis TP tests were used, which are point-of-care rapid syphilis tests. In Lusaka, SD Bioline Syphilis 3.0 tests were used, which are rapid immunochromatographic tests. Both tests identify the presence of antibodies to Treponema pallidum","Sample","","","If woman was positive for syphilis during the first prenatal visit, then SYPH02_24_E2_C2=1. Otherwise, if woman was not positive during the first prenatal visit , then SYPH02_24_E2_C2=2. Otherwise, if woman syphilis status (positive/negative) is unknown during the first prenatal visit then SYPH02_24_E2_C2=3.","1. Yes; 2. No; 3. Unknown","variable","","","","","Preventing Congenital Syphilis","","","","","","","","",""
"","","","","Syphilis treatment","What treatment, if any, was given and when to a participant who was positive for syphilis","Participant","OGMS_0000090","Treatment","","","multifilter","","","","","Preventing Congenital Syphilis","","","","","","","","",""
"13","syph02_26_e2_c2","syphilis_to_share","","Syphilis treatment at 1st visit","What treatment, if any, was given at the first prenatal visit to a participant who was positive for syphilis","Participant","","Syphilis treatment","If woman was positive for syphilis and received BENZATHINE PENICILLIN G 2.4 MILLION UNITS INTRAMUSCULARLY at the first visit, then  SYPH02_26_E2=1, If woman was positive for syphilis and received any treatment at the first visit (other different from benzathine penicillin G 2.4 million units,  then SYPH02_26_E2=2, If woman was positive for syphilis and did not receive any treatment at the first visit,  then SYPH02_26_E2=3, If woman was positive for syphilis and it was unknown if she  receive any treatment at the first visit,  then SYPH02_26_E2=4","1: Yes, Benzathine penicillin G 2.4 million units intramuscularly 2: Yes, Other, specify; 3: No; 4: Unknown","value","","","","","Preventing Congenital Syphilis","","","","","","","","",""
"17","syph03_01_e3_c3","syphilis_to_share","","Vital and pregnancy status","Status at follow-up visit","Participant","OGMS_0000083","'Physical examination","If woman was alive, not pregnant (miscarriage, abortion) then SYPH03_01_E3_C3=1, If woman was alive, pregnant then SYPH03_01_E3_C3=2, If woman was alive, delivered then SYPH03_01_E3_C3=3, If woman died before delivery, then SYPH03_01_E3_C3=4, If woman died after delivery, then SYPH03_01_E3_C3=5, If unknown (unable to locate), then SYPH03_01_E3_C3=6","1: ALIVE, NOT PREGNANT; 2: ALIVE, PREGNANT; 3: ALIVE,DELIVERED; 4: DIED BEFORE DELIVER; 5: DIED AFTER DEIVER; 6: UNKNOWN","variable","","","","","Preventing Congenital Syphilis","","","","","","","","",""
"18","syph03_03_e3_c3","syphilis_to_share","","Syphilis treatment between 1st and follow-up visit","What treatment, if any, was given between the first prenatal visit and follow-up visit to a participant who was positive for syphilis","Participant","","Syphilis treatment","If woman was positive for syphilis and received BENZATHINE PENICILLIN G 2.4 MILLION UNITS INTRAMUSCULARLY, between the screening and the follow up visit then SYPH03_03_E3_C3 =1, If woman was positive for syphilis and received any treatment (other different from benzathine penicillin G 2.4 million units,  between the screening and the follow up visit then SYPH03_03_E3_C3 =2, If woman was positive for syphilis and did not receive any treatment, between the screening and the follow up visit then SYPH03_03_E3_C3 =3, If woman was positive for syphilis and it was unknown if she  receive any treatment between the screening and the follow up visit then SYPH03_03_E3_C3 =4","1: Yes, Benzathine penicillin G 2.4 million units intramuscularly 2: Yes, Other, specify; 3: No; 4: Unknown","value","","","","","Preventing Congenital Syphilis","","","","","","","","",""
"19","syph03_06_e3_c3","syphilis_to_share","","Syphilis treatment at follow-up visit","What treatment, if any, was given at the follow-up visit to a participant who was positive for syphilis","Participant","","Syphilis treatment","If woman was positive for syphilis and received BENZATHINE PENICILLIN G 2.4 MILLION UNITS INTRAMUSCULARLY, at the follow up visit then, SYPH03_06_E3_C3=1, If woman was positive for syphilis and received any treatment (other different from benzathine penicillin G 2.4 million units) at  the follow up visit then I SYPH03_06_E3_C3=2, f woman was positive for syphilis and did not receive any treatment, at the follow up visit then SYPH03_06_E3_C3=3, If woman was positive for syphilis and it was unknown if she  receive any treatment at the follow up visit then SYPH03_06_E3_C3=4","1: Yes, Benzathine penicillin G 2.4 million units intramuscularly 2: Yes, Other, specify; 3: No; 4: Unknown","value","","","","","Preventing Congenital Syphilis","","","","","","","","",""
"38","syphilis_treatedafter","syphilis_to_share","","Syphilis treated after 1st visit","Participant was treated for syphilis after the first visit","Participant","","","If woman was positive for syphilis and received treatment after the first visit (between the screening and the follow up visit , or/and  at the follow up visit), then SYPHILIS_TREATEDAFTER =1, If woman was positive for syphilis and did not received treatment after the first visit (between the screening and the follow up visit , or   at the follow up visit), then SYPHILIS_TREATEDAFTER=2","1. Yes; 2. No","variable","","","","","Preventing Congenital Syphilis","","","","","","","","",""
"14","syph02_28_e2_c2","syphilis_to_share","EUPATH_0027005","'Hemoglobin measurement performed","Whether the participant was screened for anemia during the first prenatal visit","Sample","","","If  woman was screened for anemia at the first visit then, SYPH02_28_E2_C2=1, If  woman was not screened for anemia at the first visit then, SYPH02_28_E2_C2=2, If  was unknown if woman was screened for anemia at the first visit then, SYPH02_28_E2_C2=3","1. Yes; 2. No; 3. Unknown","variable","","","","","Preventing Congenital Syphilis","","","","","","","","",""
"","","","","Urine tests performed","","Sample","EUPATH_0011797","'Urine test","","","category","","","","","Preventing Congenital Syphilis","","","","","","","","",""
"16","syph02_32_e2_c2","syphilis_to_share","","Proteinuria measurement performed","Whether the participant was screened for proteinuria during the first prenatal visit","Sample","","Urine tests performed","If  woman was screened for proteinuria at the first visit then, SYPH02_32_E2_C2=1,  If  woman was not screened for proteinuria at the first visit then, SYPH02_32_E2_C2=2, If  was unknown if woman was screened for proteinuria at the first visit then, SYPH02_32_E2_C2=3","1. Yes; 2. No; 3. Unknown","variable","","","","","Preventing Congenital Syphilis","","","","","","","","",""
"15","syph02_30_e2_c2","syphilis_to_share","EUPATH_0038438","'HIV test performed","Whether the participant was screened for HIV during the first prenatal visit","Sample","","","If  woman was screened for HIV at the first visit then, SYPH02_30_E2_C2=1, If  woman was not screened for HIV at the first visit then, SYPH02_30_E2_C2=2, If  was unknown if woman was screened for HIV at the first visit then, SYPH02_30_E2_C2=3","1. Yes; 2. No; 3. Unknown","variable","","","","","Preventing Congenital Syphilis","","","","","","","","",""
