IRI,label,displayOrder,variable,dataFile,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType,replaces
http://purl.obolibrary.org/obo/EUPATH_0022016,Goats,26,cabras,Peru_household,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,Goats,,value,
http://purl.obolibrary.org/obo/EUPATH_0022018,Hens,27,gallina,Peru_household,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,Hens,,value,
http://purl.obolibrary.org/obo/EUPATH_0022009,Kerosene stove,14,cockero,Peru_household,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,Kerosene stove,,value,
http://purl.obolibrary.org/obo/EUPATH_0022024,Monkeys,28,mono,Peru_household,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,Monkey,,value,
http://purl.obolibrary.org/obo/EUPATH_0022022,Parakeets,29,pericos,Peru_household,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,Parakeet,,value,
http://purl.obolibrary.org/obo/EUPATH_0022023,Parrots,30,loros,Peru_household,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,Parrots,,value,
http://purl.obolibrary.org/obo/EUPATH_0022025,Pigs,31,chancho,Peru_household,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,Pigs,,value,
http://purl.obolibrary.org/obo/EUPATH_0022026,Rabbits,32,conejo,Peru_household,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,Rabbits,,value,
http://purl.obolibrary.org/obo/ENVO_01000577,Radio,15,radio,Peru_household,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,Radio,,value,
http://purl.obolibrary.org/obo/ENVO_01000583,Refrigerator,16,refrigeradora,Peru_household,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,Refrigerator,,value,
http://purl.obolibrary.org/obo/EUPATH_0022019,Roosters,33,gallos,Peru_household,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,Roosters,,value,
http://purl.obolibrary.org/obo/ENVO_01000588,Sofa,17,sillon,Peru_household,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,Couch,,value,
http://purl.obolibrary.org/obo/EUPATH_0022014,Stereo,18,Min,Peru_household,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,Stereo,,value,
http://purl.obolibrary.org/obo/ENVO_01000584,Table,19,mesa,Peru_household,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,Table,,value,
http://purl.obolibrary.org/obo/ENVO_01000580,Telephone (mobile or non-mobile),20,telefono,Peru_household,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,Telephone,,value,
http://purl.obolibrary.org/obo/EUPATH_0022020,Turkeys,34,pavo,Peru_household,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,Turkeys,,value,
http://purl.obolibrary.org/obo/EUPATH_0022029,Turtles,35,tortuga,Peru_household,,Household,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,Turtle,,value,
http://purl.obolibrary.org/obo/EUPATH_0000379,Common room count,8,cuacom,Peru_household,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,Number of common rooms,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000380,Covered area (m2),5,areate,Peru_household,Area of lot with roof coverage,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,Total roofed area (square meters),,variable,
http://purl.obolibrary.org/obo/EUPATH_0022002,External wall material,3,pared_ext,Peru_household,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,External wall material,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000006,Floor material,1,piso,Peru_household,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,Floor material,,variable,
http://purl.obolibrary.org/obo/EUPATH_0022003,Internal wall material,2,parotr | pared_int,Peru_household,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,Internal wall material,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000381,Kitchen location,7,coci,Peru_household,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,Kitchen type,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000003,Roof material,4,techo,Peru_household,,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,Roof material,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000201,Sleeping places count,10,numcam,Peru_household,Number of beds that people sleep in,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,Number of beds in hh,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000025,Sleeping rooms in dwelling,9,cuardor,Peru_household,Number of rooms that people sleep in,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,Number of bedrooms,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000382,Total area (m2),6,areatotal,Peru_household,Total area of lot,Household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,Total area (square meters),,variable,
http://purl.obolibrary.org/obo/EUPATH_0000023,Cooking fuel,,combus,Peru_household,,Household,Dwelling facilities,http://purl.obolibrary.org/obo/EUPATH_0000302,Cookfuel,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000368,Garbage disposal,,basu,Peru_household,,Household,Dwelling facilities,http://purl.obolibrary.org/obo/EUPATH_0000302,Waste disposal,,variable,
http://purl.obolibrary.org/obo/EUPATH_0022039,Other garbage disposal,,basuotr,Peru_household,,Household,Dwelling facilities,http://purl.obolibrary.org/obo/EUPATH_0000302,Other waste disposal,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000596,Waste disposal,,,,,Household,Dwelling facilities,http://purl.obolibrary.org/obo/EUPATH_0000302,,,category,
http://purl.obolibrary.org/obo/ENVO_00000004,Country,,country,,,Household,Geographic location,http://purl.obolibrary.org/obo/GAZ_00000448,,,"variable, derived",
http://purl.obolibrary.org/obo/EUPATH_0022001,Settlement,2,comunidad,Peru_household,,Household,Geographic location,http://purl.obolibrary.org/obo/GAZ_00000448,Community,,variable,
http://purl.obolibrary.org/obo/EUPATH_0021094,Study site,1,comun,Peru_household,,Household,Geographic location,http://purl.obolibrary.org/obo/GAZ_00000448,Study site,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,,,,,Household,Household,http://purl.obolibrary.org/obo/PCO_0000024,,,category,
http://purl.obolibrary.org/obo/EUPATH_0000302,Dwelling facilities,,,,,Household,Household,http://purl.obolibrary.org/obo/PCO_0000024,,,category,
http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,,,,,Household,Household,http://purl.obolibrary.org/obo/PCO_0000024,,,category,
http://purl.obolibrary.org/obo/EUPATH_0021085,Household data collection date,,fec_enrol,Peru_household,,Household,Household,http://purl.obolibrary.org/obo/PCO_0000024,Date of enrollment,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,,,,,Household,Household,http://purl.obolibrary.org/obo/PCO_0000024,,,category,
http://purl.obolibrary.org/obo/EUPATH_0000731,Household water,,,,,Household,Household,http://purl.obolibrary.org/obo/PCO_0000024,,,category,
http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,,,,,Household,Household,http://purl.obolibrary.org/obo/PCO_0000024,,,category,
http://purl.obolibrary.org/obo/EUPATH_0000389,Bednet material,2,matmos,Peru_household,,Household,Household vector intervention,http://purl.obolibrary.org/obo/EUPATH_0000341,Mosquito net material (other) | Mosquito net material,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000391,Bednet treater,4,imprmo,Peru_household,,Household,Household vector intervention,http://purl.obolibrary.org/obo/EUPATH_0000341,Who treated mosquito net,,variable,
http://purl.obolibrary.org/obo/EUPATH_0022004,Beds with bednets count,1,cammos,Peru_household,,Household,Household vector intervention,http://purl.obolibrary.org/obo/EUPATH_0000341,Number of beds with mosquito net,,variable,
http://purl.obolibrary.org/obo/EUPATH_0022064,Last bednet treatment,3,ultimpr,Peru_household,,Household,Household vector intervention,http://purl.obolibrary.org/obo/EUPATH_0000341,Last treatment of mosquito net,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000390,Last fumigation date,5,fumi,Peru_household,,Household,Household vector intervention,http://purl.obolibrary.org/obo/EUPATH_0000341,Date of last fumigation,,variable,
http://purl.obolibrary.org/obo/EUPATH_0022063,Potable water,,aguua,Peru_household,Potable water,Household,Household water,http://purl.obolibrary.org/obo/EUPATH_0000731,Potable water,,variable,
http://purl.obolibrary.org/obo/EUPATH_0021093,Water source,,fueagu,Peru_household,,Household,Household water,http://purl.obolibrary.org/obo/EUPATH_0000731,Source of water,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,,,,,Household,Socioeconomic factors,http://purl.obolibrary.org/obo/EUPATH_0000304,,,multifilter,
http://purl.obolibrary.org/obo/EUPATH_0000383,Home ownership,,tencas,Peru_household,,Household,Socioeconomic factors,http://purl.obolibrary.org/obo/EUPATH_0000304,House ownership,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000335,Human waste facilities,,excre,Peru_household,,Household,Waste disposal,http://purl.obolibrary.org/obo/EUPATH_0000596,Toilet type,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000738,Observation,,,,,Observation,,http://www.w3.org/2002/07/owl#Thing,,,category,
http://purl.obolibrary.org/obo/EUPATH_0022052,Contact with malaria,,contactomalaria,Peru_F2,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,Contact with malaria,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,,,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,category,
http://purl.obolibrary.org/obo/EUPATH_0042002,Obstetrics,,,,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,category,
http://purl.obolibrary.org/obo/OGMS_0000083,Physical examination,,,,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,category,
http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,,,,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,category,
http://purl.obolibrary.org/obo/EUPATH_0000340,Travel details,,,,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,category,
http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,,,,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,category,
http://purl.obolibrary.org/obo/EUPATH_0004991,Observation date,,dd | mm | aa,Peru_F2,,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,Year | Day of month | Month of year,,"variable, derived",
http://purl.obolibrary.org/obo/EUPATH_0022053,Present at visit,,presencia,Peru_F2,Participant was available at the weekly visit,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,Present at time of hh visit,,variable,
http://purl.obolibrary.org/obo/UBERON_0009097,Pregnant,,gestante,Peru_individual,,Observation,Obstetrics,http://purl.obolibrary.org/obo/EUPATH_0042002,Pregnant,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000110,Temperature (C),,temperatura,Peru_F2,,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,Temperature,,variable,
http://purl.obolibrary.org/obo/EUPATH_0020002,Other medical complaint,13,otros_sintomas,Peru_F2,,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,Other symptoms,,variable,
http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms,,,,,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,,,multifilter,
http://purl.obolibrary.org/obo/HP_0002027,Abdominal pain,1,dolorabdominal,Peru_F2,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,Abdominal pain,,value,
http://purl.obolibrary.org/obo/SYMP_0000523,Anorexia,2,anorexia,Peru_F2,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,Loss of appetite,,value,
http://purl.obolibrary.org/obo/HP_0003418,Back pain,3,dolordeespalda,Peru_F2,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,Back pain,,value,
http://purl.obolibrary.org/obo/SYMP_0019174,Chills,4,escalofrios,Peru_F2,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,Chills,,value,
http://purl.obolibrary.org/obo/SYMP_0000614,Cough,5,tos,Peru_F2,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,Cough,,value,
http://purl.obolibrary.org/obo/HP_0002014,Diarrhea,6,diarrea,Peru_F2,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,Diarrhea,,value,DOID_13250
http://purl.obolibrary.org/obo/SYMP_0000610,Dizziness,7,mareos,Peru_F2,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,Dizziness,,value,
http://purl.obolibrary.org/obo/HP_0002315,Headache,9,dolordecabeza,Peru_F2,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,Headache,,value,
http://purl.obolibrary.org/obo/HP_0002018,Nausea,10,nauseas,Peru_F2,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,Nausea,,value,
http://purl.obolibrary.org/obo/DOID_0050486,Rash,11,rasherupcion,Peru_F2,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,Rash,,value,
http://purl.obolibrary.org/obo/EUPATH_0000100,Subjective fever,8,fiebre,Peru_F2,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,Fever,,value,
http://purl.obolibrary.org/obo/HP_0002013,Vomiting,12,vomitos,Peru_F2,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,Vomiting,,value,
http://purl.obolibrary.org/obo/EUPATH_0022056,2nd most recent travel,2,lug_vje2,Peru_F2,Place visited second most recently and method of getting there. Collected at every observation.,Observation,Travel details,http://purl.obolibrary.org/obo/EUPATH_0000340,Place of travel 2,,variable,
http://purl.obolibrary.org/obo/EUPATH_0022035,2nd most recent trip length (days),8,durviaje2,Peru_individual,Collected only at the first observation,Observation,Travel details,http://purl.obolibrary.org/obo/EUPATH_0000340,Number of days trip 2,,variable,
http://purl.obolibrary.org/obo/EUPATH_0022036,3rd most recent trip length (days),10,durviaje3,Peru_individual,Collected only at the first observation,Observation,Travel details,http://purl.obolibrary.org/obo/EUPATH_0000340,Number of days trip 3,,variable,
http://purl.obolibrary.org/obo/EUPATH_0022037,4th most recent trip length (days),12,durviaje4,Peru_individual,Collected only at the first observation,Observation,Travel details,http://purl.obolibrary.org/obo/EUPATH_0000340,Number of days trip 4,,variable,
http://purl.obolibrary.org/obo/EUPATH_0022055,Most recent travel,1,lug_vje1,Peru_F2,Place visted most recently and method of getting there. Collected at every observation,Observation,Travel details,http://purl.obolibrary.org/obo/EUPATH_0000340,Place of travel 1,,variable,
http://purl.obolibrary.org/obo/EUPATH_0022034,Most recent trip length (days),6,durviaje1,Peru_individual,Collected only at the first observation,Observation,Travel details,http://purl.obolibrary.org/obo/EUPATH_0000340,Number of days trip 1,,variable,
http://purl.obolibrary.org/obo/EUPATH_0022038,River traveled on most recent trip,4,naveviaje1 | viaotro1,Peru_individual,Collected only at the first observation. No rivers were traveled on for second to fourth most recent trips.,Observation,Travel details,http://purl.obolibrary.org/obo/EUPATH_0000340,Rivers traveled for trip 1 | Other river (specify),,variable,
http://purl.obolibrary.org/obo/EUPATH_0022042,Settlement visited on 2nd most recent trip,7,comotr2 | lugcom2,Peru_individual,Collected only at the first observation,Observation,Travel details,http://purl.obolibrary.org/obo/EUPATH_0000340,Other community (specify) | Place/community trip 2 (code),,variable,
http://purl.obolibrary.org/obo/EUPATH_0022044,Settlement visited on 3rd most recent trip,9,lugcom3 | comotr3,Peru_individual,Collected only at the first observation,Observation,Travel details,http://purl.obolibrary.org/obo/EUPATH_0000340,Other community (specify) | Place/community trip 3 (code),,variable,
http://purl.obolibrary.org/obo/EUPATH_0022046,Settlement visited on 4th most recent trip,11,comotr4 | lugcom4,Peru_individual,Collected only at the first observation,Observation,Travel details,http://purl.obolibrary.org/obo/EUPATH_0000340,Place/community trip 4 (code),,variable,
http://purl.obolibrary.org/obo/EUPATH_0022040,Settlement visited on most recent trip,5,comotr1 | lugcom1,Peru_individual,Collected only at the first observation,Observation,Travel details,http://purl.obolibrary.org/obo/EUPATH_0000340,Other community (specify) | Place/community trip 1 (code),,variable,
http://purl.obolibrary.org/obo/EUPATH_0000387,Traveled in last month,3,viaultimes,Peru_individual,Traveled more than 10 km away from the community in the last month. Collected only at the first observation.,Observation,Travel details,http://purl.obolibrary.org/obo/EUPATH_0000340,Past month traveled further than 10 km from community,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000058,Antimalarial medication,2,medicamento2 | medicamento3,Peru_F2,,Observation,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,Type medication,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000410,Took antimalarial medication,1,medicamento1,Peru_F2,,Observation,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,Take medication,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,,,Participant,,http://www.w3.org/2002/07/owl#Thing,,,category,
http://purl.obolibrary.org/obo/EUPATH_0000375,Plan to move,,mud,Peru_individual,,Participant,Administrative information,http://purl.obolibrary.org/obo/EUPATH_0010035,Plan to move within 2 years,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000348,Lifetime Plasmodium falciparum infections (count),1,malfal,Peru_individual,,Participant,Clinical history,http://purl.obolibrary.org/obo/OGMS_0000015,Lifetime episodes malaria falciparum,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000346,Lifetime Plasmodium vivax infections (count),3,malviv,Peru_individual,,Participant,Clinical history,http://purl.obolibrary.org/obo/OGMS_0000015,Lifetime episodes malaria vivax,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000349,Plasmodium falciparum infections last year,2,malfalano,Peru_individual,,Participant,Clinical history,http://purl.obolibrary.org/obo/OGMS_0000015,Past year episodes malaria falciparum,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000347,Plasmodium vivax infections last year,4,malvivano,Peru_individual,,Participant,Clinical history,http://purl.obolibrary.org/obo/OGMS_0000015,Past year episodes malaria vivax,,variable,
http://purl.obolibrary.org/obo/EUPATH_0022031,Traveled in the 2 weeks before 2nd most recent malaria episode,6,viaantenf2,Peru_individual,,Participant,Clinical history,http://purl.obolibrary.org/obo/OGMS_0000015,Travel in the 2 weeks before penultimate malaria episode,,variable,
http://purl.obolibrary.org/obo/EUPATH_0022032,Traveled in the 2 weeks before 3rd most recent malaria episode,7,viaantenf3,Peru_individual,,Participant,Clinical history,http://purl.obolibrary.org/obo/OGMS_0000015,Travel in the 2 weeks before third most recent malaria episode,,variable,
http://purl.obolibrary.org/obo/EUPATH_0022033,Traveled in the 2 weeks before 4th most recent malaria episode,8,viaantenf4,Peru_individual,,Participant,Clinical history,http://purl.obolibrary.org/obo/OGMS_0000015,Travel in the 2 weeks before fourth most recent malaria episode,,variable,
http://purl.obolibrary.org/obo/EUPATH_0022030,Traveled in the 2 weeks before most recent malaria episode,5,viaantenf1,Peru_individual,,Participant,Clinical history,http://purl.obolibrary.org/obo/OGMS_0000015,Travel in the 2 weeks before most recent malaria episode,,variable,
http://www.ebi.ac.uk/efo/EFO_0004950,Birth date,,fec_naci,Peru_individual,,Participant,Demographics,http://purl.obolibrary.org/obo/EUPATH_0010981,Date of birth,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000345,Education level,,instruc,Peru_individual,,Participant,Demographics,http://purl.obolibrary.org/obo/EUPATH_0010981,Education level,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000374,Marital status,,estciv,Peru_individual,,Participant,Demographics,http://purl.obolibrary.org/obo/EUPATH_0010981,Marital status,,variable,
http://purl.obolibrary.org/obo/PATO_0000047,Sex,,sexo,Peru_individual,,Participant,Demographics,http://purl.obolibrary.org/obo/EUPATH_0010981,Sex,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000358,Additional job in the past month,9,otrlab,Peru_individual,Other economic activity in the last month (secondary activity),Participant,Employment,http://purl.obolibrary.org/obo/EUPATH_0000342,Other job past month,,variable,
http://purl.obolibrary.org/obo/APOLLO_SV_00000570,Employment status,1,trabaj,Peru_individual,,Participant,Employment,http://purl.obolibrary.org/obo/EUPATH_0000342,Employment status,,variable,EUPATH_0022047
http://purl.obolibrary.org/obo/EUPATH_0000359,Occupation,2,traprin,Peru_individual,Primary economic activity,Participant,Employment,http://purl.obolibrary.org/obo/EUPATH_0000342,Main occupation category,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000350,Primary occupation (days/week),4,diassemp,Peru_individual,,Participant,Employment,http://purl.obolibrary.org/obo/EUPATH_0000342,Days work per week main occupation,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000366,Primary occupation (hrs/day),5,hordiap,Peru_individual,,Participant,Employment,http://purl.obolibrary.org/obo/EUPATH_0000342,Hours work per day main occupation,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000360,Primary occupation payment frequency,8,frepagp,Peru_individual,,Participant,Employment,http://purl.obolibrary.org/obo/EUPATH_0000342,Frequency of pay main occupation,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000364,Primary occupation salary (sols),7,cantip,Peru_individual,,Participant,Employment,http://purl.obolibrary.org/obo/EUPATH_0000342,Amount of pay main occupation,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000362,Receive payment for primary occupation,6,recpagp,Peru_individual,,Participant,Employment,http://purl.obolibrary.org/obo/EUPATH_0000342,Receive pay main occupation,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000363,Receive payment for secondary occupation,14,recpagl,Peru_individual,,Participant,Employment,http://purl.obolibrary.org/obo/EUPATH_0000342,Receive pay other job,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000355,Secondary occupation,10,lab,Peru_individual,Secondary economic activity,Participant,Employment,http://purl.obolibrary.org/obo/EUPATH_0000342,Other job category,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000351,Secondary occupation (days/week),12,diasseml,Peru_individual,,Participant,Employment,http://purl.obolibrary.org/obo/EUPATH_0000342,Days work other job per week,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000367,Secondary occupation (hrs/day),13,hordial,Peru_individual,,Participant,Employment,http://purl.obolibrary.org/obo/EUPATH_0000342,Hours work other job per day,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000361,Secondary occupation payment frequency,16,frepagl,Peru_individual,,Participant,Employment,http://purl.obolibrary.org/obo/EUPATH_0000342,Frequency of pay other job,,variable,
http://purl.obolibrary.org/obo/EUPATH_0000365,Secondary occupation salary (sols),15,cantil,Peru_individual,,Participant,Employment,http://purl.obolibrary.org/obo/EUPATH_0000342,Amount of pay other job,,variable,
http://purl.obolibrary.org/obo/EUPATH_0022048,Years at main occupation,3,tieanop,Peru_individual,,Participant,Employment,http://purl.obolibrary.org/obo/EUPATH_0000342,Time in main occupation (years),,variable,
http://purl.obolibrary.org/obo/EUPATH_0022049,Years at secondary occupation,11,tieanol,Peru_individual,,Participant,Employment,http://purl.obolibrary.org/obo/EUPATH_0000342,Time in other job (years),,variable,
http://purl.obolibrary.org/obo/EUPATH_0000376,Relationship to household head,,reljefam,Peru_individual,,Participant,Individuals related to participant,http://purl.obolibrary.org/obo/EUPATH_0010037,Relationship to head of household,,variable,
http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,,,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,category,
http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,,,,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,category,
http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,,,,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,category,
http://purl.obolibrary.org/obo/EUPATH_0000342,Employment,,,,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,category,
http://purl.obolibrary.org/obo/EUPATH_0010037,Individuals related to participant,,,,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,category,
http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details,,,,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,category,
