colOrder,variable,dataFile,keepDiscard,definition,category,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,uniqueVar,dataSet,variable_dataFile,type,example,dateTime,formatCode,values,uniqueValueCount,percentMissing,flag
11,method,t0 ento larval habitat data 20231010,keep,,,Method,Method,,,,Method,t0 ento larval habitat data 20231010::method,T0,Method,chr,Dip/Swipe,NA,NA,", CBR, CDC, CLAYPOT, Dip/Swipe, PROKOPACK",5,0.994186924,NA
12,season,t0 ento larval habitat data 20231010,keep,,,Season,Season,,,,Season,t0 ento larval habitat data 20231010::season,T0,Season,chr,Dry,NA,NA,", Dry, IN, OUT",3,0.994186924,NA
13,weather,t0 ento larval habitat data 20231010,keep,,,Weather,Weather,,,,Weather,t0 ento larval habitat data 20231010::weather,T0,Weather,chr,Sunny,NA,NA,", Sunny",1,0.995847803,NA
24,livestock,t0 ento larval habitat data 20231010,keep,,,Livestock,Livestock,,,,Livestock,t0 ento larval habitat data 20231010::livestock,T0,Livestock,chr,Present,NA,NA,", Absent, Present",2,0.995847803,NA
27,genera,t0 ento larval habitat data 20231010,keep,,,Genera,Genera,,,,Genera,t0 ento larval habitat data 20231010::genera,T0,Genera,chr,Culex,NA,NA,", Anopheles, Culex",2,0.999547033,NA
30,comment,t0 ento larval habitat data 20231010,keep,,,Comment,Comment,,,,Comment,t0 ento larval habitat data 20231010::comment,T0,Comment,chr,"Breeding site was dry, No sampling done",NA,NA,", An. gambiae, Breeding site was dry, No sampling done",2,0.997735165,NA
2,collection_date,t0 ento adult data 20231010,keep,,,Collection Date,Collection Date,,,,Collection Date,t0 ento adult data 20231010::collection_date,T0,Collection_Date,chr,15/05/2022,date?,%d/%m/%Y,>10 unique values,62,0.955746167,NA
5,village,t0 ento adult data 20231010,keep,,,Village,Village,,,,Village,t0 ento adult data 20231010::village,T0,Village,chr,Bukongo,NA,NA,", Bukongo",1,0.955746167,NA
11,household_id,t0 ento adult data 20231010,discard,,,Household_ID,Household_ID,,,,Household_ID,t0 ento adult data 20231010::household_id,T0,Household_ID,chr,BUKKAT4,NA,NA,>10 unique values,24,0.955746167,NA
1,x...mosquito_id,t0 ento adult data 20231010,discard,,,NA,NA,,,,NA,t0 ento adult data 20231010::x...mosquito_id,T0,X...Mosquito_ID,chr,BUKKAT1,NA,NA,>10 unique values,583,0.955746167,NA
6,sub.village,t0 ento adult data 20231010,keep,,,NA,NA,,,,NA,t0 ento adult data 20231010::sub.village,T0,Sub.village,chr,Bukongo Kati,NA,NA,", Bukongo Kati, Kasaru A",2,0.955746167,duplicated variable
7,nearest.health.facility,t0 ento adult data 20231010,keep,,,NA,NA,,,,NA,t0 ento adult data 20231010::nearest.health.facility,T0,Nearest.Health.Facility,chr,Nansio Hospital,NA,NA,", Nansio Hospital",1,0.955746167,NA
8,trap.type,t0 ento adult data 20231010,keep,,,NA,NA,,,,NA,t0 ento adult data 20231010::trap.type,T0,Trap.type,chr,CDC,NA,NA,", CDC",1,0.955746167,NA
9,trap.location,t0 ento adult data 20231010,keep,,,NA,NA,,,,NA,t0 ento adult data 20231010::trap.location,T0,Trap.location,chr,IN,NA,NA,", IN",1,0.955746167,NA
10,gps.coordinates,t0 ento adult data 20231010,discard,,,NA,NA,,,,NA,t0 ento adult data 20231010::gps.coordinates,T0,GPS.Coordinates,chr,2.08697 33.084743723,NA,NA,>10 unique values,24,0.955746167,NA
12,owner.s.name,t0 ento adult data 20231010,discard,,,NA,NA,,,,NA,t0 ento adult data 20231010::owner.s.name,T0,Owner.s.name,chr,CLEOPHANCE ZANAKI,NA,NA,>10 unique values,24,0.955746167,NA
13,family.members,t0 ento adult data 20231010,keep,,,NA,NA,,,,NA,t0 ento adult data 20231010::family.members,T0,Family.members,int,6,NA,NA,2 to 8,7,0.955746167,NA
14,bednet.usage,t0 ento adult data 20231010,keep,,,NA,NA,,,,NA,t0 ento adult data 20231010::bednet.usage,T0,Bednet.Usage,chr,Treated Bednet,NA,NA,", Treated Bednet, Untreated Bednet",2,0.955746167,NA
15,house.type,t0 ento adult data 20231010,keep,,,NA,NA,,,,NA,t0 ento adult data 20231010::house.type,T0,House.Type,chr,Brick walls + corrugated roof,NA,NA,", Brick walls + corrugated roof, Brick walls+concrete blocks + corrugated roof, Concrete blocks + corrugated roof, mud blocks + corrugated roof",4,0.955746167,NA
16,wall.surface,t0 ento adult data 20231010,keep,,,NA,NA,,,,NA,t0 ento adult data 20231010::wall.surface,T0,Wall.Surface,chr,WHITE WASH,NA,NA,", BURNT BRICK, BURNT BRICK+CEMENT, CEMENT, MUD, PAINT, WHITE WASH, WHITE WASH+MUD",7,0.955746167,NA
17,eaves.y.n,t0 ento adult data 20231010,keep,,,NA,NA,,,,NA,t0 ento adult data 20231010::eaves.y.n,T0,Eaves.Y.N,chr,N,NA,NA,", N, Y",2,0.955746167,NA
18,morphological.id,t0 ento adult data 20231010,keep,,,NA,NA,,,,NA,t0 ento adult data 20231010::morphological.id,T0,Morphological.ID,chr,An. gambiae,NA,NA,", An. coustani, An. funestus, An. gambiae, An. pharoensis, An. rufipes",5,0.954076211,NA
19,abdominal.status,t0 ento adult data 20231010,keep,,,NA,NA,,,,NA,t0 ento adult data 20231010::abdominal.status,T0,Abdominal.status,chr,Unfed,NA,NA,", Fed, Gravid, Half Gravid, Unfed",4,0.954076211,NA
20,molecular.id.pcr,t0 ento adult data 20231010,keep,,,NA,NA,,,,NA,t0 ento adult data 20231010::molecular.id.pcr,T0,Molecular.ID.PCR,chr,An. funestus s.s.,NA,NA,", An. arabiensis, An. funestus s.s., An. gambiae s.s., An. parensis, Negative, NA",5,0.974039775,NA
21,csp.elisa,t0 ento adult data 20231010,keep,,,NA,NA,,,,NA,t0 ento adult data 20231010::csp.elisa,T0,CSP.ELISA,chr,Negative,NA,NA,", Negative, Positive, NA",2,0.974039775,NA
22,blood..h.c.g.d.,t0 ento adult data 20231010,keep,,,NA,NA,,,,NA,t0 ento adult data 20231010::blood..h.c.g.d.,T0,Blood..H.C.G.D.,chr,Negative,NA,NA,", C,G, G, H, H,D, Negative, NA",5,0.974039775,NA
5,position.of.nto,t0 ento larval habitat data 20231010,keep,,,NA,NA,,,,NA,t0 ento larval habitat data 20231010::position.of.nto,T0,Position.of.NTO,chr,A01,NA,NA,>10 unique values,47,0.996451759,NA
6,nature.of.habitat,t0 ento larval habitat data 20231010,keep,,,NA,NA,,,,NA,t0 ento larval habitat data 20231010::nature.of.habitat,T0,Nature.of.Habitat,chr,Permanent,NA,NA,", Permanent, Temporary",2,0.995847803,NA
9,cell.ward,t0 ento larval habitat data 20231010,keep,,,NA,NA,,,,NA,t0 ento larval habitat data 20231010::cell.ward,T0,Cell.Ward,chr,Bukongo,NA,NA,", Bukongo",1,0.995847803,NA
10,sub.village,t0 ento larval habitat data 20231010,keep,,,NA,NA,,,,NA,t0 ento larval habitat data 20231010::sub.village,T0,Sub.Village,chr,Kasaru-A,NA,NA,", Bukongo Kati, Ibuga B, Kanyaga C, Kasaru-A",4,0.994186924,duplicated variable
14,agricultural.status,t0 ento larval habitat data 20231010,keep,,,NA,NA,,,,NA,t0 ento larval habitat data 20231010::agricultural.status,T0,Agricultural.Status,chr,Sweet Potato Cultivation,NA,NA,>10 unique values,13,0.995847803,NA
15,habitat.gps.coordinates,t0 ento larval habitat data 20231010,discard,,,NA,NA,,,,NA,t0 ento larval habitat data 20231010::habitat.gps.coordinates,T0,Habitat.GPS.Coordinates,chr,"033.0874387, -2.0938190",NA,NA,>10 unique values,15,0.995847803,NA
16,habitat.type,t0 ento larval habitat data 20231010,keep,,,NA,NA,,,,NA,t0 ento larval habitat data 20231010::habitat.type,T0,Habitat.Type,chr,Paddy field,NA,NA,", Paddy field, Pond, Raised Bed Agriculture, Roadside ditch, Stream",5,0.995847803,NA
17,habitat.parameter,t0 ento larval habitat data 20231010,keep,,,NA,NA,,,,NA,t0 ento larval habitat data 20231010::habitat.parameter,T0,Habitat.Parameter,chr,> 5m,NA,NA,", 1-5m, > 5m",2,0.995847803,NA
18,length..m.,t0 ento larval habitat data 20231010,keep,,,NA,NA,,,,NA,t0 ento larval habitat data 20231010::length..m.,T0,Length..m.,int,28,NA,NA,5 to 60,7,0.995847803,NA
19,width..m.,t0 ento larval habitat data 20231010,keep,,,NA,NA,,,,NA,t0 ento larval habitat data 20231010::width..m.,T0,Width..m.,int,15,NA,NA,1 to 40,11,0.995847803,NA
20,number.scoops...swipes,t0 ento larval habitat data 20231010,keep,,,NA,NA,,,,NA,t0 ento larval habitat data 20231010::number.scoops...swipes,T0,Number.scoops...swipes,int,6,NA,NA,4 to 6,2,0.995847803,NA
21,vegetation.type,t0 ento larval habitat data 20231010,keep,,,NA,NA,,,,NA,t0 ento larval habitat data 20231010::vegetation.type,T0,Vegetation.Type,chr,Short grasses,NA,NA,", Short grasses",1,0.995923298,NA
22,distance.to.house..m.,t0 ento larval habitat data 20231010,keep,,,NA,NA,,,,NA,t0 ento larval habitat data 20231010::distance.to.house..m.,T0,Distance.to.house..m.,chr,5,NA,NA,>10 unique values,10,0.995847803,NA
23,intervention.present,t0 ento larval habitat data 20231010,keep,,,NA,NA,,,,NA,t0 ento larval habitat data 20231010::intervention.present,T0,Intervention.Present,int,8,NA,NA,1 to 12,11,0.998339121,NA
25,macroinvertebrates.family,t0 ento larval habitat data 20231010,keep,,,NA,NA,,,,NA,t0 ento larval habitat data 20231010::macroinvertebrates.family,T0,Macroinvertebrates.Family,chr,Libellulidae,NA,NA,>10 unique values,12,0.996451759,NA
26,common.name,t0 ento larval habitat data 20231010,keep,,,NA,NA,,,,NA,t0 ento larval habitat data 20231010::common.name,T0,Common.name,chr,Dragon fly,NA,NA,>10 unique values,12,0.996451759,NA
28,life.stage,t0 ento larval habitat data 20231010,keep,,,NA,NA,,,,NA,t0 ento larval habitat data 20231010::life.stage,T0,Life.Stage,chr,Nymp,NA,NA,", Adult, Larvae, Nymp, Pupa",4,0.996451759,NA
29,number.quantity,t0 ento larval habitat data 20231010,keep,,,NA,NA,,,,NA,t0 ento larval habitat data 20231010::number.quantity,T0,Number.Quantity,int,1,NA,NA,1 to 1,1,0.996451759,NA
31,x,t0 ento larval habitat data 20231010,discard,,,NA,NA,,,,NA,t0 ento larval habitat data 20231010::x,T0,X,chr,Unfed,NA,NA,", Unfed",1,0.998339121,duplicated variable
32,x.1,t0 ento larval habitat data 20231010,discard,,,NA,NA,,,,NA,t0 ento larval habitat data 20231010::x.1,T0,X.1,lgl,NA,NA,NA,n/a,0,1,no data
33,x.2,t0 ento larval habitat data 20231010,discard,,,NA,NA,,,,NA,t0 ento larval habitat data 20231010::x.2,T0,X.2,lgl,NA,NA,NA,n/a,0,1,no data
34,x.3,t0 ento larval habitat data 20231010,discard,,,NA,NA,,,,NA,t0 ento larval habitat data 20231010::x.3,T0,X.3,lgl,NA,NA,NA,n/a,0,1,no data
35,x.4,t0 ento larval habitat data 20231010,discard,,,NA,NA,,,,NA,t0 ento larval habitat data 20231010::x.4,T0,X.4,lgl,NA,NA,NA,n/a,0,1,no data
36,x.5,t0 ento larval habitat data 20231010,discard,,,NA,NA,,,,NA,t0 ento larval habitat data 20231010::x.5,T0,X.5,lgl,NA,NA,NA,n/a,0,1,no data
1,x...island,t0 malaria cases in ukerewe health facilities vertical 20231011,keep,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x...island,T0,X...Island,chr,Main Island,NA,NA,"Bwiro, Irugwa, Kamasi, Kulazu, Kweru, Main Island, Sizu, Ukara",8,0,NA
2,village..catchment.area.,t0 malaria cases in ukerewe health facilities vertical 20231011,keep,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::village..catchment.area.,T0,Village..Catchment.area.,chr,Nansio,NA,NA,>10 unique values,11,0,NA
3,health.facility,t0 malaria cases in ukerewe health facilities vertical 20231011,keep,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::health.facility,T0,Health.Facility,chr,Nansio District Hospital,NA,NA,>10 unique values,11,0,NA
4,distance.from.nansio.hospital..km.,t0 malaria cases in ukerewe health facilities vertical 20231011,keep,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::distance.from.nansio.hospital..km.,T0,Distance.From.Nansio.Hospital..KM.,dbl,0,NA,NA,0 to 55.02,11,0,NA
9,age.group,t0 malaria cases in ukerewe health facilities vertical 20231011,keep,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::age.group,T0,Age.group,chr,>=5,NA,NA,"< 5, >=5",2,0,NA
10,total.tested,t0 malaria cases in ukerewe health facilities vertical 20231011,keep,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::total.tested,T0,Total.Tested,int,936,NA,NA,0 to 1036,155,0,NA
12,x,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x,T0,X,lgl,NA,NA,NA,n/a,0,1,no data
13,x.1,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.1,T0,X.1,lgl,NA,NA,NA,n/a,0,1,no data
14,x.2,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.2,T0,X.2,lgl,NA,NA,NA,n/a,0,1,no data
15,x.3,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.3,T0,X.3,lgl,NA,NA,NA,n/a,0,1,no data
16,x.4,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.4,T0,X.4,lgl,NA,NA,NA,n/a,0,1,no data
17,x.5,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.5,T0,X.5,lgl,NA,NA,NA,n/a,0,1,no data
18,x.6,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.6,T0,X.6,lgl,NA,NA,NA,n/a,0,1,no data
19,x.7,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.7,T0,X.7,lgl,NA,NA,NA,n/a,0,1,no data
20,x.8,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.8,T0,X.8,lgl,NA,NA,NA,n/a,0,1,no data
21,x.9,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.9,T0,X.9,lgl,NA,NA,NA,n/a,0,1,no data
22,x.10,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.10,T0,X.10,lgl,NA,NA,NA,n/a,0,1,no data
23,x.11,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.11,T0,X.11,lgl,NA,NA,NA,n/a,0,1,no data
24,x.12,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.12,T0,X.12,lgl,NA,NA,NA,n/a,0,1,no data
25,x.13,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.13,T0,X.13,lgl,NA,NA,NA,n/a,0,1,no data
26,x.14,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.14,T0,X.14,lgl,NA,NA,NA,n/a,0,1,no data
27,x.15,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.15,T0,X.15,lgl,NA,NA,NA,n/a,0,1,no data
28,x.16,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.16,T0,X.16,lgl,NA,NA,NA,n/a,0,1,no data
29,x.17,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.17,T0,X.17,lgl,NA,NA,NA,n/a,0,1,no data
30,x.18,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.18,T0,X.18,lgl,NA,NA,NA,n/a,0,1,no data
31,x.19,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.19,T0,X.19,lgl,NA,NA,NA,n/a,0,1,no data
32,x.20,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.20,T0,X.20,lgl,NA,NA,NA,n/a,0,1,no data
33,x.21,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.21,T0,X.21,lgl,NA,NA,NA,n/a,0,1,no data
34,x.22,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.22,T0,X.22,lgl,NA,NA,NA,n/a,0,1,no data
35,x.23,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.23,T0,X.23,lgl,NA,NA,NA,n/a,0,1,no data
36,x.24,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.24,T0,X.24,lgl,NA,NA,NA,n/a,0,1,no data
37,x.25,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.25,T0,X.25,lgl,NA,NA,NA,n/a,0,1,no data
38,x.26,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.26,T0,X.26,lgl,NA,NA,NA,n/a,0,1,no data
39,x.27,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.27,T0,X.27,lgl,NA,NA,NA,n/a,0,1,no data
40,x.28,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.28,T0,X.28,lgl,NA,NA,NA,n/a,0,1,no data
41,x.29,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.29,T0,X.29,lgl,NA,NA,NA,n/a,0,1,no data
42,x.30,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.30,T0,X.30,lgl,NA,NA,NA,n/a,0,1,no data
43,x.31,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.31,T0,X.31,lgl,NA,NA,NA,n/a,0,1,no data
44,x.32,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.32,T0,X.32,lgl,NA,NA,NA,n/a,0,1,no data
45,x.33,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.33,T0,X.33,lgl,NA,NA,NA,n/a,0,1,no data
46,x.34,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.34,T0,X.34,lgl,NA,NA,NA,n/a,0,1,no data
47,x.35,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.35,T0,X.35,lgl,NA,NA,NA,n/a,0,1,no data
48,x.36,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.36,T0,X.36,lgl,NA,NA,NA,n/a,0,1,no data
49,x.37,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.37,T0,X.37,lgl,NA,NA,NA,n/a,0,1,no data
50,x.38,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.38,T0,X.38,lgl,NA,NA,NA,n/a,0,1,no data
51,x.39,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.39,T0,X.39,lgl,NA,NA,NA,n/a,0,1,no data
52,x.40,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.40,T0,X.40,lgl,NA,NA,NA,n/a,0,1,no data
53,x.41,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.41,T0,X.41,lgl,NA,NA,NA,n/a,0,1,no data
54,x.42,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.42,T0,X.42,lgl,NA,NA,NA,n/a,0,1,no data
55,x.43,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.43,T0,X.43,lgl,NA,NA,NA,n/a,0,1,no data
56,x.44,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.44,T0,X.44,lgl,NA,NA,NA,n/a,0,1,no data
57,x.45,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.45,T0,X.45,lgl,NA,NA,NA,n/a,0,1,no data
58,x.46,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.46,T0,X.46,lgl,NA,NA,NA,n/a,0,1,no data
59,x.47,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.47,T0,X.47,lgl,NA,NA,NA,n/a,0,1,no data
60,x.48,t0 malaria cases in ukerewe health facilities vertical 20231011,discard,,,NA,NA,,,,NA,t0 malaria cases in ukerewe health facilities vertical 20231011::x.48,T0,X.48,lgl,NA,NA,NA,n/a,0,1,no data
