variable	variable2	values	mappedTerm
form02_long::antibiotics	form02_long::antibiotics	3	Don't know
form02_long::antibiotics	form02_long::antibiotics	NA	:::UNDEF:::
form02_long::baby1min	form02_long::baby1min	na	:::UNDEF:::
form02_long::baby5min	form02_long::baby5min	na	:::UNDEF:::
form02_long::bloodgroup1	form02_long::bloodgroup1	1	A
form02_long::bloodgroup1	form02_long::bloodgroup1	2	B
form02_long::bloodgroup1	form02_long::bloodgroup1	3	AB
form02_long::bloodgroup1	form02_long::bloodgroup1	4	O
form02_long::bloodgroup1	form02_long::bloodgroup1	5	Don't know
form02_long::bloodgroup1	form02_long::bloodgroup1	Not	:::UNDEF:::
form02_long::breech	form02_long::breech	missing	:::UNDEF:::
form02_long::cardiacdisease	form02_long::cardiacdisease	1	Yes
form02_long::cardiacdisease	form02_long::cardiacdisease	2	No
form02_long::cardiacdisease	form02_long::cardiacdisease	3	Don't know
form02_long::cardiacdisease	form02_long::cardiacdisease	NA	:::UNDEF:::
form02_long::chorioamnionitis	form02_long::chorioamnionitis	1	Yes
form02_long::chorioamnionitis	form02_long::chorioamnionitis	2	No
form02_long::chorioamnionitis	form02_long::chorioamnionitis	3	Don't know
form02_long::chorioamnionitis	form02_long::chorioamnionitis	NA	:::UNDEF:::
form02_long::chronichypertension	form02_long::chronichypertension	missing	:::UNDEF:::
form02_long::cordprolapse	form02_long::cordprolapse	1	Yes
form02_long::cordprolapse	form02_long::cordprolapse	2	No
form02_long::cordprolapse	form02_long::cordprolapse	3	Don't know
form02_long::cordprolapse	form02_long::cordprolapse	NA	:::UNDEF:::
form02_long::cordprolapse1	form02_long::cordprolapse1	missing	:::UNDEF:::
form02_long::csection	form02_long::csection	1	Yes
form02_long::csection	form02_long::csection	2	No
form02_long::csection	form02_long::csection	3	Don't know
form02_long::csection	form02_long::csection	NA	:::UNDEF:::
form02_long::deliveryattendant	form02_long::deliveryattendant	1	Nurse or midwife
form02_long::deliveryattendant	form02_long::deliveryattendant	2	Physician
form02_long::deliveryattendant	form02_long::deliveryattendant	3	Students (medical or midwifery)
form02_long::deliveryattendant	form02_long::deliveryattendant	4	Resident
form02_long::deliveryattendant	form02_long::deliveryattendant	5	Intern
form02_long::deliveryattendant	form02_long::deliveryattendant	6	Traditional birth attendant
form02_long::deliveryattendant	form02_long::deliveryattendant	7	Other or don't know
form02_long::deliveryattendant	form02_long::deliveryattendant	NA	:::UNDEF:::
form02_long::deliverymode	form02_long::deliverymode	1	Spontaneous vaginal delivery (SVD)
form02_long::deliverymode	form02_long::deliverymode	2	Forceps
form02_long::deliverymode	form02_long::deliverymode	3	Vacuum
form02_long::deliverymode	form02_long::deliverymode	4	Assisted breech
form02_long::deliverymode	form02_long::deliverymode	5	C-section
form02_long::deliverymode	form02_long::deliverymode	6	Don't know
form02_long::deliverymode	form02_long::deliverymode	NA	:::UNDEF:::
form02_long::dexamethasonegivenforfetallungmaturation	form02_long::dexamethasonegivenforfetallungmaturation	1	Yes
form02_long::dexamethasonegivenforfetallungmaturation	form02_long::dexamethasonegivenforfetallungmaturation	2	No
form02_long::dexamethasonegivenforfetallungmaturation	form02_long::dexamethasonegivenforfetallungmaturation	3	Don't know
form02_long::dexamethasonegivenforfetallungmaturation	form02_long::dexamethasonegivenforfetallungmaturation	NA	:::UNDEF:::
form02_long::diabetesmellitus	form02_long::diabetesmellitus	1	Yes
form02_long::diabetesmellitus	form02_long::diabetesmellitus	2	No
form02_long::diabetesmellitus	form02_long::diabetesmellitus	3	Don't know
form02_long::diabetesmellitus	form02_long::diabetesmellitus	NA	:::UNDEF:::
form02_long::diazepam	form02_long::diazepam	1	Yes
form02_long::diazepam	form02_long::diazepam	2	No
form02_long::diazepam	form02_long::diazepam	3	Don't know
form02_long::diazepam	form02_long::diazepam	NA	:::UNDEF:::
form02_long::diddeliveryoccurduring	form02_long::diddeliveryoccurduring	1	Working hours (8 am - 5 pm weekdays)
form02_long::diddeliveryoccurduring	form02_long::diddeliveryoccurduring	2	Doctor duty hours (after 5 pm weekdays, holidays, weekends)
form02_long::diddeliveryoccurduring	form02_long::diddeliveryoccurduring	3	Don't know
form02_long::diddeliveryoccurduring	form02_long::diddeliveryoccurduring	NA	:::UNDEF:::
form02_long::dontknow	form02_long::dontknow	missing	:::UNDEF:::
form02_long::dontknow3	form02_long::dontknow3	missing	:::UNDEF:::
form02_long::dontknow3	form02_long::dontknow3	Missing	Missing
form02_long::dontknow3	form02_long::dontknow3	No	No
form02_long::dontknow3	form02_long::dontknow3	Yes	Yes
form02_long::durationofrupturemin	form02_long::durationofrupturemin	na	:::UNDEF:::
form02_long::durationofruptureofmembraneinhoursandminutes	form02_long::durationofruptureofmembraneinhoursandminutes	na	:::UNDEF:::
form02_long::eclampsia	form02_long::eclampsia	missing	:::UNDEF:::
form02_long::electivecesareansection	form02_long::electivecesareansection	missing	:::UNDEF:::
form02_long::fetaldistress	form02_long::fetaldistress	missing	:::UNDEF:::
form02_long::formaleducationofmother	form02_long::formaleducationofmother	1	None, not able to read or write
form02_long::formaleducationofmother	form02_long::formaleducationofmother	2	None, able to read and write
form02_long::formaleducationofmother	form02_long::formaleducationofmother	3	Primary school
form02_long::formaleducationofmother	form02_long::formaleducationofmother	4	Secondary school
form02_long::formaleducationofmother	form02_long::formaleducationofmother	5	Higher education
form02_long::formaleducationofmother	form02_long::formaleducationofmother	6	Don't know
form02_long::formaleducationofmother	form02_long::formaleducationofmother	NA	:::UNDEF:::
form02_long::historyoftuberculosis1	form02_long::historyoftuberculosis1	1	Yes
form02_long::historyoftuberculosis1	form02_long::historyoftuberculosis1	2	No
form02_long::historyoftuberculosis1	form02_long::historyoftuberculosis1	3	Not done or don't know
form02_long::historyoftuberculosis1	form02_long::historyoftuberculosis1	NA	:::UNDEF:::
form02_long::hivaidsserostatus1	form02_long::hivaidsserostatus1	1	Positive
form02_long::hivaidsserostatus1	form02_long::hivaidsserostatus1	2	Negative
form02_long::hivaidsserostatus1	form02_long::hivaidsserostatus1	3	Not done or don't know
form02_long::hivaidsserostatus1	form02_long::hivaidsserostatus1	na	:::UNDEF:::
form02_long::hrs	form02_long::hrs	na	:::UNDEF:::
form02_long::hypertensivedisordersofpregnancy	form02_long::hypertensivedisordersofpregnancy	1	Yes
form02_long::hypertensivedisordersofpregnancy	form02_long::hypertensivedisordersofpregnancy	2	No
form02_long::hypertensivedisordersofpregnancy	form02_long::hypertensivedisordersofpregnancy	3	Don't know
form02_long::hypertensivedisordersofpregnancy	form02_long::hypertensivedisordersofpregnancy	NA	:::UNDEF:::
form02_long::iffiest	form02_long::ifyes1	2	Hypothyroidism
form02_long::ifinduced	form02_long::ifinduced	1	Fetal distress
form02_long::ifinduced	form02_long::ifinduced	2	Intrauterine growth restriction (IUGR) or small for gestational age (SGA)
form02_long::ifinduced	form02_long::ifinduced	3	Preeclampsia or eclampsia
form02_long::ifinduced	form02_long::ifinduced	5	Other
form02_long::ifinduced	form02_long::ifinduced	NA	:::UNDEF:::
form02_long::iflaboroveralldurationinhoursandminutes	form02_long::iflaboroveralldurationinhoursandminutes	na	:::UNDEF:::
form02_long::ifotherspecify	form02_long::ifotherspecify	??? b/c to delaye the dabore	Delay labor
form02_long::ifotherspecify	form02_long::ifotherspecify	1mg ceftriaxcone stat & Hydralyzine	
form02_long::ifotherspecify	form02_long::ifotherspecify	A2T 300gm Bid For 2Mothes	
form02_long::ifotherspecify	form02_long::ifotherspecify	aidomete	
form02_long::ifotherspecify	form02_long::ifotherspecify	Aldomate	Methyldopa
form02_long::ifotherspecify	form02_long::ifotherspecify	Aldomet 500 mg & Nifidipine 20mg po BID	Methyldopa (500 mg), nifedipine (20 mg PO BID)
form02_long::ifotherspecify	form02_long::ifotherspecify	Aldomot, Hydralazine	Hydralazine, methyldopa
form02_long::ifotherspecify	form02_long::ifotherspecify	Alidomete 250mg pobld	
form02_long::ifotherspecify	form02_long::ifotherspecify	Amicillim amoxacillin,Erythromanny	
form02_long::ifotherspecify	form02_long::ifotherspecify	Aminophlin 2gm Bd,AZithrmycin 500mg pold for 03dly	
form02_long::ifotherspecify	form02_long::ifotherspecify	Amoxaciline 500mg poTID	Amoxacillin (500 mg PO TID)
form02_long::ifotherspecify	form02_long::ifotherspecify	Amoxaciline 500mgpoTID for 7 days erythromyein500mgpoQID	
form02_long::ifotherspecify	form02_long::ifotherspecify	Amoxacillin	Amoxacillin
form02_long::ifotherspecify	form02_long::ifotherspecify	Amoxacilline , Ertromaycine	Amoxacillin, erythromycin
form02_long::ifotherspecify	form02_long::ifotherspecify	Amoxaciln 500mg po	
form02_long::ifotherspecify	form02_long::ifotherspecify	Amoxaelin 2gm PoTiD,Cefalxin 500mg	
form02_long::ifotherspecify	form02_long::ifotherspecify	AMP + Eryturomemetroytem	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampcilin 1gm IV QID, merhyk Dopa 500mg po QID mifedpine 20mg Po TID	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampcilin 2gm IV BID gentemycin 80mg IV dally	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampcilin 2gm IV QID , Gentamicin 80 mg IV day	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampcilin 2gm,Plasil 10mg.Cemtedin 400mg iv stat	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampciline	Ampicillin
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampciline 500mg IV QID, meterndzole 500 ng IVD, Gentamycin 80 mg IV 1day	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampcillin	Ampicillin
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampcillin 29mg IV oid from 3/d then po 4/days	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampcillin 2gm iu stat	Ampicillin (2 g IV)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampcillin 2gm IV 03 dose, Trauadd 50 mg IV Plen	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampcillin 2gm IV Bio	Ampicillin (2 g IV BID)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampcillin,Gentamycin	Ampicillin, gentamycin
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampcillin1gmIV Bid for 2/d thene,Poeid for sld	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampcilline , Amoxuein 500 mg IV TID	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampcilline , Gentamicine	Ampicillin, gentamycin
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampcilline 2 gm IV Bid for 2d thene pos/d	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampcilline 2 gm IV QID	Ampicillin (2 g IV QID)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampcilline 25m IV QID 2/d	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampcilline 2gm IV bif for 2 days Tramudol 50m IV -Hydralizin 20mg IV	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampcilline 2gm IV Gid for 2 day thane Pos/d ,plasi 10 mg IV stat, cimetdine 200mg IV stat	
form02_long::ifotherspecify	form02_long::ifotherspecify	aMPCILLINE 2GM IV id & ur 2d thene po 5/d	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampcilline 2gm IV oid	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampcilline 2gm IV oid for 2/d thene po 5/days	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampcilline 2gm IV vid for 1/d t	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampcilline 2gmIV QID for 3/d then PO 14 days	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampcilline2gm	Ampicillin (2 g)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampclin 2gm IV BID	Ampicillin (2 g IV BID)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampcline 2gm IV BIP, Gentemycin 80 mg IV BIP	
form02_long::ifotherspecify	form02_long::ifotherspecify	ampculin iv.erythromycein 500mg poQid ferrous sulp 325	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampecilin 2 gm	Ampicillin (2 g)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampecilline 2gm IV QID at 4:30 pm	Ampicillin (2 g IV QID)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampiailines & mg 504 e2 Doses 2Gm IV	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampiailing 60 utamiaing 80mgIV 2gmIvoID	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicciline 1gmIVBid for 21d thene poid for 51d	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicciline 2gm IV03doses Tranadul 50mgIV PRN	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicciline 2gmIV 03 doses	Ampicillin (2 g IV, 3 doses)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicciline 2gmIV 03 doses,transdole 50mgto pun	Ampicillin (2 g IV, 3 doses), tramadol (50 mg)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicciline 500mgIV,amoxaciline500mg	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicciline For 7 days	Ampicillin (7 days)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicciline IV 03doses ,Tranadu	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicciline Lasik,Cimitidine,A25thromycin	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicciline,1mgIV Bil for 03doses Diclofenac 75 mgth Pro hydralize 20mg/IV	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicciline2gmIV02 doses	Ampicillin (2 g IV, 2 doses)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicciline2gmIV03doses,traude 50mgIV	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilin	Ampicillin
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilin + Gentamycin	Ampicillin, gentamycin
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilin 20g.Gentamycin 80gm	Ampicillin (20 g), gentamycin (80 g)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilin 29mg IV QID for 3 days plasit 10 mgIVstat cimitedin 200mgIVstat	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilin 29miv aid for 03 days	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilin 2gm	Ampicillin (2 g)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilin 2gm Iv 2dose & Gentmacin 80mg 1dose	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilin 2gm,Plasil 10mg,Cemetidin 400g	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilin 2gm,Plasil 10mg,Cimitidin	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilin 2gm,Trandole 50mg	Ampicillin (2 g), tramadol (50 mg)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilin 2mg	Ampicillin (2 mg)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilin 9th IV one doose tramedol 100mg	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilin For 2 days	Ampicillin (2 days)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilin,Ceftraxone,metrondazole	Ampcillin, ceftriaxone, metronidazole
form02_long::ifotherspecify	form02_long::ifotherspecify	ampicilin,gentamycin	Ampicillin, gentamycin
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilin,Gentamycine	Ampicillin, gentamycin
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilin,Methyl dopa.Cemetidin400mg.plasil10mg	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilin,Netidipen	Ampicillin, nifedipine
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilin2gm	Ampicillin (2 g)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilin2gm,	Ampicillin (2 g)
form02_long::ifotherspecify	form02_long::ifotherspecify	ampiciline	Ampicillin
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampiciline + gentamycin	Ampicillin, gentamycin
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampiciline +Erthonomy	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampiciline 29 cemetidine 400mg stat,ceftraxone 19gm plasil 10mgIV	
form02_long::ifotherspecify	form02_long::ifotherspecify	ampiciline 29m luqlo	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampiciline 29mIV aid pur 24mg3dose	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampiciline 2gm IV aid for 03 doses	Ampicillin (2 g IV, 3 doses)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampiciline 2gmIV aid for 41dl thempo3ld	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampiciline 2mg IV idase Erthmycin	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampiciline 2mgIV	Ampicillin (2 mg IV)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampiciline, gentamicine	Ampicillin, gentamycin
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampiciline, tramadiol	Ampicillin, tramadol
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampiciline,19mIV Bid for 01 doses	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampiciline,Gentamiciline	Ampicillin, gentamycin
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilione 2gm IV QID	Ampicillin (2 g IV QID)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillen 2gm IV QID	Ampicillin (2 g IV QID)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin	Ampicillin
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin & Gentamaycin for 7days	Ampicillin, gentamycin (7 days)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin & Gentamycin	Ampicillin, gentamycin
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin & Gentamycun	Ampicillin, gentamycin
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin 29 miv	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin 29IV QID	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin 29m IV	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin 2gm	Ampicillin (2 g)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin 2gm Bid 03 dos	Ampicillin (2 g BID, 3 doses)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin 2gm erthrompcin 500mg posid	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin 2gm IV	Ampicillin (2 g IV)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin 2gm IV 03 dose, Transdoe 50 mg IV	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin 2gm IV 03 doses, diclofena	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin 2gm IV 03 doses, Tramadol 50mg IV PRN	Ampicillin (2 g IV, 3 doses), tramadol (50 mg IV PRN)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin 2gm IV 03 doses,tranadol 50mg IV pre	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin 2gm IV 13 doses	Ampicillin (2 mg IV)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin 2gm IV 3 doses, tranadol 50 mg IV prid	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin 2gm IV Bid For 03 does	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin 2gm IV Bid500 04 doses	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin 2gm IV plasil 10mg IV Cimetidm 200mg	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin 2gm Iv QID, Erythromyan 500mg POQID	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin 2gm IV/QiD and Tremedol 50mg po/stalt	Ampicillin (2 g IV QID), Tramadol (50 mg PO)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin 2mg IV Bid for 48hr	Ampicillin (2 mg IV BID)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin 4doses	Ampicillin (4 doses)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin 500mg	Ampicillin (500 mg)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin 500mgIv DID	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin and Gentamycin 1dose	Ampicillin, gentamycin (1 dose)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin Gentamycin	Ampicillin, gentamycin
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin ZgmIVOLD<ceffrixonozgm	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin, Amoxacillin	Ampicillin, amoxacillin
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin, Erythromyin, Azithnoonycion	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin, gentamicin & metrandozol	Ampicillin, gentamycin, metronidazole
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin, Trausdl	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin,Ceftraxone	Ampicillin, ceftriaxone
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin,cimitidin,	Ampicillin, cimetidine
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin,cimtidin,aldomet,plasil	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin,Erythromycin,Nepidipine	Ampicillin, erythromycin, nifedipine
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin,Gentamycin	Ampicillin, gentamycin
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin,pethidine,ceftraxone,cemetidine	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline	Ampicillin
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline + Amoxicillie	Ampicillin, amoxacillin
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline 28m IV TID & Gentamicin 80mg IV TID	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline 29 MIV QID	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline 29M/V QID	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline 2gm 1does	Ampicillin (2 g, 1 dose)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline 2gm IV 03 dose	Ampicillin (2 g IV, 3 doses)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline 2gm IV 03 doses	Ampicillin (2 g IV, 3 doses)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline 2gm IV 03 doses,	Ampicillin (2 g IV, 3 doses)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline 2gm IV 03doses	Ampicillin (2 g IV, 3 doses)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline 2gm IV 04 Doses,Trasual 5mg IV PROM	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline 2gm iv BID Gentamycine 80mg IV	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline 2gm IV stat	Ampicillin (2 g IV)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline 2gmIV 03doses,Tranados	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline 2gmIV Bid for s/d then po/2days	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline 2mg IV QLD	Ampicillin (2 mg IV QID)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline 5does and Benlantine	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline and gentamycine for 2 days	Ampicillin, gentamycin (2 days)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline, Amoxacilin	Ampicillin, amoxacillin
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline, Erythromacline	Ampicillin, erythromycin
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline,erythormacyin,Amoxacilline	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillio 01 dose	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilln genta	Ampicillin, gentamycin
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilln2gm IV Qd's gentaycin 80 mg IVTID	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampiciln 2gm IV 03 Doses	Ampicillin (2 g IV, 3 doses)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampiciuilin 29m IV for 3day plasil dclimitidin given 5+at methsl dopa 500mg Potid	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampiciuin	Ampicillin
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampiclline 28 MIV TID Gentamicin 80 mgIV TID	
