order,colOrder,IRI,label,variable,displayOrder,dataFile,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,repeated,is_temporal,mergeKey,dataSet,replaces,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth,forceStringType
51,51,http://purl.obolibrary.org/obo/EUPATH_0020212,Windows covered,household level data baseline survey::covered,8,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,"Are any of the windows covered?

Glass, screening, other material, etc.","1 - Yes
0 - No",variable,,,,LLINEUP2,,,,,,,,,,
52,52,http://purl.obolibrary.org/obo/EUPATH_0025048,Screened windows,household level data baseline survey::screened,9,household level data baseline survey,Whether any of the windows are screened,Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,Are any of the windows screened?,"1 - Yes
0 - No",variable,,,,LLINEUP2,,,,,,,,,,
53,53,http://purl.obolibrary.org/obo/EUPATH_0000025,Sleeping rooms in dwelling count,household level data baseline survey::hhrooms,10,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,"How many rooms in your household  are used for sleeping?

(INCLUDING ROOMS OUTSIDE THE MAIN DWELLING)

If there are 15 or more rooms, enter 15","-7: Don't know
-8: Refused to answer",variable,,,,LLINEUP2,,,,,,,,,,
56,56,http://purl.obolibrary.org/obo/EUPATH_0000201,Sleeping places count,household level data baseline survey::hhspaces,11,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,"How many sleeping spaces like mats, mattresses,  or beds are available in your household?

If there are 25 or more sleeping places, enter 25","-7: Don't know
-8: Refused to answer",variable,,,,LLINEUP2,,,,,,,,,,
31,18,http://purl.obolibrary.org/obo/EUPATH_0000019,Persons living in house count,household level data baseline survey::npeople,1,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,How many people live in this household (permanent residents)?,,variable,,,,LLINEUP2,,,,,,,,,,
32,19,http://purl.obolibrary.org/obo/EUPATH_0000019,Persons living in house count,household level data baseline survey::numpeop,,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,,,variable,,,,LLINEUP2,,,,,,,,,,
54,54,http://purl.obolibrary.org/obo/EUPATH_0011604,Mean people per room,household level data baseline survey::crowding,2,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,,,variable,,,,LLINEUP2,,,,,,,,,,
82,83,http://purl.obolibrary.org/obo/EUPATH_0000026,Acres,household level data baseline survey::numaland,3,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,"How many acres of agricultural land do members of this household own?

IF NONE, ENTER '0'
IF 10,000 OR MORE, ENTER 10,000","-7: Don't know
-8: Refused to answer",variable,,,,LLINEUP2,,,,,,,,,,
83,84,http://purl.obolibrary.org/obo/EUPATH_0020221,Acres categorization,household level data baseline survey::numalandcol,4,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,,,variable,,,,LLINEUP2,,,,,,,,,,
,,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,,5,,,Household,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,,,category,,,,LLINEUP2,,,,,,,,,,
,,http://purl.obolibrary.org/obo/EUPATH_0011683,Food security,,6,,,Household,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,,,category,,,,LLINEUP2,,,,,,,,,,
,,http://purl.obolibrary.org/obo/EUPATH_0011932,Socioeconomic status,,7,,,Household,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,,,category,,,,LLINEUP2,,,,,,,,,,
22,36,http://purl.obolibrary.org/obo/EUPATH_0061369,Referred to clinic,clinical survey level data baseline survey::referred,1,clinical survey level data baseline survey,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000308,Hospitalization,Was [[participantsname]] referred for additional care?,"1 - Yes
0 - No",variable,,,,LLINEUP2,,,,,,,,,,
23,37,http://purl.obolibrary.org/obo/EUPATH_0036552,Referral reason,clinical survey level data baseline survey::whyreferred,2,clinical survey level data baseline survey,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000308,Hospitalization,Why was [[participantsname]] referred for additional care?,,variable,,,,LLINEUP2,,,,,,,,,,
195,61,http://purl.obolibrary.org/obo/EUPATH_0061369,Referred to clinic,household member level data baseline survey::referred,,household member level data baseline survey,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000308,Hospitalization,Was [[participantsname]] referred for additional care?,"1 - Yes
0 - No",variable,,,,LLINEUP2,,,,,,,,,,
196,62,http://purl.obolibrary.org/obo/EUPATH_0036552,Referral reason,household member level data baseline survey::whyreferred,,household member level data baseline survey,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000308,Hospitalization,Why was [[participantsname]] referred for additional care?,,variable,,,,LLINEUP2,,,,,,,,,,
,,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,,,category,,,,LLINEUP2,,,,,,,,,,
1,3,http://purl.obolibrary.org/obo/EUPATH_0004991,Observation date,clinical survey level data baseline survey::date,,clinical survey level data baseline survey,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,,variable,,,,LLINEUP2,,,,,,,,,,
161,2,http://purl.obolibrary.org/obo/EUPATH_0004991,Observation date,household member level data baseline survey::date,,household member level data baseline survey,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,,variable,,,,LLINEUP2,,,,,,,,,,
166,16,http://purl.obolibrary.org/obo/EUPATH_0044139,Age <2 years,household member level data baseline survey::lessthantwo,4,household member level data baseline survey,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,Is [[participantsname]] less than 2 years old?,"1 - Yes
0 - No
-9: Skipped (fof HoH)",variable,,,,LLINEUP2,,,,,,,,,,
98,104,http://purl.obolibrary.org/obo/EUPATH_0020224,Asked permission for IRS in last 12 months,household level data baseline survey::pspray,1,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,"At any time in the past 12 months, has anyone asked permission to come into your dwelling to spray the interior walls against mosquitoes?","1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",variable,,,,LLINEUP2,,,,,,,,,,
99,105,http://purl.obolibrary.org/obo/EUPATH_0000441,Sprayed in the last 12 months,household level data baseline survey::gpspray,2,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,Did you grant them permission to spray the interior walls of your dwelling?,"1 - Yes
0 - No",variable,,,,LLINEUP2,,,,,,,,,,
100,106,http://purl.obolibrary.org/obo/EUPATH_0044134,Reason refused IRS,household level data baseline survey::rgspray,3,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,"What was the primary reason that you did not grant permission to spray the interior walls of your dwelling against mosquitoes?

DO NOT PROMPT.","1 - had a sick person/baby
2 - spraying not effective against mosquitoes
3 - spraying chemicals are harmful
4 - someone in the house was pregnant
96 - other
-7: Don't know
-8: Refused to answer",variable,,,,LLINEUP2,,,,,,,,,,
101,107,http://purl.obolibrary.org/obo/EUPATH_0044134,Reason refused IRS,household level data baseline survey::otherrgs,,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,Specify other reasons for not granting permission to spray the interior walls of your dwelling against mosquitoes,,variable,,,,LLINEUP2,,,,,,,,,,
102,108,http://purl.obolibrary.org/obo/EUPATH_0064023,Less likely to allow IRS during COVID-19 pandemic,household level data baseline survey::cov_spray,4,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,Would you be less likely to allow someone into your house to spray the interior walls of your dwelling against mosquitoes during this period of the Coronavirus pandemic?,"1-	yes 
0-	no 
-7 - don't know
-8 - refused to answer",variable,,,,LLINEUP2,,,,,,,,,,
103,109,http://purl.obolibrary.org/obo/EUPATH_0044131,Months since last IRS,household level data baseline survey::tspray,5,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,"How many months ago was the dwelling last sprayed?

If less than 1 month, enter 0",-8: Refused to answer,variable,,,,LLINEUP2,,,,,,,,,,
112,120,http://purl.obolibrary.org/obo/EUPATH_0020232,Household bednets,household level data baseline survey::havenets,6,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,Does your household have any mosquito nets that can be used while sleeping?,"1-	yes 
0-	no 
-7 - don't know
-8 - refused to answer",variable,,,,LLINEUP2,,,,,,,,,,
113,121,http://purl.obolibrary.org/obo/EUPATH_0020225,Bednet count,household level data baseline survey::nnets,7,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,How many bednets do you currently have in your household?,,variable,,,,LLINEUP2,,,,,,,,,,
114,122,http://purl.obolibrary.org/obo/EUPATH_0020225,Bednet count,household level data baseline survey::totalnet,,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,,,variable,,,,LLINEUP2,,,,,,,,,,
115,123,http://purl.obolibrary.org/obo/EUPATH_0020226,Bednet count categorization,household level data baseline survey::totalnetcat,8,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,,,variable,,,,LLINEUP2,,,,,,,,,,
116,124,http://purl.obolibrary.org/obo/EUPATH_0000400,Long-lasting ITN bednet count,household level data baseline survey::totalllin,9,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,,,variable,,,,LLINEUP2,,,,,,,,,,
117,125,http://purl.obolibrary.org/obo/EUPATH_0020234,Long-lasting ITN bednet count categorization,household level data baseline survey::totalllincat,10,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,,,variable,,,,LLINEUP2,,,,,,,,,,
118,126,http://purl.obolibrary.org/obo/EUPATH_0064028,PermaNet count,household level data baseline survey::totalpermanet,11,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,,,variable,,,,LLINEUP2,,,,,,,,,,
119,127,http://purl.obolibrary.org/obo/EUPATH_0064029,PermaNet count categorization,household level data baseline survey::totalpermanetcat,12,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,,,variable,,,,LLINEUP2,,,,,,,,,,
120,128,http://purl.obolibrary.org/obo/EUPATH_0064034,Royal Guard net count,household level data baseline survey::totalroyalguard,13,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,,,variable,,,,LLINEUP2,,,,,,,,,,
121,129,http://purl.obolibrary.org/obo/EUPATH_0064035,Royal Guard net count categorization,household level data baseline survey::totalroyalguardcat,14,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,,,variable,,,,LLINEUP2,,,,,,,,,,
122,131,http://purl.obolibrary.org/obo/EUPATH_0064018,Household long-lasting ITNs,household level data baseline survey::anyllindich,15,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,,,variable,,,,LLINEUP2,,,,,,,,,,
123,132,http://purl.obolibrary.org/obo/EUPATH_0064019,Household PermaNets,household level data baseline survey::anypndich,16,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,,,variable,,,,LLINEUP2,,,,,,,,,,
124,133,http://purl.obolibrary.org/obo/EUPATH_0064020,Household Royal Guard nets,household level data baseline survey::anyrgdich,17,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,,,variable,,,,LLINEUP2,,,,,,,,,,
125,134,http://purl.obolibrary.org/obo/EUPATH_0020227,Bednets per person count,household level data baseline survey::netsperperson,18,household level data baseline survey,,Household,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,,,variable,,,,LLINEUP2,,,,,,,,,,
