colOrder,variable,dataFile,IRI,label,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,notesForOnt,repeated,is_temporal,mergeKey,dataSet,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth,forceStringType
30,household level data baseline survey::otherfcy,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0000335,Human waste facilities,,,,,Specify other kind of toilet facilities,,variable,,,,,LLINEUP2,,,,,,,,,
31,household level data baseline survey::fueltype,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0000023,Cooking fuel,,,,,What type of fuel does your household mainly use for cooking?,"1 - electricity
2 - lpg/natural gas
3 - biogas
4 - paraffin/kerosene
5 - charcoal
6 - firewood
7 - straw/shrubs/grass
8 - animal dung
95 - no food cooked in household
96 - other
-8: Refused to answer",variable,,,,,LLINEUP2,,,,,,,,,
33,household level data baseline survey::otherfuel,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0000023,Cooking fuel,,,,,Specify other type of fuel used,,variable,,,,,LLINEUP2,,,,,,,,,
34,household level data baseline survey::senergy,household level data baseline survey,http://purl.obolibrary.org/obo/OBI_0400065,Lighting source,,,,,What is the main source of energy for lighting in the household?,"1 - electricity
2 - solar
3 - gas
4 - paraffin - hurricane lamp
5 - paraffin - pressure lamp
6 - paraffin - wick lamp
7 - firewood
8 - candles
9 - torch/battery powered lamp
96 - other
-8: Refused to answer",variable,,,,,LLINEUP2,,,,,,,,,
36,household level data baseline survey::othereng,household level data baseline survey,http://purl.obolibrary.org/obo/OBI_0400065,Lighting source,,,,,Specify other source of energy for lighting,,variable,,,,,LLINEUP2,,,,,,,,,
37,household level data baseline survey::mmfloor,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0000006,Floor material,,,,,"MAIN MATERIAL OF THE FLOOR 
 
RECORD OBSERVATION.","11 - earth or sand
12 - earth and dung
31 - parquet or polished wood
33 - mosaic or tiles
34 - bricks
35 - cement/concrete
36 - stones
96 - other
-9: Skipped",variable,,,,,LLINEUP2,,,,,,,,,
39,household level data baseline survey::othermmf,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0000006,Floor material,,,,,Specify other material of the floor,,variable,,,,,LLINEUP2,,,,,,,,,
40,household level data baseline survey::mmroof,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0000003,Roof material,,,,,"MAIN MATERIAL OF THE ROOF.
  
RECORD OBSERVATION.","11 - thatched (including papyrus)
12 - mud
21 - wood/planks
22 - iron sheets
23 - asbestos
24 - tiles
25 - tin
26 - cement
96 - other
-9: Skipped",variable,,,,,LLINEUP2,,,,,,,,,
42,household level data baseline survey::othermmr,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0000003,Roof material,,,,,Specify other material of the roof,,variable,,,,,LLINEUP2,,,,,,,,,
43,household level data baseline survey::mmewalls,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0000009,Wall material,,,,,"MAIN MATERIAL OF THE EXTERIOR WALLS.
  
RECORD OBSERVATION.","11 - thatched/straw
21 - mud and poles
22 - un-burnt bricks
23 - un-burnt bricks with plaster/cement
24 - burnt bricks with mud
31 - cement blocks
32 - stone
33 - timber
34 - burnt bricks with plaster/cement
35 - iron sheets
96 - other
-9: Skipped",variable,,,,,LLINEUP2,,,,,,,,,
45,household level data baseline survey::othermme,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0000009,Wall material,,,,,Specify other material of the exterior walls,,variable,,,,,LLINEUP2,,,,,,,,,
46,household level data baseline survey::eaves,household level data baseline survey,http://purl.obolibrary.org/obo/ENVO_01000825,Eaves,,,,,Does the household have eaves?,"1 - Yes
0 - No",variable,,,,,LLINEUP2,,,,,,,,,
47,household level data baseline survey::eavetype,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0042021,Eaves covered,,,,,"TYPE OF EAVES.
  
RECORD OBSERVATION.","1 - Open
2 - Closed",variable,,,,,LLINEUP2,,,,,,,,,
49,household level data baseline survey::housetype,household level data baseline survey,http://purl.obolibrary.org/obo/ENVO_01000744,Dwelling type,,,,,,,variable,,,,,LLINEUP2,,,,,,,,,
50,household level data baseline survey::windows,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0025050,Windows,,,,,Does the household have windows?,"1 - Yes
0 - No",variable,,,,,LLINEUP2,,,,,,,,,
51,household level data baseline survey::covered,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0020212,Windows covered,,,,,"Are any of the windows covered?

Glass, screening, other material, etc.","1 - Yes
0 - No",variable,,,,,LLINEUP2,,,,,,,,,
52,household level data baseline survey::screened,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0025048,Screened windows,Whether any of the windows are screened,,,,Are any of the windows screened?,"1 - Yes
0 - No",variable,,,,,LLINEUP2,,,,,,,,,
53,household level data baseline survey::hhrooms,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0000025,Sleeping rooms in dwelling count,,,,,"How many rooms in your household  are used for sleeping?

(INCLUDING ROOMS OUTSIDE THE MAIN DWELLING)

If there are 15 or more rooms, enter 15","-7: Don't know
-8: Refused to answer",variable,,,,,LLINEUP2,,,,,,,,,
54,household level data baseline survey::crowding,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0011604,Mean people per room,,,,,,,variable,,,,,LLINEUP2,,,,,,,,,
55,household level data baseline survey::crowdingcol,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0044160,Crowding,,,,,,,variable,,,,,LLINEUP2,,,,,,,,,
56,household level data baseline survey::hhspaces,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0000201,Sleeping places count,,,,,"How many sleeping spaces like mats, mattresses,  or beds are available in your household?

If there are 25 or more sleeping places, enter 25","-7: Don't know
-8: Refused to answer",variable,,,,,LLINEUP2,,,,,,,,,
57,household level data baseline survey::electricity,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0021084,Electricity,,,,,"Does your household have...

...Electricity?","1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",value,,,,,LLINEUP2,,,,,,,,,
58,household level data baseline survey::radio,household level data baseline survey,http://purl.obolibrary.org/obo/ENVO_01000577,Radio,,,,,...Radio?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",value,,,,,LLINEUP2,,,,,,,,,
59,household level data baseline survey::cassette,household level data baseline survey,http://purl.obolibrary.org/obo/ENVO_01000578,Cassette player,,,,,Cassette player?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",value,,,,,LLINEUP2,,,,,,,,,
60,household level data baseline survey::tv,household level data baseline survey,http://purl.obolibrary.org/obo/ENVO_01000579,Television,,,,,Television?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",value,,,,,LLINEUP2,,,,,,,,,
61,household level data baseline survey::fridge,household level data baseline survey,http://purl.obolibrary.org/obo/ENVO_01000583,Refrigerator,,,,,Refrigerator?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",value,,,,,LLINEUP2,,,,,,,,,
62,household level data baseline survey::tble,household level data baseline survey,http://purl.obolibrary.org/obo/ENVO_01000584,Table,,,,,Table?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",value,,,,,LLINEUP2,,,,,,,,,
63,household level data baseline survey::chair,household level data baseline survey,http://purl.obolibrary.org/obo/ENVO_01000586,Chair,,,,,Chairs?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",value,,,,,LLINEUP2,,,,,,,,,
64,household level data baseline survey::sofa,household level data baseline survey,http://purl.obolibrary.org/obo/ENVO_01000588,Sofa,,,,,Sofa set?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",value,,,,,LLINEUP2,,,,,,,,,
65,household level data baseline survey::bed,household level data baseline survey,http://purl.obolibrary.org/obo/ENVO_00000501,Bed,,,,,Bed?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",value,,,,,LLINEUP2,,,,,,,,,
66,household level data baseline survey::cupboard,household level data baseline survey,http://purl.obolibrary.org/obo/ENVO_01000595,Cupboard,,,,,Cupboard?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",value,,,,,LLINEUP2,,,,,,,,,
67,household level data baseline survey::clock,household level data baseline survey,http://purl.obolibrary.org/obo/ENVO_01000596,Clock,,,,,Clock?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",value,,,,,LLINEUP2,,,,,,,,,
68,household level data baseline survey::mobile,household level data baseline survey,http://purl.obolibrary.org/obo/ENVO_01000581,Mobile phone,,,,,"Does any member of your household own or have

 Mobile phone?","1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",value,,,,,LLINEUP2,,,,,,,,,
69,household level data baseline survey::watch,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0000186,Watch,,,,,A watch?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",value,,,,,LLINEUP2,,,,,,,,,
70,household level data baseline survey::bicycle,household level data baseline survey,http://purl.obolibrary.org/obo/ENVO_01000614,Bicycle,,,,,.A bicycle?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",value,,,,,LLINEUP2,,,,,,,,,
71,household level data baseline survey::scooter,household level data baseline survey,http://purl.obolibrary.org/obo/ENVO_01000615,Motorcycle or scooter,,,,,A motorcycle or motor scooter?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",value,,,,,LLINEUP2,,,,,,,,,
72,household level data baseline survey::car,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0000171,Car or truck,,,,,A car or truck?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",value,,,,,LLINEUP2,,,,,,,,,
73,household level data baseline survey::mboat,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0000179,Boat with a motor,,,,,A boat with a motor?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",value,,,,,LLINEUP2,,,,,,,,,
74,household level data baseline survey::nomboat,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0000170,Boat without a motor,,,,,A boat without a  motor?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",value,,,,,LLINEUP2,,,,,,,,,
75,household level data baseline survey::bankacco,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0000167,Bank account,,,,,A bank account?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",value,,,,,LLINEUP2,,,,,,,,,
76,household level data baseline survey::internet,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0020205,Internet device,,,,,A device that can be used to access the internet?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",value,,,,,LLINEUP2,,,,,,,,,
77,household level data baseline survey::device,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0044140,Internet device type,,,,,"If yes, what type of device?","1 - Smartphone
2 - Tablet 
3 - Laptop computer
4 - Desktop computer 
-7: Don't know",value,,,,,LLINEUP2,,,,,,,,,
79,household level data baseline survey::smartphone,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0044109,Smartphone,,,,,Smartphone,"1 - Yes
0 - No",value,,,,,LLINEUP2,,,,,,,,,
80,household level data baseline survey::tablet,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0044110,Tablet computer,,,,,Tablet,"1 - Yes
0 - No",value,,,,,LLINEUP2,,,,,,,,,
81,household level data baseline survey::laptop,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0044108,Laptop computer,,,,,laptop,"1 - Yes
0 - No",value,,,,,LLINEUP2,,,,,,,,,
82,household level data baseline survey::desktop,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0044107,Desktop computer,,,,,desktop,"1 - Yes
0 - No",value,,,,,LLINEUP2,,,,,,,,,
83,household level data baseline survey::numaland,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0000026,Acres,,,,,"How many acres of agricultural land do members of this household own?

IF NONE, ENTER '0'
IF 10,000 OR MORE, ENTER 10,000","-7: Don't know
-8: Refused to answer",variable,,,,,LLINEUP2,,,,,,,,,
84,household level data baseline survey::numalandcol,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0020221,Acres categorization,,,,,,,variable,,,,,LLINEUP2,,,,,,,,,
86,household level data baseline survey::wealthindex,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0000014,"Household wealth index, numerical",,,,,,,variable,,,,,LLINEUP2,,,,,,,,,
87,household level data baseline survey::wealthcat,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0000143,"Household wealth index, categorical",,,,,,,variable,,,,,LLINEUP2,,,,,,,,,
88,household level data baseline survey::dmarkt,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0020215,Market distance,,,,,How far is it to the nearest market place?,"-7: Don't know
-8: Refused to answer",variable,,,,,LLINEUP2,,,,,,,,,
90,household level data baseline survey::hhmeals,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0000027,Meals per day,,,,,"Now I would like to ask you about the food your household eats.
How many meals does your household usually have per day?",-8: Refused to answer,variable,,,,,LLINEUP2,,,,,,,,,
91,household level data baseline survey::hhmealscat,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0020237,Meals per day categorization,,,,,,,variable,,,,,LLINEUP2,,,,,,,,,
92,household level data baseline survey::hhnumt,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0000028,Meat meals per week,,,,,"In the past week, on how many days did the household eat meat?",-8: Refused to answer,variable,,,,,LLINEUP2,,,,,,,,,
94,household level data baseline survey::hhnumtcat,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0020238,Meat meals per week categorization,,,,,,,variable,,,,,LLINEUP2,,,,,,,,,
95,household level data baseline survey::hhpsf,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0000029,Food problems per week,,,,,How often in the last year did you have problems in  satisfying the  food needs of the household?,"1 - never
2 - seldom
3 - sometimes
4 - often
5 - always
-7: Don't know
-8: Refused to answer",variable,,,,,LLINEUP2,,,,,,,,,
97,household level data baseline survey::dhfcty,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0020213,Health facility distance,,,,,"How far is it to the nearest health facility?

If less than 1 km, enter 0
If more than 100 km, enter 100","-7: Don't know
-8: Refused to answer",variable,,,,,LLINEUP2,,,,,,,,,
98,household level data baseline survey::dhfctycat,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0020214,Health facility distance categorization,,,,,,,variable,,,,,LLINEUP2,,,,,,,,,
99,household level data baseline survey::mthfcty,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0020217,Transit to health facility,,,,,"If you were to go this facility,how would you most likely go there?","1 - car/motorcycle
2 - public transport(bus,taxi)
3 - animal/animal cart
4 - walking
5 - bicycle
7 - boat
96 - other
-7: Don't know
-8: Refused to answer",variable,,,,,LLINEUP2,,,,,,,,,
101,household level data baseline survey::othermth,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0020217,Transit to health facility,,,,,Specify other means of transport to the health facility,,variable,,,,,LLINEUP2,,,,,,,,,
102,household level data baseline survey::ahwker,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0020230,Community health worker present,,,,,"Is there a community health worker (community medicine distributor/CMD, village health team/VHT, community own resource person/CORP) who distributes malaria medicines in your village or community?","1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",variable,,,,,LLINEUP2,,,,,,,,,
103,household level data baseline survey::amchwker,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0020229,Community health worker has malaria medication,,,,,Does the community health worker currently have malaria medicines available?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",variable,,,,,LLINEUP2,,,,,,,,,
104,household level data baseline survey::pspray,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0020224,Asked permission for IRS in last 12 months,,,,,"At any time in the past 12 months, has anyone asked permission to come into your dwelling to spray the interior walls against mosquitoes?","1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",variable,,,,,LLINEUP2,,,,,,,,,
105,household level data baseline survey::gpspray,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0000441,Sprayed in the last 12 months,,,,,Did you grant them permission to spray the interior walls of your dwelling?,"1 - Yes
0 - No",variable,,,,,LLINEUP2,,,,,,,,,
106,household level data baseline survey::rgspray,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0044134,Reason refused IRS,,,,,"What was the primary reason that you did not grant permission to spray the interior walls of your dwelling against mosquitoes?

DO NOT PROMPT.","1 - had a sick person/baby
2 - spraying not effective against mosquitoes
3 - spraying chemicals are harmful
4 - someone in the house was pregnant
96 - other
-7: Don't know
-8: Refused to answer",variable,,,,,LLINEUP2,,,,,,,,,
107,household level data baseline survey::otherrgs,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0044134,Reason refused IRS,,,,,Specify other reasons for not granting permission to spray the interior walls of your dwelling against mosquitoes,,variable,,,,,LLINEUP2,,,,,,,,,
108,household level data baseline survey::cov_spray,household level data baseline survey,,Less likely to allow IRS during COVID pandemic,,,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,Would you be less likely to allow someone into your house to spray the interior walls of your dwelling against mosquitoes during this period of the Coronavirus pandemic?,"1-	yes 
0-	no 
-7 - don't know
-8 - refused to answer",variable,,,,,LLINEUP2,,,,,,,,,
109,household level data baseline survey::tspray,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0044131,Months since last IRS,,,,,"How many months ago was the dwelling last sprayed?

If less than 1 month, enter 0",-8: Refused to answer,variable,,,,,LLINEUP2,,,,,,,,,
110,household level data baseline survey::receivenet,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0044142,UCC LLIN received,,,,,Bednets were distributed in your community on <<Dates >> (programmed to know MRC date of distribution)  Did you receive one or more bednets in the recent net campaign (Universal Coverage Campaign) led by the Ministry of Health?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",variable,,,,,LLINEUP2,,,,,,,,,
111,household level data baseline survey::manynet,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0044146,UCC LLIN count,,,,,"If yes - 
How many nets did you receive? 
",,variable,,,,,LLINEUP2,,,,,,,,,
113,household level data baseline survey::manynow,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0044144,Remaining UCC LLIN count,,,,,How many nets from the campaign do you still have?,,variable,,,,,LLINEUP2,,,,,,,,,
115,household level data baseline survey::nettype,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0044148,UCC LLIN type,,,,,What type of nets did you receive,"1 : Royal Guard
2 :  Permanet 3.0
3:  Other
-7: Don't Know
-8: Refused to answer",variable,,,,,LLINEUP2,,,,,,,,,
116,household level data baseline survey::othernet,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0044148,UCC LLIN type,,,,,Please specify other net type,,variable,,,,,LLINEUP2,,,,,,,,,
117,household level data baseline survey::neteduc,household level data baseline survey,http://purl.obolibrary.org/obo/EUPATH_0044143,UCC LLIN instructions received,,,,,Did you receive any education on how to hang(or use) the bednets prior to or during distribution?,"1 - Yes
0 - No
-7: Don't know
-8: Refused to answer",variable,,,,,LLINEUP2,,,,,,,,,
