colOrder,variable,dataFile,keepDiscard,definition,category,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,uniqueVar,dataSet,variable_dataFile,type,example,dateTime,formatCode,values,uniqueValueCount,percentMissing,flag
8,consent,clinical survey level data baseline survey,keep,,,"Does [[participantsname]] consent to laboratory testing?

(Adult consents if it is a child)","1 - Yes
0 - No
2 - Not at home",,,,NA,clinical survey level data baseline survey::consent,LLINEUP2,consent,chr,Yes,NA,NA,"No, Not at home, Yes",3,0,duplicated variable
9,consent2,clinical survey level data baseline survey,keep,,,Does [[participantsname]] consent to future use of biological specimens?,"1 - Yes
0 - No",,,,NA,clinical survey level data baseline survey::consent2,LLINEUP2,consent2,chr,Yes,NA,NA,"No, Skipped, Yes",3,0,duplicated variable
10,fpbarcode1,clinical survey level data baseline survey,keep,,,Barcode for Filter paper,-9: Skipped,,,,NA,clinical survey level data baseline survey::fpbarcode1,LLINEUP2,fpbarcode1,chr,C106,NA,NA,>10 unique values,838,0,duplicated variable
11,fpbarcode2,clinical survey level data baseline survey,discard,,,Re-enter Barcode for Filter paper,-9: Skipped,,,,Barcodes must be the same,clinical survey level data baseline survey::fpbarcode2,LLINEUP2,fpbarcode2,chr,C106,NA,NA,>10 unique values,838,0,duplicated variable
12,bsbarcode1,clinical survey level data baseline survey,keep,,,Barcode for blood smear,-9: Skipped,,,,NA,clinical survey level data baseline survey::bsbarcode1,LLINEUP2,bsbarcode1,chr,C106,NA,NA,>10 unique values,838,0,duplicated variable
13,bsbarcode2,clinical survey level data baseline survey,discard,,,Re-enter Barcode for blood smear,-9: Skipped,,,,Barcodes must be the same,clinical survey level data baseline survey::bsbarcode2,LLINEUP2,bsbarcode2,chr,C106,NA,NA,>10 unique values,838,0,duplicated variable
14,age2to4,clinical survey level data baseline survey,discard,,,NA,NA,,,,NA,clinical survey level data baseline survey::age2to4,LLINEUP2,age2to4,int,0,NA,NA,0 to 1,2,0.280927835,duplicated variable
15,hemocue,clinical survey level data baseline survey,keep,,,Result code of hemocue test.,"1 - Tested
2 - Not enough blood drawn
3 - Test Failed
-9: Skipped",,,,NA,clinical survey level data baseline survey::hemocue,LLINEUP2,hemocue,chr,Skipped,NA,NA,"Skipped, Tested",2,0,duplicated variable
16,hemoglobin,clinical survey level data baseline survey,keep,,,Record hemoglobin level,-9: Skipped,,,,NA,clinical survey level data baseline survey::hemoglobin,LLINEUP2,hemoglobin,dbl,10.80000019,NA,NA,7.09999990463257 to 14.5,52,0.721649485,duplicated variable
17,hbdone,clinical survey level data baseline survey,keep,,,NA,NA,,,,NA,clinical survey level data baseline survey::hbdone,LLINEUP2,hbdone,int,1,NA,NA,0 to 1,2,0.720790378,duplicated variable
18,anemia11,clinical survey level data baseline survey,keep,,,NA,NA,,,,NA,clinical survey level data baseline survey::anemia11,LLINEUP2,anemia11,int,1,NA,NA,0 to 1,2,0.721649485,duplicated variable
19,anemia10,clinical survey level data baseline survey,keep,,,NA,NA,,,,NA,clinical survey level data baseline survey::anemia10,LLINEUP2,anemia10,int,0,NA,NA,0 to 1,2,0.721649485,duplicated variable
20,anemia8,clinical survey level data baseline survey,keep,,,NA,NA,,,,NA,clinical survey level data baseline survey::anemia8,LLINEUP2,anemia8,int,0,NA,NA,0 to 1,2,0.721649485,duplicated variable
21,fever,clinical survey level data baseline survey,keep,,,Did [[participantsname]] have a fever in the last 48 hours?,"1 - Yes
0 - No
-7: Don't know",,,,NA,clinical survey level data baseline survey::fever,LLINEUP2,fever,int,0,NA,NA,-9 to 1,3,0,duplicated variable
22,temperature,clinical survey level data baseline survey,keep,,,Temperature of [[participantsname]]?,-8 Refused,,,,NA,clinical survey level data baseline survey::temperature,LLINEUP2,temperature,dbl,35.20000076,NA,NA,-9 to 38.7000007629395,42,0,duplicated variable
23,elevatedtemp,clinical survey level data baseline survey,discard,,,Temperature >= 38,NA,,,,NA,clinical survey level data baseline survey::elevatedtemp,LLINEUP2,elevatedtemp,int,0,date?,NA,0 to 1,2,0.280927835,duplicated variable
24,febrile,clinical survey level data baseline survey,keep,,,NA,NA,,,,NA,clinical survey level data baseline survey::febrile,LLINEUP2,febrile,int,0,NA,NA,0 to 1,2,0.280927835,duplicated variable
25,rdtdone,clinical survey level data baseline survey,keep,,,RDT Done?,"1 - Yes
0 - No",,,,NA,clinical survey level data baseline survey::rdtdone,LLINEUP2,rdtdone,int,0,date?,NA,-9 to 1,3,0,duplicated variable
26,rdtiffebrile,clinical survey level data baseline survey,discard,,,NA,NA,,,,NA,clinical survey level data baseline survey::rdtiffebrile,LLINEUP2,RDTiffebrile,int,1,date?,NA,0 to 1,2,0.64604811,duplicated variable
27,rdtrslt,clinical survey level data baseline survey,keep,,,Result of RDT,"1 - Positive
2 - Negative
-9: Skipped",,,,NA,clinical survey level data baseline survey::rdtrslt,LLINEUP2,rdtrslt,chr,Skipped,date?,NA,"Negative, Positive, Skipped",3,0,duplicated variable
28,requireweight,clinical survey level data baseline survey,discard,,,NA,NA,,,,NA,clinical survey level data baseline survey::requireweight,LLINEUP2,requireweight,chr,No,NA,NA,"No, Skipped, Yes",3,0,duplicated variable
29,weight,clinical survey level data baseline survey,keep,,,Weight,NA,,,,NA,clinical survey level data baseline survey::weight,LLINEUP2,weight,dbl,-9,NA,NA,-9 to 31,26,0,duplicated variable
30,meds,clinical survey level data baseline survey,keep,,,Any medication prescribed to [[participantsname]]?,"1 - Yes
0 - No",,,,NA,clinical survey level data baseline survey::meds,LLINEUP2,meds,int,0,NA,NA,-9 to 1,3,0,duplicated variable
31,whichmeds,clinical survey level data baseline survey,keep,,,Which medication was prescribed?,"1 - AL
2 - Panadol
9 - Other
-9: Skipped",,,,"Multiple response question; Comma separated list of each item selected
For example if 'Panadol' and 'Other' were both selected, 
the response would be: ""2,9""",clinical survey level data baseline survey::whichmeds,LLINEUP2,whichmeds,chr,None,NA,NA,"AL + pandadol, None, Only panadol",3,0,duplicated variable
32,al,clinical survey level data baseline survey,discard,,,<U+2026>AL,"1 - Yes
0 - No",,,,"Individual responses for the 'whichmeds' question.  For example, if 'Panadol' and 'Other' were both selected, the response would be:
al = 0
panadol = 1
other = 1",clinical survey level data baseline survey::al,LLINEUP2,al,int,-9,NA,NA,-9 to 1,3,0,duplicated variable
33,panadol,clinical survey level data baseline survey,discard,,,<U+2026>Panadol,"1 - Yes
0 - No",,,,NA,clinical survey level data baseline survey::panadol,LLINEUP2,panadol,int,-9,NA,NA,-9 to 1,2,0,duplicated variable
34,other,clinical survey level data baseline survey,discard,,,<U+2026>Other,"1 - Yes
0 - No",,,,NA,clinical survey level data baseline survey::other,LLINEUP2,other,int,-9,NA,NA,-9 to 0,2,0,duplicated variable
35,descothermed,clinical survey level data baseline survey,keep,,,Which 'other' medication was used?,NA,,,,NA,clinical survey level data baseline survey::descothermed,LLINEUP2,descothermed,int,-9,NA,NA,-9 to -9,1,0,duplicated variable
36,referred,clinical survey level data baseline survey,keep,,,Was [[participantsname]] referred for additional care?,"1 - Yes
0 - No",,,,NA,clinical survey level data baseline survey::referred,LLINEUP2,referred,int,0,NA,NA,-9 to 1,3,0,duplicated variable
37,whyreferred,clinical survey level data baseline survey,keep,,,Why was [[participantsname]] referred for additional care?,NA,,,,NA,clinical survey level data baseline survey::whyreferred,LLINEUP2,whyreferred,chr,-9,NA,NA,"-9, FOR FURTHER MANAGEMENT, FOR FUTHER MANAGEMNET, FURTHER MANAGEMENT, FURTHER MANAGENT, HB IS TOO LOW",6,0,duplicated variable
38,stoptime,clinical survey level data baseline survey,discard,,,End time of interview,NA,,,,automatically generated,clinical survey level data baseline survey::stoptime,LLINEUP2,stoptime,chr,19:12.0,NA,NA,>10 unique values,1161,0,duplicated variable
1,mrccode,clusterarm final,keep,,,NA,NA,,,,NA,clusterarm final::mrccode,LLINEUP2,mrccode,int,1,NA,NA,1 to 64,64,0,duplicated variable
2,region,clusterarm final,keep,,,NA,NA,,,,NA,clusterarm final::region,LLINEUP2,Region,int,1,NA,NA,1 to 7,7,0,duplicated variable
3,llinarm,clusterarm final,keep,,,NA,NA,,,,NA,clusterarm final::llinarm,LLINEUP2,LLINarm,int,1,NA,NA,1 to 2,2,0,duplicated variable
4,llindistmonth,clusterarm final,keep,,,NA,NA,,,,NA,clusterarm final::llindistmonth,LLINEUP2,LLINdistmonth,int,731,NA,NA,730 to 734,3,0,duplicated variable
1,intnum,household level data baseline survey,discard,,,Interviewer's Number,NA,,,,Each census worker will be assigned a unique ID,household level data baseline survey::intnum,LLINEUP2,intnum,int,11,NA,NA,10 to 21,10,0,duplicated variable
2,starttime,household level data baseline survey,discard,,,Date/time of start of interview,NA,,,,Datetime stamp - automatically generated,household level data baseline survey::starttime,LLINEUP2,starttime,chr,09:19.0,NA,NA,>10 unique values,992,0,duplicated variable
3,date,household level data baseline survey,keep,,,NA,NA,,,,NA,household level data baseline survey::date,LLINEUP2,date,chr,4/11/21,date?,%Y-%m-%d,>10 unique values,26,0,duplicated variable
4,survey,household level data baseline survey,keep,,,Survey round,"1 - Baseline
2 <U+2013> 12-month
3 <U+2013> 24-month
4 - 36-month",,,,automatically generated,household level data baseline survey::survey,LLINEUP2,survey,chr,Baseline,NA,NA,Baseline,1,0,NA
5,mrccode,household level data baseline survey,discard,,,NA,NA,,,,NA,household level data baseline survey::mrccode,LLINEUP2,mrccode,int,15,NA,NA,6 to 63,12,0,duplicated variable
6,mrcname,household level data baseline survey,discard,,,NA,NA,,,,NA,household level data baseline survey::mrcname,LLINEUP2,mrcname,chr,OPIA HCIII,NA,NA,>10 unique values,12,0,NA
7,village,household level data baseline survey,keep,,,NA,NA,,,,NA,household level data baseline survey::village,LLINEUP2,village,int,110280805,NA,NA,108030101 to 223030105,37,0,NA
8,vcode,household level data baseline survey,discard,,,Village,NA,,,,Dropdown of Village - From UMSP database,household level data baseline survey::vcode,LLINEUP2,vcode,int,1,NA,NA,1 to 7,7,0,NA
9,region,household level data baseline survey,discard,,,NA,NA,,,,NA,household level data baseline survey::region,LLINEUP2,Region,int,3,NA,NA,1 to 7,6,0,duplicated variable
10,llinarm,household level data baseline survey,discard,,,NA,NA,,,,NA,household level data baseline survey::llinarm,LLINEUP2,LLINarm,int,1,NA,NA,1 to 2,2,0,duplicated variable
11,llindistmonth,household level data baseline survey,discard,,,NA,NA,,,,NA,household level data baseline survey::llindistmonth,LLINEUP2,LLINdistmonth,int,731,NA,NA,731 to 734,2,0,duplicated variable
12,hhnum,household level data baseline survey,discard,,,Household number,NA,,,,4 digits,household level data baseline survey::hhnum,LLINEUP2,hhnum,int,40,NA,NA,1 to 721,398,0,NA
13,hhid,household level data baseline survey,discard,,,Household ID,NA,,,,"9-digit number generated at the time of the first HH visit, composed of the following:

Survey: 1 digit
MRC: 2 digits [01-70]
village code: 2 digits [01-99]
Household number: 4 digits [0001-_ _]
",household level data baseline survey::hhid,LLINEUP2,hhid,int,115010040,NA,NA,106010004 to 163070043,993,0,duplicated variable
14,hhid2,household level data baseline survey,discard,,,NA,NA,,,,NA,household level data baseline survey::hhid2,LLINEUP2,hhid2,int,115010040,NA,NA,106010004 to 163070043,992,0,NA
15,enrolled,household level data baseline survey,discard,,,Household enrolled in the survey?,"1 - Yes
0 - No",,,,"All criteria for enrollment met?  If yes, skip next question. If no, proceed to next question.",household level data baseline survey::enrolled,LLINEUP2,enrolled,chr,Yes,NA,NA,"No, Yes",2,0,NA
16,conducting_survey,household level data baseline survey,discard,,,NA,NA,,,,"Used for programing logic, can be ignored for analysis",household level data baseline survey::conducting_survey,LLINEUP2,conducting_survey,chr,Yes,NA,NA,"No, Yes",2,0,NA
17,exclreason,household level data baseline survey,discard,,,"If not enrolled, reason for exclusion?","1 - Dwelling destroyed or not found
2 - Household vacant
3 - Unable to locate adult x 3 attempts 
4 - No Adult resident aged 18 or older present 
5-  Adult is not a usual resident, present on the previous night
6- Adult resident not willing to provide informed consent
 
",,,,From screening form,household level data baseline survey::exclreason,LLINEUP2,exclreason,int,-9,NA,NA,-9 to 4,5,0,NA
18,npeople,household level data baseline survey,keep,,,How many people live in this household (permanent residents)?,NA,,,,NA,household level data baseline survey::npeople,LLINEUP2,npeople,int,4,NA,NA,-9 to 14,15,0,NA
19,numpeop,household level data baseline survey,keep,,,NA,NA,,,,NA,household level data baseline survey::numpeop,LLINEUP2,NUMPEOP,int,4,NA,NA,1 to 14,14,0.361530715,NA
20,approachclinical,household level data baseline survey,discard,,,NA,NA,,,,NA,household level data baseline survey::approachclinical,LLINEUP2,approachclinical,int,2,NA,NA,0 to 7,8,0.361530715,NA
21,clinicaldone,household level data baseline survey,discard,,,NA,NA,,,,NA,household level data baseline survey::clinicaldone,LLINEUP2,clinicaldone,int,2,NA,NA,0 to 6,7,0.361530715,NA
22,approachhb,household level data baseline survey,discard,,,NA,NA,,,,NA,household level data baseline survey::approachhb,LLINEUP2,approachHb,int,0,NA,NA,0 to 3,4,0.361530715,NA
23,hbdone,household level data baseline survey,discard,,,NA,NA,,,,NA,household level data baseline survey::hbdone,LLINEUP2,Hbdone,int,0,NA,NA,0 to 3,4,0.361530715,duplicated variable
24,swater,household level data baseline survey,keep,,,What is the main source of drinking water for members of your household?,"10 - borehole
11 - pipe into dwelling
12 - piped into yard/compound
13 - public tap
21 - open well in yard/compound
22 - open public well
31 - protected well in yard/compound
32 - protected public well
41 - protected spring
42 - unprotected spring
43 - river/stream
44 - pond/lake
45 - dam
51 - rainwater
61 - water truck
71 - bottled water
96 - other
-8: Refused to answer",,,,NA,household level data baseline survey::swater,LLINEUP2,swater,int,41,NA,NA,-9 to 42,11,0,NA
25,swatercol,household level data baseline survey,discard,,,NA,NA,,,,NA,household level data baseline survey::swatercol,LLINEUP2,swaterCOL,int,3,NA,NA,-9 to 3,4,0,NA
26,otherscs,household level data baseline survey,keep,,,Specify other source of water,NA,,,,NA,household level data baseline survey::otherscs,LLINEUP2,otherscs,int,-9,NA,NA,-9 to -9,1,0,NA
27,tfaclty,household level data baseline survey,keep,,,What kind of toilet facility do members of your household usually use?,"1 - flush toilet
2 - vip latrine
3 - covered pit latrine no slab
4 - covered pit latrine w/slab
5 - uncovered pit latrine no slab
6 - uncovered pit latrine w/slab
7 - composting  toilet
8 - no facility/bush/field
96 - other
-8: Refused to answer",,,,NA,household level data baseline survey::tfaclty,LLINEUP2,tfaclty,int,6,NA,NA,-9 to 8,9,0,NA
28,tfacltycol,household level data baseline survey,discard,,,NA,NA,,,,NA,household level data baseline survey::tfacltycol,LLINEUP2,tfacltyCOL,int,3,NA,NA,-9 to 4,5,0,NA
29,sanitationcat,household level data baseline survey,discard,,,NA,NA,,,,NA,household level data baseline survey::sanitationcat,LLINEUP2,sanitationcat,int,0,NA,NA,-9 to 1,3,0,NA
30,otherfcy,household level data baseline survey,keep,,,Specify other kind of toilet facilities,NA,,,,NA,household level data baseline survey::otherfcy,LLINEUP2,otherfcy,int,-9,NA,NA,-9 to -9,1,0,NA
31,fueltype,household level data baseline survey,keep,,,What type of fuel does your household mainly use for cooking?,"1 - electricity
2 - lpg/natural gas
3 - biogas
4 - paraffin/kerosene
5 - charcoal
6 - firewood
7 - straw/shrubs/grass
8 - animal dung
95 - no food cooked in household
96 - other
-8: Refused to answer",,,,NA,household level data baseline survey::fueltype,LLINEUP2,fueltype,int,6,NA,NA,-9 to 7,6,0,NA
32,fueltypecol,household level data baseline survey,discard,,,NA,NA,,,,NA,household level data baseline survey::fueltypecol,LLINEUP2,fueltypeCOL,int,3,NA,NA,-9 to 3,4,0,NA
33,otherfuel,household level data baseline survey,keep,,,Specify other type of fuel used,NA,,,,NA,household level data baseline survey::otherfuel,LLINEUP2,otherfuel,int,-9,NA,NA,-9 to -9,1,0,NA
34,senergy,household level data baseline survey,keep,,,What is the main source of energy for lighting in the household?,"1 - electricity
2 - solar
3 - gas
4 - paraffin - hurricane lamp
5 - paraffin - pressure lamp
6 - paraffin - wick lamp
7 - firewood
8 - candles
9 - torch/battery powered lamp
96 - other
-8: Refused to answer",,,,NA,household level data baseline survey::senergy,LLINEUP2,senergy,int,6,NA,NA,-9 to 9,9,0,NA
35,senergycol,household level data baseline survey,discard,,,NA,NA,,,,NA,household level data baseline survey::senergycol,LLINEUP2,senergyCOL,int,2,NA,NA,-9 to 3,4,0,NA
36,othereng,household level data baseline survey,keep,,,Specify other source of energy for lighting,NA,,,,NA,household level data baseline survey::othereng,LLINEUP2,othereng,int,-9,NA,NA,-9 to -9,1,0,NA
37,mmfloor,household level data baseline survey,keep,,,"MAIN MATERIAL OF THE FLOOR 
 
RECORD OBSERVATION.","11 - earth or sand
12 - earth and dung
31 - parquet or polished wood
33 - mosaic or tiles
34 - bricks
35 - cement/concrete
36 - stones
96 - other
-9: Skipped",,,,NA,household level data baseline survey::mmfloor,LLINEUP2,mmfloor,chr,earth and dung,NA,NA,"Skipped, bricks, cement/concrete, earth and dung, earth or sand",5,0,NA
38,mmfloorcol,household level data baseline survey,discard,,,NA,NA,,,,NA,household level data baseline survey::mmfloorcol,LLINEUP2,mmfloorCOL,int,0,NA,NA,-9 to 1,3,0,NA
39,othermmf,household level data baseline survey,keep,,,Specify other material of the floor,NA,,,,NA,household level data baseline survey::othermmf,LLINEUP2,othermmf,int,-9,NA,NA,-9 to -9,1,0,NA
40,mmroof,household level data baseline survey,keep,,,"MAIN MATERIAL OF THE ROOF.
  
RECORD OBSERVATION.","11 - thatched (including papyrus)
12 - mud
21 - wood/planks
22 - iron sheets
23 - asbestos
24 - tiles
25 - tin
26 - cement
96 - other
-9: Skipped",,,,NA,household level data baseline survey::mmroof,LLINEUP2,mmroof,chr,thatched (including papyrus),NA,NA,"Skipped, cement, iron sheets, mud, thatched (including papyrus)",5,0,NA
