colOrder,variable,dataFile,keepDiscard,definition,category,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,uniqueVar,dataSet,variable_dataFile,type,example,dateTime,formatCode,values,uniqueValueCount,percentMissing,flag
24,adv_event_descrip___14,adverse_events_arm_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_reshaped::adv_event_descrip___14,RIMDAMAL,adv_event_descrip___14,int,0,NA,NA,0 to 0,1,0,NA
25,adv_event_descrip___15,adverse_events_arm_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_reshaped::adv_event_descrip___15,RIMDAMAL,adv_event_descrip___15,int,0,NA,NA,0 to 1,2,0,NA
26,adv_event_descrip___16,adverse_events_arm_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_reshaped::adv_event_descrip___16,RIMDAMAL,adv_event_descrip___16,int,0,NA,NA,0 to 0,1,0,NA
27,adv_event_descrip___17,adverse_events_arm_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_reshaped::adv_event_descrip___17,RIMDAMAL,adv_event_descrip___17,int,0,NA,NA,0 to 1,2,0,NA
28,adv_event_descrip___18,adverse_events_arm_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_reshaped::adv_event_descrip___18,RIMDAMAL,adv_event_descrip___18,int,0,NA,NA,0 to 1,2,0,NA
29,adv_event_descrip___19,adverse_events_arm_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_reshaped::adv_event_descrip___19,RIMDAMAL,adv_event_descrip___19,int,0,NA,NA,0 to 0,1,0,NA
12,adv_event_descrip___2,adverse_events_arm_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_reshaped::adv_event_descrip___2,RIMDAMAL,adv_event_descrip___2,int,0,NA,NA,0 to 0,1,0,NA
30,adv_event_descrip___20,adverse_events_arm_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_reshaped::adv_event_descrip___20,RIMDAMAL,adv_event_descrip___20,int,0,NA,NA,0 to 0,1,0,NA
31,adv_event_descrip___21,adverse_events_arm_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_reshaped::adv_event_descrip___21,RIMDAMAL,adv_event_descrip___21,int,0,NA,NA,0 to 0,1,0,NA
32,adv_event_descrip___22,adverse_events_arm_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_reshaped::adv_event_descrip___22,RIMDAMAL,adv_event_descrip___22,int,0,NA,NA,0 to 1,2,0,NA
33,adv_event_descrip___23,adverse_events_arm_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_reshaped::adv_event_descrip___23,RIMDAMAL,adv_event_descrip___23,int,0,NA,NA,0 to 1,2,0,NA
34,adv_event_descrip___24,adverse_events_arm_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_reshaped::adv_event_descrip___24,RIMDAMAL,adv_event_descrip___24,int,0,NA,NA,0 to 1,2,0,NA
35,adv_event_descrip___25,adverse_events_arm_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_reshaped::adv_event_descrip___25,RIMDAMAL,adv_event_descrip___25,int,0,NA,NA,0 to 0,1,0,NA
36,adv_event_descrip___26,adverse_events_arm_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_reshaped::adv_event_descrip___26,RIMDAMAL,adv_event_descrip___26,int,0,NA,NA,0 to 0,1,0,NA
37,adv_event_descrip___27,adverse_events_arm_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_reshaped::adv_event_descrip___27,RIMDAMAL,adv_event_descrip___27,int,0,NA,NA,0 to 0,1,0,NA
13,adv_event_descrip___3,adverse_events_arm_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_reshaped::adv_event_descrip___3,RIMDAMAL,adv_event_descrip___3,int,0,NA,NA,0 to 0,1,0,NA
14,adv_event_descrip___4,adverse_events_arm_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_reshaped::adv_event_descrip___4,RIMDAMAL,adv_event_descrip___4,int,0,NA,NA,0 to 1,2,0,NA
15,adv_event_descrip___5,adverse_events_arm_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_reshaped::adv_event_descrip___5,RIMDAMAL,adv_event_descrip___5,int,0,NA,NA,0 to 0,1,0,NA
16,adv_event_descrip___6,adverse_events_arm_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_reshaped::adv_event_descrip___6,RIMDAMAL,adv_event_descrip___6,int,0,NA,NA,0 to 1,2,0,NA
17,adv_event_descrip___7,adverse_events_arm_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_reshaped::adv_event_descrip___7,RIMDAMAL,adv_event_descrip___7,int,0,NA,NA,0 to 1,2,0,NA
18,adv_event_descrip___8,adverse_events_arm_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_reshaped::adv_event_descrip___8,RIMDAMAL,adv_event_descrip___8,int,0,NA,NA,0 to 1,2,0,NA
19,adv_event_descrip___9,adverse_events_arm_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_reshaped::adv_event_descrip___9,RIMDAMAL,adv_event_descrip___9,int,0,NA,NA,0 to 1,2,0,NA
15,adv_event_descrip_v2___1,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___1,RIMDAMAL,adv_event_descrip_v2___1,int,0,NA,NA,0 to 0,1,0,NA
24,adv_event_descrip_v2___10,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___10,RIMDAMAL,adv_event_descrip_v2___10,int,0,NA,NA,0 to 0,1,0,NA
25,adv_event_descrip_v2___11,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___11,RIMDAMAL,adv_event_descrip_v2___11,int,1,NA,NA,0 to 1,2,0,NA
26,adv_event_descrip_v2___12,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___12,RIMDAMAL,adv_event_descrip_v2___12,int,0,NA,NA,0 to 1,2,0,NA
27,adv_event_descrip_v2___13,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___13,RIMDAMAL,adv_event_descrip_v2___13,int,0,NA,NA,0 to 0,1,0,NA
28,adv_event_descrip_v2___14,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___14,RIMDAMAL,adv_event_descrip_v2___14,int,0,NA,NA,0 to 1,2,0,NA
29,adv_event_descrip_v2___15,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___15,RIMDAMAL,adv_event_descrip_v2___15,int,0,NA,NA,0 to 0,1,0,NA
30,adv_event_descrip_v2___16,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___16,RIMDAMAL,adv_event_descrip_v2___16,int,0,NA,NA,0 to 1,2,0,NA
31,adv_event_descrip_v2___17,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___17,RIMDAMAL,adv_event_descrip_v2___17,int,0,NA,NA,0 to 1,2,0,NA
32,adv_event_descrip_v2___18,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___18,RIMDAMAL,adv_event_descrip_v2___18,int,0,NA,NA,0 to 1,2,0,NA
33,adv_event_descrip_v2___19,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___19,RIMDAMAL,adv_event_descrip_v2___19,int,0,NA,NA,0 to 0,1,0,NA
16,adv_event_descrip_v2___2,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___2,RIMDAMAL,adv_event_descrip_v2___2,int,0,NA,NA,0 to 0,1,0,NA
34,adv_event_descrip_v2___20,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___20,RIMDAMAL,adv_event_descrip_v2___20,int,0,NA,NA,0 to 0,1,0,NA
35,adv_event_descrip_v2___21,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___21,RIMDAMAL,adv_event_descrip_v2___21,int,0,NA,NA,0 to 1,2,0,NA
36,adv_event_descrip_v2___22,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___22,RIMDAMAL,adv_event_descrip_v2___22,int,0,NA,NA,0 to 0,1,0,NA
37,adv_event_descrip_v2___23,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___23,RIMDAMAL,adv_event_descrip_v2___23,int,0,NA,NA,0 to 1,2,0,NA
38,adv_event_descrip_v2___24,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___24,RIMDAMAL,adv_event_descrip_v2___24,int,0,NA,NA,0 to 1,2,0,NA
39,adv_event_descrip_v2___25,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___25,RIMDAMAL,adv_event_descrip_v2___25,int,0,NA,NA,0 to 0,1,0,NA
40,adv_event_descrip_v2___26,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___26,RIMDAMAL,adv_event_descrip_v2___26,int,0,NA,NA,0 to 0,1,0,NA
41,adv_event_descrip_v2___27,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___27,RIMDAMAL,adv_event_descrip_v2___27,int,0,NA,NA,0 to 1,2,0,NA
17,adv_event_descrip_v2___3,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___3,RIMDAMAL,adv_event_descrip_v2___3,int,0,NA,NA,0 to 0,1,0,NA
18,adv_event_descrip_v2___4,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___4,RIMDAMAL,adv_event_descrip_v2___4,int,0,NA,NA,0 to 1,2,0,NA
19,adv_event_descrip_v2___5,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___5,RIMDAMAL,adv_event_descrip_v2___5,int,0,NA,NA,0 to 0,1,0,NA
20,adv_event_descrip_v2___6,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___6,RIMDAMAL,adv_event_descrip_v2___6,int,0,NA,NA,0 to 1,2,0,NA
21,adv_event_descrip_v2___7,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___7,RIMDAMAL,adv_event_descrip_v2___7,int,0,NA,NA,0 to 1,2,0,NA
22,adv_event_descrip_v2___8,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___8,RIMDAMAL,adv_event_descrip_v2___8,int,0,NA,NA,0 to 1,2,0,NA
23,adv_event_descrip_v2___9,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___9,RIMDAMAL,adv_event_descrip_v2___9,int,0,NA,NA,0 to 1,2,0,NA
38,adv_event_detail,adverse_events_arm_reshaped,keep,,,Adverse event detailed description,NA,,,,"Refer to DAIDS Table for description; if no DAIDS table description exists, self-describe event",adverse_events_arm_reshaped::adv_event_detail,RIMDAMAL,adv_event_detail,chr,Fierce vomissement evoluant depuis hier,NA,NA,>10 unique values,209,0.002631579,NA
42,adv_event_detail_v2,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adv_event_detail_v2,RIMDAMAL,adv_event_detail_v2,chr,Vomissement +céphalée+Algie diffuse +douleur musculaire.,NA,NA,>10 unique values,100,0.052287582,NA
6,adv_event_detec_acd,adverse_events_arm_reshaped,keep,,,The adverse event was detected during an Active Case Detection (ACD) cohort visit,NA,,,,NA,adverse_events_arm_reshaped::adv_event_detec_acd,RIMDAMAL,adv_event_detec_acd,int,0,NA,NA,0 to 1,2,0,NA
6,adv_event_detec_acd_v2,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adv_event_detec_acd_v2,RIMDAMAL,adv_event_detec_acd_v2,int,0,NA,NA,0 to 1,2,0.006535948,NA
7,adv_event_detec_cross_sec,adverse_events_arm_reshaped,keep,,,The adverse event was detected during a cross-sectional visit,NA,,,,NA,adverse_events_arm_reshaped::adv_event_detec_cross_sec,RIMDAMAL,adv_event_detec_cross_sec,int,0,NA,NA,0 to 0,1,0.002631579,NA
7,adv_event_detec_cross_sec_v2,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adv_event_detec_cross_sec_v2,RIMDAMAL,adv_event_detec_cross_sec_v2,int,0,NA,NA,0 to 1,2,0,NA
5,adv_event_detect_mda,adverse_events_arm_reshaped,keep,,,The adverse event was detected during an MDA visit,NA,,,,NA,adverse_events_arm_reshaped::adv_event_detect_mda,RIMDAMAL,adv_event_detect_mda,int,1,NA,NA,0 to 1,2,0,NA
5,adv_event_detect_mda_v2,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adv_event_detect_mda_v2,RIMDAMAL,adv_event_detect_mda_v2,int,0,NA,NA,0 to 1,2,0.006535948,NA
43,adv_event_hosp,adverse_events_arm_reshaped,keep,,,Was the patient referred to a health care facility because of the adverse event?,NA,,,,NA,adverse_events_arm_reshaped::adv_event_hosp,RIMDAMAL,adv_event_hosp,int,0,NA,NA,0 to 1,2,0.005263158,NA
47,adv_event_hosp_v2,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adv_event_hosp_v2,RIMDAMAL,adv_event_hosp_v2,int,0,NA,NA,0 to 1,2,0,NA
41,adv_event_med_regimen,adverse_events_arm_reshaped,keep,,,Describe the treatment or medication regimen,NA,,,,NA,adverse_events_arm_reshaped::adv_event_med_regimen,RIMDAMAL,adv_event_med_regimen,chr,Artmether lumefantrine et paracetamole cp,NA,NA,>10 unique values,98,0.247368421,NA
45,adv_event_med_regimen_v2,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adv_event_med_regimen_v2,RIMDAMAL,adv_event_med_regimen_v2,chr,ArtemetherArtemether20mgcp+lumefantrine 120mgcp4cp×2/jrs+paracetamole cp500mg 2cp×3/jrs,NA,NA,>10 unique values,79,0.176470588,NA
8,adv_event_pass_rep,adverse_events_arm_reshaped,keep,,,"Is this a passive adverse event report?
(participant spontaneously reported it to the study team)",NA,,,,"Mark ""Yes"" if the adverse event was not observed during the last MDA administration or during the last Active Case Detection cohort visit",adverse_events_arm_reshaped::adv_event_pass_rep,RIMDAMAL,adv_event_pass_rep,int,0,NA,NA,0 to 1,2,0,NA
8,adv_event_pass_rep_v2,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adv_event_pass_rep_v2,RIMDAMAL,adv_event_pass_rep_v2,int,1,NA,NA,0 to 1,2,0,NA
46,adv_event_rel,adverse_events_arm_reshaped,keep,,,"Adverse event relationship with MDA

(This will be filled by the study doctor or coordinator ONLY)","1, Definitely related | 2, Probably related | 3, Possibly related | 4, Unlikely related | 5, Unrelated | 6, Unclassified",,,,NA,adverse_events_arm_reshaped::adv_event_rel,RIMDAMAL,adv_event_rel,int,1,NA,NA,1 to 4,4,0.002631579,NA
50,adv_event_rel_v2,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adv_event_rel_v2,RIMDAMAL,adv_event_rel_v2,int,5,NA,NA,1 to 5,5,0,NA
39,adv_event_sev,adverse_events_arm_reshaped,keep,,,Adverse event severity,"1, Grade 1 (Mild) | 2, Grade 2 (Moderate) | 3, Grade 3 (Severe) | 4, Grade 4 (Potentially life-threatening) | 5, Grade 5 (Death)",,,,Refer to DAIDS Table for severity grading,adverse_events_arm_reshaped::adv_event_sev,RIMDAMAL,adv_event_sev,int,1,NA,NA,1 to 5,5,0.002631579,NA
43,adv_event_sev_v2,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adv_event_sev_v2,RIMDAMAL,adv_event_sev_v2,int,1,NA,NA,1 to 5,4,0.032679739,NA
40,adv_event_treat,adverse_events_arm_reshaped,keep,,,Is this person being treated or medicated for the adverse event?,NA,,,,NA,adverse_events_arm_reshaped::adv_event_treat,RIMDAMAL,adv_event_treat,int,1,NA,NA,0 to 1,2,0,NA
44,adv_event_treat_v2,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adv_event_treat_v2,RIMDAMAL,adv_event_treat_v2,int,1,NA,NA,0 to 1,2,0,NA
52,adverse_event_number,adverse_events_arm_2020_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_2020_reshaped::adverse_event_number,RIMDAMAL,adverse_event_number,chr,_up1_v2,NA,NA,"_up1_v2, _up2_v2, _up3_v2, _up4_v2, _up5_v2",5,0,duplicated variable
48,adverse_event_number,adverse_events_arm_reshaped,keep,,,NA,NA,,,,NA,adverse_events_arm_reshaped::adverse_event_number,RIMDAMAL,adverse_event_number,chr,_up1,NA,NA,"_up1, _up2, _up3, _up4",4,0,duplicated variable
7,age,enrollment__base_d_arm_reshaped,keep,,,NA,NA,,,,NA,enrollment__base_d_arm_reshaped::age,RIMDAMAL,age,int,84,NA,NA,0 to 92,89,0,duplicated variable
7,age,enrollment_year1_year2_arm_2020_reshaped,keep,,,NA,NA,,,,NA,enrollment_year1_year2_arm_2020_reshaped::age,RIMDAMAL,age,int,84,NA,NA,0 to 490,90,0.500428135,duplicated variable
25,age_2020,enrollment_year1_year2_arm_2020_reshaped,keep,,,NA,NA,,,,NA,enrollment_year1_year2_arm_2020_reshaped::age_2020,RIMDAMAL,age_2020,int,84,NA,NA,0 to 93,91,0.57382263,NA
8,age_child_months,enrollment__base_d_arm_reshaped,keep,,,NA,NA,,,,NA,enrollment__base_d_arm_reshaped::age_child_months,RIMDAMAL,age_child_months,int,37,NA,NA,0 to 69,69,0.798471554,duplicated variable
8,age_child_months,enrollment_year1_year2_arm_2020_reshaped,keep,,,NA,NA,,,,NA,enrollment_year1_year2_arm_2020_reshaped::age_child_months,RIMDAMAL,age_child_months,int,37,NA,NA,0 to 70,70,0.913883792,duplicated variable
26,age_child_months_2020,enrollment_year1_year2_arm_2020_reshaped,keep,,,NA,NA,,,,NA,enrollment_year1_year2_arm_2020_reshaped::age_child_months_2020,RIMDAMAL,age_child_months_2020,dbl,49,NA,NA,11 to 59.5,250,0.942262997,NA
33,age_child_months_v2,enrollment_year1_year2_arm_2020_reshaped,keep,,,NA,NA,,,,NA,enrollment_year1_year2_arm_2020_reshaped::age_child_months_v2,RIMDAMAL,age_child_months_v2,dbl,16.8,NA,NA,0 to 60,89,0.983853211,NA
89,age_nets_hsc_v2,household_survey_f_arm_reshaped,keep,,,NA,NA,,,,NA,household_survey_f_arm_reshaped::age_nets_hsc_v2,RIMDAMAL,age_nets_hsc_v2,int,4,NA,NA,1 to 14,14,0.414489311,NA
91,age_nets_hsc_v2_v2,household_survey_f_arm_2020_reshaped,keep,,,NA,NA,,,,NA,household_survey_f_arm_2020_reshaped::age_nets_hsc_v2_v2,RIMDAMAL,age_nets_hsc_v2_v2,int,5,NA,NA,2 to 13,7,0.372505543,NA
32,age_v2,enrollment_year1_year2_arm_2020_reshaped,keep,,,NA,NA,,,,NA,enrollment_year1_year2_arm_2020_reshaped::age_v2,RIMDAMAL,age_v2,int,71,NA,NA,0 to 90,76,0.928073394,NA
16,alcohol_usage,pregnancy_monitori_arm_reshaped,keep,,,Does the participant currently use alcohol?,NA,,,,NA,pregnancy_monitori_arm_reshaped::alcohol_usage,RIMDAMAL,alcohol_usage,int,1,NA,NA,0 to 1,2,0.130952381,NA
16,alcohol_usage,pregnancy_monitori_arm_reshaped,keep,,,Does the participant currently use alcohol?,"1, Oui | 0, Non",,,,NA,pregnancy_monitori_arm_reshaped::alcohol_usage,RIMDAMAL,alcohol_usage,int,1,NA,NA,0 to 1,2,0.130952381,NA
16,alcohol_usage_v2,pregnancy_monitori_arm_2020_reshaped,keep,,,NA,NA,,,,NA,pregnancy_monitori_arm_2020_reshaped::alcohol_usage_v2,RIMDAMAL,alcohol_usage_v2,int,1,NA,NA,0 to 1,2,0.048780488,NA
22,antenatal,pregnancy_monitori_arm_reshaped,keep,,,Has the participant visited the antenatal clinic or CSPS during her pregnancy?,NA,,,,NA,pregnancy_monitori_arm_reshaped::antenatal,RIMDAMAL,antenatal,int,0,NA,NA,0 to 1,2,0.107142857,NA
22,antenatal,pregnancy_monitori_arm_reshaped,keep,,,Did the participant consult a clinic or a CSPS during her pregnancy?,"1, Oui | 0, Non",,,,NA,pregnancy_monitori_arm_reshaped::antenatal,RIMDAMAL,antenatal,int,0,NA,NA,0 to 1,2,0.107142857,NA
23,antenatal_v2,pregnancy_monitori_arm_2020_reshaped,keep,,,NA,NA,,,,NA,pregnancy_monitori_arm_2020_reshaped::antenatal_v2,RIMDAMAL,antenatal_v2,int,0,NA,NA,0 to 1,2,0.048780488,NA
24,antimalarial,pregnancy_monitori_arm_reshaped,keep,,,Is the participant taking a medicine to prevent malaria in pregnancy?,NA,,,,NA,pregnancy_monitori_arm_reshaped::antimalarial,RIMDAMAL,antimalarial,int,0,NA,NA,0 to 1,2,0.130952381,NA
24,antimalarial,pregnancy_monitori_arm_reshaped,keep,,,Did the participant take medication to prevent malaria during pregnancy?,"1, Oui | 0, Non",,,,NA,pregnancy_monitori_arm_reshaped::antimalarial,RIMDAMAL,antimalarial,int,0,NA,NA,0 to 1,2,0.130952381,NA
26,antimalarial_doses,pregnancy_monitori_arm_reshaped,keep,,,How many doses of this medication has she taken?,NA,,,,NA,pregnancy_monitori_arm_reshaped::antimalarial_doses,RIMDAMAL,antimalarial_doses,int,1,NA,NA,1 to 3,3,0.785714286,NA
27,antimalarial_doses_v2,pregnancy_monitori_arm_2020_reshaped,keep,,,NA,NA,,,,NA,pregnancy_monitori_arm_2020_reshaped::antimalarial_doses_v2,RIMDAMAL,antimalarial_doses_v2,int,1,NA,NA,1 to 4,2,0.853658537,NA
25,antimalarial_type,pregnancy_monitori_arm_reshaped,keep,,,Which medicine is she taking?,NA,,,,NA,pregnancy_monitori_arm_reshaped::antimalarial_type,RIMDAMAL,antimalarial_type,chr,Sulfadoxine +pyrimethamine,NA,NA,"SP, Sulfadoxine +pyrimethamine, Sulfadoxine +pyrimethamine,, Sulfadoxine Pyrimethamine, Sulfadoxine pyrimetamine, Sulfadoxine-pyrimethamine, NA",6,0.797619048,NA
25,antimalarial_type,pregnancy_monitori_arm_reshaped,keep,,,What medicine did she take?,NA,,,,NA,pregnancy_monitori_arm_reshaped::antimalarial_type,RIMDAMAL,antimalarial_type,chr,Sulfadoxine +pyrimethamine,NA,NA,"SP, Sulfadoxine +pyrimethamine, Sulfadoxine +pyrimethamine,, Sulfadoxine Pyrimethamine, Sulfadoxine pyrimetamine, Sulfadoxine-pyrimethamine, NA",6,0.797619048,NA
26,antimalarial_type_v2,pregnancy_monitori_arm_2020_reshaped,keep,,,NA,NA,,,,NA,pregnancy_monitori_arm_2020_reshaped::antimalarial_type_v2,RIMDAMAL,antimalarial_type_v2,chr,Fer+Acide folique,NA,NA,"Fer+Acide folique, Sulfadoxine+Pyrimethamine, Sulfadoxyl pyrimitamine 1, NA",3,0.926829268,NA
25,antimalarial_v2,pregnancy_monitori_arm_2020_reshaped,keep,,,NA,NA,,,,NA,pregnancy_monitori_arm_2020_reshaped::antimalarial_v2,RIMDAMAL,antimalarial_v2,int,0,NA,NA,0 to 1,2,0.048780488,NA
50,bednet_freq_v2,enrollment_year1_year2_arm_2020_reshaped,keep,,,NA,NA,,,,NA,enrollment_year1_year2_arm_2020_reshaped::bednet_freq_v2,RIMDAMAL,bednet_freq_v2,int,1,NA,NA,1 to 3,3,0.536269113,NA
