colOrder,variable,dataFile,IRI,label,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,notesForOnt,repeated,is_temporal,mergeKey,dataSet,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth,forceStringType
21,enrollment__base_d_arm_reshaped::cross_sec_cohort,enrollment__base_d_arm_reshaped,,Cross-sectional cohort member,,,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,"Check ""Yes"" only if the participant lives in a household selected for the cross-sectional cohort
The participant is part of the cross-sectional cohort",,variable,new term needed,,,,RIMDAMAL,,,,,,,,,
21,enrollment_year1_year2_arm_2020_reshaped::cross_sec_cohort,enrollment_year1_year2_arm_2020_reshaped,,Cross-sectional cohort member,,,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,,variable,,,,,RIMDAMAL,,,,,,,,,
46,enrollment_year1_year2_arm_2020_reshaped::cross_sec_cohort_v2,enrollment_year1_year2_arm_2020_reshaped,,Cross-sectional cohort member,,,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,,variable,,,,,RIMDAMAL,,,,,,,,,
,,,,ACD cohort member,,,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,,variable,new term needed,,,,,,,,,,,,,
21,pregnancy_monitori_arm_2020_reshaped::pass_report_preg_v2,pregnancy_monitori_arm_2020_reshaped,,PKPD cohort member,,,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,"Check ""Yes"" only if the participant was selected to be part of the Pharmacokinetic-dynamics of ivermectin (PKPD) cohort",,variable,new term needed,,,,RIMDAMAL,,,,,,,,,
22,enrollment__base_d_arm_reshaped::pkpd_cohort,enrollment__base_d_arm_reshaped,,PKPD cohort member,,,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,"Check ""Yes"" only if the participant was selected to be part of the Pharmacokinetic-dynamics of ivermectin (PKPD) cohort",,variable,,,,,RIMDAMAL,,,,,,,,,
22,enrollment_year1_year2_arm_2020_reshaped::pkpd_cohort,enrollment_year1_year2_arm_2020_reshaped,,PKPD cohort member,,,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,"Check ""Yes"" only if the participant was selected to be part of the Pharmacokinetic-dynamics of ivermectin (PKPD) cohort",,variable,,,,,RIMDAMAL,,,,,,,,,
47,enrollment_year1_year2_arm_2020_reshaped::pkpd_cohort_v2,enrollment_year1_year2_arm_2020_reshaped,,PKPD cohort member,,,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,"Check ""Yes"" only if the participant was selected to be part of the Pharmacokinetic-dynamics of ivermectin (PKPD) cohort",,variable,,,,,RIMDAMAL,,,,,,,,,
,,,http://purl.obolibrary.org/obo/EUPATH_0000208,Reason for winthdrawal,,,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,,multifilter,,,,,,,,,,,,,,
11,adverse_events_arm_reshaped::adv_event_descrip___1,adverse_events_arm_reshaped,,Blood and lymphatic system disorders,,,,Adverse event general description,,,value,new term needed,yes,,,RIMDAMAL,,,,,,,,,
20,adverse_events_arm_reshaped::adv_event_descrip___10,adverse_events_arm_reshaped,,Immune system disorders,,,,Adverse event general description,,,value,new term needed,yes,,,RIMDAMAL,,,,,,,,,
21,adverse_events_arm_reshaped::adv_event_descrip___11,adverse_events_arm_reshaped,,Infections and infestations,,,,Adverse event general description,,,value,new term needed,yes,,,RIMDAMAL,,,,,,,,,
22,adverse_events_arm_reshaped::adv_event_descrip___12,adverse_events_arm_reshaped,,"Injury, poisoning and procedural complications",,,,Adverse event general description,,,value,new term needed,yes,,,RIMDAMAL,,,,,,,,,
23,adverse_events_arm_reshaped::adv_event_descrip___13,adverse_events_arm_reshaped,,Investigations,,,,Adverse event general description,,,value,new term needed,yes,,,RIMDAMAL,,,,,,,,,
24,adverse_events_arm_reshaped::adv_event_descrip___14,adverse_events_arm_reshaped,,Metabolism and nutrition disorders,,,,Adverse event general description,,,value,new term needed,yes,,,RIMDAMAL,,,,,,,,,
25,adverse_events_arm_reshaped::adv_event_descrip___15,adverse_events_arm_reshaped,,Musculoskeletal and connective tissue disorders,,,,Adverse event general description,,,value,new term needed,yes,,,RIMDAMAL,,,,,,,,,
26,adverse_events_arm_reshaped::adv_event_descrip___16,adverse_events_arm_reshaped,,"Neoplasms benign, malignant and unspecified (including cysts and polyps)",,,,Adverse event general description,"Neoplasms benign, malignant and unspecified (including cysts and polyps)",,value,new term needed,yes,,,RIMDAMAL,,,,,,,,,
27,adverse_events_arm_reshaped::adv_event_descrip___17,adverse_events_arm_reshaped,,Nervous system disorders,,,,Adverse event general description,,,value,new term needed,yes,,,RIMDAMAL,,,,,,,,,
28,adverse_events_arm_reshaped::adv_event_descrip___18,adverse_events_arm_reshaped,,"Pregnancy, peurperium and perinatal condition",,,,Adverse event general description,,,value,new term needed,yes,,,RIMDAMAL,,,,,,,,,
29,adverse_events_arm_reshaped::adv_event_descrip___19,adverse_events_arm_reshaped,,Product issues,,,,Adverse event general description,,,value,new term needed,yes,,,RIMDAMAL,,,,,,,,,
12,adverse_events_arm_reshaped::adv_event_descrip___2,adverse_events_arm_reshaped,,Cardiac disorders,,,,Adverse event general description,,,value,new term needed,yes,,,RIMDAMAL,,,,,,,,,
30,adverse_events_arm_reshaped::adv_event_descrip___20,adverse_events_arm_reshaped,,Psychiatric disorders,,,,Adverse event general description,,,value,new term needed,yes,,,RIMDAMAL,,,,,,,,,
31,adverse_events_arm_reshaped::adv_event_descrip___21,adverse_events_arm_reshaped,,Renal and urinary disorders,,,,Adverse event general description,,,value,new term needed,yes,,,RIMDAMAL,,,,,,,,,
32,adverse_events_arm_reshaped::adv_event_descrip___22,adverse_events_arm_reshaped,,Reproductive system and breast disorders,,,,Adverse event general description,,,value,new term needed,yes,,,RIMDAMAL,,,,,,,,,
33,adverse_events_arm_reshaped::adv_event_descrip___23,adverse_events_arm_reshaped,,"Respiratory, thoracic and mediastinal disorders",,,,Adverse event general description,,,value,new term needed,yes,,,RIMDAMAL,,,,,,,,,
34,adverse_events_arm_reshaped::adv_event_descrip___24,adverse_events_arm_reshaped,,Skin and subcutaneous tissue disorders,,,,Adverse event general description,,,value,new term needed,yes,,,RIMDAMAL,,,,,,,,,
35,adverse_events_arm_reshaped::adv_event_descrip___25,adverse_events_arm_reshaped,,Social circumstances,,,,Adverse event general description,,,value,new term needed,yes,,,RIMDAMAL,,,,,,,,,
36,adverse_events_arm_reshaped::adv_event_descrip___26,adverse_events_arm_reshaped,,Surgical and medical procedures,,,,Adverse event general description,,,value,new term needed,yes,,,RIMDAMAL,,,,,,,,,
37,adverse_events_arm_reshaped::adv_event_descrip___27,adverse_events_arm_reshaped,,Vascular disorders,,,,Adverse event general description,,,value,new term needed,yes,,,RIMDAMAL,,,,,,,,,
13,adverse_events_arm_reshaped::adv_event_descrip___3,adverse_events_arm_reshaped,,"Congenital, familial and genetic disorders",,,,Adverse event general description,,,value,new term needed,yes,,,RIMDAMAL,,,,,,,,,
14,adverse_events_arm_reshaped::adv_event_descrip___4,adverse_events_arm_reshaped,,Ear and labyrinth disorders,,,,Adverse event general description,,,value,new term needed,yes,,,RIMDAMAL,,,,,,,,,
15,adverse_events_arm_reshaped::adv_event_descrip___5,adverse_events_arm_reshaped,,Endocrine disorders,,,,Adverse event general description,,,value,new term needed,yes,,,RIMDAMAL,,,,,,,,,
16,adverse_events_arm_reshaped::adv_event_descrip___6,adverse_events_arm_reshaped,,Eye disorders,,,,Adverse event general description,,,value,new term needed,yes,,,RIMDAMAL,,,,,,,,,
17,adverse_events_arm_reshaped::adv_event_descrip___7,adverse_events_arm_reshaped,,Gastrointestinal disorders,,,,Adverse event general description,,,value,new term needed,yes,,,RIMDAMAL,,,,,,,,,
18,adverse_events_arm_reshaped::adv_event_descrip___8,adverse_events_arm_reshaped,,General disorders,,,,Adverse event general description,,,value,new term needed,yes,,,RIMDAMAL,,,,,,,,,
19,adverse_events_arm_reshaped::adv_event_descrip___9,adverse_events_arm_reshaped,,Hepatobiliary disorders,,,,Adverse event general description,,,value,new term needed,yes,,,RIMDAMAL,,,,,,,,,
15,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___1,adverse_events_arm_2020_reshaped,,Blood and lymphatic system disorders,,,,Adverse event general description,,,value,,yes,,,RIMDAMAL,,,,,,,,,
24,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___10,adverse_events_arm_2020_reshaped,,Immune system disorders,,,,Adverse event general description,,,value,,yes,,,RIMDAMAL,,,,,,,,,
25,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___11,adverse_events_arm_2020_reshaped,,Infections and infestations,,,,Adverse event general description,,,value,,yes,,,RIMDAMAL,,,,,,,,,
26,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___12,adverse_events_arm_2020_reshaped,,"Injury, poisoning and procedural complications",,,,Adverse event general description,,,value,,yes,,,RIMDAMAL,,,,,,,,,
27,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___13,adverse_events_arm_2020_reshaped,,Investigations,,,,Adverse event general description,,,value,,yes,,,RIMDAMAL,,,,,,,,,
28,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___14,adverse_events_arm_2020_reshaped,,Metabolism and nutrition disorders,,,,Adverse event general description,,,value,,yes,,,RIMDAMAL,,,,,,,,,
29,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___15,adverse_events_arm_2020_reshaped,,Musculoskeletal and connective tissue disorders,,,,Adverse event general description,,,value,,yes,,,RIMDAMAL,,,,,,,,,
30,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___16,adverse_events_arm_2020_reshaped,,"Neoplasms benign, malignant and unspecified (including cysts and polyps)",,,,Adverse event general description,"Neoplasms benign, malignant and unspecified (including cysts and polyps)",,value,,yes,,,RIMDAMAL,,,,,,,,,
31,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___17,adverse_events_arm_2020_reshaped,,Nervous system disorders,,,,Adverse event general description,,,value,,yes,,,RIMDAMAL,,,,,,,,,
32,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___18,adverse_events_arm_2020_reshaped,,"Pregnancy, peurperium and perinatal condition",,,,Adverse event general description,,,value,,yes,,,RIMDAMAL,,,,,,,,,
33,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___19,adverse_events_arm_2020_reshaped,,Product issues,,,,Adverse event general description,,,value,,yes,,,RIMDAMAL,,,,,,,,,
16,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___2,adverse_events_arm_2020_reshaped,,Cardiac disorders,,,,Adverse event general description,,,value,,yes,,,RIMDAMAL,,,,,,,,,
34,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___20,adverse_events_arm_2020_reshaped,,Psychiatric disorders,,,,Adverse event general description,,,value,,yes,,,RIMDAMAL,,,,,,,,,
35,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___21,adverse_events_arm_2020_reshaped,,Renal and urinary disorders,,,,Adverse event general description,,,value,,yes,,,RIMDAMAL,,,,,,,,,
36,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___22,adverse_events_arm_2020_reshaped,,Reproductive system and breast disorders,,,,Adverse event general description,,,value,,yes,,,RIMDAMAL,,,,,,,,,
37,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___23,adverse_events_arm_2020_reshaped,,"Respiratory, thoracic and mediastinal disorders",,,,Adverse event general description,,,value,,yes,,,RIMDAMAL,,,,,,,,,
38,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___24,adverse_events_arm_2020_reshaped,,Skin and subcutaneous tissue disorders,,,,Adverse event general description,,,value,,yes,,,RIMDAMAL,,,,,,,,,
39,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___25,adverse_events_arm_2020_reshaped,,Social circumstances,,,,Adverse event general description,,,value,,yes,,,RIMDAMAL,,,,,,,,,
40,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___26,adverse_events_arm_2020_reshaped,,Surgical and medical procedures,,,,Adverse event general description,,,value,,yes,,,RIMDAMAL,,,,,,,,,
41,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___27,adverse_events_arm_2020_reshaped,,Vascular disorders,,,,Adverse event general description,,,value,,yes,,,RIMDAMAL,,,,,,,,,
17,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___3,adverse_events_arm_2020_reshaped,,"Congenital, familial and genetic disorders",,,,Adverse event general description,,,value,,yes,,,RIMDAMAL,,,,,,,,,
18,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___4,adverse_events_arm_2020_reshaped,,Ear and labyrinth disorders,,,,Adverse event general description,,,value,,yes,,,RIMDAMAL,,,,,,,,,
19,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___5,adverse_events_arm_2020_reshaped,,Endocrine disorders,,,,Adverse event general description,,,value,,yes,,,RIMDAMAL,,,,,,,,,
20,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___6,adverse_events_arm_2020_reshaped,,Eye disorders,,,,Adverse event general description,,,value,,yes,,,RIMDAMAL,,,,,,,,,
21,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___7,adverse_events_arm_2020_reshaped,,Gastrointestinal disorders,,,,Adverse event general description,,,value,,yes,,,RIMDAMAL,,,,,,,,,
22,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___8,adverse_events_arm_2020_reshaped,,General disorders,,,,Adverse event general description,,,value,,yes,,,RIMDAMAL,,,,,,,,,
23,adverse_events_arm_2020_reshaped::adv_event_descrip_v2___9,adverse_events_arm_2020_reshaped,,Hepatobiliary disorders,,,,Adverse event general description,,,value,,yes,,,RIMDAMAL,,,,,,,,,
34,active_case_detect_arm_reshaped::adv_event_acd,active_case_detect_arm_reshaped,,Adverse event other than malaria,,,http://purl.obolibrary.org/obo/OAE_0000001,Adverse events,Is the participant presenting with an Adverse Event other than malaria?,"1, Oui | 0, Non",variable,new term needed,,,,RIMDAMAL,,,,,,,,,
35,active_case_detect_arm_2020_reshaped::adv_event_acd_v2,active_case_detect_arm_2020_reshaped,,Adverse event other than malaria,,,http://purl.obolibrary.org/obo/OAE_0000001,Adverse events,Is the participant presenting with an Adverse Event other than malaria?,"1, Oui | 0, Non",variable,,,,,RIMDAMAL,,,,,,,,,
38,adverse_events_arm_reshaped::adv_event_detail,adverse_events_arm_reshaped,,Adverse event detailed description,,,http://purl.obolibrary.org/obo/OAE_0000001,Adverse events,,,variable,new term needed,,,,RIMDAMAL,,,,,,,,,
42,adverse_events_arm_2020_reshaped::adv_event_detail_v2,adverse_events_arm_2020_reshaped,,Adverse event detailed description,,,http://purl.obolibrary.org/obo/OAE_0000001,Adverse events,,,variable,,,,,RIMDAMAL,,,,,,,,,
6,adverse_events_arm_reshaped::adv_event_detec_acd,adverse_events_arm_reshaped,could these all be a multifilter?,"Adverse event detected in cohort visit, by ACD",,,http://purl.obolibrary.org/obo/OAE_0000001,Adverse events,The adverse event was detected during an Active Case Detection (ACD) cohort visit,,variable,,,,,RIMDAMAL,,,,,,,,,
6,adverse_events_arm_2020_reshaped::adv_event_detec_acd_v2,adverse_events_arm_2020_reshaped,,"Adverse event detected in cohort visit, by ACD",,,http://purl.obolibrary.org/obo/OAE_0000001,Adverse events,The adverse event was detected during an Active Case Detection (ACD) cohort visit,,variable,,,,,RIMDAMAL,,,,,,,,,
7,adverse_events_arm_reshaped::adv_event_detec_cross_sec,adverse_events_arm_reshaped,,"Adverse event detected in cross-sectional visit, by ACD",,,http://purl.obolibrary.org/obo/OAE_0000001,Adverse events,The adverse event was detected during a cross-sectional visit,,variable,,,,,RIMDAMAL,,,,,,,,,
7,adverse_events_arm_2020_reshaped::adv_event_detec_cross_sec_v2,adverse_events_arm_2020_reshaped,,"Adverse event detected in cross-sectional visit, by ACD",,,http://purl.obolibrary.org/obo/OAE_0000001,Adverse events,The adverse event was detected during a cross-sectional visit,,variable,,,,,RIMDAMAL,,,,,,,,,
5,adverse_events_arm_reshaped::adv_event_detect_mda,adverse_events_arm_reshaped,,"Adverse event detected in MDA visit, by ACD",,,http://purl.obolibrary.org/obo/OAE_0000001,Adverse events,The adverse event was detected during an MDA visit,,variable,,,,,RIMDAMAL,,,,,,,,,
5,adverse_events_arm_2020_reshaped::adv_event_detect_mda_v2,adverse_events_arm_2020_reshaped,,"Adverse event detected in MDA visit, by ACD",,,http://purl.obolibrary.org/obo/OAE_0000001,Adverse events,The adverse event was detected during an MDA visit,,variable,,,,,RIMDAMAL,,,,,,,,,
43,adverse_events_arm_reshaped::adv_event_hosp,adverse_events_arm_reshaped,,"Referred to health care facility, due to adverse event",,,http://purl.obolibrary.org/obo/OAE_0000001,Adverse events,Was the patient referred to a health care facility because of the adverse event?,,variable,,,,,RIMDAMAL,,,,,,,,,
47,adverse_events_arm_2020_reshaped::adv_event_hosp_v2,adverse_events_arm_2020_reshaped,,"Referred to health care facility, due to adverse event",,,http://purl.obolibrary.org/obo/OAE_0000001,Adverse events,Was the patient referred to a health care facility because of the adverse event?,,variable,,,,,RIMDAMAL,,,,,,,,,
,,,,Did the participant present with an adverse event after a dose of the MDA,,,http://purl.obolibrary.org/obo/OAE_0000001,Adverse events,,,multifilter,new term needed,,,,,,,,,,,,,
,,,,Did the participant present with an adverse event during the MDA season,,,http://purl.obolibrary.org/obo/OAE_0000001,Adverse events,"Has the subject exhibited any adverse events during the MDA6 season?
It may also include drug tolerance reactions, such as vomiting and abdominal pain.
Check all boxes if applicable",,multifilter,,,,,,,,,,,,,,
41,adverse_events_arm_reshaped::adv_event_med_regimen,adverse_events_arm_reshaped,,Adverse event treatment,,,http://purl.obolibrary.org/obo/OAE_0000001,Adverse events,Describe the treatment or medication regimen,,variable,new term needed,,,,RIMDAMAL,,,,,,,,,
45,adverse_events_arm_2020_reshaped::adv_event_med_regimen_v2,adverse_events_arm_2020_reshaped,,Adverse event treatment,,,http://purl.obolibrary.org/obo/OAE_0000001,Adverse events,Describe the treatment or medication regimen,,variable,,,,,RIMDAMAL,,,,,,,,,
8,adverse_events_arm_reshaped::adv_event_pass_rep,adverse_events_arm_reshaped,,Passive adverse event report,,,http://purl.obolibrary.org/obo/OAE_0000001,Adverse events,"Is this a passive adverse event report?
(participant spontaneously reported it to the study team)",,variable,new term needed,,,,RIMDAMAL,,,,,,,,,
8,adverse_events_arm_2020_reshaped::adv_event_pass_rep_v2,adverse_events_arm_2020_reshaped,,Passive adverse event report,,,http://purl.obolibrary.org/obo/OAE_0000001,Adverse events,"Is this a passive adverse event report?
(participant spontaneously reported it to the study team)",,variable,,,,,RIMDAMAL,,,,,,,,,
46,adverse_events_arm_reshaped::adv_event_rel,adverse_events_arm_reshaped,http://purl.obolibrary.org/obo/EUPATH_0041168,Relationship to study intervention,,,http://purl.obolibrary.org/obo/OAE_0000001,Adverse events,"Adverse event relationship with MDA

(This will be filled by the study doctor or coordinator ONLY)","1, Definitely related | 2, Probably related | 3, Possibly related | 4, Unlikely related | 5, Unrelated | 6, Unclassified",variable,,,,,RIMDAMAL,,,,,,,,,
