IRI,variable,dataFile,label,displayOrder,definition,category,parentIRI,parentLabel,termType,codebookDescription,codebookValues,notesForOnt,repeated,is_temporal,mergeKey,dataSet,unitLabel,unitIRI,is_featured,hidden,scale,forceStringType,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth
http://purl.obolibrary.org/obo/EUPATH_0050568,avenir census and treatment data clinepi round 3::form.hohage,avenir census and treatment data clinepi round 3,Household head's age,,Age of head of household in years,Participant,,,variable,Age of head of household in years,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0044152,avenir census and treatment data clinepi round 1::form.hohsex,avenir census and treatment data clinepi round 1,Household head's sex,,Household Head - Sex,Participant,,,variable,Household Head - Sex,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0044152,avenir census and treatment data clinepi round 2::form.hohsex,avenir census and treatment data clinepi round 2,Household head's sex,,Household Head - Sex,Participant,,,variable,Household Head - Sex,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0044152,avenir census and treatment data clinepi round 3::form.hohsex,avenir census and treatment data clinepi round 3,Household head's sex,,Household Head - Sex,Participant,,,variable,Household Head - Sex,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050555,avenir population level data clinepi round 1::card_imovax,avenir population level data clinepi round 1,IMOVAX vaccine,,IMOVAX vaccination (on vaccination card),Participant,http://purl.obolibrary.org/obo/EUPATH_0010947,Immunization and prevention,variable,IMOVAX vaccination (on vaccination card),,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050585,avenir population level data clinepi round 1::malaria,avenir population level data clinepi round 1,Malaria,,Were you told by a healthcare provider that the child had malaria?,Participant,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms,variable,Were you told by a healthcare provider that the child had malaria?,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050522,avenir population level data clinepi round 1::dietlist.mango,avenir population level data clinepi round 1,Mangoes or papaya,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0050531,Contents of diet,value,,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036117,avenir population level data clinepi round 1::vaccinationlist.nocard_measles,avenir population level data clinepi round 1,Measles vaccine,,Measles vaccination (through word of mouth),Participant,http://purl.obolibrary.org/obo/EUPATH_0010947,Immunization and prevention,variable,Measles vaccination (through word of mouth),,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050556,avenir population level data clinepi round 1::card_measles1,avenir population level data clinepi round 1,Measles-1 vaccine,,MEASLES 1 vaccination (on vaccination card),Participant,http://purl.obolibrary.org/obo/EUPATH_0010947,Immunization and prevention,variable,MEASLES 1 vaccination (on vaccination card),,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050557,avenir population level data clinepi round 1::card_measles2,avenir population level data clinepi round 1,Measles-2 vaccine,,MEASLES 2 vaccination (on vaccination card),Participant,http://purl.obolibrary.org/obo/EUPATH_0010947,Immunization and prevention,variable,MEASLES 2 vaccination (on vaccination card),,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050516,avenir population level data clinepi round 1::dietlist.dairy,avenir population level data clinepi round 1,"Milk, yogurt, or other dairy product",,,Participant,http://purl.obolibrary.org/obo/EUPATH_0050531,Contents of diet,value,,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050523,avenir population level data clinepi round 1::dietlist.grains,avenir population level data clinepi round 1,"Millet, rice, sorghum, corn, manioc",,,Participant,http://purl.obolibrary.org/obo/EUPATH_0050531,Contents of diet,value,,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050517,avenir population level data clinepi round 1::dietlist.nuts,avenir population level data clinepi round 1,"Niebe, peas, lentils, peanuts, or other kinds of nuts",,,Participant,http://purl.obolibrary.org/obo/EUPATH_0050531,Contents of diet,value,,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050518,avenir population level data clinepi round 1::dietlist.fat,avenir population level data clinepi round 1,"Oil, fatty substances, coconut oil, coconut milk, butter, or other oily substances",,,Participant,http://purl.obolibrary.org/obo/EUPATH_0050531,Contents of diet,value,,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050607,avenir census and treatment data clinepi round 1::form.childrenrepeat.childrengroup.dobsourceotherdoc,avenir census and treatment data clinepi round 1,Other document was used to validate DOB,,Which other document was used to validate DOB?,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,variable,Which other document was used to validate DOB?,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050607,avenir census and treatment data clinepi round 2::dobsourceotherdoc,avenir census and treatment data clinepi round 2,Other document was used to validate DOB,,Which other document was used to validate DOB?,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,variable,Which other document was used to validate DOB?,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050607,avenir census and treatment data clinepi round 3::dobsourceotherdoc,avenir census and treatment data clinepi round 3,Other document was used to validate DOB,,Which other document was used to validate DOB?,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,variable,Which other document was used to validate DOB?,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050521,avenir population level data clinepi round 1::dietlist.other_fruit,avenir population level data clinepi round 1,"Other fruits like banana, guava, avocado and watermelon",,,Participant,http://purl.obolibrary.org/obo/EUPATH_0050531,Contents of diet,value,,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050501,avenir census and treatment data clinepi round 1::form.childrenrepeat.childrengroup.dobsourcewhoother,avenir census and treatment data clinepi round 1,Other person providing birth date information specified,,Please specify other source for DOB,Participant,,,variable,Please specify other source for DOB,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050501,avenir census and treatment data clinepi round 2::dobsourcewhoother,avenir census and treatment data clinepi round 2,Other person providing birth date information specified,,Please specify other source for DOB,Participant,,,variable,Please specify other source for DOB,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050501,avenir census and treatment data clinepi round 3::dobsourcewhoother,avenir census and treatment data clinepi round 3,Other person providing birth date information specified,,Please specify other source for DOB,Participant,,,variable,Please specify other source for DOB,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050582,avenir census and treatment data clinepi round 1::form.childrenrepeat.childrengroup.notreatreasonother,avenir census and treatment data clinepi round 1,Other reason child should not be treated,,What other reasons?,Participant,,,variable,What other reasons?,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050582,avenir census and treatment data clinepi round 2::notreatreasonother,avenir census and treatment data clinepi round 2,Other reason child should not be treated,,What other reasons?,Participant,,,variable,What other reasons?,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050582,avenir census and treatment data clinepi round 3::notreatreasonother,avenir census and treatment data clinepi round 3,Other reason child should not be treated,,What other reasons?,Participant,,,variable,What other reasons?,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050507,avenir population level data clinepi round 1::health_facility_other,avenir population level data clinepi round 1,Other reason for health facility visit specified,,Please specify the other reason,Participant,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,variable,Please specify the other reason,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050609,avenir population level data clinepi round 1::reasonnodbs,avenir population level data clinepi round 1,Other reason not abel to collect fitler paper,,What other reason were you not able to collect the filter paper?,Sample,http://purl.obolibrary.org/obo/OBI_0000659,Sample collection process,variable,What other reason were you not able to collect the filter paper?,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050608,avenir population level data clinepi round 1::reasonnordt,avenir population level data clinepi round 1,Other reason not abel to collect RDT,,What other reason were you not able to collect the RDT?,Sample,http://purl.obolibrary.org/obo/OBI_0000659,Sample collection process,variable,What other reason were you not able to collect the RDT?,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050554,avenir population level data clinepi round 1::other_vaccinenum,avenir population level data clinepi round 1,Other unrecorded vaccines count,,How many other vaccines were administered that have not been recorded?,Participant,http://purl.obolibrary.org/obo/EUPATH_0010947,Immunization and prevention,variable,How many other vaccines were administered that have not been recorded?,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0050525,avenir population level data clinepi round 1::dietlist.other_veg,avenir population level data clinepi round 1,"Other vegetables like tomatoes, onions, cucumber, zucchini",,,Participant,http://purl.obolibrary.org/obo/EUPATH_0050531,Contents of diet,value,,,,,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0049212,avenir census and treatment data clinepi round 1::form.childrenrepeat.childrengroup.dobsourcewho,avenir census and treatment data clinepi round 1,Person providing birth date information,,Who told you?,Participant,,,variable,Who told you?,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0049212,avenir census and treatment data clinepi round 2::dobsourcewho,avenir census and treatment data clinepi round 2,Person providing birth date information,,Who told you?,Participant,,,variable,Who told you?,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0049212,avenir census and treatment data clinepi round 3::dobsourcewho,avenir census and treatment data clinepi round 3,Person providing birth date information,,Who told you?,Participant,,,variable,Who told you?,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0010232,avenir census and treatment data clinepi round 1::form.noofchildren,avenir census and treatment data clinepi round 1,Persons <5 years in household count,,How many children of age 1-59 months live in the household?,Participant,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,variable,How many children of age 1-59 months live in the household?,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0010232,avenir census and treatment data clinepi round 2::num_child,avenir census and treatment data clinepi round 2,Persons <5 years in household count,,How many children of age 1-59 months live in the household?,Participant,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,variable,How many children of age 1-59 months live in the household?,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0010232,avenir census and treatment data clinepi round 3::num_child,avenir census and treatment data clinepi round 3,Persons <5 years in household count,,How many children of age 1-59 months live in the household?,Participant,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,variable,How many children of age 1-59 months live in the household?,,,yes,,,avenir_rct,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000019,avenir census and treatment data clinepi round 1::form.hhnumber,avenir census and treatment data clinepi round 1,Persons living in house count,,How many people live in this household?,Participant,,,variable,How many people live in this household?,,,yes,,,avenir_rct,,,,,,,,,
