entity,Num_datasets,labels,PARENT,direct_parent,category,termType
http://purl.obolibrary.org/obo/EUPATH_0010094,2,"BMI-for-age z-score, using median length or height",Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0000683,2,Head circumference (cm),Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0011894,2,Height-for-age z-score,Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0015122,2,Height-for-age z-score below -6 or above 6,Anthropometry,Anthropometry flag,observation,value
http://purl.obolibrary.org/obo/EUPATH_0015124,2,"Height-for-age z-score below -6 or above 6, using median length or height",Anthropometry,Anthropometry flag,observation,value
http://purl.obolibrary.org/obo/EUPATH_0010082,2,"Length- or height-for-age z-score, using median length or height",Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0015126,2,MUAC-for-age z-score below -5 or above 5,Anthropometry,Anthropometry flag,observation,value
http://purl.obolibrary.org/obo/EUPATH_0015127,2,"MUAC-for-age z-score below -5 or above 5, using median MUAC",Anthropometry,Anthropometry flag,observation,value
http://purl.obolibrary.org/obo/EUPATH_0010090,2,"MUAC-for-age z-score, using median MUAC",Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0010087,2,Mean MUAC (cm),Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0010078,2,Mean height (cm),Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0010088,2,Median MUAC (cm),Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0010079,2,Median height (cm),Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0011893,2,Stature (cm),Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0015121,2,Weight-for-age z-score below -6 or above 5,Anthropometry,Anthropometry flag,observation,value
http://purl.obolibrary.org/obo/EUPATH_0011895,2,Weight-for-height z-score,Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0015123,2,Weight-for-length or -height z-score below -5 or above 5,Anthropometry,Anthropometry flag,observation,value
http://purl.obolibrary.org/obo/EUPATH_0015125,2,"Weight-for-length or -height z-score below -5 or above 5, using median length or height",Anthropometry,Anthropometry flag,observation,value
http://purl.obolibrary.org/obo/EUPATH_0010083,2,"Weight-for-length or -height z-score, using median length or height",Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0031025,1,BMI at enrollment (kg),Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0031022,1,BMI at follow-up,Anthropometry,Anthropometry,observation,derived
http://purl.obolibrary.org/obo/EUPATH_0031023,1,"BMI-for-age z-score at enrollment, WHO",Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0031024,1,BMI-for-age z-score at follow-up,Anthropometry,Anthropometry,observation,derived
http://purl.obolibrary.org/obo/EUPATH_0031206,1,BMI-for-age z-score below -5 or above 5 at enrollment,Anthropometry,Anthropometry flag,observation,value
http://purl.obolibrary.org/obo/EUPATH_0031207,1,BMI-for-age z-score below -5 or above 5 at follow-up,Anthropometry,Anthropometry flag,observation,value
http://purl.obolibrary.org/obo/EUPATH_0033150,1,BMI-for-age z-score categorization,Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0035072,1,BMI-for-age z-score flag,Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0035071,1,"BMI-for-age z-score, using median weight and median length or height",Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0031205,1,Birth weight source,Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0035086,1,"Caretaker plus participant weight (kg), 2nd",Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0035087,1,"Caretaker plus participant weight (kg), 3rd",Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0035088,1,"Caretaker weight (kg), 2nd",Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0035089,1,"Caretaker weight (kg), 3rd",Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0031026,1,Change in HAZ score from enrollment to follow-up,Anthropometry,Anthropometry,observation,derived
http://purl.obolibrary.org/obo/EUPATH_0031028,1,Change in MUAC from enrollment to follow-up,Anthropometry,Anthropometry,observation,derived
http://purl.obolibrary.org/obo/EUPATH_0031029,1,Change in MUACZ from enrollment to follow-up,Anthropometry,Anthropometry,observation,derived
http://purl.obolibrary.org/obo/EUPATH_0031030,1,Change in WAZ from enrollment to follow-up,Anthropometry,Anthropometry,observation,derived
http://purl.obolibrary.org/obo/EUPATH_0031032,1,Change in WHZ score from enrollment to follow-up,Anthropometry,Anthropometry,observation,derived
http://purl.obolibrary.org/obo/EUPATH_0031027,1,Change in height from enrollment to follow-up,Anthropometry,Anthropometry,observation,derived
http://purl.obolibrary.org/obo/EUPATH_0031031,1,Change in weight from enrollment to follow-up,Anthropometry,Anthropometry,observation,derived
http://purl.obolibrary.org/obo/EUPATH_0031209,1,Days after birth 1st weight taken,Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0035084,1,"Head circumference (cm), 2nd",Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0035085,1,"Head circumference (cm), 3rd",Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0000682,1,Head circumference-for-age z-score,Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0035076,1,Head circumference-for-age z-score flag,Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0035075,1,"Head circumference-for-age z-score, using median circumference",Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0031152,1,Height-for-age z-score at enrollment,Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0031226,1,Height-for-age z-score below -6 or above 5 at follow-up,Anthropometry,Anthropometry flag,observation,value
http://purl.obolibrary.org/obo/EUPATH_0031227,1,Height-for-age z-score below -6 or above 6 at enrollment,Anthropometry,Anthropometry flag,observation,value
http://purl.obolibrary.org/obo/EUPATH_0033199,1,Length- or height-for-age z-score categorization,Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0035068,1,Length- or height-for-age z-score flag,Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0035067,1,"Length- or height-for-age z-score, using median stature",Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0000689,1,Length-for-age z-score,Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0031157,1,MUAC (cm) at enrollment,Anthropometry,Anthropometry,observation,variable | derived
http://purl.obolibrary.org/obo/EUPATH_0031156,1,MUAC (cm) at follow-up,Anthropometry,Anthropometry,observation,derived
http://purl.obolibrary.org/obo/EUPATH_0031158,1,MUAC not applicable,Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0031159,1,MUAC-for-age z-score at enrollment,Anthropometry,Anthropometry,observation,derived
http://purl.obolibrary.org/obo/EUPATH_0031160,1,MUAC-for-age z-score at follow-up,Anthropometry,Anthropometry,observation,derived
http://purl.obolibrary.org/obo/EUPATH_0031244,1,MUAC-for-age z-score below -5 or above 5 at enrollment,Anthropometry,Anthropometry flag,observation,value
http://purl.obolibrary.org/obo/EUPATH_0031245,1,MUAC-for-age z-score below -5 or above 5 at follow up,Anthropometry,Anthropometry flag,observation,value
http://purl.obolibrary.org/obo/EUPATH_0033210,1,MUAC-for-age z-score categorization,Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0031200,1,Malnutrition severity at enrollment,Anthropometry,Anthropometry,observation,derived
http://purl.obolibrary.org/obo/EUPATH_0035083,1,Median head circumference (cm),Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0031154,1,Median height (cm) at enrollment,Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0031155,1,Median height (cm) at follow-up,Anthropometry,Anthropometry,observation,derived
http://purl.obolibrary.org/obo/EUPATH_0035077,1,Median stature (cm),Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0035080,1,Median weight (kg),Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0011918,1,Recumbent length (cm),Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0000719,1,Recumbent length or height used for stature,Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0035061,1,Severely stunted,Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0035065,1,Severely underweight,Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0035063,1,Severely wasted,Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0035078,1,"Stature (cm), 2nd",Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0035079,1,"Stature (cm), 3rd",Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0035062,1,Stunted,Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0035066,1,Underweight,Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0035064,1,Wasted,Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0031287,1,Weighed at birth,Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0031288,1,Weighed within a month of birth,Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0035081,1,"Weight (kg), 2nd",Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0035082,1,"Weight (kg), 3rd",Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0031161,1,Weight at enrollment (kg),Anthropometry,Anthropometry,observation,variable | derived
http://purl.obolibrary.org/obo/EUPATH_0031162,1,Weight at follow-up,Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0031289,1,Weight within a month of birth,Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0036198,1,Weight-for-age or weight-for-height z-score below -3,Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0031163,1,Weight-for-age z-score at enrollment,Anthropometry,Anthropometry,observation,derived
http://purl.obolibrary.org/obo/EUPATH_0031164,1,Weight-for-age z-score at follow-up,Anthropometry,Anthropometry,observation,derived
http://purl.obolibrary.org/obo/EUPATH_0031290,1,Weight-for-age z-score below -6 or above 5 at enrollment,Anthropometry,Anthropometry flag,observation,value
http://purl.obolibrary.org/obo/EUPATH_0031291,1,Weight-for-age z-score below -6 or above 5 at follow-up,Anthropometry,Anthropometry flag,observation,value
http://purl.obolibrary.org/obo/EUPATH_0033272,1,Weight-for-age z-score categorization,Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0035074,1,Weight-for-age z-score flag,Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0035073,1,"Weight-for-age z-score, using median weight",Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0031165,1,Weight-for-height z-score at enrollment,Anthropometry,Anthropometry,observation,derived
http://purl.obolibrary.org/obo/EUPATH_0031166,1,Weight-for-height z-score at follow-up,Anthropometry,Anthropometry,observation,derived
http://purl.obolibrary.org/obo/EUPATH_0031292,1,Weight-for-height z-score below -6 or above 5 at enrollment,Anthropometry,Anthropometry flag,observation,value
http://purl.obolibrary.org/obo/EUPATH_0031293,1,Weight-for-height z-score below -6 or above 5 at follow-up,Anthropometry,Anthropometry flag,observation,value
http://purl.obolibrary.org/obo/EUPATH_0033274,1,Weight-for-length or -height z-score categorization,Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0035070,1,Weight-for-length or -height z-score flag,Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0035069,1,"Weight-for-length or -height z-score, using median weight and median length or height",Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0011919,1,Weight-for-length z-score,Anthropometry,Anthropometry,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0031153,1,height-for-age z-score at follow-up,Anthropometry,Anthropometry,observation,derived
