sid,label,parent_entity,parent_label,project,new_label
EUPATH_0000023,Cooking fuel,http://purl.obolibrary.org/obo/EUPATH_0000302,Dwelling facilities,gates_gems1a,
EUPATH_0000023,Cooking fuel,http://purl.obolibrary.org/obo/EUPATH_0000302,Dwelling facilities,icemr_amazoniaPeru_long,
EUPATH_0000023,Cooking fuel,http://purl.obolibrary.org/obo/EUPATH_0000302,Dwelling facilities,icemr_prism,
EUPATH_0000025,Sleeping rooms in household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,gates_gems,
EUPATH_0000025,Sleeping rooms in household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,gates_gems1a,
EUPATH_0000025,Sleeping rooms in household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,icemr_amazoniaPeru_long,
EUPATH_0000025,Sleeping rooms in household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,icemr_prism,
EUPATH_0000026,Acres (#),http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,icemr_prism,
EUPATH_0000027,Meals per day (#),http://purl.obolibrary.org/obo/EUPATH_0011683,Food security,icemr_prism,
EUPATH_0000028,Meat meals per week (#),http://purl.obolibrary.org/obo/EUPATH_0011683,Food security,icemr_prism,
EUPATH_0000029,Food problems per week,http://purl.obolibrary.org/obo/EUPATH_0011683,Food security,icemr_prism,
EUPATH_0000033,G6PD genotype,http://purl.obolibrary.org/obo/EUPATH_0000306,Participant genotype,icemr_indian,
EUPATH_0000033,G6PD genotype,http://purl.obolibrary.org/obo/EUPATH_0000306,Participant genotype,icemr_prism,
EUPATH_0000034,A-Thalassemia genotype,http://purl.obolibrary.org/obo/EUPATH_0000306,Participant genotype,icemr_prism,
EUPATH_0000035,HbS genotype,http://purl.obolibrary.org/obo/EUPATH_0000306,Participant genotype,icemr_prism,
EUPATH_0000036,Malaria-related diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,icemr_indian,
EUPATH_0000040,Complicated malaria,http://purl.obolibrary.org/obo/EUPATH_0000090,Malaria diagnosis,icemr_prism,
EUPATH_0000046,Severe malaria criteria,http://purl.obolibrary.org/obo/EUPATH_0000316,Basis of complicated diagnosis,icemr_prism,
EUPATH_0000047,Hemoglobin (g/dL),http://purl.obolibrary.org/obo/EUPATH_0011795,Blood test,icemr_indian,
EUPATH_0000047,Hemoglobin (g/dL),http://purl.obolibrary.org/obo/EUPATH_0011795,Blood test,icemr_prism,
EUPATH_0000047,Hemoglobin (g/dL),http://purl.obolibrary.org/obo/EUPATH_0011795,Blood test,icemr_southAsia,
EUPATH_0000048,"Asexual parasites present, microscopy",http://purl.obolibrary.org/obo/NCBITaxon_5820,Plasmodium,icemr_prism,
EUPATH_0000054,Sub-county in Uganda,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,icemr_prism,
EUPATH_0000058,Malaria medication,http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,icemr_amazoniaPeru_long,
EUPATH_0000058,Malaria medication,http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,icemr_southAsia,
EUPATH_0000059,Non-malaria medication,http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,icemr_prism,
EUPATH_0000090,Malaria diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,icemr_prism,
EUPATH_0000091,Date of visit,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,icemr_indian,
EUPATH_0000091,Date of visit,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,icemr_prism,
EUPATH_0000092,Asexual parasite density,http://purl.obolibrary.org/obo/NCBITaxon_5820,Plasmodium,icemr_prism,
EUPATH_0000094,Household ID,http://purl.obolibrary.org/obo/PCO_0000024,Household,icemr_amazoniaPeru_long,
EUPATH_0000094,Household ID,http://purl.obolibrary.org/obo/PCO_0000024,Household,icemr_indian,
EUPATH_0000094,Household ID,http://purl.obolibrary.org/obo/PCO_0000024,Household,icemr_prism,
EUPATH_0000095,Participant ID,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,gates_maled,
EUPATH_0000095,Participant ID,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,icemr_amazoniaPeru_long,
EUPATH_0000095,Participant ID,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,icemr_indian,
EUPATH_0000095,Participant ID,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,icemr_southAsia,
EUPATH_0000096,Participant,,,gates_gems,
EUPATH_0000096,Participant,,,gates_gems1a,
EUPATH_0000096,Participant,,,gates_maled,
EUPATH_0000096,Participant,,,icemr_amazoniaPeru_long,
EUPATH_0000096,Participant,,,icemr_indian,
EUPATH_0000096,Participant,,,icemr_prism,
EUPATH_0000096,Participant,,,icemr_southAsia,
EUPATH_0000097,Febrile,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms,icemr_prism,
EUPATH_0000100,Fever,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms,icemr_amazoniaPeru_long,
EUPATH_0000100,Fever,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms,icemr_prism,
EUPATH_0000110,Temperature (C),http://purl.obolibrary.org/obo/OGMS_0000083,Physical examination,gates_maled,
EUPATH_0000110,Temperature (C),http://purl.obolibrary.org/obo/OGMS_0000083,Physical examination,icemr_amazoniaPeru_long,
EUPATH_0000110,Temperature (C),http://purl.obolibrary.org/obo/OGMS_0000083,Physical examination,icemr_indian,
EUPATH_0000110,Temperature (C),http://purl.obolibrary.org/obo/OGMS_0000083,Physical examination,icemr_prism,
EUPATH_0000110,Temperature (C),http://purl.obolibrary.org/obo/OGMS_0000083,Physical examination,icemr_southAsia,
EUPATH_0000113,Age at visit (years),http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,icemr_indian,
EUPATH_0000113,Age at visit (years),http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,icemr_prism,
EUPATH_0000114,"Ave parasite density, microscopic parasitemia",http://purl.obolibrary.org/obo/EUPATH_0020004,Aggregated illness data,icemr_prism,
EUPATH_0000115,"Ave parasite density, malaria diagnosis",http://purl.obolibrary.org/obo/EUPATH_0020004,Aggregated illness data,icemr_prism,
EUPATH_0000116,Human biting rate (HBR),http://purl.obolibrary.org/obo/EUPATH_0000312,Aggregated entomological measurement,icemr_prism,
EUPATH_0000117,Anopheles tested (average),http://purl.obolibrary.org/obo/EUPATH_0000326,Sporozoite rate,icemr_prism,
EUPATH_0000118,Anopheles positive (average),http://purl.obolibrary.org/obo/EUPATH_0000326,Sporozoite rate,icemr_prism,
EUPATH_0000119,Anopheles positive (%),http://purl.obolibrary.org/obo/EUPATH_0000326,Sporozoite rate,icemr_prism,
EUPATH_0000120,Age at enrollment,http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details,icemr_amazoniaPeru_long,
EUPATH_0000120,Age at enrollment,http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details,icemr_indian,
EUPATH_0000120,Age at enrollment,http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details,icemr_prism,
EUPATH_0000120,Age at enrollment,http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details,icemr_southAsia,
EUPATH_0000121,Total visits,http://purl.obolibrary.org/obo/EUPATH_0000305,Aggregated visit details,icemr_prism,
EUPATH_0000122,Total visits with malaria,http://purl.obolibrary.org/obo/EUPATH_0000305,Aggregated visit details,icemr_prism,
EUPATH_0000123,Total visits with microscopic parasitemia,http://purl.obolibrary.org/obo/EUPATH_0000305,Aggregated visit details,icemr_prism,
EUPATH_0000127,Filter paper sample,http://purl.obolibrary.org/obo/OBI_0000655,Blood sample,icemr_amazoniaPeru_long,
EUPATH_0000127,Filter paper sample,http://purl.obolibrary.org/obo/OBI_0000655,Blood sample,icemr_indian,
EUPATH_0000134,Collections performed (#),http://purl.obolibrary.org/obo/EUPATH_0000312,Aggregated entomological measurement,icemr_prism,
EUPATH_0000135,Female Anopheles collected (#),http://purl.obolibrary.org/obo/EUPATH_0000313,Individual entomological measurement,icemr_prism,
EUPATH_0000136,A. funestus (#),http://purl.obolibrary.org/obo/EUPATH_0000322,Anopheles funestus,icemr_prism,
EUPATH_0000137,A. gambiae (#),http://purl.obolibrary.org/obo/EUPATH_0000323,Anopheles gambiae sl,icemr_prism,
EUPATH_0000138,Observation period,http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details,icemr_prism,
EUPATH_0000139,Visits per year,http://purl.obolibrary.org/obo/EUPATH_0000305,Aggregated visit details,icemr_prism,
EUPATH_0000140,Visits with microscopic parasitemia per year,http://purl.obolibrary.org/obo/EUPATH_0000305,Aggregated visit details,icemr_prism,
EUPATH_0000141,Visits with malaria per year,http://purl.obolibrary.org/obo/EUPATH_0000305,Aggregated visit details,icemr_prism,
EUPATH_0000143,"Household wealth index, categorical",http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,gates_gems,
EUPATH_0000143,"Household wealth index, categorical",http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,gates_gems1a,
EUPATH_0000143,"Household wealth index, categorical",http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,icemr_prism,
EUPATH_0000144,Assets,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,gates_gems,
EUPATH_0000144,Assets,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,gates_gems1a,
EUPATH_0000144,Assets,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,gates_maled,
EUPATH_0000144,Assets,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,icemr_amazoniaPeru_long,
EUPATH_0000144,Assets,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,icemr_indian,
EUPATH_0000144,Assets,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,icemr_prism,
EUPATH_0000150,Date of death,http://purl.obolibrary.org/obo/EUPATH_0000671,Death information,gates_gems,
EUPATH_0000150,Date of death,http://purl.obolibrary.org/obo/EUPATH_0000671,Death information,gates_gems1a,
EUPATH_0000150,Date of death,http://purl.obolibrary.org/obo/EUPATH_0000671,Death information,icemr_prism,
EUPATH_0000151,Enrollment date,http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details,gates_gems,
EUPATH_0000151,Enrollment date,http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details,gates_gems1a,
EUPATH_0000151,Enrollment date,http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details,icemr_prism,
EUPATH_0000151,Enrollment date,http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details,icemr_southAsia,
EUPATH_0000152,Last date observed,http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details,icemr_prism,
EUPATH_0000154,Abdominal pain duration (days),http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,icemr_prism,
EUPATH_0000155,Anorexia duration (days),http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,icemr_prism,
EUPATH_0000156,Cough duration (days),http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,icemr_prism,
EUPATH_0000157,Diarrhea duration (days),http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,icemr_prism,
EUPATH_0000158,Fatigue duration (days),http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,icemr_prism,
EUPATH_0000159,Headache duration (days),http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,icemr_prism,
EUPATH_0000160,Jaundice duration (days),http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,icemr_prism,
EUPATH_0000161,Joint pains duration (days),http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,icemr_prism,
EUPATH_0000162,Muscle aches duration (days),http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,icemr_prism,
EUPATH_0000163,Seizures duration (days),http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,icemr_prism,
EUPATH_0000164,"Fever, subjective duration (days)",http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,icemr_prism,
EUPATH_0000165,Vomiting duration (days),http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,icemr_prism,
EUPATH_0000166,Animal-drawn cart,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,gates_gems,
EUPATH_0000166,Animal-drawn cart,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,gates_gems1a,
EUPATH_0000166,Animal-drawn cart,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,icemr_prism,
EUPATH_0000167,Bank account,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,gates_maled,
EUPATH_0000167,Bank account,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,icemr_prism,
EUPATH_0000170,Boat without a motor,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,icemr_prism,
EUPATH_0000171,Car/Truck,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,gates_gems,
EUPATH_0000171,Car/Truck,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,gates_gems1a,
EUPATH_0000171,Car/Truck,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,icemr_prism,
EUPATH_0000179,Boat with a motor,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,gates_gems,
EUPATH_0000179,Boat with a motor,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,gates_gems1a,
EUPATH_0000179,Boat with a motor,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,icemr_prism,
EUPATH_0000186,Watch,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,icemr_prism,
EUPATH_0000191,Days since enrollment,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,icemr_indian,
EUPATH_0000191,Days since enrollment,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,icemr_prism,
EUPATH_0000192,Fed A. funestus,http://purl.obolibrary.org/obo/EUPATH_0000322,Anopheles funestus,icemr_prism,
EUPATH_0000193,Fed A. gambiae,http://purl.obolibrary.org/obo/EUPATH_0000323,Anopheles gambiae sl,icemr_prism,
EUPATH_0000194,Discparity,http://purl.obolibrary.org/obo/EUPATH_0000324,Mosquito parity,icemr_prism,
EUPATH_0000195,Nulliparous,http://purl.obolibrary.org/obo/EUPATH_0000324,Mosquito parity,icemr_prism,
EUPATH_0000196,Parous,http://purl.obolibrary.org/obo/EUPATH_0000324,Mosquito parity,icemr_prism,
EUPATH_0000197,Gravid A. funestus,http://purl.obolibrary.org/obo/EUPATH_0000322,Anopheles funestus,icemr_prism,
EUPATH_0000198,Gravid A. gambiae,http://purl.obolibrary.org/obo/EUPATH_0000323,Anopheles gambiae sl,icemr_prism,
EUPATH_0000200,Anopheles other,http://purl.obolibrary.org/obo/EUPATH_0000313,Individual entomological measurement,icemr_prism,
EUPATH_0000201,Sleeping places (#),http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,icemr_amazoniaPeru_long,
EUPATH_0000201,Sleeping places (#),http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,icemr_prism,
EUPATH_0000202,Unable to assess A. funestus,http://purl.obolibrary.org/obo/EUPATH_0000322,Anopheles funestus,icemr_prism,
EUPATH_0000203,Unable to assess A. gambiae,http://purl.obolibrary.org/obo/EUPATH_0000323,Anopheles gambiae sl,icemr_prism,
EUPATH_0000204,Unfed A. funestus,http://purl.obolibrary.org/obo/EUPATH_0000322,Anopheles funestus,icemr_prism,
EUPATH_0000205,Unfed A. gambiae,http://purl.obolibrary.org/obo/EUPATH_0000323,Anopheles gambiae sl,icemr_prism,
EUPATH_0000207,"Gametocytes present, microscopy",http://purl.obolibrary.org/obo/NCBITaxon_5820,Plasmodium,icemr_prism,
EUPATH_0000208,Reason for withdrawal,http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details,icemr_prism,
EUPATH_0000215,Severe anemia,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms,icemr_indian,
EUPATH_0000216,ITN last night,http://purl.obolibrary.org/obo/EUPATH_0021097,Personal vector intervention,icemr_prism,
EUPATH_0000217,Total Anopheles tested,http://purl.obolibrary.org/obo/EUPATH_0000325,Sporozoite testing,icemr_prism,
EUPATH_0000218,Total Anopheles positive,http://purl.obolibrary.org/obo/EUPATH_0000325,Sporozoite testing,icemr_prism,
EUPATH_0000219,Timing of enrollment,http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details,icemr_prism,
EUPATH_0000252,Muscle aches,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms,icemr_prism,
EUPATH_0000302,Dwelling facilities,http://purl.obolibrary.org/obo/PCO_0000024,Household,gates_gems,
EUPATH_0000302,Dwelling facilities,http://purl.obolibrary.org/obo/PCO_0000024,Household,gates_gems1a,
EUPATH_0000302,Dwelling facilities,http://purl.obolibrary.org/obo/PCO_0000024,Household,gates_maled,
EUPATH_0000302,Dwelling facilities,http://purl.obolibrary.org/obo/PCO_0000024,Household,icemr_amazoniaPeru_long,
EUPATH_0000302,Dwelling facilities,http://purl.obolibrary.org/obo/PCO_0000024,Household,icemr_prism,
EUPATH_0000303,Dwelling characteristics,http://purl.obolibrary.org/obo/PCO_0000024,Household,gates_gems,
EUPATH_0000303,Dwelling characteristics,http://purl.obolibrary.org/obo/PCO_0000024,Household,gates_gems1a,
EUPATH_0000303,Dwelling characteristics,http://purl.obolibrary.org/obo/PCO_0000024,Household,gates_maled,
EUPATH_0000303,Dwelling characteristics,http://purl.obolibrary.org/obo/PCO_0000024,Household,icemr_amazoniaPeru_long,
EUPATH_0000303,Dwelling characteristics,http://purl.obolibrary.org/obo/PCO_0000024,Household,icemr_indian,
EUPATH_0000303,Dwelling characteristics,http://purl.obolibrary.org/obo/PCO_0000024,Household,icemr_prism,
EUPATH_0000304,Socioeconomic factors,http://purl.obolibrary.org/obo/PCO_0000024,Household,gates_gems,
EUPATH_0000304,Socioeconomic factors,http://purl.obolibrary.org/obo/PCO_0000024,Household,gates_gems1a,
