sid,label,multifilter,parent_entity,parent_label,project
EUPATH_0000179,Boat with a motor,value,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,gates_gems
EUPATH_0000179,Boat with a motor,value,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,gates_gems1a
EUPATH_0000179,Boat with a motor,value,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,icemr_prism
EUPATH_0000186,Watch,value,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,icemr_prism
EUPATH_0000215,Severe anemia,value,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms,icemr_indian
EUPATH_0000252,Muscle aches,value,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms,icemr_prism
EUPATH_0000321,Diagnosis at discharge,,http://purl.obolibrary.org/obo/EUPATH_0000308,Hospitalization,icemr_prism
EUPATH_0000321,Diagnosis at discharge,"",http://purl.obolibrary.org/obo/EUPATH_0000308,Hospitalization,gates_gems1a
EUPATH_0000321,Diagnosis at discharge,yes,http://purl.obolibrary.org/obo/EUPATH_0000308,Hospitalization,gates_gems
EUPATH_0000321,Diagnosis at discharge,yes,http://purl.obolibrary.org/obo/EUPATH_0000308,Hospitalization,gates_gems1a
EUPATH_0000343,Animals on property,Yes,http://purl.obolibrary.org/obo/EUPATH_0010032,Dwelling environment,gates_gems1a
EUPATH_0000343,Animals on property,yes,http://purl.obolibrary.org/obo/EUPATH_0010032,Dwelling environment,gates_gems
EUPATH_0000343,Animals on property,yes,http://purl.obolibrary.org/obo/EUPATH_0010032,Dwelling environment,icemr_indian
EUPATH_0000344,Personal bednet treatment,yes,http://purl.obolibrary.org/obo/EUPATH_0021097,Personal vector intervention,icemr_indian
EUPATH_0000413,Fever treatment location,yes,http://purl.obolibrary.org/obo/EUPATH_0021098,Immediate clinical history,icemr_indian
EUPATH_0000423,"Plasmodium species, by microscopy",,http://purl.obolibrary.org/obo/NCBITaxon_5820,Plasmodium,icemr_amazoniaPeru_long
EUPATH_0000423,"Plasmodium species, by microscopy",yes,http://purl.obolibrary.org/obo/NCBITaxon_5820,Plasmodium,icemr_indian
EUPATH_0000425,Plasmodium species in last year,yes,http://purl.obolibrary.org/obo/EUPATH_0000427,Last malaria diagnosis (days),icemr_indian
EUPATH_0000430,Antimalarial medications used,yes,http://purl.obolibrary.org/obo/EUPATH_0000427,Last malaria diagnosis (days),icemr_indian
EUPATH_0000431,Where treated,yes,http://purl.obolibrary.org/obo/EUPATH_0000427,Last malaria diagnosis (days),icemr_indian
EUPATH_0000433,"Plasmodium species, by PCR",,http://purl.obolibrary.org/obo/NCBITaxon_5820,Plasmodium,icemr_amazoniaPeru_long
EUPATH_0000433,"Plasmodium species, by PCR",yes,http://purl.obolibrary.org/obo/NCBITaxon_5820,Plasmodium,icemr_indian
EUPATH_0000437,"Plasmodium species, by FalciVax RDT",,http://purl.obolibrary.org/obo/NCBITaxon_5820,Plasmodium,icemr_southAsia
EUPATH_0000437,"Plasmodium species, by FalciVax RDT",yes,http://purl.obolibrary.org/obo/NCBITaxon_5820,Plasmodium,icemr_indian
EUPATH_0000438,"Plasmodium species, by OptiMAL RDT",yes,http://purl.obolibrary.org/obo/NCBITaxon_5820,Plasmodium,icemr_indian
EUPATH_0000439,Personal mosquito repellent,yes,http://purl.obolibrary.org/obo/EUPATH_0021097,Personal vector intervention,icemr_indian
EUPATH_0000440,Resident status,yes,http://purl.obolibrary.org/obo/PCO_0000024,Household,icemr_indian
EUPATH_0000441,Sprayed in the last 12 months,yes,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,icemr_indian
EUPATH_0000451,Typical healthcare,yes,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,icemr_indian
EUPATH_0010011,Money source for hospitalization or clinical visit expenses,Yes,http://purl.obolibrary.org/obo/EUPATH_0010009,Hospitalization or clinical visit expenses,gates_gems1a
EUPATH_0010011,Money source for hospitalization or clinical visit expenses,yes,http://purl.obolibrary.org/obo/EUPATH_0010009,Hospitalization or clinical visit expenses,gates_gems
EUPATH_0010040,Antibiotic administered before stool collection?,Yes,http://purl.obolibrary.org/obo/EUPATH_0010001,Antibiotic administration,gates_gems1a
EUPATH_0010040,Antibiotic administered before stool collection?,yes,http://purl.obolibrary.org/obo/EUPATH_0010001,Antibiotic administration,gates_gems
EUPATH_0010105,Pour (spigot or spout),value,http://purl.obolibrary.org/obo/EUPATH_0010399,Drinking water retrieval method,gates_gems
EUPATH_0010105,Pour (spigot or spout),value,http://purl.obolibrary.org/obo/EUPATH_0010399,Drinking water retrieval method,gates_gems1a
EUPATH_0010106,Scoop with cup,value,http://purl.obolibrary.org/obo/EUPATH_0010399,Drinking water retrieval method,gates_gems
EUPATH_0010106,Scoop with cup,value,http://purl.obolibrary.org/obo/EUPATH_0010399,Drinking water retrieval method,gates_gems1a
EUPATH_0010107,Scoop with ladle,value,http://purl.obolibrary.org/obo/EUPATH_0010399,Drinking water retrieval method,gates_gems
EUPATH_0010107,Scoop with ladle,value,http://purl.obolibrary.org/obo/EUPATH_0010399,Drinking water retrieval method,gates_gems1a
EUPATH_0010351,Symptoms at Enrollment,Yes,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,gates_gems1a
EUPATH_0010351,Symptoms at Enrollment,yes,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,gates_gems
EUPATH_0010351,Symptoms at Enrollment,yes,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,gates_gems1a
EUPATH_0010357,Symptoms since illness began,yes,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,gates_gems
EUPATH_0010357,Symptoms since illness began,yes,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,gates_gems1a
EUPATH_0010378,Diarrhea treatment before visit,Yes,http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,gates_gems1a
EUPATH_0010378,Diarrhea treatment before visit,yes,http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,gates_gems
EUPATH_0010379,Money source for expenses before visit,Yes,http://purl.obolibrary.org/obo/EUPATH_0010006,Previously sought care expenses,gates_gems1a
EUPATH_0010379,Money source for expenses before visit,yes,http://purl.obolibrary.org/obo/EUPATH_0010006,Previously sought care expenses,gates_gems
EUPATH_0010380,Previously sought care,Yes,http://purl.obolibrary.org/obo/EUPATH_0010013,Previous diarrheal care,gates_gems1a
EUPATH_0010380,Previously sought care,yes,http://purl.obolibrary.org/obo/EUPATH_0010013,Previous diarrheal care,gates_gems
EUPATH_0010381,When washes hands,Yes,http://purl.obolibrary.org/obo/EUPATH_0000686,Hygiene,gates_gems1a
EUPATH_0010381,When washes hands,yes,http://purl.obolibrary.org/obo/EUPATH_0000686,Hygiene,gates_gems
EUPATH_0010383,Anthropometry flag,Yes,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,gates_gems1a
EUPATH_0010383,Anthropometry flag,yes,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,gates_gems
EUPATH_0010389,Control participant medication at enrollment,Yes,http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,gates_gems1a
EUPATH_0010389,Control participant medication at enrollment,yes,http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,gates_gems
EUPATH_0010390,Diarrhea treatment given in health center,Yes,http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,gates_gems1a
EUPATH_0010390,Diarrhea treatment given in health center,yes,http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,gates_gems
EUPATH_0010391,Diarrhea treatment by prescription at home,Yes,http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,gates_gems1a
EUPATH_0010391,Diarrhea treatment by prescription at home,yes,http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,gates_gems
EUPATH_0010393,Previous diagnosis at 60 day follow-up visit,Yes,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation,gates_gems1a
EUPATH_0010393,Previous diagnosis at 60 day follow-up visit,yes,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation,gates_gems
EUPATH_0010394,Illness since enrollment visit,Yes,http://purl.obolibrary.org/obo/EUPATH_0021098,Immediate clinical history,gates_gems1a
EUPATH_0010394,Illness since enrollment visit,yes,http://purl.obolibrary.org/obo/EUPATH_0021098,Immediate clinical history,gates_gems
EUPATH_0010395,Visited health facility,Yes,http://purl.obolibrary.org/obo/EUPATH_0021098,Immediate clinical history,gates_gems1a
EUPATH_0010395,Visited health facility,yes,http://purl.obolibrary.org/obo/EUPATH_0021098,Immediate clinical history,gates_gems
EUPATH_0010398,Chlorine treatment brand,Yes,http://purl.obolibrary.org/obo/EUPATH_0010108,Drinking water treatment,gates_gems1a
EUPATH_0010398,Chlorine treatment brand,yes,http://purl.obolibrary.org/obo/EUPATH_0010108,Drinking water treatment,gates_gems
EUPATH_0010399,Drinking water retrieval method,Yes,http://purl.obolibrary.org/obo/EUPATH_0000731,Household water,gates_gems1a
EUPATH_0010399,Drinking water retrieval method,yes,http://purl.obolibrary.org/obo/EUPATH_0000731,Household water,gates_gems
EUPATH_0010400,Hand washing material,Yes,http://purl.obolibrary.org/obo/EUPATH_0000686,Hygiene,gates_gems1a
EUPATH_0010400,Hand washing material,yes,http://purl.obolibrary.org/obo/EUPATH_0000686,Hygiene,gates_gems
EUPATH_0010401,Water treatment materials,Yes,http://purl.obolibrary.org/obo/EUPATH_0010108,Drinking water treatment,gates_gems1a
EUPATH_0010401,Water treatment materials,yes,http://purl.obolibrary.org/obo/EUPATH_0010108,Drinking water treatment,gates_gems
EUPATH_0010413,"Sunken eyes, more than normal",,http://purl.obolibrary.org/obo/EUPATH_0010425,Moderate/severe diarrhea eligibility,gates_gems
EUPATH_0010413,"Sunken eyes, more than normal",value,http://purl.obolibrary.org/obo/EUPATH_0010425,Moderate/severe diarrhea eligibility,gates_gems1a
EUPATH_0010414,Loss of skin turgor,,http://purl.obolibrary.org/obo/EUPATH_0010425,Moderate/severe diarrhea eligibility,gates_gems
EUPATH_0010414,Loss of skin turgor,value,http://purl.obolibrary.org/obo/EUPATH_0010425,Moderate/severe diarrhea eligibility,gates_gems1a
EUPATH_0010415,IV rehydration administered or prescribed,,http://purl.obolibrary.org/obo/EUPATH_0010425,Moderate/severe diarrhea eligibility,gates_gems
EUPATH_0010415,IV rehydration administered or prescribed,value,http://purl.obolibrary.org/obo/EUPATH_0010425,Moderate/severe diarrhea eligibility,gates_gems1a
EUPATH_0010416,Dysentery,,http://purl.obolibrary.org/obo/EUPATH_0010425,Moderate/severe diarrhea eligibility,gates_gems
EUPATH_0010416,Dysentery,value,http://purl.obolibrary.org/obo/EUPATH_0010425,Moderate/severe diarrhea eligibility,gates_gems1a
EUPATH_0010417,Hospitalized with diarrhea or dysentery,,http://purl.obolibrary.org/obo/EUPATH_0010425,Moderate/severe diarrhea eligibility,gates_gems
EUPATH_0010417,Hospitalized with diarrhea or dysentery,value,http://purl.obolibrary.org/obo/EUPATH_0010425,Moderate/severe diarrhea eligibility,gates_gems1a
EUPATH_0010425,Moderate/severe diarrhea eligibility,,http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,gates_gems
EUPATH_0010425,Moderate/severe diarrhea eligibility,Yes,http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,gates_gems1a
EUPATH_0010595,"EAEC aatA and aaiC pos, by PCR",value,http://purl.obolibrary.org/obo/NCBITaxon_562,Escherichia coli,gates_gems
EUPATH_0010595,"EAEC aatA and aaiC pos, by PCR",value,http://purl.obolibrary.org/obo/NCBITaxon_562,Escherichia coli,gates_gems1a
EUPATH_0010595,"EAEC aatA and aaiC pos, by PCR",value,http://purl.obolibrary.org/obo/NCBITaxon_562,Escherichia coli,gates_maled
EUPATH_0010599,"Adenovirus, by ELISA",value,http://purl.obolibrary.org/obo/NCBITaxon_10508,Adenovirus,gates_maled
EUPATH_0010603,"Aeromonas, by bacteriology",value,http://purl.obolibrary.org/obo/NCBITaxon_642,Aeromonas,gates_gems
EUPATH_0010603,"Aeromonas, by bacteriology",value,http://purl.obolibrary.org/obo/NCBITaxon_642,Aeromonas,gates_gems1a
EUPATH_0010603,"Aeromonas, by bacteriology",value,http://purl.obolibrary.org/obo/NCBITaxon_642,Aeromonas,gates_maled
EUPATH_0010607,"Ascaris lumbricoides, by microscopy",value,http://purl.obolibrary.org/obo/NCBITaxon_6252,Ascaris lumbricoides,gates_maled
EUPATH_0010611,"Astrovirus, by ELISA",value,http://purl.obolibrary.org/obo/NCBITaxon_39733,Astrovirus,gates_maled
EUPATH_0010615,"Trichuris trichiura, by microscopy",value,http://purl.obolibrary.org/obo/NCBITaxon_36087,Trichuris trichiura,gates_maled
EUPATH_0010619,"Atypical EPEC, by PCR",value,http://purl.obolibrary.org/obo/NCBITaxon_562,Escherichia coli,gates_gems
EUPATH_0010619,"Atypical EPEC, by PCR",value,http://purl.obolibrary.org/obo/NCBITaxon_562,Escherichia coli,gates_gems1a
EUPATH_0010619,"Atypical EPEC, by PCR",value,http://purl.obolibrary.org/obo/NCBITaxon_562,Escherichia coli,gates_maled
EUPATH_0010623,"Balantidium coli, by microscopy",value,http://purl.obolibrary.org/obo/NCBITaxon_71585,Balantidium coli,gates_maled
EUPATH_0010630,"Escherichia coli, by bacteriology",value,http://purl.obolibrary.org/obo/NCBITaxon_562,Escherichia coli,gates_maled
EUPATH_0010643,"Chilomastix mesnili, by microscopy",value,http://purl.obolibrary.org/obo/NCBITaxon_472572,Chilomastix mesnili,gates_maled
EUPATH_0010651,"Cyclospora, by microscopy",value,http://purl.obolibrary.org/obo/NCBITaxon_44417,Cyclospora,gates_maled
EUPATH_0010655,"EAEC aatA or aaiC pos, by PCR",value,http://purl.obolibrary.org/obo/NCBITaxon_562,Escherichia coli,gates_gems
EUPATH_0010655,"EAEC aatA or aaiC pos, by PCR",value,http://purl.obolibrary.org/obo/NCBITaxon_562,Escherichia coli,gates_gems1a
EUPATH_0010655,"EAEC aatA or aaiC pos, by PCR",value,http://purl.obolibrary.org/obo/NCBITaxon_562,Escherichia coli,gates_maled
EUPATH_0010667,"EPEC bfpA pos, by PCR",value,http://purl.obolibrary.org/obo/NCBITaxon_562,Escherichia coli,gates_gems
EUPATH_0010667,"EPEC bfpA pos, by PCR",value,http://purl.obolibrary.org/obo/NCBITaxon_562,Escherichia coli,gates_gems1a
EUPATH_0010667,"EPEC bfpA pos, by PCR",value,http://purl.obolibrary.org/obo/NCBITaxon_562,Escherichia coli,gates_maled
EUPATH_0010683,"ETEC ST pos, by PCR",value,http://purl.obolibrary.org/obo/NCBITaxon_562,Escherichia coli,gates_gems
EUPATH_0010683,"ETEC ST pos, by PCR",value,http://purl.obolibrary.org/obo/NCBITaxon_562,Escherichia coli,gates_gems1a
EUPATH_0010695,"Entamoeba histolytica, by ELISA",value,http://purl.obolibrary.org/obo/NCBITaxon_5759,Entamoeba histolytica,gates_maled
EUPATH_0010699,"EIEC ipaH pos, by PCR",value,http://purl.obolibrary.org/obo/NCBITaxon_562,Escherichia coli,gates_maled
EUPATH_0010703,"Endolimax nana, by microscopy",value,http://purl.obolibrary.org/obo/NCBITaxon_110788,Endolimax nana,gates_maled
EUPATH_0010707,"EPEC eae and bfpA pos, by PCR",value,http://purl.obolibrary.org/obo/NCBITaxon_562,Escherichia coli,gates_gems
EUPATH_0010707,"EPEC eae and bfpA pos, by PCR",value,http://purl.obolibrary.org/obo/NCBITaxon_562,Escherichia coli,gates_gems1a
EUPATH_0010707,"EPEC eae and bfpA pos, by PCR",value,http://purl.obolibrary.org/obo/NCBITaxon_562,Escherichia coli,gates_maled
EUPATH_0010711,"ETEC LT or ST pos, by PCR",,http://purl.obolibrary.org/obo/NCBITaxon_562,Escherichia coli,gates_gems
EUPATH_0010711,"ETEC LT or ST pos, by PCR",value,http://purl.obolibrary.org/obo/NCBITaxon_562,Escherichia coli,gates_gems1a
EUPATH_0010711,"ETEC LT or ST pos, by PCR",value,http://purl.obolibrary.org/obo/NCBITaxon_562,Escherichia coli,gates_maled
EUPATH_0010715,"Enterobius vermicularis, by microscopy",value,http://purl.obolibrary.org/obo/NCBITaxon_51028,Enterobius vermicularis,gates_maled
EUPATH_0010726,"Hymenolepis diminuta, by microscopy",value,http://purl.obolibrary.org/obo/NCBITaxon_6216,Hymenolepis diminuta,gates_maled
EUPATH_0010730,"Hymenolepis nana, by microscopy",value,http://purl.obolibrary.org/obo/NCBITaxon_102285,Hymenolepis nana,gates_maled
EUPATH_0010734,"Hookworm, by microscopy",value,http://purl.obolibrary.org/obo/NCBITaxon_33277,Ancylostomatoidea,gates_maled
EUPATH_0010738,"Iodamoeba butschlii, by microscopy",value,http://purl.obolibrary.org/obo/NCIT_C123491,Iodamoeba butschlii,gates_maled
EUPATH_0010746,"ETEC LT pos ST neg, by PCR",,http://purl.obolibrary.org/obo/NCBITaxon_562,Escherichia coli,gates_gems
EUPATH_0010746,"ETEC LT pos ST neg, by PCR",value,http://purl.obolibrary.org/obo/NCBITaxon_562,Escherichia coli,gates_gems1a
EUPATH_0010746,"ETEC LT pos ST neg, by PCR",value,http://purl.obolibrary.org/obo/NCBITaxon_562,Escherichia coli,gates_maled
EUPATH_0010754,"Entamoeba coli, by microscopy",value,http://purl.obolibrary.org/obo/NCBITaxon_110766,Entamoeba coli,gates_maled
EUPATH_0010767,"Norovirus, by RT-PCR",,http://purl.obolibrary.org/obo/NCBITaxon_142786,Norovirus,gates_gems
EUPATH_0010767,"Norovirus, by RT-PCR",value,http://purl.obolibrary.org/obo/NCBITaxon_142786,Norovirus,gates_gems1a
EUPATH_0010767,"Norovirus, by RT-PCR",value,http://purl.obolibrary.org/obo/NCBITaxon_142786,Norovirus,gates_maled
EUPATH_0010771,"Norovirus GI, by RT-PCR",value,http://purl.obolibrary.org/obo/NCBITaxon_122928,Norovirus GI,gates_gems
EUPATH_0010771,"Norovirus GI, by RT-PCR",value,http://purl.obolibrary.org/obo/NCBITaxon_122928,Norovirus GI,gates_gems1a
EUPATH_0010771,"Norovirus GI, by RT-PCR",value,http://purl.obolibrary.org/obo/NCBITaxon_122928,Norovirus GI,gates_maled
EUPATH_0010775,"Norovirus GII, by RT-PCR",value,http://purl.obolibrary.org/obo/NCBITaxon_122929,Norovirus GII,gates_gems
EUPATH_0010775,"Norovirus GII, by RT-PCR",value,http://purl.obolibrary.org/obo/NCBITaxon_122929,Norovirus GII,gates_gems1a
EUPATH_0010775,"Norovirus GII, by RT-PCR",value,http://purl.obolibrary.org/obo/NCBITaxon_122929,Norovirus GII,gates_maled
EUPATH_0010782,"Other parasites, by microscopy",value,http://purl.obolibrary.org/obo/NCBITaxon_2759,Eukaryota,gates_maled
EUPATH_0010787,"Entamoeba histolytica, by ELISA",value,http://purl.obolibrary.org/obo/NCBITaxon_5759,Entamoeba histolytica,gates_gems
