entity,label,pEntity,pLabel
http://purl.obolibrary.org/obo/EUPATH_0000731,Water information,http://purl.obolibrary.org/obo/PCO_0000024,Household
http://purl.obolibrary.org/obo/EUPATH_0010032,Dwelling environment,http://purl.obolibrary.org/obo/PCO_0000024,Household
http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,http://purl.obolibrary.org/obo/PCO_0000024,Household
http://purl.obolibrary.org/obo/EUPATH_0010381,When wash hand,http://purl.obolibrary.org/obo/EUPATH_0000686,Hygiene
http://purl.obolibrary.org/obo/EUPATH_0010400,Hand washing material,http://purl.obolibrary.org/obo/EUPATH_0000686,Hygiene
http://purl.obolibrary.org/obo/EUPATH_0010394,Illness since enrollment visit,http://purl.obolibrary.org/obo/EUPATH_0010031,Illness since enrollment
http://purl.obolibrary.org/obo/EUPATH_0010395,Visited health facility,http://purl.obolibrary.org/obo/EUPATH_0010031,Illness since enrollment
http://purl.obolibrary.org/obo/EUPATH_0000322,Anopheles funestus,http://purl.obolibrary.org/obo/EUPATH_0000313,Individual entomological measurement
http://purl.obolibrary.org/obo/EUPATH_0000323,Anopheles gambiae sl,http://purl.obolibrary.org/obo/EUPATH_0000313,Individual entomological measurement
http://purl.obolibrary.org/obo/EUPATH_0000324,Mosquito parity,http://purl.obolibrary.org/obo/EUPATH_0000313,Individual entomological measurement
http://purl.obolibrary.org/obo/EUPATH_0000325,Sporozoite testing,http://purl.obolibrary.org/obo/EUPATH_0000313,Individual entomological measurement
http://purl.obolibrary.org/obo/EUPATH_0000423,"Parasite species, microscopy",http://purl.obolibrary.org/obo/OGMS_0000056,Laboratory test
http://purl.obolibrary.org/obo/EUPATH_0000433,"Parasite species, PCR",http://purl.obolibrary.org/obo/OGMS_0000056,Laboratory test
http://purl.obolibrary.org/obo/EUPATH_0000437,"Parasite species, FalciVax RDT",http://purl.obolibrary.org/obo/OGMS_0000056,Laboratory test
http://purl.obolibrary.org/obo/EUPATH_0000541,RDT results,http://purl.obolibrary.org/obo/OGMS_0000056,Laboratory test
http://purl.obolibrary.org/obo/EUPATH_0000724,Stool microbiology test,http://purl.obolibrary.org/obo/OGMS_0000056,Laboratory test
http://purl.obolibrary.org/obo/EUPATH_0011748,Stool intestinal inflammation test,http://purl.obolibrary.org/obo/OGMS_0000056,Laboratory test
http://purl.obolibrary.org/obo/EUPATH_0011795,Blood test,http://purl.obolibrary.org/obo/OGMS_0000056,Laboratory test
http://purl.obolibrary.org/obo/EUPATH_0011797,Urine test,http://purl.obolibrary.org/obo/OGMS_0000056,Laboratory test
http://purl.obolibrary.org/obo/EUPATH_0021091,Microscopy results,http://purl.obolibrary.org/obo/OGMS_0000056,Laboratory test
http://purl.obolibrary.org/obo/EUPATH_0021092,PCR results,http://purl.obolibrary.org/obo/OGMS_0000056,Laboratory test
http://purl.obolibrary.org/obo/EUPATH_0000425,Plasmodium species in last year,http://purl.obolibrary.org/obo/EUPATH_0000427,Last malaria diagnosis (days)
http://purl.obolibrary.org/obo/EUPATH_0000430,Antimalarial medications used,http://purl.obolibrary.org/obo/EUPATH_0000427,Last malaria diagnosis (days)
http://purl.obolibrary.org/obo/EUPATH_0000431,Where treated,http://purl.obolibrary.org/obo/EUPATH_0000427,Last malaria diagnosis (days)
http://purl.obolibrary.org/obo/EUPATH_0000040,Basis of complicated diagnosis,http://purl.obolibrary.org/obo/EUPATH_0000090,Malaria diagnosis
http://purl.obolibrary.org/obo/EUPATH_0000040,Complicated malaria,http://purl.obolibrary.org/obo/EUPATH_0000090,Malaria diagnosis
http://purl.obolibrary.org/obo/EUPATH_0011761,Bacteriology,http://purl.obolibrary.org/obo/EUPATH_0011800,Microbiology tests performed
http://purl.obolibrary.org/obo/EUPATH_0011766,Complete testing of stool samples,http://purl.obolibrary.org/obo/EUPATH_0011800,Microbiology tests performed
http://purl.obolibrary.org/obo/EUPATH_0011785,Fecal viral tests,http://purl.obolibrary.org/obo/EUPATH_0011800,Microbiology tests performed
http://purl.obolibrary.org/obo/EUPATH_0011802,Microscopy,http://purl.obolibrary.org/obo/EUPATH_0011800,Microbiology tests performed
http://purl.obolibrary.org/obo/EUPATH_0011812,Protozoa ELISA tests,http://purl.obolibrary.org/obo/EUPATH_0011800,Microbiology tests performed
http://purl.obolibrary.org/obo/EUPATH_0000423,"Parasite species, microscopy",http://purl.obolibrary.org/obo/EUPATH_0021091,Microscopy results
http://purl.obolibrary.org/obo/EUPATH_0011764,"Chilomastix mesnili, summary data",http://purl.obolibrary.org/obo/EUPATH_0011804,"Nonpathogenic eukaryota detection, summary data"
http://purl.obolibrary.org/obo/EUPATH_0011771,"Endolimax nana, summary data",http://purl.obolibrary.org/obo/EUPATH_0011804,"Nonpathogenic eukaryota detection, summary data"
http://purl.obolibrary.org/obo/EUPATH_0011793,"Iodamoeba butschlii, summary data",http://purl.obolibrary.org/obo/EUPATH_0011804,"Nonpathogenic eukaryota detection, summary data"
http://purl.obolibrary.org/obo/EUPATH_0011853,"Entamoeba coli, summary data",http://purl.obolibrary.org/obo/EUPATH_0011804,"Nonpathogenic eukaryota detection, summary data"
http://purl.obolibrary.org/obo/NCBITaxon_122928,Norovirus GI,http://purl.obolibrary.org/obo/NCBITaxon_142786,Norovirus
http://purl.obolibrary.org/obo/NCBITaxon_122929,Norovirus GII,http://purl.obolibrary.org/obo/NCBITaxon_142786,Norovirus
http://purl.obolibrary.org/obo/EUPATH_0011806,"Norovirus GI, summary data",http://purl.obolibrary.org/obo/EUPATH_0011809,"Norovirus, summary data"
http://purl.obolibrary.org/obo/EUPATH_0011807,"Norovirus GII, summary data",http://purl.obolibrary.org/obo/EUPATH_0011809,"Norovirus, summary data"
http://purl.obolibrary.org/obo/EUPATH_0000057,Medication,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation
http://purl.obolibrary.org/obo/EUPATH_0000308,Hospitalization,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation
http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation
http://purl.obolibrary.org/obo/EUPATH_0000309,Symptoms and signs,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation
http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation
http://purl.obolibrary.org/obo/EUPATH_0000340,Travel details,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation
http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation
http://purl.obolibrary.org/obo/EUPATH_0000740,Malaria treatment,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation
http://purl.obolibrary.org/obo/EUPATH_0010006,Expenses of previously sought care,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation
http://purl.obolibrary.org/obo/EUPATH_0010008,Expenses current care,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation
http://purl.obolibrary.org/obo/EUPATH_0010013,Prior care,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation
http://purl.obolibrary.org/obo/EUPATH_0010015,Clinical findings at enrollment,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation
http://purl.obolibrary.org/obo/EUPATH_0010016,Diarrheal episode,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation
http://purl.obolibrary.org/obo/EUPATH_0010022,"Control, Medication at enrollment",http://purl.obolibrary.org/obo/EUPATH_0000738,Observation
http://purl.obolibrary.org/obo/EUPATH_0010024,Rehydration therapy,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation
http://purl.obolibrary.org/obo/EUPATH_0010025,Clinical findings after rehydration,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation
http://purl.obolibrary.org/obo/EUPATH_0010026,Outcome,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation
http://purl.obolibrary.org/obo/EUPATH_0010028,Clinical findings at follow-up,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation
http://purl.obolibrary.org/obo/EUPATH_0011730,Breastfeeding,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation
http://purl.obolibrary.org/obo/EUPATH_0011732,Diet,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation
http://purl.obolibrary.org/obo/EUPATH_0011756,ALRI episode,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation
http://purl.obolibrary.org/obo/EUPATH_0023001,Relocation details,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation
http://purl.obolibrary.org/obo/OGMS_0000014,Clinical finding,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation
http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation
http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation
http://purl.obolibrary.org/obo/OGMS_0000083,Physical examination,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation
http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation
http://purl.obolibrary.org/obo/EUPATH_0011760,"Bacteria detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0010983,"Organism detection, summary data"
http://purl.obolibrary.org/obo/EUPATH_0011804,"Nonpathogenic eukaryota detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0010983,"Organism detection, summary data"
http://purl.obolibrary.org/obo/EUPATH_0011810,"Parasite detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0010983,"Organism detection, summary data"
http://purl.obolibrary.org/obo/EUPATH_0011832,"Virus detection, summary data",http://purl.obolibrary.org/obo/EUPATH_0010983,"Organism detection, summary data"
http://purl.obolibrary.org/obo/EUPATH_0010392,Diagnosis leaving hospital,http://purl.obolibrary.org/obo/EUPATH_0010026,Outcome
http://purl.obolibrary.org/obo/EUPATH_0000433,"Parasite species, PCR",http://purl.obolibrary.org/obo/EUPATH_0021092,PCR results
http://purl.obolibrary.org/obo/EUPATH_0011758,"Ascaris lumbricoides, summary data",http://purl.obolibrary.org/obo/EUPATH_0011810,"Parasite detection, summary data"
http://purl.obolibrary.org/obo/EUPATH_0011762,"Balantidium coli, summary data",http://purl.obolibrary.org/obo/EUPATH_0011810,"Parasite detection, summary data"
http://purl.obolibrary.org/obo/EUPATH_0011767,"Cryptosporidium, summary data",http://purl.obolibrary.org/obo/EUPATH_0011810,"Parasite detection, summary data"
http://purl.obolibrary.org/obo/EUPATH_0011768,"Cyclospora, summary data",http://purl.obolibrary.org/obo/EUPATH_0011810,"Parasite detection, summary data"
http://purl.obolibrary.org/obo/EUPATH_0011772,"Entamoeba histolytica, summary data",http://purl.obolibrary.org/obo/EUPATH_0011810,"Parasite detection, summary data"
http://purl.obolibrary.org/obo/EUPATH_0011775,"Enterobius vermicularis, summary data",http://purl.obolibrary.org/obo/EUPATH_0011810,"Parasite detection, summary data"
http://purl.obolibrary.org/obo/EUPATH_0011787,"Giardia, summary data",http://purl.obolibrary.org/obo/EUPATH_0011810,"Parasite detection, summary data"
http://purl.obolibrary.org/obo/EUPATH_0011790,"Hookworm, summary data",http://purl.obolibrary.org/obo/EUPATH_0011810,"Parasite detection, summary data"
http://purl.obolibrary.org/obo/EUPATH_0011791,"Hymenolepis diminuta, summary data",http://purl.obolibrary.org/obo/EUPATH_0011810,"Parasite detection, summary data"
http://purl.obolibrary.org/obo/EUPATH_0011792,"Hymenolepis nana, summary data",http://purl.obolibrary.org/obo/EUPATH_0011810,"Parasite detection, summary data"
http://purl.obolibrary.org/obo/EUPATH_0011794,"Isospora, summary data",http://purl.obolibrary.org/obo/EUPATH_0011810,"Parasite detection, summary data"
