entity,Num_datasets,labels,PARENT,direct_parent,category,termType
http://purl.obolibrary.org/obo/EUPATH_0010532,2,"Diarrhea, caregiver report",Signs and symptoms,Symptoms by caregiver report,observation,value | variable
http://purl.obolibrary.org/obo/EUPATH_0000158,2,Fatigue duration (days),Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0010494,2,"Fever at episode, more than 37.5C",Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0000414,2,Fever duration (days),Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0010544,2,"Fever, caregiver report",Signs and symptoms,Symptoms by caregiver report,observation,value | variable
http://purl.obolibrary.org/obo/EUPATH_0015516,2,Irritable/less playful,Signs and symptoms,Symptoms since illness began or during diarrhea,,value
http://purl.obolibrary.org/obo/EUPATH_0000160,2,Jaundice duration (days),Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/SYMP_0000064,2,Joint pains,Signs and symptoms,Symptoms,observation,value
http://purl.obolibrary.org/obo/EUPATH_0000161,2,Joint pains duration (days),Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0010533,2,"Loose stools in day, caregiver report",Signs and symptoms,Symptoms by caregiver report,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0015065,2,Measured fever of at least 38C or parental perception,Signs and symptoms,Symptoms since illness began,observation,value
http://purl.obolibrary.org/obo/EUPATH_0015687,2,Measured fever of at least 38C or parental perception,Signs and symptoms,Symptoms since illness began or during diarrhea,,value
http://purl.obolibrary.org/obo/EUPATH_0000252,2,Muscle aches,Signs and symptoms,Symptoms,observation,value
http://purl.obolibrary.org/obo/EUPATH_0000162,2,Muscle aches duration (days),Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0033253,2,Other symptom,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/DOID_1074,2,Renal failure,Signs and symptoms,Symptoms,observation,value
http://purl.bioontology.org/ontology/MEDDRA/10009119,2,Respiratory distress,Signs and symptoms,Symptoms,observation,value
http://purl.obolibrary.org/obo/EUPATH_0015513,2,Rice watery stool,Signs and symptoms,Symptoms since illness began or during diarrhea,,value
http://purl.obolibrary.org/obo/SYMP_0000124,2,Seizures,Signs and symptoms,Symptoms,observation,value
http://purl.obolibrary.org/obo/EUPATH_0000163,2,Seizures duration (days),Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0000215,2,Severe anemia,Signs and symptoms,Symptoms,observation,value
http://purl.obolibrary.org/obo/EUPATH_0015514,2,"Sunken eyes, more than normal",Signs and symptoms,Symptoms since illness began or during diarrhea,,value
http://purl.obolibrary.org/obo/EUPATH_0022189,2,Symptom start date,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0015688,2,Unable to drink or drank poorly,Signs and symptoms,Symptoms since illness began or during diarrhea,,value
http://purl.obolibrary.org/obo/EUPATH_0015689,2,Very thirsty,Signs and symptoms,Symptoms since illness began or during diarrhea,,value
http://purl.obolibrary.org/obo/EUPATH_0031113,2,Vesikari days vomiting,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0031285,2,Vesikari dehydration severity,Signs and symptoms,Signs and symptoms,observation,variable | derived
http://purl.obolibrary.org/obo/EUPATH_0031114,2,Vesikari diarrhea duration,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0031115,2,Vesikari maximum vomiting,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0015060,2,Vomiting 3 or more times per day,Signs and symptoms,Symptoms since illness began,observation,value
http://purl.obolibrary.org/obo/EUPATH_0015690,2,Vomiting 3 or more times per day,Signs and symptoms,Symptoms since illness began or during diarrhea,,value | variable
http://purl.obolibrary.org/obo/EUPATH_0010528,2,"Vomiting, caregiver report",Signs and symptoms,Symptoms by caregiver report,observation,value | variable
http://purl.obolibrary.org/obo/EUPATH_0015515,2,Wrinkled skin,Signs and symptoms,Symptoms since illness began or during diarrhea,,value
http://purl.obolibrary.org/obo/EUPATH_0020006,1,1-2 convulsions over 24h,Signs and symptoms,Complicated malaria signs,observation,value
http://purl.obolibrary.org/obo/EUPATH_0035104,1,"3+ stools in 24hrs during last 2 days, caregiver report",Signs and symptoms,Symptoms by caregiver report,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0035103,1,"3+ stools in 24hrs during last 7 days, caregiver report",Signs and symptoms,Symptoms by caregiver report,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0022200,1,Abdominal pain,Signs and symptoms,Symptoms in the last 30 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0022222,1,Abdominal pain,Signs and symptoms,Symptoms in the last 7 days,observation,value
http://purl.obolibrary.org/obo/HP_0001892,1,Abnormal bleeding,Signs and symptoms,Symptoms,observation,value
http://purl.obolibrary.org/obo/EUPATH_0010526,1,"Activity level, caregiver report",Signs and symptoms,Symptoms by caregiver report,observation,variable
http://purl.obolibrary.org/obo/HP_0001919,1,Acute kidney injury,Signs and symptoms,Symptoms,observation,value
http://purl.obolibrary.org/obo/DOID_11394,1,Acute respiratory distress syndrome,Signs and symptoms,Symptoms,observation,value
http://purl.obolibrary.org/obo/DOID_2355,1,Anemia,Signs and symptoms,Symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0010525,1,"Any illness, caregiver report",Signs and symptoms,Symptoms by caregiver report,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0022216,1,Any symptoms in last 30 days,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0022237,1,Any symptoms in last 7 days,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0010527,1,"Appetite, caregiver report",Signs and symptoms,Symptoms by caregiver report,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0033139,1,Audible wheezing,Signs and symptoms,Symptoms,observation,value
http://purl.obolibrary.org/obo/HP_0003418,1,Back pain,Signs and symptoms,Symptoms,observation,value
http://purl.obolibrary.org/obo/EUPATH_0025009,1,Back pain duration,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0025010,1,Back pain duration units,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0033140,1,Barking cough,Signs and symptoms,Symptoms,observation,value
http://purl.obolibrary.org/obo/EUPATH_0023006,1,Blantyre coma score - eye,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0023007,1,Blantyre coma score - motor,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0023008,1,Blantyre coma score - total,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0023009,1,Blantyre coma score - verbal,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0022215,1,Bleeding,Signs and symptoms,Symptoms in the last 30 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0022236,1,Bleeding,Signs and symptoms,Symptoms in the last 7 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0010487,1,Blood in stool at episode,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0035102,1,"Blood in stool during last 2 days, caregiver report",Signs and symptoms,Symptoms by caregiver report,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0035101,1,"Blood in stool during last 7 days, caregiver report",Signs and symptoms,Symptoms by caregiver report,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0041031,1,Blood in urine,Signs and symptoms,Symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0022054,1,Body pains,Signs and symptoms,Symptoms,observation,value
http://purl.obolibrary.org/obo/EUPATH_0035108,1,"Bruising during the last 2 days, caregiver report",Signs and symptoms,Symptoms by caregiver report,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0035107,1,"Bruising during the last 7 days, caregiver report",Signs and symptoms,Symptoms by caregiver report,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0020057,1,Celebral malaria,Signs and symptoms,Severe malaria signs,observation,value
http://purl.obolibrary.org/obo/EUPATH_0022220,1,Change in urine color,Signs and symptoms,Symptoms in the last 30 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0022241,1,Change in urine color,Signs and symptoms,Symptoms in the last 7 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0024084,1,Chills,Signs and symptoms,Symptoms in past day,observation,value
http://purl.obolibrary.org/obo/EUPATH_0024091,1,Chills,Signs and symptoms,Symptoms in past two weeks,observation,value
http://purl.obolibrary.org/obo/EUPATH_0022203,1,Chills,Signs and symptoms,Symptoms in the last 30 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0022225,1,Chills,Signs and symptoms,Symptoms in the last 7 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0025018,1,Chills duration,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0025019,1,Chills duration units,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/HP_0031273,1,Circulatory collapse or shock,Signs and symptoms,Symptoms,observation,value
http://purl.obolibrary.org/obo/EUPATH_0015509,1,Coma/loss of consciousness,Signs and symptoms,Symptoms since illness began or during diarrhea,,value
http://purl.obolibrary.org/obo/EUPATH_0020254,1,Complicated malaria signs,Signs and symptoms,Signs and symptoms,observation,multifilter
http://purl.obolibrary.org/obo/SYMP_0000596,1,Convulsions,Signs and symptoms,Symptoms,observation,value
http://purl.obolibrary.org/obo/EUPATH_0024087,1,Cough,Signs and symptoms,Symptoms in past day,observation,value
http://purl.obolibrary.org/obo/EUPATH_0024094,1,Cough,Signs and symptoms,Symptoms in past two weeks,observation,value
http://purl.obolibrary.org/obo/EUPATH_0022219,1,Cough,Signs and symptoms,Symptoms in the last 30 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0022240,1,Cough,Signs and symptoms,Symptoms in the last 7 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0025165,1,Cough duration,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0025023,1,Cough duration units,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0031109,1,Count of severe dehydration indicators,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0033169,1,Crackles on auscultation,Signs and symptoms,Symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0010489,1,Days with decreased appetite at episode,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0010486,1,Days with vomiting at episode,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0010488,1,Decreased appetite at episode,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0015510,1,Decreased urination,Signs and symptoms,Symptoms since illness began or during diarrhea,,value
http://purl.obolibrary.org/obo/EUPATH_0033170,1,Deep breathing,Signs and symptoms,Symptoms,observation,value
http://purl.obolibrary.org/obo/EUPATH_0024306,1,Dehydrated,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/HP_0001944,1,"Dehydration, caregiver report",Signs and symptoms,Symptoms by caregiver report,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0024086,1,Diarrhea,Signs and symptoms,Symptoms in past day,observation,value
http://purl.obolibrary.org/obo/EUPATH_0024093,1,Diarrhea,Signs and symptoms,Symptoms in past two weeks,observation,value
http://purl.obolibrary.org/obo/EUPATH_0022206,1,Diarrhea,Signs and symptoms,Symptoms in the last 30 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0022228,1,Diarrhea,Signs and symptoms,Symptoms in the last 7 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0035098,1,"Diarrhea case during the last 2 days, caregiver report",Signs and symptoms,Symptoms by caregiver report,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0035097,1,"Diarrhea case during the last 7 days, caregiver report",Signs and symptoms,Symptoms by caregiver report,observation,variable
http://purl.obolibrary.org/obo/HP_0002098,1,Difficulty breathing,Signs and symptoms,Symptoms,observation,value
http://purl.obolibrary.org/obo/EUPATH_0025058,1,Difficulty breathing duration,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0025059,1,Difficulty breathing duration units,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0032057,1,"Difficulty breathing, caregiver report",Signs and symptoms,Symptoms by caregiver report,observation,value
http://purl.obolibrary.org/obo/EUPATH_0022218,1,Dizziness,Signs and symptoms,Symptoms in the last 30 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0022239,1,Dizziness,Signs and symptoms,Symptoms in the last 7 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0015511,1,Dry mouth,Signs and symptoms,Symptoms since illness began or during diarrhea,,value
http://purl.obolibrary.org/obo/EUPATH_0033176,1,"Ear discharge, caregiver report",Signs and symptoms,Symptoms by caregiver report,observation,value
http://purl.obolibrary.org/obo/EUPATH_0010529,1,"Ear pain or pulling, caregiver report",Signs and symptoms,Symptoms by caregiver report,observation,variable
http://purl.obolibrary.org/obo/MEDDRA_10015958,1,Eye pain,Signs and symptoms,Symptoms,observation,value
http://purl.obolibrary.org/obo/EUPATH_0024082,1,Fever,Signs and symptoms,Symptoms in past day,observation,value
http://purl.obolibrary.org/obo/EUPATH_0024089,1,Fever,Signs and symptoms,Symptoms in past two weeks,observation,value
http://purl.obolibrary.org/obo/EUPATH_0022207,1,Fever,Signs and symptoms,Symptoms in the last 30 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0024213,1,Fever and diarrhea,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0010493,1,Fever at episode,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0010492,1,"Fever at episode, max temp (C)",Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0025064,1,Fever duration units,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0023020,1,Glasgow coma score - eye,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0023021,1,Glasgow coma score - motor,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0023022,1,Glasgow coma score - total,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0023023,1,Glasgow coma score - verbal,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0033187,1,Grunting,Signs and symptoms,Symptoms,observation,value
http://purl.obolibrary.org/obo/EUPATH_0024083,1,Headache,Signs and symptoms,Symptoms in past day,observation,value
http://purl.obolibrary.org/obo/EUPATH_0024090,1,Headache,Signs and symptoms,Symptoms in past two weeks,observation,value
http://purl.obolibrary.org/obo/EUPATH_0022204,1,Headache,Signs and symptoms,Symptoms in the last 30 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0022226,1,Headache,Signs and symptoms,Symptoms in the last 7 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0025071,1,Headache duration units,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/HP_0003641,1,Hemoglobinurea,Signs and symptoms,Symptoms,observation,value
http://purl.obolibrary.org/obo/HP_0002151,1,Hyperlactataemia,Signs and symptoms,Symptoms,observation,value
http://purl.obolibrary.org/obo/EUPATH_0021174,1,Hyperparasitemia,Signs and symptoms,Symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0022210,1,Hypochondrium pain,Signs and symptoms,Symptoms in the last 30 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0022231,1,Hypochondrium pain,Signs and symptoms,Symptoms in the last 7 days,observation,value
http://purl.obolibrary.org/obo/DOID_9993,1,Hypoglycemia,Signs and symptoms,Symptoms,observation,value
http://purl.obolibrary.org/obo/EUPATH_0033195,1,Illness duration (days),Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0020256,1,Jaundice,Signs and symptoms,Severe malaria signs,observation,value
http://purl.obolibrary.org/obo/EUPATH_0022211,1,Jaundice,Signs and symptoms,Symptoms in the last 30 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0022232,1,Jaundice,Signs and symptoms,Symptoms in the last 7 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0022202,1,Joint pain,Signs and symptoms,Symptoms in the last 30 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0022224,1,Joint pain,Signs and symptoms,Symptoms in the last 7 days,observation,value
http://purl.obolibrary.org/obo/EUPATH_0024304,1,Lethargic,Signs and symptoms,Signs and symptoms,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0020102,1,Lethargy,Signs and symptoms,Complicated malaria signs,observation,value
http://purl.obolibrary.org/obo/EUPATH_0035100,1,"Loose or watery stools during last 2 days, caregiver report",Signs and symptoms,Symptoms by caregiver report,observation,variable
http://purl.obolibrary.org/obo/EUPATH_0035099,1,"Loose or watery stools during last 7 days, caregiver report",Signs and symptoms,Symptoms by caregiver report,observation,variable
