IRI,label,displayOrder,variable,dataFile,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType
http://purl.obolibrary.org/obo/EUPATH_0020263,"Anopheles arabiensis count, by PCR",7,arabiensis,CDC LT data through February 28th 2019.dta,"The number of Anopheles gambiae sl that were tested for subspecies identification by PCR and found to be Anopheles arabiensis per household on a given day. Note, this data is ony linked to the first reported collection within a household on a given day, not each collection that potentially contributed to it.",Entomology,Anopheles gambiae sl results,http://purl.obolibrary.org/obo/EUPATH_0000323,,,variable
http://purl.obolibrary.org/obo/EUPATH_0020264,"Anopheles gambiae s.s. count, by PCR",8,gambiaess,CDC LT data through February 28th 2019.dta,"The number of Anopheles gambiae sl that were tested for subspecies identification by PCR and found to be Anopheles gambiae s.s. per household on a given day. Note, this data is ony linked to the first reported collection within a household on a given day, not each collection that potentially contributed to it.",Entomology,Anopheles gambiae sl results,http://purl.obolibrary.org/obo/EUPATH_0000323,,,variable
http://purl.obolibrary.org/obo/EUPATH_0000193,Bloodfed Anopheles gambiae count,3,fedgamb2 | fedgamb3 | fedgamb1 | hh_06m::bloodfedgambiae | hh_00m::bloodfedgambiae | hh_18m::bloodfedgambiae | hh_12m::bloodfedgambiae | fedgamb,CDC LT data through February 28th 2019.dta | hh_06m | hh_18m | hh_00m | hh_12m,Number of female Anopheles gambiae who had a recent blood meal. Mosquitoes were collected from a subset of enrolled households at each study timepoint. | Number of female Anopheles gambiae with a recent blood meal,Entomology,Anopheles gambiae sl results,http://purl.obolibrary.org/obo/EUPATH_0000323,Total blood fed An.gambiae sl,NA,variable
http://purl.obolibrary.org/obo/EUPATH_0000137,Female Anopheles gambiae count,1,totalgambiae3 | totalgambiae1 | totalgambiae2 | hh_00m::gambiaef | hh_18m::gambiaef | hh_06m::gambiaef | hh_12m::gambiaef | totalgambiae | total_gambiae,CDC LT data through February 28th 2019.dta | hh_06m | hh_18m | hh_00m | hh_12m,Number of female Anopheles gambiae mosquitoes. Mosquitoes were collected from a subset of enrolled households at each study timepoint. | Number of female Anopheles gambiae collected,Entomology,Anopheles gambiae sl results,http://purl.obolibrary.org/obo/EUPATH_0000323,Number of female anopheles gambiae,Numeric,variable
http://purl.obolibrary.org/obo/EUPATH_0000198,Gravid Anopheles gambiae count,2,gravidgambie3 | gravidgambie2 | gravidgambie1 | hh_06m::gravidgambiae | hh_12m::gravidgambiae | hh_18m::gravidgambiae | hh_00m::gravidgambiae | gravidgambie | gravidgamb,CDC LT data through February 28th 2019.dta | hh_06m | hh_18m | hh_00m | hh_12m,Number of gravid female Anopheles funestus gambiae. Mosquitoes were collected from a subset of enrolled households at each study timepoint. | Number of gravid or semi-gravid Anopheles gambiae,Entomology,Anopheles gambiae sl results,http://purl.obolibrary.org/obo/EUPATH_0000323,Total gravid/semigravid An. gambiae,NA,variable
http://purl.obolibrary.org/obo/EUPATH_0044104,Male Anopheles gambiae count,,hh_18m::gambiaem | hh_12m::gambiaem | hh_00m::gambiaem | hh_06m::gambiaem,hh_06m | hh_18m | hh_00m | hh_12m,Number of male Anopheles gambiae mosquitoes. Mosquitoes were collected from a subset of enrolled households at each study timepoint.,Entomology,Anopheles gambiae sl results,http://purl.obolibrary.org/obo/EUPATH_0000323,Number of male anopheles gambiae,Numeric,variable
http://purl.obolibrary.org/obo/EUPATH_0020262,Number Anopheles gambiae sl tested by PCR,6,totalforspeciesID,CDC LT data through February 28th 2019.dta,"A subset of Anopheles gambiae sl were tested for subspecies identification by PCR. This variable indicates the number of Anopheles gambiae sl from all collections done within a household on a given day. Note, this data is ony linked to the first reported collection within a household on a given day, not each collection that potentially contributed to it.",Entomology,Anopheles gambiae sl results,http://purl.obolibrary.org/obo/EUPATH_0000323,,,variable
http://purl.obolibrary.org/obo/EUPATH_0044105,Semigravid Anopheles gambiae count,,hh_00m::halfgravidgambiae | hh_12m::halfgravidgambiae | hh_06m::halfgravidgambiae | hh_18m::halfgravidgambiae,hh_06m | hh_18m | hh_00m | hh_12m,Number of semigravid female Anopheles gambiae mosquitoes. Mosquitoes were collected from a subset of enrolled households at each study timepoint.,Entomology,Anopheles gambiae sl results,http://purl.obolibrary.org/obo/EUPATH_0000323,,,variable
http://purl.obolibrary.org/obo/EUPATH_0000203,Unable to assess Anopheles gambiae count,5,gunableassess3 | gunableassess2 | gunableassess1 | gambiaeunableassess,CDC LT data through February 28th 2019.dta,Number of Anopheles gambiae that could not be assessed,Entomology,Anopheles gambiae sl results,http://purl.obolibrary.org/obo/EUPATH_0000323,Total An. gambiae unable to assess,NA,variable
http://purl.obolibrary.org/obo/EUPATH_0000205,Unfed Anopheles gambiae count,4,unfedgamb1 | unfedgamb2 | unfedgamb3 | hh_00m::unfedgambiae | hh_12m::unfedgambiae | hh_18m::unfedgambiae | hh_06m::unfedgambiae | unfedgamb,CDC LT data through February 28th 2019.dta | hh_06m | hh_18m | hh_00m | hh_12m,Number of unfed Anopheles funestus mosquitoes. Mosquitoes were collected from a subset of enrolled households at each study timepoint. | Number of female Anopheles gambiae without a recent blood meal,Entomology,Anopheles gambiae sl results,http://purl.obolibrary.org/obo/EUPATH_0000323,Total unfed An. Gambiae sl,NA,variable
http://purl.obolibrary.org/obo/EUPATH_0000322,Anopheles funestus results,3,,,,Entomology,Anopheles results,http://purl.obolibrary.org/obo/EUPATH_0025053,,,category
http://purl.obolibrary.org/obo/EUPATH_0000323,Anopheles gambiae sl results,4,,,,Entomology,Anopheles results,http://purl.obolibrary.org/obo/EUPATH_0025053,,,category
http://purl.obolibrary.org/obo/EUPATH_0020082,Bloodfed other Anopheles species count,4,fedanoph2 | fedanoph1 | fedanoph3,CDC LT data through February 28th 2019.dta,,Entomology,Anopheles results,http://purl.obolibrary.org/obo/EUPATH_0025053,Total blood fed other Anopheles sp.,NA,variable
http://purl.obolibrary.org/obo/EUPATH_0000135,Female Anopheles count,1,totalanopheles3 | totalanopheles2 | totalanopheles1 | totalanopheles | hh_06m::anophelesf | hh_12m::anophelesf | hh_18m::anophelesf | hh_00m::anophelesf | total_anopheles | anof_trap | anof | anof_cup,CDC LT data through February 28th 2019.dta | hh_06m | hh_18m | hh_00m | hh_12m | DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,Number of female Anopheline mosquitoes. Mosquitoes were collected from a subset of enrolled households at each study timepoint. | Total # female Anopheles collected,Entomology,Anopheles results,http://purl.obolibrary.org/obo/EUPATH_0025053,Number of female <i>Anopheles</i>,,variable
http://purl.obolibrary.org/obo/EUPATH_0020086,Gravid/semigravid  other Anopheles species count,3,gravidanoph3 | gravidanoph2 | gravidanoph1,CDC LT data through February 28th 2019.dta,,Entomology,Anopheles results,http://purl.obolibrary.org/obo/EUPATH_0025053,Total gravid/semigravid  other Anopheles sp.,NA,variable
http://purl.obolibrary.org/obo/EUPATH_0025031,Male Anopheles count,,hh_06m::anophelesm | hh_12m::anophelesm | hh_00m::anophelesm | hh_18m::anophelesm | anom_cup | anom | anom_trap,hh_06m | hh_18m | hh_00m | hh_12m | DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,Number of male Anopheline mosquitoes. Mosquitoes were collected from a subset of enrolled households at each study timepoint.,Entomology,Anopheles results,http://purl.obolibrary.org/obo/EUPATH_0025053,Number of male <i>Anopheles</i>,,variable
http://purl.obolibrary.org/obo/EUPATH_0000200,Other female Anopheles species count,2,totalother2 | totalother3 | totalother1 | hh_00m::othanophfem | hh_06m::othanophfem | hh_18m::othanophfem | hh_12m::othanophfem | femotherano,CDC LT data through February 28th 2019.dta | hh_06m | hh_18m | hh_00m | hh_12m,Number of other or unidentified female Anopheline mosquitoes. Mosquitoes were collected from a subset of enrolled households at each study timepoint. | Number of other or unidentified female Anopheline mosquitoes. Mosquitoes were collected from a subset of enrolled households. | Number of other female Anopheles species,Entomology,Anopheles results,http://purl.obolibrary.org/obo/EUPATH_0025053,Number of female Anopheles -Other/Unidentified,Numeric,variable
http://purl.obolibrary.org/obo/EUPATH_0044106,Other male Anopheles species count,,hh_00m::othanophmal | hh_12m::othanophmal | hh_06m::othanophmal | hh_18m::othanophmal,hh_06m | hh_18m | hh_00m | hh_12m,Number of other or unidentified male Anopheline mosquitoes. Mosquitoes were collected from a subset of enrolled households at each study timepoint.,Entomology,Anopheles results,http://purl.obolibrary.org/obo/EUPATH_0025053,Number of male  Anopheles -Other/Unidentified,Numeric,variable
http://purl.obolibrary.org/obo/EUPATH_0000325,Sporozoite testing,6,,,,Entomology,Anopheles results,http://purl.obolibrary.org/obo/EUPATH_0025053,,,category
http://purl.obolibrary.org/obo/EUPATH_0025004,Total Anopheles count,,anot_trap | anot | anot_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Entomology,Anopheles results,http://purl.obolibrary.org/obo/EUPATH_0025053,Total number of <i>Anopheles</i> male and female mosquitoes | Total number of male and female <i>Anopheles</i> mosquitoes in the petri dish,[anom]+[anof],variable
http://purl.obolibrary.org/obo/EUPATH_0020188,Unable to assess other Anopheles species count,6,unableassessanoph2 | unableassessanoph3 | unableassessanoph1,CDC LT data through February 28th 2019.dta,,Entomology,Anopheles results,http://purl.obolibrary.org/obo/EUPATH_0025053,Total  other Anopheles sp. unable to assess,NA,variable
http://purl.obolibrary.org/obo/EUPATH_0020197,Unfed other Anopheles species count,5,unfedanoph2 | unfedanoph1 | unfedanoph3,CDC LT data through February 28th 2019.dta,,Entomology,Anopheles results,http://purl.obolibrary.org/obo/EUPATH_0025053,Total unfed other Anopheles sp.,NA,variable
http://purl.obolibrary.org/obo/EUPATH_0000324,Mosquito parity,5,,,,Entomology,Anopheles results | Entomology,http://purl.obolibrary.org/obo/EUPATH_0025053 | http://purl.obolibrary.org/obo/EUPATH_0000327,,,category
http://purl.obolibrary.org/obo/EUPATH_0020210,Culex count,,culex3 | culex2 | culex1,CDC LT data through February 28th 2019.dta,,Entomology,Culex results,http://purl.obolibrary.org/obo/EUPATH_0025056,,,variable
http://purl.obolibrary.org/obo/EUPATH_0025042,Female Culex count,,culexf | culexf_cup | culexf_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Entomology,Culex results,http://purl.obolibrary.org/obo/EUPATH_0025056,Number of female <i>Culex</i>,,variable
http://purl.obolibrary.org/obo/EUPATH_0025043,Male Culex count,,culexm_cup | culexm_trap | culexm,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Entomology,Culex results,http://purl.obolibrary.org/obo/EUPATH_0025056,Number of male <i>Culex</i>,,variable
http://purl.obolibrary.org/obo/EUPATH_0025052,Aedes results,4,,,,Entomology,Entomology,http://purl.obolibrary.org/obo/EUPATH_0000327,,,
http://purl.obolibrary.org/obo/EUPATH_0000312,Aggregated entomological measurement,,,,,Entomology,Entomology,http://purl.obolibrary.org/obo/EUPATH_0000327,,,category
http://purl.obolibrary.org/obo/EUPATH_0025053,Anopheles results,5,,,,Entomology,Entomology,http://purl.obolibrary.org/obo/EUPATH_0000327,,,category
http://purl.obolibrary.org/obo/EUPATH_0025056,Culex results,6,,,,Entomology,Entomology,http://purl.obolibrary.org/obo/EUPATH_0000327,,,
http://purl.obolibrary.org/obo/EUPATH_0025170,Entomology collection,,,,,Entomology,Entomology,http://purl.obolibrary.org/obo/EUPATH_0000327,,,category
http://purl.obolibrary.org/obo/EUPATH_0044149,Entomology observation details,,,,,Entomology,Entomology,http://purl.obolibrary.org/obo/EUPATH_0000327,,,
http://purl.obolibrary.org/obo/EUPATH_0044116,Female non-Anopheline count,,hh_00m::nonanophfem | hh_12m::nonanophfem | hh_18m::nonanophfem | hh_06m::nonanophfem,hh_06m | hh_18m | hh_00m | hh_12m,Number of female non-Anopheline mosquitoes. Mosquitoes were collected from a subset of enrolled households. | Number of female non-Anopheline mosquitoes. Mosquitoes were collected from a subset of enrolled households at each study timepoint.,Entomology,Entomology,http://purl.obolibrary.org/obo/EUPATH_0000327,Number of Female Non-Anopheline,Numeric,variable
http://purl.obolibrary.org/obo/EUPATH_0025086,Light trap ID,8,mossitrapid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Entomology,Entomology,http://purl.obolibrary.org/obo/EUPATH_0000327,Mosquito Light Trap ID,,variable
http://purl.obolibrary.org/obo/EUPATH_0044117,Male non-Anopheline count,,hh_18m::nonanophmal | hh_06m::nonanophmal | hh_00m::nonanophmal | hh_12m::nonanophmal,hh_06m | hh_18m | hh_00m | hh_12m,Number of male non-Anopheline mosquitoes. Mosquitoes were collected from a subset of enrolled households at each study timepoint.,Entomology,Entomology,http://purl.obolibrary.org/obo/EUPATH_0000327,Number of Male  Non-Anopheline,Numeric,variable
http://purl.obolibrary.org/obo/EUPATH_0025098,Mosquito count,3,mossit_cup | most | mossit_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Entomology,Entomology,http://purl.obolibrary.org/obo/EUPATH_0000327,Total number of mosquitoes collected | Total count of all male and female mosquitoes in the petri dish,[culexm_cup]+[culexf_cup]+[anom_cup]+[anof_cup]+[aedesm_cup]+[aedesf_cup] | [culexm]+[culexf]+[anom]+[anof]+[aedesm]+[aedesf] | [culexm_trap]+[culexf_trap]+[anom_trap]+[anof_trap]+[aedesm_trap]+[aedesf_trap],variable
http://purl.obolibrary.org/obo/EUPATH_0025137,Rooms aspirated (count),7,asprooms,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Entomology,Entomology,http://purl.obolibrary.org/obo/EUPATH_0000327,How many rooms were aspirated?,,variable
http://purl.obolibrary.org/obo/EUPATH_0020003,Collection date,1,date | collectionmonthyear | collectiondate,CDC LT data through February 28th 2019.dta,,Entomology,Entomology collection,http://purl.obolibrary.org/obo/EUPATH_0025170,Date of collection,NA,variable
"http://purl.obolibrary.org/obo/EUPATH_0020003%20(on%20hold,%20waiting%20for%20provider%20feedback)",Collection date,,hh_00m::entodate | hh_12m::entodate | hh_06m::entodate | hh_18m::entodate,hh_06m | hh_18m | hh_00m | hh_12m,"Date that mosquitoes resting indoors on walls were collected, using prokopack aspirators.",Entomology,Entomology collection,http://purl.obolibrary.org/obo/EUPATH_0025170,,,variable
http://purl.obolibrary.org/obo/EUPATH_0020183,Collection end time,3,trapcollected,CDC LT data through February 28th 2019.dta,,Entomology,Entomology collection,http://purl.obolibrary.org/obo/EUPATH_0025170,Time trap removed 24h clock -,NA,variable
http://purl.obolibrary.org/obo/EUPATH_0020178,Collection room number,5,roomnumm3 | roomtrapset1 | roomtrapset3 | roomnumm1 | roomnumm2 | roomtrapset2,CDC LT data through February 28th 2019.dta,,Entomology,Entomology collection,http://purl.obolibrary.org/obo/EUPATH_0025170,Room number (list all rooms where traps were set) | Room Number for the mosquito collections,NA,variable
http://purl.obolibrary.org/obo/EUPATH_0020179,Collection start time,2,trapset,CDC LT data through February 28th 2019.dta,,Entomology,Entomology collection,http://purl.obolibrary.org/obo/EUPATH_0025170,Time trap set 24h clock,NA,variable
http://purl.obolibrary.org/obo/EUPATH_0025020,Collection time,1,mostime,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Entomology,Entomology collection,http://purl.obolibrary.org/obo/EUPATH_0025170,Time of collection,"1, 6:00-11:00am | 2, After 11:00am",variable
http://purl.obolibrary.org/obo/EUPATH_0025151,Collection type,2,,,,Entomology,Entomology collection,http://purl.obolibrary.org/obo/EUPATH_0025170,,,derived
http://purl.obolibrary.org/obo/EUPATH_0020180,Collection working,4,trapworking2 | trapworking1 | trapworking3,CDC LT data through February 28th 2019.dta,,Entomology,Entomology collection,http://purl.obolibrary.org/obo/EUPATH_0025170,Was trap working when removed,"1 - Yes
0 - No",variable
http://purl.obolibrary.org/obo/EUPATH_0044118,Entomology surveyed,,hh_06m::entoinclude | hh_18m::entoinclude | hh_00m::entoinclude | hh_12m::entoinclude,hh_06m | hh_18m | hh_00m | hh_12m,Whether the household was one of the 20% of enrolled households that were randomly included in the entomology survey.,Entomology,Entomology observation details,http://purl.obolibrary.org/obo/EUPATH_0044149,,,variable
http://purl.obolibrary.org/obo/EUPATH_0000194,Dissected for parity (count),,discparity2 | discparity3 | discparity1 | discparity,CDC LT data through February 28th 2019.dta,Number of female Anopheles dissected for parity in a collection,Entomology,Mosquito parity,http://purl.obolibrary.org/obo/EUPATH_0000324,Total number dissected for parity,NA,variable
http://purl.obolibrary.org/obo/EUPATH_0000195,Nulliparous,,nulliparous3 | nulliparous1 | nulliparous2 | nulliparous,CDC LT data through February 28th 2019.dta,Female anopheles� that have never layed eggs,Entomology,Mosquito parity,http://purl.obolibrary.org/obo/EUPATH_0000324,Total number nulliparous,NA,variable
http://purl.obolibrary.org/obo/EUPATH_0000196,Parous,,parous3 | parous1 | parous2 | parous,CDC LT data through February 28th 2019.dta,Female anopheles that have layed eggs before or are pregnant,Entomology,Mosquito parity,http://purl.obolibrary.org/obo/EUPATH_0000324,Total number parous,NA,variable
http://purl.obolibrary.org/obo/EUPATH_0000117,Mean Anopheles tested for Plasmodium,,ave anopheles tested,,Average number of Anopheles examined for sporozoites,Entomology,Sporozoite rate,http://purl.obolibrary.org/obo/EUPATH_0000326,,,"variable, derived"
http://purl.obolibrary.org/obo/EUPATH_0000118,Mean Plasmodium-pos Anopheles,,ave anopheles positive,,Average number of Anopheles with Plasmodium sporozoites,Entomology,Sporozoite rate,http://purl.obolibrary.org/obo/EUPATH_0000326,,,"variable, derived"
http://purl.obolibrary.org/obo/EUPATH_0000119,Mean Plasmodium-pos Anopheles (%),,ave percent anopheles positive,,Average percent of Anopheles with Plasmodium sporozoites,Entomology,Sporozoite rate,http://purl.obolibrary.org/obo/EUPATH_0000326,,,"variable, derived"
http://purl.obolibrary.org/obo/EUPATH_0000217,Total Anopheles tested,,numbertested,,Total number of Anopheles examined for sporozoites,Entomology,Sporozoite testing,http://purl.obolibrary.org/obo/EUPATH_0000325,,,variable
http://purl.obolibrary.org/obo/EUPATH_0000218,Total Anopheles-pos,,numberpositive,,Total number of Anopheles with Plasmodium sporozoites,Entomology,Sporozoite testing,http://purl.obolibrary.org/obo/EUPATH_0000325,,,variable
http://purl.obolibrary.org/obo/PCO_0000024,Household,1,,,,Household,,http://www.w3.org/2002/07/owl#Thing,NA,NA,category
http://purl.obolibrary.org/obo/EUPATH_0015027,Cat,1,f7_ani_cat | f4a_ani_cat | wi_ani_cat | F4A_ANI_CAT | F7_ANI_CAT,vida_enrl_040119.csv | gems1a_case_control_study_data | GEMS1_Case_control_Study_data_June2018.csv,,Household,Animals on property,http://purl.obolibrary.org/obo/EUPATH_0000343,Cat in compound | Household has animal cat | Do the following animals live in the compound where Child lives? Cat?,"1=selected, 0=not selected | 1 = ""Present"", 0 = | 0",value
http://purl.obolibrary.org/obo/EUPATH_0015028,Cow,2,f7_ani_cow | f4a_ani_cow | wi_ani_cow | F4A_ANI_COW | F7_ANI_COW,vida_enrl_040119.csv | gems1a_case_control_study_data | GEMS1_Case_control_Study_data_June2018.csv,,Household,Animals on property,http://purl.obolibrary.org/obo/EUPATH_0000343,Household has animal cow | Cow in compound | Do the following animals live in the compound where Child lives? Cow?,"1=selected, 0=not selected | 1 = ""Present"", 0 = | 0",value
http://purl.obolibrary.org/obo/EUPATH_0015026,Dog,3,f7_ani_dog | wi_ani_dog | f4a_ani_dog | F4A_ANI_DOG | F7_ANI_DOG,vida_enrl_040119.csv | gems1a_case_control_study_data | GEMS1_Case_control_Study_data_June2018.csv,,Household,Animals on property,http://purl.obolibrary.org/obo/EUPATH_0000343,Dog in compound | Household has animal dog | Do the following animals live in the compound where Child lives? Dog?,"1=selected, 0=not selected | 1 = ""Present"", 0 = | 0",value
http://purl.obolibrary.org/obo/EUPATH_0031148,Donkey,,wi_ani_donk | f4a_ani_donk | f7_ani_donk,vida_enrl_040119.csv,,Household,Animals on property,http://purl.obolibrary.org/obo/EUPATH_0000343,Household has animal donkey | Donkey in compound,"1=selected, 0=not selected | 1 = ""Present"", 0 =",value
http://purl.obolibrary.org/obo/EUPATH_0015030,Fowl,4,f7_ani_fowl | f4a_ani_fowl | wi_ani_fowl | F7_ANI_FOWL | F4A_ANI_FOWL,vida_enrl_040119.csv | gems1a_case_control_study_data | GEMS1_Case_control_Study_data_June2018.csv,,Household,Animals on property,http://purl.obolibrary.org/obo/EUPATH_0000343,"Household has animal fowl | Fowl in compound | Do the following animals live in the compound where Child lives? Fowl (Chicken, duck or other birds)?","1=selected, 0=not selected | 1 = ""Present"", 0 = | 0",value
http://purl.obolibrary.org/obo/EUPATH_0015024,Goat,5,f7_ani_goat | f4a_ani_goat | wi_ani_goat | F7_ANI_GOAT | F4A_ANI_GOAT,vida_enrl_040119.csv | gems1a_case_control_study_data | GEMS1_Case_control_Study_data_June2018.csv,,Household,Animals on property,http://purl.obolibrary.org/obo/EUPATH_0000343,Household has animal goat | Goat in compound | Do the following animals live in the compound where Child lives? Goat?,"1=selected, 0=not selected | 1 = ""Present"", 0 = | 0",value
http://purl.obolibrary.org/obo/EUPATH_0031149,Horse,,f7_ani_hors | f4a_ani_hors | wi_ani_hors,vida_enrl_040119.csv,,Household,Animals on property,http://purl.obolibrary.org/obo/EUPATH_0000343,Horse in compound | Household has animal horses,"1=selected, 0=not selected | 1 = ""Present"", 0 =",value
http://purl.obolibrary.org/obo/EUPATH_0021014,Livestock,1,cen_animals___2,,,Household,Animals on property,http://purl.obolibrary.org/obo/EUPATH_0000343,,,value
http://purl.obolibrary.org/obo/EUPATH_0015032,No animals,9,f4a_ani_no | f7_ani_no | F7_ANI_NO | F4A_ANI_NO,vida_enrl_040119.csv | gems1a_case_control_study_data | GEMS1_Case_control_Study_data_June2018.csv,,Household,Animals on property,http://purl.obolibrary.org/obo/EUPATH_0000343,Household has no animals | No animals in compound | Do the following animals live in the compound where Child lives? No Animals?,"1=selected, 0=not selected | 1 = ""Present"", 0 = | 0",value
http://purl.obolibrary.org/obo/EUPATH_0021013,None,3,cen_animals___1,,,Household,Animals on property,http://purl.obolibrary.org/obo/EUPATH_0000343,,,value
http://purl.obolibrary.org/obo/EUPATH_0021015,Pets or other animals,2,cen_animals___3,,,Household,Animals on property,http://purl.obolibrary.org/obo/EUPATH_0000343,,,value
