colOrder,variable,dataFile,keepDiscard,definition,category,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,uniqueVar,dataSet,variable_dataFile,type,example,dateTime,formatCode,values,uniqueValueCount,percentMissing,flag
16,window,icemrcambodiacensus_data_2022-05-13_1304_sak,keep,,,"សំនួរទាក់ទងទៅនឹងបង្អួចនៅក្នុងផ្ទះ​និងសំណាញ់ការពារសត្វល្អិតដាក់នៅជាមួយបង្អួច​
Does the main house have windows? Are they screened?
<span style=""font-weight: lighter; font-style:italic;"">[Observe house used for sleeping]</span>","0, គ្មានបង្អួច (No windows) | 1, មានបង្អួច (គ្មានសំណាញ់ការពារសត្វល្អិត) (Windows (not screened)) | 2, មានបង្អួច (សំណាញ់ការពារសត្វល្អិតរហែករឺមិនបិទជិតបង្អួចទាំងស្រុង) (Windows (partly screened)) | 3, មានបង្អួច(មានសំណាញ់ការពារសត្វល្អិតបិទជិតបង្អួចទាំងស្រុង) (Windows (all screened and intact))",,,,NA,icemrcambodiacensus_data_2022-05-13_1304_sak::window,SW PACIFIC,window,int,1,NA,NA,0 to 3,4,0,NA
17,elevated_house,icemrcambodiacensus_data_2022-05-13_1304_sak,keep,,,"ផ្ទះផុតពីដី​?
Is the house elevated on posts?","1, ផុតពីដី (Yes) | 0, មិនផុតពីដី (No)",,,,NA,icemrcambodiacensus_data_2022-05-13_1304_sak::elevated_house,SW PACIFIC,elevated_house,int,1,NA,NA,0 to 1,2,0,NA
18,gps_latitude,icemrcambodiacensus_data_2022-05-13_1304_sak,keep,,,Latitude,NA,,,,NA,icemrcambodiacensus_data_2022-05-13_1304_sak::gps_latitude,SW PACIFIC,gps_latitude,dbl,12.1021919,NA,NA,12.0967467 to 12.3263253,407,0.826882178,NA
19,gps_longitude,icemrcambodiacensus_data_2022-05-13_1304_sak,keep,,,Longitude,NA,,,,NA,icemrcambodiacensus_data_2022-05-13_1304_sak::gps_longitude,SW PACIFIC,gps_longitude,dbl,106.8186947,NA,NA,106.7459681 to 106.9521697,406,0.826882178,NA
21,gps_latitude_manual,icemrcambodiacensus_data_2022-05-13_1304_sak,keep,,,Latitude (using stand-alone GPS device),NA,,,,[gps_nosignal(1)] = '1',icemrcambodiacensus_data_2022-05-13_1304_sak::gps_latitude_manual,SW PACIFIC,gps_latitude_manual,chr,12<c2><b0>06.041',NA,NA,>10 unique values,1667,0.171416419,NA
22,gps_longitude_manual,icemrcambodiacensus_data_2022-05-13_1304_sak,keep,,,Longitude (using stand-alone GPS device),NA,,,,[gps_nosignal(1)] = 1,icemrcambodiacensus_data_2022-05-13_1304_sak::gps_longitude_manual,SW PACIFIC,gps_longitude_manual,chr,106<c2><b0>49.168',NA,NA,>10 unique values,1709,0.171416419,NA
2,invid,icemrcambodiacensus_data_2022-05-13_1304_sak,discard,,,"នាមខ្លួននិងនាមត្រកូលអ្នកអង្កេតការសិក្សារឺអ្នកសំភាស
What is the investigator name?",NA,,,,NA,icemrcambodiacensus_data_2022-05-13_1304_sak::invid,SW PACIFIC,invid,chr,Chanty Sok,NA,NA,"Chanty Sok, Chhunleng Chhan, David Chhouk, Laro Sum, Saorin Kim",5,0,duplicated variable
2,invid,icemrcambodiahousehold_data_2022-05-13_1307_sak,discard,,,"នាមខ្លួននិងនាមត្រកូលអ្នកអង្កេតការសិក្សារឺអ្នកសំភាស
What is the investigator name?",NA,,,,NA,icemrcambodiahousehold_data_2022-05-13_1307_sak::invid,SW PACIFIC,invid,chr,David,NA,NA,"David, Saorin Kim",2,0,duplicated variable
3,visdat,icemrcambodiacensus_data_2022-05-13_1304_sak,keep,,,"កាលបរិច្ឆេទការអង្កេតការសិក្សារឺការសំភាស
What is the visit date?",NA,,,,NA,icemrcambodiacensus_data_2022-05-13_1304_sak::visdat,SW PACIFIC,visdat,chr,29/11/2017,date?,%Y-%m-%d,>10 unique values,15,0,duplicated variable
3,visdat,icemrcambodiahousehold_data_2022-05-13_1307_sak,keep,,,"កាលបរិច្ឆេទការអង្កេតការសិក្សារឺការសំភាស
What is the visit date?",NA,,,,NA,icemrcambodiahousehold_data_2022-05-13_1307_sak::visdat,SW PACIFIC,visdat,chr,14/12/2017,date?,%Y-%m-%d,>10 unique values,47,0,duplicated variable
3,visdat,icemrcambodiaprevalence_data_2022-06-06_2029_sak,keep,,,"កាលបរិច្ឆេទការអង្កេតការសិក្សារឺការសំភាស
What is the visit date?",NA,,,,NA,icemrcambodiaprevalence_data_2022-06-06_2029_sak::visdat,SW PACIFIC,visdat,chr,14/12/2017,date?,%Y-%m-%d,>10 unique values,48,0,duplicated variable
5,hh_school_attend,icemrcambodiahousehold_data_2022-05-13_1307_sak,keep,,,"តើមេគ្រួសារធ្លាប់បានចូលរៀនទេ?
Has the head of the household ever attended school?","1, ធ្លាប់បានចូលរៀន (Yes) | 0, មិនធ្លាប់បានចូលរៀនទេ (No)",,,,NA,icemrcambodiahousehold_data_2022-05-13_1307_sak::hh_school_attend,SW PACIFIC,hh_school_attend,int,1,NA,NA,0 to 1,2,0,NA
6,hh_school_level,icemrcambodiahousehold_data_2022-05-13_1307_sak,keep,,,"ប្រសិនបើគាត់ធ្លាប់បានចូលរៀនដូច្នេះតើគាត់រៀនបានដល់ថ្នាក់ទីប៉ុន្មាន?
If YES, what was the highest level of school the head of household completed?","Primary, ចន្លោះថ្នាក់ទី១និង៦ (Grade 1-6) | Secondary, ចន្លោះថ្នាក់ទី៧និង៩ (Grade 7-9) | HighSchool, ចន្លោះថ្នាក់ទី១០និង១២ (Grade 10-12) | TechSchool, សាលាបច្ចេកទេស (Technical School) | Uni, មហាវិទ្យាល័យ (University)",,,,[hh_school_attend] = '1',icemrcambodiahousehold_data_2022-05-13_1307_sak::hh_school_level,SW PACIFIC,hh_school_level,chr,Primary,NA,NA,", HighSchool, Primary, Secondary, TechSchool, Uni",5,0.290940767,NA
7,income,icemrcambodiahousehold_data_2022-05-13_1307_sak,keep,,,"តើប្រភពប្រាក់ចំណូលចំបងរបស់គ្រួសារបានមកពីណា?
[សំនួរនេះមិនមែនសំដៅទៅលើមុខរបរទេគឺសំដៅទៅលើប្រភពប្រាក់ចំណូលចំបងរបស់គ្រួសារទាំងមូល។​មានន័យថាជាប្រភពប្រាក់ចំណូលបស់សមាជិកគ្រួសារទាំងអស់។]
What is the main source of income of the household?
<span style=""font-weight:lighter;font-style:italic;"">[Not OCCUPATION but main source of INCOME. This question concerns the entire household: probe for other household members]</span>","1, ធ្វើចំការកៅស៊ូ (Rubber plantation) | 2, ធ្វើកសិកម្ម (Farming) | 3, បរបាញ់ (Hunting) | 4, កាប់ឈើ (Wood logging) | 5, ធ្វើសំណង់​ រឺ​​សាងសង់ផ្លូវ (Construction) | 99, ប្រភពប្រាក់ចំណូលណាមួយផ្សេងទៀត (Other)",,,,NA,icemrcambodiahousehold_data_2022-05-13_1307_sak::income,SW PACIFIC,income,int,2,NA,NA,1 to 99,5,0,NA
8,income_oth,icemrcambodiahousehold_data_2022-05-13_1307_sak,keep,,,"សូមបញ្ជាក់ប្រភពប្រាក់ចំណូលណាមួយផ្សេងទៀតប្រសិនបើមាន
If ""Other"", specify",NA,,,,[income] = '99',icemrcambodiahousehold_data_2022-05-13_1307_sak::income_oth,SW PACIFIC,income_oth,chr,Craftsmanship,NA,NA,", Craftsmanship, Driver, Family, Farming, Military, Police, Rubber plantation, Selling, Service",9,0.8728223,NA
9,water,icemrcambodiahousehold_data_2022-05-13_1307_sak,keep,,,"ប្រភពទឹកផឹករបស់អ្នក?
What is the main source of drinking water?","1, ទឹក​​នៅផ្ទៃខាងលើ (ទន្លេ​  ត្រពាំង  ប្រពន្ធ័ធារាសាស្រ្ត  ប្រឡាយរឺព្រែក.....) (Surface water (river, pond, irrigation, channel, etc.)) | 2, ទឹកអណ្តូងមិនមានគំរប (សាធារណះ/ផ្ទាល់ខ្លួន) (Open well (public/private)) | 3, ទឹកអណ្តូងមានគំរប (សាធារណះ/ផ្ទាល់ខ្លួន) (Protected well (public/private)) | 4, ទឹកបាសាំង​ (Water tank) | 5, ទឹករ៉ួប៊ីណេអ្នកជិតខាងរបស់អ្នក/ទឹករ៉ូប៊ីណេសាធារណះ (Piped into neighbourhood/public tap) | 6, ទឹករ៉ូប៊ីណេហូរចូលទៅលំនៅដ្ឋានរបស់អ្នក (Piped into dwelling) | 99, ប្រភពទឹកណាមួយផ្សេងទៀត (Other)",,,,NA,icemrcambodiahousehold_data_2022-05-13_1307_sak::water,SW PACIFIC,water,int,3,NA,NA,1 to 99,6,0,NA
10,water_oth,icemrcambodiahousehold_data_2022-05-13_1307_sak,keep,,,"សូមបញ្ជាក់ប្រភពទឹកណាមួយផ្សេងទៀតប្រសិនបើមាន
If ""Other"", specify",NA,,,,[water] = '99',icemrcambodiahousehold_data_2022-05-13_1307_sak::water_oth,SW PACIFIC,water_oth,chr,Bottled water,NA,NA,", Bottled water, Protected well, Rain water, Surface water",4,0.525261324,NA
11,water_dist,icemrcambodiahousehold_data_2022-05-13_1307_sak,keep,,,"តើអ្នកចំណាយពេលប៉ុន្មានក្នុងការធ្វើដំណើរទៅកាន់ប្រភពទឹក?
How long does it take to go to the main source of drinking water?","1, តិចជាង៥នាទី (Less than 5 minutes) | 2, នៅចន្លោះ៥និង​១០នាទី (Between 5 and 10 minutes) | 3, នៅចន្លោះ១០និង៣០នាទី (Between 10 and 30 minutes) | 4, នៅចន្លោះ៣០និង៦០នាទី (Between 30 minutes and 1 hour) | 5, ច្រើនជាង៦០នាទី (More than 1 hour)",,,,NA,icemrcambodiahousehold_data_2022-05-13_1307_sak::water_dist,SW PACIFIC,water_dist,int,3,NA,NA,1 to 4,4,0,NA
21,toilet_oth,icemrcambodiahousehold_data_2022-05-13_1307_sak,keep,,,"សូមបញ្ជាក់ប្រភេទបង្គន់ណាមួយផ្សេងទៀតប្រសិនបើមាន
If ""Other"", specify",NA,,,,[toilet(99)] = 1,icemrcambodiahousehold_data_2022-05-13_1307_sak::toilet_oth,SW PACIFIC,toilet_oth,lgl,NA,NA,NA,n/a,0,1,no data
22,animals_chicken,icemrcambodiahousehold_data_2022-05-13_1307_sak,keep,,,"មាន់
Chicken(s)",NA,,,,NA,icemrcambodiahousehold_data_2022-05-13_1307_sak::animals_chicken,SW PACIFIC,animals_chicken,int,8,NA,NA,0 to 99,42,0.133275261,NA
23,animals_dogs,icemrcambodiahousehold_data_2022-05-13_1307_sak,keep,,,"ឆ្កែ
Dog(s)",NA,,,,NA,icemrcambodiahousehold_data_2022-05-13_1307_sak::animals_dogs,SW PACIFIC,animals_dogs,int,1,NA,NA,0 to 18,14,0.193379791,NA
24,animals_pigs,icemrcambodiahousehold_data_2022-05-13_1307_sak,keep,,,"ជ្រូក
Pig(s)",NA,,,,NA,icemrcambodiahousehold_data_2022-05-13_1307_sak::animals_pigs,SW PACIFIC,animals_pigs,int,1,NA,NA,0 to 24,15,0.490418118,NA
25,animals_cows,icemrcambodiahousehold_data_2022-05-13_1307_sak,keep,,,"គោ
Cow(s)",NA,,,,NA,icemrcambodiahousehold_data_2022-05-13_1307_sak::animals_cows,SW PACIFIC,animals_cows,int,2,NA,NA,0 to 20,14,0.691637631,NA
26,animals_buffaloes,icemrcambodiahousehold_data_2022-05-13_1307_sak,keep,,,"ក្របី
Buffaloe(s)",NA,,,,NA,icemrcambodiahousehold_data_2022-05-13_1307_sak::animals_buffaloes,SW PACIFIC,animals_buffaloes,int,5,NA,NA,0 to 9,10,0.942508711,NA
27,animals_ducks,icemrcambodiahousehold_data_2022-05-13_1307_sak,keep,,,"ទា
Duck(s)",NA,,,,NA,icemrcambodiahousehold_data_2022-05-13_1307_sak::animals_ducks,SW PACIFIC,animals_ducks,int,4,NA,NA,0 to 50,15,0.940766551,NA
28,animals_cats,icemrcambodiahousehold_data_2022-05-13_1307_sak,keep,,,"ឆ្មា
Cat(s)",NA,,,,NA,icemrcambodiahousehold_data_2022-05-13_1307_sak::animals_cats,SW PACIFIC,animals_cats,int,3,NA,NA,1 to 9,8,0.889372822,NA
29,animals_geese,icemrcambodiahousehold_data_2022-05-13_1307_sak,keep,,,"ក្ងាន
Geese",NA,,,,NA,icemrcambodiahousehold_data_2022-05-13_1307_sak::animals_geese,SW PACIFIC,animals_geese,int,2,NA,NA,2 to 2,1,0.99738676,NA
30,animals_goats,icemrcambodiahousehold_data_2022-05-13_1307_sak,keep,,,"ពពែ
Goat(s)",NA,,,,NA,icemrcambodiahousehold_data_2022-05-13_1307_sak::animals_goats,SW PACIFIC,animals_goats,int,7,NA,NA,7 to 10,2,0.996515679,NA
31,animals_rabbits,icemrcambodiahousehold_data_2022-05-13_1307_sak,keep,,,"ទន្សាយ
Rabbit(s)",NA,,,,NA,icemrcambodiahousehold_data_2022-05-13_1307_sak::animals_rabbits,SW PACIFIC,animals_rabbits,int,3,NA,NA,3 to 3,1,0.99912892,NA
32,animals_monkeys,icemrcambodiahousehold_data_2022-05-13_1307_sak,keep,,,"ស្វា
Monkey(s)",NA,,,,NA,icemrcambodiahousehold_data_2022-05-13_1307_sak::animals_monkeys,SW PACIFIC,animals_monkeys,int,1,NA,NA,1 to 1,1,0.99825784,NA
33,mal_spray,icemrcambodiahousehold_data_2022-05-13_1307_sak,keep,,,"តើមានអ្នកណាម្នាក់ប្រើប្រាស់ថ្នាំបាញ់មូសក្នុងផ្ទះរបស់អ្នកទេកាលពី១២ខែរឺ១ឆ្នាំមុន?
At any time in the past 12 months (1 year), has any one sprayed the interior walls of the house against mosquitoes?","1, មាន (Yes) | 0, មិនមាន (No)",,,,NA,icemrcambodiahousehold_data_2022-05-13_1307_sak::mal_spray,SW PACIFIC,mal_spray,int,1,NA,NA,0 to 1,2,0,NA
34,mal_info,icemrcambodiahousehold_data_2022-05-13_1307_sak,keep,,,"កាលពី៣ខែមុនតើមេគ្រួសារមានទទួលបានព៌តមានទាក់ទងទៅនឹងជំងឺគ្រុនចាញ់ទេ?
In the past 3 months, has the head of household received any information on malaria?","1, មាន (Yes) | 0, មិនមាន (No)",,,,NA,icemrcambodiahousehold_data_2022-05-13_1307_sak::mal_info,SW PACIFIC,mal_info,int,0,NA,NA,0 to 1,2,0,NA
46,mal_info_oth,icemrcambodiahousehold_data_2022-05-13_1307_sak,keep,,,"សូមបញ្ជាក់ប្រភពព៌តមានណាមួយផ្សេងទៀតប្រសិនបើមាន
If ""Other"", specify",NA,,,,[mal_info] = '1' and [mal_info_media(99)] = '1',icemrcambodiahousehold_data_2022-05-13_1307_sak::mal_info_oth,SW PACIFIC,mal_info_oth,chr,Health facility,NA,NA,", Health facility, Movie show",2,0.996515679,NA
65,mal_prev_oth,icemrcambodiahousehold_data_2022-05-13_1307_sak,keep,,,"សូមបញ្ជាក់វិធីការពារណាមួយផ្សេងទៀតប្រសិនបើមាន
If ""Other"", specify",NA,,,,[mal_prev_measures(99)] = '1',icemrcambodiahousehold_data_2022-05-13_1307_sak::mal_prev_oth,SW PACIFIC,mal_prev_oth,lgl,NA,NA,NA,n/a,0,1,no data
66,mosnet_nb,icemrcambodiahousehold_data_2022-05-13_1307_sak,keep,,,"តើមានមុងប៉ុន្មានក្នុងផ្ទះរបស់អ្នក?
(សរសេរចំនួនមុង)
How many mosquito nets does the household have? (Number of nets)",NA,,,,NA,icemrcambodiahousehold_data_2022-05-13_1307_sak::mosnet_nb,SW PACIFIC,mosnet_nb,int,3,NA,NA,0 to 99,13,0,NA
67,mosnet_nb_use,icemrcambodiahousehold_data_2022-05-13_1307_sak,keep,,,"​តើមានមុងប៉ុន្មានដែលអ្នកបានប្រើប្រាស់ក្នុងផ្ទះរបស់អ្នក?
(សរសេរចំនួនមុង)
How many mosquito nets does the household use? (Number of nets)",NA,,,,NA,icemrcambodiahousehold_data_2022-05-13_1307_sak::mosnet_nb_use,SW PACIFIC,mosnet_nb_use,int,3,NA,NA,0 to 8,9,0,NA
68,mosnet_nb_trt,icemrcambodiahousehold_data_2022-05-13_1307_sak,keep,,,"ក្នុងចំណោមមុងដែលអ្នកប្រើប្រាស់នោះតើមានមុងប៉ុន្មានដែលមានប្រើថ្នាំការពារមូស?
(សរសេរចំនួនមុង)
Among these, how many are treated? (Number of nets)",NA,,,,[mosnet_nb_use] > 0,icemrcambodiahousehold_data_2022-05-13_1307_sak::mosnet_nb_trt,SW PACIFIC,mosnet_nb_trt,int,0,NA,NA,0 to 7,8,0.008710801,NA
69,hammock_nb,icemrcambodiahousehold_data_2022-05-13_1307_sak,keep,,,"តើមានអង្រឹងប៉ុន្មានក្នុងផ្ទះរបស់អ្នក?
(សរសេរចំនួនអង្រឹង)
How many hammocks does the household have? (Number of hammocks)",NA,,,,NA,icemrcambodiahousehold_data_2022-05-13_1307_sak::hammock_nb,SW PACIFIC,hammock_nb,int,1,NA,NA,0 to 6,7,0,NA
70,hammock_nb_use,icemrcambodiahousehold_data_2022-05-13_1307_sak,keep,,,"តើមានអង្រឹងប៉ុន្មានដែលអ្នកបានប្រើប្រាស់ក្នុងផ្ទះរបស់អ្នក
(សរសេរសចំនួនអង្រឹង)
How many hammocks does the household use? (Number of hammocks)",NA,,,,NA,icemrcambodiahousehold_data_2022-05-13_1307_sak::hammock_nb_use,SW PACIFIC,hammock_nb_use,int,1,NA,NA,0 to 6,6,0,NA
71,hammock_nb_trt,icemrcambodiahousehold_data_2022-05-13_1307_sak,keep,,,"ក្នុងចំណោមអង្រឹងដែលអ្នកប្រើប្រាស់នោះតើមានអង្រឹងប៉ុន្មានដែលមានប្រើថ្នាំការពារមូស?
(សរសេរសចំនួនអង្រឹង)
Among these, how many are treated? (Number of hammocks)",NA,,,,[mosnet_nb_use] > 0,icemrcambodiahousehold_data_2022-05-13_1307_sak::hammock_nb_trt,SW PACIFIC,hammock_nb_trt,int,0,NA,NA,0 to 6,6,0.010452962,NA
