colOrder,variable,dataFile,IRI,label,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,notesForOnt,repeated,is_temporal,mergeKey,dataSet,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth,forceStringType
12,icemrcambodiacensus_data_2022-05-13_1304_sak::walls,icemrcambodiacensus_data_2022-05-13_1304_sak,EUPATH_0000009,Wall material,,,EUPATH_0000303,Dwelling characteristics,"សម្ភារះចំបងនៃសំណង់ជញ្ជាំងផ្ទះ
What is the main material of the exterior walls?
<span style=""font-weight: lighter; font-style:italic;"">[Observe]</span>","1, ឬស្សី/ថ្ម (Bamboo / Pitpit) | 2, ស្លឹកឈើរឺស្លឹកឈើកែច្នៃជាបន្ទះស្តើងៗ (Sago) | 3, ឈើក្តារបន្ទះធម្មតា (Wood) | 4, កំទេចផ្ទាំងឈើកែច្នៃរឺផ្ទាំងឈើកែច្នៃស្តើងៗ (Plywood) | 5, កំបោរ/ហ្វីប្រូ (Masonite / Fibro) | 6, ស៊ីម៉ង់ រឺ ឥដ្ឋ (Cement or bricks) | 7, សង្ខសី (Iron sheet) | 99, សម្ភារះណាមួយផ្សេងទៀត (Other)",multifilter,,,,,SW PACIFIC,,,,,,,,,
13,icemrcambodiacensus_data_2022-05-13_1304_sak::walls_oth,icemrcambodiacensus_data_2022-05-13_1304_sak,,Other wall material,,,EUPATH_0000303,Dwelling characteristics,"សូមបញ្ជាក់សម្ភារះណាមួយផ្សេងទៀតប្រសិនបើមាន
If ""Other"", specify",,value,,,,,SW PACIFIC,,,,,,,,,
14,icemrcambodiacensus_data_2022-05-13_1304_sak::roof,icemrcambodiacensus_data_2022-05-13_1304_sak,EUPATH_0000003,Roof material,,,EUPATH_0000303,Dwelling characteristics,"សម្ភារះចំបងនៃសំណងដំបូលផ្ទះ
What is the main material of the roof?
<span style=""font-weight: lighter; font-style:italic;"">[Observe]</span>","1, ស្បូវ (Thatched grass) | 2, ស្លឹកត្នោត (Sago palm leaves) | 3, សង្ខសី​ រឹ ហ្វីប្រូ (Corrugated iron) | 4, ឈើក្តារបន្ទះ (Wood planks) | 5, ស៊ីម់ង់ (Cement) | 6, ក្បឿង (Tiles) | 99, សម្ភារះណាមួយផ្សេងទៀតប្រសិនបើមាន (Other)",multifilter,,,,,SW PACIFIC,,,,,,,,,
15,icemrcambodiacensus_data_2022-05-13_1304_sak::roof_oth,icemrcambodiacensus_data_2022-05-13_1304_sak,,Other roof material,,,EUPATH_0000303,Dwelling characteristics,"សូមបញ្ជាក់សម្ភារះណាមួយផ្សេងទៀតប្រសិនបើមាន
If ""Other"", specify",,value,,,,,SW PACIFIC,,,,,,,,,
16,icemrcambodiacensus_data_2022-05-13_1304_sak::window,icemrcambodiacensus_data_2022-05-13_1304_sak,EUPATH_0025049,Window material,,,EUPATH_0000303,Dwelling characteristics,"សំនួរទាក់ទងទៅនឹងបង្អួចនៅក្នុងផ្ទះ​និងសំណាញ់ការពារសត្វល្អិតដាក់នៅជាមួយបង្អួច​
Does the main house have windows? Are they screened?
<span style=""font-weight: lighter; font-style:italic;"">[Observe house used for sleeping]</span>","0, គ្មានបង្អួច (No windows) | 1, មានបង្អួច (គ្មានសំណាញ់ការពារសត្វល្អិត) (Windows (not screened)) | 2, មានបង្អួច (សំណាញ់ការពារសត្វល្អិតរហែករឺមិនបិទជិតបង្អួចទាំងស្រុង) (Windows (partly screened)) | 3, មានបង្អួច(មានសំណាញ់ការពារសត្វល្អិតបិទជិតបង្អួចទាំងស្រុង) (Windows (all screened and intact))",multifilter,,,,,SW PACIFIC,,,,,,,,,
17,icemrcambodiacensus_data_2022-05-13_1304_sak::elevated_house,icemrcambodiacensus_data_2022-05-13_1304_sak,,Elevated house,,,EUPATH_0000303,Dwelling characteristics,"ផ្ទះផុតពីដី​?
Is the house elevated on posts?","1, ផុតពីដី (Yes) | 0, មិនផុតពីដី (No)",variable,need new term,,,,SW PACIFIC,,,,,,,,,
18,icemrcambodiacensus_data_2022-05-13_1304_sak::gps_latitude,icemrcambodiacensus_data_2022-05-13_1304_sak,OBI_0001620,Latitude,,,EUPATH_0043212,Geolocation,Latitude,,variable,,,,,SW PACIFIC,,,,,,,,,
19,icemrcambodiacensus_data_2022-05-13_1304_sak::gps_longitude,icemrcambodiacensus_data_2022-05-13_1304_sak,OBI_0001621,Longitude,,,EUPATH_0043212,Geolocation,Longitude,,variable,,,,,SW PACIFIC,,,,,,,,,
,,,EUPATH_0043203,GEOHASH 1,,,EUPATH_0043212,Geolocation,,,"variable, derived",,,,,,,,,yes,,,,,
,,,EUPATH_0043204,GEOHASH 2,,,EUPATH_0043212,Geolocation,,,"variable, derived",,,,,,,,,yes,,,,,
,,,EUPATH_0043205,GEOHASH 3,,,EUPATH_0043212,Geolocation,,,"variable, derived",,,,,,,,,yes,,,,,
,,,EUPATH_0043206,GEOHASH 4,,,EUPATH_0043212,Geolocation,,,"variable, derived",,,,,,,,,yes,,,,,
,,,EUPATH_0043207,GEOHASH 5,,,EUPATH_0043212,Geolocation,,,"variable, derived",,,,,,,,,yes,,,,,
,,,EUPATH_0043208,GEOHASH 6,,,EUPATH_0043212,Geolocation,,,"variable, derived",,,,,,,,,yes,,,,,
21,icemrcambodiacensus_data_2022-05-13_1304_sak::gps_latitude_manual,icemrcambodiacensus_data_2022-05-13_1304_sak,OBI_0001620,Latitude,,,EUPATH_0043212,Geolocation,Latitude (using stand-alone GPS device),,variable,,,,,SW PACIFIC,,,,,,,,,
22,icemrcambodiacensus_data_2022-05-13_1304_sak::gps_longitude_manual,icemrcambodiacensus_data_2022-05-13_1304_sak,OBI_0001621,Longitude,,,EUPATH_0043212,Geolocation,Longitude (using stand-alone GPS device),,variable,,,,,SW PACIFIC,,,,,,,,,
3,icemrcambodiacensus_data_2022-05-13_1304_sak::visdat,icemrcambodiacensus_data_2022-05-13_1304_sak,EUPATH_0004991,Observation date ,,,EUPATH_0000310,Observation details,"កាលបរិច្ឆេទការអង្កេតការសិក្សារឺការសំភាស
What is the visit date?",,variable,,,,,SW PACIFIC,,,,,,,,,
3,icemrcambodiahousehold_data_2022-05-13_1307_sak::visdat,icemrcambodiahousehold_data_2022-05-13_1307_sak,EUPATH_0004991,Observation date ,,,EUPATH_0000310,Observation details,"កាលបរិច្ឆេទការអង្កេតការសិក្សារឺការសំភាស
What is the visit date?",,variable,,yes,yes,yes,SW PACIFIC,,,,,,,,,
3,icemrcambodiaprevalence_data_2022-06-06_2029_sak::visdat,icemrcambodiaprevalence_data_2022-06-06_2029_sak,EUPATH_0004991,Observation date ,,,EUPATH_0000310,Observation details,"កាលបរិច្ឆេទការអង្កេតការសិក្សារឺការសំភាស
What is the visit date?",,variable,,yes,yes,yes,SW PACIFIC,,,,,,,,,
5,icemrcambodiahousehold_data_2022-05-13_1307_sak::hh_school_attend,icemrcambodiahousehold_data_2022-05-13_1307_sak,,Household head attended school,,,,,"តើមេគ្រួសារធ្លាប់បានចូលរៀនទេ?
Has the head of the household ever attended school?","1, ធ្លាប់បានចូលរៀន (Yes) | 0, មិនធ្លាប់បានចូលរៀនទេ (No)",variable,need new term,yes,yes,yes,SW PACIFIC,,,,,,,,,
6,icemrcambodiahousehold_data_2022-05-13_1307_sak::hh_school_level,icemrcambodiahousehold_data_2022-05-13_1307_sak,EUPATH_0024181,Household head's education level,,,EUPATH_0010037,Individual related to participant,"ប្រសិនបើគាត់ធ្លាប់បានចូលរៀនដូច្នេះតើគាត់រៀនបានដល់ថ្នាក់ទីប៉ុន្មាន?
If YES, what was the highest level of school the head of household completed?","Primary, ចន្លោះថ្នាក់ទី១និង៦ (Grade 1-6) | Secondary, ចន្លោះថ្នាក់ទី៧និង៩ (Grade 7-9) | HighSchool, ចន្លោះថ្នាក់ទី១០និង១២ (Grade 10-12) | TechSchool, សាលាបច្ចេកទេស (Technical School) | Uni, មហាវិទ្យាល័យ (University)",variable,,,,,SW PACIFIC,,,,,,,,,
7,icemrcambodiahousehold_data_2022-05-13_1307_sak::income,icemrcambodiahousehold_data_2022-05-13_1307_sak,EUPATH_0000354,Main source of income,,,EUPATH_0010981,Demographics,"តើប្រភពប្រាក់ចំណូលចំបងរបស់គ្រួសារបានមកពីណា?
[សំនួរនេះមិនមែនសំដៅទៅលើមុខរបរទេគឺសំដៅទៅលើប្រភពប្រាក់ចំណូលចំបងរបស់គ្រួសារទាំងមូល។​មានន័យថាជាប្រភពប្រាក់ចំណូលបស់សមាជិកគ្រួសារទាំងអស់។]
What is the main source of income of the household?
<span style=""font-weight:lighter;font-style:italic;"">[Not OCCUPATION but main source of INCOME. This question concerns the entire household: probe for other household members]</span>","1, ធ្វើចំការកៅស៊ូ (Rubber plantation) | 2, ធ្វើកសិកម្ម (Farming) | 3, បរបាញ់ (Hunting) | 4, កាប់ឈើ (Wood logging) | 5, ធ្វើសំណង់​ រឺ​​សាងសង់ផ្លូវ (Construction) | 99, ប្រភពប្រាក់ចំណូលណាមួយផ្សេងទៀត (Other)",multifilter,,,,,SW PACIFIC,,,,,,,,,
8,icemrcambodiahousehold_data_2022-05-13_1307_sak::income_oth,icemrcambodiahousehold_data_2022-05-13_1307_sak,EUPATH_0000354,Main source of income,,,EUPATH_0010981,Demographics,"សូមបញ្ជាក់ប្រភពប្រាក់ចំណូលណាមួយផ្សេងទៀតប្រសិនបើមាន
If ""Other"", specify",,value,,,,,SW PACIFIC,,,,,,,,,
9,icemrcambodiahousehold_data_2022-05-13_1307_sak::water,icemrcambodiahousehold_data_2022-05-13_1307_sak,EUPATH_0010099,Main drinking water source,,,EUPATH_0000731,Household water,"ប្រភពទឹកផឹករបស់អ្នក?
What is the main source of drinking water?","1, ទឹក​​នៅផ្ទៃខាងលើ (ទន្លេ​  ត្រពាំង  ប្រពន្ធ័ធារាសាស្រ្ត  ប្រឡាយរឺព្រែក.....) (Surface water (river, pond, irrigation, channel, etc.)) | 2, ទឹកអណ្តូងមិនមានគំរប (សាធារណះ/ផ្ទាល់ខ្លួន) (Open well (public/private)) | 3, ទឹកអណ្តូងមានគំរប (សាធារណះ/ផ្ទាល់ខ្លួន) (Protected well (public/private)) | 4, ទឹកបាសាំង​ (Water tank) | 5, ទឹករ៉ួប៊ីណេអ្នកជិតខាងរបស់អ្នក/ទឹករ៉ូប៊ីណេសាធារណះ (Piped into neighbourhood/public tap) | 6, ទឹករ៉ូប៊ីណេហូរចូលទៅលំនៅដ្ឋានរបស់អ្នក (Piped into dwelling) | 99, ប្រភពទឹកណាមួយផ្សេងទៀត (Other)",multifilter,,,,,SW PACIFIC,,,,,,,,,
10,icemrcambodiahousehold_data_2022-05-13_1307_sak::water_oth,icemrcambodiahousehold_data_2022-05-13_1307_sak,EUPATH_0010099,Main drinking water source,,,EUPATH_0000731,Household water,"សូមបញ្ជាក់ប្រភពទឹកណាមួយផ្សេងទៀតប្រសិនបើមាន
If ""Other"", specify",,value,,,,,SW PACIFIC,,,,,,,,,
11,icemrcambodiahousehold_data_2022-05-13_1307_sak::water_dist,icemrcambodiahousehold_data_2022-05-13_1307_sak,EUPATH_0037013,Time to water souce,,,EUPATH_0000731,Household water,"តើអ្នកចំណាយពេលប៉ុន្មានក្នុងការធ្វើដំណើរទៅកាន់ប្រភពទឹក?
How long does it take to go to the main source of drinking water?","1, តិចជាង៥នាទី (Less than 5 minutes) | 2, នៅចន្លោះ៥និង​១០នាទី (Between 5 and 10 minutes) | 3, នៅចន្លោះ១០និង៣០នាទី (Between 10 and 30 minutes) | 4, នៅចន្លោះ៣០និង៦០នាទី (Between 30 minutes and 1 hour) | 5, ច្រើនជាង៦០នាទី (More than 1 hour)",variable,,,yes,,SW PACIFIC,,,,,,,,,
21,icemrcambodiahousehold_data_2022-05-13_1307_sak::toilet_oth,icemrcambodiahousehold_data_2022-05-13_1307_sak,EUPATH_0025150,Toilet type,,,EUPATH_0000596,Waste disposal,"សូមបញ្ជាក់ប្រភេទបង្គន់ណាមួយផ្សេងទៀតប្រសិនបើមាន
If ""Other"", specify",,multifilter,,,,,SW PACIFIC,,,,,,,,,
22,icemrcambodiahousehold_data_2022-05-13_1307_sak::animals_chicken,icemrcambodiahousehold_data_2022-05-13_1307_sak,EUPATH_0022197,Chicken count,,,EUPATH_0000144,Assets,"មាន់
Chicken(s)",,variable,,,,,SW PACIFIC,,,,,,,,,
23,icemrcambodiahousehold_data_2022-05-13_1307_sak::animals_dogs,icemrcambodiahousehold_data_2022-05-13_1307_sak,EUPATH_0037004,Dog count,,,EUPATH_0000144,Assets,"ឆ្កែ
Dog(s)",,variable,,,,,SW PACIFIC,,,,,,,,,
24,icemrcambodiahousehold_data_2022-05-13_1307_sak::animals_pigs,icemrcambodiahousehold_data_2022-05-13_1307_sak,EUPATH_0022199,Pig count,,,EUPATH_0000144,Assets,"ជ្រូក
Pig(s)",,variable,,,,,SW PACIFIC,,,,,,,,,
25,icemrcambodiahousehold_data_2022-05-13_1307_sak::animals_cows,icemrcambodiahousehold_data_2022-05-13_1307_sak,EUPATH_0022195,Cattle count,,,EUPATH_0000144,Assets,"គោ
Cow(s)",,variable,,,,,SW PACIFIC,,,,,,,,,
26,icemrcambodiahousehold_data_2022-05-13_1307_sak::animals_buffaloes,icemrcambodiahousehold_data_2022-05-13_1307_sak,,Buffalo count,,,EUPATH_0000144,Assets,"ក្របី
Buffaloe(s)",,variable,need new term,,,,SW PACIFIC,,,,,,,,,
27,icemrcambodiahousehold_data_2022-05-13_1307_sak::animals_ducks,icemrcambodiahousehold_data_2022-05-13_1307_sak,EUPATH_0022198,Duck count,,,EUPATH_0000144,Assets,"ទា
Duck(s)",,variable,,,,,SW PACIFIC,,,,,,,,,
28,icemrcambodiahousehold_data_2022-05-13_1307_sak::animals_cats,icemrcambodiahousehold_data_2022-05-13_1307_sak,,Cat count,,,EUPATH_0000144,Assets,"ឆ្មា
Cat(s)",,variable,need new term,,,,SW PACIFIC,,,,,,,,,
29,icemrcambodiahousehold_data_2022-05-13_1307_sak::animals_geese,icemrcambodiahousehold_data_2022-05-13_1307_sak,,Goose count,,,EUPATH_0000144,Assets,"ក្ងាន
Geese",,variable,need new term,,,,SW PACIFIC,,,,,,,,,
30,icemrcambodiahousehold_data_2022-05-13_1307_sak::animals_goats,icemrcambodiahousehold_data_2022-05-13_1307_sak,EUPATH_0037005,Goat count,,,EUPATH_0000144,Assets,"ពពែ
Goat(s)",,variable,,,,,SW PACIFIC,,,,,,,,,
31,icemrcambodiahousehold_data_2022-05-13_1307_sak::animals_rabbits,icemrcambodiahousehold_data_2022-05-13_1307_sak,,Rabbit count,,,EUPATH_0000144,Assets,"ទន្សាយ
Rabbit(s)",,variable,need new term,,,,SW PACIFIC,,,,,,,,,
32,icemrcambodiahousehold_data_2022-05-13_1307_sak::animals_monkeys,icemrcambodiahousehold_data_2022-05-13_1307_sak,,Monkey count,,,EUPATH_0000144,Assets,"ស្វា
Monkey(s)",,variable,need new term,,,,SW PACIFIC,,,,,,,,,
33,icemrcambodiahousehold_data_2022-05-13_1307_sak::mal_spray,icemrcambodiahousehold_data_2022-05-13_1307_sak,EUPATH_0053214,Sprayed in past 12 months,,,EUPATH_0000341,Household vector intervention,"តើមានអ្នកណាម្នាក់ប្រើប្រាស់ថ្នាំបាញ់មូសក្នុងផ្ទះរបស់អ្នកទេកាលពី១២ខែរឺ១ឆ្នាំមុន?
At any time in the past 12 months (1 year), has any one sprayed the interior walls of the house against mosquitoes?","1, មាន (Yes) | 0, មិនមាន (No)",value,,,,,SW PACIFIC,,,,,,,,,
34,icemrcambodiahousehold_data_2022-05-13_1307_sak::mal_info,icemrcambodiahousehold_data_2022-05-13_1307_sak,,Received malaria information in past 3 months,,,EUPATH_0000341,Household vector intervention,"កាលពី៣ខែមុនតើមេគ្រួសារមានទទួលបានព៌តមានទាក់ទងទៅនឹងជំងឺគ្រុនចាញ់ទេ?
In the past 3 months, has the head of household received any information on malaria?","1, មាន (Yes) | 0, មិនមាន (No)",value,need new term,,,,SW PACIFIC,,,,,,,,,
46,icemrcambodiahousehold_data_2022-05-13_1307_sak::mal_info_oth,icemrcambodiahousehold_data_2022-05-13_1307_sak,,Received malaria information in past 3 months,,,EUPATH_0000341,Household vector intervention,"សូមបញ្ជាក់ប្រភពព៌តមានណាមួយផ្សេងទៀតប្រសិនបើមាន
If ""Other"", specify",,value,need new term,,,,SW PACIFIC,,,,,,,,,
65,icemrcambodiahousehold_data_2022-05-13_1307_sak::mal_prev_oth,icemrcambodiahousehold_data_2022-05-13_1307_sak,,,,,,Malaria prevention measures,"សូមបញ្ជាក់វិធីការពារណាមួយផ្សេងទៀតប្រសិនបើមាន
If ""Other"", specify",,value,,,,,SW PACIFIC,,,,,,,,,
66,icemrcambodiahousehold_data_2022-05-13_1307_sak::mosnet_nb,icemrcambodiahousehold_data_2022-05-13_1307_sak,EUPATH_0020225,Bednet count,,,EUPATH_0021097,Personal vector intervention,"តើមានមុងប៉ុន្មានក្នុងផ្ទះរបស់អ្នក?
(សរសេរចំនួនមុង)
How many mosquito nets does the household have? (Number of nets)",,variable,,,,,SW PACIFIC,,,,,,,,,
67,icemrcambodiahousehold_data_2022-05-13_1307_sak::mosnet_nb_use,icemrcambodiahousehold_data_2022-05-13_1307_sak,,Bednets used count,,,EUPATH_0021097,Personal vector intervention,"​តើមានមុងប៉ុន្មានដែលអ្នកបានប្រើប្រាស់ក្នុងផ្ទះរបស់អ្នក?
(សរសេរចំនួនមុង)
How many mosquito nets does the household use? (Number of nets)",,variable,new term needed,,,,SW PACIFIC,,,,,,,,,
68,icemrcambodiahousehold_data_2022-05-13_1307_sak::mosnet_nb_trt,icemrcambodiahousehold_data_2022-05-13_1307_sak,,Treated bednet count,,,EUPATH_0021097,Personal vector intervention,"ក្នុងចំណោមមុងដែលអ្នកប្រើប្រាស់នោះតើមានមុងប៉ុន្មានដែលមានប្រើថ្នាំការពារមូស?
(សរសេរចំនួនមុង)
Among these, how many are treated? (Number of nets)",,variable,new term needed,,,,SW PACIFIC,,,,,,,,,
69,icemrcambodiahousehold_data_2022-05-13_1307_sak::hammock_nb,icemrcambodiahousehold_data_2022-05-13_1307_sak,,Hammock count,,,EUPATH_0021097,Personal vector intervention,"តើមានអង្រឹងប៉ុន្មានក្នុងផ្ទះរបស់អ្នក?
(សរសេរចំនួនអង្រឹង)
How many hammocks does the household have? (Number of hammocks)",,variable,new term needed,,,,SW PACIFIC,,,,,,,,,
70,icemrcambodiahousehold_data_2022-05-13_1307_sak::hammock_nb_use,icemrcambodiahousehold_data_2022-05-13_1307_sak,,Hammocks used count,,,EUPATH_0021097,Personal vector intervention,"តើមានអង្រឹងប៉ុន្មានដែលអ្នកបានប្រើប្រាស់ក្នុងផ្ទះរបស់អ្នក
(សរសេរសចំនួនអង្រឹង)
How many hammocks does the household use? (Number of hammocks)",,variable,new term needed,,,,SW PACIFIC,,,,,,,,,
71,icemrcambodiahousehold_data_2022-05-13_1307_sak::hammock_nb_trt,icemrcambodiahousehold_data_2022-05-13_1307_sak,,Treated hammock count,,,EUPATH_0021097,Personal vector intervention,"ក្នុងចំណោមអង្រឹងដែលអ្នកប្រើប្រាស់នោះតើមានអង្រឹងប៉ុន្មានដែលមានប្រើថ្នាំការពារមូស?
(សរសេរសចំនួនអង្រឹង)
Among these, how many are treated? (Number of hammocks)",,variable,new term needed,,,,SW PACIFIC,,,,,,,,,
72,icemrcambodiahousehold_data_2022-05-13_1307_sak::mosnet_no_reason,icemrcambodiahousehold_data_2022-05-13_1307_sak,EUPATH_0024141,Reason for no household bednets,,,EUPATH_0021097,Personal vector intervention,"ហេតុអ្វីបានជាអ្នកមិនមានមុងនៅក្នុងផ្ទះរបស់អ្នក?
[សរសេរចំលើយ]
Why does your household not have mosquito nets?
<span style=""font-weight: lighter; font-style:italic;"">[Record narrative]</span>",,variable,,,,,SW PACIFIC,,,,,,,,,
73,icemrcambodiahousehold_data_2022-05-13_1307_sak::net_age,icemrcambodiahousehold_data_2022-05-13_1307_sak,EUPATH_0024266,Time owned personal bednet,,,EUPATH_0021097,Personal vector intervention,"តើអ្នកមានមុងនេះតាំងពីពេលណាមក?
How long ago did the household obtain this net?",,variable,,,yes,,SW PACIFIC,,,,,,,,,
74,icemrcambodiahousehold_data_2022-05-13_1307_sak::net_ageu,icemrcambodiahousehold_data_2022-05-13_1307_sak,,Unit for age of net,,,EUPATH_0021097,Personal vector intervention,"គូសទៅលើខ្នាតដែលបញ្ជាក់អំពីអាយុកាលរបស់មុង
What is the unit for the age of the net?","d, Days | m, Months | y, Year",variable,new term needed,,,,SW PACIFIC,,,,,,,,,
75,icemrcambodiahousehold_data_2022-05-13_1307_sak::net_origin,icemrcambodiahousehold_data_2022-05-13_1307_sak,EUPATH_0025015,Bednet source,,,EUPATH_0021097,Personal vector intervention,"តើអ្នកបានមុងទាំងនេះពីណាមក?
Where did the household obtain this mosquito net?","1, តាមរយះការចែកចាយមុងក្នុងភូមិ (Distribution in village) | 2, កន្លែងផ្តល់សេវាសំរាលកូន (Antenatal clinical) | 3, មន្ទីរពេទ្យ/មណ្ឌលសុខភាពផ្តល់អោយ (Hospital / health center) | 4, បងប្អូន/មិត្តភ័ក្តអោយ (Relative / friend) | 5, ទិញ (Purchased in store) | 98, មិនដឹង (Don't know) | 99, បានមកពីកន្លែងណាផ្សេងទៀត (Other)",multifilter,,,,,SW PACIFIC,,,,,,,,,
76,icemrcambodiahousehold_data_2022-05-13_1307_sak::net_origin_oth,icemrcambodiahousehold_data_2022-05-13_1307_sak,,,,,EUPATH_0025015,Bednet source,"សូមបញ្ជាក់កន្លែងណាផ្សេងទៀតនោះប្រសិនបើមាន
If ""Other"", specify",,value,,,,,SW PACIFIC,,,,,,,,,
77,icemrcambodiahousehold_data_2022-05-13_1307_sak::net_sleptunder,icemrcambodiahousehold_data_2022-05-13_1307_sak,EUPATH_0025013,Bednet last night,,,EUPATH_0021097,Personal vector intervention,"តើមានអ្នកណាម្នាក់ដេកក្នុងមុងនេះទេកាលពីយប់ម៉ិញ?
Did anyone sleep under this net last night?","1, មានដេក (Yes) | 0, មិនមានដេក (No)",multifilter,,,,,SW PACIFIC,,,,,,,,,
86,icemrcambodiahousehold_data_2022-05-13_1307_sak::net_sleptunder_no_why_oth,icemrcambodiahousehold_data_2022-05-13_1307_sak,,,,,EUPATH_0025013,Bednet last night,"សូមបញ្ជាក់មូលហេតុផ្សេងទៀតប្រសិនបើមាន
If ""Other"", specify",,value,,,,,SW PACIFIC,,,,,,,,,
87,icemrcambodiahousehold_data_2022-05-13_1307_sak::inv_comments,icemrcambodiahousehold_data_2022-05-13_1307_sak,,,,,,,Investigator comments or observations,,,,,,,SW PACIFIC,,,,,,,,,
213,icemrcambodiaprevalence_data_2022-06-06_2029_sak::inv_comments,icemrcambodiaprevalence_data_2022-06-06_2029_sak,,,,,,,Investigator comments or observations,,,,,,,SW PACIFIC,,,,,,,,,
