colOrder,variable,dataFile,IRI,label,definition,category,codebookDescription,codebookValues,termType,parentIRI,parentLabel,notesForOnt,notesForProvider,notesForDL,variable_dataFile,uniqueVar,type,example,dateTime,formatCode,values,uniqueValueCount,percentMissing,flag
14,prim_schl,hucs_kenya,EUPATH_0010129,Primary caretaker's education level,Primary caretaker's education level,Participant,Primary caretaker education,"1=""No formal schooling"", 2=""Less than primary"", 3=""Completed secondary"", 4=""Post-secondary"", 5=""Completed primary"", 6=""Religious education only"", 7=""Don't know""",,,,,,,PRIM_SCHL,hucs_kenya::prim_schl,chr,5,,,"., 1, 2, 3, 4, 5, 6",7,0.167479197,
15,ppl_house,hucs_kenya,EUPATH_0000019,Persons living in house,How many people have been living regularly in your household for the past 6 months?,Household,,,,,,,,,PPL_HOUSE,hucs_kenya::ppl_house,chr,4,,,>10 unique values,20,0.167484846,
16,natfl,hucs_kenya,EUPATH_0031052,Natural floor material,Predominant floor natural,Household,Predominant floor natural,"1=""Earth/Sand"", 2=""Dung""",,,,,,,NATFL,hucs_kenya::natfl,chr,1,,,"., 1, 2",3,0.416316893,
17,rudfl,hucs_kenya,,Rudimentary floor material,Predominant floor rudimentary,Household,Predominant floor rudimentary,"1=""Wood planks"", 2=""Palm/Bamboo""",,EUPATH_0000303,Dwelling characteristics,,,,RUDFL,hucs_kenya::rudfl,chr,1,,,"., 1, 2",3,0.999966105,
18,finfl,hucs_kenya,EUPATH_0031225,Finished floor,Predominant floor finished,Household,Predominant floor finished,"2=""Vinyl or asphalt strips"", 3=""Ceramic tile"", 4=""Cement"", 5=""Carpet""",,,,,,,FINFL,hucs_kenya::finfl,chr,4,,,"., 1, 2, 3, 4, 5",6,0.754805981,
20,house_elec,hucs_kenya,EUPATH_0021084,Electricity,Do you have electricity,Household,Do you have electricity,"0=""Not selected"", 1=""Selected""",,,,,,,HOUSE_ELEC,hucs_kenya::house_elec,chr,0,,,"., 0, 1",3,0.167072461,
21,house_bike,hucs_kenya,EUPATH_0015001,Bicycle,Do you have a bicycle?,Household,Do you have a bicycle,"0=""Not selected"", 1=""Selected""",,,,,,,HOUSE_BIKE,hucs_kenya::house_bike,chr,0,,,"., 0, 1",3,0.167072461,
22,house_phone,hucs_kenya,ENVO_01000580,Telephone,Do you have a telephone?,Household,Do you have a telephone,"0=""Not selected"", 1=""Selected""",,,,,,,HOUSE_PHONE,hucs_kenya::house_phone,chr,1,,,"., 0, 1",3,0.167072461,
23,house_tele,hucs_kenya,ENVO_01000579,Television,Do you have a television?,Household,Do you have a television,"0=""Not selected"", 1=""Selected""",,,,,,,HOUSE_TELE,hucs_kenya::house_tele,chr,0,,,"., 0, 1",3,0.167072461,
24,house_car,hucs_kenya,EUPATH_0000171,Car,Do you have a car?,Household,Do you have a car,"0=""Not selected"", 1=""Selected""",,,,,,,HOUSE_CAR,hucs_kenya::house_car,chr,0,,,"., 0, 1",3,0.167072461,
25,house_cart,hucs_kenya,EUPATH_0000166,Animal-drawn cart,Do you have an animal-drawn cart?,Household,Do you have an animal-drawn cart,"0=""Not selected"", 1=""Selected""",,,,,,,HOUSE_CART,hucs_kenya::house_cart,chr,0,,,"., 0",2,0.167072461,
26,house_scoot,hucs_kenya,ENVO_01000615,Motorcycle or scooter,Do you have a motorcycle?,Household,Do you have a motorcycle,"0=""Not selected"", 1=""Selected""",,,,,,,HOUSE_SCOOT,hucs_kenya::house_scoot,chr,0,,,"., 0, 1",3,0.167072461,
27,house_fridge,hucs_kenya,ENVO_01000583,Refrigerator,Do you have a refrigerator?,Household,Do you have a refrigerator,"0=""Not selected"", 1=""Selected""",,,,,,,HOUSE_FRIDGE,hucs_kenya::house_fridge,chr,0,,,"., 0, 1",3,0.167072461,
28,house_agland,hucs_kenya,EUPATH_0015008,Agricultural land,Do you have agricultural land?,Household,Agricultural land,"0=""Not selected"", 1=""Selected""",,,,,,,HOUSE_AGLAND,hucs_kenya::house_agland,chr,0,,,"., 0",2,0.167072461,
29,house_radio,hucs_kenya,ENVO_01000577,Radio,Do you have a radio?,Household,Do you have a radio,"0=""Not selected"", 1=""Selected""",,,,,,,HOUSE_RADIO,hucs_kenya::house_radio,chr,1,,,"., 0, 1",3,0.167072461,
30,house_boat,hucs_kenya,EUPATH_0000179,Boat with a motor,Do you have a boat?,Household,Do you have a boat,"0=""Not selected"", 1=""Selected""",,,,,,,HOUSE_BOAT,hucs_kenya::house_boat,chr,0,,,"., 0, 1",3,0.167072461,
31,house_none,hucs_kenya,EUPATH_0015011,None of the above,None of the above,Household,None of the above,"0=""Not selected"", 1=""Selected""",,,,,,,HOUSE_NONE,hucs_kenya::house_none,chr,0,,,"., 0, 1",3,0.167072461,
32,drink_breastmilk,hucs_kenya,EUPATH_0031068,Breast milk,Does the child normally take breast milk?,Participant,Diet breast milk,"0=""No"", 1= ""Yes""",,,,,,,DRINK_BREASTMILK,hucs_kenya::drink_breastmilk,chr,1,,,"., 0, 1, 9",4,0.1671459,
33,drink_water,hucs_kenya,EUPATH_0011671,Plain water,Does the child normally drink water?,Participant,Diet drinking water,"0=""No"", 1= ""Yes""",,,,,,,DRINK_WATER,hucs_kenya::drink_water,chr,0,,,"., 0, 1, 9",4,0.167224987,
34,other_fooddrink,hucs_kenya,EUPATH_0031304,Other foods or drinks,Does the child normally take other foods or drinks?,Participant,Other foods or drinks,"0=""No"", 1= ""Yes"", 9=""DK""",,,,,,,OTHER_FOODDRINK,hucs_kenya::other_fooddrink,chr,0,,,"., 0, 1, 9",4,0.167253233,
35,diarrhea,hucs_kenya,EUPATH_0035097,"Diarrhea case during the last 7 days, caregiver report",Did the child have diarrhea in the last week?,Observation,Child had diarrhea,"0=""Diarrhea"", 1=""No diarrhea""",,,,,,,DIARRHEA,hucs_kenya::diarrhea,chr,0,,,"., 0, 1",3,0.167304075,
36,drh_days,hucs_kenya,EUPATH_0015519,Child days since diarrhea,How many days ago did the diarrhea start?,Observation,,,,,,,,,DRH_DAYS,hucs_kenya::drh_days,chr,6,,,>10 unique values,15,0.973669493,
37,drh_days_last,hucs_kenya,EUPATH_0010238,Diarrheal episode duration (days),How many days did the diarrhea last?,Observation,,,,,,,,,DRH_DAYS_LAST,hucs_kenya::drh_days_last,chr,5,,,>10 unique values,16,0.973341845,
38,max_stools,hucs_kenya,EUPATH_0010240,Max loose stools at episode,What were the maximum number of loose stools in one day?,Observation,Loose stools in one day,"1=""3"", 2=""4 to 5"", 3=""6 to 10"", 4=""More than 10 times per day""",,,,,,,MAX_STOOLS,hucs_kenya::max_stools,chr,1,,,"., 1, 2, 3, 4",5,0.973347494,
39,drh_fever,hucs_kenya,EUPATH_0015687,Measured fever of at least 38C or parental perception,Symptom fever,Observation,Symptom fever,"0=""No"", 1= ""Yes""",,,,,,,DRH_FEVER,hucs_kenya::drh_fever,chr,1,,,"., 0, 1",3,0.973347494,
40,drh_blood,hucs_kenya,EUPATH_0015685,Blood in stools,Symptom blood in stool,Observation,Symptom blood in stool,"0=""No"", 1= ""Yes"", 9=""DK""",,,,,,,DRH_BLOOD,hucs_kenya::drh_blood,chr,0,,,"., 0, 1, 9",4,0.973347494,
41,drh_irritable,hucs_kenya,EUPATH_001556,Irritable/less playful,Symptom irritatable/less playful,Observation,Symptom irritation,"0=""No"", 1= ""Yes"", 9=""DK""",,,,,,,DRH_IRRITABLE,hucs_kenya::drh_irritable,chr,1,,,"., 0, 1, 9",4,0.973347494,
42,drh_thirsty,hucs_kenya,EUPATH_0015689,Very thirsty,Symptom thirst,Observation,Symptom thirst,"0=""No"", 1= ""Yes"", 9=""DK""",,,,,,,DRH_THIRSTY,hucs_kenya::drh_thirsty,chr,1,,,"., 0, 1, 9",4,0.973353143,
43,drh_drink,hucs_kenya,EUPATH_0015688,Unable to drink or drank poorly,Symptom unable to drink or drank poorly,Observation,Symptom drank poor,"0=""No"", 1= ""Yes"", 9=""DK""",,,,,,,DRH_DRINK,hucs_kenya::drh_drink,chr,1,,,"., 0, 1, 9",4,0.973358792,
44,drh_rice,hucs_kenya,EUPATH_0015513,Rice watery stool,Symptom watery stool,Observation,Symptom watery stool,"0=""No"", 1= ""Yes"", 9=""DK""",,,,,,,DRH_RICE,hucs_kenya::drh_rice,chr,0,,,"., 0, 1, 9",4,0.973358792,
45,drh_lethrgy,hucs_kenya,EUPATH_0015686,Decreased activity or lethargy,Symptom lethargic,Observation,Symptom lethargic,"0=""No"", 1= ""Yes"", 9=""DK""",,,,,,,DRH_LETHRGY,hucs_kenya::drh_lethrgy,chr,0,,,"., 0, 1, 9",4,0.973358792,
46,drh_sunkeyes,hucs_kenya,EUPATH_0015514,"Sunken eyes, more than normal",Symptom sunken eyes,Observation,Symptom sunken eyes,"0=""No"", 1= ""Yes"", 9=""DK""",,,,,,,DRH_SUNKEYES,hucs_kenya::drh_sunkeyes,chr,1,,,"., 0, 1, 9",4,0.973358792,
47,drh_wrksk,hucs_kenya,EUPATH_0015515,Wrinkled skin,Symptom wrinkled skin,Observation,Symptom wrinkled skin,"0=""No"", 1= ""Yes"", 9=""DK""",,,,,,,DRH_WRKSK,hucs_kenya::drh_wrksk,chr,0,,,"., 0, 1, 9",4,0.973358792,
48,vomit,hucs_kenya,EUPATH_0031116,Vomited,Did the child vomit?,Observation,Did the child vomit,"0=""No"", 1= ""Yes""",,,,,,,VOMIT,hucs_kenya::vomit,chr,0,,,"., 0, 1",3,0.973358792,
49,vomit_times,hucs_kenya,EUPATH_0015675,Worst day vomiting frequency during diarrheal illness,"On the worst day, how many times did the child vomit?",Observation,Times vomited in a day,"1=""1"", 2=""2-4"", 3=""5 or more""",,,,,,,VOMIT_TIMES,hucs_kenya::vomit_times,chr,1,,,"., 1, 2, 3",4,0.991837034,
50,vomit_days,hucs_kenya,EUPATH_0015674,Days vomiting during diarrheal illness,How many days did the child have vomiting?,Observation,,,,,,,,,VOMIT_DAYS,hucs_kenya::vomit_days,chr,1,,,>10 unique values,13,0.992226823,
51,outcome,hucs_kenya,EUPATH_0010353,Outcome of diarrheal illness,Diarrheal illness outcome,Observation,Diarrheal illness outcome,"1=""Resolved"", 2=""Improved"", 3=""Continuing"", 4=""Worsening""",,,,,,,OUTCOME,hucs_kenya::outcome,chr,2,,,"., 1, 2, 3, 4, 5",6,0.973358792,
52,offr_drink,hucs_kenya,EUPATH_0010241,Amount offered to drink during diarrheal episode,"While the child had diarrhea, how much did you offer
him/her to drink, including breast milk?",Observation,Offered drink during diarrhea,"1=""More than usual, 2=""Usual"", 3=""Somewhat less than usual"", 4=""Much less than usual"", 5=""Nothing to drink""",,,,,,,OFFR_DRINK,hucs_kenya::offr_drink,chr,3,,,"., 1, 2, 3, 5",5,0.973358792,
53,offr_eat,hucs_kenya,EUPATH_0010177,Amount offered to eat during diarrheal episode,"While the child had diarrhea, how much did you offer
the child to eat?",Observation,Offered food during diarrhea,"1=""More than usual, 2=""Usual"", 3=""Less than usual"", 4=""Nothing to eat""",,,,,,,OFFR_EAT,hucs_kenya::offr_eat,chr,3,,,"., 1, 2, 3, 4",5,0.973358792,
54,seekcare,hucs_kenya,EUPATH_0015092,Seek outside care,"Did you seek care for the child's diarrhea outside your home
home?",Observation,Sought care outside home,"0=""No"", 1= ""Yes""",,,,,,,SEEKCARE,hucs_kenya::seekcare,chr,0,,,"., 0, 1",3,0.973358792,
55,seek_friend,hucs_kenya,EUPATH_0015094,Friend or relative,Sought care from friend or relative,Observation,Sought care from friend,"0=""Not selected"", 1=""Selected""",,,,,,,SEEK_FRIEND,hucs_kenya::seek_friend,chr,0,,,"., 0, 1",3,0.973358792,
56,seek_healer,hucs_kenya,EUPATH_0015095,Traditional healer,Sought care from traditional healer,Observation,Sought care traditional healer,"0=""Not selected"", 1=""Selected""",,,,,,,SEEK_HEALER,hucs_kenya::seek_healer,chr,0,,,"., 0, 1",3,0.973358792,
57,seek_ctr1,hucs_kenya,EUPATH_0010155,1st choice hospital or health center,Sought care from center of 1st choice,Observation,Center of 1st choice,"0=""Not selected"", 1=""Selected""",,,,,,,SEEK_CTR1,hucs_kenya::seek_ctr1,chr,0,,,"., 0, 1",3,0.973358792,
59,seek_ctr2,hucs_kenya,EUPATH_0010161,2nd choice hospital or health center,Sought care from center of 2nd choice,Observation,Center of 2nd choice,"0=""Not selected"", 1=""Selected""",,,,,,,SEEK_CTR2,hucs_kenya::seek_ctr2,chr,0,,,"., 0, 1",3,0.973358792,
61,seek_ctr3,hucs_kenya,EUPATH_0010167,3rd choice hospital or health center,Sought care from center of 3rd choice,Observation,Center of 3rd choice,"0=""Not selected"", 1=""Selected""",,,,,,,SEEK_CTR3,hucs_kenya::seek_ctr3,chr,0,,,"., 0, 1",3,0.973358792,
63,seek_remedy,hucs_kenya,EUPATH_0015098,Bought a remedy or drug,Bought remedy or medicine at the shop,Observation,Remedy medicine from shop,"0=""Not selected"", 1=""Selected""",,,,,,,SEEK_REMEDY,hucs_kenya::seek_remedy,chr,0,,,"., 0, 1",3,0.973358792,
64,seek_pharmacy,hucs_kenya,EUPATH_0015093,Pharmacy,Sought care from pharmacy,Observation,Sought care from pharmacy,"0=""Not selected"", 1=""Selected""",,,,,,,SEEK_PHARMACY,hucs_kenya::seek_pharmacy,chr,0,,,"., 0, 1",3,0.973358792,
65,seek_doctor,hucs_kenya,EUPATH_0015097,Licensed practitioner,Sought care from primary doctor,Observation,Sought care from primary doctor,"0=""Not selected"", 1=""Selected""",,,,,,,SEEK_DOCTOR,hucs_kenya::seek_doctor,chr,0,,,"., 0, 1",3,0.973358792,
66,seek_unlicdoc,hucs_kenya,EUPATH_0015096,Unlicensed practitioner,Sought care from unlicensed practitioner,Observation,Sought care from unlicensed practitioner,"0=""Not selected"", 1=""Selected""",,,,,,,SEEK_UNLICDOC,hucs_kenya::seek_unlicdoc,chr,0,,,"., 0, 1",3,0.973358792,
67,seek_other,hucs_kenya,EUPATH_0015701,Other hospital or health center,Sought care from other hospital,Observation,Sought care from other hospital,"0=""Not selected"", 1=""Selected""",,,,,,,SEEK_OTHER,hucs_kenya::seek_other,chr,0,,,"., 0, 1",3,0.973358792,
69,dayseek,hucs_kenya,EUPATH_0015547,Diarrheal day sought care at health center,On what day of the child's diarrhea did you visit?,Observation,,,,,,,,,DAYSEEK,hucs_kenya::dayseek,chr,2,,,>10 unique values,16,0.995695377,
70,hosp_advise,hucs_kenya,EUPATH_0015553,Advised to take child to a hospital/health center,Did the clinical team advise that the child be hospitalized?,Observation,Hospitalization advised,"0=""No"", 1= ""Yes""",,,,,,,HOSP_ADVISE,hucs_kenya::hosp_advise,chr,0,,,"., 0, 1",3,0.993752083,
71,admit,hucs_kenya,EUPATH_0010345,Admitted to hospital,Was the child admitted to a hospital/health center for treatment of diarrheal illness?,Observation,Admitted to facility for treatment,"0=""No"", 1= ""Yes""",,,,,,,ADMIT,hucs_kenya::admit,chr,0,,,"., 0, 1",3,0.984476243,
72,admit_ctr,hucs_kenya,EUPATH_0000318,Hospital admitted,To which hospital/health center was the child admitted?,Observation,,,,,,,,,ADMIT_CTR,hucs_kenya::admit_ctr,chr,303,,,>10 unique values,14,0.99980793,
74,recommend_iv,hucs_kenya,EUPATH_0045108,IV fluids advised,Clinical team advised intravenous fluids,Observation,IV fluids advised,"0=""Not selected"", 1=""Selected""",,EUPATH_0015669,Diarrhea treament,,,,RECOMMEND_IV,hucs_kenya::recommend_iv,chr,0,,,"., 0, 1",3,0.97337009,
75,rec_ivfluid,hucs_kenya,EUPATH_0015671,Intravenous fluids,Child received intravenous fluids,Observation,Received intravenous fluids,"0=""Not selected"", 1=""Selected""",,,,,,,REC_IVFLUID,hucs_kenya::rec_ivfluid,chr,0,,,"., 0, 1",3,0.97337009,
76,rec_homemade,hucs_kenya,EUPATH_0015670,Homemade fluid,Child received homemade fluid,Observation,Received homemade fluids,"0=""Not selected"", 1=""Selected""",,,,,,,REC_HOMEMADE,hucs_kenya::rec_homemade,chr,0,,,"., 0, 1",3,0.97337009,
77,rec_ors,hucs_kenya,EUPATH_0015673,ORALITE or ORS,Child received ORALITE or ORS,Observation,Received ORALITE or ORS,"1=""At home"", 2=""At the health center"", 3=""Both""",,,,,,,REC_ORS,hucs_kenya::rec_ors,chr,0,,,"., 0, 1, 2, 3",5,0.97337009,
78,rec_zinc,hucs_kenya,EUPATH_0015086,Zinc,Child received zinc,Observation,Received Zinc for diarrhea,"1=""At home"", 2=""At the health center""",,,,,,,REC_ZINC,hucs_kenya::rec_zinc,chr,0,,,"., 0",2,0.97337009,
79,no_treatment,hucs_kenya,EUPATH_0015672,None prescribed or taken,Received no treatment for diarrhea,Observation,Received no treatment diarrhea,"0=""Not selected"", 1=""Selected""",,,,,,,NO_TREATMENT,hucs_kenya::no_treatment,chr,1,,,"., 0, 1",3,0.97337009,
80,dpt1,hucs_kenya,EUPATH_0031211,"Diphtheria, pertussis, and tetanus (DPT)/Pentavalent",DPT/Pentavalent 1 given,Observation,DPT/Pentavalent 1,"0=""No"", 1= ""Yes"", 9=""DK""",,,,,,,DPT1,hucs_kenya::dpt1,chr,1,,,"., 0, 1, 9",4,0.212666437,
81,dpt1_date,hucs_kenya,EUPATH_0031331,"Diphtheria, pertussis, and tetanus (DPT)/Pentavalent vaccination date",DPT/Pentavalent 1 date,Observation,,,,,,,,,DPT1_DATE,hucs_kenya::dpt1_date,chr,2/1/16,date,,>10 unique values,2187,0.495161536,
82,dpt1_hc,hucs_kenya,EUPATH_0031221,"Diphtheria, pertussis, and tetanus (DPT)/Pentavalent health center name",DPT/Pentavalent 1 health center name,Observation,,,,,,,,,DPT1_HC,hucs_kenya::dpt1_hc,chr,ABHIDHA,,,>10 unique values,47,0.247097769,
83,dpt2,hucs_kenya,EUPATH_0031212,"Diphtheria, pertussis, and tetanus (DPT)/Pentavalent 2",DPT/Pentavalent 2 given,Observation,DPT/Pentavalent 2,"0=""No"", 1= ""Yes"", 9=""DK""",,,,,,,DPT2,hucs_kenya::dpt2,chr,1,,,"., 0, 1, 9",4,0.208294025,
84,dpt2_date,hucs_kenya,EUPATH_0031332,"Diphtheria, pertussis, and tetanus (DPT)/Pentavalent 2 vaccination date",DPT/Pentavalent 2 date,Observation,,,,,,,,,DPT2_DATE,hucs_kenya::dpt2_date,chr,3/1/16,date,,>10 unique values,2139,0.516074546,
85,dpt2_hc,hucs_kenya,EUPATH_0031334,"Diphtheria, pertussis, and tetanus (DPT)/Pentavalent 2 health center name",DPT/Pentavalent 2 health center name,Observation,,,,,,,,,DPT2_HC,hucs_kenya::dpt2_hc,chr,ABHIDHA,,,>10 unique values,47,0.265169276,
86,dpt3,hucs_kenya,EUPATH_0031214,"Diphtheria, pertussis, and tetanus (DPT)/Pentavalent 3",DPT/Pentavalent 3 given ,Observation,DPT/Pentavalent 3,"0=""No"", 1= ""Yes"", 9=""DK""",,,,,,,DPT3,hucs_kenya::dpt3,chr,0,,,"., 0, 1, 9",4,0.203062948,
87,dpt3_date,hucs_kenya,EUPATH_0031335,"Diphtheria, pertussis, and tetanus (DPT)/Pentavalent 3 vaccination date",DPT/Pentavalent 3 date,Observation,,,,,,,,,DPT3_DATE,hucs_kenya::dpt3_date,chr,4/5/16,date,,>10 unique values,2173,0.541184845,
88,dpt3_hc,hucs_kenya,EUPATH_0031217,"Diphtheria, pertussis, and tetanus (DPT)/Pentavalent 3 health center name",DPT/Pentavalent 3 health center name,Observation,,,,,,,,,DPT3_HC,hucs_kenya::dpt3_hc,chr,ABHIDHA,,,>10 unique values,47,0.285619058,
89,rot1,hucs_kenya,EUPATH_0031266,Rotavirus vaccine,Rotavirus vaccine given,Observation,Rotavirus vaccine 1,"0=""No"", 1= ""Yes"", 9=""DK""",,,,,,,ROT1,hucs_kenya::rot1,chr,1,,,"., 0, 1, 9",4,0.186013931,
90,rot1_date,hucs_kenya,EUPATH_0031342,Rotavirus vaccine vaccination date,Rotavirus vaccine date,Observation,,,,,,,,,ROT1_DATE,hucs_kenya::rot1_date,chr,2/1/16,date,,>10 unique values,1300,0.696004384,
91,rot1_hc,hucs_kenya,EUPATH_0031269,Rotavirus vaccine health center name,Rotavirus vaccine health center name,Observation,,,,,,,,,ROT1_HC,hucs_kenya::rot1_hc,chr,ABHIDHA,,,>10 unique values,47,0.552974539,
92,rot2,hucs_kenya,EUPATH_0031270,Rotavirus vaccine 2,Rotavirus vaccine 2 given,Observation,Rotavirus vaccine 2,"0=""No"", 1= ""Yes"", 9=""DK""",,,,,,,ROT2,hucs_kenya::rot2,chr,1,,,"., 0, 1, 9",4,0.179732119,
93,rot2_date,hucs_kenya,EUPATH_0031343,Rotavirus vaccine 2 vaccination date,Rotavirus vaccine 2 date,Observation,,,,,,,,,ROT2_DATE,hucs_kenya::rot2_date,chr,3/1/16,date,,>10 unique values,1222,0.741140781,
94,rot2_hc,hucs_kenya,EUPATH_0031273,Rotavirus vaccine 2 health center name,Rotavirus vaccine 2 health center name,Observation,,,,,,,,,ROT2_HC,hucs_kenya::rot2_hc,chr,ABHIDHA,,,>10 unique values,47,0.588383168,
95,opv1,hucs_kenya,EUPATH_0031247,Oral poliovirus vaccine (OPV),Oral poliovirus vaccine (OPV) given,Observation,Oral polio vaccine 1,"0=""No"", 1= ""Yes"", 9=""DK""",,,,,,,OPV1,hucs_kenya::opv1,chr,1,,,"., 0, 1, 9",4,0.203040352,
96,opv1_date,hucs_kenya,EUPATH_0031339,Oral poliovirus vaccine (OPV) vaccination date,Oral poliovirus vaccine (OPV) date,Observation,,,,,,,,,OPV1_DATE,hucs_kenya::opv1_date,chr,12/23/15,date,,>10 unique values,2622,0.550200826,
97,opv1_hc,hucs_kenya,EUPATH_0031261,Oral poliovirus vaccine (OPV) health center name,Oral poliovirus vaccine (OPV) health center name,Observation,,,,,,,,,OPV1_HC,hucs_kenya::opv1_hc,chr,ABHIDHA,,,>10 unique values,48,0.305583017,
98,opv2,hucs_kenya,EUPATH_0031248,Oral poliovirus vaccine (OPV) 2,Oral poliovirus vaccine (OPV) 2 given,Observation,Oral polio vaccine 2,"0=""No"", 1= ""Yes"", 9=""DK""",,,,,,,OPV2,hucs_kenya::opv2,chr,1,,,"., 0, 1, 9",4,0.212276648,
99,opv2_date,hucs_kenya,EUPATH_0031340,Oral poliovirus vaccine (OPV) 2 vaccination date,Oral poliovirus vaccine (OPV) 2 date,Observation,,,,,,,,,OPV2_DATE,hucs_kenya::opv2_date,chr,2/1/16,date,,>10 unique values,2185,0.497240409,
100,opv2_hc,hucs_kenya,EUPATH_0031255,Oral poliovirus vaccine (OPV) 2 health center name,Oral poliovirus vaccine (OPV) 2 health center name,Observation,,,,,,,,,OPV2_HC,hucs_kenya::opv2_hc,chr,ABHIDHA,,,>10 unique values,47,0.248956327,
101,opv3,hucs_kenya,EUPATH_0031249,Oral poliovirus vaccine (OPV) 3,Oral poliovirus vaccine (OPV) 3 given,Observation,Oral polio vaccine 3,"0=""No"", 1= ""Yes"", 9=""DK""",,,,,,,OPV3,hucs_kenya::opv3,chr,1,,,"., 0, 1, 9",4,0.207796903,
102,opv3_date,hucs_kenya,EUPATH_0031341,Oral poliovirus vaccine (OPV) 3 vaccination date,Oral poliovirus vaccine (OPV) 3 date,Observation,,,,,,,,,OPV3_DATE,hucs_kenya::opv3_date,chr,3/1/16,date,,>10 unique values,2125,0.518757873,
103,opv3_hc,hucs_kenya,EUPATH_0031258,Oral poliovirus vaccine (OPV) 3 health center name,Oral poliovirus vaccine (OPV) 3 health center name,Observation,,,,,,,,,OPV3_HC,hucs_kenya::opv3_hc,chr,ABHIDHA,,,>10 unique values,47,0.267089973,
104,agegroup,hucs_kenya,EUPATH_0010367,Age group,Age group,Observation,,,,,,,,,AGEGROUP,hucs_kenya::agegroup,int,1,,,1 to 3,3,0,
105,round,hucs_kenya,EUPATH_0045101,Survey round,Survey round,Observation,,,,EUPATH_0000307,Participant study details,,,,ROUND,hucs_kenya::round,chr,2,,,"., 1, 2, 3, 4, 5, 6",7,9.60E-05,
106,rnd_start,hucs_kenya,EUPATH_0045102,Survey round start date,Survey round start date,Observation,,,,EUPATH_0000307,Participant study details,,,,RND_START,hucs_kenya::rnd_start,chr,1/27/16,date,,"., 01/26/17, 01/27/16, 01/30/18, 07/01/15, 07/24/16, 07/26/17",7,9.60E-05,
107,rnd_stop,hucs_kenya,EUPATH_0045103,Survey round stop date,Survey round stop date,Observation,,,,EUPATH_0000307,Participant study details,,,,RND_STOP,hucs_kenya::rnd_stop,chr,7/14/16,date,,"., 01/13/17, 01/18/18, 01/20/16, 06/30/17, 07/05/18, 07/14/16",7,9.60E-05,
108,vax_card,hucs_kenya,EUPATH_0031004,Immunization card,Immunization card available,Observation,Immunization card,"0=""No"", 1= ""Yes""",,,,,,,VAX_CARD,hucs_kenya::vax_card,chr,2,,,"., 0, 1, 2",4,0.110807314,
