colOrder,variable,dataFile,keepDiscard,definition,category,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,variable_dataFile,uniqueVar,type,example,dateTime,formatCode,values,uniqueValueCount,timeVarying,percentMissing,flag
43,drh_drink,hucs_kenya,,,,Symptom drank poor,"0=""No"", 1= ""Yes"", 9=""DK""",,,,.,DRH_DRINK,hucs_kenya::drh_drink,chr,1,NA,NA,"., 0, 1, 9",4,repeated,0.973358792,NA
39,drh_fever,hucs_kenya,,,,Symptom fever,"0=""No"", 1= ""Yes""",,,,.,DRH_FEVER,hucs_kenya::drh_fever,chr,1,NA,NA,"., 0, 1",3,repeated,0.973347494,NA
41,drh_irritable,hucs_kenya,,,,Symptom irritation,"0=""No"", 1= ""Yes"", 9=""DK""",,,,.,DRH_IRRITABLE,hucs_kenya::drh_irritable,chr,1,NA,NA,"., 0, 1, 9",4,repeated,0.973347494,NA
45,drh_lethrgy,hucs_kenya,,,,Symptom lethargic,"0=""No"", 1= ""Yes"", 9=""DK""",,,,.,DRH_LETHRGY,hucs_kenya::drh_lethrgy,chr,0,NA,NA,"., 0, 1, 9",4,repeated,0.973358792,NA
44,drh_rice,hucs_kenya,,,,Symptom watery stool,"0=""No"", 1= ""Yes"", 9=""DK""",,,,.,DRH_RICE,hucs_kenya::drh_rice,chr,0,NA,NA,"., 0, 1, 9",4,repeated,0.973358792,NA
46,drh_sunkeyes,hucs_kenya,,,,Symptom sunken eyes,"0=""No"", 1= ""Yes"", 9=""DK""",,,,.,DRH_SUNKEYES,hucs_kenya::drh_sunkeyes,chr,1,NA,NA,"., 0, 1, 9",4,repeated,0.973358792,NA
42,drh_thirsty,hucs_kenya,,,,Symptom thirst,"0=""No"", 1= ""Yes"", 9=""DK""",,,,.,DRH_THIRSTY,hucs_kenya::drh_thirsty,chr,1,NA,NA,"., 0, 1, 9",4,repeated,0.973353143,NA
47,drh_wrksk,hucs_kenya,,,,Symptom wrinkled skin,"0=""No"", 1= ""Yes"", 9=""DK""",,,,.,DRH_WRKSK,hucs_kenya::drh_wrksk,chr,0,NA,NA,"., 0, 1, 9",4,repeated,0.973358792,NA
32,drink_breastmilk,hucs_kenya,,,,Diet breast milk,"0=""No"", 1= ""Yes""",,,,.,DRINK_BREASTMILK,hucs_kenya::drink_breastmilk,chr,1,NA,NA,"., 0, 1, 9",4,repeated,0.1671459,NA
33,drink_water,hucs_kenya,,,,Diet drinking water,"0=""No"", 1= ""Yes""",,,,.,DRINK_WATER,hucs_kenya::drink_water,chr,0,NA,NA,"., 0, 1, 9",4,repeated,0.167224987,NA
5,dssid,hucs_kenya,,,,NA,NA,,,,NA,DSSID,hucs_kenya::dssid,chr,1-1002-1-1,NA,NA,>10 unique values,56087,once,0,NA
18,finfl,hucs_kenya,,,,Predominant floor finished,"2=""Vinyl or asphalt strips"", 3=""Ceramic tile"", 4=""Cement"", 5=""Carpet""",,,,.,FINFL,hucs_kenya::finfl,chr,4,NA,NA,"., 1, 2, 3, 4, 5",6,repeated,0.754805981,NA
19,floor_spec,hucs_kenya,discard,,,NA,NA,,,,NA,FLOOR_SPEC,hucs_kenya::floor_spec,chr,DUNG AND CEMENT,NA,NA,>10 unique values,18,repeated,0.999796632,NA
2,gender,hucs_kenya,,,,gender,"1=Male, 2=Female",,,,NA,GENDER,hucs_kenya::gender,int,1,NA,NA,1 to 2,2,repeated,0,NA
70,hosp_advise,hucs_kenya,,,,Hospitalization advised,"0=""No"", 1= ""Yes""",,,,.,HOSP_ADVISE,hucs_kenya::hosp_advise,chr,0,NA,NA,"., 0, 1",3,repeated,0.993752083,NA
28,house_agland,hucs_kenya,,,,Agricultural land,"0=""Not selected"", 1=""Selected""",,,,.,HOUSE_AGLAND,hucs_kenya::house_agland,chr,0,NA,NA,"., 0",2,repeated,0.167072461,NA
21,house_bike,hucs_kenya,,,,Do you have a bicycle,"0=""Not selected"", 1=""Selected""",,,,.,HOUSE_BIKE,hucs_kenya::house_bike,chr,0,NA,NA,"., 0, 1",3,repeated,0.167072461,NA
30,house_boat,hucs_kenya,,,,Do you have a boat,"0=""Not selected"", 1=""Selected""",,,,.,HOUSE_BOAT,hucs_kenya::house_boat,chr,0,NA,NA,"., 0, 1",3,repeated,0.167072461,NA
24,house_car,hucs_kenya,,,,Do you have a car,"0=""Not selected"", 1=""Selected""",,,,.,HOUSE_CAR,hucs_kenya::house_car,chr,0,NA,NA,"., 0, 1",3,repeated,0.167072461,NA
25,house_cart,hucs_kenya,,,,Do you have an animal-drawn cart,"0=""Not selected"", 1=""Selected""",,,,.,HOUSE_CART,hucs_kenya::house_cart,chr,0,NA,NA,"., 0",2,repeated,0.167072461,NA
20,house_elec,hucs_kenya,,,,Do you have electricity,"0=""Not selected"", 1=""Selected""",,,,.,HOUSE_ELEC,hucs_kenya::house_elec,chr,0,NA,NA,"., 0, 1",3,repeated,0.167072461,NA
27,house_fridge,hucs_kenya,,,,Do you have a refrigerator,"0=""Not selected"", 1=""Selected""",,,,.,HOUSE_FRIDGE,hucs_kenya::house_fridge,chr,0,NA,NA,"., 0, 1",3,repeated,0.167072461,NA
31,house_none,hucs_kenya,,,,None of the above,"0=""Not selected"", 1=""Selected""",,,,.,HOUSE_NONE,hucs_kenya::house_none,chr,0,NA,NA,"., 0, 1",3,repeated,0.167072461,NA
22,house_phone,hucs_kenya,,,,Do you have a telephone,"0=""Not selected"", 1=""Selected""",,,,.,HOUSE_PHONE,hucs_kenya::house_phone,chr,1,NA,NA,"., 0, 1",3,repeated,0.167072461,NA
29,house_radio,hucs_kenya,,,,Do you have a radio,"0=""Not selected"", 1=""Selected""",,,,.,HOUSE_RADIO,hucs_kenya::house_radio,chr,1,NA,NA,"., 0, 1",3,repeated,0.167072461,NA
26,house_scoot,hucs_kenya,,,,Do you have a motorcycle,"0=""Not selected"", 1=""Selected""",,,,.,HOUSE_SCOOT,hucs_kenya::house_scoot,chr,0,NA,NA,"., 0, 1",3,repeated,0.167072461,NA
23,house_tele,hucs_kenya,,,,Do you have a television,"0=""Not selected"", 1=""Selected""",,,,.,HOUSE_TELE,hucs_kenya::house_tele,chr,0,NA,NA,"., 0, 1",3,repeated,0.167072461,NA
38,max_stools,hucs_kenya,,,,Loose stools in one day,"1=""3"", 2=""4 to 5"", 3=""6 to 10"", 4=""More than 10 times per day""",,,,.,MAX_STOOLS,hucs_kenya::max_stools,chr,1,NA,NA,"., 1, 2, 3, 4",5,repeated,0.973347494,NA
16,natfl,hucs_kenya,,,,Predominant floor natural,"1=""Earth/Sand"", 2=""Dung""",,,,.,NATFL,hucs_kenya::natfl,chr,1,NA,NA,"., 1, 2",3,repeated,0.416316893,NA
79,no_treatment,hucs_kenya,,,,Received no treatment diarrhea,"0=""Not selected"", 1=""Selected""",,,,.,NO_TREATMENT,hucs_kenya::no_treatment,chr,1,NA,NA,"., 0, 1",3,repeated,0.97337009,NA
52,offr_drink,hucs_kenya,,,,Offered drink during diarrhea,"1=""More than usual, 2=""Usual"", 3=""Somewhat less than usual"", 4=""Much less than usual"", 5=""Nothing to drink""",,,,.,OFFR_DRINK,hucs_kenya::offr_drink,chr,3,NA,NA,"., 1, 2, 3, 5",5,repeated,0.973358792,NA
53,offr_eat,hucs_kenya,,,,Offered food during diarrhea,"1=""More than usual, 2=""Usual"", 3=""Less than usual"", 4=""Nothing to eat""",,,,.,OFFR_EAT,hucs_kenya::offr_eat,chr,3,NA,NA,"., 1, 2, 3, 4",5,repeated,0.973358792,NA
95,opv1,hucs_kenya,,,,Oral polio vaccine 1,"0=""No"", 1= ""Yes"", 9=""DK""",,,,.,OPV1,hucs_kenya::opv1,chr,1,NA,NA,"., 0, 1, 9",4,repeated,0.203040352,NA
96,opv1_date,hucs_kenya,,,,NA,NA,,,,NA,OPV1_DATE,hucs_kenya::opv1_date,chr,12/23/15,date?,NA,>10 unique values,2622,repeated,0.550200826,NA
97,opv1_hc,hucs_kenya,,,,NA,NA,,,,NA,OPV1_HC,hucs_kenya::opv1_hc,chr,ABHIDHA,NA,NA,>10 unique values,48,repeated,0.305583017,NA
98,opv2,hucs_kenya,,,,Oral polio vaccine 2,"0=""No"", 1= ""Yes"", 9=""DK""",,,,.,OPV2,hucs_kenya::opv2,chr,1,NA,NA,"., 0, 1, 9",4,repeated,0.212276648,NA
99,opv2_date,hucs_kenya,,,,NA,NA,,,,NA,OPV2_DATE,hucs_kenya::opv2_date,chr,2/1/16,date?,NA,>10 unique values,2185,repeated,0.497240409,NA
100,opv2_hc,hucs_kenya,,,,NA,NA,,,,NA,OPV2_HC,hucs_kenya::opv2_hc,chr,ABHIDHA,NA,NA,>10 unique values,47,repeated,0.248956327,NA
101,opv3,hucs_kenya,,,,Oral polio vaccine 3,"0=""No"", 1= ""Yes"", 9=""DK""",,,,.,OPV3,hucs_kenya::opv3,chr,1,NA,NA,"., 0, 1, 9",4,repeated,0.207796903,NA
102,opv3_date,hucs_kenya,,,,NA,NA,,,,NA,OPV3_DATE,hucs_kenya::opv3_date,chr,3/1/16,date?,NA,>10 unique values,2125,repeated,0.518757873,NA
103,opv3_hc,hucs_kenya,,,,NA,NA,,,,NA,OPV3_HC,hucs_kenya::opv3_hc,chr,ABHIDHA,NA,NA,>10 unique values,47,repeated,0.267089973,NA
34,other_fooddrink,hucs_kenya,,,,Other foods or drinks,"0=""No"", 1= ""Yes"", 9=""DK""",,,,.,OTHER_FOODDRINK,hucs_kenya::other_fooddrink,chr,0,NA,NA,"., 0, 1, 9",4,repeated,0.167253233,NA
51,outcome,hucs_kenya,,,,Diarrheal illness outcome,"1=""Resolved"", 2=""Improved"", 3=""Continuing"", 4=""Worsening""",,,,.,OUTCOME,hucs_kenya::outcome,chr,2,NA,NA,"., 1, 2, 3, 4, 5",6,repeated,0.973358792,NA
15,ppl_house,hucs_kenya,,,,NA,NA,,,,NA,PPL_HOUSE,hucs_kenya::ppl_house,chr,4,NA,NA,>10 unique values,20,repeated,0.167484846,NA
14,prim_schl,hucs_kenya,,,,Primary caretaker education,"1=""No formal schooling"", 2=""Less than primary"", 3=""Completed secondary"", 4=""Post-secondary"", 5=""Completed primary"", 6=""Religious education only"", 7=""Don't know""",,,,.,PRIM_SCHL,hucs_kenya::prim_schl,chr,5,NA,NA,"., 1, 2, 3, 4, 5, 6",7,repeated,0.167479197,NA
7,primcare,hucs_kenya,,,,Primary caretaker child,"0=No, 1=Yes",,,,NA,PRIMCARE,hucs_kenya::primcare,int,1,NA,NA,0 to 1,2,repeated,0,NA
10,reason,hucs_kenya,,,,"Interview not conducted, reason","1=""Primary caretaker not available"", 2=""Refused"", 3=""Moved away"", 4=""Child died more than 7 days ago (including today)"", 5=""Cannot locate child"", 9=""Other""",,,,.,REASON,hucs_kenya::reason,chr,3,NA,NA,"., 1, 2, 3, 4, 5, 9",7,repeated,0.832520803,NA
76,rec_homemade,hucs_kenya,,,,Received homemade fluids,"0=""Not selected"", 1=""Selected""",,,,.,REC_HOMEMADE,hucs_kenya::rec_homemade,chr,0,NA,NA,"., 0, 1",3,repeated,0.97337009,NA
75,rec_ivfluid,hucs_kenya,,,,Received intravenous fluids,"0=""Not selected"", 1=""Selected""",,,,.,REC_IVFLUID,hucs_kenya::rec_ivfluid,chr,0,NA,NA,"., 0, 1",3,repeated,0.97337009,NA
77,rec_ors,hucs_kenya,,,,Received ORALITE or ORS,"1=""At home"", 2=""At the health center"", 3=""Both""",,,,.,REC_ORS,hucs_kenya::rec_ors,chr,0,NA,NA,"., 0, 1, 2, 3",5,repeated,0.97337009,NA
78,rec_zinc,hucs_kenya,,,,Received Zinc for diarrhea,"1=""At home"", 2=""At the health center""",,,,.,REC_ZINC,hucs_kenya::rec_zinc,chr,0,NA,NA,"., 0",2,repeated,0.97337009,NA
74,recommend_iv,hucs_kenya,,,,IV fluids advised,"0=""Not selected"", 1=""Selected""",,,,.,RECOMMEND_IV,hucs_kenya::recommend_iv,chr,0,NA,NA,"., 0, 1",3,repeated,0.97337009,NA
13,relation_sp,hucs_kenya,discard,,,NA,NA,,,,NA,RELATION_SP,hucs_kenya::relation_sp,chr,STEP MOTHER,NA,NA,>10 unique values,64,repeated,0.995734921,NA
12,relationship,hucs_kenya,,,,Relationship with child,"1=""Mother"", 2=""Father"", 3=""Sister"", 5=Grandmother"", 6=""Grandfather"", 7=""Aunt"", 8=""Uncle"", 9=""No relation""",,,,.,RELATIONSHIP,hucs_kenya::relationship,chr,1,NA,NA,>10 unique values,11,repeated,0.167479197,NA
106,rnd_start,hucs_kenya,,,,NA,NA,,,,NA,RND_START,hucs_kenya::rnd_start,chr,1/27/16,date?,NA,"., 01/26/17, 01/27/16, 01/30/18, 07/01/15, 07/24/16, 07/26/17",7,repeated,9.60E-05,NA
107,rnd_stop,hucs_kenya,,,,NA,NA,,,,NA,RND_STOP,hucs_kenya::rnd_stop,chr,7/14/16,date?,NA,"., 01/13/17, 01/18/18, 01/20/16, 06/30/17, 07/05/18, 07/14/16",7,repeated,9.60E-05,NA
89,rot1,hucs_kenya,,,,Rotavirus vaccine 1,"0=""No"", 1= ""Yes"", 9=""DK""",,,,.,ROT1,hucs_kenya::rot1,chr,1,NA,NA,"., 0, 1, 9",4,repeated,0.186013931,NA
90,rot1_date,hucs_kenya,,,,NA,NA,,,,NA,ROT1_DATE,hucs_kenya::rot1_date,chr,2/1/16,date?,NA,>10 unique values,1300,repeated,0.696004384,NA
91,rot1_hc,hucs_kenya,,,,NA,NA,,,,NA,ROT1_HC,hucs_kenya::rot1_hc,chr,ABHIDHA,NA,NA,>10 unique values,47,repeated,0.552974539,NA
92,rot2,hucs_kenya,,,,Rotavirus vaccine 2,"0=""No"", 1= ""Yes"", 9=""DK""",,,,.,ROT2,hucs_kenya::rot2,chr,1,NA,NA,"., 0, 1, 9",4,repeated,0.179732119,NA
93,rot2_date,hucs_kenya,,,,NA,NA,,,,NA,ROT2_DATE,hucs_kenya::rot2_date,chr,3/1/16,date?,NA,>10 unique values,1222,repeated,0.741140781,NA
94,rot2_hc,hucs_kenya,,,,NA,NA,,,,NA,ROT2_HC,hucs_kenya::rot2_hc,chr,ABHIDHA,NA,NA,>10 unique values,47,repeated,0.588383168,NA
105,round,hucs_kenya,,,,NA,NA,,,,NA,ROUND,hucs_kenya::round,chr,2,NA,NA,"., 1, 2, 3, 4, 5, 6",7,repeated,9.60E-05,NA
11,rsn_specify,hucs_kenya,discard,,,NA,NA,,,,NA,RSN_SPECIFY,hucs_kenya::rsn_specify,chr,NEIGHBOUR,NA,NA,>10 unique values,134,repeated,0.997768601,NA
17,rudfl,hucs_kenya,,,,Predominant floor rudimentary,NA,,,,.,RUDFL,hucs_kenya::rudfl,chr,1,NA,NA,"., 1, 2",3,repeated,0.999966105,NA
57,seek_ctr1,hucs_kenya,,,,Center of 1st choice,"0=""Not selected"", 1=""Selected""",,,,.,SEEK_CTR1,hucs_kenya::seek_ctr1,chr,0,NA,NA,"., 0, 1",3,repeated,0.973358792,NA
58,seek_ctr1_code,hucs_kenya,discard,,,NA,NA,,,,NA,SEEK_CTR1_CODE,hucs_kenya::seek_ctr1_code,chr,304,NA,NA,>10 unique values,38,repeated,0.993814223,NA
59,seek_ctr2,hucs_kenya,,,,Center of 2nd choice,"0=""Not selected"", 1=""Selected""",,,,.,SEEK_CTR2,hucs_kenya::seek_ctr2,chr,0,NA,NA,"., 0, 1",3,repeated,0.973358792,NA
60,seek_ctr2_code,hucs_kenya,discard,,,NA,NA,,,,NA,SEEK_CTR2_CODE,hucs_kenya::seek_ctr2_code,chr,335,NA,NA,"., 301, 305, 306, 307, 331, 335, 339, 355, 360",10,repeated,0.999915263,NA
61,seek_ctr3,hucs_kenya,,,,Center of 3rd choice,"0=""Not selected"", 1=""Selected""",,,,.,SEEK_CTR3,hucs_kenya::seek_ctr3,chr,0,NA,NA,"., 0, 1",3,repeated,0.973358792,NA
62,seek_ctr3_code,hucs_kenya,discard,,,NA,NA,,,,NA,SEEK_CTR3_CODE,hucs_kenya::seek_ctr3_code,chr,NA,NA,NA,.,1,once,1,no data
65,seek_doctor,hucs_kenya,,,,Sought care from primary doctor,"0=""Not selected"", 1=""Selected""",,,,.,SEEK_DOCTOR,hucs_kenya::seek_doctor,chr,0,NA,NA,"., 0, 1",3,repeated,0.973358792,NA
55,seek_friend,hucs_kenya,,,,Sought care from friend,"0=""Not selected"", 1=""Selected""",,,,.,SEEK_FRIEND,hucs_kenya::seek_friend,chr,0,NA,NA,"., 0, 1",3,repeated,0.973358792,NA
56,seek_healer,hucs_kenya,,,,Sought care traditional healer,"0=""Not selected"", 1=""Selected""",,,,.,SEEK_HEALER,hucs_kenya::seek_healer,chr,0,NA,NA,"., 0, 1",3,repeated,0.973358792,NA
67,seek_other,hucs_kenya,,,,Sought care from other hospital,"0=""Not selected"", 1=""Selected""",,,,.,SEEK_OTHER,hucs_kenya::seek_other,chr,0,NA,NA,"., 0, 1",3,repeated,0.973358792,NA
68,seek_other_spec,hucs_kenya,discard,,,NA,NA,,,,NA,SEEK_OTHER_SPEC,hucs_kenya::seek_other_spec,chr,ASEMBO BAY,NA,NA,>10 unique values,193,repeated,0.997480496,NA
64,seek_pharmacy,hucs_kenya,,,,Sought care from pharmacy,"0=""Not selected"", 1=""Selected""",,,,.,SEEK_PHARMACY,hucs_kenya::seek_pharmacy,chr,0,NA,NA,"., 0, 1",3,repeated,0.973358792,NA
63,seek_remedy,hucs_kenya,,,,Remedy medicine from shop,"0=""Not selected"", 1=""Selected""",,,,.,SEEK_REMEDY,hucs_kenya::seek_remedy,chr,0,NA,NA,"., 0, 1",3,repeated,0.973358792,NA
66,seek_unlicdoc,hucs_kenya,,,,Sought care from unlicensed practitioner,"0=""Not selected"", 1=""Selected""",,,,.,SEEK_UNLICDOC,hucs_kenya::seek_unlicdoc,chr,0,NA,NA,"., 0, 1",3,repeated,0.973358792,NA
54,seekcare,hucs_kenya,,,,Sought care outside home,"0=""No"", 1= ""Yes""",,,,.,SEEKCARE,hucs_kenya::seekcare,chr,0,NA,NA,"., 0, 1",3,repeated,0.973358792,NA
4,site,hucs_kenya,,,,NA,NA,,,,NA,SITE,hucs_kenya::site,int,3,NA,NA,3 to 3,1,once,0,NA
9,status,hucs_kenya,,,,Interview status,"1=Conducted, 2=Not conducted",,,,NA,STATUS,hucs_kenya::status,int,1,NA,NA,1 to 2,2,repeated,0,NA
108,vax_card,hucs_kenya,,,,Immunization card,"0=""No"", 1= ""Yes""",,,,.,VAX_CARD,hucs_kenya::vax_card,chr,2,NA,NA,"., 0, 1, 2",4,repeated,0.110807314,NA
6,visit_date,hucs_kenya,,,,NA,NA,,,,NA,VISIT_DATE,hucs_kenya::visit_date,chr,3/15/16,date?,NA,>10 unique values,921,repeated,0,NA
48,vomit,hucs_kenya,,,,Did the child vomit,"0=""No"", 1= ""Yes""",,,,.,VOMIT,hucs_kenya::vomit,chr,0,NA,NA,"., 0, 1",3,repeated,0.973358792,NA
50,vomit_days,hucs_kenya,,,,NA,NA,,,,NA,VOMIT_DAYS,hucs_kenya::vomit_days,chr,1,NA,NA,>10 unique values,13,repeated,0.992226823,NA
49,vomit_times,hucs_kenya,,,,Times vomited in a day,"1=""1"", 2=""2-4"", 3=""5 or more""",,,,.,VOMIT_TIMES,hucs_kenya::vomit_times,chr,1,NA,NA,"., 1, 2, 3",4,repeated,0.991837034,NA
