variable	variable2	values	mappedTerm	valueOrder
st3participantsample_data_2022-01-10_1509::samplevac_rad	st3participantsample_data_2022-01-10_1509::samplevac_rad	0	No	
st3participantsample_data_2022-01-10_1509::samplevac_rad	st3participantsample_data_2022-01-10_1509::samplevac_rad	1	Yes	
st3questionnaire_data_2022-01-10_1508::redcap_repeat_instance	st3questionnaire_data_2022-01-10_1508::redcap_repeat_instance	1		
st3questionnaire_data_2022-01-10_1508::redcap_repeat_instance	st3questionnaire_data_2022-01-10_1508::redcap_repeat_instance	2		
st3questionnaire_data_2022-01-10_1508::redcap_repeat_instance	st3questionnaire_data_2022-01-10_1508::redcap_repeat_instance	3		
st3questionnaire_data_2022-01-10_1508::redcap_repeat_instance	st3questionnaire_data_2022-01-10_1508::redcap_repeat_instance	4		
st3questionnaire_data_2022-01-10_1508::redcap_repeat_instance	st3questionnaire_data_2022-01-10_1508::redcap_repeat_instance	5				
st3questionnaire_data_2022-01-10_1508::relatetochild_rad	st3questionnaire_data_2022-01-10_1508::relatetochild_rad	1	Self	
st3questionnaire_data_2022-01-10_1508::relatetochild_rad	st3questionnaire_data_2022-01-10_1508::relatetochild_rad	2	Parent	
st3questionnaire_data_2022-01-10_1508::relatetochild_rad	st3questionnaire_data_2022-01-10_1508::relatetochild_rad	3	Grandparent	
st3questionnaire_data_2022-01-10_1508::relatetochild_rad	st3questionnaire_data_2022-01-10_1508::relatetochild_rad	4	Aunt or uncle	
st3questionnaire_data_2022-01-10_1508::relatetochild_rad	st3questionnaire_data_2022-01-10_1508::relatetochild_rad	6	:::UNDEF:::	
st3questionnaire_data_2022-01-10_1508::relatetochildother	st3questionnaire_data_2022-01-10_1508::relatetochildother	Teacher	Other: teacher		
st3questionnaire_data_2022-01-10_1508::respondentsex	st3questionnaire_data_2022-01-10_1508::respondentsex	1	Male	
st3questionnaire_data_2022-01-10_1508::respondentsex	st3questionnaire_data_2022-01-10_1508::respondentsex	2	Female	
st3questionnaire_data_2022-01-10_1508::respondentsex	st3questionnaire_data_2022-01-10_1508::respondentsex	88	Don't know	
st3questionnaire_data_2022-01-10_1508::respondentsex	st3questionnaire_data_2022-01-10_1508::respondentsex	99	Refused	
st3questionnaire_data_2022-01-10_1508::edulevel_rad	st3questionnaire_data_2022-01-10_1508::edulevel_rad	1	No schooling	1
st3questionnaire_data_2022-01-10_1508::edulevel_rad	st3questionnaire_data_2022-01-10_1508::edulevel_rad	2	Below primary	2
st3questionnaire_data_2022-01-10_1508::edulevel_rad	st3questionnaire_data_2022-01-10_1508::edulevel_rad	3	Primary (1-5)	3
st3questionnaire_data_2022-01-10_1508::edulevel_rad	st3questionnaire_data_2022-01-10_1508::edulevel_rad	4	Middle (6-8)	4
st3questionnaire_data_2022-01-10_1508::edulevel_rad	st3questionnaire_data_2022-01-10_1508::edulevel_rad	5	Secondary/matric (class X)	5
st3questionnaire_data_2022-01-10_1508::edulevel_rad	st3questionnaire_data_2022-01-10_1508::edulevel_rad	6	Higher Secondary (class XII)	6
st3questionnaire_data_2022-01-10_1508::edulevel_rad	st3questionnaire_data_2022-01-10_1508::edulevel_rad	7	Graduate	7
st3questionnaire_data_2022-01-10_1508::edulevel_rad	st3questionnaire_data_2022-01-10_1508::edulevel_rad	8	Post graduate	8
st3questionnaire_data_2022-01-10_1508::edulevel_rad	st3questionnaire_data_2022-01-10_1508::edulevel_rad	9	Diploma	9
st3questionnaire_data_2022-01-10_1508::edulevel_rad	st3questionnaire_data_2022-01-10_1508::edulevel_rad	10	Other	10
st3questionnaire_data_2022-01-10_1508::edulevel_rad	st3questionnaire_data_2022-01-10_1508::edulevel_rad	88	Don't know	11
st3questionnaire_data_2022-01-10_1508::edulevel_rad	st3questionnaire_data_2022-01-10_1508::edulevel_rad	99	Refused	12
st3questionnaire_data_2022-01-10_1508::occupation_rad	st3questionnaire_data_2022-01-10_1508::occupation_rad	1	Cultivator (independent farmer)
st3questionnaire_data_2022-01-10_1508::occupation_rad	st3questionnaire_data_2022-01-10_1508::occupation_rad	2	Agricultural laborer	
st3questionnaire_data_2022-01-10_1508::occupation_rad	st3questionnaire_data_2022-01-10_1508::occupation_rad	3	Daily wage/labor	
st3questionnaire_data_2022-01-10_1508::occupation_rad	st3questionnaire_data_2022-01-10_1508::occupation_rad	4	Salaried service	
st3questionnaire_data_2022-01-10_1508::occupation_rad	st3questionnaire_data_2022-01-10_1508::occupation_rad	5	Self-employed/trade	
st3questionnaire_data_2022-01-10_1508::occupation_rad	st3questionnaire_data_2022-01-10_1508::occupation_rad	6	Housewife	
st3questionnaire_data_2022-01-10_1508::occupation_rad	st3questionnaire_data_2022-01-10_1508::occupation_rad	7	Student	
st3questionnaire_data_2022-01-10_1508::occupation_rad	st3questionnaire_data_2022-01-10_1508::occupation_rad	8	Child, not schooling	
st3questionnaire_data_2022-01-10_1508::occupation_rad	st3questionnaire_data_2022-01-10_1508::occupation_rad	9	None	
st3questionnaire_data_2022-01-10_1508::occupation_rad	st3questionnaire_data_2022-01-10_1508::occupation_rad	10	Other	
st3questionnaire_data_2022-01-10_1508::occupation_rad	st3questionnaire_data_2022-01-10_1508::occupation_rad	99	Refused	
st3questionnaire_data_2022-01-10_1508::occupationother	st3questionnaire_data_2022-01-10_1508::occupationother	Sarpanch		
st3questionnaire_data_2022-01-10_1508::sleepout_rad	st3questionnaire_data_2022-01-10_1508::sleepout_rad	0	No	
st3questionnaire_data_2022-01-10_1508::sleepout_rad	st3questionnaire_data_2022-01-10_1508::sleepout_rad	1	Yes	
st3questionnaire_data_2022-01-10_1508::sleepout_rad	st3questionnaire_data_2022-01-10_1508::sleepout_rad	88	Don't know	
st3questionnaire_data_2022-01-10_1508::sleepoutnet_rad	st3questionnaire_data_2022-01-10_1508::sleepoutnet_rad	0	No	
st3questionnaire_data_2022-01-10_1508::sleepoutnet_rad	st3questionnaire_data_2022-01-10_1508::sleepoutnet_rad	1	Yes	
st3questionnaire_data_2022-01-10_1508::sleepoutnet_rad	st3questionnaire_data_2022-01-10_1508::sleepoutnet_rad	99	Refused	
st3questionnaire_data_2022-01-10_1508::fever48_rad	st3questionnaire_data_2022-01-10_1508::fever48_rad	0	No	
st3questionnaire_data_2022-01-10_1508::fever48_rad	st3questionnaire_data_2022-01-10_1508::fever48_rad	1	Yes	
st3questionnaire_data_2022-01-10_1508::fever48_rad	st3questionnaire_data_2022-01-10_1508::fever48_rad	88	Don't know	
st3questionnaire_data_2022-01-10_1508::covidfever_rad	st3questionnaire_data_2022-01-10_1508::covidfever_rad	0	No	
st3questionnaire_data_2022-01-10_1508::covidfever_rad	st3questionnaire_data_2022-01-10_1508::covidfever_rad	1	Yes	
st3questionnaire_data_2022-01-10_1508::covidfever_rad	st3questionnaire_data_2022-01-10_1508::covidfever_rad	88	Don't know	
st3questionnaire_data_2022-01-10_1508::covidcough_rad	st3questionnaire_data_2022-01-10_1508::covidcough_rad	0	No	
st3questionnaire_data_2022-01-10_1508::covidcough_rad	st3questionnaire_data_2022-01-10_1508::covidcough_rad	1	Yes	
st3questionnaire_data_2022-01-10_1508::covidsmell_rad	st3questionnaire_data_2022-01-10_1508::covidsmell_rad	0	No	
st3questionnaire_data_2022-01-10_1508::covidsmell_rad	st3questionnaire_data_2022-01-10_1508::covidsmell_rad	1	Yes	
st3questionnaire_data_2022-01-10_1508::covidsmell_rad	st3questionnaire_data_2022-01-10_1508::covidsmell_rad	88	Don't know	
st3questionnaire_data_2022-01-10_1508::covidsmell_rad	st3questionnaire_data_2022-01-10_1508::covidsmell_rad	99	Refused	
st3questionnaire_data_2022-01-10_1508::covidknowledge_rad	st3questionnaire_data_2022-01-10_1508::covidknowledge_rad	0	No	
st3questionnaire_data_2022-01-10_1508::covidknowledge_rad	st3questionnaire_data_2022-01-10_1508::covidknowledge_rad	1	Yes	
st3questionnaire_data_2022-01-10_1508::covidselfreport_rad	st3questionnaire_data_2022-01-10_1508::covidselfreport_rad	0	No	
st3questionnaire_data_2022-01-10_1508::covidselfreport_rad	st3questionnaire_data_2022-01-10_1508::covidselfreport_rad	1	Yes	
st3questionnaire_data_2022-01-10_1508::covidselfreport_rad	st3questionnaire_data_2022-01-10_1508::covidselfreport_rad	88	Don't know	
st3questionnaire_data_2022-01-10_1508::covidselfreport_rad	st3questionnaire_data_2022-01-10_1508::covidselfreport_rad	99	Refused	
st3questionnaire_data_2022-01-10_1508::knowmsigns_rad	st3questionnaire_data_2022-01-10_1508::knowmsigns_rad	0	No	
st3questionnaire_data_2022-01-10_1508::knowmsigns_rad	st3questionnaire_data_2022-01-10_1508::knowmsigns_rad	1	Yes	
st3questionnaire_data_2022-01-10_1508::knowmsigns_rad	st3questionnaire_data_2022-01-10_1508::knowmsigns_rad	88	Don't know	
st3questionnaire_data_2022-01-10_1508::knowmsigns_rad	st3questionnaire_data_2022-01-10_1508::knowmsigns_rad	99	Refused	
st3questionnaire_data_2022-01-10_1508::msign_fever_yn	st3questionnaire_data_2022-01-10_1508::msign_fever_yn	0	No	
st3questionnaire_data_2022-01-10_1508::msign_fever_yn	st3questionnaire_data_2022-01-10_1508::msign_fever_yn	1	Yes	
st3questionnaire_data_2022-01-10_1508::msign_headache_yn	st3questionnaire_data_2022-01-10_1508::msign_headache_yn	0	No	
st3questionnaire_data_2022-01-10_1508::msign_headache_yn	st3questionnaire_data_2022-01-10_1508::msign_headache_yn	1	Yes	
st3questionnaire_data_2022-01-10_1508::msignother_yn	st3questionnaire_data_2022-01-10_1508::msignother_yn	0	No	
st3questionnaire_data_2022-01-10_1508::msignother_yn	st3questionnaire_data_2022-01-10_1508::msignother_yn	1	Yes	
st3questionnaire_data_2022-01-10_1508::msign_ifother	st3questionnaire_data_2022-01-10_1508::msign_ifother	>30 categories		
st3questionnaire_data_2022-01-10_1508::mever_rad	st3questionnaire_data_2022-01-10_1508::mever_rad	0	No	
st3questionnaire_data_2022-01-10_1508::mever_rad	st3questionnaire_data_2022-01-10_1508::mever_rad	1	Yes	
st3questionnaire_data_2022-01-10_1508::mever_rad	st3questionnaire_data_2022-01-10_1508::mever_rad	88	Don't know	
st3questionnaire_data_2022-01-10_1508::mever_rad	st3questionnaire_data_2022-01-10_1508::mever_rad	99	Refused	
st3questionnaire_data_2022-01-10_1508::mlasttime	st3questionnaire_data_2022-01-10_1508::mlasttime	1	1 day to 2 months ago	1
st3questionnaire_data_2022-01-10_1508::mlasttime	st3questionnaire_data_2022-01-10_1508::mlasttime	2	2 to 6 months ago	2
st3questionnaire_data_2022-01-10_1508::mlasttime	st3questionnaire_data_2022-01-10_1508::mlasttime	3	6 to 12 months ago	3
st3questionnaire_data_2022-01-10_1508::mlasttime	st3questionnaire_data_2022-01-10_1508::mlasttime	4	12 months or more ago	4
st3questionnaire_data_2022-01-10_1508::mlasttimetreat_rad	st3questionnaire_data_2022-01-10_1508::mlasttimetreat_rad	0	No	
st3questionnaire_data_2022-01-10_1508::mlasttimetreat_rad	st3questionnaire_data_2022-01-10_1508::mlasttimetreat_rad	1	Yes	
st3questionnaire_data_2022-01-10_1508::mlasttimetreatdays_rad	st3questionnaire_data_2022-01-10_1508::mlasttimetreatdays_rad	1	Less than 24 hours	1
st3questionnaire_data_2022-01-10_1508::mlasttimetreatdays_rad	st3questionnaire_data_2022-01-10_1508::mlasttimetreatdays_rad	2	24-48 hours	2
st3questionnaire_data_2022-01-10_1508::mlasttimetreatdays_rad	st3questionnaire_data_2022-01-10_1508::mlasttimetreatdays_rad	99	Refused	3	
st3questionnaire_data_2022-01-10_1508::mtest_rad	st3questionnaire_data_2022-01-10_1508::mtest_rad	1	Yes	
st3questionnaire_data_2022-01-10_1508::mtest_rad	st3questionnaire_data_2022-01-10_1508::mtest_rad	99	Refused	
st3questionnaire_data_2022-01-10_1508::mtestpos_rad	st3questionnaire_data_2022-01-10_1508::mtestpos_rad	0	No	
st3questionnaire_data_2022-01-10_1508::mtestpos_rad	st3questionnaire_data_2022-01-10_1508::mtestpos_rad	1	Yes	
st3questionnaire_data_2022-01-10_1508::mtestposyes_rad	st3questionnaire_data_2022-01-10_1508::mtestposyes_rad	0	Less than 24 hours
st3questionnaire_data_2022-01-10_1508::covidtested_rad	st3questionnaire_data_2022-01-10_1508::covidtested_rad	0	No	
st3questionnaire_data_2022-01-10_1508::covidtested_rad	st3questionnaire_data_2022-01-10_1508::covidtested_rad	1	Yes	
st3questionnaire_data_2022-01-10_1508::covidtested_rad	st3questionnaire_data_2022-01-10_1508::covidtested_rad	88	Don't know	
st3questionnaire_data_2022-01-10_1508::covidtestpos_rad	st3questionnaire_data_2022-01-10_1508::covidtestpos_rad	0	No	
st3questionnaire_data_2022-01-10_1508::covidtestpos_rad	st3questionnaire_data_2022-01-10_1508::covidtestpos_rad	1	Yes	
st3questionnaire_data_2022-01-10_1508::covidtestpos_rad	st3questionnaire_data_2022-01-10_1508::covidtestpos_rad	99	Refused	
st3questionnaire_data_2022-01-10_1508::temp_yn	st3questionnaire_data_2022-01-10_1508::temp_yn	0	No	
st3questionnaire_data_2022-01-10_1508::temp_yn	st3questionnaire_data_2022-01-10_1508::temp_yn	1	Yes	
st3questionnaire_data_2022-01-10_1508::temp	st3questionnaire_data_2022-01-10_1508::temp	98.9x1aq	98.9		
st3questionnaire_data_2022-01-10_1508::weight_yn	st3questionnaire_data_2022-01-10_1508::weight_yn	0	No	
st3questionnaire_data_2022-01-10_1508::weight_yn	st3questionnaire_data_2022-01-10_1508::weight_yn	1	Yes	
st3questionnaire_data_2022-01-10_1508::weight	st3questionnaire_data_2022-01-10_1508::weight	17..4	17.4		
st3questionnaire_data_2022-01-10_1508::height_yn	st3questionnaire_data_2022-01-10_1508::height_yn	0	No	
st3questionnaire_data_2022-01-10_1508::height_yn	st3questionnaire_data_2022-01-10_1508::height_yn	1	Yes	
st3questionnaire_data_2022-01-10_1508::height	st3questionnaire_data_2022-01-10_1508::height	q56	156		
st3questionnaire_data_2022-01-10_1508::muarmcir_yn	st3questionnaire_data_2022-01-10_1508::muarmcir_yn	0	No	
st3questionnaire_data_2022-01-10_1508::muarmcir_yn	st3questionnaire_data_2022-01-10_1508::muarmcir_yn	1	Yes	
st3questionnaire_data_2022-01-10_1508::muarmcir	st3questionnaire_data_2022-01-10_1508::muarmcir	ok	:::UNDEF:::		
st3questionnaire_data_2022-01-10_1508::pregind_rad	st3questionnaire_data_2022-01-10_1508::pregind_rad	0	No	
st3questionnaire_data_2022-01-10_1508::pregind_rad	st3questionnaire_data_2022-01-10_1508::pregind_rad	1	Yes	
st3questionnaire_data_2022-01-10_1508::pregind_rad	st3questionnaire_data_2022-01-10_1508::pregind_rad	88	Don't know	
st3questionnaire_data_2022-01-10_1508::pregind_rad	st3questionnaire_data_2022-01-10_1508::pregind_rad	99	Refused	
st3questionnaire_data_2022-01-10_1508::pregind_weeks	st3questionnaire_data_2022-01-10_1508::pregind_weeks	8 months	34
st3questionnaire_data_2022-01-10_1508::proxy_rad	st3questionnaire_data_2022-01-10_1508::proxy_rad	1	Proxy only	
st3questionnaire_data_2022-01-10_1508::proxy_rad	st3questionnaire_data_2022-01-10_1508::proxy_rad	2	Mostly proxy with some responses from child	
st3questionnaire_data_2022-01-10_1508::proxy_rad	st3questionnaire_data_2022-01-10_1508::proxy_rad	3	Half proxy and half child	
st3questionnaire_data_2022-01-10_1508::proxy_rad	st3questionnaire_data_2022-01-10_1508::proxy_rad	4	Mostly child with some responses from adult	
