variable	variable2	values	mappedTerm
household survey household level data_final::senergy	household survey household level data_final::senergy	6	Paraffin - wick lamp
household survey household level data_final::senergy	household survey household level data_final::senergy	7	Firewood
household survey household level data_final::senergy	household survey household level data_final::senergy	8	Candles
household survey household level data_final::senergy	household survey household level data_final::senergy	9	Torch or battery powered lamp
household survey household level data_final::mmfloor	household survey household level data_final::mmfloor	11	Earth or sand
household survey household level data_final::mmfloor	household survey household level data_final::mmfloor	12	Earth and dung
household survey household level data_final::mmfloor	household survey household level data_final::mmfloor	35	Cement or concrete
household survey household level data_final::mmroof	household survey household level data_final::mmroof	11	Thatched (including papyrus)
household survey household level data_final::mmroof	household survey household level data_final::mmroof	22	Iron sheets
household survey household level data_final::mmewalls	household survey household level data_final::mmewalls	21	Mud and poles
household survey household level data_final::mmewalls	household survey household level data_final::mmewalls	24	Burnt bricks with mud
household survey household level data_final::mmewalls	household survey household level data_final::mmewalls	31	Cement blocks
household survey household level data_final::mmewalls	household survey household level data_final::mmewalls	34	Burnt brisk with plaster or cement
household survey household level data_final::eaves	household survey household level data_final::eaves	1	Open
household survey household level data_final::eaves	household survey household level data_final::eaves	2	Closed
household survey household level data_final::windows	household survey household level data_final::windows	0	No
household survey household level data_final::windows	household survey household level data_final::windows	1	Yes
household survey household level data_final::covered	household survey household level data_final::covered	-9	:::UNDEF:::
household survey household level data_final::covered	household survey household level data_final::covered	0	No
household survey household level data_final::covered	household survey household level data_final::covered	1	Yes
household survey household level data_final::electricity	household survey household level data_final::electricity	0	No
household survey household level data_final::electricity	household survey household level data_final::electricity	1	Yes
household survey household level data_final::radio	household survey household level data_final::radio	0	No
household survey household level data_final::radio	household survey household level data_final::radio	1	Yes
household survey household level data_final::cassette	household survey household level data_final::cassette	0	No
household survey household level data_final::cassette	household survey household level data_final::cassette	1	Yes
household survey household level data_final::tv	household survey household level data_final::tv	0	No
household survey household level data_final::tv	household survey household level data_final::tv	1	Yes
household survey household level data_final::fridge	household survey household level data_final::fridge	0	No
household survey household level data_final::tble	household survey household level data_final::tble	0	No
household survey household level data_final::tble	household survey household level data_final::tble	1	Yes
household survey household level data_final::chair	household survey household level data_final::chair	0	No
household survey household level data_final::chair	household survey household level data_final::chair	1	Yes
household survey household level data_final::sofa	household survey household level data_final::sofa	0	No
household survey household level data_final::sofa	household survey household level data_final::sofa	1	Yes
household survey household level data_final::bed	household survey household level data_final::bed	0	No
household survey household level data_final::bed	household survey household level data_final::bed	1	Yes
household survey household level data_final::cupboard	household survey household level data_final::cupboard	0	No
household survey household level data_final::cupboard	household survey household level data_final::cupboard	1	Yes
household survey household level data_final::clock	household survey household level data_final::clock	0	No
household survey household level data_final::clock	household survey household level data_final::clock	1	Yes
household survey household level data_final::mobile	household survey household level data_final::mobile	0	No
household survey household level data_final::mobile	household survey household level data_final::mobile	1	Yes
household survey household level data_final::watch	household survey household level data_final::watch	0	No
household survey household level data_final::watch	household survey household level data_final::watch	1	Yes
household survey household level data_final::bicycle	household survey household level data_final::bicycle	0	No
household survey household level data_final::bicycle	household survey household level data_final::bicycle	1	Yes
household survey household level data_final::scooter	household survey household level data_final::scooter	0	No
household survey household level data_final::scooter	household survey household level data_final::scooter	1	Yes
household survey household level data_final::car	household survey household level data_final::car	0	No
household survey household level data_final::mboat	household survey household level data_final::mboat	0	No
household survey household level data_final::nomboat	household survey household level data_final::nomboat	0	No
household survey household level data_final::bankacco	household survey household level data_final::bankacco	0	No
household survey household level data_final::bankacco	household survey household level data_final::bankacco	1	Yes
household survey household level data_final::internet	household survey household level data_final::internet	0	No
household survey household level data_final::internet	household survey household level data_final::internet	1	Yes
household survey household level data_final::smartphone	household survey household level data_final::smartphone	-9	:::UNDEF:::
household survey household level data_final::smartphone	household survey household level data_final::smartphone	1	Yes
household survey household level data_final::tablet	household survey household level data_final::tablet	-9	:::UNDEF:::
household survey household level data_final::tablet	household survey household level data_final::tablet	0	No
household survey household level data_final::laptop	household survey household level data_final::laptop	-9	:::UNDEF:::
household survey household level data_final::laptop	household survey household level data_final::laptop	0	No
household survey household level data_final::desktop	household survey household level data_final::desktop	-9	:::UNDEF:::
household survey household level data_final::desktop	household survey household level data_final::desktop	0	No
household survey household level data_final::numalandcat	household survey household level data_final::numalandcat	1	
household survey household level data_final::numalandcat	household survey household level data_final::numalandcat	2	
household survey household level data_final::numalandcat	household survey household level data_final::numalandcat	3	
household survey household level data_final::numalandcat	household survey household level data_final::numalandcat	4	
household survey household level data_final::hhmealscat	household survey household level data_final::hhmealscat	1	
household survey household level data_final::hhmealscat	household survey household level data_final::hhmealscat	2	
household survey household level data_final::hhmealscat	household survey household level data_final::hhmealscat	3	
household survey household level data_final::hhnumtcat	household survey household level data_final::hhnumtcat	0	
household survey household level data_final::hhnumtcat	household survey household level data_final::hhnumtcat	1	
household survey household level data_final::hhnumtcat	household survey household level data_final::hhnumtcat	2	
household survey household level data_final::hhnumtcat	household survey household level data_final::hhnumtcat	3	
household survey household level data_final::hhnumtcat	household survey household level data_final::hhnumtcat	4	
household survey household level data_final::hhpsf	household survey household level data_final::hhpsf	1	1. Never
household survey household level data_final::hhpsf	household survey household level data_final::hhpsf	2	2. Seldom
household survey household level data_final::hhpsf	household survey household level data_final::hhpsf	3	3. Sometimes
household survey household level data_final::hhpsf	household survey household level data_final::hhpsf	4	4. Often
household survey household level data_final::hhpsf	household survey household level data_final::hhpsf	5	5. Always
household survey household level data_final::dhfctycat	household survey household level data_final::dhfctycat	2	
household survey household level data_final::dhfctycat	household survey household level data_final::dhfctycat	3	
household survey household level data_final::mthfcty	household survey household level data_final::mthfcty	1	Car or motorcycle
household survey household level data_final::mthfcty	household survey household level data_final::mthfcty	4	Walking
household survey household level data_final::mthfcty	household survey household level data_final::mthfcty	5	Bicycle
household survey household level data_final::pspray	household survey household level data_final::pspray	0	No
household survey household level data_final::pspray	household survey household level data_final::pspray	1	Yes
household survey household level data_final::gpspray	household survey household level data_final::gpspray	0	No
household survey household level data_final::gpspray	household survey household level data_final::gpspray	1	Yes
household survey household level data_final::tspray	household survey household level data_final::tspray	-9	:::UNDEF:::
household survey household level data_final::ahwker	household survey household level data_final::ahwker	-7	Don't know
household survey household level data_final::ahwker	household survey household level data_final::ahwker	0	No
household survey household level data_final::ahwker	household survey household level data_final::ahwker	1	Yes
household survey household level data_final::amchwker	household survey household level data_final::amchwker	-9	:::UNDEF:::
household survey household level data_final::amchwker	household survey household level data_final::amchwker	-7	Don't know
household survey household level data_final::amchwker	household survey household level data_final::amchwker	0	No
household survey household level data_final::amchwker	household survey household level data_final::amchwker	1	Yes
household survey household level data_final::havenets	household survey household level data_final::havenets	0	No
household survey household level data_final::havenets	household survey household level data_final::havenets	1	Yes
household survey household level data_final::llincat	household survey household level data_final::llincat	0	
household survey household level data_final::llincat	household survey household level data_final::llincat	1	
household survey household level data_final::llincat	household survey household level data_final::llincat	2	
household survey household level data_final::llincat	household survey household level data_final::llincat	3	
household survey household level data_final::adequatenets	household survey household level data_final::adequatenets	0	No
household survey household level data_final::adequatenets	household survey household level data_final::adequatenets	1	Yes
household survey household level data_final::adequatellins	household survey household level data_final::adequatellins	0	No
household survey household level data_final::adequatellins	household survey household level data_final::adequatellins	1	Yes
household survey household level data_final::housetype	household survey household level data_final::housetype	1	
household survey household level data_final::housetype	household survey household level data_final::housetype	2	
household survey household level data_final::wealthcat	household survey household level data_final::wealthcat	1	
household survey household level data_final::wealthcat	household survey household level data_final::wealthcat	2	
household survey household level data_final::wealthcat	household survey household level data_final::wealthcat	3	
prism border cohort study expanded database::screening	prism border cohort study expanded database::screening	0	
prism border cohort study expanded database::screening	prism border cohort study expanded database::screening	1	
prism border cohort study expanded database::visittype	prism border cohort study expanded database::visittype	0	
prism border cohort study expanded database::visittype	prism border cohort study expanded database::visittype	1	Routine visit (done every 28 days)
prism border cohort study expanded database::visittype	prism border cohort study expanded database::visittype	2	Non-routine visit (all unscheduled visits)
prism border cohort study expanded database::childbearing	prism border cohort study expanded database::childbearing	0	No
prism border cohort study expanded database::childbearing	prism border cohort study expanded database::childbearing	1	Yes
prism border cohort study expanded database::pregnant	prism border cohort study expanded database::pregnant	-9	:::UNDEF:::
prism border cohort study expanded database::pregnant	prism border cohort study expanded database::pregnant	0	No
prism border cohort study expanded database::pregnant	prism border cohort study expanded database::pregnant	1	Yes
prism border cohort study expanded database::trimister	prism border cohort study expanded database::trimister	-9	:::UNDEF:::
prism border cohort study expanded database::trimister	prism border cohort study expanded database::trimister	1	1st trimester
prism border cohort study expanded database::trimister	prism border cohort study expanded database::trimister	2	2nd trimester
prism border cohort study expanded database::trimister	prism border cohort study expanded database::trimister	3	3rd trimester
prism border cohort study expanded database::careoutside	prism border cohort study expanded database::careoutside	0	No
prism border cohort study expanded database::careoutside	prism border cohort study expanded database::careoutside	1	Yes
prism border cohort study expanded database::wcaregiven1	prism border cohort study expanded database::wcaregiven1	-9	:::UNDEF:::
prism border cohort study expanded database::wcaregiven1	prism border cohort study expanded database::wcaregiven1	home	Home
prism border cohort study expanded database::diagnosis1	prism border cohort study expanded database::diagnosis1	-9	:::UNDEF:::
prism border cohort study expanded database::diagnosis1	prism border cohort study expanded database::diagnosis1	202	Malaria
prism border cohort study expanded database::diagnosis1	prism border cohort study expanded database::diagnosis1	Drug over-dose	Drug overdose
prism border cohort study expanded database::diagnosis1	prism border cohort study expanded database::diagnosis1	abdominal pain	Abdominal pain
prism border cohort study expanded database::diagnosis1	prism border cohort study expanded database::diagnosis1	fever	Fever
prism border cohort study expanded database::diagnosis1	prism border cohort study expanded database::diagnosis1	flu	Flu
prism border cohort study expanded database::bsdone1	prism border cohort study expanded database::bsdone1	-9	:::UNDEF:::
prism border cohort study expanded database::bsdone1	prism border cohort study expanded database::bsdone1	0	No
prism border cohort study expanded database::bsdone1	prism border cohort study expanded database::bsdone1	1	Yes
prism border cohort study expanded database::wcaregiven2	prism border cohort study expanded database::wcaregiven2	-9	:::UNDEF:::
prism border cohort study expanded database::diagnosis2	prism border cohort study expanded database::diagnosis2	-9	:::UNDEF:::
prism border cohort study expanded database::bsdone2	prism border cohort study expanded database::bsdone2	-9	:::UNDEF:::
prism border cohort study expanded database::osantimalarial	prism border cohort study expanded database::osantimalarial	0	No
prism border cohort study expanded database::osantimalarial	prism border cohort study expanded database::osantimalarial	1	Yes
prism border cohort study expanded database::antimalarial1	prism border cohort study expanded database::antimalarial1	-9	:::UNDEF:::
prism border cohort study expanded database::antimalarial1	prism border cohort study expanded database::antimalarial1	Artemether	Artemether
prism border cohort study expanded database::antimalarial1	prism border cohort study expanded database::antimalarial1	SP	Sulfadoxine-pyrimethamine
prism border cohort study expanded database::antimalarial1	prism border cohort study expanded database::antimalarial1	T.AL	Artemether-lumefantrine
prism border cohort study expanded database::dose1	prism border cohort study expanded database::dose1	-9	:::UNDEF:::
prism border cohort study expanded database::dose1	prism border cohort study expanded database::dose1	1	1
prism border cohort study expanded database::dose1	prism border cohort study expanded database::dose1	300mg	300 mg
prism border cohort study expanded database::dose1	prism border cohort study expanded database::dose1	40/240mg	40/240 mg
prism border cohort study expanded database::dose1	prism border cohort study expanded database::dose1	40mg	40 mg
prism border cohort study expanded database::antimalarial2	prism border cohort study expanded database::antimalarial2	-9	:::UNDEF:::
prism border cohort study expanded database::antimalarial2	prism border cohort study expanded database::antimalarial2	AL	Artemether-lumefantrine
prism border cohort study expanded database::dose2	prism border cohort study expanded database::dose2	-9	:::UNDEF:::
prism border cohort study expanded database::itnlastnight	prism border cohort study expanded database::itnlastnight	0	No
prism border cohort study expanded database::itnlastnight	prism border cohort study expanded database::itnlastnight	1	Yes
prism border cohort study expanded database::travelout	prism border cohort study expanded database::travelout	0	No
prism border cohort study expanded database::travelout	prism border cohort study expanded database::travelout	1	Yes
prism border cohort study expanded database::headofhh	prism border cohort study expanded database::headofhh	0	No
prism border cohort study expanded database::headofhh	prism border cohort study expanded database::headofhh	1	Yes
prism border cohort study expanded database::visitors	prism border cohort study expanded database::visitors	-9	:::UNDEF:::
prism border cohort study expanded database::visitors	prism border cohort study expanded database::visitors	0	No
prism border cohort study expanded database::visitors	prism border cohort study expanded database::visitors	1	Yes
prism border cohort study expanded database::muac	prism border cohort study expanded database::muac	-9	:::UNDEF:::
prism border cohort study expanded database::heartrate	prism border cohort study expanded database::heartrate	-9	:::UNDEF:::
prism border cohort study expanded database::sbp	prism border cohort study expanded database::sbp	-9	:::UNDEF:::
prism border cohort study expanded database::dbp	prism border cohort study expanded database::dbp	-9	:::UNDEF:::
prism border cohort study expanded database::resprate	prism border cohort study expanded database::resprate	-9	:::UNDEF:::
prism border cohort study expanded database::sp02	prism border cohort study expanded database::sp02	-9	:::UNDEF:::
prism border cohort study expanded database::fever	prism border cohort study expanded database::fever	0	No
prism border cohort study expanded database::fever	prism border cohort study expanded database::fever	1	Yes
prism border cohort study expanded database::febrile	prism border cohort study expanded database::febrile	0	No
prism border cohort study expanded database::febrile	prism border cohort study expanded database::febrile	1	Yes
prism border cohort study expanded database::fduration	prism border cohort study expanded database::fduration	-9	:::UNDEF:::
prism border cohort study expanded database::fatigue	prism border cohort study expanded database::fatigue	0	No
prism border cohort study expanded database::fatigue	prism border cohort study expanded database::fatigue	1	Yes
prism border cohort study expanded database::fatigue	prism border cohort study expanded database::fatigue	9	Can't assess
prism border cohort study expanded database::fmduration	prism border cohort study expanded database::fmduration	-9	:::UNDEF:::
prism border cohort study expanded database::abdominalpain	prism border cohort study expanded database::abdominalpain	0	No
prism border cohort study expanded database::abdominalpain	prism border cohort study expanded database::abdominalpain	1	Yes
prism border cohort study expanded database::abdominalpain	prism border cohort study expanded database::abdominalpain	9	Can't assess
prism border cohort study expanded database::apainduration	prism border cohort study expanded database::apainduration	-9	:::UNDEF:::
prism border cohort study expanded database::anorexia	prism border cohort study expanded database::anorexia	0	No
prism border cohort study expanded database::anorexia	prism border cohort study expanded database::anorexia	1	Yes
prism border cohort study expanded database::anorexia	prism border cohort study expanded database::anorexia	9	Can't assess
prism border cohort study expanded database::aduration	prism border cohort study expanded database::aduration	-9	:::UNDEF:::
prism border cohort study expanded database::vomiting	prism border cohort study expanded database::vomiting	0	No
prism border cohort study expanded database::vomiting	prism border cohort study expanded database::vomiting	1	Yes
prism border cohort study expanded database::vduration	prism border cohort study expanded database::vduration	-9	:::UNDEF:::
prism border cohort study expanded database::diarrhea	prism border cohort study expanded database::diarrhea	0	No
prism border cohort study expanded database::diarrhea	prism border cohort study expanded database::diarrhea	1	Yes
prism border cohort study expanded database::dduration	prism border cohort study expanded database::dduration	-9	:::UNDEF:::
prism border cohort study expanded database::cough	prism border cohort study expanded database::cough	0	No
prism border cohort study expanded database::cough	prism border cohort study expanded database::cough	1	Yes
prism border cohort study expanded database::cduration	prism border cohort study expanded database::cduration	-9	:::UNDEF:::
prism border cohort study expanded database::sob	prism border cohort study expanded database::sob	0	No
prism border cohort study expanded database::sobduration	prism border cohort study expanded database::sobduration	-9	:::UNDEF:::
prism border cohort study expanded database::headache	prism border cohort study expanded database::headache	0	No
prism border cohort study expanded database::headache	prism border cohort study expanded database::headache	1	Yes
prism border cohort study expanded database::headache	prism border cohort study expanded database::headache	9	Can't assess
prism border cohort study expanded database::hduration	prism border cohort study expanded database::hduration	-9	:::UNDEF:::
prism border cohort study expanded database::jointpains	prism border cohort study expanded database::jointpains	0	No
prism border cohort study expanded database::jointpains	prism border cohort study expanded database::jointpains	1	Yes
prism border cohort study expanded database::jointpains	prism border cohort study expanded database::jointpains	9	Can't assess
prism border cohort study expanded database::djointpains	prism border cohort study expanded database::djointpains	-9	:::UNDEF:::
prism border cohort study expanded database::muscleaches	prism border cohort study expanded database::muscleaches	0	No
prism border cohort study expanded database::muscleaches	prism border cohort study expanded database::muscleaches	1	Yes
prism border cohort study expanded database::muscleaches	prism border cohort study expanded database::muscleaches	9	Can't assess
prism border cohort study expanded database::mduration	prism border cohort study expanded database::mduration	-9	:::UNDEF:::
prism border cohort study expanded database::seizure	prism border cohort study expanded database::seizure	0	No
prism border cohort study expanded database::seizure	prism border cohort study expanded database::seizure	9	Can't assess
prism border cohort study expanded database::sduration	prism border cohort study expanded database::sduration	-9	:::UNDEF:::
prism border cohort study expanded database::labalgorithm	prism border cohort study expanded database::labalgorithm	1	2 mL EDTA for 2 aliquots plasma, 1 aliquot RBC pellet
prism border cohort study expanded database::labalgorithm	prism border cohort study expanded database::labalgorithm	2	6 mL EDTA for 2 aliquots plasma, 1 aliquot RBC pellet
prism border cohort study expanded database::labalgorithm	prism border cohort study expanded database::labalgorithm	5	6 mL EDTA for 2 aliquots plasma, 1 aliquot RBC pellet
prism border cohort study expanded database::labalgorithm	prism border cohort study expanded database::labalgorithm	6	2 mL EDTA + 10 mL heparin and 3 mL heparin for PBMCs
prism border cohort study expanded database::labalgorithm	prism border cohort study expanded database::labalgorithm	7	6 mL EDTA for 2 aliquots plasma, 1 aliquot RBC pellet + 3 mL heparin for membrane feeding
prism border cohort study expanded database::labalgorithm	prism border cohort study expanded database::labalgorithm	10	6 mL EDTA for 2 aliquots plasma, 1 aliquot RBC pellet
prism border cohort study expanded database::labalgorithm	prism border cohort study expanded database::labalgorithm	11	4 mL EDTA for 2 aliquots plasma, 1 aliquot RBC pellet + 3 mL heparin for membrane feeding
prism border cohort study expanded database::labalgorithm	prism border cohort study expanded database::labalgorithm	12	4 mL EDTA for 2 aliquots plasma, 1 aliquot RBC pellet + 3 mL heparin for parasite culture
prism border cohort study expanded database::labalgorithm	prism border cohort study expanded database::labalgorithm	16	2 mL EDTA + 8 mL heparin for PBMCs
prism border cohort study expanded database::labalgorithm	prism border cohort study expanded database::labalgorithm	88	
prism border cohort study expanded database::labalgorithm	prism border cohort study expanded database::labalgorithm	99	:::UNDEF:::
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	-9	:::UNDEF:::
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	1	Abscess
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	3	Anaemia - general
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	10	Arthritis
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	14	Burns
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	20	Cellulitis
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	25	Common cold or flu
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	27	Conjunctivitis
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	36	Dental abscess
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	41	Dermatitis - unspecified
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	43	Diarrhea - acute
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	46	Dysentery
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	47	Dyspepsia or gastritis
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	48	Pustular skin infection
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	58	Fracture (bone)
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	62	Gastroenteritis
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	65	Gingivitis - unspecified
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	69	Headache - unspecified
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	71	Helminth infection
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	80	Herpes simplex - genital 
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	111	Bacterial skin infection
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	122	Otitis media - suppurative
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	123	Pain
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	139	Pharyngitis
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	142	Pneumonia
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	151	Fever without source (FWS)
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	160	Septicaemia
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	164	Soft tissue injury
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	167	Stye
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	169	Tetanus
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	171	Tinea Capitis
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	172	Skin infection, fungal
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	174	Tonsillitis
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	183	Upper respiratory tract infection (URTI)
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	184	Urinary tract infection
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	188	Wound
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	193	Fever of unknown origin (FUO)
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	194	Abdominal pain - unspecified
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	202	Malaria
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	253	Poisoning
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	263	Pelvic inflammatory disease
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	269	Oligomenorrhea
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	305	Mastitis
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	314	Rash, allergic
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	332	Constipation
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	333	Pulp space infection
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	359	Insect bite
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	369	Hypertension
prism border cohort study expanded database::dx1code	prism border cohort study expanded database::dx1code	397	Hypotension
prism border cohort study expanded database::dx2code	prism border cohort study expanded database::dx2code	-9	:::UNDEF:::
prism border cohort study expanded database::dx2code	prism border cohort study expanded database::dx2code	3	Anaemia - general
prism border cohort study expanded database::dx2code	prism border cohort study expanded database::dx2code	25	Common cold or flu
prism border cohort study expanded database::dx2code	prism border cohort study expanded database::dx2code	27	Conjunctivitis
prism border cohort study expanded database::dx2code	prism border cohort study expanded database::dx2code	35	Dehydration
prism border cohort study expanded database::dx2code	prism border cohort study expanded database::dx2code	43	Diarrhea - acute
prism border cohort study expanded database::dx2code	prism border cohort study expanded database::dx2code	47	Dyspepsia or gastritis
prism border cohort study expanded database::dx2code	prism border cohort study expanded database::dx2code	48	Pustular skin infection
prism border cohort study expanded database::dx2code	prism border cohort study expanded database::dx2code	69	Headache - unspecified
prism border cohort study expanded database::dx2code	prism border cohort study expanded database::dx2code	71	Helminth infection
prism border cohort study expanded database::dx2code	prism border cohort study expanded database::dx2code	123	Pain
prism border cohort study expanded database::dx2code	prism border cohort study expanded database::dx2code	139	Pharyngitis
prism border cohort study expanded database::dx2code	prism border cohort study expanded database::dx2code	151	Fever without source (FWS)
prism border cohort study expanded database::dx2code	prism border cohort study expanded database::dx2code	172	Skin infection, fungal
prism border cohort study expanded database::dx2code	prism border cohort study expanded database::dx2code	183	Upper respiratory tract infection (URTI)
prism border cohort study expanded database::dx2code	prism border cohort study expanded database::dx2code	184	Urinary tract infection
prism border cohort study expanded database::dx2code	prism border cohort study expanded database::dx2code	188	Wound
prism border cohort study expanded database::dx2code	prism border cohort study expanded database::dx2code	192	Candidiasis - vaginal
prism border cohort study expanded database::dx2code	prism border cohort study expanded database::dx2code	202	Malaria
prism border cohort study expanded database::dx3code	prism border cohort study expanded database::dx3code	-9	:::UNDEF:::
prism border cohort study expanded database::dx3code	prism border cohort study expanded database::dx3code	3	Anaemia - general
prism border cohort study expanded database::dx3code	prism border cohort study expanded database::dx3code	183	Upper respiratory tract infection (URTI)
prism border cohort study expanded database::dx4code	prism border cohort study expanded database::dx4code	-9	:::UNDEF:::
prism border cohort study expanded database::dx5code	prism border cohort study expanded database::dx5code	-9	:::UNDEF:::
prism border cohort study expanded database::dx6code	prism border cohort study expanded database::dx6code	-9	:::UNDEF:::
prism border cohort study expanded database::dx7code	prism border cohort study expanded database::dx7code	-9	:::UNDEF:::
prism border cohort study expanded database::dx8code	prism border cohort study expanded database::dx8code	-9	:::UNDEF:::
prism border cohort study expanded database::malaria	prism border cohort study expanded database::malaria	1	Not applicable - no malaria diagnosed today
prism border cohort study expanded database::malaria	prism border cohort study expanded database::malaria	2	Artemether/lumefantrine - uncomplicated malaria and more than 14 days since last episode
prism border cohort study expanded database::malaria	prism border cohort study expanded database::malaria	3	Quinine or IV artesunate - Complicated malaria and more than 14 days since last episode
prism border cohort study expanded database::anymalaria	prism border cohort study expanded database::anymalaria	0	No
prism border cohort study expanded database::anymalaria	prism border cohort study expanded database::anymalaria	1	Yes
prism border cohort study expanded database::incidentmalaria	prism border cohort study expanded database::incidentmalaria	0	No
prism border cohort study expanded database::incidentmalaria	prism border cohort study expanded database::incidentmalaria	1	Yes
prism border cohort study expanded database::malariacat	prism border cohort study expanded database::malariacat	0	Blood smear not indicated
prism border cohort study expanded database::malariacat	prism border cohort study expanded database::malariacat	1	Negative blood smear
prism border cohort study expanded database::malariacat	prism border cohort study expanded database::malariacat	2	Asymptomatic parasitemia
prism border cohort study expanded database::malariacat	prism border cohort study expanded database::malariacat	3	Malaria
