colOrder,variable,dataFile,keepDiscard,definition,category,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,uniqueVar,dataSet,variable_dataFile,type,example,dateTime,formatCode,values,uniqueValueCount,percentMissing,flag
72,mosquito_net_ord,icemr_preliminarystudy_data_clean,keep,,,Ordinary net,NA,,,,Numeric,icemr_preliminarystudy_data_clean::mosquito_net_ord,Myanmar ICEMR,mosquito_net_ord,int,0,NA,NA,0 to 1,2,0.017262006,NA
76,mosquito_net_reg,icemr_preliminarystudy_data_clean,keep,,,C7c. Do you use this mosquito net regularly (at least 4-5 nights per week)?,NA,,,,Numeric,icemr_preliminarystudy_data_clean::mosquito_net_reg,Myanmar ICEMR,mosquito_net_reg,int,1,NA,NA,0 to 1,2,0.017262006,NA
75,mosquito_net_sleep,icemr_preliminarystudy_data_clean,keep,,,C7b. Did you sleep under this mosquito net last night?,NA,,,,Numeric,icemr_preliminarystudy_data_clean::mosquito_net_sleep,Myanmar ICEMR,mosquito_net_sleep,int,1,NA,NA,0 to 1,2,0.017262006,NA
92,nausea,icemr_preliminarystudy_data_clean,keep,,,Nausea,NA,,,,Numeric,icemr_preliminarystudy_data_clean::nausea,Myanmar ICEMR,nausea,int,0,NA,NA,0 to 9,3,0.53854042,NA
15,occupation,icemr_preliminarystudy_data_clean,keep,,,A5a. What is your main occupation?,NA,,,,Numeric,icemr_preliminarystudy_data_clean::occupation,Myanmar ICEMR,occupation,int,3,NA,NA,1 to 13,12,0.53854042,NA
14,occupation_type,icemr_preliminarystudy_data_clean,keep,,,A5. Type of main occupation,NA,,,,Numeric,icemr_preliminarystudy_data_clean::occupation_type,Myanmar ICEMR,occupation_type,int,1,NA,NA,1 to 2,2,0.53854042,NA
77,outsiders_num,icemr_preliminarystudy_data_clean,keep,,,D1. How many outsiders (not from your village) come into the village on a monthl,NA,,,,Numeric,icemr_preliminarystudy_data_clean::outsiders_num,Myanmar ICEMR,outsiders_num,int,9,NA,NA,0 to 9,5,0.53854042,NA
89,past_fever,icemr_preliminarystudy_data_clean,keep,,,"E1. In the past 2 months, have you had fever?",NA,,,,Numeric,icemr_preliminarystudy_data_clean::past_fever,Myanmar ICEMR,past_fever,int,0,NA,NA,0 to 1,2,0.53854042,NA
36,plantations,icemr_preliminarystudy_data_clean,keep,,,C2. Work at plantations (in last 3 months),NA,,,,Numeric,icemr_preliminarystudy_data_clean::plantations,Myanmar ICEMR,plantations,int,0,NA,NA,0 to 1,2,0,NA
41,plantations_dark,icemr_preliminarystudy_data_clean,keep,,,After dark,NA,,,,Numeric,icemr_preliminarystudy_data_clean::plantations_dark,Myanmar ICEMR,plantations_dark,int,0,NA,NA,0 to 1,2,0.732182533,NA
40,plantations_daytime,icemr_preliminarystudy_data_clean,keep,,,Daytime,NA,,,,Numeric,icemr_preliminarystudy_data_clean::plantations_daytime,Myanmar ICEMR,plantations_daytime,int,1,NA,NA,0 to 1,2,0.732353444,NA
42,plantations_duration,icemr_preliminarystudy_data_clean,keep,,,C2c. Duration of working at plantations,NA,,,,Numeric,icemr_preliminarystudy_data_clean::plantations_duration,Myanmar ICEMR,plantations_duration,int,2,NA,NA,1 to 3,3,0.732182533,NA
37,plantations_freq,icemr_preliminarystudy_data_clean,keep,,,C2a. Frequency of working at plantations,NA,,,,Numeric,icemr_preliminarystudy_data_clean::plantations_freq,Myanmar ICEMR,plantations_freq,int,2,NA,NA,1 to 3,3,0.732182533,NA
39,plantations_morning,icemr_preliminarystudy_data_clean,keep,,,Morning,NA,,,,Numeric,icemr_preliminarystudy_data_clean::plantations_morning,Myanmar ICEMR,plantations_morning,int,1,NA,NA,0 to 1,2,0.732182533,NA
38,plantations_sunrise,icemr_preliminarystudy_data_clean,keep,,,Before sunrise,NA,,,,Numeric,icemr_preliminarystudy_data_clean::plantations_sunrise,Myanmar ICEMR,plantations_sunrise,int,0,NA,NA,0 to 1,2,0.732182533,NA
5,positive,icemr_preliminarystudy_data_clean,keep,,,"DERIVED: Malaria Positive (Pf,Pf,or Pf+Pv)",NA,,,,Numeric,icemr_preliminarystudy_data_clean::positive,Myanmar ICEMR,positive,int,0,NA,NA,0 to 1,2,0,NA
12,pregnant,icemr_preliminarystudy_data_clean,keep,,,A3a. Are you pregnant?,NA,,,,Numeric,icemr_preliminarystudy_data_clean::pregnant,Myanmar ICEMR,pregnant,int,0,NA,NA,0 to 7,3,0.800205093,NA
98,prior_malaria_test,icemr_preliminarystudy_data_clean,keep,,,"E3. Other than today, in the past two months, did you receive a malaria test?",NA,,,,Numeric,icemr_preliminarystudy_data_clean::prior_malaria_test,Myanmar ICEMR,prior_malaria_test,int,0,NA,NA,0 to 9,3,0.53854042,NA
100,prior_malaria_test_para,icemr_preliminarystudy_data_clean,keep,,,E5. What was the type of malaria parasite detected?,NA,,,,Numeric,icemr_preliminarystudy_data_clean::prior_malaria_test_para,Myanmar ICEMR,prior_malaria_test_para,int,9,NA,NA,2 to 9,2,0.998803623,NA
99,prior_malaria_test_result,icemr_preliminarystudy_data_clean,keep,,,E4. What was the malaria test result?,NA,,,,Numeric,icemr_preliminarystudy_data_clean::prior_malaria_test_result,Myanmar ICEMR,prior_malaria_test_result,int,0,NA,NA,0 to 9,3,0.965305076,NA
28,rainy_frequent_travel_mode,icemr_preliminarystudy_data_clean,keep,,,B5. What mode of travel do you use most frequently to move around your village d,NA,,,,Numeric,icemr_preliminarystudy_data_clean::rainy_frequent_travel_mode,Myanmar ICEMR,rainy_frequent_travel_mode,int,3,NA,NA,1 to 10,5,0.53854042,NA
21,rainy_travel_less,icemr_preliminarystudy_data_clean,keep,,,B1d. Do you travel less during the rainy season?,NA,,,,Numeric,icemr_preliminarystudy_data_clean::rainy_travel_less,Myanmar ICEMR,rainy_travel_less,int,1,NA,NA,0 to 1,2,0.633566912,NA
50,refugee,icemr_preliminarystudy_data_clean,keep,,,C4. Travel to refugee camps (in last 3 months),NA,,,,Numeric,icemr_preliminarystudy_data_clean::refugee,Myanmar ICEMR,refugee,int,0,NA,NA,0 to 1,2,0,NA
55,refugee_dark,icemr_preliminarystudy_data_clean,keep,,,After dark,NA,,,,Numeric,icemr_preliminarystudy_data_clean::refugee_dark,Myanmar ICEMR,refugee_dark,int,0,NA,NA,0 to 1,2,0.746709964,NA
54,refugee_daytime,icemr_preliminarystudy_data_clean,keep,,,Daytime,NA,,,,Numeric,icemr_preliminarystudy_data_clean::refugee_daytime,Myanmar ICEMR,refugee_daytime,int,1,NA,NA,0 to 1,2,0.746880875,NA
56,refugee_duration,icemr_preliminarystudy_data_clean,keep,,,C4c. Duration of travel to refugee camps,NA,,,,Numeric,icemr_preliminarystudy_data_clean::refugee_duration,Myanmar ICEMR,refugee_duration,int,2,NA,NA,1 to 3,3,0.746709964,NA
51,refugee_freq,icemr_preliminarystudy_data_clean,keep,,,C4a. Frequency of travel to refugee camps,NA,,,,Numeric,icemr_preliminarystudy_data_clean::refugee_freq,Myanmar ICEMR,refugee_freq,int,2,NA,NA,1 to 3,3,0.746709964,NA
53,refugee_morning,icemr_preliminarystudy_data_clean,keep,,,Morning,NA,,,,Numeric,icemr_preliminarystudy_data_clean::refugee_morning,Myanmar ICEMR,refugee_morning,int,0,NA,NA,0 to 1,2,0.746709964,NA
52,refugee_sunrise,icemr_preliminarystudy_data_clean,keep,,,Before sunrise,NA,,,,Numeric,icemr_preliminarystudy_data_clean::refugee_sunrise,Myanmar ICEMR,refugee_sunrise,int,0,NA,NA,0 to 1,2,0.746709964,NA
13,residence,icemr_preliminarystudy_data_clean,keep,,,"A4. Residence (Have you lived in this village for > 6 months?)
",NA,,,,Numeric,icemr_preliminarystudy_data_clean::residence,Myanmar ICEMR,residence,int,1,NA,NA,0 to 1,2,0.53854042,NA
16,seasonal_occupation,icemr_preliminarystudy_data_clean,keep,,,A5b. Does your main occupation vary seasonally in the past one year?,NA,,,,Numeric,icemr_preliminarystudy_data_clean::seasonal_occupation,Myanmar ICEMR,seasonal_occupation,int,0,NA,NA,0 to 1,2,0.53854042,NA
11,sex,icemr_preliminarystudy_data_clean,keep,,,A3. Sex,NA,,,,Numeric,icemr_preliminarystudy_data_clean::sex,Myanmar ICEMR,sex,int,2,NA,NA,1 to 2,2,0.53854042,NA
2,site,icemr_preliminarystudy_data_clean,keep,,,Study Site,NA,,,,String,icemr_preliminarystudy_data_clean::site,Myanmar ICEMR,site,chr,DMR,NA,NA,"CHINA, DMR, DSMRC",3,0,NA
7,state,icemr_preliminarystudy_data_clean,keep,,,State/Region,NA,,,,Integer,icemr_preliminarystudy_data_clean::state,Myanmar ICEMR,state,int,101,NA,NA,101 to 301,3,0.000341822,NA
104,temp,icemr_preliminarystudy_data_clean,keep,,,F2. Interview enters measured body temperature (degree C),NA,,,,String,icemr_preliminarystudy_data_clean::temp,Myanmar ICEMR,temp,int,38,NA,NA,35 to 40,6,0.000341822,NA
8,township,icemr_preliminarystudy_data_clean,keep,,,Township,NA,,,,Integer,icemr_preliminarystudy_data_clean::township,Myanmar ICEMR,township,int,101,NA,NA,101 to 301,7,0,NA
82,twp_outside,icemr_preliminarystudy_data_clean,keep,,,D3. Have you traveled outside your township within your country during the last,NA,,,,Numeric,icemr_preliminarystudy_data_clean::twp_outside,Myanmar ICEMR,twp_outside,int,0,NA,NA,0 to 4,5,0.781404888,NA
84,twp_outside_freq,icemr_preliminarystudy_data_clean,keep,,,D3b. How many times have you traveled outside of your township in the past 6 mon,NA,,,,Numeric,icemr_preliminarystudy_data_clean::twp_outside_freq,Myanmar ICEMR,twp_outside_freq,int,0,NA,NA,0 to 4,3,0.905998975,NA
83,twp_outside_mode,icemr_preliminarystudy_data_clean,keep,,,D3a. What mode of travel did you use most frequently to travel outside your town,NA,,,,Numeric,icemr_preliminarystudy_data_clean::twp_outside_mode,Myanmar ICEMR,twp_outside_mode,int,4,NA,NA,1 to 10,6,0.905998975,NA
6,uspcr_result,icemr_preliminarystudy_data_clean,keep,,,usPCR Result (LAB),NA,,,,String,icemr_preliminarystudy_data_clean::uspcr_result,Myanmar ICEMR,uspcr_result,chr,Negative,NA,NA,"Negative, Pf, Pf + Pv, Pv",4,0,NA
111,venous_blood,icemr_preliminarystudy_data_clean,keep,,,F7. Interviewer enters if venous blood was collected,NA,,,,Numeric,icemr_preliminarystudy_data_clean::venous_blood,Myanmar ICEMR,venous_blood,int,0,NA,NA,0 to 1,2,0.53854042,NA
78,vil_outside,icemr_preliminarystudy_data_clean,keep,,,D2. Have you traveled outside your village within your township during the last,NA,,,,Numeric,icemr_preliminarystudy_data_clean::vil_outside,Myanmar ICEMR,vil_outside,int,4,NA,NA,0 to 6,7,0.53854042,NA
80,vil_outside_freq,icemr_preliminarystudy_data_clean,keep,,,D2b. How many times have you traveled outside your village in the past 6 months?,NA,,,,Numeric,icemr_preliminarystudy_data_clean::vil_outside_freq,Myanmar ICEMR,vil_outside_freq,int,1,NA,NA,0 to 3,4,0.811827038,NA
79,vil_outside_mode,icemr_preliminarystudy_data_clean,keep,,,D2a. What mode of travel did you use most frequently to travel outside your vill,NA,,,,Numeric,icemr_preliminarystudy_data_clean::vil_outside_mode,Myanmar ICEMR,vil_outside_mode,int,3,NA,NA,1 to 10,5,0.811827038,NA
3,visitnum,icemr_preliminarystudy_data_clean,keep,,,Visit #: 1-6,NA,,,,Numeric,icemr_preliminarystudy_data_clean::visitnum,Myanmar ICEMR,visitnum,int,1,NA,NA,1 to 6,6,0,NA
93,vomiting,icemr_preliminarystudy_data_clean,keep,,,Vomiting,NA,,,,Numeric,icemr_preliminarystudy_data_clean::vomiting,Myanmar ICEMR,vomiting,int,0,NA,NA,0 to 1,2,0.53854042,NA
57,water,icemr_preliminarystudy_data_clean,keep,,,C5. Do household chores that involve trips to water (in last 3 months) (e.g. was,NA,,,,Numeric,icemr_preliminarystudy_data_clean::water,Myanmar ICEMR,water,int,1,NA,NA,0 to 1,2,0,NA
62,water_dark,icemr_preliminarystudy_data_clean,keep,,,After dark,NA,,,,Numeric,icemr_preliminarystudy_data_clean::water_dark,Myanmar ICEMR,water_dark,int,0,NA,NA,0 to 1,2,0.316185267,NA
61,water_daytime,icemr_preliminarystudy_data_clean,keep,,,Daytime,NA,,,,Numeric,icemr_preliminarystudy_data_clean::water_daytime,Myanmar ICEMR,water_daytime,int,0,NA,NA,0 to 1,2,0.315672535,NA
63,water_duration,icemr_preliminarystudy_data_clean,keep,,,C5c. Duration of chores that involve trips to water,NA,,,,Numeric,icemr_preliminarystudy_data_clean::water_duration,Myanmar ICEMR,water_duration,int,1,NA,NA,1 to 3,3,0.315672535,NA
58,water_freq,icemr_preliminarystudy_data_clean,keep,,,C5a. Frequency of chores that involve trips to water,NA,,,,Numeric,icemr_preliminarystudy_data_clean::water_freq,Myanmar ICEMR,water_freq,int,1,NA,NA,1 to 3,3,0.315501624,NA
60,water_morning,icemr_preliminarystudy_data_clean,keep,,,Morning,NA,,,,Numeric,icemr_preliminarystudy_data_clean::water_morning,Myanmar ICEMR,water_morning,int,1,NA,NA,0 to 1,2,0.315672535,NA
59,water_sunrise,icemr_preliminarystudy_data_clean,keep,,,Before sunrise,NA,,,,Numeric,icemr_preliminarystudy_data_clean::water_sunrise,Myanmar ICEMR,water_sunrise,int,0,NA,NA,0 to 1,2,0.315672535,NA
17,work_distance,icemr_preliminarystudy_data_clean,keep,,,B1. How far away is your place of work or study?,NA,,,,Numeric,icemr_preliminarystudy_data_clean::work_distance,Myanmar ICEMR,work_distance,int,1,NA,NA,1 to 5,5,0.53854042,NA
23,work_home_time,icemr_preliminarystudy_data_clean,keep,,,"B1f. What time of day do you usually leave work or study to travel back home?
",NA,,,,Numeric,icemr_preliminarystudy_data_clean::work_home_time,Myanmar ICEMR,work_home_time,int,3,NA,NA,2 to 8,5,0.633566912,NA
24,work_overnight,icemr_preliminarystudy_data_clean,keep,,,B1g. Do you stay overnight for work or study?,NA,,,,Numeric,icemr_preliminarystudy_data_clean::work_overnight,Myanmar ICEMR,work_overnight,int,0,NA,NA,0 to 1,2,0.633566912,NA
18,work_travel_mode,icemr_preliminarystudy_data_clean,keep,,,B1a. What mode of travel do you use most frequently when you travel to work or s,NA,,,,Numeric,icemr_preliminarystudy_data_clean::work_travel_mode,Myanmar ICEMR,work_travel_mode,int,1,NA,NA,1 to 10,6,0.633566912,NA
19,work_travel_route,icemr_preliminarystudy_data_clean,keep,,,B1b. How would you describe the route you take to work or study during the dry s,NA,,,,Numeric,icemr_preliminarystudy_data_clean::work_travel_route,Myanmar ICEMR,work_travel_route,int,1,NA,NA,1 to 4,4,0.633566912,NA
20,work_travel_route_change,icemr_preliminarystudy_data_clean,keep,,,B1c. Does your route to work or study change in the rainy season?,NA,,,,Numeric,icemr_preliminarystudy_data_clean::work_travel_route_change,Myanmar ICEMR,work_travel_route_change,int,0,NA,NA,0 to 1,2,0.633566912,NA
22,work_travel_time,icemr_preliminarystudy_data_clean,keep,,,"B1e. What time of day do you usually leave for work or study?
",NA,,,,Numeric,icemr_preliminarystudy_data_clean::work_travel_time,Myanmar ICEMR,work_travel_time,int,2,NA,NA,1 to 7,3,0.633566912,NA
1,usubjid_masked,icemr_drugresistance_data,discard,,,NA,NA,,,,NA,icemr_drugresistance_data::usubjid_masked,Myanmar ICEMR,usubjid_masked,int,39331,NA,NA,11291 to 98742,57,0,duplicated variable
2,visit1,icemr_drugresistance_data,keep,,,NA,NA,,,,NA,icemr_drugresistance_data::visit1,Myanmar ICEMR,visit1,int,1,NA,NA,1 to 1,1,0,NA
3,visit2,icemr_drugresistance_data,keep,,,NA,NA,,,,NA,icemr_drugresistance_data::visit2,Myanmar ICEMR,visit2,int,1,NA,NA,0 to 888,3,0,NA
4,visit3,icemr_drugresistance_data,keep,,,NA,NA,,,,NA,icemr_drugresistance_data::visit3,Myanmar ICEMR,visit3,int,1,NA,NA,0 to 888,4,0,NA
5,visit4,icemr_drugresistance_data,keep,,,NA,NA,,,,NA,icemr_drugresistance_data::visit4,Myanmar ICEMR,visit4,int,1,NA,NA,0 to 999,4,0,NA
6,visit5,icemr_drugresistance_data,keep,,,NA,NA,,,,NA,icemr_drugresistance_data::visit5,Myanmar ICEMR,visit5,int,1,NA,NA,0 to 999,4,0,NA
7,visit6,icemr_drugresistance_data,keep,,,NA,NA,,,,NA,icemr_drugresistance_data::visit6,Myanmar ICEMR,visit6,int,1,NA,NA,0 to 999,4,0,NA
8,pvdhfr_i13,icemr_drugresistance_data,keep,,,NA,NA,,,,NA,icemr_drugresistance_data::pvdhfr_i13,Myanmar ICEMR,pvdhfr_I13,chr,I,NA,NA,I,1,0,NA
