"IRI","label","displayOrder","variable","dataFile","definition","category","parentLabel","parentIRI","codebookDescription","codebookValues","termType","replaces","unitLabel","unitIRI","hidden"
"http://purl.obolibrary.org/obo/ENVO_01000588","Sofa","","household survey household level data_final::sofa","household survey household level data_final","","Household","Assets","http://purl.obolibrary.org/obo/EUPATH_0000144","Does your household have a sofa set?","","value","","","",""
"http://purl.obolibrary.org/obo/ENVO_01000584","Table","","household survey household level data_final::tble","household survey household level data_final","","Household","Assets","http://purl.obolibrary.org/obo/EUPATH_0000144","Does your household have a table?","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0044110","Tablet computer","","household survey household level data_final::tablet","household survey household level data_final","","Household","Assets","http://purl.obolibrary.org/obo/EUPATH_0000144","Tablet","","value","","","",""
"http://purl.obolibrary.org/obo/ENVO_01000579","Television","","household survey household level data_final::tv","household survey household level data_final","","Household","Assets","http://purl.obolibrary.org/obo/EUPATH_0000144","Does your household have a television?","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000186","Watch","","household survey household level data_final::watch","household survey household level data_final","","Household","Assets","http://purl.obolibrary.org/obo/EUPATH_0000144","Does any member of your household own or have a watch?","","value","","","",""
"http://purl.obolibrary.org/obo/ENVO_01000744","Dwelling type","1","household survey household level data_final::housetype","household survey household level data_final","","Household","Dwelling characteristics","http://purl.obolibrary.org/obo/EUPATH_0000303","Type of house construction","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000015","Eaves","5","household survey household level data_final::eaves","household survey household level data_final","","Household","Dwelling characteristics","http://purl.obolibrary.org/obo/EUPATH_0000303","Type of eaves","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000006","Floor material","2","household survey household level data_final::mmfloor","household survey household level data_final","","Household","Dwelling characteristics","http://purl.obolibrary.org/obo/EUPATH_0000303","Main floor material","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000003","Roof material","4","household survey household level data_final::mmroof","household survey household level data_final","","Household","Dwelling characteristics","http://purl.obolibrary.org/obo/EUPATH_0000303","Main roof material","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000201","Sleeping places count","7","household survey household level data_final::hhspaces","household survey household level data_final","","Household","Dwelling characteristics","http://purl.obolibrary.org/obo/EUPATH_0000303","How many sleeping spaces?","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000025","Sleeping rooms in dwelling count","8","household survey household level data_final::hhrooms","household survey household level data_final","","Household","Dwelling characteristics","http://purl.obolibrary.org/obo/EUPATH_0000303","How many rooms used for sleeping?","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020171","Sleeping rooms with windows","9","household survey household level data_final::windows","household survey household level data_final","","Household","Dwelling characteristics","http://purl.obolibrary.org/obo/EUPATH_0000303","Household has windows","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000009","Wall material","3","household survey household level data_final::mmewalls","household survey household level data_final","","Household","Dwelling characteristics","http://purl.obolibrary.org/obo/EUPATH_0000303","Exterior wall material","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020212","Windows covered","6","household survey household level data_final::covered","household survey household level data_final","","Household","Dwelling characteristics","http://purl.obolibrary.org/obo/EUPATH_0000303","Windows covered","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020229","Community health worker has malaria medication","2","household survey household level data_final::amchwker","household survey household level data_final","The community health worker currently has malaria medicines available","Household","Dwelling environment","http://purl.obolibrary.org/obo/EUPATH_0010032","Does the community health worker have malaria medicines","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020230","Community health worker present","1","household survey household level data_final::ahwker","household survey household level data_final","A community health worker (community medicine distributor/CMD, village health team/VHT, community own resource person/CORP) distributes malaria medicines in the village or community","Household","Dwelling environment","http://purl.obolibrary.org/obo/EUPATH_0010032","Community health worker present","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020213","Health facility distance","3","household survey household level data_final::dhfcty","household survey household level data_final","Distance to the nearest health facility","Household","Dwelling environment","http://purl.obolibrary.org/obo/EUPATH_0010032","How far is it to the nearest health facility?","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020214","Health facility distance categorization","4","household survey household level data_final::dhfctycat","household survey household level data_final","","Household","Dwelling environment","http://purl.obolibrary.org/obo/EUPATH_0010032","Distance to nearest health facility categories","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020215","Market distance","6","household survey household level data_final::dmarkt","household survey household level data_final","","Household","Dwelling environment","http://purl.obolibrary.org/obo/EUPATH_0010032","How far is it to the nearest market place?","","variable","","km","http://purl.obolibrary.org/obo/EUPATH_0020260",""
"http://purl.obolibrary.org/obo/EUPATH_0020217","Transit to health facility","5","household survey household level data_final::mthfcty","household survey household level data_final","Method of transit used to reach nearest health facility","Household","Dwelling environment","http://purl.obolibrary.org/obo/EUPATH_0010032","How would you go to health facility","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000023","Cooking fuel","1","household survey household level data_final::fueltype","household survey household level data_final","","Household","Dwelling facilities","http://purl.obolibrary.org/obo/EUPATH_0000302","Fuel type used for cooking","","variable","","","",""
"http://purl.obolibrary.org/obo/OBI_0400065","Lighting source","2","household survey household level data_final::senergy","household survey household level data_final","","Household","Dwelling facilities","http://purl.obolibrary.org/obo/EUPATH_0000302","Main lighting energy source","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000596","Waste disposal","3","","","","Household","Dwelling facilities","http://purl.obolibrary.org/obo/EUPATH_0000302","","","category","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000029","Food problems per week","","household survey household level data_final::hhpsf","household survey household level data_final","","Household","Food security","http://purl.obolibrary.org/obo/EUPATH_0011683","How often in the last year did you have problems in  satisfying the  food needs","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000027","Meals per day","","household survey household level data_final::hhmeals","household survey household level data_final","","Household","Food security","http://purl.obolibrary.org/obo/EUPATH_0011683","How many meals does your household usually have per day?","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020237","Meals per day categorization","","household survey household level data_final::hhmealscat","household survey household level data_final","","Household","Food security","http://purl.obolibrary.org/obo/EUPATH_0011683","Number of meals per day","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000028","Meat meals per week","","household survey household level data_final::hhnumt","household survey household level data_final","","Household","Food security","http://purl.obolibrary.org/obo/EUPATH_0011683","In the past week, on how many days did the household eat meat?","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020238","Meat meals per week categorization","","household survey household level data_final::hhnumtcat","household survey household level data_final","","Household","Food security","http://purl.obolibrary.org/obo/EUPATH_0011683","Number of days eating meat in the past week","","variable","","","",""
"http://purl.obolibrary.org/obo/ENVO_00000004","Country","","country","","","Household","Geographic location","http://purl.obolibrary.org/obo/GAZ_00000448","","","derived","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0040014","Parish","2","household survey household level data_final::parish","household survey household level data_final","","Household","Geographic location","http://purl.obolibrary.org/obo/GAZ_00000448","Parish","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000054","Sub-county in Uganda","1","household survey household level data_final::district","household survey household level data_final","","Household","Geographic location","http://purl.obolibrary.org/obo/GAZ_00000448","District","","variable","","","",""
"http://purl.obolibrary.org/obo/ENVO_01000773","Village","3","household survey household level data_final::village","household survey household level data_final","","Household","Geographic location","http://purl.obolibrary.org/obo/GAZ_00000448","Village","","variable","","","","yes"
"http://purl.obolibrary.org/obo/EUPATH_0000303","Dwelling characteristics","","","","","Household","Household","http://purl.obolibrary.org/obo/PCO_0000024","","","category","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0010032","Dwelling environment","","","","","Household","Household","http://purl.obolibrary.org/obo/PCO_0000024","","","category","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000302","Dwelling facilities","","","","","Household","Household","http://purl.obolibrary.org/obo/PCO_0000024","","","category","","","",""
"http://purl.obolibrary.org/obo/GAZ_00000448","Geographic location","","","","","Household","Household","http://purl.obolibrary.org/obo/PCO_0000024","","","category","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020097","Household administrative information","","","","","Household","Household","http://purl.obolibrary.org/obo/PCO_0000024","","","category","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0021085","Household data collection date","","household survey household level data_final::surveydate","household survey household level data_final","","Household","Household","http://purl.obolibrary.org/obo/PCO_0000024","Date household survey done","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000341","Household vector intervention","","","","","Household","Household","http://purl.obolibrary.org/obo/PCO_0000024","","","category","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000731","Household water","","","","","Household","Household","http://purl.obolibrary.org/obo/PCO_0000024","","","category","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000304","Socioeconomic factors","","","","","Household","Household","http://purl.obolibrary.org/obo/PCO_0000024","","","category","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020247","Persons enrolled in study","","household survey household level data_final::ncohort","household survey household level data_final","Number of people within the household enrolled in the study","Household","Household administrative information","http://purl.obolibrary.org/obo/EUPATH_0020097","Number of  people enrolled in cohort","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020219","1 bednet per 2 people","5","household survey household level data_final::adequatenets","household survey household level data_final","","Household","Household vector intervention","http://purl.obolibrary.org/obo/EUPATH_0000341","At least 1 bednet per 2 persons","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020220","1 long-lasting ITN per 2 people","9","household survey household level data_final::adequatellins","household survey household level data_final","","Household","Household vector intervention","http://purl.obolibrary.org/obo/EUPATH_0000341","At least 1 LLIN per 2 persons","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020224","Asked permission for IRS in last 12 months","10","household survey household level data_final::pspray","household survey household level data_final","","Household","Household vector intervention","http://purl.obolibrary.org/obo/EUPATH_0000341","Asked permission to spray in past 12 months","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020225","Bednet count","2","household survey household level data_final::anynet","household survey household level data_final","","Household","Household vector intervention","http://purl.obolibrary.org/obo/EUPATH_0000341","Number of bednets per household","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020227","Bednets per person","3","household survey household level data_final::netsperperson","household survey household level data_final","","Household","Household vector intervention","http://purl.obolibrary.org/obo/EUPATH_0000341","Number of bednets per person","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020231","Time since last fumigation","12","household survey household level data_final::tspray","household survey household level data_final","","Household","Household vector intervention","http://purl.obolibrary.org/obo/EUPATH_0000341","How many months ago was the dwelling last sprayed?","","variable","","days","http://purl.obolibrary.org/obo/UO_0000033",""
"http://purl.obolibrary.org/obo/EUPATH_0020232","Household bednets","1","household survey household level data_final::havenets","household survey household level data_final","Household has bednets","Household","Household vector intervention","http://purl.obolibrary.org/obo/EUPATH_0000341","Does your household have any mosquito nets","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000400","Long-lasting ITN bednet count","6","household survey household level data_final::llin","household survey household level data_final","Asked when setting light traps at participant’s home","Household","Household vector intervention","http://purl.obolibrary.org/obo/EUPATH_0000341","Number of LLINs per household","1 - Yes
0 - No              2- Unknown","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020234","Long-lasting ITN bednet count categorization","7","household survey household level data_final::llincat","household survey household level data_final","","Household","Household vector intervention","http://purl.obolibrary.org/obo/EUPATH_0000341","Catergories of number of LLINs per household","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020235","Long-lasting ITN per person","8","household survey household level data_final::llinsperperson","household survey household level data_final","","Household","Household vector intervention","http://purl.obolibrary.org/obo/EUPATH_0000341","Number of LLINs per person","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0044155","Persons sleeping under bednet","4","household survey household level data_final::numundernet","household survey household level data_final","","Household","Household vector intervention","http://purl.obolibrary.org/obo/EUPATH_0000341","Number of cohort participants who slept under a net last night","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000441","Sprayed in the last 12 months","11","household survey household level data_final::gpspray","household survey household level data_final","Insecticide residual spraying in last 12 months","Household","Household vector intervention","http://purl.obolibrary.org/obo/EUPATH_0000341","IRS in the last 12 months","","variable","","","",""
"http://purl.obolibrary.org/obo/ENVO_00003064","Drinking water source","","household survey household level data_final::swater","household survey household level data_final","","Household","Household water","http://purl.obolibrary.org/obo/EUPATH_0000731","Main source of drinking water","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000026","Acres","","household survey household level data_final::numaland","household survey household level data_final","","Household","Socioeconomic factors","http://purl.obolibrary.org/obo/EUPATH_0000304","How many acres of agricultural land do members of this household own?","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020221","Acres categorization","","household survey household level data_final::numalandcat","household survey household level data_final","","Household","Socioeconomic factors","http://purl.obolibrary.org/obo/EUPATH_0000304","Acres of land owned categories","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000144","Assets","","","","","Household","Socioeconomic factors","http://purl.obolibrary.org/obo/EUPATH_0000304","","","multifilter","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0011683","Food security","","","","","Household","Socioeconomic factors","http://purl.obolibrary.org/obo/EUPATH_0000304","","","category","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000019","Persons living in house count","","household survey household level data_final::npeople","household survey household level data_final","","Household","Socioeconomic factors","http://purl.obolibrary.org/obo/EUPATH_0000304","Number of household members","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0011932","Socioeconomic status","","","","","Household","Socioeconomic factors","http://purl.obolibrary.org/obo/EUPATH_0000304","","","category","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000143","Household wealth index, categorical","","household survey household level data_final::wealthcat","household survey household level data_final","","Household","Socioeconomic status","http://purl.obolibrary.org/obo/EUPATH_0011932","Wealth categories","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000014","Household wealth index, numerical","","household survey household level data_final::wealthindex","household survey household level data_final","","Household","Socioeconomic status","http://purl.obolibrary.org/obo/EUPATH_0011932","Wealth index (continuous)","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000335","Human waste facilities","","household survey household level data_final::tfaclty","household survey household level data_final","","Household","Waste disposal","http://purl.obolibrary.org/obo/EUPATH_0000596","Toilet facility","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000738","Observation","","","","","Observation","","http://www.w3.org/2002/07/owl#Thing","","","category","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0028017","Overnight visitor since last visit","","prism border cohort study expanded database::visitors","prism border cohort study expanded database","","Observation","Activity","http://purl.obolibrary.org/obo/EUPATH_0022066","Any overnight visitors since last clinic visit","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0010075","Height","","prism border cohort study expanded database::height","prism border cohort study expanded database","","Participant","Anthropometry","http://purl.obolibrary.org/obo/EUPATH_0000649","Height in cm","","variable","","cm","http://purl.obolibrary.org/obo/UO_0000015",""
"http://purl.obolibrary.org/obo/EUPATH_0010084","MUAC","","prism border cohort study expanded database::muac","prism border cohort study expanded database","","Participant","Anthropometry","http://purl.obolibrary.org/obo/EUPATH_0000649","Mid-upper arm circumference","","variable","","cm","http://purl.obolibrary.org/obo/UO_0000015",""
"http://purl.obolibrary.org/obo/IAO_0000414","Weight","","prism border cohort study expanded database::weight","prism border cohort study expanded database","","Participant","Anthropometry","http://purl.obolibrary.org/obo/EUPATH_0000649","Weight in kg","","variable","EUPATH_0000732","kg","http://purl.obolibrary.org/obo/UO_0000009",""
"http://purl.obolibrary.org/obo/EUPATH_0020122","Total female Anopheles count","","prism border cohort study expanded database::totalanopheles","prism border cohort study expanded database","Total number of female anopheles caught in light trap","Observation","CDC light trap","http://purl.obolibrary.org/obo/OBI_0002926","Total number of female anopheles collected","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0020006","1-2 convulsions over 24h","","prism border cohort study expanded database::convulsions","prism border cohort study expanded database","","Observation","Complicated malaria signs","http://purl.obolibrary.org/obo/EUPATH_0020254","danger signs: 1-2 convulsions","1-Yes
0-No","value","","","",""
