"IRI","label","displayOrder","variable","dataFile","definition","category","parentLabel","parentIRI","codebookDescription","codebookValues","termType","replaces","unitLabel","unitIRI","is_featured","hidden"
"http://purl.obolibrary.org/obo/EUPATH_0030027","Ancylostomatoidea in stool aggregate data","","","","","Sample","Eukaryote in stool detection aggregate data","http://purl.obolibrary.org/obo/EUPATH_0030115","","","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0030028","Ascaris in stool aggregate data","","","","","Sample","Eukaryote in stool detection aggregate data","http://purl.obolibrary.org/obo/EUPATH_0030115","","","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0030116","Schistosoma in stool aggregate data","","","","","Sample","Eukaryote in stool detection aggregate data","http://purl.obolibrary.org/obo/EUPATH_0030115","","","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0030029","Trichuris in stool aggregate data","","","","","Sample","Eukaryote in stool detection aggregate data","http://purl.obolibrary.org/obo/EUPATH_0030115","","","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0011795","Blood test","","","","","Sample","Laboratory test","http://purl.obolibrary.org/obo/OGMS_0000056","","","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000724","Stool microbiology test","","","","","Sample","Laboratory test","http://purl.obolibrary.org/obo/OGMS_0000056","","","","","","","",""
"http://purl.obolibrary.org/obo/OGMS_0000056","Laboratory test","","","","","Sample","Sample","http://purl.obolibrary.org/obo/EUPATH_0000609","","","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0030023","Any Schistosoma mansoni, by microscopy","","sm_binary","score_sm_cohort_ken_tan_march3_2020","","Sample","Schistosoma in stool aggregate data","http://purl.obolibrary.org/obo/EUPATH_0030116","S. mansoni infection: Presence or Absence","","variable","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0030024","Mean Schistosoma mansoni count by microscopy","","mean_epg","score_sm_cohort_ken_tan_march3_2020","Mean Schistosoma mansoni eggs per gram, from all samples for this study participant","Sample","Schistosoma in stool aggregate data","http://purl.obolibrary.org/obo/EUPATH_0030116","Mean Schistosoma mansoni infection intensity (eggs per gram of stool): arithmetic mean of sm1a_epg, sm1b_epg, sm2a_epg, sm2b_epg, sm3a_epg, sm3b_epg","","variable","","eggs/g","","",""
"http://purl.obolibrary.org/obo/EUPATH_0030114","Aggregate organism in stool detection data","","","","","Sample","Stool microbiology test","http://purl.obolibrary.org/obo/EUPATH_0000724","","","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0030032","Any Trichuris trichiura, by microscopy","","trich_binary","score_sm_cohort_ken_tan_march3_2020","","Sample","Trichuris in stool aggregate data","http://purl.obolibrary.org/obo/EUPATH_0030029","Trichuris infection: Presence or Absence","","variable","","","","",""
