Term Ontology ID	Display Label	Term Parent Ontology ID	Term Parent display Label	Data Dictionary ID	Data Dictionary Label	Term Type
ICEMR_0101059	Have an existing illness?	EUPATH_0000309	Symptoms	INDIAN_0100059	existing_illness_yn	variable
ICEMR_0101060	Fever treatment location	EUPATH_0000309	Symptoms	INDIAN_0100060	fever_2wk_where_chk	variable
ICEMR_0101062	Duration of febrile	EUPATH_0000309	Symptoms	INDIAN_0100062	fever_48hr_numdays	variable
ICEMR_0101065	Family head?	EUPATH_0000307	Participant Study Details	INDIAN_0100065	head_yn	variable
ICEMR_0101070	Hospital registration #	EUPATH_0000307	Participant Study Details	INDIAN_0100070	igh_regnum	variable
ICEMR_0101071	Illness now?	EUPATH_0000309	Symptoms	INDIAN_0100071	illnow_yn	variable
ICEMR_0101072	Indoor residents	EUPATH_0000301	Dwelling Summary	INDIAN_0100072	indoor_residents_rad	variable
ICEMR_0101073	Freq larvicide in use	ICEMR_0000003	Vector Intervention	INDIAN_0100073	larvicide_in_use_rad	variable
ICEMR_0101074	Malaria in last 12 months?	OGMS_0000015	Clinical history	INDIAN_0100074	malaria_yn	variable
ICEMR_0101082	# Asexual parasite	OGMS_0000018	Laboratory Findings	INDIAN_0100082	mx_counts1	variable
ICEMR_0101083	# Sexual parasite	OGMS_0000018	Laboratory Findings	INDIAN_0100083	mx_counts2	variable
ICEMR_0101084	Parasite species	OGMS_0000018	Laboratory Findings	INDIAN_0100084	mx_species_chk	variable
ICEMR_0101085	Nationality	EUPATH_0000307	Participant Study Details	INDIAN_0100085	nationality	variable
ICEMR_0101086	Occupation	EUPATH_0000307	Participant Study Details	INDIAN_0100086	occupation	variable
ICEMR_0101087	Past year diagnosis	OGMS_0000015	Clinical history	INDIAN_0100087	pastyear_dx_chk	variable
ICEMR_0101088	# Malaria diagnosis past year	OGMS_0000015	Clinical history	INDIAN_0100088	pastyear_num_dx	variable
ICEMR_0101089	# Months since malaria diagnosis	OGMS_0000015	Clinical history	INDIAN_0100089	pastyear_num_mo	variable
ICEMR_0101090	Antimalarial drug treated?	OGMS_0000015	Clinical history	INDIAN_0100090	pastyear_treat_rad	variable
ICEMR_0101091	Antimalarial drug treated date	OGMS_0000015	Clinical history	INDIAN_0100091	pastyear_treatdate	variable
ICEMR_0101092	Antimalarial drug used	OGMS_0000015	Clinical history	INDIAN_0100092	pastyear_treatdrugs_chk	variable
ICEMR_0101093	Who treated you	OGMS_0000015	Clinical history	INDIAN_0100093	pastyear_treatwhere_chk	variable
ICEMR_0101094	PCR DNA Source	OGMS_0000018	Laboratory Findings	INDIAN_0100094	pcr_dna_source_rad	variable
ICEMR_0101095	Parasite species by PCR	OGMS_0000018	Laboratory Findings	INDIAN_0100095	pcr_species_chk	variable
ICEMR_0101096	Primary health center	EUPATH_0000307	Participant Study Details	INDIAN_0100096	phc	variable
ICEMR_0101098	Proverty line	EUPATH_0000304	Socioeconomic Factors	INDIAN_0100098	poverty_line	variable
ICEMR_0101099	No illness	OGMS_0000073	Diagnosis	INDIAN_0100099	No illness	variable
ICEMR_01010104	Falcivax RDT	OGMS_0000018	Laboratory Findings	INDIAN_0100104	rdt_falc_chk	variable
ICEMR_01010105	Optimal RDT	OGMS_0000018	Laboratory Findings	INDIAN_0100105	rdt_opt_chk	variable
ICEMR_01010106	Personal repellent	ICEMR_0000003	Vector Intervention	INDIAN_0100106	repellent_chk	variable
ICEMR_01010107	Resident status	EUPATH_0000307	Participant Study Details	INDIAN_0100107	resident_status_chk	variable
ICEMR_01010111	Sprayed in last 12 months	ICEMR_0000003	Vector Intervention	INDIAN_0100111	sprayed_chk	variable
ICEMR_01010112	State of birth	EUPATH_0000307	Participant Study Details	INDIAN_0100112	stateofbirth	variable
ICEMR_01010114	Take fever suppressant?	EUPATH_0000057	Medication	INDIAN_0100114	suppressant_now_yn	variable
ICEMR_01010133	Taluk	GAZ_00000448	Geographic location	INDIAN_0100133	taluk	variable
ICEMR_01010135	Visted country	ICEMR_0000002	Traveling Details	INDIAN_0100135	travel_2wk_country	variable
ICEMR_01010136	Visted district	ICEMR_0000002	Traveling Details	INDIAN_0100136	travel_2wk_district	variable
ICEMR_01010137	Visted state	ICEMR_0000002	Traveling Details	INDIAN_0100137	travel_2wk_state	variable
ICEMR_01010138	Visted taluk	ICEMR_0000002	Traveling Details	INDIAN_0100138	travel_2wk_taluk	variable
ICEMR_01010139	Visted village	ICEMR_0000002	Traveling Details	INDIAN_0100139	travel_2wk_village	variable
ICEMR_01010140	Travel in last 14 days?	ICEMR_0000002	Traveling Details	INDIAN_0100140	travel_2wk_yn	variable
ICEMR_01010143	Heathcare type	EUPATH_0000304	Socioeconomic Factors	INDIAN_0100143	typical_healthcare_chk	variable
ICEMR_01010144	Village	GAZ_00000448	Geographic location	INDIAN_0100144	village	variable
ICEMR_01010147	Zone #	GAZ_00000448	Geographic location	INDIAN_0100147	zone	variable
EUPATH_0000120	Age at time of enrollment	EUPATH_0000307	Participant Study Details	INDIAN_0100032	age	variable
EUPATH_0000113	Age at time of visit	EUPATH_0000310	Visit Details	INDIAN_0100033	age_fu	variable
EUPATH_0000001	Building material	EUPATH_0000303	Physical Characteristics	INDIAN_0100043	building_material_chk	variable
EUPATH_0000094	Household ID	EUPATH_0000307	Participant Study Details	INDIAN_0100045	cen_fid	variable
EUPATH_0000091	Date of visit	EUPATH_0000310	Visit Details	INDIAN_0100049	date	variable
EUPATH_0000191	Days since enrollment	EUPATH_0000310	Visit Details	INDIAN_0100050	days	variable
EUPATH_0000058	Malaria medication	EUPATH_0000057	Medication	INDIAN_0100053	drugs_2wk_codes	variable
EUPATH_0000311	Visit type	EUPATH_0000328	Visit	INDIAN_0100057	en_check_yn	variable
EUPATH_0000100	Fever (subjective)	EUPATH_0000309	Symptoms	INDIAN_0100061	fever_2wk_yn	variable
EUPATH_0000097	Febrile	EUPATH_0000309	Symptoms	INDIAN_0100063	fever_48hr_yn	variable
EUPATH_0000033	G6PD Genotype	EUPATH_0000306	Participant Genotype	INDIAN_0100064	gpd_rad	variable
IAO_0000408	Height	OGMS_0000083	Physical Examination	INDIAN_0100066	height	variable
EUPATH_0000047	Hemoglobin	OGMS_0000018	Laboratory Findings	INDIAN_0100067	hemocue	variable
EUPATH_0000019	# residents in dwelling	EUPATH_0000304	Socioeconomic Factors	INDIAN_0100068	household_size	variable
EUPATH_0000095	Participant ID	EUPATH_0000307	Participant Study Details	INDIAN_0100069	icid	variable
SNOMEDCT_40541001	Acute pulmonary edema	EUPATH_0000309	Symptoms	INDIAN_0100075	Acute pulmonary edema	variable
SNOMEDCT_371632003	Coma	EUPATH_0000309	Symptoms	INDIAN_0100076	Coma	variable
HP_0000952	Jaundice	EUPATH_0000309	Symptoms	INDIAN_0100077	Jaundice	variable
DOID_1074	Renal failure	EUPATH_0000309	Symptoms	INDIAN_0100078	Renal failure	variable
MEDDRA_10009119	Respiratory distress	EUPATH_0000309	Symptoms	INDIAN_0100079	Respiratory distress	variable
SYMP_0000007	Spontaneous bleeding	EUPATH_0000309	Symptoms	INDIAN_0100080	Spontaneous bleeding	variable
EUPATH_0000215	Severe anemia	EUPATH_0000309	Symptoms	INDIAN_0100081	Severe anemia (<5g/dl)	variable
OMIABIS_0000026	Zip code	GAZ_00000448	Geographic location	INDIAN_0100097	pincode	variable
EUPATH_0000089	Asymptomatic parasitemia	OGMS_0000073	Diagnosis	INDIAN_0100100	Asymptomatic malaria	variable
EUPATH_0000038	Uncomplicated malaria	OGMS_0000073	Diagnosis	INDIAN_0100101	Uncomplicated malaria	variable
EUPATH_0000043	Severe malaria	OGMS_0000073	Diagnosis	INDIAN_0100102	Severe malaria	variable
EUPATH_0000317	Other diagnosis	OGMS_0000073	Diagnosis	INDIAN_0100103	Illness other than malaria	variable
OBI_0100051	Specimen type	OGMS_0000018	Laboratory Findings	INDIAN_0100108	samples_chk	variable
PATO_0000047	Sex	EUPATH_0000307	Participant Study Details	INDIAN_0100109	sex	variable
EUPATH_0000095	Participant ID	EUPATH_0000307	Participant Study Details	INDIAN_0100110	sid	variable
OMIABIS_0000041	Street	GAZ_00000448	Geographic location	INDIAN_0100113	street	variable
HP_0002315	Headache	EUPATH_0000309	Symptoms	INDIAN_0100115	Headache	variable
SYMP_0019174	Chills	EUPATH_0000309	Symptoms	INDIAN_0100116	Chills	variable
SYMP_0000099	Aches or pains	EUPATH_0000309	Symptoms	INDIAN_0100117	Aches or pains	variable
SYMP_0019177	Fatigue	EUPATH_0000309	Symptoms	INDIAN_0100118	Fatigue	variable
HP_0002013	Vomiting	EUPATH_0000309	Symptoms	INDIAN_0100119	Vomiting	variable
SYMP_0000523	Anorexia	EUPATH_0000309	Symptoms	INDIAN_0100120	Lack of appetite	variable
SYMP_0000614	Cough	EUPATH_0000309	Symptoms	INDIAN_0100121	Cough	variable
SYMP_0000610	Dizziness	EUPATH_0000309	Symptoms	INDIAN_0100122	Dizziness	variable
HP_0000975	Sweating	EUPATH_0000309	Symptoms	INDIAN_0100123	Sweating	variable
HP_0002027	Abdominal pain	EUPATH_0000309	Symptoms	INDIAN_0100124	Abdominal pain	variable
DOID_13250	Diarrhea	EUPATH_0000309	Symptoms	INDIAN_0100125	Diarrhea	variable
HP_0003419	Lower back pain	EUPATH_0000309	Symptoms	INDIAN_0100126	Lower back pain	variable
MEDDRA/10015958	Eye pain	EUPATH_0000309	Symptoms	INDIAN_0100127	Eye pain	variable
HP_0000980	Paleness	EUPATH_0000309	Symptoms	INDIAN_0100128	Paleness	variable
HP_0100749	Chest pain	EUPATH_0000309	Symptoms	INDIAN_0100129	Chest pain	variable
DOID_0050486	Rash	EUPATH_0000309	Symptoms	INDIAN_0100130	Rash	variable
MEDDRA_10014020	Ear pain	EUPATH_0000309	Symptoms	INDIAN_0100131	Ear pain	variable
HP_0001744	Splenomegaly	EUPATH_0000309	Symptoms	INDIAN_0100132	Splenomegaly	variable
EUPATH_0000110	Temperature	OGMS_0000083	Physical Examination	INDIAN_0100134	temperature	variable
EUPATH_0000002	Dwelling type	EUPATH_0000301	Dwelling Summary	INDIAN_0100141	type_of_dwelling_rad	variable
EUPATH_0000003	Roof material	EUPATH_0000303	Physical Characteristics	INDIAN_0100142	type_of_roof_chk	variable
ENVO_00003064	Drinking water source	EUPATH_0000302	Facilities	INDIAN_0100145	water_supply_chk	variable
IAO_0000414	Weight	OGMS_0000083	Physical Examination	INDIAN_0100146	weight	variable
EUPATH_0000120	Age at time of enrollment	EUPATH_0000307	Participant Study Details	INDIAN_0100032-2	age_en	variable
ICEMR_0101037	Bednet treatment	ICEMR_0000003	Vector Intervention	INDIAN_0100037-2	bednet_chk	variable
EUPATH_0000094	Household ID	EUPATH_0000307	Participant Study Details	INDIAN_0100045-2	fid	variable
ICEMR_0101056	Education level	EUPATH_0000307	Participant Study Details	INDIAN_0100056-2	education_rad	variable
ICEMR_0101086	Occupation	EUPATH_0000307	Participant Study Details	INDIAN_0100086-2	occupation_rad	variable
ICEMR_0101090	Antimalarial drug treated?	OGMS_0000015	Clinical history	INDIAN_0100090-2	pastyear_treated_rad	variable
ICEMR_0101096	Primary health center	EUPATH_0000307	Participant Study Details	INDIAN_0100096-2	phc_chc	variable
ICEMR_01010104	Falcivax RDT	OGMS_0000018	Laboratory Findings	INDIAN_0100104-2	rdt_fv_chk	variable
ICEMR_01010105	Optimal RDT	OGMS_0000018	Laboratory Findings	INDIAN_0100105-2	rdt_op_chk	variable
PATO_0000047	Sex	EUPATH_0000307	Participant Study Details	INDIAN_0100109-2	sex_rad	variable
ICEMR_01010112	State of birth	EUPATH_0000307	Participant Study Details	INDIAN_0100112-2	state_birth	variable
