IRI,label,variable,dataset,definition,codebookValues,parentIRI,parentLabel,termType,replaces,category,ISA_Type,ISA_Parent
http://purl.obolibrary.org/obo/EUPATH_0000632,Skin lesion duration (days),Lesion Duration,Ciara_V1V3.txt,Describes how long a lesion was present before swabbing it,,http://purl.obolibrary.org/obo/EUPATH_0000610,Skin phenotype,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000617,Skin type swabbed,Site,Ciara_V1V3.txt,"Describes the type of skin swabbed (lesion, non-lesion (contralateral skin), etc)","Lesion, Border (adjacent to lesion), Normal (Contralateral skin)",http://purl.obolibrary.org/obo/OBI_0000659,Sample collection,variable,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/EUPATH_0000606,Subject ID,host_subject_id,Ciara_V1V3.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000611,Sample source,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/OBI_0001622,Title,title,Ciara_V1V3.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000605,Study summary,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),day_of_life,DailyBaby.txt,the animal's or human's age counted in days,,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0011036,Age 1st solid food given (days),age_first_solid_food_given_days,DailyBaby.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000580,Antibiotic exposure,antibiotic_exposure,DailyBaby.txt,was the host exposed to antibiotics?,,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009123,Antifungal exposure,antifungal_exposure,DailyBaby.txt,,,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000581,Baby's delivery mode,baby_delivery_mode,DailyBaby.txt,Method of delivery (newborn),,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000584,Child's diet,child_diet,DailyBaby.txt,"overall, what the main source of nutrition for the child?",,http://purl.obolibrary.org/obo/EUPATH_0011732,Diet,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/ENVO_00000004,Country,country,DailyBaby.txt,,,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,variable,OBI_0001627,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/ENVO_01000739,Habitat,env_feature,DailyBaby.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000587,Environment information,variable,ENVO_00002297,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/UBERON_0000466,Host body habitat,body_habitat,DailyBaby.txt,original body habitat where the sample was obtained from,,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/UBERON_0000463,Host body product,body_product,DailyBaby.txt,"substance produced by the body, e.g. stool, mucus, where the sample was obtained from. For Foundational Model of Anatomy Ontology (FMA) (v 3.1) terms, please see http://purl.bioontology.org/ontology/FMA",,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/UBERON_0000061,Host body site,body_site,DailyBaby.txt,name of body site where the sample was obtained from,,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/EUPATH_0000512,Host common name,host_common_name,DailyBaby.txt,"common name of the host, e.g. human",,http://purl.obolibrary.org/obo/EUPATH_0000589,Host information,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000602,Presence of pets or farm animals,presence_of_pets,DailyBaby.txt,"specification of presence of pets or farm animals in the environment of subject, if yes the animals should be specified; can include multiple animals present",,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/SO_0001000,Region of 16S rRNA sequenced,region,DailyBaby.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000603,Sequencing,variable,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/EUPATH_0000608,Sample collection device or method,sample_collection_method,DailyBaby.txt,The method or device employed for collecting the sample,,http://purl.obolibrary.org/obo/OBI_0000659,Sample collection,variable,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/OBI_0100051,Sample type,sample_type,DailyBaby.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000609,Sample,variable,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/PATO_0000047,Sex,sex,DailyBaby.txt,physical sex of the host,,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000606,Subject ID,subject_id,DailyBaby.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000611,Sample source,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009055,Age at BMI-for-age z-score measured (days),agedays_zBMI_last,DIABIMMUNE.txt,Age when the last BMI-for-age z-score was measured in days,,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009042,Age at diagnosis of type 1 diabetes,age_at_t1d_onset,DIABIMMUNE.txt,Age when the child was dianosed type 1 diabetes,,http://purl.obolibrary.org/obo/EUPATH_0022067,Diagnosis history,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009057,Age at first received apple (months),compound_apple,DIABIMMUNE.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk (months),variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009058,Age at first received banana (months),compound_banana,DIABIMMUNE.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk (months),variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009059,Age at first received barley (months),compound_barley,DIABIMMUNE.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk (months),variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009060,Age at first received beef (months),compound_beef,DIABIMMUNE.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk (months),variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009062,Age at first received berries (months),compound_berries,DIABIMMUNE.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk (months),variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009063,Age at first received cabbs (months),compound_cabbs,DIABIMMUNE.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk (months),variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009064,Age at first received carrot (months),compound_carrot,DIABIMMUNE.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk (months),variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009065,Age at first received corn (months),compound_corn,DIABIMMUNE.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk (months),variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009066,Age at first received cowsmilk (months),compound_cowsmilk,DIABIMMUNE.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk (months),variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009067,Age at first received egg (months),compound_egg,DIABIMMUNE.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk (months),variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009068,Age at first received fish (months),compound_fish,DIABIMMUNE.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk (months),variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009071,Age at first received milk products (months),compound_milkprod,DIABIMMUNE.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk (months),variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009072,Age at first received oat (months),compound_oat,DIABIMMUNE.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk (months),variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009073,Age at first received pear (months),compound_pear,DIABIMMUNE.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk (months),variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009074,Age at first received peas (months),compound_peas,DIABIMMUNE.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk (months),variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009075,Age at first received plum (months),compound_plum,DIABIMMUNE.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk (months),variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009076,Age at first received pork (months),compound_pork,DIABIMMUNE.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk (months),variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009077,Age at first received potato (months),compound_potato,DIABIMMUNE.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk (months),variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009078,Age at first received poultry (months),compound_poultry,DIABIMMUNE.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk (months),variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009079,Age at first received rice (months),compound_rice,DIABIMMUNE.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk (months),variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009080,Age at first received rye (months),compound_rye,DIABIMMUNE.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk (months),variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk (months),compound_solid_start_approx,DIABIMMUNE.txt,Approximate age in months when the child first received solid food or non-human milk.,,http://purl.obolibrary.org/obo/EUPATH_0011732,Diet,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009083,Age at first received sweet potato (months),compound_sweetpota,DIABIMMUNE.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk (months),variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009084,Age at first received tomato (months),compound_tomato,DIABIMMUNE.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk (months),variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009086,Age at first received wheat (months),compound_wheat,DIABIMMUNE.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk (months),variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009053,Age at height-for-age z-score measured (days),agedays_haz_last,DIABIMMUNE.txt,Age when the last height-for-age z-score was measured in days,,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009029,Age at sample collection (months),age_at_collection_months,DIABIMMUNE.txt,,,http://purl.obolibrary.org/obo/OBI_0000659,Sample collection,variable,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/EUPATH_0009041,Age at two autoantibodies positive,age_second_pos,DIABIMMUNE.txt,"Age when two different autoantibodies were measured positive, i.e. Seroconversion",,http://purl.obolibrary.org/obo/EUPATH_0022067,Diagnosis history,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009054,Age at weight-for-age z-score measured (days),agedays_waz_last,DIABIMMUNE.txt,Age when the last weight-for-age z-score was measured in days,,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000581,Baby's delivery mode,csection,DIABIMMUNE.txt,Method of delivery (newborn),,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000662,BMI-for-age z-score,zBMI_last,DIABIMMUNE.txt,BMI-for-age z-score at the last measurement point,,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009038,Breastfed duration (days),bf_length,DIABIMMUNE.txt,"Length of breastfeeding in days, i.e. total days of breastfeeding until weaning",,http://purl.obolibrary.org/obo/EUPATH_0011730,Breastfeeding,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009040,Child's diet first three days,milk_first_three_days,DIABIMMUNE.txt,"Milk feeding during the first three days of life: mother's breast milk, formula or something else (e.g. combination of beast milk and formula, or not reported)",,http://purl.obolibrary.org/obo/EUPATH_0011732,Diet,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/ENVO_00000004,Country,country,DIABIMMUNE.txt,,,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,variable,OBI_0001627,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009039,Exclusive breastfed duration (days),bf_length_exclusive,DIABIMMUNE.txt,"Length of exclusive breastfeeding, i.e. days until infant was introduced to solid food(s)",,http://purl.obolibrary.org/obo/EUPATH_0011730,Breastfeeding,variable,,Human,characteristicQualifier,Source
