Term Ontology ID	Display Label	Term Parent Ontology ID	Term Parent display Label	Data Dictionary Label (en)	Column Name (en)	Term Type	Data Dictionary ID	PRISM Preferred Label (en)	Prism Description	
http://purl.obolibrary.org/obo/EUPATH_0000307	Participant Study Details	http://purl.obolibrary.org/obo/EUPATH_0000096	Participant	Participant Study Details		category	PRISM_0000019	Participant Study Details		
http://purl.obolibrary.org/obo/EUPATH_0000303	Physical Characteristics	http://purl.obolibrary.org/obo/EUPATH_0000093	Dwelling	Physical Characteristics		category	PRISM_0000020	Physical Characteristics		
http://purl.obolibrary.org/obo/EUPATH_0000304	Socioeconomic Factors	http://purl.obolibrary.org/obo/EUPATH_0000093	Dwelling	Socioeconomic Factors		category	PRISM_0000021	Socioeconomic Factors		
http://purl.obolibrary.org/obo/EUPATH_0000326	Sporozoite Rate	http://purl.obolibrary.org/obo/EUPATH_0000312	Aggregated Entomological Measurement	Sporozoite Rate		category	PRISM_0000022	Sporozoite Rate		
http://purl.obolibrary.org/obo/EUPATH_0000325	Sporozoite Testing	http://purl.obolibrary.org/obo/EUPATH_0000313	Individual Entomogical Measurement	Sporozoite Testing		category	PRISM_0000023	Sporozoite Testing		
http://purl.obolibrary.org/obo/EUPATH_0000309	Symptoms and Signs	http://purl.obolibrary.org/obo/EUPATH_0000328	Visit	Symptoms and Signs		category	PRISM_0000024	Symptoms and Signs		
http://purl.obolibrary.org/obo/EUPATH_0000328	Visit	http://www.w3.org/2002/07/owl#Thing	Thing	Visit		category	PRISM_0000025	Visit		
http://purl.obolibrary.org/obo/EUPATH_0000310	Visit Details	http://purl.obolibrary.org/obo/EUPATH_0000328	Visit	Visit Details		category	PRISM_0000026	Visit Details		
http://purl.obolibrary.org/obo/OGMS_0000083	Physical Examination	http://purl.obolibrary.org/obo/EUPATH_0000328	Visit	Physical Examination		category	PRISM_0000027	Physical Examination		
http://purl.obolibrary.org/obo/HP_0002027	Abdominal pain	http://purl.obolibrary.org/obo/EUPATH_0000309	Symptoms	abdominalpain		variable	PRISM_0100001	Abdominal pain	Pain perceived to originate in the abdomen	
http://purl.obolibrary.org/obo/EUPATH_0000155	Anorexia duration	http://purl.obolibrary.org/obo/EUPATH_0000309	Symptoms	aduration		variable	PRISM_0100002	duration of anorexia		
http://purl.obolibrary.org/obo/EUPATH_0000120	Age at time of enrollment	http://purl.obolibrary.org/obo/EUPATH_0000307	Participant Study Details	age		variable	PRISM_0100003	Age at time of enrollment	Date of study participant's birth	
http://purl.obolibrary.org/obo/EUPATH_0000113	Age at time of visit	http://purl.obolibrary.org/obo/EUPATH_0000310	Visit Details	age since birth at time of visit		variable	PRISM_0100004	Age at time of visit		
http://purl.obolibrary.org/obo/EUPATH_0000018	Air bricks	http://purl.obolibrary.org/obo/EUPATH_0000303	Physical Characteristics	airbrickcat		variable	PRISM_0100005	Air bricks	Type of airbricks (if any)	
http://purl.obolibrary.org/obo/EUPATH_0000034	A-Thalassemia Genotype	http://purl.obolibrary.org/obo/EUPATH_0000306	Participant Genotype	alphathal		variable	PRISM_0100006	A-Thalassemia Genotype		
http://purl.obolibrary.org/obo/SYMP_0000523	Anorexia	http://purl.obolibrary.org/obo/EUPATH_0000309	Symptoms	Anorexia		variable	PRISM_0100007	Anorexia	A lack or loss of appetite for food (as a medical condition)	
http://purl.obolibrary.org/obo/EUPATH_0000038	Uncomplicated malaria	http://purl.obolibrary.org/obo/EUPATH_0000316	Malaria severity and basis	anymalaria		variable	PRISM_0100008	Uncomplicated malaria	Diagnosis of malaria (no evidence of complicated malaria)	
http://purl.obolibrary.org/obo/EUPATH_0000154	Abdominal pain duration	http://purl.obolibrary.org/obo/EUPATH_0000309	Symptoms	apainduration		variable	PRISM_0100009	duration of abdominal pain		
http://purl.obolibrary.org/obo/EUPATH_0000118	Ave Anopheles positive	http://purl.obolibrary.org/obo/EUPATH_0000326	Sporozoite Rate	Ave Anopheles Positive		variable	PRISM_0100010	Ave Anopheles positive	Average number of Anopheles with Plasmodium sporozoites	
http://purl.obolibrary.org/obo/EUPATH_0000117	Ave Anopheles tested	http://purl.obolibrary.org/obo/EUPATH_0000326	Sporozoite Rate	Ave Anopheles Tested		variable	PRISM_0100011	Ave Anopheles tested	Average number of Anopheles examined for sporozoites	
http://purl.obolibrary.org/obo/EUPATH_0000114	Ave parasite density (asymptomatic parasitemia)	http://purl.obolibrary.org/obo/EUPATH_0000305	Aggregated Visit Details	Ave Asymptomatic Parasite Density		variable	PRISM_0100012	Ave parasite density (asymptomatic parasitemia)		
http://purl.obolibrary.org/obo/EUPATH_0000115	Ave parasite density (malaria diagnosis)	http://purl.obolibrary.org/obo/EUPATH_0000305	Aggregated Visit Details	Ave Malaria Parasite Density		variable	PRISM_0100013	Ave parasite density (malaria diagnosis)		
http://purl.obolibrary.org/obo/EUPATH_0000119	% Anopheles positive	http://purl.obolibrary.org/obo/EUPATH_0000326	Sporozoite Rate	Ave Percent Anopheles Positive		variable	PRISM_0100014	% Anopheles positive	Average percent of Anopheles with Plasmodium sporozoites	
http://purl.obolibrary.org/obo/EUPATH_0000116	Human Biting Rate (HBR)	http://purl.obolibrary.org/obo/EUPATH_0000312	Aggregated Entomological Measurement	Ave_anopheles		variable	PRISM_0100015	Human Biting Rate (HBR)	Average number of Anopheles females trapped per night	
http://purl.obolibrary.org/obo/EUPATH_0000048	Asexual parasites present (microscopy)	http://purl.obolibrary.org/obo/OGMS_0000018	Laboratory Findings	Bsdich		variable	PRISM_0100016	Asexual parasites present (microscopy)	"Asexual parasites in the blood, as determined by microscopy"	
http://purl.obolibrary.org/obo/EUPATH_0000156	Cough duration	http://purl.obolibrary.org/obo/EUPATH_0000309	Symptoms	cduration		variable	PRISM_0100017	duration of cough		
http://purl.obolibrary.org/obo/EUPATH_0000036	Basis of complicated diagnosis	http://purl.obolibrary.org/obo/EUPATH_0000316	Malaria severity and basis	cmcategory		variable	PRISM_0100018	Basis of complicated diagnosis		
http://purl.obolibrary.org/obo/EUPATH_0000040	Complicated malaria	http://purl.obolibrary.org/obo/EUPATH_0000316	Malaria severity and basis	complicatedmalaria		variable	PRISM_0100019	Complicated malaria	"Diagnosis of malaria with danger signs including inability to sit up or stand, vomiting, unable to breastfeed or drink and lethargy, or criteria for severe malaria."	
http://purl.obolibrary.org/obo/SYMP_0000614	Cough	http://purl.obolibrary.org/obo/EUPATH_0000309	Symptoms	Cough		variable	PRISM_0100020	Cough		
http://purl.obolibrary.org/obo/EUPATH_0000319	Date of hospital admission	http://purl.obolibrary.org/obo/EUPATH_0000308	Hospitalization	date of hospital admission		variable	PRISM_0100021	Date of hospital admission		
http://purl.obolibrary.org/obo/EUPATH_0000320	Date of hospital discharge	http://purl.obolibrary.org/obo/EUPATH_0000308	Hospitalization	date of hospital discharge		variable	PRISM_0100022	Date of hospital discharge		
http://purl.obolibrary.org/obo/EUPATH_0000150	Date of death	http://purl.obolibrary.org/obo/EUPATH_0000307	Participant Study Details	dateofdeath		variable	PRISM_0100023	date of death		
http://purl.obolibrary.org/obo/EUPATH_0000191	Days since enrollment	http://purl.obolibrary.org/obo/EUPATH_0000310	Visit Details	dayssinceenrollment		variable	PRISM_0100024	Days since enrollment	Number of days from time of participant enrollment in study until current visit	
http://purl.obolibrary.org/obo/EUPATH_0000157	Diarrhea duration	http://purl.obolibrary.org/obo/EUPATH_0000309	Symptoms	dduration		variable	PRISM_0100025	duration of diarrhea		
http://purl.obolibrary.org/obo/EUPATH_0000089	Asymptomatic microscopic parasitemia	http://purl.obolibrary.org/obo/OGMS_0000073	Diagnosis	diagnosis of asymptomatic parasitemia		variable	PRISM_0100026	Asymptomatic microscopic parasitemia	Diagnosis based on presence of asexual parasites by microscopy in the absence of subjective fever or documented elevated temperature	
http://purl.obolibrary.org/obo/DOID_13250	Diarrhea	http://purl.obolibrary.org/obo/EUPATH_0000309	Symptoms	Diarrhea		variable	PRISM_0100027	Diarrhea	Abnormally increased frequency of loose or watery bowel movements	
http://purl.obolibrary.org/obo/EUPATH_0000194	Discparity	http://purl.obolibrary.org/obo/EUPATH_0000324	Mosquito Parity	discparity		variable	PRISM_0100028	Discparity	Number of female Anopheles dissected for parity in a collection	
http://purl.obolibrary.org/obo/EUPATH_0000054	Subcounty in Uganda	http://purl.obolibrary.org/obo/GAZ_00000448	Geographic location	DISTRICT		variable	PRISM_0100029	subcounty in Uganda	"Subcounty in Uganda (Walukuba<Jinja, Kihihi<Kanungu, Nagongera<Tororo)"	
http://purl.obolibrary.org/obo/EUPATH_0000161	Joint pains duration	http://purl.obolibrary.org/obo/EUPATH_0000309	Symptoms	djointpains		variable	PRISM_0100030	duration of joint pains		
http://purl.obolibrary.org/obo/EUPATH_0000032	Date of birth	http://purl.obolibrary.org/obo/EUPATH_0000307	Participant Study Details	DOB		variable	PRISM_0100031	date of birth		
http://purl.obolibrary.org/obo/EUPATH_0000321	Diagnosis at discharge	http://purl.obolibrary.org/obo/EUPATH_0000308	Hospitalization	Diagnosis at discharge		variable	PRISM_0100032	Diagnosis at discharge		
http://purl.obolibrary.org/obo/EUPATH_0000333	Easting coordinate	http://purl.obolibrary.org/obo/GAZ_00000448	Geographic location	easting		variable	PRISM_0100033			
http://purl.obolibrary.org/obo/EUPATH_0000015	Eaves	http://purl.obolibrary.org/obo/EUPATH_0000303	Physical Characteristics	eaves		variable	PRISM_0100034	Eaves	Nature of eaves (exposure to outside air)	
http://purl.obolibrary.org/obo/EUPATH_0000151	Enrollment date	http://purl.obolibrary.org/obo/EUPATH_0000307	Participant Study Details	enrollperiod		variable	PRISM_0100035	Enrollment date	Date participant first enrolled in study	
http://purl.obolibrary.org/obo/SYMP_0019177	Fatigue	http://purl.obolibrary.org/obo/EUPATH_0000309	Symptoms	Fatigue		variable	PRISM_0100036	Fatigue	Fatigue or malaise	
http://purl.obolibrary.org/obo/EUPATH_0000164	Subjective fever duration	http://purl.obolibrary.org/obo/EUPATH_0000309	Symptoms	fduration		variable	PRISM_0100037	duration of subjective fever		
http://purl.obolibrary.org/obo/EUPATH_0000097	Febrile	http://purl.obolibrary.org/obo/EUPATH_0000309	Symptoms	febrile		variable	PRISM_0100038	Febrile	Elevated temperature or subjective fever	
http://purl.obolibrary.org/obo/EUPATH_0000192	Fed A. funestus	http://purl.obolibrary.org/obo/EUPATH_0000322	Anopheles funestus	fedfunes		variable	PRISM_0100039	Fed A. funestus	Number of female Anopheles funestus with a recent blood meal	
http://purl.obolibrary.org/obo/EUPATH_0000193	Fed A. gambiae	http://purl.obolibrary.org/obo/EUPATH_0000323	Anopheles gambiae sl	fedgamb		variable	PRISM_0100040	Fed A. gambiae	Number of female Anopheles gambiae with a recent blood meal	
http://purl.obolibrary.org/obo/EUPATH_0000200	Anopheles Other	http://purl.obolibrary.org/obo/EUPATH_0000313	Individual Entomogical Measurement	femotherano		variable	PRISM_0100041	Anopheles Other	Number of other female Anopheles species	
http://purl.obolibrary.org/obo/EUPATH_0000100	Fever (subjective)	http://purl.obolibrary.org/obo/EUPATH_0000309	Symptoms	fever		variable	PRISM_0100042	Fever (subjective)	"Subjective fever, as reported by the study participant or their parent/guardian"	
http://purl.obolibrary.org/obo/EUPATH_0000006	Floor material	http://purl.obolibrary.org/obo/EUPATH_0000303	Physical Characteristics	floortype		variable	PRISM_0100043	Floor material	Primary material of floors	
http://purl.obolibrary.org/obo/EUPATH_0000158	Fatigue duration	http://purl.obolibrary.org/obo/EUPATH_0000309	Symptoms	fmduration		variable	PRISM_0100044	duration of fatigue		
http://purl.obolibrary.org/obo/EUPATH_0000023	Cooking fuel	http://purl.obolibrary.org/obo/EUPATH_0000302	Facilities	FUELTYPE		variable	PRISM_0100045	Cooking fuel	Primary fuel used for cooking	
http://purl.obolibrary.org/obo/EUPATH_0000202	Unable to assess A. funestus	http://purl.obolibrary.org/obo/EUPATH_0000322	Anopheles funestus	funesunableassess		variable	PRISM_0100046	Unable to assess A. funestus	Number of Anopheles funestus that could not be assessed	
http://purl.obolibrary.org/obo/EUPATH_0000033	G6PD Genotype	http://purl.obolibrary.org/obo/EUPATH_0000306	Participant Genotype	G6PD		variable	PRISM_0100047	G6PD Genotype		
http://purl.obolibrary.org/obo/EUPATH_0000203	Unable to assess A. gambiae	http://purl.obolibrary.org/obo/EUPATH_0000323	Anopheles gambiae sl	gambiaeunableassess		variable	PRISM_0100048	Unable to assess A. gambiae	Number of Anopheles gambiae that could not be assessed	
http://purl.obolibrary.org/obo/EUPATH_0000207	Gametocytes present (microscopy)	http://purl.obolibrary.org/obo/OGMS_0000018	Laboratory Findings	gametocytes		variable	PRISM_0100049	Gametocytes present (microscopy)		
http://purl.obolibrary.org/obo/PATO_0000047	Sex	http://purl.obolibrary.org/obo/EUPATH_0000096	Participant	gender		variable	PRISM_0100050	Sex		
http://purl.obolibrary.org/obo/EUPATH_0000197	Gravid A. funestus	http://purl.obolibrary.org/obo/EUPATH_0000322	Anopheles funestus	gravidfunes		variable	PRISM_0100051	Gravid A. funestus	Number of gravid or semi-gravid Anopheles funestus	
http://purl.obolibrary.org/obo/EUPATH_0000198	Gravid A. gambiae	http://purl.obolibrary.org/obo/EUPATH_0000323	Anopheles gambiae sl	gravidgamb		variable	PRISM_0100052	Gravid A. gambiae	Number of gravid or semi-gravid Anopheles gambiae	
http://purl.obolibrary.org/obo/EUPATH_0000035	HbS Genotype	http://purl.obolibrary.org/obo/EUPATH_0000306	Participant Genotype	hbs		variable	PRISM_0100053	HbS Genotype		
http://purl.obolibrary.org/obo/EUPATH_0000159	Headache duration	http://purl.obolibrary.org/obo/EUPATH_0000309	Symptoms	hduration		variable	PRISM_0100054	duration of headache		
http://purl.obolibrary.org/obo/HP_0002315	Headache	http://purl.obolibrary.org/obo/EUPATH_0000309	Symptoms	Headache		variable	PRISM_0100055	Headache	"Cephalgia, or pain sensed in various parts of the head, not confined to the area of distribution of any nerve"	
http://purl.obolibrary.org/obo/IAO_0000408	Height	http://purl.obolibrary.org/obo/OGMS_0000083	Physical Examination	height		variable	PRISM_0100056	Height		
http://purl.obolibrary.org/obo/EUPATH_0000047	Hemoglobin	http://purl.obolibrary.org/obo/OGMS_0000018	Laboratory Findings	hemoglobin		variable	PRISM_0100057	Hemoglobin	Blood hemoglobin (g/dl)	
http://purl.obolibrary.org/obo/EUPATH_0000094	Household ID	http://purl.obolibrary.org/obo/EUPATH_0000307	Participant Study Details	hhid		variable	PRISM_0100058	Household ID		
http://purl.obolibrary.org/obo/EUPATH_0000027	# meals / day	http://purl.obolibrary.org/obo/EUPATH_0000304	Socioeconomic Factors	HHMEALS		variable	PRISM_0100059	# meals / day	Number of meals eaten by household on an average day	
http://purl.obolibrary.org/obo/EUPATH_0000028	# meat meals / week	http://purl.obolibrary.org/obo/EUPATH_0000304	Socioeconomic Factors	HHNUMT		variable	PRISM_0100060	# meat meals / week	Number of meals per week that household eats meat	
http://purl.obolibrary.org/obo/EUPATH_0000029	Food problems / week	http://purl.obolibrary.org/obo/EUPATH_0000304	Socioeconomic Factors	HHPSF		variable	PRISM_0100061	Food problems / week	Number of times per week that household has difficulty in satisfying food needs	
http://purl.obolibrary.org/obo/EUPATH_0000025	# rooms	http://purl.obolibrary.org/obo/EUPATH_0000303	Physical Characteristics	HHROOMS		variable	PRISM_0100062	# rooms	Number of rooms in dwelling used for sleeping (scalar measurement)	
http://purl.obolibrary.org/obo/EUPATH_0000201	# sleeping places	http://purl.obolibrary.org/obo/EUPATH_0000303	Physical Characteristics	HHSPACES		variable	PRISM_0100063	# sleeping places	"How many sleeping spaces (mats, mattresses, beds are available in your household? (scalar measurement)"	
http://purl.obolibrary.org/obo/EUPATH_0000002	Dwelling type	http://purl.obolibrary.org/obo/EUPATH_0000301	Dwelling Summary	housetype		variable	PRISM_0100064	Dwelling type	"Nature of accommodation (building; part of building; caravan, houseboat or other mobile accommodation; etc)"	
http://purl.obolibrary.org/obo/EUPATH_0000216	ITN last night	http://purl.obolibrary.org/obo/EUPATH_0000310	Visit Details	itnlastnight		variable	PRISM_0100065	ITN last night	Slept in an insectside treated net last night?	
http://purl.obolibrary.org/obo/HP_0000952	Jaundice	http://purl.obolibrary.org/obo/EUPATH_0000309	Symptoms	Jaundice		variable	PRISM_0100066	Jaundice	"Yellow pigmentation of the skin or sclera due to bilirubin, the result of increased bilirubin in the bloodstream"	
http://purl.obolibrary.org/obo/EUPATH_0000160	Jaundice duration	http://purl.obolibrary.org/obo/EUPATH_0000309	Symptoms	jduration		variable	PRISM_0100067	duration of jaundice		
http://purl.obolibrary.org/obo/SYMP_0000064	Joint pains	http://purl.obolibrary.org/obo/EUPATH_0000309	Symptoms	jointpains		variable	PRISM_0100068	Joint pains		
http://purl.obolibrary.org/obo/EUPATH_0000152	Last date observed	http://purl.obolibrary.org/obo/EUPATH_0000307	Participant Study Details	lastdate		variable	PRISM_0100069	Last date observed	Date participant last seen in study	
http://purl.obolibrary.org/obo/EUPATH_0000090	Symptomatic malaria	http://purl.obolibrary.org/obo/OGMS_0000073	Diagnosis	Malaria		variable	PRISM_0100070	Symptomatic malaria	a positive blood smear with subjective fever or elevated temperature resulting in antimalarial treatment	
http://purl.obolibrary.org/obo/EUPATH_0000058	Malaria medication	http://purl.obolibrary.org/obo/EUPATH_0000057	Medication	malaria medication		variable	PRISM_0100071	Malaria medication	Malaria medication only	
http://purl.obolibrary.org/obo/EUPATH_0000162	Muscle aches duration	http://purl.obolibrary.org/obo/EUPATH_0000309	Symptoms	mduration		variable	PRISM_0100072	duration of muscle aches		
http://purl.obolibrary.org/obo/EUPATH_0000091	Date of visit	http://purl.obolibrary.org/obo/EUPATH_0000310	Visit Details	monthyear		variable	PRISM_0100073	Date of visit	Month and year	
http://purl.obolibrary.org/obo/EUPATH_0000252	Muscle aches	http://purl.obolibrary.org/obo/EUPATH_0000309	Symptoms	muscleaches		variable	PRISM_0100074	Muscle aches		
http://purl.obolibrary.org/obo/EUPATH_0000318	Admitting hospital	http://purl.obolibrary.org/obo/EUPATH_0000308	Hospitalization	NOH		variable	PRISM_0100075	Admitting hospital		
http://purl.obolibrary.org/obo/EUPATH_0000059	Non-malaria medication	http://purl.obolibrary.org/obo/EUPATH_0000057	Medication	non-malaria medication		variable	PRISM_0100076	Non-malaria medication	Non-malaria medication only	
http://purl.obolibrary.org/obo/EUPATH_0000334	Northing coordinate	http://purl.obolibrary.org/obo/GAZ_00000448	Geographic location	northing		variable	PRISM_0100077			
http://purl.obolibrary.org/obo/EUPATH_0000195	Nulliparous	http://purl.obolibrary.org/obo/EUPATH_0000324	Mosquito Parity	nulliparous		variable	PRISM_0100078	Nulliparous	Female anophelesÊ that have never layed eggs	
http://purl.obolibrary.org/obo/EUPATH_0000134	Num Collections	http://purl.obolibrary.org/obo/EUPATH_0000312	Aggregated Entomological Measurement	num collections		variable	PRISM_0100079	Num Collections	Total number of nosquito collections per ?????	
http://purl.obolibrary.org/obo/EUPATH_0000026	# acres	http://purl.obolibrary.org/obo/EUPATH_0000304	Socioeconomic Factors	NUMALAND		variable	PRISM_0100080	# acres	Size of property (in acres)	
http://purl.obolibrary.org/obo/EUPATH_0000218	Total Anopheles positive	http://purl.obolibrary.org/obo/EUPATH_0000325	Sporozoite Testing	numberpositive		variable	PRISM_0100081	Total Anopheles positive	Total number of Anopheles with Plasmodium sporozoites	
http://purl.obolibrary.org/obo/EUPATH_0000217	Total Anopheles tested	http://purl.obolibrary.org/obo/EUPATH_0000325	Sporozoite Testing	numbertested		variable	PRISM_0100082	Total Anopheles tested	Total number of Anopheles examined for sporozoites	
http://purl.obolibrary.org/obo/EUPATH_0000019	# residents in dwelling	http://purl.obolibrary.org/obo/EUPATH_0000304	Socioeconomic Factors	NUMPEOP		variable	PRISM_0100083	# residents in dwelling	Number of people in household (scalar measurement)	
http://purl.obolibrary.org/obo/EUPATH_0000092	Asexual parasite density	http://purl.obolibrary.org/obo/OGMS_0000018	Laboratory Findings	parasitedensity		variable	PRISM_0100084	Asexual parasite density	Number of asexual parasites in the blood (counts per microliter)	
http://purl.obolibrary.org/obo/EUPATH_0000196	Parous	http://purl.obolibrary.org/obo/EUPATH_0000324	Mosquito Parity	parous		variable	PRISM_0100085	Parous	Female anopheles that have layed eggs before or are pregnant	
http://purl.obolibrary.org/obo/OGMS_0000015	Other medical complaint	http://purl.obolibrary.org/obo/EUPATH_0000309	Symptoms	rfa		variable	PRISM_0100086	Other medical complaint		
http://purl.obolibrary.org/obo/EUPATH_0000003	Roof material	http://purl.obolibrary.org/obo/EUPATH_0000303	Physical Characteristics	rooftype		variable	PRISM_0100087	Roof material	Primary material of roof	
http://purl.obolibrary.org/obo/OBI_0100051	Specimen type	http://purl.obolibrary.org/obo/OGMS_0000018	Laboratory Findings	sample_type		variable	PRISM_0100088	Specimen type	Type of sample/specimen collected during a clinical visit	
http://purl.obolibrary.org/obo/EUPATH_0000219	Time of screening	http://purl.obolibrary.org/obo/EUPATH_0000307	Participant Study Details	screening		variable	PRISM_0100089	Time of screening		
http://purl.obolibrary.org/obo/EUPATH_0000163	Seizures duration	http://purl.obolibrary.org/obo/EUPATH_0000309	Symptoms	sduration		variable	PRISM_0100090	duration of seizures		
http://purl.obolibrary.org/obo/SYMP_0000124	Seizures	http://purl.obolibrary.org/obo/EUPATH_0000309	Symptoms	seizure		variable	PRISM_0100091	Seizures	"Intermittent abnormality of the central nervous system (FMA:HP:0002011) due to sudden, excessive, disorderly discharge of cerebral neurons; characterized by some combination of disturbance of sensation, loss of consciousness, impairment of psychic function, or convulsive movements (epilepsy is used to describe chronic, recurrent seizures)"	
http://purl.obolibrary.org/obo/OBI_0400065	Lighting source	http://purl.obolibrary.org/obo/EUPATH_0000302	Facilities	SENERGY		variable	PRISM_0100092	Lighting source	Primary source of artificial lighting	
http://purl.obolibrary.org/obo/EUPATH_0000046	Severe malaria criteria	http://purl.obolibrary.org/obo/EUPATH_0000316	Malaria severity and basis	sevmalcat		variable	PRISM_0100093	Severe malaria criteria		
http://purl.obolibrary.org/obo/ENVO_00003064	Drinking water source	http://purl.obolibrary.org/obo/EUPATH_0000302	Facilities	SWATER		variable	PRISM_0100094	Drinking water source	Primary source of drinking water	
http://purl.obolibrary.org/obo/EUPATH_0000110	Temperature	http://purl.obolibrary.org/obo/OGMS_0000083	Physical Examination	temperature		variable	PRISM_0100095	Temperature	Temperature (in degrees Celsius)	
http://purl.obolibrary.org/obo/EUPATH_0000143	Categorical household wealth index	http://purl.obolibrary.org/obo/EUPATH_0000301	Dwelling Summary	tertile		variable	PRISM_0100096	categorical household wealth index	"Top, middle or bottom third of Household Wealth Index scale."	
http://purl.obolibrary.org/obo/EUPATH_0000335	Human waste disposal	http://purl.obolibrary.org/obo/EUPATH_0000302	Facilities	TFACLTY		variable	PRISM_0100097	Excreta disposal	Nature of toilet	
http://purl.obolibrary.org/obo/EUPATH_0000138	Observation period	http://purl.obolibrary.org/obo/EUPATH_0000307	Participant Study Details	Total Observation Period		variable	PRISM_0100098	Observation period	Total period of participant observation	
http://purl.obolibrary.org/obo/EUPATH_0000121	Total clinical visits	http://purl.obolibrary.org/obo/EUPATH_0000305	Aggregated Visit Details	Total Visits		variable	PRISM_0100099	Total clinical visits		
http://purl.obolibrary.org/obo/EUPATH_0000123	Total visits with asymptomatic parasitemia	http://purl.obolibrary.org/obo/EUPATH_0000305	Aggregated Visit Details	Total Visits With Asymp Para		variable	PRISM_0100100	Total visits with asymptomatic parasitemia		
http://purl.obolibrary.org/obo/EUPATH_0000122	Total visits with malaria	http://purl.obolibrary.org/obo/EUPATH_0000305	Aggregated Visit Details	Total Visits With Malaria Dx		variable	PRISM_0100101	Total visits with malaria		
http://purl.obolibrary.org/obo/EUPATH_0000135	# Female Anopheles collected	http://purl.obolibrary.org/obo/EUPATH_0000313	Individual Entomogical Measurement	Total_anopheles		variable	PRISM_0100102	# Female Anopheles collected	Total # female Anopheles collected	
http://purl.obolibrary.org/obo/EUPATH_0000136	# A. funestus	http://purl.obolibrary.org/obo/EUPATH_0000322	Anopheles funestus	Total_funestus		variable	PRISM_0100103	# A. funestus	Number of female Anopheles funestus collected	
