entity,label,displayOrder,plabel
http://purl.obolibrary.org/obo/EUPATH_0000537,"Plasmodium density (per uL blood), by microscopy",18,Plasmodium
http://purl.obolibrary.org/obo/EUPATH_0023028,"Plasmodium falciparum parasitemia (%), by microscopy",19,Plasmodium
http://purl.obolibrary.org/obo/EUPATH_0023029,"Plasmodium malariae parasitemia (%), by microscopy",20,Plasmodium
http://purl.obolibrary.org/obo/EUPATH_0023030,"Plasmodium vivax parasitemia (%), by microscopy",21,Plasmodium
http://purl.obolibrary.org/obo/EUPATH_0023018,"Plasmodium gametocyte density (per uL blood), by microscopy",22,Plasmodium
http://purl.obolibrary.org/obo/EUPATH_0023019,"Plasmodium gametocytemia (%), by microscopy",23,Plasmodium
http://purl.obolibrary.org/obo/EUPATH_0023027,Moved in last month,1,Relocation details
http://purl.obolibrary.org/obo/EUPATH_0023042,State moved from in last month,2,Relocation details
http://purl.obolibrary.org/obo/EUPATH_0023026,Moved in last 12 months,3,Relocation details
http://purl.obolibrary.org/obo/EUPATH_0023044,States moved from in last 12 months,4,Relocation details
http://purl.obolibrary.org/obo/OBI_0000655,Blood sample,,Sample
http://purl.obolibrary.org/obo/OBI_0000659,Sample collection,,Sample
http://purl.obolibrary.org/obo/OGMS_0000056,Laboratory test,,Sample
http://purl.obolibrary.org/obo/EUPATH_0023038,Sample collection time,,Sample collection
http://purl.obolibrary.org/obo/OBI_0001619,Sample collection date,,Sample collection
http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms,,Signs and symptoms
http://purl.obolibrary.org/obo/EUPATH_0023006,Blantyre coma score - eye,1,Signs and symptoms
http://purl.obolibrary.org/obo/EUPATH_0023007,Blantyre coma score - motor,2,Signs and symptoms
http://purl.obolibrary.org/obo/EUPATH_0023009,Blantyre coma score - verbal,3,Signs and symptoms
http://purl.obolibrary.org/obo/EUPATH_0023008,Blantyre coma score - total,4,Signs and symptoms
http://purl.obolibrary.org/obo/EUPATH_0023020,Glascow coma score - eye,5,Signs and symptoms
http://purl.obolibrary.org/obo/EUPATH_0023021,Glascow coma score - motor,6,Signs and symptoms
http://purl.obolibrary.org/obo/EUPATH_0023023,Glascow coma score - verbal,7,Signs and symptoms
http://purl.obolibrary.org/obo/EUPATH_0023022,Glascow coma score - total,8,Signs and symptoms
http://purl.obolibrary.org/obo/EUPATH_0023003,Altered consciousness,,Symptoms
http://purl.obolibrary.org/obo/HP_0001744,Splenomegaly,,Symptoms
http://purl.obolibrary.org/obo/HP_0001892,Abnormal bleeding,,Symptoms
http://purl.obolibrary.org/obo/HP_0100598,Pulmonary edema,,Symptoms
http://purl.obolibrary.org/obo/EUPATH_0000387,Traveled in last month,1,Travel details
http://purl.obolibrary.org/obo/EUPATH_0023043,State visited in last month,2,Travel details
http://purl.obolibrary.org/obo/EUPATH_0023055,Traveled in last 12 months,3,Travel details
http://purl.obolibrary.org/obo/EUPATH_0023047,States visited in last 12 months,4,Travel details
http://purl.obolibrary.org/obo/EUPATH_0023040,Initiated antimalarial treatment,1,Treatment
http://purl.obolibrary.org/obo/EUPATH_0023045,Take 4th antimalarial medication,10,Treatment
http://purl.obolibrary.org/obo/EUPATH_0023046,Take 5th antimalarial medication,11,Treatment
http://purl.obolibrary.org/obo/EUPATH_0023050,Treatment start date,2,Treatment
http://purl.obolibrary.org/obo/EUPATH_0023051,Treatment start time,3,Treatment
http://purl.obolibrary.org/obo/EUPATH_0000058,Antimalarial medication,4,Treatment
http://purl.obolibrary.org/obo/EUPATH_0023016,Medication timepoint,5,Treatment
http://purl.obolibrary.org/obo/EUPATH_0023014,Medication dose,6,Treatment
http://purl.obolibrary.org/obo/EUPATH_0023015,Medication administration route,7,Treatment
http://purl.obolibrary.org/obo/EUPATH_0023012,Take 2nd antimalarial medication,8,Treatment
http://purl.obolibrary.org/obo/EUPATH_0023024,Take 3rd antimalarial medication,9,Treatment
